MaxNormIw,eRenyi2,VanillaAvgRet,Delta,BatchSize,ESSClassic,MaxVanillaIw,VarJ,J,AvgVanillaIw,EpsThisIter,Bound,MinVanillaIw,VarVanillaIw,VarNormIw,AvgDiscRet,AvgRet,IterType,AvgNormIw,MinNormIw,VarRet,AvgEpLen,ESSRenyi,VarDiscRet
0.0115111,1.00437,-107.299690267,0.4,100,99.5599742874,1.1496,2.26404,-107.242,0.998685,100,-121.29,0.778417,0.00445288,4.46461e-07,-107.299690267,-107.299690267,1,0.01,0.00779442,5.38432526175,16.98,99.5645139716,5.38432526175
0.0109662,1.00425,-107.18968514,0.4,100,99.4415862342,1.09237,2.49752,-107.133,0.996131,100,-121.218,0.744736,0.00562871,5.67252e-07,-107.18968514,-107.18968514,1,0.01,0.00747628,6.50807721229,16.4,99.5771837582,6.50807721229
0.0120302,1.01689,-106.863247753,0.4,100,98.3073860678,1.22438,3.2621,-106.742,1.01775,100,-121.233,0.546784,0.0180146,1.73916e-06,-106.863247753,-106.863247753,1,0.01,0.00537246,11.245370928,17.0,98.338760447,11.245370928
0.0114984,1.00667,-106.943023175,0.4,100,99.0597327821,1.13666,2.36934,-106.85,0.988538,100,-120.973,0.612876,0.00936934,9.58788e-07,-106.943023175,-106.943023175,1,0.01,0.00619982,6.22560865208,16.99,99.3374313567,6.22560865208
0.0116642,1.00418,-107.087064346,0.4,100,99.4548566566,1.15598,2.38673,-107.026,0.991052,100,-121.122,0.658556,0.00543835,5.537e-07,-107.087064346,-107.087064346,1,0.01,0.00664502,6.07366556476,16.71,99.5841346003,6.07366556476
0.0105412,1.00129,-107.104807187,0.4,100,99.8755029879,1.04629,1.98523,-107.087,0.992572,100,-120.974,0.83224,0.00124059,1.25923e-07,-107.104807187,-107.104807187,1,0.01,0.00838468,4.08007731622,16.13,99.8709201198,4.08007731622
0.0112523,1.00657,-107.55376874,0.4,100,99.2608873927,1.12848,2.7601,-107.453,1.00289,100,-122.864,0.65405,0.0075648,7.52132e-07,-107.55376874,-107.55376874,1,0.01,0.00652168,9.24710300603,16.92,99.3470901158,9.24710300603
0.011356,1.00439,-107.148812497,0.4,100,99.4993214867,1.13039,2.22627,-107.088,0.995409,100,-120.976,0.775039,0.00503636,5.08292e-07,-107.148812497,-107.148812497,1,0.01,0.00778613,5.25754770805,16.36,99.5633204358,5.25754770805
0.0112364,1.00715,-106.941363637,0.4,100,99.1207656379,1.12063,2.23184,-106.844,0.997319,100,-120.745,0.632375,0.00891185,8.95984e-07,-106.941363637,-106.941363637,1,0.01,0.00634075,5.31752742695,17.28,99.2901646537,5.31752742695
0.0108482,1.00194,-107.153697582,0.4,100,99.8380727213,1.08827,2.34892,-107.127,1.00318,100,-121.251,0.869952,0.00164866,1.63823e-07,-107.153697582,-107.153697582,1,0.01,0.00867195,5.72179940162,15.45,99.805899448,5.72179940162
0.011135,1.00252,-107.040750677,0.4,100,99.7531760271,1.10896,2.37342,-107.006,0.99592,100,-121.061,0.851844,0.00247921,2.49957e-07,-107.040750677,-107.040750677,1,0.01,0.00855333,5.78125842423,16.39,99.7486962145,5.78125842423
0.0127895,1.00394,-106.665417717,0.4,100,99.3888671247,1.28442,2.3018,-106.611,1.00428,100,-120.697,0.641688,0.00626375,6.21053e-07,-106.665417717,-106.665417717,1,0.01,0.00638956,5.90292167031,16.39,99.6076422545,5.90292167031
0.0136496,1.00939,-106.549762406,0.4,100,99.1882774864,1.35935,3.63771,-106.431,0.995888,100,-120.394,0.70732,0.0081988,8.26665e-07,-106.549762406,-106.549762406,1,0.01,0.00710241,9.58354463619,17.45,99.0695249247,9.58354463619
0.012255,1.00343,-107.507842636,0.4,100,99.6273068497,1.22391,2.45579,-107.46,0.998702,100,-121.62,0.792537,0.00376872,3.77852e-07,-107.507842636,-107.507842636,1,0.01,0.00793568,6.25621503309,16.86,99.6581715857,6.25621503309
0.0217427,1.01823,-107.01879795,0.4,100,96.6228815063,2.2447,3.42098,-106.748,1.03239,100,-122.101,0.480554,0.0376287,3.53046e-06,-107.01879795,-107.01879795,1,0.01,0.00465476,10.0474249655,17.5,98.2095500343,10.0474249655
0.0134906,1.0065,-107.014998532,0.4,100,98.9969749749,1.36176,2.58205,-106.937,1.00941,100,-120.86,0.794803,0.0104276,1.02341e-06,-107.014998532,-107.014998532,1,0.01,0.00787392,6.64648168814,18.35,99.3539853363,6.64648168814
0.0150256,1.0102,-106.844721642,0.4,100,98.941332621,1.48206,2.8748,-106.707,0.986361,100,-120.913,0.791074,0.0105154,1.08082e-06,-106.844721642,-106.844721642,1,0.01,0.00802012,7.05535777867,17.44,98.9900863681,7.05535777867
0.0111656,1.0011,-106.978969606,0.4,100,99.8927149756,1.11506,2.24863,-106.963,0.998658,100,-120.905,0.925677,0.00108201,1.08492e-07,-106.978969606,-106.978969606,1,0.01,0.00926921,5.24651594207,17.4,99.8897220235,5.24651594207
0.0110558,1.00138,-106.745274091,0.4,100,99.8671120814,1.11533,2.18818,-106.726,1.00882,100,-120.608,0.867245,0.00136796,1.34415e-07,-106.745274091,-106.745274091,1,0.01,0.00859664,4.9109552257,17.2,99.8623837047,4.9109552257
0.0191515,1.01215,-106.897233875,0.4,100,98.1359906457,1.91362,3.6627,-106.743,0.999197,100,-120.669,0.769569,0.0191549,1.91857e-06,-106.897233875,-106.897233875,1,0.01,0.00770188,8.73829956257,18.35,98.7994522375,8.73829956257
0.0109695,1.00224,-106.604604475,0.4,100,99.7161633067,1.08717,1.98228,-106.576,0.991084,100,-120.487,0.838486,0.00282413,2.87518e-07,-106.604604475,-106.604604475,1,0.01,0.0084603,4.12518601501,15.82,99.7762571367,4.12518601501
0.0128032,1.00194,-106.735487911,0.4,100,99.6813192054,1.2789,2.68415,-106.71,0.998896,100,-120.667,0.868883,0.00322189,3.22902e-07,-106.735487911,-106.735487911,1,0.01,0.00869844,7.12913252801,16.52,99.8063031893,7.12913252801
0.0110174,1.00467,-106.928483553,0.4,100,99.4683150069,1.09822,2.29844,-106.865,0.996804,100,-120.923,0.759208,0.0053652,5.39966e-07,-106.928483553,-106.928483553,1,0.01,0.00761643,5.58202805604,16.07,99.5353573491,5.58202805604
0.0116219,1.00296,-106.436072712,0.4,100,99.7197897996,1.15911,2.28346,-106.396,0.997349,100,-120.149,0.850546,0.00282347,2.8385e-07,-106.436072712,-106.436072712,1,0.01,0.00852807,5.09846179426,16.73,99.7046161746,5.09846179426
0.0114896,1.00395,-106.832559675,0.4,100,99.4864384976,1.14976,2.53982,-106.775,1.0007,100,-120.766,0.681303,0.00522163,5.21436e-07,-106.832559675,-106.832559675,1,0.01,0.00680828,6.59056146343,16.58,99.6067197128,6.59056146343
0.0346894,1.04276,-106.443213892,0.4,100,89.9919555715,3.56675,6.34077,-105.991,1.0282,100,-120.224,0.63899,0.118758,1.12334e-05,-106.443213892,-106.443213892,1,0.01,0.00621467,7.45711688608,16.34,95.8990686301,7.45711688608
0.0132466,1.0055,-106.638919943,0.4,100,99.323685787,1.32712,2.61122,-106.562,1.00186,100,-120.656,0.773809,0.00690347,6.87783e-07,-106.638919943,-106.638919943,1,0.01,0.0077237,6.25132758028,16.51,99.4527295294,6.25132758028
0.0106774,1.00185,-107.01671535,0.4,100,99.7680478735,1.07018,2.37283,-106.989,1.00228,100,-120.821,0.708395,0.00235914,2.34839e-07,-107.01671535,-107.01671535,1,0.01,0.00706781,5.78739740703,18.7,99.815055679,5.78739740703
0.0110063,1.00089,-106.84398651,0.4,100,99.8966139891,1.10108,2.15232,-106.832,1.0004,100,-120.708,0.856871,0.0010464,1.04556e-07,-106.84398651,-106.84398651,1,0.01,0.00856526,4.67749863812,16.83,99.9108989912,4.67749863812
0.0115506,1.00344,-106.742870283,0.4,100,99.6167706866,1.15192,2.41693,-106.693,0.997281,100,-120.663,0.721367,0.00386527,3.88638e-07,-106.742870283,-106.742870283,1,0.01,0.00723333,6.20770778966,17.89,99.6575440924,6.20770778966
0.0141565,1.01013,-106.993174412,0.4,100,99.07935819,1.39725,3.15644,-106.858,0.986997,100,-120.823,0.625868,0.00914359,9.3861e-07,-106.993174412,-106.993174412,1,0.01,0.00634113,8.5119675897,18.56,98.9971540971,8.5119675897
0.0108175,1.00445,-107.11613988,0.4,100,99.5684354629,1.08418,2.75733,-107.051,1.00224,100,-121.504,0.77513,0.00439765,4.378e-07,-107.11613988,-107.11613988,1,0.01,0.00773396,8.17480395496,16.92,99.5571877679,8.17480395496
0.175168,1.58871,-105.977504035,0.4,100,25.246366986,19.2278,46.5072,-100.433,1.09768,100,-117.643,0.184822,3.60371,0.000299087,-105.977504035,-105.977504035,1,0.01,0.00168375,16.1920926789,17.96,62.9441752344,16.1920926789
0.0131805,1.00271,-107.022099115,0.4,100,99.5047629576,1.31293,2.19119,-106.984,0.996112,100,-120.804,0.729874,0.00498819,5.0272e-07,-107.022099115,-107.022099115,1,0.01,0.00732723,5.00005052233,18.0,99.7293900994,5.00005052233
0.0135579,1.00716,-106.654094421,0.4,100,99.3696326146,1.3467,3.52311,-106.553,0.993294,100,-120.744,0.826901,0.00632232,6.40798e-07,-106.654094421,-106.654094421,1,0.01,0.00832484,10.8113463881,20.4,99.2887779027,10.8113463881
0.0635075,1.20577,-106.105954769,0.4,100,61.9022909324,6.50286,12.5088,-103.969,1.02395,100,-119.191,0.232792,0.6518,6.21666e-05,-106.105954769,-106.105954769,1,0.01,0.00227347,21.5598580217,20.07,82.9347028497,21.5598580217
0.014095,1.01422,-105.735297315,0.4,100,98.4265087801,1.4163,3.8007,-105.546,1.00482,100,-119.441,0.608087,0.0163043,1.61482e-06,-105.735297315,-105.735297315,1,0.01,0.00605169,12.1201879581,20.62,98.5982039455,12.1201879581
0.0127767,1.00319,-106.216610376,0.4,100,99.570312723,1.28507,3.54001,-106.173,1.00579,100,-120.158,0.920927,0.00440961,4.35903e-07,-106.216610376,-106.216610376,1,0.01,0.0091563,12.4967887959,22.28,99.6824959981,12.4967887959
0.0130823,1.02667,-108.281657335,0.4,100,96.1726684605,1.27402,8.14929,-105.807,0.973847,100,-154.04,0.172079,0.0381232,4.01983e-06,-108.281657335,-108.281657335,1,0.01,0.00176701,833.643289196,30.56,97.4026676736,833.643289196
0.0201712,1.02511,-106.377770934,0.4,100,96.7466510515,2.04559,4.57729,-106.028,1.01412,100,-120.863,0.636693,0.0349326,3.39668e-06,-106.377770934,-106.377770934,1,0.01,0.0062783,15.9022943904,22.33,97.5505175164,15.9022943904
0.0117388,1.0191,-106.924030978,0.4,100,98.2202598881,1.17445,7.84232,-106.015,1.00048,100,-138.226,0.380738,0.0183206,1.83029e-06,-106.924030978,-106.924030978,1,0.01,0.00380554,268.000647097,27.0,98.1259741847,268.000647097
0.0561963,1.11776,-105.292122653,0.4,100,68.3851590899,5.81953,10.5369,-103.928,1.03557,100,-118.73,0.49797,0.50079,4.66975e-05,-105.292122653,-105.292122653,1,0.01,0.00480864,34.7016205071,22.45,89.4646099688,34.7016205071
0.0354664,1.07467,-105.285967436,0.4,100,89.204420693,3.6118,9.36143,-104.388,1.01837,100,-119.121,0.574221,0.126776,1.22243e-05,-105.285967436,-105.285967436,1,0.01,0.00563862,25.2618380177,27.69,93.0517829805,25.2618380177
0.0126455,1.0096,-105.580644023,0.4,100,98.938331303,1.25868,4.8288,-105.446,0.995359,100,-119.873,0.753463,0.010739,1.08394e-06,-105.580644023,-105.580644023,1,0.01,0.00756976,19.6254905603,23.94,99.0487030909,19.6254905603
0.174619,2.24127,-104.848636953,0.4,100,21.9315898357,21.3673,111.977,-90.8426,1.22365,100,-112.488,0.063752,5.38377,0.000359559,-104.848636953,-104.848636953,1,0.01,0.000520998,86.9232359211,26.61,44.6175925033,86.9232359211
0.0286275,1.30884,-103.070963925,0.4,100,73.5613490168,2.77605,23.9682,-99.8719,0.969715,100,-115.804,0.0845209,0.341383,3.6304e-05,-103.070963925,-103.070963925,1,0.01,0.000871606,99.5496929833,33.93,76.4037952119,99.5496929833
0.0193523,1.13259,-101.34547237,0.4,100,87.7000931064,2.08035,37.0442,-97.7124,1.07499,100,-133.162,0.173502,0.163709,1.41666e-05,-101.34547237,-101.34547237,1,0.01,0.00161399,735.76349726,61.77,88.2929302466,735.76349726
0.0162942,1.03752,-104.017159116,0.4,100,96.0836724328,1.61619,25.751,-101.561,0.991881,100,-160.727,0.507841,0.0405051,4.11709e-06,-104.017159116,-104.017159116,1,0.01,0.00511998,1646.77148974,57.85,96.3837348035,1646.77148974
1.0,1.0,-105.599624245,0.4,100,inf,2.39785e-24,,15.5498,2.39785e-26,100,-41.2417,,,0.01,-105.599624245,-105.599624245,1,0.01,,1662.38133616,62.79,100.0,1662.38133616
nan,1.03672e-08,-105.599624245,0.4,200,nan,inf,nan,nan,inf,100,nan,4.1704e+23,nan,nan,-289.348658475,-105.599624245,,nan,nan,1662.38133616,62.79,19291647564.8,28220.1884463
0.00770239,1.03553,-102.631487861,0.4,200,194.371953696,1.54459,19.7351,-102.591,1.00267,100,-143.456,0.398891,0.0292555,7.27503e-07,-102.631487861,-102.631487861,1,0.005,0.00198915,71.4547792221,42.71,193.13768547,71.4547792221
0.01,1.0,-104.449273912,0.4,200,100.0,1.0,22.0446,-104.449,1.0,100,-142.203,1.0,,3.50449e-18,-104.449273912,-104.449273912,2,0.01,0.01,490.87280057,51.85,200.0,490.87280057
0.00717381,1.0264,-101.743276671,0.4,200,195.866569797,1.45807,9.34287,-102.162,1.01624,100,-129.208,0.311253,0.021904,5.30236e-07,-101.743276671,-101.743276671,1,0.005,0.00153139,59.9173745439,43.13,194.856717639,59.9173745439
0.01,1.0,-104.512705372,0.4,200,100.0,1.0,35.4239,-104.513,1.0,100,-158.147,1.0,,3.50449e-18,-104.512705372,-104.512705372,2,0.01,0.01,1267.53037878,54.64,200.0,1267.53037878
0.00601351,1.02162,-99.4336875871,0.4,200,195.505998288,1.20731,14.3593,-100.85,1.00383,100,-139.183,0.360941,0.0232794,5.7755e-07,-99.4336875871,-99.4336875871,1,0.005,0.00179782,151.922570518,52.86,195.7675683,151.922570518
0.01,1.0,-102.318453568,0.4,200,100.0,1.0,6.66564,-102.318,1.0,100,-116.321,1.0,,3.50449e-18,-102.318453568,-102.318453568,2,0.01,0.01,44.8795811459,38.97,200.0,44.8795811459
0.00902891,1.06381,-101.909165072,0.4,200,186.992825265,1.81748,11.4066,-101.491,1.00648,100,-111.964,0.384133,0.0708181,1.74773e-06,-101.909165072,-101.909165072,1,0.005,0.0019083,106.405226908,44.61,188.003940894,106.405226908
0.01,1.0,-97.6912308906,0.4,200,100.0,1.0,28.1961,-97.6912,1.0,100,-123.45,1.0,,3.50449e-18,-97.6912308906,-97.6912308906,2,0.01,0.01,803.051932045,74.85,200.0,803.051932045
0.0439503,1.3927,-102.015604257,0.4,200,120.535278353,9.5673,76.322,-94.5557,1.08842,100,-116.051,0.327939,0.78493,1.65644e-05,-102.015604257,-102.015604257,1,0.005,0.00150649,79.891732561,53.54,143.606084944,79.891732561
0.01,1.0,-103.266034509,0.4,200,100.0,1.0,30.9805,-103.266,1.0,100,-141.356,1.0,,3.50449e-18,-103.266034509,-103.266034509,2,0.01,0.01,969.487775203,61.51,200.0,969.487775203
0.00928973,1.08675,-97.3661868642,0.4,200,181.380982281,1.80581,31.0889,-98.1817,0.971936,100,-126.259,0.207959,0.0974581,2.57918e-06,-97.3661868642,-97.3661868642,1,0.005,0.00106982,450.470347597,73.53,184.03548635,450.470347597
0.01,1.0,-100.029276619,0.4,200,100.0,1.0,24.6299,-100.029,1.0,100,-131.678,1.0,,3.50449e-18,-100.029276619,-100.029276619,2,0.01,0.01,612.758999923,72.35,200.0,612.758999923
0.00951661,1.08388,-98.7467531561,0.4,200,183.996619606,1.90957,29.288,-97.8158,1.00328,100,-121.114,0.283778,0.0879873,2.18532e-06,-98.7467531561,-98.7467531561,1,0.005,0.00141425,603.263896546,82.36,184.522828701,603.263896546
0.01,1.0,-95.9496286054,0.4,200,100.0,1.0,44.5518,-95.9496,1.0,100,-132.385,1.0,,3.50449e-18,-95.9496286054,-95.9496286054,2,0.01,0.01,2004.9153747,90.77,200.0,2004.9153747
0.0407177,3.05399,-95.4183724332,0.4,200,68.3780201107,8.13775,145.032,-70.3385,0.99929,100,-115.363,0.000246028,1.93184,4.83647e-05,-95.4183724332,-95.4183724332,1,0.005,1.23102e-06,770.268293544,79.92,65.4880146805,770.268293544
0.01,1.0,-93.0826021668,0.4,200,100.0,1.0,65.9835,-93.0826,1.0,100,-129.824,1.0,,3.50449e-18,-93.0826021668,-93.0826021668,2,0.01,0.01,4397.80542401,228.39,200.0,4397.80542401
0.0243432,2.31602,-100.498280668,0.4,200,82.5835355209,5.08526,91.6442,-58.4765,1.04449,100,-122.272,5.23385e-07,1.55892,3.57234e-05,-100.498280668,-100.498280668,1,0.005,2.50545e-09,4371.93633278,214.05,86.3552263515,4371.93633278
0.01,1.0,-72.2291129408,0.4,200,100.0,1.0,55.9678,-72.2291,1.0,100,-101.289,1.0,,3.50449e-18,-72.2291129408,-72.2291129408,2,0.01,0.01,3164.03084356,295.29,200.0,3164.03084356
0.081443,5.29191,-70.5254987624,0.4,200,34.3859340064,15.8571,135.784,-23.2515,0.973507,100,-79.3309,1.07042e-07,4.58745,0.000121013,-70.5254987624,-70.5254987624,1,0.005,5.49773e-10,3304.40874948,313.6,37.7935024036,3304.40874948
0.01,1.0,-32.5360653645,0.4,200,100.0,1.0,53.7504,-32.5361,1.0,100,-55.9606,1.0,,3.50449e-18,-32.5360653645,-32.5360653645,2,0.01,0.01,2918.29381163,461.85,200.0,2918.29381163
0.0600228,4.48446,-30.6957165349,0.4,200,37.9159154092,10.5303,93.5595,10.696,0.877194,100,-24.38,1.95024e-21,3.30588,0.000107408,-30.6957165349,-30.6957165349,1,0.005,1.11163e-23,2702.0605901,461.08,44.5984163287,2702.0605901
0.01,1.0,10.2900837497,0.4,200,100.0,1.0,38.2093,10.2901,1.0,100,-3.07997,1.0,,3.50449e-18,10.2900837497,10.2900837497,2,0.01,0.01,1474.7011378,500.0,200.0,1474.7011378
0.0601765,4.76836,8.31310901507,0.4,200,40.3838975643,12.2996,53.5364,35.4427,1.02196,100,10.932,6.51654e-12,4.14874,9.93083e-05,8.31310901507,8.31310901507,1,0.005,3.18824e-14,1761.40555378,500.0,41.9430987203,1761.40555378
0.01,1.0,19.9985229464,0.4,200,100.0,1.0,38.529,19.9985,1.0,100,7.81426,1.0,,3.50449e-18,19.9985229464,19.9985229464,2,0.01,0.01,1499.47870663,500.0,200.0,1499.47870663
0.0502997,4.13204,25.1391215949,0.4,200,45.6448593958,11.4652,44.1532,47.7877,1.13969,100,30.2744,3.20275e-08,4.41445,8.49662e-05,25.1391215949,25.1391215949,1,0.005,1.4051e-10,1103.34066422,500.0,48.4022752267,1103.34066422
0.01,1.0,45.5671294452,0.4,200,100.0,1.0,29.3812,45.5671,1.0,100,33.1091,1.0,,3.50449e-18,45.5671294452,45.5671294452,2,0.01,0.01,871.976266825,500.0,200.0,871.976266825
0.0834,4.37055,46.1589529968,0.4,200,39.518679836,18.8048,47.6633,63.7738,1.12738,100,45.3575,4.62459e-20,5.18732,0.000102033,46.1589529968,46.1589529968,1,0.005,2.05103e-22,455.479222087,500.0,45.7608243945,455.479222087
0.01,1.0,54.74081661,0.4,200,100.0,1.0,22.2792,54.7408,1.0,100,41.5177,1.0,,3.50449e-18,54.74081661,54.74081661,2,0.01,0.01,501.377616384,500.0,200.0,501.377616384
0.0479504,2.17218,53.342000042,0.4,200,72.9230167067,8.69805,33.3595,62.1993,0.906984,100,48.4188,7.17784e-05,1.44072,4.37844e-05,53.342000042,53.342000042,1,0.005,3.95698e-07,493.690511562,500.0,92.0733631463,493.690511562
0.01,1.0,53.5190166926,0.4,200,100.0,1.0,20.6341,53.519,1.0,100,40.467,1.0,,3.50449e-18,53.5190166926,53.5190166926,2,0.01,0.01,430.066328433,500.0,200.0,430.066328433
0.0183025,1.31501,49.2070331023,0.4,200,148.544611056,3.39371,23.9145,54.4999,0.927117,100,43.2564,0.00833609,0.29924,8.70343e-06,49.2070331023,49.2070331023,1,0.005,4.4957e-05,443.702391888,500.0,152.090558758,443.702391888
