AvgEpLen,MaxVanillaIw,VarNormIw,EpsThisIter,Bound,eRenyi2,VarRet,MaxNormIw,VarDiscRet,MinVanillaIw,AvgNormIw,VarJ,VanillaAvgRet,AvgRet,AvgDiscRet,Delta,VarVanillaIw,AvgVanillaIw,J,ESSClassic,IterType,MinNormIw,BatchSize,ESSRenyi
495.01,1.0,2.179301e-19,100,4949.971,1.0,249996.9637372683,0.005,249996.9637372683,1.0,0.0049999994,497.49088,4949.969931368263,4949.969931368263,4949.969931368263,1.0,,1.0,4949.971,200.00000010221265,2,0.005,500,500.0
490.02,1.0,5.4391416e-20,100,4933.307,1.0,494945.00403513754,0.0033333334,494945.00403513754,1.0,0.0033333336,573.4853,4899.977767344773,4899.977767344773,4899.977767344773,1.0,,1.0,4933.307,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4937.474,1.0,249997.40153626184,0.0025,249997.40153626184,1.0,0.0024999997,555.5092,4949.974265588458,4949.974265588458,4949.974265588458,1.0,,1.0,4937.474,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4949.974,1.0,0.0006850737027918565,0.002,0.0006850737027918565,1.0,0.0020000003,497.49115,4999.974658628813,4999.974658628813,4999.974658628813,1.0,,1.0,4949.974,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.9688,1.0,249996.8974732875,0.01,249996.8974732875,1.0,0.009999998,497.49063,4949.969274542507,4949.969274542507,4949.969274542507,1.0,,1.0,4949.9688,100.0,2,0.01,500,500.0
485.04,1.0,2.179301e-19,100,4900.0195,1.0,733862.6838604832,0.005,733862.6838604832,1.0,0.0049999994,699.6466,4850.070376667601,4850.070376667601,4850.070376667601,1.0,,1.0,4900.0195,200.00000010221265,2,0.005,500,500.0
495.02,1.0,5.4391416e-20,100,4916.703,1.0,248999.8324191407,0.0033333334,248999.8324191407,1.0,0.0033333336,639.5808,4950.070512233836,4950.070512233836,4950.070512233836,1.0,,1.0,4916.703,299.999969473632,2,0.0033333334,500,500.0
485.05,1.0,5.434597e-20,100,4900.069,1.0,732884.6506959039,0.0025,732884.6506959039,1.0,0.0024999997,699.2973,4850.166243212609,4850.166243212609,4850.166243212609,1.0,,1.0,4900.069,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4920.0503,1.0,0.0008583853551034694,0.002,0.0008583853551034694,1.0,0.0020000003,626.7458,4999.970846317375,4999.970846317375,4999.970846317375,1.0,,1.0,4920.0503,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9688,1.0,0.0009753492485377115,0.01,0.0009753492485377115,1.0,0.009999998,0.031061366,4999.969004017407,4999.969004017407,4999.969004017407,1.0,,1.0,4999.9688,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.9707,1.0,0.0010161984702844076,0.005,0.0010161984702844076,1.0,0.0049999994,0.031437065,4999.9721437793705,4999.9721437793705,4999.9721437793705,1.0,,1.0,4999.9707,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4983.305,1.0,249997.31258507736,0.0033333334,249997.31258507736,1.0,0.0033333336,288.19196,4949.973387744286,4949.973387744286,4949.973387744286,1.0,,1.0,4983.305,299.999969473632,2,0.0033333334,500,500.0
495.02,1.0,5.434597e-20,100,4974.997,1.0,249000.3595894326,0.0025,249000.3595894326,1.0,0.0024999997,352.31464,4950.073224071527,4950.073224071527,4950.073224071527,1.0,,1.0,4974.997,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4970.013,1.0,249000.66087969576,0.002,249000.66087969576,1.0,0.0020000003,385.61896,4950.076384776307,4950.076384776307,4950.076384776307,1.0,,1.0,4970.013,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.072,1.0,249000.21372342037,0.01,249000.21372342037,1.0,0.009999998,496.49792,4950.072090447347,4950.072090447347,4950.072090447347,1.0,,1.0,4950.072,100.0,2,0.01,500,500.0
495.02,1.0,2.179301e-19,100,4950.073,1.0,249000.39313981414,0.005,249000.39313981414,1.0,0.0049999994,496.49805,4950.074087571535,4950.074087571535,4950.074087571535,1.0,,1.0,4950.073,200.00000010221265,2,0.005,500,500.0
495.02,1.0,5.4391416e-20,100,4950.0728,1.0,249000.23323199144,0.0033333334,249000.23323199144,1.0,0.0033333336,496.49805,4950.0729143709605,4950.0729143709605,4950.0729143709605,1.0,,1.0,4950.0728,299.999969473632,2,0.0033333334,500,500.0
490.04,1.0,5.434597e-20,100,4937.5977,1.0,492969.67798766977,0.0025,492969.67798766977,1.0,0.0024999997,554.40027,4900.1705275875165,4900.1705275875165,4900.1705275875165,1.0,,1.0,4937.5977,400.0,2,0.0025,500,500.0
490.02,1.0,5.431875e-20,100,4930.0737,1.0,494944.5201607881,0.002,494944.5201607881,1.0,0.0020000003,586.61163,4899.97537173442,4899.97537173442,4899.97537173442,1.0,,1.0,4930.0737,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.0757,1.0,249000.63734854592,0.01,249000.63734854592,1.0,0.009999998,496.49838,4950.076114636012,4950.076114636012,4950.076114636012,1.0,,1.0,4950.0757,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4975.0234,1.0,0.0010422871519591096,0.005,0.0010422871519591096,1.0,0.0049999994,351.96262,4999.971502874454,4999.971502874454,4999.971502874454,1.0,,1.0,4975.0234,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4983.3403,1.0,0.0008329664384648204,0.0033333334,0.0008329664384648204,1.0,0.0033333336,287.61688,4999.972711578145,4999.972711578145,4999.972711578145,1.0,,1.0,4983.3403,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4987.498,1.0,0.0006914221187520035,0.0025,0.0006914221187520035,1.0,0.0024999997,249.1876,4999.9709159302,4999.9709159302,4999.9709159302,1.0,,1.0,4987.498,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4980.014,1.0,249000.62829489404,0.002,249000.62829489404,1.0,0.0020000003,314.96304,4950.076595006107,4950.076595006107,4950.076595006107,1.0,,1.0,4980.014,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9727,1.0,0.0008171473620770409,0.01,0.0008171473620770409,1.0,0.009999998,0.02842535,4999.972657010246,4999.972657010246,4999.972657010246,1.0,,1.0,4999.9727,100.0,2,0.01,500,500.0
490.03,1.0,2.179301e-19,100,4950.0225,1.0,493957.00323750364,0.005,493957.00323750364,1.0,0.0049999994,496.9947,4900.07233022468,4900.07233022468,4900.07233022468,1.0,,1.0,4950.0225,200.00000010221265,2,0.005,500,500.0
490.03,1.0,5.4391416e-20,100,4933.373,1.0,493957.3109505484,0.0033333334,493957.3109505484,1.0,0.0033333336,572.91315,4900.074265274962,4900.074265274962,4900.074265274962,1.0,,1.0,4933.373,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4950.0225,1.0,0.0009193678697602357,0.0025,0.0009193678697602357,1.0,0.0024999997,496.99472,4999.973168254762,4999.973168254762,4999.973168254762,1.0,,1.0,4950.0225,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4960.014,1.0,0.0005778284052410889,0.002,0.0005778284052410889,1.0,0.0020000003,444.9745,4999.977243724998,4999.977243724998,4999.977243724998,1.0,,1.0,4960.014,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9775,1.0,0.0005445652442563564,0.01,0.0005445652442563564,1.0,0.009999998,0.023222229,4999.977333189029,4999.977333189029,4999.977333189029,1.0,,1.0,4999.9775,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.973,1.0,0.0009905887879591772,0.005,0.0009905887879591772,1.0,0.0049999994,0.027861698,4999.969138157413,4999.969138157413,4999.969138157413,1.0,,1.0,4999.973,200.00000010221265,2,0.005,500,500.0
490.02,1.0,5.4391416e-20,100,4966.6406,1.0,494944.0519314324,0.0033333334,494944.0519314324,1.0,0.0033333336,406.883,4899.973052872858,4899.973052872858,4899.973052872858,1.0,,1.0,4966.6406,299.999969473632,2,0.0033333334,500,500.0
490.03,1.0,5.434597e-20,100,4949.999,1.0,493957.8188083588,0.0025,493957.8188083588,1.0,0.0024999997,497.24304,4900.076723788047,4900.076723788047,4900.076723788047,1.0,,1.0,4949.999,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4959.995,1.0,0.0008212931718262397,0.002,0.0008212931718262397,1.0,0.0020000003,445.19675,4999.973696562808,4999.973696562808,4999.973696562808,1.0,,1.0,4959.995,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.977,1.0,0.0006448347199083373,0.01,0.0006448347199083373,1.0,0.009999998,0.025275476,4999.976737640074,4999.976737640074,4999.976737640074,1.0,,1.0,4999.977,100.0,2,0.01,500,500.0
480.06,1.0,2.179301e-19,100,4900.0747,1.0,967752.4745732639,0.005,967752.4745732639,1.0,0.0049999994,699.29816,4800.172472312877,4800.172472312877,4800.172472312877,1.0,,1.0,4900.0747,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4933.3745,1.0,0.0009234671416792897,0.0033333334,0.0009234671416792897,1.0,0.0033333336,572.9133,4999.972316899558,4999.972316899558,4999.972316899558,1.0,,1.0,4933.3745,299.999969473632,2,0.0033333334,500,500.0
485.06,1.0,5.434597e-20,100,4912.5986,1.0,731908.9268433786,0.0025,731908.9268433786,1.0,0.0024999997,654.6865,4850.27053546423,4850.27053546423,4850.27053546423,1.0,,1.0,4912.5986,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4930.0737,1.0,0.0007387446904155223,0.002,0.0007387446904155223,1.0,0.0020000003,586.61163,4999.972852185525,4999.972852185525,4999.972852185525,1.0,,1.0,4930.0737,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.0713,1.0,249000.16200183533,0.01,249000.16200183533,1.0,0.009999998,496.49786,4950.071524701594,4950.071524701594,4950.071524701594,1.0,,1.0,4950.0713,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4950.0244,1.0,249997.6329683756,0.005,249997.6329683756,1.0,0.0049999994,496.99487,4949.976560085937,4949.976560085937,4949.976560085937,1.0,,1.0,4950.0244,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.6743,1.0,0.0005310912860625176,0.0033333334,0.0005310912860625176,1.0,0.0033333336,406.47717,4999.975568410312,4999.975568410312,4999.975568410312,1.0,,1.0,4966.6743,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4975.0015,1.0,0.0004797585994004777,0.0025,0.0004797585994004777,1.0,0.0024999997,352.31497,4999.980394173629,4999.980394173629,4999.980394173629,1.0,,1.0,4975.0015,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4969.996,1.0,249997.45710629108,0.002,249997.45710629108,1.0,0.0020000003,385.8761,4949.974817447129,4949.974817447129,4949.974817447129,1.0,,1.0,4969.996,500.00000664260017,1,0.002,500,500.0
490.03,1.0,3.5044917e-18,100,4900.074,1.0,493957.3444762381,0.01,493957.3444762381,1.0,0.009999998,699.2981,4900.073811240454,4900.073811240454,4900.073811240454,1.0,,1.0,4900.074,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4950.0254,1.0,0.0006542603504370584,0.005,0.0006542603504370584,1.0,0.0049999994,496.99496,4999.976708139627,4999.976708139627,4999.976708139627,1.0,,1.0,4950.0254,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.6743,1.0,0.0009751573226146255,0.0033333334,0.0009751573226146255,1.0,0.0033333336,406.47708,4999.970503003082,4999.970503003082,4999.970503003082,1.0,,1.0,4966.6743,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4962.499,1.0,249997.4864682566,0.0025,249997.4864682566,1.0,0.0024999997,431.0968,4949.975106764806,4949.975106764806,4949.975106764806,1.0,,1.0,4962.499,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4969.995,1.0,0.000849656724142228,0.002,0.000849656724142228,1.0,0.0020000003,385.876,4999.975047681293,4999.975047681293,4999.975047681293,1.0,,1.0,4969.995,500.00000664260017,1,0.002,500,500.0
485.05,1.0,3.5044917e-18,100,4850.1724,1.0,732886.4694404313,0.01,732886.4694404313,1.0,0.009999998,851.7967,4850.1726411788,4850.1726411788,4850.1726411788,1.0,,1.0,4850.1724,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4925.0757,1.0,0.0006825955245163966,0.005,0.0006825955245163966,1.0,0.0049999994,606.95074,4999.978756118009,4999.978756118009,4999.978756118009,1.0,,1.0,4925.0757,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4950.042,1.0,0.0006428938158147202,0.0033333334,0.0006428938158147202,1.0,0.0033333336,496.82953,4999.974824247912,4999.974824247912,4999.974824247912,1.0,,1.0,4950.042,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4962.5254,1.0,0.000942853267125748,0.0025,0.000942853267125748,1.0,0.0024999997,430.80975,4999.973557865402,4999.973557865402,4999.973557865402,1.0,,1.0,4962.5254,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4960.016,1.0,249997.6243825524,0.002,249997.6243825524,1.0,0.0020000003,444.97464,4949.976475704032,4949.976475704032,4949.976475704032,1.0,,1.0,4960.016,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.068,1.0,248999.64299511083,0.01,248999.64299511083,1.0,0.009999998,496.49738,4950.067768105805,4950.067768105805,4950.067768105805,1.0,,1.0,4950.068,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4975.018,1.0,0.001073278873059342,0.005,0.001073278873059342,1.0,0.0049999994,351.9621,4999.968596791513,4999.968596791513,4999.968596791513,1.0,,1.0,4975.018,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4983.336,1.0,0.0008888067213621357,0.0033333334,0.0008888067213621357,1.0,0.0033333336,287.61655,4999.971264086654,4999.971264086654,4999.971264086654,1.0,,1.0,4983.336,299.999969473632,2,0.0033333334,500,500.0
480.05,1.0,5.434597e-20,100,4937.5215,1.0,968720.9829852588,0.0025,968720.9829852588,1.0,0.0024999997,555.0656,4800.07713506433,4800.07713506433,4800.07713506433,1.0,,1.0,4937.5215,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4940.0127,1.0,249997.50644403708,0.002,249997.50644403708,1.0,0.0020000003,544.0613,4949.975305362526,4949.975305362526,4949.975305362526,1.0,,1.0,4940.0127,500.00000664260017,1,0.002,500,500.0
