AvgRet,eRenyi2,AvgVanillaIw,MinNormIw,VarJ,Delta,AvgNormIw,BatchSize,AvgDiscRet,MinVanillaIw,VarDiscRet,EpsThisIter,MaxVanillaIw,VanillaAvgRet,IterType,VarNormIw,Bound,VarVanillaIw,MaxNormIw,J,ESSRenyi,VarRet,AvgEpLen,ESSClassic
-106.958711822,1.00042,0.998987,0.00931537,2.15036,0.1,0.01,100,-106.958711822,0.930593,4.77663446404,100,1.03979,-106.958711822,1,5.32077e-08,-141.513,0.000531,0.0104085,-106.944,99.9578177125,4.77663446404,16.08,99.9473208147
-106.55947175,1.00051,0.999712,0.00918981,2.57864,0.1,0.01,100,-106.55947175,0.918716,6.45541346117,100,1.0898,-106.55947175,1,6.70826e-08,-141.035,0.000670439,0.0109011,-106.542,99.9486114548,6.45541346117,17.71,99.9336343857
-107.133111999,1.00033,1.0006,0.00965156,2.50116,0.1,0.01,100,-107.133111999,0.965735,6.32473438478,100,1.04769,-107.133111999,1,2.23148e-08,-141.524,0.000223416,0.0104706,-107.121,99.9671090578,6.32473438478,18.23,99.9779031275
-106.732663419,1.00062,0.992749,0.00885851,2.54406,0.1,0.01,100,-106.732663419,0.879428,6.56866827325,100,1.05856,-106.732663419,1,9.04289e-08,-140.864,0.000891223,0.0106629,-106.713,99.9379424164,6.56866827325,17.75,99.9105668538
-106.76097153,1.0005,0.996708,0.00833165,2.2184,0.1,0.01,100,-106.76097153,0.830422,5.02344750326,100,1.03405,-106.76097153,1,9.69144e-08,-140.666,0.000962773,0.0103747,-106.745,99.9503977888,5.02344750326,17.85,99.9041301108
-106.400827669,1.00063,1.00395,0.00929084,3.59466,0.1,0.01,100,-106.400827669,0.932751,12.641033867,100,1.09001,-106.400827669,1,7.72966e-08,-140.163,0.000779079,0.0108573,-106.379,99.9366684759,12.641033867,19.78,99.9235330785
-106.433964653,1.00029,0.998199,0.00960553,2.16637,0.1,0.01,100,-106.433964653,0.958823,4.68809188738,100,1.05711,-106.433964653,1,3.42509e-08,-139.777,0.000341276,0.0105902,-106.425,99.971326469,4.68809188738,17.13,99.9660959105
-106.946283377,1.00077,0.9966,0.00917184,2.36018,0.1,0.01,100,-106.946283377,0.914065,5.91606368567,100,1.03813,-106.946283377,1,9.82887e-08,-141.557,0.000976214,0.0104167,-106.919,99.9226334686,5.91606368567,16.93,99.9028431202
-107.266715043,1.00031,1.00242,0.00926792,2.2447,0.1,0.01,100,-107.266715043,0.929033,5.12488569172,100,1.05838,-107.266715043,1,2.16141e-08,-141.126,0.000217187,0.0105583,-107.255,99.9685386488,5.12488569172,17.37,99.9785899211
-106.316126091,1.00015,0.999913,0.00961342,2.99564,0.1,0.01,100,-106.316126091,0.961258,9.00959948932,100,1.02371,-106.316126091,1,1.26553e-08,-140.74,0.000126531,0.010238,-106.311,99.9847673735,9.00959948932,18.58,99.9874955104
-106.487729952,1.0003,0.999284,0.00930775,2.4544,0.1,0.01,100,-106.487729952,0.930109,6.0969093796,100,1.0366,-106.487729952,1,2.89198e-08,-140.554,0.000288784,0.0103734,-106.478,99.9702780398,6.0969093796,18.45,99.9713677789
-106.708825607,1.00002,0.999348,0.00985205,2.15175,0.1,0.01,100,-106.708825607,0.984563,4.68733003332,100,1.01024,-106.708825607,1,2.2491e-09,-140.76,2.24618e-05,0.010109,-106.707,99.9979854036,4.68733003332,17.22,99.9977364469
-107.110726501,1.00056,0.996109,0.00897437,2.22401,0.1,0.01,100,-107.110726501,0.893946,5.06620912542,100,1.02598,-107.110726501,1,8.29862e-08,-141.751,0.000823417,0.0102999,-107.092,99.944467406,5.06620912542,16.55,99.9179095493
-106.230131121,1.00058,1.00228,0.00914497,3.84634,0.1,0.01,100,-106.230131121,0.916578,14.3429094947,100,1.04901,-106.230131121,1,4.977e-08,-140.607,0.000499968,0.0104663,-106.211,99.9419192247,14.3429094947,18.28,99.9507909233
-106.137607783,1.00119,1.00523,0.00866169,3.07969,0.1,0.01,100,-106.137607783,0.870696,9.0742275011,100,1.12617,-106.137607783,1,1.76138e-07,-139.707,0.00177984,0.0112032,-106.098,99.8815867448,9.0742275011,19.7,99.825906682
-106.80932534,1.00042,1.00109,0.00970297,2.47921,0.1,0.01,100,-106.80932534,0.97135,6.2613261096,100,1.06957,-106.80932534,1,4.66057e-08,-141.269,0.000467069,0.0106841,-106.795,99.9579725541,6.2613261096,19.7,99.9538738677
-106.586077796,1.00072,1.00521,0.00942517,2.80915,0.1,0.01,100,-106.586077796,0.947427,7.29777421571,100,1.09512,-106.586077796,1,8.39251e-08,-140.294,0.000848018,0.0108945,-106.562,99.9283946061,7.29777421571,17.48,99.9170035478
-106.206301976,1.0012,1.00321,0.00867345,3.50956,0.1,0.01,100,-106.206301976,0.870125,11.9539940522,100,1.06492,-106.206301976,1,9.85747e-08,-139.928,0.000992076,0.0106152,-106.165,99.8799574696,11.9539940522,19.42,99.9024648118
-106.994990162,1.00136,1.00094,0.00802316,2.47728,0.1,0.01,100,-106.994990162,0.803067,6.54089375324,100,1.09485,-106.994990162,1,1.6738e-07,-142.193,0.00167693,0.0109383,-106.946,99.8644285069,6.54089375324,17.62,99.8345396714
-106.039060952,1.00177,1.00113,0.0088877,3.59014,0.1,0.01,100,-106.039060952,0.88977,11.9215683064,100,1.10929,-106.039060952,1,1.9598e-07,-139.785,0.00196421,0.0110804,-105.98,99.8233345479,11.9215683064,19.89,99.8063814222
-106.573541503,1.00084,1.00118,0.00936059,2.38813,0.1,0.01,100,-106.573541503,0.937164,5.77904497183,100,1.1093,-106.573541503,1,8.32957e-08,-140.594,0.000834926,0.0110799,-106.546,99.9158376087,5.77904497183,18.01,99.9175754639
-107.104611381,1.00117,0.993683,0.00882296,3.08942,0.1,0.01,100,-107.104611381,0.876722,9.51856814268,100,1.04778,-107.104611381,1,1.7295e-07,-141.827,0.00170772,0.0105444,-107.064,99.8832398593,9.51856814268,19.69,99.82907528
-107.138674609,1.00061,1.00092,0.00921495,2.40031,0.1,0.01,100,-107.138674609,0.922341,5.98336153787,100,1.03984,-107.138674609,1,3.93959e-08,-142.409,0.000394683,0.0103888,-107.117,99.9386091646,5.98336153787,17.32,99.960996202
-106.878863507,1.00073,0.994646,0.00880643,2.70234,0.1,0.01,100,-106.878863507,0.875928,7.45765165063,100,1.06154,-106.878863507,1,1.11647e-07,-141.861,0.00110454,0.0106726,-106.853,99.9267995139,7.45765165063,18.67,99.8895985404
-106.311835047,1.00024,0.99886,0.00956121,2.31305,0.1,0.01,100,-106.311835047,0.95503,5.34172034103,100,1.038,-106.311835047,1,2.68257e-08,-139.61,0.000267646,0.0103918,-106.304,99.975734878,5.34172034103,17.46,99.9734514162
-107.130512687,1.00013,0.999964,0.00964254,2.42977,0.1,0.01,100,-107.130512687,0.964219,5.94641036777,100,1.02565,-107.130512687,1,1.30875e-08,-141.248,0.000130866,0.0102568,-107.126,99.9868648618,5.94641036777,18.12,99.9870537045
-105.747250429,1.00859,1.01309,0.00874146,5.76896,0.1,0.01,100,-105.747250429,0.885591,24.0343349351,100,1.43324,-105.747250429,1,1.24218e-06,-139.679,0.0127492,0.0141472,-105.462,99.1480246708,24.0343349351,19.45,98.7851909461
-106.240571532,1.00022,0.997706,0.00948784,2.87477,0.1,0.01,100,-106.240571532,0.946607,8.24931860227,100,1.0394,-106.240571532,1,2.69564e-08,-139.78,0.000268328,0.0104179,-106.233,99.9781775423,8.24931860227,18.45,99.9732945881
-107.034683994,1.00153,0.997893,0.00791581,2.67195,0.1,0.01,100,-107.034683994,0.789913,8.03091769436,100,1.1522,-107.034683994,1,1.81317e-07,-143.893,0.00180554,0.0115463,-106.974,99.8470622417,8.03091769436,17.88,99.8208469801
-106.770553535,1.00069,1.00036,0.00891573,2.27022,0.1,0.01,100,-106.770553535,0.891892,5.50708104471,100,1.06248,-106.770553535,1,7.1167e-08,-141.856,0.00071218,0.010621,-106.747,99.9312039968,5.50708104471,17.58,99.9295783037
-106.761138802,1.00115,0.996878,0.00938037,3.61524,0.1,0.01,100,-106.761138802,0.935109,11.7984391362,100,1.12424,-106.761138802,1,1.08564e-07,-140.927,0.00107887,0.0112776,-106.722,99.8855114945,11.7984391362,19.25,99.8926725373
-106.572453308,1.00227,1.00471,0.00921385,3.06652,0.1,0.01,100,-106.572453308,0.92572,8.44088096697,100,1.31129,-106.572453308,1,3.30425e-07,-140.639,0.00333542,0.0130515,-106.498,99.7734327173,8.44088096697,19.32,99.6739605081
-106.142039979,1.00088,1.00025,0.00933671,3.15715,0.1,0.01,100,-106.142039979,0.933904,9.56707420027,100,1.08854,-106.142039979,1,7.89014e-08,-140.136,0.000789408,0.0108827,-106.114,99.9124340754,9.56707420027,19.23,99.9219859448
-106.504785569,1.00049,1.00315,0.00932371,3.76398,0.1,0.01,100,-106.504785569,0.935309,13.918725341,100,1.05539,-106.504785569,1,3.49784e-08,-141.5,0.000351992,0.0105208,-106.488,99.9506240623,13.918725341,18.94,99.9654004995
-106.635345696,1.00371,1.00229,0.00898772,4.50538,0.1,0.01,100,-106.635345696,0.900829,16.5116177627,100,1.20504,-106.635345696,1,3.68111e-07,-141.464,0.00369798,0.0120229,-106.508,99.6301552018,16.5116177627,19.56,99.6368960959
-105.261003661,1.00573,0.997328,0.00826189,6.7359,0.1,0.01,100,-105.261003661,0.823981,35.6102211376,100,1.267,-105.261003661,1,6.92951e-07,-138.812,0.00689253,0.0127039,-105.078,99.4306502516,35.6102211376,20.34,99.3186577954
-106.224136574,1.00215,1.0044,0.00794864,4.10888,0.1,0.01,100,-106.224136574,0.798365,14.3621721933,100,1.22251,-106.224136574,1,3.20623e-07,-141.258,0.00323453,0.0121715,-106.149,99.7851230546,14.3621721933,20.81,99.6835616843
-107.040671355,1.00053,0.999638,0.00912861,2.81589,0.1,0.01,100,-107.040671355,0.91253,8.01784042088,100,1.05817,-107.040671355,1,6.0473e-08,-142.2,0.000604292,0.0105855,-107.022,99.9470276255,8.01784042088,18.88,99.9401907045
-106.505567901,1.00054,0.996778,0.00935354,3.03491,0.1,0.01,100,-106.505567901,0.93234,9.31617359579,100,1.03965,-106.505567901,1,4.73601e-08,-142.876,0.000470554,0.0104301,-106.486,99.94601543,9.31617359579,18.75,99.953139212
-106.28826649,1.00069,0.996765,0.00816793,3.74202,0.1,0.01,100,-106.28826649,0.81415,13.9095750307,100,1.07516,-106.28826649,1,1.08028e-07,-140.744,0.00107331,0.0107865,-106.265,99.9315373248,13.9095750307,21.48,99.8931494437
-105.797921233,1.00109,0.995094,0.00942264,3.28997,0.1,0.01,100,-105.797921233,0.937641,10.2503452582,100,1.11177,-105.797921233,1,9.25017e-08,-139.186,0.000915962,0.0111725,-105.762,99.8907568689,10.2503452582,21.95,99.9085301842
-106.378795073,1.00191,1.00028,0.0084181,4.92019,0.1,0.01,100,-106.378795073,0.842042,24.0608794109,100,1.08411,-106.378795073,1,1.81415e-07,-145.159,0.00181515,0.0108381,-106.305,99.8095094863,24.0608794109,20.27,99.8207331621
-106.297505948,1.00269,0.993312,0.00876626,3.28355,0.1,0.01,100,-106.297505948,0.870763,9.49429860975,100,1.16242,-106.297505948,1,3.16097e-07,-140.22,0.00311883,0.0117024,-106.208,99.7322120257,9.49429860975,18.14,99.6880862439
-106.649896931,1.00199,0.998018,0.00776647,4.29267,0.1,0.01,100,-106.649896931,0.775108,25.4514728046,100,1.06993,-106.649896931,1,2.15229e-07,-150.913,0.00214376,0.0107206,-106.554,99.8015297509,25.4514728046,19.72,99.787362716
-106.600466607,1.00089,1.00402,0.00918518,3.78916,0.1,0.01,100,-106.600466607,0.922207,13.8838347387,100,1.09005,-106.600466607,1,8.30698e-08,-141.459,0.000837383,0.0108569,-106.568,99.9109941888,13.8838347387,20.13,99.9178231889
-106.165973105,1.00051,0.999839,0.00910209,3.8955,0.1,0.01,100,-106.165973105,0.910063,14.7137345592,100,1.07119,-106.165973105,1,6.61933e-08,-140.569,0.000661719,0.0107137,-106.149,99.9492783454,14.7137345592,19.48,99.9345118292
-106.32658758,1.00081,0.99852,0.00947814,3.91185,0.1,0.01,100,-106.32658758,0.946411,14.574393125,100,1.08055,-106.32658758,1,7.36005e-08,-142.092,0.000733827,0.0108215,-106.297,99.918908128,14.574393125,20.47,99.9272047333
-105.679191996,1.00566,0.98826,0.00787949,6.4184,0.1,0.01,100,-105.679191996,0.778698,34.5528741578,100,1.18387,-105.679191996,1,5.58096e-07,-139.359,0.00545068,0.0119794,-105.488,99.4369441453,34.5528741578,19.96,99.4505319773
-105.819079313,1.00338,1.00251,0.00917492,4.20535,0.1,0.01,100,-105.819079313,0.919793,14.994738856,100,1.27219,-105.819079313,1,3.36216e-07,-139.794,0.00337904,0.0126901,-105.705,99.663203657,14.994738856,18.7,99.6682837409
-106.106537919,1.00155,1.00089,0.00896621,3.30694,0.1,0.01,100,-106.106537919,0.897421,10.379868162,100,1.16042,-106.106537919,1,1.57349e-07,-141.734,0.00157629,0.0115939,-106.054,99.8456717753,10.379868162,19.78,99.844467282
-105.832732127,1.00401,0.989453,0.00890127,4.30964,0.1,0.01,100,-105.832732127,0.880739,14.8889416724,100,1.26082,-105.832732127,1,3.78301e-07,-139.749,0.00370363,0.0127426,-105.699,99.6008418677,14.8889416724,19.01,99.6268731947
-106.40751654,1.00146,0.999252,0.00902506,4.50361,0.1,0.01,100,-106.40751654,0.901831,20.3484617935,100,1.06488,-106.40751654,1,1.21008e-07,-142.743,0.00120827,0.0106568,-106.355,99.8544906028,20.3484617935,22.8,99.8803394332
-106.333604786,1.00155,0.996317,0.00905106,3.65934,0.1,0.01,100,-106.333604786,0.901772,12.7003984399,100,1.16269,-106.333604786,1,1.2678e-07,-141.141,0.00125848,0.0116699,-106.28,99.8456955436,12.7003984399,19.83,99.8746444134
-105.66761525,1.0045,0.990699,0.00837838,5.79823,0.1,0.01,100,-105.66761525,0.830046,29.8458987832,100,1.20121,-105.66761525,1,6.42907e-07,-139.352,0.00631004,0.0121248,-105.515,99.5517292655,29.8458987832,21.45,99.3675279914
-105.725130856,1.002,0.995445,0.00901701,4.4174,0.1,0.01,100,-105.725130856,0.897594,18.6082023084,100,1.11362,-105.725130856,1,1.86569e-07,-142.612,0.00184873,0.0111872,-105.651,99.8001405524,18.6082023084,22.66,99.8156336363
-106.416522438,1.00306,0.992896,0.00777301,5.44922,0.1,0.01,100,-106.416522438,0.771779,29.3573520064,100,1.08556,-106.416522438,1,2.86907e-07,-143.967,0.00282845,0.0109333,-106.303,99.694816685,29.3573520064,22.38,99.7167911587
-105.843518723,1.0019,1.00332,0.00929914,3.68567,0.1,0.01,100,-105.843518723,0.933004,12.5333790081,100,1.2808,-105.843518723,1,3.04104e-07,-139.493,0.00306128,0.0127655,-105.78,99.8103289064,12.5333790081,22.13,99.6998542265
-105.570692453,1.01215,0.993117,0.00697146,8.85045,0.1,0.01,100,-105.570692453,0.692348,56.5821744332,100,1.38826,-105.570692453,1,1.49694e-06,-139.871,0.0147641,0.0139788,-105.17,98.7998246042,56.5821744332,21.88,98.5396889621
-105.396014366,1.00648,0.99183,0.00844492,5.11671,0.1,0.01,100,-105.396014366,0.837592,22.1284329446,100,1.20899,-105.396014366,1,6.44277e-07,-139.529,0.00633792,0.0121895,-105.181,99.3558328532,22.1284329446,23.09,99.3662111699
-103.961794342,1.1626,1.00497,0.00350939,60.996,0.1,0.01,100,-103.961794342,0.352683,425.88258467,100,3.09089,-103.961794342,1,1.33928e-05,-137.033,0.135263,0.030756,-99.5696,86.0142444358,425.88258467,28.15,88.2932782669
-109.316548376,1.01096,1.00394,0.00607117,18.6874,0.1,0.01,100,-109.316548376,0.609509,824.303163409,100,1.12888,-109.316548376,1,1.03736e-06,-218.041,0.0104555,0.0112445,-107.979,98.9159302653,824.303163409,31.72,98.9834213605
-103.481753196,1.02538,0.990103,0.00677822,20.5494,0.1,0.01,100,-103.481753196,0.671114,222.372132143,100,1.59226,-103.481753196,1,3.23597e-06,-143.418,0.0317224,0.0160818,-102.489,97.5244898007,222.372132143,31.06,96.8958153117
-105.54819368,1.00645,0.986844,0.00815082,10.2798,0.1,0.01,100,-105.54819368,0.804358,112.906170761,100,1.19702,-105.54819368,1,6.38762e-07,-153.592,0.00622066,0.0121297,-105.232,99.3590102722,112.906170761,29.9,99.3716279059
-106.562901943,1.00738,1.00122,0.00675227,27.0757,0.1,0.01,100,-106.562901943,0.676051,1479.46612208,100,1.10676,-106.562901943,1,7.16489e-07,-246.257,0.00718239,0.0110541,-105.411,99.2670650236,1479.46612208,42.59,99.2956794423
-105.506338453,1.00196,1.00282,0.00880896,7.37413,0.1,0.01,100,-105.506338453,0.883378,51.7004917822,100,1.13,-105.506338453,1,2.25479e-07,-151.27,0.00226751,0.0112683,-105.419,99.8046051228,51.7004917822,29.13,99.7772843789
-105.327016862,1.00063,0.99756,0.00938842,6.02726,0.1,0.01,100,-105.327016862,0.936552,35.7336183441,100,1.05361,-105.327016862,1,5.91888e-08,-145.888,0.000589003,0.0105618,-105.302,99.9370970878,35.7336183441,26.97,99.941422527
-105.974130922,1.00119,1.00346,0.00910248,4.10227,0.1,0.01,100,-105.974130922,0.913394,17.1914559598,100,1.04276,-105.974130922,1,7.86905e-08,-142.429,0.000792353,0.0103917,-105.931,99.880873187,17.1914559598,25.49,99.9221895171
-104.271962068,1.02503,0.997576,0.00750644,22.4593,0.1,0.01,100,-104.271962068,0.748824,174.859926229,100,1.87851,-104.271962068,1,2.67538e-06,-149.836,0.0266242,0.0188307,-103.306,97.5582547921,174.859926229,34.86,97.4197105872
-109.459219688,1.01319,0.995041,0.00528808,17.4712,0.1,0.01,100,-109.459219688,0.526186,653.421390982,100,1.13461,-109.459219688,1,1.5824e-06,-206.024,0.0156675,0.0114026,-108.007,98.6982958365,653.421390982,34.5,98.4576025686
-104.277453539,1.00804,1.00361,0.00790179,8.64127,0.1,0.01,100,-104.277453539,0.793031,59.6182405673,100,1.23349,-104.277453539,1,9.73012e-07,-144.415,0.00980049,0.0122905,-103.957,99.2028279981,59.6182405673,30.1,99.0458737572
-105.959570541,1.0061,1.00704,0.00620432,8.14388,0.1,0.01,100,-105.959570541,0.624798,117.909087863,100,1.08629,-105.959570541,1,5.65115e-07,-164.469,0.00573096,0.010787,-105.561,99.393975299,117.909087863,28.05,99.4436263827
-105.664288234,1.00796,1.01459,0.00637637,15.8015,0.1,0.01,100,-105.664288234,0.646941,442.979404131,100,1.09578,-105.664288234,1,7.2096e-07,-195.31,0.00742153,0.0108002,-104.909,99.2101725396,442.979404131,35.68,99.2913081151
-104.721485069,1.01269,0.990132,0.00802238,9.02232,0.1,0.01,100,-104.721485069,0.794321,54.2756083616,100,1.34346,-104.721485069,1,1.26326e-06,-139.31,0.0123845,0.0135685,-104.286,98.7470347431,54.2756083616,32.27,98.764845454
-105.14045666,1.04225,1.03476,0.00500342,16.8939,0.1,0.01,100,-105.14045666,0.517734,62.0601511213,100,4.05755,-105.14045666,1,1.27594e-05,-145.92,0.136619,0.0392125,-104.004,95.9462227687,62.0601511213,34.71,88.7848496893
-104.164897725,1.00673,0.992946,0.00756501,5.84898,0.1,0.01,100,-104.164897725,0.751165,30.8922601394,100,1.18303,-104.164897725,1,7.70257e-07,-138.994,0.00759429,0.0119143,-103.928,99.3311030057,30.8922601394,29.16,99.2432355337
-104.404925234,1.00147,0.999119,0.00905917,10.5346,0.1,0.01,100,-104.404925234,0.905118,116.122711692,100,1.0758,-104.404925234,1,1.38875e-07,-161.623,0.00138631,0.0107675,-104.323,99.8533019908,116.122711692,37.41,99.8627217927
-104.619552345,1.00702,0.994348,0.00859562,5.44277,0.1,0.01,100,-104.619552345,0.854704,26.3247021108,100,1.33706,-104.619552345,1,7.44425e-07,-138.48,0.00736034,0.0134466,-104.394,99.3028587514,26.3247021108,28.82,99.2684129259
-103.755788915,1.00923,0.988408,0.008161,13.6354,0.1,0.01,100,-103.755788915,0.80664,130.185214911,100,1.35287,-103.755788915,1,8.89032e-07,-154.183,0.0086854,0.0136874,-103.318,99.0855800888,130.185214911,36.35,99.1275248326
-105.073021282,1.00262,0.994329,0.00812496,10.0057,0.1,0.01,100,-105.073021282,0.807889,96.0754221115,100,1.08723,-105.073021282,1,3.26261e-07,-156.788,0.00322571,0.0109343,-104.941,99.7391133755,96.0754221115,34.39,99.6780263833
-106.768354994,1.00453,1.00785,0.00795499,15.4793,0.1,0.01,100,-106.768354994,0.801744,362.255780736,100,1.08668,-106.768354994,1,3.38564e-07,-191.593,0.00343901,0.0107822,-106.362,99.5494727868,362.255780736,37.02,99.6659740703
-104.861513991,1.01422,0.983895,0.0054438,10.8578,0.1,0.01,100,-104.861513991,0.535612,191.137657348,100,1.16565,-104.861513991,1,1.62404e-06,-164.177,0.0157215,0.0118473,-103.961,98.5980185209,191.137657348,36.74,98.4176400752
-103.57323617,1.01867,0.98302,0.00708255,12.5023,0.1,0.01,100,-103.57323617,0.696229,100.289009743,100,1.65662,-103.57323617,1,2.38907e-06,-138.954,0.0230863,0.0168523,-102.956,98.1675088161,100.289009743,34.19,97.6894865162
-108.281205234,1.01882,0.996279,0.00462127,18.8319,0.1,0.01,100,-108.281205234,0.460407,1167.47925888,100,1.21074,-108.281205234,1,2.34707e-06,-221.8,0.0232964,0.0121526,-105.656,98.1525996151,1167.47925888,44.74,97.7291769809
-103.754391576,1.00458,1.0014,0.00664006,8.96132,0.1,0.01,100,-103.754391576,0.664935,98.5815181255,100,1.09327,-103.754391576,1,5.83867e-07,-157.53,0.00585502,0.0109174,-103.503,99.5442041301,98.5815181255,34.14,99.4253126606
-102.243822389,1.03014,0.986675,0.00692005,20.038,0.1,0.01,100,-102.243822389,0.682784,196.521105131,100,1.54335,-102.243822389,1,2.25128e-06,-136.47,0.0219169,0.0156419,-101.241,97.0742475063,196.521105131,40.72,97.8198021483
-104.443221788,1.00836,0.989396,0.00645321,13.6339,0.1,0.01,100,-104.443221788,0.638478,283.103115187,100,1.12883,-104.443221788,1,8.95077e-07,-171.628,0.00876194,0.0114093,-103.852,99.1710572018,283.103115187,47.66,99.1216397479
-101.819134355,1.04243,0.997634,0.00534122,18.2087,0.1,0.01,100,-101.819134355,0.532858,122.919955903,100,1.96038,-101.819134355,1,5.66472e-06,-136.766,0.0563794,0.0196503,-100.486,95.9296877662,122.919955903,40.86,94.6897639242
-106.713470389,1.02116,0.991911,0.00418492,20.5072,0.1,0.01,100,-106.713470389,0.415107,1134.91241512,100,1.19289,-106.713470389,1,2.66975e-06,-204.988,0.0262673,0.0120262,-104.241,97.9280976418,1134.91241512,50.86,97.4249975147
-103.647121793,1.01,0.995019,0.00770146,7.14372,0.1,0.01,100,-103.647121793,0.76631,46.0399580789,100,1.24424,-103.647121793,1,1.07147e-06,-138.352,0.0106082,0.0125046,-103.306,99.0097500067,46.0399580789,38.31,98.9503813912
-104.624846018,1.00758,1.00573,0.00721738,11.0504,0.1,0.01,100,-104.624846018,0.725872,199.4743218,100,1.14133,-104.624846018,1,7.00445e-07,-165.507,0.00708493,0.0113483,-104.117,99.2478274548,199.4743218,41.29,99.3113336605
-102.030899073,1.00844,0.99518,0.0069172,7.54138,0.1,0.01,100,-102.030899073,0.688386,52.3042875656,100,1.28069,-102.030899073,1,1.27557e-06,-136.238,0.012633,0.012869,-101.743,99.1626282812,52.3042875656,35.79,98.7529524521
-105.021615757,1.02102,0.967302,0.00290101,16.4672,0.1,0.01,100,-105.021615757,0.280615,755.050968774,100,1.38785,-105.021615757,1,3.27207e-06,-192.443,0.0306159,0.0143477,-102.408,97.9416808204,755.050968774,50.28,96.8623119353
-100.664448536,1.00968,1.01046,0.00765131,12.1579,0.1,0.01,100,-100.664448536,0.773133,124.701219273,100,1.28099,-100.664448536,1,1.18366e-06,-140.924,0.0120855,0.0126773,-100.277,99.0415695322,124.701219273,48.0,98.8417374587
-103.015477435,1.00251,0.999017,0.00801122,6.26881,0.1,0.01,100,-103.015477435,0.800335,38.6560758775,100,1.10239,-103.015477435,1,3.22251e-07,-140.443,0.00321618,0.0110348,-102.921,99.7497400012,38.6560758775,35.01,99.6819848475
-104.561420017,1.00671,1.00271,0.00701998,12.5964,0.1,0.01,100,-104.561420017,0.703899,265.353616923,100,1.14208,-104.561420017,1,8.36383e-07,-178.844,0.0084092,0.01139,-104.019,99.3334789835,265.353616923,41.2,99.1788236385
-101.368785666,1.27302,1.01819,0.00257365,73.0286,0.1,0.01,100,-101.368785666,0.262047,234.233773268,100,5.81285,-101.368785666,1,4.78063e-05,-136.204,0.495613,0.0570901,-95.0844,78.5531388263,234.233773268,42.33,67.8756557477
-99.8922997788,1.01554,1.01108,0.00572304,14.9211,0.1,0.01,100,-99.8922997788,0.578646,242.264293202,100,1.35917,-99.8922997788,1,1.54561e-06,-155.447,0.0158006,0.0134428,-98.9999,98.4693746991,242.264293202,53.34,98.4928806114
-102.856500317,1.00645,1.00018,0.00696411,20.2437,0.1,0.01,100,-102.856500317,0.696537,520.15643121,100,1.33469,-102.856500317,1,7.72452e-07,-189.494,0.00772729,0.0133445,-102.272,99.3592691819,520.15643121,54.87,99.2410907507
-99.9317725085,1.01257,0.990456,0.00696568,11.6031,0.1,0.01,100,-99.9317725085,0.68992,104.623420171,100,1.29506,-99.9317725085,1,1.20416e-06,-133.692,0.0118129,0.0130754,-99.5148,98.7584625265,104.623420171,46.95,98.8219336215
-102.155046828,1.00619,0.990214,0.00704822,6.93919,0.1,0.01,100,-102.155046828,0.697925,47.5516854464,100,1.11683,-102.155046828,1,6.44412e-07,-137.959,0.00631862,0.0112787,-101.942,99.3844133931,47.5516854464,40.98,99.3660634786
-99.4761909908,1.00541,0.996496,0.0072793,10.9145,0.1,0.01,100,-99.4761909908,0.725379,114.282582245,100,1.09261,-99.4761909908,1,5.41884e-07,-135.762,0.00538094,0.0109645,-99.2886,99.4614908704,114.282582245,42.26,99.4663857469
-101.129024711,1.0096,0.994822,0.00639663,9.89926,0.1,0.01,100,-101.129024711,0.636351,101.464901883,100,1.15645,-101.129024711,1,9.81031e-07,-142.092,0.00970897,0.0116247,-100.725,99.0486680053,101.464901883,41.22,99.0381450513
-101.694992395,1.0062,0.987016,0.00730696,8.57015,0.1,0.01,100,-101.694992395,0.721209,67.3037343704,100,1.19301,-101.694992395,1,5.19863e-07,-135.802,0.0050645,0.0120871,-101.484,99.3838482149,67.3037343704,40.48,99.4879382034
-101.207472954,1.00692,0.994907,0.00657657,7.43893,0.1,0.01,100,-101.207472954,0.654308,52.0120730864,100,1.16777,-101.207472954,1,7.97269e-07,-135.262,0.00789169,0.0117375,-100.97,99.3127224252,52.0120730864,42.71,99.2168922094
-99.8324481434,1.01171,1.00026,0.00539456,9.2797,0.1,0.01,100,-99.8324481434,0.539597,80.6692137726,100,1.1786,-99.8324481434,1,1.31265e-06,-134.525,0.0131333,0.0117829,-99.4214,98.8424558614,80.6692137726,44.86,98.7171522415
-100.339334576,1.00968,0.995177,0.00729999,9.02883,0.1,0.01,100,-100.339334576,0.726479,75.9322216714,100,1.1947,-100.339334576,1,8.58919e-07,-135.147,0.00850655,0.0120049,-100.026,99.0411485674,75.9322216714,45.87,99.1568182032
-101.704896569,1.00888,0.996317,0.00593217,8.37418,0.1,0.01,100,-101.704896569,0.591033,66.9775342114,100,1.15967,-101.704896569,1,1.24567e-06,-137.169,0.0123651,0.0116396,-101.394,99.1199781167,66.9775342114,41.91,98.7818129324
-99.0509793184,1.24956,0.93266,0.0016349,57.7157,0.1,0.01,100,-99.0509793184,0.15248,340.578202331,100,3.4063,-99.0509793184,1,2.93095e-05,-131.103,0.25495,0.0365224,-92.976,80.02839142,340.578202331,48.51,77.5095368779
