MinNormIw,J,AvgEpLen,eRenyi2,VarRet,MaxVanillaIw,VarNormIw,ESSClassic,BatchSize,AvgDiscRet,ESSRenyi,Bound,AvgVanillaIw,AvgRet,VarVanillaIw,MinVanillaIw,MaxNormIw,VarJ,VarDiscRet,AvgNormIw
2.8667215e-37,355.2591,12.62,30.391693,5068.280106981779,105.10929,0.00791427,1.260219286894692,100,-2.9416469260468145e-14,3.2903727877494666,172.59537,1.1811337,116.11656713830943,110.41019,3.3859816e-35,0.88990164,364.7806,5068.28010698178,0.01
,4204.201,37.22,27.23243,268540.19077040104,106.76921,0.008164705,1.222037446906169,100,2.842170943040401e-15,3.6720924948639957,2167.3823,1.1813289,362.1591076676116,113.94151,,0.903806,4197.949,268540.19077040104,0.01
1.9368002e-10,3618.2231,88.04,11.79056,1310491.5558870467,248.99675,0.0064663133,1.5380713707985194,100,-6.707523425575345e-14,8.481361526673545,2424.8892,3.095447,870.6005242035773,619.5886,5.9952626e-08,0.80439675,4251.101,1310491.5558870467,0.010000002
6.6195014e-12,2207.7686,270.4,6.730385,3730337.605451567,17.521673,0.00058928464,14.632894450850824,100,-2.0463630789890886e-13,14.85799141883888,1690.8778,1.0807619,2697.1163398522185,6.883117,7.154105e-10,0.16212334,340.7329,3730337.6054515657,0.01
0.00026493243,190.5264,476.42,1.3533134,704686.5869583098,2.5917616,3.9909464e-05,71.67925405996701,100,-5.093170329928399e-13,73.89271147216593,-199.49792,1.0119853,4762.966053827457,0.4087185,0.02681077,0.025610667,210.70683,704686.5869583098,0.01
0.0012757638,13.125328,498.0,1.0602407,40442.183228059715,1.3347907,6.0239927e-06,94.37188327015552,100,-1.3642420526593923e-13,94.31820123895541,-159.40698,0.9813229,4979.663875602169,0.058010723,0.12519363,0.013601952,70.43218,40442.18322805972,0.010000002
0.0021610477,22.851072,496.57,1.0616581,96108.09146157355,1.4279809,5.9415684e-06,94.44462650796153,100,-2.8194335754960775e-13,94.19227890391849,-241.35736,1.0288669,4965.331399064525,0.062895484,0.22234304,0.013879161,103.090706,96108.09146157352,0.01
0.00093903166,18.509039,497.97,1.0350816,41701.10546121981,1.2004722,4.8948227e-06,95.37812080937034,100,-7.275957614183426e-14,96.61073830913979,-154.59726,0.9884937,4979.477119821089,0.04782828,0.092822686,0.01214446,19.25887,41701.10546121981,0.009999999
0.0027132935,8.8307495,498.8,1.0535281,14682.758724842406,1.3145956,4.6851897e-06,95.56725678878516,100,-5.502442945726216e-13,94.9191604902398,-94.797585,0.9955257,4987.759391863946,0.046433583,0.27011535,0.013205038,32.960716,14682.758724842406,0.010000002
9.232723e-05,0.051110953,500.0,1.4958862,0.029360002173873696,3.5275319,6.315007e-05,61.53142941080068,100,-1.546140993013978e-13,66.85000473765466,-0.043171644,0.9972785,4999.858793519236,0.62806827,0.009207596,0.035371583,0.0947021,0.029360002173873686,0.01
3.1221484e-07,0.044082686,500.0,2.695112,0.010217108231777183,7.0212708,0.00019437497,34.196075752357906,100,-5.456968210637569e-13,37.10420953636458,-0.011951342,1.0471481,4999.902395188799,2.1313586,3.2693515e-05,0.067051366,0.09123958,0.010217108231777185,0.01
,0.06970794,500.0,1.0000865,0.005377285198141248,0.16637352,0.0046389583,2.131028396658961,100,1.8189894035458566e-13,99.99134615453384,0.051999006,0.0031865411,4999.925765194598,0.00047104203,,0.5221132,0.023252923,0.005377285198141247,0.01
0.0012877281,36.51003,495.82,1.0426412,175596.1268037732,1.2112498,4.818778e-06,95.44661695905567,100,-1.6370904631912708e-13,95.91027436948252,-320.00412,0.98151207,4958.04188921038,0.04642246,0.12639207,0.012340652,54.174156,175596.1268037732,0.01
4.308233e-05,0.019869791,500.0,1.5190551,0.005054327240091839,3.1814632,5.8519297e-05,63.31753443203541,100,-2.2737367544323206e-13,65.83039558626163,-0.01571626,0.9002476,4999.940125134191,0.4742672,0.0038784766,0.03533987,0.04339037,0.005054327240091839,0.010000002
1.4568426e-08,0.023011686,500.0,4.4466257,0.001692383984972205,9.760868,0.00031550502,24.25124578381825,100,1.8189894035458566e-13,22.48896276239243,0.00068908,1.0588565,4999.956097310505,3.5373695,1.5425871e-06,0.09218311,0.044316385,0.0016923839849722045,0.009999999
3.494167e-22,0.03336853,500.0,1.0000095,0.001761150207092859,0.59402055,0.009624451,1.0386149909305917,100,1.0186340659856797e-12,99.99904633477846,0.02457937,0.0060540265,4999.955300683038,0.0035274802,2.115378e-22,0.98119915,0.0011690843,0.0017611502070928587,0.010000002
1.4064386e-09,1398.1377,358.17,1.921299,4198626.740278479,3.0342574,0.00011573779,46.602578832014466,100,-1.2278178473934532e-13,52.04812004995463,988.875,0.9274325,3578.190808659592,0.99549663,1.3043768e-07,0.032716747,85.85409,4198626.740278479,0.01
