AvgDiscRet,VarDiscRet,AvgRet,VarNormIw,AvgVanillaIw,ESSClassic,BatchSize,VarVanillaIw,J,MinNormIw,MinVanillaIw,Bound,AvgNormIw,ESSRenyi,VarRet,MaxNormIw,eRenyi2,VarJ,MaxVanillaIw,AvgEpLen
122.13185460613659,23024.92070914262,122.13185460613659,0.0002214235,1.140225,31.32740466164912,100,2.8787565,263.9424,0.0010677993,0.121753156,-254.75626,0.01,65.81775656021225,23024.92070914262,0.15186884,1.5193468,1001.2663,17.316465,13.22
128.83273739831958,46070.651104883684,128.83273739831958,0.0059622335,0.8946117,1.6659421737199764,100,47.71754,1537.723,5.018802e-18,4.489879e-16,196.56616,0.010000003,9.844964086089732,46070.651104883684,0.77194804,10.157477,3157.233,69.05938,13.89
284.35623679101775,111922.47341722662,284.35623679101775,6.630262e-05,1.0029082,60.372034428979504,100,0.6668883,442.49396,7.7278935e-05,0.007750368,-74.73547,0.01,66.19220260605411,111922.47341722662,0.045748286,1.510752,811.0216,4.5881333,29.45
445.5137829145014,413691.60090928624,445.5137829145014,0.0021660787,2.0437782,4.4554986970813815,100,90.47773,2785.2417,1.0795989e-33,2.2064605e-31,1007.1332,0.010000002,5.600887616253393,413691.60090928624,0.4317285,17.854313,10134.158,88.235725,45.56
1183.739953322277,2340487.157643515,1183.739953322277,0.001309443,0.9094644,7.161536649840473,100,10.830736,4837.511,2.6305838e-37,2.3924224e-35,3578.726,0.010000002,11.175582913351226,2340487.157643515,0.23141907,8.948079,764.48,21.046741,119.28
4086.5720906522934,2499309.4565835213,4086.5720906522934,9.4887e-05,1.1396465,51.56283751538351,100,1.232387,4909.0176,4.4252218e-05,0.0050431886,4314.508,0.009999999,50.10203637951704,2499309.4565835213,0.035468545,1.9959269,262.57925,4.0421605,408.98
4831.854749071658,690229.3356910256,4831.854749071658,2.0382739e-05,1.0185022,83.20926645636462,100,0.21143964,4961.7324,0.0008679888,0.08840485,4502.6084,0.010000002,84.00651173522361,690229.3356910256,0.0184212,1.1903839,202.8917,1.8762032,483.25
4999.823468364604,0.0833326099745304,4999.823468364604,2.1411345e-11,1.0000092,99.99998092669102,100,2.1412065e-07,4999.824,0.009984267,0.9984358,4579.0137,0.01,99.99998807907247,0.0833326099745304,0.010009612,1.0000001,0.28701597,1.0009704,500.0
4825.471272444568,562368.7116600409,4825.471272444568,2.040897e-05,0.9536856,83.19130447892452,100,0.18562289,4980.776,5.656678e-05,0.0053946925,4532.1797,0.010000002,87.99582836854152,562368.7116600409,0.016493343,1.1364175,93.08107,1.5729464,482.64
4999.85390159254,0.024548003812934132,4999.85390159254,8.6023966e-11,0.9998646,99.99992369576509,100,8.6000773e-07,4999.8545,0.009977604,0.99762535,4579.044,0.01,99.99992847447743,0.024548003812934132,0.010019392,1.0000007,0.15576702,1.0018035,500.0
