AvgRet,J,Bound,Delta,ESSClassic,VarJ,AvgNormIw,VarNormIw,AvgDiscRet,MinVanillaIw,VanillaAvgRet,AvgEpLen,EpsThisIter,eRenyi2,ESSRenyi,MaxNormIw,VarVanillaIw,VarRet,BatchSize,MaxVanillaIw,IterType,VarDiscRet,AvgVanillaIw,MinNormIw
-61.845322012,-60.6494,-60.6494,1.0,200.000000102,26.4273,0.005,2.1793e-19,-61.845322012,1.0,-61.845322012,89.29,100,1.0,500.0,0.005,,1348.5509033,500,1.0,2,1348.5509033,1.0,0.005
-64.1856907399,-61.8282,-61.8282,1.0,299.999969474,36.4739,0.00333333,5.43914e-20,-64.1856907399,1.0,-64.1856907399,91.15,100,1.0,500.0,0.00333333,,2612.01700996,500,1.0,2,2612.01700996,1.0,0.00333333
-61.0058803082,-61.6226,-61.6226,1.0,400.0,36.4377,0.0025,5.4346e-20,-61.0058803082,1.0,-61.0058803082,88.06,100,1.0,500.0,0.0025,,1332.61636658,500,1.0,2,1332.61636658,1.0,0.0025
-57.9626060767,-60.8906,-60.8906,1.0,500.000006643,32.7684,0.002,5.43187e-20,-57.9626060767,1.0,-57.9626060767,84.76,100,1.0,500.0,0.002,,47.7733792528,500,1.0,1,47.7733792528,1.0,0.002
-61.939498259,-61.9395,-61.9395,1.0,100.0,36.2092,0.01,3.50449e-18,-61.939498259,1.0,-61.939498259,89.49,100,1.0,500.0,0.01,,1324.34738655,500,1.0,2,1324.34738655,1.0,0.01
-58.8321938355,-60.3858,-60.3858,1.0,200.000000102,26.122,0.005,2.1793e-19,-58.8321938355,1.0,-58.8321938355,85.9,100,1.0,500.0,0.005,,49.2776841896,500,1.0,2,49.2776841896,1.0,0.005
-61.8970382839,-60.8896,-60.8896,1.0,299.999969474,30.0076,0.00333333,5.43914e-20,-61.8970382839,1.0,-61.8970382839,89.2,100,1.0,500.0,0.00333333,,1348.60937793,500,1.0,2,1348.60937793,1.0,0.00333333
-58.705543834,-60.3436,-60.3436,1.0,400.0,26.2311,0.0025,5.4346e-20,-58.705543834,1.0,-58.705543834,85.83,100,1.0,500.0,0.0025,,47.8253510196,500,1.0,2,47.8253510196,1.0,0.0025
-64.5378949079,-61.1824,-61.1824,1.0,500.000006643,32.7224,0.002,5.43187e-20,-64.5378949079,1.0,-64.5378949079,91.56,100,1.0,500.0,0.002,,2613.55386719,500,1.0,1,2613.55386719,1.0,0.002
-62.0347010581,-62.0347,-62.0347,1.0,100.0,36.4536,0.01,3.50449e-18,-62.0347010581,1.0,-62.0347010581,89.46,100,1.0,500.0,0.01,,1342.28638598,500,1.0,2,1342.28638598,1.0,0.01
-59.9781109244,-61.0064,-61.0064,1.0,200.000000102,36.417,0.005,2.1793e-19,-59.9781109244,1.0,-59.9781109244,86.32,100,1.0,500.0,0.005,,1334.7649676,500,1.0,2,1334.7649676,1.0,0.005
-65.8778681609,-62.6302,-62.6302,1.0,299.999969474,41.826,0.00333333,5.43914e-20,-65.8778681609,1.0,-65.8778681609,94.02,100,1.0,500.0,0.00333333,,2606.0891011,500,1.0,2,2606.0891011,1.0,0.00333333
-58.5973520719,-61.622,-61.622,1.0,400.0,36.4286,0.0025,5.4346e-20,-58.5973520719,1.0,-58.5973520719,85.73,100,1.0,500.0,0.0025,,48.2194223601,500,1.0,2,48.2194223601,1.0,0.0025
-58.5557591285,-61.0088,-61.0088,1.0,500.000006643,32.7287,0.002,5.43187e-20,-58.5557591285,1.0,-58.5557591285,85.2,100,1.0,500.0,0.002,,40.5446523174,500,1.0,1,40.5446523174,1.0,0.002
-65.7847547108,-65.7848,-65.7848,1.0,100.0,50.6611,0.01,3.50449e-18,-65.7847547108,1.0,-65.7847547108,93.75,100,1.0,500.0,0.01,,2592.47325371,500,1.0,2,2592.47325371,1.0,0.01
-65.4372200385,-65.611,-65.611,1.0,200.000000102,50.7217,0.005,2.1793e-19,-65.4372200385,1.0,-65.4372200385,93.22,100,1.0,500.0,0.005,,2604.83162312,500,1.0,2,2604.83162312,1.0,0.005
-58.3394772533,-63.1872,-63.1872,1.0,299.999969474,41.74,0.00333333,5.43914e-20,-58.3394772533,1.0,-58.3394772533,84.99,100,1.0,500.0,0.00333333,,46.5162595506,500,1.0,2,46.5162595506,1.0,0.00333333
-61.1592165165,-62.6802,-62.6802,1.0,400.0,40.4557,0.0025,5.4346e-20,-61.1592165165,1.0,-61.1592165165,88.12,100,1.0,500.0,0.0025,,1330.19234325,500,1.0,2,1330.19234325,1.0,0.0025
-65.3614554586,-63.2164,-63.2164,1.0,500.000006643,42.7272,0.002,5.43187e-20,-65.3614554586,1.0,-65.3614554586,93.5,100,1.0,500.0,0.002,,2601.67051159,500,1.0,1,2601.67051159,1.0,0.002
-59.3820214492,-59.382,-59.382,1.0,100.0,8.04854,0.01,3.50449e-18,-59.3820214492,1.0,-59.3820214492,87.04,100,1.0,500.0,0.01,,65.4333060499,500,1.0,2,65.4333060499,1.0,0.01
-59.1269084981,-59.2545,-59.2545,1.0,200.000000102,7.89456,0.005,2.1793e-19,-59.1269084981,1.0,-59.1269084981,86.19,100,1.0,500.0,0.005,,60.441172365,500,1.0,2,60.441172365,1.0,0.005
-65.7744615363,-61.4278,-61.4278,1.0,299.999969474,30.1445,0.00333333,5.43914e-20,-65.7744615363,1.0,-65.7744615363,94.0,100,1.0,500.0,0.00333333,,2599.07017176,500,1.0,2,2599.07017176,1.0,0.00333333
-58.3361640616,-60.6549,-60.6549,1.0,400.0,26.4113,0.0025,5.4346e-20,-58.3361640616,1.0,-58.3361640616,85.34,100,1.0,500.0,0.0025,,57.5738136168,500,1.0,2,57.5738136168,1.0,0.0025
-61.4243404472,-60.8088,-60.8088,1.0,500.000006643,28.6924,0.002,5.43187e-20,-61.4243404472,1.0,-61.4243404472,88.28,100,1.0,500.0,0.002,,1338.95109239,500,1.0,1,1338.95109239,1.0,0.002
-68.1158954766,-68.1159,-68.1159,1.0,100.0,61.7746,0.01,3.50449e-18,-68.1158954766,1.0,-68.1158954766,96.09,100,1.0,500.0,0.01,,3854.65371628,500,1.0,2,3854.65371628,1.0,0.01
-65.5676968099,-66.8418,-66.8418,1.0,200.000000102,56.5702,0.005,2.1793e-19,-65.5676968099,1.0,-65.5676968099,93.69,100,1.0,500.0,0.005,,2607.08707074,500,1.0,2,2607.08707074,1.0,0.005
-62.2350851406,-65.3062,-65.3062,1.0,299.999969474,50.7997,0.00333333,5.43914e-20,-62.2350851406,1.0,-62.2350851406,89.82,100,1.0,500.0,0.00333333,,1340.71160693,500,1.0,2,1340.71160693,1.0,0.00333333
-58.6700021586,-63.6472,-63.6472,1.0,400.0,44.2783,0.0025,5.4346e-20,-58.6700021586,1.0,-58.6700021586,85.67,100,1.0,500.0,0.0025,,68.1010122221,500,1.0,2,68.1010122221,1.0,0.0025
-65.1503584816,-63.9478,-63.9478,1.0,500.000006643,45.632,0.002,5.43187e-20,-65.1503584816,1.0,-65.1503584816,93.05,100,1.0,500.0,0.002,,2593.25738196,500,1.0,1,2593.25738196,1.0,0.002
-58.5528714387,-58.5529,-58.5529,1.0,100.0,7.15072,0.01,3.50449e-18,-58.5528714387,1.0,-58.5528714387,85.66,100,1.0,500.0,0.01,,51.6492173062,500,1.0,2,51.6492173062,1.0,0.01
-58.7559658223,-58.6544,-58.6544,1.0,200.000000102,6.90066,0.005,2.1793e-19,-58.7559658223,1.0,-58.7559658223,85.72,100,1.0,500.0,0.005,,44.5301357605,500,1.0,2,44.5301357605,1.0,0.005
-61.7595252733,-59.6895,-59.6895,1.0,299.999969474,21.7233,0.00333333,5.43914e-20,-61.7595252733,1.0,-61.7595252733,89.11,100,1.0,500.0,0.00333333,,1327.31524575,500,1.0,2,1327.31524575,1.0,0.00333333
-58.2470260274,-59.3288,-59.3288,1.0,400.0,19.1926,0.0025,5.4346e-20,-58.2470260274,1.0,-58.2470260274,84.84,100,1.0,500.0,0.0025,,56.7211951264,500,1.0,2,56.7211951264,1.0,0.0025
-58.466701156,-59.1564,-59.1564,1.0,500.000006643,17.4869,0.002,5.43187e-20,-58.466701156,1.0,-58.466701156,85.36,100,1.0,500.0,0.002,,55.4971878956,500,1.0,1,55.4971878956,1.0,0.002
-59.2264511381,-59.2264,-59.2264,1.0,100.0,8.43065,0.01,3.50449e-18,-59.2264511381,1.0,-59.2264511381,86.62,100,1.0,500.0,0.01,,71.7938615993,500,1.0,2,71.7938615993,1.0,0.01
-59.3402815883,-59.2834,-59.2834,1.0,200.000000102,8.15121,0.005,2.1793e-19,-59.3402815883,1.0,-59.3402815883,86.74,100,1.0,500.0,0.005,,62.426408417,500,1.0,2,62.426408417,1.0,0.005
-61.8572854598,-60.1413,-60.1413,1.0,299.999969474,22.0774,0.00333333,5.43914e-20,-61.8572854598,1.0,-61.8572854598,89.3,100,1.0,500.0,0.00333333,,1338.32036575,500,1.0,2,1338.32036575,1.0,0.00333333
-58.6524213263,-59.7691,-59.7691,1.0,400.0,19.5684,0.0025,5.4346e-20,-58.6524213263,1.0,-58.6524213263,85.27,100,1.0,500.0,0.0025,,68.4770000564,500,1.0,2,68.4770000564,1.0,0.0025
-59.7315548071,-59.7616,-59.7616,1.0,500.000006643,23.9381,0.002,5.43187e-20,-59.7315548071,1.0,-59.7315548071,86.13,100,1.0,500.0,0.002,,1346.92637096,500,1.0,1,1346.92637096,1.0,0.002
-58.0419385053,-58.0419,-58.0419,1.0,100.0,7.34927,0.01,3.50449e-18,-58.0419385053,1.0,-58.0419385053,84.76,100,1.0,500.0,0.01,,54.5573436401,500,1.0,2,54.5573436401,1.0,0.01
-62.004511603,-60.0232,-60.0232,1.0,200.000000102,26.375,0.005,2.1793e-19,-62.004511603,1.0,-62.004511603,89.23,100,1.0,500.0,0.005,,1342.84928505,500,1.0,2,1342.84928505,1.0,0.005
-62.1319330002,-60.7261,-60.7261,1.0,299.999969474,30.1095,0.00333333,5.43914e-20,-62.1319330002,1.0,-62.1319330002,89.86,100,1.0,500.0,0.00333333,,1338.89151442,500,1.0,2,1338.89151442,1.0,0.00333333
-62.5022156841,-61.1701,-61.1701,1.0,400.0,31.752,0.0025,5.4346e-20,-62.5022156841,1.0,-62.5022156841,90.06,100,1.0,500.0,0.0025,,1323.8748483,500,1.0,2,1323.8748483,1.0,0.0025
-57.7451700985,-60.4852,-60.4852,1.0,500.000006643,28.621,0.002,5.43187e-20,-57.7451700985,1.0,-57.7451700985,84.47,100,1.0,500.0,0.002,,54.2082937447,500,1.0,1,54.2082937447,1.0,0.002
-58.235381453,-58.2354,-58.2354,1.0,100.0,7.47335,0.01,3.50449e-18,-58.235381453,1.0,-58.235381453,84.66,100,1.0,500.0,0.01,,56.4150945265,500,1.0,2,56.4150945265,1.0,0.01
-62.1418289877,-60.1886,-60.1886,1.0,200.000000102,26.3991,0.005,2.1793e-19,-62.1418289877,1.0,-62.1418289877,89.91,100,1.0,500.0,0.005,,1343.78224284,500,1.0,2,1343.78224284,1.0,0.005
-61.7858940972,-60.721,-60.721,1.0,299.999969474,30.1011,0.00333333,5.43914e-20,-61.7858940972,1.0,-61.7858940972,89.35,100,1.0,500.0,0.00333333,,1336.06189689,500,1.0,2,1336.06189689,1.0,0.00333333
-61.5111760198,-60.9186,-60.9186,1.0,400.0,31.7659,0.0025,5.4346e-20,-61.5111760198,1.0,-61.5111760198,89.02,100,1.0,500.0,0.0025,,1330.91129796,500,1.0,2,1330.91129796,1.0,0.0025
-61.5710620032,-61.0491,-61.0491,1.0,500.000006643,32.7465,0.002,5.43187e-20,-61.5710620032,1.0,-61.5710620032,88.72,100,1.0,500.0,0.002,,1338.42339633,500,1.0,1,1338.42339633,1.0,0.002
-58.6113266981,-58.6113,-58.6113,1.0,100.0,7.54506,0.01,3.50449e-18,-58.6113266981,1.0,-58.6113266981,85.52,100,1.0,500.0,0.01,,57.50290774,500,1.0,2,57.50290774,1.0,0.01
-57.7000381505,-58.1557,-58.1557,1.0,200.000000102,7.04829,0.005,2.1793e-19,-57.7000381505,1.0,-57.7000381505,83.91,100,1.0,500.0,0.005,,42.4381203792,500,1.0,2,42.4381203792,1.0,0.005
-61.899257789,-59.4035,-59.4035,1.0,299.999969474,21.8734,0.00333333,5.43914e-20,-61.899257789,1.0,-61.899257789,89.04,100,1.0,500.0,0.00333333,,1340.04180837,500,1.0,2,1340.04180837,1.0,0.00333333
-61.6537921408,-59.9661,-59.9661,1.0,400.0,26.3191,0.0025,5.4346e-20,-61.6537921408,1.0,-61.6537921408,88.9,100,1.0,500.0,0.0025,,1345.10071534,500,1.0,2,1345.10071534,1.0,0.0025
-58.2329667622,-59.6195,-59.6195,1.0,500.000006643,23.847,0.002,5.43187e-20,-58.2329667622,1.0,-58.2329667622,85.16,100,1.0,500.0,0.002,,70.9226335871,500,1.0,1,70.9226335871,1.0,0.002
-57.8506992629,-57.8507,-57.8507,1.0,100.0,7.73476,0.01,3.50449e-18,-57.8506992629,1.0,-57.8506992629,84.08,100,1.0,500.0,0.01,,60.4308213484,500,1.0,2,60.4308213484,1.0,0.01
-58.1949656521,-58.0228,-58.0228,1.0,200.000000102,7.31497,0.005,2.1793e-19,-58.1949656521,1.0,-58.1949656521,85.22,100,1.0,500.0,0.005,,47.6079275316,500,1.0,2,47.6079275316,1.0,0.005
-66.0976572831,-60.7144,-60.7144,1.0,299.999969474,30.1227,0.00333333,5.43914e-20,-66.0976572831,1.0,-66.0976572831,94.23,100,1.0,500.0,0.00333333,,2597.61663507,500,1.0,2,2597.61663507,1.0,0.00333333
-61.8969282779,-61.0101,-61.0101,1.0,400.0,31.8337,0.0025,5.4346e-20,-61.8969282779,1.0,-61.8969282779,89.03,100,1.0,500.0,0.0025,,1343.79288746,500,1.0,2,1343.79288746,1.0,0.0025
-62.003965722,-61.2088,-61.2088,1.0,500.000006643,32.8201,0.002,5.43187e-20,-62.003965722,1.0,-62.003965722,89.19,100,1.0,500.0,0.002,,1344.92306908,500,1.0,1,1344.92306908,1.0,0.002
-58.8079092905,-58.8079,-58.8079,1.0,100.0,6.54841,0.01,3.50449e-18,-58.8079092905,1.0,-58.8079092905,85.74,100,1.0,500.0,0.01,,43.3147577255,500,1.0,2,43.3147577255,1.0,0.01
-63.4484064537,-61.1282,-61.1282,1.0,200.000000102,26.2854,0.005,2.1793e-19,-63.4484064537,1.0,-63.4484064537,92.06,100,1.0,500.0,0.005,,1341.61096062,500,1.0,2,1341.61096062,1.0,0.005
-61.1973574066,-61.1512,-61.1512,1.0,299.999969474,30.064,0.00333333,5.43914e-20,-61.1973574066,1.0,-61.1973574066,88.13,100,1.0,500.0,0.00333333,,1343.11832081,500,1.0,2,1343.11832081,1.0,0.00333333
-69.6795089008,-63.2833,-63.2833,1.0,400.0,40.4374,0.0025,5.4346e-20,-69.6795089008,1.0,-69.6795089008,98.11,100,1.0,500.0,0.0025,,3812.78071486,500,1.0,2,3812.78071486,1.0,0.0025
-57.8208601324,-62.1908,-62.1908,1.0,500.000006643,36.3758,0.002,5.43187e-20,-57.8208601324,1.0,-57.8208601324,84.31,100,1.0,500.0,0.002,,51.9214424534,500,1.0,1,51.9214424534,1.0,0.002
-58.1035643256,-58.1036,-58.1036,1.0,100.0,7.03122,0.01,3.50449e-18,-58.1035643256,1.0,-58.1035643256,84.74,100,1.0,500.0,0.01,,49.9374703458,500,1.0,2,49.9374703458,1.0,0.01
-59.0141020423,-58.5588,-58.5588,1.0,200.000000102,7.88927,0.005,2.1793e-19,-59.0141020423,1.0,-59.0141020423,86.4,100,1.0,500.0,0.005,,75.3823891793,500,1.0,2,75.3823891793,1.0,0.005
-61.7718346606,-59.6298,-59.6298,1.0,299.999969474,22.0108,0.00333333,5.43914e-20,-61.7718346606,1.0,-61.7718346606,88.88,100,1.0,500.0,0.00333333,,1335.42058099,500,1.0,2,1335.42058099,1.0,0.00333333
-57.7809115146,-59.1676,-59.1676,1.0,400.0,19.3678,0.0025,5.4346e-20,-57.7809115146,1.0,-57.7809115146,84.21,100,1.0,500.0,0.0025,,44.9015681569,500,1.0,2,44.9015681569,1.0,0.0025
-58.7066264115,-59.0754,-59.0754,1.0,500.000006643,17.6823,0.002,5.43187e-20,-58.7066264115,1.0,-58.7066264115,85.73,100,1.0,500.0,0.002,,63.3359021454,500,1.0,1,63.3359021454,1.0,0.002
-57.2763545896,-57.2764,-57.2764,1.0,100.0,7.14128,0.01,3.50449e-18,-57.2763545896,1.0,-57.2763545896,83.36,100,1.0,500.0,0.01,,51.513036169,500,1.0,2,51.513036169,1.0,0.01
-60.9369431698,-59.1067,-59.1067,1.0,200.000000102,26.4251,0.005,2.1793e-19,-60.9369431698,1.0,-60.9369431698,88.05,100,1.0,500.0,0.005,,1352.39482414,500,1.0,2,1352.39482414,1.0,0.005
-57.8923574929,-58.7019,-58.7019,1.0,299.999969474,21.9855,0.00333333,5.43914e-20,-57.8923574929,1.0,-57.8923574929,84.29,100,1.0,500.0,0.00333333,,53.0604588015,500,1.0,2,53.0604588015,1.0,0.00333333
-61.8091220261,-59.4787,-59.4787,1.0,400.0,26.3557,0.0025,5.4346e-20,-61.8091220261,1.0,-61.8091220261,88.97,100,1.0,500.0,0.0025,,1334.50562913,500,1.0,2,1334.50562913,1.0,0.0025
-58.0874421163,-59.2004,-59.2004,1.0,500.000006643,23.7936,0.002,5.43187e-20,-58.0874421163,1.0,-58.0874421163,84.37,100,1.0,500.0,0.002,,51.1486800343,500,1.0,1,51.1486800343,1.0,0.002
-65.8685916337,-65.8686,-65.8686,1.0,100.0,50.6375,0.01,3.50449e-18,-65.8685916337,1.0,-65.8685916337,93.83,100,1.0,500.0,0.01,,2590.06032041,500,1.0,2,2590.06032041,1.0,0.01
-62.2314409503,-64.05,-64.05,1.0,200.000000102,44.1576,0.005,2.1793e-19,-62.2314409503,1.0,-62.2314409503,89.8,100,1.0,500.0,0.005,,1342.43351183,500,1.0,2,1342.43351183,1.0,0.005
-61.6264715713,-63.2422,-63.2422,1.0,299.999969474,41.7816,0.00333333,5.43914e-20,-61.6264715713,1.0,-61.6264715713,88.78,100,1.0,500.0,0.00333333,,1346.8675718,500,1.0,2,1346.8675718,1.0,0.00333333
-62.3855546543,-63.028,-63.028,1.0,400.0,40.5248,0.0025,5.4346e-20,-62.3855546543,1.0,-62.3855546543,90.11,100,1.0,500.0,0.0025,,1344.83351936,500,1.0,2,1344.83351936,1.0,0.0025
-61.3638685791,-62.6952,-62.6952,1.0,500.000006643,39.7512,0.002,5.43187e-20,-61.3638685791,1.0,-61.3638685791,88.88,100,1.0,500.0,0.002,,1342.95727575,500,1.0,1,1342.95727575,1.0,0.002
-62.8781640454,-62.8782,-62.8782,1.0,100.0,36.264,0.01,3.50449e-18,-62.8781640454,1.0,-62.8781640454,91.03,100,1.0,500.0,0.01,,1328.36142428,500,1.0,2,1328.36142428,1.0,0.01
-62.033190061,-62.4557,-62.4557,1.0,200.000000102,36.4257,0.005,2.1793e-19,-62.033190061,1.0,-62.033190061,89.66,100,1.0,500.0,0.005,,1351.74789884,500,1.0,2,1351.74789884,1.0,0.005
-61.6588281061,-62.1901,-62.1901,1.0,299.999969474,36.4411,0.00333333,5.43914e-20,-61.6588281061,1.0,-61.6588281061,89.06,100,1.0,500.0,0.00333333,,1343.20702964,500,1.0,2,1343.20702964,1.0,0.00333333
-65.708708977,-63.0697,-63.0697,1.0,400.0,40.5608,0.0025,5.4346e-20,-65.708708977,1.0,-65.708708977,93.87,100,1.0,500.0,0.0025,,2613.69180535,500,1.0,2,2613.69180535,1.0,0.0025
-62.1743337271,-62.8906,-62.8906,1.0,500.000006643,39.7776,0.002,5.43187e-20,-62.1743337271,1.0,-62.1743337271,89.72,100,1.0,500.0,0.002,,1343.36713768,500,1.0,1,1343.36713768,1.0,0.002
-57.9884855019,-57.9885,-57.9885,1.0,100.0,7.2973,0.01,3.50449e-18,-57.9884855019,1.0,-57.9884855019,84.7,100,1.0,500.0,0.01,,53.7884448084,500,1.0,2,53.7884448084,1.0,0.01
-57.9733890073,-57.9809,-57.9809,1.0,200.000000102,7.38745,0.005,2.1793e-19,-57.9733890073,1.0,-57.9733890073,84.42,100,1.0,500.0,0.005,,56.46276224,500,1.0,2,56.46276224,1.0,0.005
-61.8859505472,-59.2826,-59.2826,1.0,299.999969474,21.9795,0.00333333,5.43914e-20,-61.8859505472,1.0,-61.8859505472,89.21,100,1.0,500.0,0.00333333,,1343.41273325,500,1.0,2,1343.41273325,1.0,0.00333333
-58.5247325428,-59.0931,-59.0931,1.0,400.0,19.4596,0.0025,5.4346e-20,-58.5247325428,1.0,-58.5247325428,85.62,100,1.0,500.0,0.0025,,65.6420228553,500,1.0,2,65.6420228553,1.0,0.0025
-60.80911845,-59.4363,-59.4363,1.0,500.000006643,23.848,0.002,5.43187e-20,-60.80911845,1.0,-60.80911845,87.44,100,1.0,500.0,0.002,,1339.96000113,500,1.0,1,1339.96000113,1.0,0.002
-62.3171355003,-62.3171,-62.3171,1.0,100.0,36.3744,0.01,3.50449e-18,-62.3171355003,1.0,-62.3171355003,90.2,100,1.0,500.0,0.01,,1336.45986342,500,1.0,2,1336.45986342,1.0,0.01
-59.0781208077,-60.6976,-60.6976,1.0,200.000000102,26.2972,0.005,2.1793e-19,-59.0781208077,1.0,-59.0781208077,86.45,100,1.0,500.0,0.005,,55.3007182658,500,1.0,2,55.3007182658,1.0,0.005
-61.4853913897,-60.9602,-60.9602,1.0,299.999969474,30.1985,0.00333333,5.43914e-20,-61.4853913897,1.0,-61.4853913897,88.65,100,1.0,500.0,0.00333333,,1366.00039369,500,1.0,2,1366.00039369,1.0,0.00333333
-59.03820583,-60.4797,-60.4797,1.0,400.0,26.4803,0.0025,5.4346e-20,-59.03820583,1.0,-59.03820583,86.14,100,1.0,500.0,0.0025,,66.8727730829,500,1.0,2,66.8727730829,1.0,0.0025
-58.4787848572,-60.0795,-60.0795,1.0,500.000006643,23.9742,0.002,5.43187e-20,-58.4787848572,1.0,-58.4787848572,85.45,100,1.0,500.0,0.002,,66.4651162928,500,1.0,1,66.4651162928,1.0,0.002
-61.6506734796,-61.6507,-61.6507,1.0,100.0,36.5084,0.01,3.50449e-18,-61.6506734796,1.0,-61.6506734796,88.57,100,1.0,500.0,0.01,,1346.33020512,500,1.0,2,1346.33020512,1.0,0.01
-58.238804103,-59.9447,-59.9447,1.0,200.000000102,26.4013,0.005,2.1793e-19,-58.238804103,1.0,-58.238804103,84.7,100,1.0,500.0,0.005,,55.9261151912,500,1.0,2,55.9261151912,1.0,0.005
-57.0275238508,-58.9723,-58.9723,1.0,299.999969474,21.9312,0.00333333,5.43914e-20,-57.0275238508,1.0,-57.0275238508,83.11,100,1.0,500.0,0.00333333,,43.6452176142,500,1.0,2,43.6452176142,1.0,0.00333333
-57.4122529611,-58.5823,-58.5823,1.0,400.0,19.254,0.0025,5.4346e-20,-57.4122529611,1.0,-57.4122529611,83.74,100,1.0,500.0,0.0025,,38.4940136447,500,1.0,2,38.4940136447,1.0,0.0025
-62.0782983668,-59.2815,-59.2815,1.0,500.000006643,23.7173,0.002,5.43187e-20,-62.0782983668,1.0,-62.0782983668,89.93,100,1.0,500.0,0.002,,1333.24482352,500,1.0,1,1333.24482352,1.0,0.002
-61.4026250215,-61.4026,-61.4026,1.0,100.0,36.4385,0.01,3.50449e-18,-61.4026250215,1.0,-61.4026250215,88.56,100,1.0,500.0,0.01,,1341.17415693,500,1.0,2,1341.17415693,1.0,0.01
-65.7182000734,-63.5604,-63.5604,1.0,200.000000102,44.2048,0.005,2.1793e-19,-65.7182000734,1.0,-65.7182000734,93.72,100,1.0,500.0,0.005,,2597.02552207,500,1.0,2,2597.02552207,1.0,0.005
-65.9124161142,-64.3444,-64.3444,1.0,299.999969474,46.4701,0.00333333,5.43914e-20,-65.9124161142,1.0,-65.9124161142,94.31,100,1.0,500.0,0.00333333,,2592.52338771,500,1.0,2,2592.52338771,1.0,0.00333333
-58.4967184728,-62.8825,-62.8825,1.0,400.0,40.477,0.0025,5.4346e-20,-58.4967184728,1.0,-58.4967184728,84.91,100,1.0,500.0,0.0025,,49.9997997272,500,1.0,2,49.9997997272,1.0,0.0025
-62.178087007,-62.7416,-62.7416,1.0,500.000006643,39.7133,0.002,5.43187e-20,-62.178087007,1.0,-62.178087007,90.07,100,1.0,500.0,0.002,,1345.21793642,500,1.0,1,1345.21793642,1.0,0.002
-58.0171910094,-58.0172,-58.0172,1.0,100.0,6.82109,0.01,3.50449e-18,-58.0171910094,1.0,-58.0171910094,84.45,100,1.0,500.0,0.01,,46.9972679816,500,1.0,2,46.9972679816,1.0,0.01
-57.8937546755,-57.9555,-57.9555,1.0,200.000000102,6.89366,0.005,2.1793e-19,-57.8937546755,1.0,-57.8937546755,84.27,100,1.0,500.0,0.005,,49.0002073512,500,1.0,2,49.0002073512,1.0,0.005
-65.2254010545,-60.3788,-60.3788,1.0,299.999969474,29.9701,0.00333333,5.43914e-20,-65.2254010545,1.0,-65.2254010545,92.88,100,1.0,500.0,0.00333333,,2590.24894389,500,1.0,2,2590.24894389,1.0,0.00333333
-58.8242424101,-59.9902,-59.9902,1.0,400.0,26.2188,0.0025,5.4346e-20,-58.8242424101,1.0,-58.8242424101,85.99,100,1.0,500.0,0.0025,,53.7962816355,500,1.0,2,53.7962816355,1.0,0.0025
-61.0867916712,-60.2095,-60.2095,1.0,500.000006643,28.5617,0.002,5.43187e-20,-61.0867916712,1.0,-61.0867916712,88.08,100,1.0,500.0,0.002,,1341.59869707,500,1.0,1,1341.59869707,1.0,0.002
-57.8663602404,-57.8664,-57.8664,1.0,100.0,6.70545,0.01,3.50449e-18,-57.8663602404,1.0,-57.8663602404,84.71,100,1.0,500.0,0.01,,45.4171854567,500,1.0,2,45.4171854567,1.0,0.01
-57.5496115984,-57.708,-57.708,1.0,200.000000102,7.08195,0.005,2.1793e-19,-57.5496115984,1.0,-57.5496115984,84.26,100,1.0,500.0,0.005,,55.8534276872,500,1.0,2,55.8534276872,1.0,0.005
-57.9407255802,-57.7856,-57.7856,1.0,299.999969474,7.02765,0.00333333,5.43914e-20,-57.9407255802,1.0,-57.9407255802,84.46,100,1.0,500.0,0.00333333,,48.3022371259,500,1.0,2,48.3022371259,1.0,0.00333333
-65.819211614,-59.794,-59.794,1.0,400.0,26.3555,0.0025,5.4346e-20,-65.819211614,1.0,-65.819211614,93.74,100,1.0,500.0,0.0025,,2607.95161384,500,1.0,2,2607.95161384,1.0,0.0025
-56.1944150284,-59.0741,-59.0741,1.0,500.000006643,23.7752,0.002,5.43187e-20,-56.1944150284,1.0,-56.1944150284,81.96,100,1.0,500.0,0.002,,37.8845296618,500,1.0,1,37.8845296618,1.0,0.002
-58.6016561237,-58.6017,-58.6017,1.0,100.0,6.93676,0.01,3.50449e-18,-58.6016561237,1.0,-58.6016561237,85.37,100,1.0,500.0,0.01,,48.6046674018,500,1.0,2,48.6046674018,1.0,0.01
-57.286361621,-57.944,-57.944,1.0,200.000000102,7.61299,0.005,2.1793e-19,-57.286361621,1.0,-57.286361621,83.43,100,1.0,500.0,0.005,,67.6077190133,500,1.0,2,67.6077190133,1.0,0.005
-61.6561569399,-59.1814,-59.1814,1.0,299.999969474,21.9758,0.00333333,5.43914e-20,-61.6561569399,1.0,-61.6561569399,88.78,100,1.0,500.0,0.00333333,,1337.08239917,500,1.0,2,1337.08239917,1.0,0.00333333
-57.5965852155,-58.7852,-58.7852,1.0,400.0,19.3096,0.0025,5.4346e-20,-57.5965852155,1.0,-57.5965852155,83.98,100,1.0,500.0,0.0025,,41.1538091408,500,1.0,2,41.1538091408,1.0,0.0025
