AvgRet,VarJ,AvgEpLen,StepSize,BatchSize,J,NatGradInftyNorm,NatGrad2Norm
178.19556514872238,707.0420117193531,18.83,0.006005665173753317,100,178.19556514872238,115.70268071679635,147.37567894500762
418.00118358178537,3006.5307886051432,42.77,0.0022402679431867524,100,418.00118358178537,453.091409553801,508.31191357647276
812.3726065729699,4612.773429644027,82.17,0.0017021516952111992,100,812.3726065729699,947.2291195689219,992.6619966685826
1243.0594098805336,4960.636711794111,125.09,0.0018189034288938859,100,1243.0594098805336,903.8384905405323,944.6392354870842
1590.0530712373159,2891.793138293452,159.62,0.0018205142610635665,100,1590.0530712373159,489.6355524780803,591.2016170751039
1859.0671456683071,585.7487011808861,186.31,0.005303410129418783,100,1859.0671456683071,78.23804184701207,126.33496908042993
1977.611514998679,113.84387851143157,197.85,0.010253240717878576,100,1977.611514998679,55.138309096546834,67.3791348375238
1997.1582876970758,7.325014208334669,199.74,0.06290012437012545,100,1997.1582876970758,7.806608013549636,10.49178066472661
1998.8504176213219,1.223606838531189,199.9,0.10070247114494496,100,1998.8504176213219,5.083470698316307,6.398788281184987
1999.963694667816,1.352528262068885e-05,200.0,41.34331314636688,100,1999.963694667816,0.008194426163611214,0.013503528775788249
1999.9745327472688,4.324011327303242e-06,200.0,112.1067491451766,100,1999.9745327472688,0.0030679774939007835,0.004718723066970575
1999.9781253433227,3.974615616137115e-06,200.0,62.03955357798941,100,1999.9781253433227,0.008007496707394007,0.009204857905030549
1999.981738214493,2.4256911126655602e-06,200.0,107.7425225868304,100,1999.981738214493,0.004160403523864472,0.00509337761851412
1999.9822284030915,1.7812865356192029e-06,200.0,175.45870440485888,100,1999.9822284030915,0.0031368167183172886,0.003890619463197679
1999.9846350574494,1.665005189351168e-06,200.0,186.10747120171735,100,1999.9846350574494,0.0034891113491591443,0.004349016213904117
1999.9847750377655,1.4077027893512827e-06,200.0,307.3808618841206,100,1999.9847750377655,0.000743416068357301,0.0013293412856106314
1999.9869101810455,1.4189165923492723e-06,200.0,181.50769460425846,100,1999.9869101810455,0.0024947814263269145,0.003350078670897149
1999.9894511890411,6.552921052058413e-07,200.0,307.68534226415585,100,1999.9894511890411,0.0014435483632146777,0.0020154877504450414
1999.990679836273,6.918605850667593e-07,200.0,342.1205236443018,100,1999.990679836273,0.0010059727517533952,0.0018230005290926917
1999.9906561374664,5.713929715396933e-07,200.0,431.34379737102444,100,1999.9906561374664,0.0010438568981263447,0.0012726696581216435
1999.9899697971343,5.88095466526173e-07,200.0,317.84998536884615,100,1999.9899697971343,0.0012430241790348448,0.0018615220632715681
1999.9916812992096,4.7145060716869956e-07,200.0,323.83666225778387,100,1999.9916812992096,0.0012595949203174726,0.001988522656775138
1999.9918232250213,4.023664990512256e-07,200.0,434.1089802706089,100,1999.9918232250213,0.0009378987622214071,0.001384093969472571
1999.9933378887176,3.2735082399489726e-07,200.0,415.37040430256525,100,1999.9933378887176,0.00079935906704677,0.0011479287518362216
1999.992933959961,3.006068690364823e-07,200.0,529.4120685024496,100,1999.992933959961,0.001037533548507139,0.0012370061342321544
