TimeElapsed,surrgain,optimgain,TimestepsSoFar,entloss,meankl,Step_size,DiscEpRewMean,EpisodesSoFar,EpThisIter,EpLenMean,entropy,ev_tdlam_before,EpRewMean
22.31572151184082,0.0004054669,0.0004054669,50000,,0.007362171,1.0,-416.1661268913746,100,100,500.0,0.4189424,,-416.166126935035
47.448803663253784,0.00069880433,0.00069880433,100000,,0.0098005375,1.0,-412.7411902153492,200,100,500.0,0.4189424,,-412.7411902040243
74.3312828540802,0.0011710462,0.0011710462,150000,,0.0074129687,1.0,-415.67292341172697,300,100,500.0,0.4189424,,-415.67292347952724
117.30396819114685,0.00020989747,0.00020989747,200000,,0.005001778,1.0,-416.18972091913224,400,100,500.0,0.4189424,,-416.1897209583223
165.490980386734,0.0010392434,0.0010392434,250000,,0.00769808,1.0,-416.03411662995813,500,100,500.0,0.4189424,,-416.0341166228056
221.73048639297485,0.00054699247,0.00054699247,300000,,0.008254572,1.0,-416.35380981087684,600,100,500.0,0.4189424,,-416.3538098283112
273.06616377830505,0.00080839754,0.00080839754,350000,,0.0061163963,1.0,-416.39180701613424,700,100,500.0,0.4189424,,-416.39180700734255
321.6722881793976,0.0003054547,0.0003054547,400000,,0.0055861375,1.0,-416.3975212156773,800,100,500.0,0.4189424,,-416.39752120003106
381.6624102592468,0.00038811585,0.00038811585,450000,,0.003422195,1.0,-416.3586525952816,900,100,500.0,0.4189424,,-416.35865259066225
437.3814775943756,0.00013155883,0.00013155883,500000,,0.0054611433,1.0,-416.3703872740269,1000,100,500.0,0.4189424,,-416.37038720831276
488.4640121459961,2.860199e-05,2.860199e-05,550000,,0.004634973,1.0,-416.3327764993906,1100,100,500.0,0.4189424,,-416.3327765518427
547.6533100605011,2.1784668e-05,2.1784668e-05,600000,,0.000382809,0.25,-416.34768111765385,1200,100,500.0,0.4189424,,-416.3476811145246
602.7015478610992,0.00067411223,0.00067411223,650000,,0.003746058,1.0,-416.3542247992754,1300,100,500.0,0.4189424,,-416.35422477111223
656.6972224712372,0.0016794986,0.0016794986,700000,,0.0069086133,1.0,-416.37070396006106,1400,100,500.0,0.4189424,,-416.3707039691508
713.1868195533752,0.0007782819,0.0007782819,750000,,0.006016864,1.0,-416.3595609408617,1500,100,500.0,0.4189424,,-416.35956090703604
768.901534318924,0.0007323483,0.0007323483,800000,,0.005460348,1.0,-416.3557017248869,1600,100,500.0,0.4189424,,-416.35570166379216
827.189775466919,0.0008471344,0.0008471344,850000,,0.005846497,1.0,-416.35461749017236,1700,100,500.0,0.4189424,,-416.3546174417436
881.2909862995148,0.0011910961,0.0011910961,900000,,0.007128778,1.0,-416.3854987424612,1800,100,500.0,0.4189424,,-416.38549876391886
934.6876590251923,0.0014300867,0.0014300867,950000,,0.0057837875,1.0,-416.3842713868618,1900,100,500.0,0.4189424,,-416.38427139103413
989.5616157054901,0.00088845915,0.00088845915,1000000,,0.0026063556,1.0,-416.3498915797472,2000,100,500.0,0.4189424,,-416.3498916012049
1042.8533561229706,0.0009010733,0.0009010733,1050000,,0.007336558,1.0,-416.3325639897585,2100,100,500.0,0.4189424,,-416.33256395205854
1107.6010649204254,0.00095398223,0.00095398223,1100000,,0.008036849,1.0,-416.18033428251744,2200,100,500.0,0.4189424,,-416.1803341777623
1153.118978023529,0.00051680265,0.00051680265,1150000,,0.005624156,1.0,-416.30123342931273,2300,100,500.0,0.4189424,,-416.301233445555
1210.827531337738,0.0010021213,0.0010021213,1200000,,0.0062125633,1.0,-416.28508162915705,2400,100,500.0,0.4189424,,-416.2850816360116
1260.0666184425354,0.0008033136,0.0008033136,1250000,,0.0075192973,1.0,-416.2358549720049,2500,100,500.0,0.4189424,,-416.23585499823093
1320.8190958499908,1.8150635e-05,1.8150635e-05,1300000,,0.0010450124,0.5,-416.32367489516736,2600,100,500.0,0.4189424,,-416.32367495402696
1375.3531231880188,0.0013461408,0.0013461408,1350000,,0.0074448446,1.0,-416.32516266644,2700,100,500.0,0.4189424,,-416.3251626609266
1422.9017262458801,0.0008688983,0.0008688983,1400000,,0.005500087,1.0,-416.35392624139786,2800,100,500.0,0.4189424,,-416.3539262582362
1478.018756389618,0.00038687102,0.00038687102,1450000,,0.0055496492,1.0,-416.3323865175247,2900,100,500.0,0.4189424,,-416.33238654717803
1528.1670932769775,0.00024383393,0.00024383393,1500000,,0.0018507151,1.0,-416.31334077000616,3000,100,500.0,0.4189424,,-416.31334070011974
1585.6070573329926,0.00054876646,0.00054876646,1550000,,0.004868917,1.0,-416.3735447990894,3100,100,500.0,0.4189424,,-416.3735447832942
1632.0780041217804,0.0006075586,0.0006075586,1600000,,0.0044939867,1.0,-416.3233127439022,3200,100,500.0,0.4189424,,-416.32331277012827
1685.0625898838043,0.00037713867,0.00037713867,1650000,,0.0012463577,1.0,-416.35440457761285,3300,100,500.0,0.4189424,,-416.3544044469297
1735.6625955104828,1.7032165e-05,1.7032165e-05,1700000,,0.0011860781,0.5,-416.38693319261074,3400,100,500.0,0.4189424,,-416.3869331473112
1787.191932439804,0.00026749205,0.00026749205,1750000,,0.0016063848,1.0,-416.3396078580618,3500,100,500.0,0.4189424,,-416.3396079474688
1833.4576020240784,0.00016605866,0.00016605866,1800000,,0.004419808,1.0,-416.3807222884893,3600,100,500.0,0.4189424,,-416.38072226896884
1884.1987154483795,7.7728575e-05,7.7728575e-05,1850000,,0.0014339332,1.0,-416.349042711854,3700,100,500.0,0.4189424,,-416.3490426874161
1935.5538833141327,0.0002752472,0.0002752472,1900000,,0.0041175694,1.0,-416.3947867834568,3800,100,500.0,0.4189424,,-416.39478679686783
1982.0283501148224,0.000896134,0.000896134,1950000,,0.003887105,1.0,-416.3549294686317,3900,100,500.0,0.4189424,,-416.35492946624754
2032.0055236816406,0.00064849976,0.00064849976,2000000,,0.0032214294,1.0,-416.3980475616455,4000,100,500.0,0.4189424,,-416.39804753005507
