TimestepsSoFar,EpLenMean,meankl,EpRewMean,DiscEpRewMean,EpThisIter,TimeElapsed,surrgain,optimgain,entropy,ev_tdlam_before,Step_size,entloss,EpisodesSoFar
50000,500.0,0.007818278,-416.1683818808198,-416.1683818399906,100,11.634602785110474,0.00014340148,0.00014340148,0.4189424,,1.0,,100
100000,500.0,0.004669135,-416.41088759690524,-416.4108875763416,100,27.8603298664093,0.00033231324,0.00033231324,0.4189424,,1.0,,200
150000,500.0,0.006437874,-416.4045269560814,-416.40452699303626,100,41.670180559158325,0.0010510043,0.0010510043,0.4189424,,1.0,,300
200000,500.0,0.005021085,-416.4043909622729,-416.4043910008669,100,59.098103523254395,0.00090714387,0.00090714387,0.4189424,,1.0,,400
250000,500.0,0.00426146,-416.4429836420715,-416.44298360466956,100,72.06640887260437,0.0006204483,0.0006204483,0.4189424,,1.0,,500
300000,500.0,0.0067717615,-416.4210190787911,-416.4210190856457,100,85.86040616035461,0.0003775287,0.0003775287,0.4189424,,1.0,,600
350000,500.0,0.006930778,-416.4668990598619,-416.46689909160136,100,100.22947406768799,0.0003162155,0.0003162155,0.4189424,,1.0,,700
400000,500.0,0.005370177,-416.3138475109637,-416.3138474744558,100,114.86315035820007,0.00061922544,0.00061922544,0.4189424,,1.0,,800
450000,500.0,0.009025253,-415.8439243802428,-415.8439244556427,100,130.70985627174377,0.0015057919,0.0015057919,0.4189424,,1.0,,900
500000,500.0,0.006806023,-416.35241819500925,-416.3524182111025,100,147.85963702201843,0.00050533266,0.00050533266,0.4189424,,1.0,,1000
550000,500.0,0.00707743,-415.35499884933233,-415.3549988430739,100,162.07267570495605,0.0005872269,0.0005872269,0.4189424,,1.0,,1100
600000,500.0,0.00869633,-415.7166305348277,-415.71663051187994,100,176.40384435653687,0.000678945,0.000678945,0.4189424,,1.0,,1200
650000,500.0,0.009826916,-407.690474999249,-407.6904750174284,100,189.97447967529297,0.00046480529,0.00046480529,0.4189424,,1.0,,1300
700000,500.0,0.008871942,-413.55050190865995,-413.5505019360781,100,203.3763449192047,9.172363e-05,9.172363e-05,0.4189424,,1.0,,1400
750000,500.0,0.0073425453,-415.4556407800317,-415.45564079105856,100,218.43970775604248,0.0010488364,0.0010488364,0.4189424,,1.0,,1500
800000,500.0,0.005900365,-415.99097010746596,-415.99097011208534,100,231.65014028549194,0.00042733215,0.00042733215,0.4189424,,1.0,,1600
850000,500.0,0.007783258,-415.52975588038566,-415.529755923152,100,247.1458866596222,0.0002080069,0.0002080069,0.4189424,,1.0,,1700
900000,500.0,0.009745042,-411.9538311880827,-411.953831166029,100,262.8616740703583,0.0012456455,0.0012456455,0.4189424,,1.0,,1800
950000,500.0,0.009859086,-398.3404097551107,-398.34040972173216,100,277.7513918876648,0.0013925898,0.0013925898,0.4189424,,1.0,,1900
1000000,500.0,0.009905862,-387.0154455792904,-387.0154455602169,100,289.69789576530457,0.000595036,0.000595036,0.4189424,,1.0,,2000
1050000,500.0,0.009808318,-382.87795342013237,-382.8779534345865,100,304.89298582077026,0.0005962897,0.0005962897,0.4189424,,1.0,,2100
1100000,500.0,0.010020847,-376.9816123075783,-376.98161236345766,100,320.1396961212158,0.0011851633,0.0011851633,0.4189424,,1.0,,2200
1150000,500.0,0.009909763,-365.93633007273075,-365.93633008778096,100,336.3959538936615,0.00078015076,0.00078015076,0.4189424,,1.0,,2300
1199655,496.55,0.009997398,-352.55550339877607,-350.13379198610784,100,347.68325567245483,0.0013924524,0.0013924524,0.4189424,,1.0,,2400
1248795,491.4,0.00994681,-342.75690548822286,-336.9557994621992,100,362.94763374328613,0.001725299,0.001725299,0.4189424,,1.0,,2500
1298146,493.51,0.009930974,-347.791017754823,-343.03648850381376,100,377.79199147224426,0.00013787659,0.00013787659,0.4189424,,1.0,,2600
1345325,471.79,0.009958907,-326.4173446750641,-307.89209255576134,100,389.9295928478241,0.0008088788,0.0008088788,0.4189424,,1.0,,2700
1383830,385.05,0.00998219,-263.8118861183524,-200.65037226736547,100,403.03715562820435,0.0039343066,0.0039343066,0.4189424,,1.0,,2800
1416716,328.86,0.01001066,-225.82708899274468,-149.75868740499018,100,415.23267126083374,0.0072054137,0.0072054137,0.4189424,,1.0,,2900
1452909,361.93,0.010024215,-246.21972913324834,-181.3031623059511,100,427.50689363479614,0.0006552368,0.0006552368,0.4189424,,1.0,,3000
1488901,359.92,0.009995822,-247.04074977964163,-175.25064773380757,100,437.8364198207855,0.005409701,0.005409701,0.4189424,,1.0,,3100
1521600,326.99,0.010016853,-224.44732901886107,-148.41465855658055,100,448.71906423568726,0.012330792,0.012330792,0.4189424,,1.0,,3200
1556226,346.26,0.010006461,-235.92914140358567,-163.05554938673973,100,461.80685925483704,0.0044335313,0.0044335313,0.4189424,,1.0,,3300
1589296,330.7,0.009995728,-226.13963059037923,-147.01150511085987,100,473.4968159198761,0.016471224,0.016471224,0.4189424,,1.0,,3400
1619070,297.74,0.010007272,-204.9595754274726,-123.49311546444893,100,485.26216173171997,0.0045011933,0.0045011933,0.4189424,,1.0,,3500
1645497,264.27,0.01001115,-182.63849035069347,-96.19410390496255,100,496.5127511024475,0.0023231104,0.0023231104,0.4189424,,1.0,,3600
1673085,275.88,0.009922616,-190.94628394275904,-102.5516568350792,100,505.9811360836029,0.0045246487,0.0045246487,0.4189424,,1.0,,3700
1695197,221.12,0.010023517,-154.0369935077429,-68.1795825779438,100,515.2362740039825,0.0031837085,0.0031837085,0.4189424,,1.0,,3800
1717182,219.85,0.0098923715,-153.5930418640375,-68.1654739588499,100,525.4245820045471,0.00014574341,0.00014574341,0.4189424,,1.0,,3900
1743854,266.72,0.010004932,-184.33058400556445,-100.77097479462624,100,537.2809729576111,0.00588489,0.00588489,0.4189424,,1.0,,4000
1768508,246.54,0.009980787,-171.22505105808378,-86.07885533511639,100,548.7270052433014,0.0028345715,0.0028345715,0.4189424,,1.0,,4100
1791587,230.79,0.009986409,-161.15063856005668,-75.66497480750084,100,558.8729562759399,0.009651934,0.009651934,0.4189424,,1.0,,4200
1812594,210.07,0.009973743,-148.2352079820633,-62.35875878453255,100,567.4867012500763,0.00030534118,0.00030534118,0.4189424,,1.0,,4300
1831181,185.87,0.009990452,-130.85511074870826,-48.849843540787695,100,575.7428998947144,0.012477279,0.012477279,0.4189424,,1.0,,4400
1849011,178.3,0.009962599,-125.22487060159445,-44.337491255998614,100,584.7847187519073,0.0059425426,0.0059425426,0.4189424,,1.0,,4500
1865745,167.34,0.009904654,-117.19547795370221,-38.109000025987626,100,593.8789496421814,0.003239187,0.003239187,0.4189424,,1.0,,4600
1881691,159.46,0.010011373,-112.31047487094999,-36.20231661558151,100,601.3344922065735,0.00866089,0.00866089,0.4189424,,1.0,,4700
