surrgain,EpLenMean,entloss,entropy,TimeElapsed,TimestepsSoFar,meankl,Step_size,optimgain,EpThisIter,DiscEpRewMean,EpisodesSoFar,EpRewMean,ev_tdlam_before
0.0013584512,500.0,,0.4189424,36.589287757873535,50000,0.008189734,1.0,0.0013584512,100,-416.1978383505344,100,-416.1978383885324,
0.00014023956,500.0,,0.4189424,80.16449499130249,100000,0.009519022,1.0,0.00014023956,100,-410.3551692789793,200,-410.35516922295096,
0.0007495612,500.0,,0.4189424,123.23111271858215,150000,0.009994168,1.0,0.0007495612,100,-401.68861007630824,300,-401.688610021323,
0.0014863376,500.0,,0.4189424,167.9931583404541,200000,0.00980373,1.0,0.0014863376,100,-409.9696444147825,400,-409.96964443996546,
0.0010293381,500.0,,0.4189424,214.19883608818054,250000,0.009575915,1.0,0.0010293381,100,-401.00131928503515,500,-401.00131934762,
0.00084482454,500.0,,0.4189424,257.214891910553,300000,0.009614408,1.0,0.00084482454,100,-402.67284728348255,600,-402.67284727633,
0.0009908377,500.0,,0.4189424,301.33783745765686,350000,0.009891891,1.0,0.0009908377,100,-397.41733975470066,700,-397.4173397053778,
0.0006519589,500.0,,0.4189424,343.85045623779297,400000,0.009645248,1.0,0.0006519589,100,-404.03867058634756,800,-404.03867061302066,
0.0003297229,500.0,,0.4189424,387.27591586112976,450000,0.009666509,1.0,0.0003297229,100,-409.5274310910702,900,-409.527431076318,
0.000562919,500.0,,0.4189424,433.41308760643005,500000,0.00950328,1.0,0.000562919,100,-414.22312372744085,1000,-414.22312377914784,
0.0014476142,500.0,,0.4189424,475.2036910057068,550000,0.009823929,1.0,0.0014476142,100,-402.41056715726853,1100,-402.4105671137571,
0.0011578829,500.0,,0.4189424,517.5667588710785,600000,0.009720258,1.0,0.0011578829,100,-394.0686122792959,1200,-394.06861224114897,
0.00036914521,500.0,,0.4189424,563.1404933929443,650000,0.009861259,1.0,0.00036914521,100,-392.1089679658413,1300,-392.1089679430425,
0.0012846839,500.0,,0.4189424,607.4076957702637,700000,0.009727326,1.0,0.0012846839,100,-397.539157037735,1400,-397.53915706694124,
0.0006651065,500.0,,0.4189424,652.2600657939911,750000,0.009556951,1.0,0.0006651065,100,-402.2472672891617,1500,-402.24726736456154,
0.00082610414,500.0,,0.4189424,694.3041744232178,800000,0.00979094,1.0,0.00082610414,100,-400.6732686561346,1600,-400.67326867491005,
0.001013753,500.0,,0.4189424,738.9303679466248,850000,0.009808358,1.0,0.001013753,100,-393.60294217586517,1700,-393.60294217675926,
0.00070170226,500.0,,0.4189424,781.9882252216339,900000,0.009638078,1.0,0.00070170226,100,-398.45729208946227,1800,-398.4572920277715,
0.00047135865,500.0,,0.4189424,824.0303094387054,950000,0.009676873,1.0,0.00047135865,100,-396.56985064983365,1900,-396.56985069587824,
0.0004169638,500.0,,0.4189424,865.3863971233368,1000000,0.009797511,1.0,0.0004169638,100,-397.854703258276,2000,-397.85470323696734,
0.0005021481,500.0,,0.4189424,908.7857449054718,1050000,0.009991885,1.0,0.0005021481,100,-402.6087049293518,2100,-402.60870495259763,
0.00042110655,500.0,,0.4189424,951.6155741214752,1100000,0.00905547,1.0,0.00042110655,100,-410.509314172864,2200,-410.5093142260611,
0.00090552156,500.0,,0.4189424,995.065681219101,1150000,0.009394928,1.0,0.00090552156,100,-410.38167540609834,2300,-410.3816754552722,
0.00021937439,500.0,,0.4189424,1036.0306735038757,1200000,0.009775283,1.0,0.00021937439,100,-405.6122602683306,2400,-405.6122602169216,
0.00056719664,500.0,,0.4189424,1080.2293012142181,1250000,0.009624613,1.0,0.00056719664,100,-412.1446185481548,2500,-412.14461856603623,
0.0001543985,500.0,,0.4189424,1124.7780108451843,1300000,0.0069465297,1.0,0.0001543985,100,-415.4139685130119,2600,-415.41396855711935,
0.00012107361,500.0,,0.4189424,1167.9518139362335,1350000,0.0066879014,1.0,0.00012107361,100,-415.53829549908636,2700,-415.5382955034077,
0.00056877866,500.0,,0.4189424,1211.3640916347504,1400000,0.009280243,1.0,0.00056877866,100,-415.62256061792374,2800,-415.62256065294144,
0.0005151639,500.0,,0.4189424,1256.7611784934998,1450000,0.009792745,1.0,0.0005151639,100,-403.275642504096,2900,-403.2756424419582,
0.00069217465,500.0,,0.4189424,1298.09015250206,1500000,0.009495462,1.0,0.00069217465,100,-408.9394296216965,3000,-408.93942958012224,
