EpThisIter,EpLenMean,EpisodesSoFar,TimestepsSoFar,entloss,TimeElapsed,optimgain,entropy,meankl,Step_size,ev_tdlam_before,EpRewMean,DiscEpRewMean,surrgain
100,500.0,100,50000,,14.802712440490723,0.0015485638,0.4189424,0.006654794,1.0,,-416.2020702122152,-416.20207015156745,0.0015485638
100,500.0,200,100000,,28.68548059463501,0.00068594667,0.4189424,0.008415474,1.0,,-416.3975565263629,-416.397556604147,0.00068594667
100,500.0,300,150000,,45.77705001831055,0.00018602997,0.4189424,0.00945277,1.0,,-414.9821904525161,-414.9821904611588,0.00018602997
100,500.0,400,200000,,59.391234159469604,0.0018322263,0.4189424,0.00952219,1.0,,-406.096575409472,-406.0965754133463,0.0018322263
100,500.0,500,250000,,73.94157028198242,0.0017682571,0.4189424,0.009609681,1.0,,-399.6072921025753,-399.60729209125043,0.0017682571
100,500.0,600,300000,,87.23095774650574,0.0012239206,0.4189424,0.009871204,1.0,,-399.79381042420863,-399.79381040930747,0.0012239206
100,500.0,700,350000,,101.51418495178223,0.0010009174,0.4189424,0.009957449,1.0,,-390.96286701738836,-390.9628670752048,0.0010009174
100,500.0,800,400000,,119.08682751655579,0.0009523526,0.4189424,0.009658621,1.0,,-399.4267286774516,-399.42672865629197,0.0009523526
100,500.0,900,450000,,133.4488444328308,0.0009914516,0.4189424,0.009783605,1.0,,-400.94988461881877,-400.94988455355167,0.0009914516
100,500.0,1000,500000,,147.3352770805359,0.00066721556,0.4189424,0.009728972,1.0,,-396.2255863955617,-396.22558639407157,0.00066721556
100,500.0,1100,550000,,161.9071066379547,0.00027397613,0.4189424,0.010001809,1.0,,-398.4877760194242,-398.48777595877647,0.00027397613
100,500.0,1200,600000,,176.79135632514954,0.0008657025,0.4189424,0.009397914,1.0,,-406.2266599228978,-406.2266599315405,0.0008657025
100,500.0,1300,650000,,190.31026005744934,0.0006942111,0.4189424,0.009540537,1.0,,-403.97650882810353,-403.97650876998904,0.0006942111
100,500.0,1400,700000,,205.66797637939453,0.0007847809,0.4189424,0.009847192,1.0,,-407.3197842767835,-407.31978427231314,0.0007847809
100,500.0,1500,750000,,219.9077386856079,0.0009646982,0.4189424,0.010001825,1.0,,-398.6804254768789,-398.6804255235195,0.0009646982
100,500.0,1600,800000,,235.27147340774536,0.0007649214,0.4189424,0.009848137,1.0,,-387.1174087050557,-387.1174086433649,0.0007649214
100,499.67,1700,849967,,249.30748462677002,0.000198768,0.4189424,0.0099334605,1.0,,-381.1454138922691,-380.90537082791326,0.000198768
100,472.73,1800,897240,,261.74533891677856,0.005109439,0.4189424,0.010000937,1.0,,-347.11568989038466,-330.17698975622653,0.005109439
100,411.19,1900,938359,,273.27916622161865,0.011405342,0.4189424,0.010003681,1.0,,-296.2315726621449,-245.21045528411867,0.011405342
100,365.78,2000,974937,,284.7582366466522,0.007360525,0.4189424,0.00998201,1.0,,-264.34258580356834,-194.06507470011712,0.007360525
100,382.02,2100,1013139,,298.0581548213959,0.006052202,0.4189424,0.010043242,1.0,,-275.35119419053194,-210.87350558400155,0.006052202
100,306.24,2200,1043763,,312.17208075523376,0.01069104,0.4189424,0.010023855,1.0,,-220.09020435646175,-132.25609628796576,0.01069104
100,276.04,2300,1071367,,324.6019570827484,0.01795186,0.4189424,0.010013098,1.0,,-200.3441675259173,-112.95592000544072,0.01795186
100,267.93,2400,1098160,,333.81676959991455,0.01233266,0.4189424,0.010024931,1.0,,-192.81274659469724,-101.45989005744457,0.01233266
100,246.29,2500,1122789,,342.35942816734314,0.008642251,0.4189424,0.010020863,1.0,,-178.2764143767953,-88.13173660039902,0.008642251
100,230.39,2600,1145828,,353.0898265838623,0.0036250427,0.4189424,0.009958823,1.0,,-165.7734208549559,-75.441263692379,0.0036250427
100,247.55,2700,1170583,,365.0708661079407,0.008899668,0.4189424,0.010018868,1.0,,-178.48300292164086,-88.69865233957768,0.008899668
100,233.74,2800,1193957,,374.56028056144714,0.0038857698,0.4189424,0.010002591,1.0,,-168.70753829598428,-80.12384571254253,0.0038857698
100,233.65,2900,1217322,,384.5557556152344,0.007718755,0.4189424,0.010001033,1.0,,-168.6300925578177,-77.39853881657123,0.007718755
100,232.34,3000,1240556,,394.4575219154358,0.0064530275,0.4189424,0.009977276,1.0,,-167.3383024866879,-77.61318145751953,0.0064530275
100,223.54,3100,1262910,,405.3583710193634,0.0025168213,0.4189424,0.010013835,1.0,,-161.1410278813541,-76.34993876159191,0.0025168213
100,198.65,3200,1282775,,413.92286586761475,0.0018850354,0.4189424,0.009882449,1.0,,-143.19867297247052,-60.12967960953713,0.0018850354
100,181.91,3300,1300966,,421.9975414276123,0.011305494,0.4189424,0.00998971,1.0,,-130.85920002922416,-49.41694203078747,0.011305494
100,181.69,3400,1319135,,431.2944185733795,0.00089402404,0.4189424,0.010004728,1.0,,-130.34551946163177,-47.1375724452734,0.00089402404
100,177.9,3500,1336925,,440.5963034629822,0.0033345814,0.4189424,0.010019822,1.0,,-128.0320064303279,-43.86247053146362,0.0033345814
100,166.97,3600,1353622,,450.42163276672363,0.0015443579,0.4189424,0.009901961,1.0,,-119.65856947213412,-40.60810311317444,0.0015443579
100,184.42,3700,1372064,,457.4007616043091,0.003701023,0.4189424,0.009960933,1.0,,-132.50545858234167,-51.829426042437554,0.003701023
100,192.58,3800,1391322,,466.41299414634705,0.002845907,0.4189424,0.009973512,1.0,,-138.50869014918806,-53.80863868653774,0.002845907
100,194.65,3900,1410787,,475.74922227859497,0.009456292,0.4189424,0.009976587,1.0,,-139.82268475919963,-57.10733016252518,0.009456292
100,219.05,4000,1432692,,486.10840678215027,0.0010776612,0.4189424,0.009896616,1.0,,-156.4642466711998,-72.32856562674046,0.0010776612
100,240.9,4100,1456782,,495.3239281177521,0.01033926,0.4189424,0.00999835,1.0,,-172.68545472830533,-84.53216760754586,0.01033926
100,249.01,4200,1481683,,506.6788501739502,0.008157882,0.4189424,0.010025685,1.0,,-177.0227506493032,-85.31522017240525,0.008157882
100,240.77,4300,1505760,,517.047468662262,0.0067780428,0.4189424,0.009972146,1.0,,-172.24510026723146,-83.81595751821995,0.0067780428
100,223.49,4400,1528109,,527.9026298522949,0.010110365,0.4189424,0.009997662,1.0,,-159.74638178661465,-73.2299732530117,0.010110365
100,232.47,4500,1551356,,538.1723399162292,0.0013172649,0.4189424,0.009893811,1.0,,-165.74770164579152,-77.2260615748167,0.0013172649
100,195.79,4600,1570935,,547.8412153720856,0.003468963,0.4189424,0.010008274,1.0,,-139.27152528256178,-53.493976746797564,0.003468963
100,190.78,4700,1590013,,555.9669814109802,0.0012507245,0.4189424,0.009921913,1.0,,-135.1580592237413,-50.53937132418156,0.0012507245
100,226.34,4800,1612647,,564.4671611785889,0.002051837,0.4189424,0.009977131,1.0,,-160.7280830642581,-75.10805429697037,0.002051837
100,238.01,4900,1636448,,575.3497767448425,0.0051761316,0.4189424,0.010000946,1.0,,-168.63502973020076,-77.96042565584183,0.0051761316
100,253.66,5000,1661814,,586.314603805542,1.4433594e-05,0.4189424,0.0025008195,0.5,,-178.3418589927256,-93.6254598814249,1.4433594e-05
100,270.89,5100,1688903,,596.4430527687073,0.0049566943,0.4189424,0.010015683,1.0,,-191.7387232784927,-104.80430296838284,0.0049566943
100,269.82,5200,1715885,,605.9248676300049,0.0030439617,0.4189424,0.009971515,1.0,,-190.99735846892,-103.05117210566998,0.0030439617
100,235.51,5300,1739436,,615.6611304283142,0.005194213,0.4189424,0.010012488,1.0,,-167.48695993945003,-77.42116046249866,0.005194213
100,237.47,5400,1763183,,626.6195638179779,0.0037994727,0.4189424,0.010008584,1.0,,-168.32206131085752,-82.83425192654133,0.0037994727
100,234.91,5500,1786674,,635.3958775997162,0.011217033,0.4189424,0.010015709,1.0,,-165.8383876310289,-79.52343836128712,0.011217033
100,222.34,5600,1808908,,645.0869212150574,0.005221724,0.4189424,0.009963048,1.0,,-157.7703099066019,-71.38961359858513,0.005221724
100,220.29,5700,1830937,,654.3684794902802,0.0055795894,0.4189424,0.010000594,1.0,,-157.20194610595703,-68.1988959145546,0.0055795894
100,195.94,5800,1850531,,663.6639752388,0.001244783,0.4189424,0.010011923,1.0,,-138.44726671159268,-55.212264330387114,0.001244783
100,205.18,5900,1871049,,673.3817167282104,0.010349563,0.4189424,0.009990202,1.0,,-145.5006280040741,-61.0044815915823,0.010349563
100,202.63,6000,1891312,,682.1326897144318,0.0031795874,0.4189424,0.010016446,1.0,,-143.97729426592588,-56.45548121750355,0.0031795874
100,215.38,6100,1912850,,691.1459195613861,0.004855752,0.4189424,0.009997349,1.0,,-152.68309458091855,-66.46798974871635,0.004855752
100,208.01,6200,1933651,,699.6805727481842,0.0011743017,0.4189424,0.010023481,1.0,,-148.13578008756042,-60.52372112214565,0.0011743017
100,207.11,6300,1954362,,707.7634966373444,0.010391775,0.4189424,0.010014381,1.0,,-148.08076149076223,-61.10200930714607,0.010391775
100,216.67,6400,1976029,,717.5413913726807,0.0016996955,0.4189424,0.009965883,1.0,,-154.99832448095083,-67.0036720997095,0.0016996955
100,181.53,6500,1994182,,727.362634897232,0.01366023,0.4189424,0.010011106,1.0,,-129.0690190538764,-47.549437242150304,0.01366023
100,182.42,6600,2012424,,735.6757071018219,0.0027718726,0.4189424,0.010011055,1.0,,-129.53840611308814,-48.67759782612324,0.0027718726
