entropy,TimestepsSoFar,EpThisIter,ev_tdlam_before,TimeElapsed,surrgain,entloss,Step_size,meankl,optimgain,EpisodesSoFar,EpLenMean,DiscEpRewMean,EpRewMean
0.4189424,50000,100,,44.44653606414795,0.000569516,,1.0,0.005417362,0.000569516,100,500.0,-416.19344127476216,-416.19344126924875
0.4189424,100000,100,,87.78798699378967,0.00080278073,,1.0,0.008945961,0.00080278073,200,500.0,-415.7659895735979,-415.76598954603077
0.4189424,150000,100,,132.8865611553192,0.0007564621,,1.0,0.0048992177,0.0007564621,300,500.0,-416.27512557804585,-416.2751255553961
0.4189424,200000,100,,178.87553358078003,0.00014659028,,1.0,0.008290862,0.00014659028,400,500.0,-416.13772774159906,-416.13772782310843
0.4189424,250000,100,,225.58328652381897,0.0007386011,,1.0,0.009641179,0.0007386011,500,500.0,-411.42405057907104,-411.4240505772829
0.4189424,300000,100,,269.97158312797546,0.0006574509,,1.0,0.0074705696,0.0006574509,600,500.0,-415.3181737571955,-415.3181737868488
0.4189424,350000,100,,313.2718586921692,0.00041141998,,1.0,0.009081355,0.00041141998,700,500.0,-413.6761302983761,-413.6761303386092
0.4189424,400000,100,,356.2142264842987,0.0013830566,,1.0,0.00985853,0.0013830566,800,500.0,-403.82573718488214,-403.8257371492684
0.4189424,450000,100,,399.6757152080536,0.0005269162,,1.0,0.010028739,0.0005269162,900,500.0,-393.4821408528089,-393.4821408225596
0.4189424,500000,100,,444.00063157081604,0.0015367108,,1.0,0.009706414,0.0015367108,1000,500.0,-402.84667645335196,-402.84667647138235
0.4189424,550000,100,,489.3491470813751,0.00055438874,,1.0,0.009871938,0.00055438874,1100,500.0,-398.1354452574253,-398.1354452472925
0.4189424,600000,100,,536.1690483093262,0.00049214263,,1.0,0.0094965305,0.00049214263,1200,500.0,-404.2849960178137,-404.28499607220294
0.4189424,650000,100,,581.4272623062134,0.0009294995,,1.0,0.009424917,0.0009294995,1300,500.0,-407.01273180544376,-407.0127318941057
0.4189424,700000,100,,628.2053287029266,9.4850766e-05,,1.0,0.009901526,9.4850766e-05,1400,500.0,-404.6950618714094,-404.69506192728875
0.4189424,750000,100,,673.1231956481934,0.00077119353,,1.0,0.009985005,0.00077119353,1500,500.0,-395.75516187250616,-395.75516186162827
