TimeElapsed,entloss,EpRewMean,EpisodesSoFar,TimestepsSoFar,ev_tdlam_before,DiscEpRewMean,EpThisIter,Step_size,optimgain,meankl,EpLenMean,surrgain,entropy
14.531299114227295,,-416.2049580001831,100,50000,,-416.20495796620844,100,1.0,0.0011746798,0.008665652,500.0,0.0011746798,0.4189424
29.28955101966858,,-408.7856361465156,200,100000,,-408.78563607394693,100,0.5,4.210846e-05,0.002477124,500.0,4.210846e-05,0.4189424
49.21601843833923,,-412.2894716916978,300,150000,,-412.2894717234373,100,1.0,0.00024518798,0.009249223,500.0,0.00024518798,0.4189424
70.39588379859924,,-414.95600613728163,400,200000,,-414.9560061556101,100,1.0,0.00038630798,0.009652714,500.0,0.00038630798,0.4189424
95.74675273895264,,-416.17989897176625,500,250000,,-416.1798990690708,100,1.0,0.00090021605,0.008573993,500.0,0.00090021605,0.4189424
126.8525140285492,,-416.35719299793243,600,300000,,-416.3571930146217,100,1.0,0.001230068,0.0079818405,500.0,0.001230068,0.4189424
158.0379502773285,,-415.51408192127946,700,350000,,-415.51408193469047,100,1.0,0.0007485394,0.00906829,500.0,0.0007485394,0.4189424
188.3988916873932,,-406.2309683045745,800,400000,,-406.2309683018923,100,1.0,7.459717e-05,0.009913616,500.0,7.459717e-05,0.4189424
219.26504826545715,,-412.41309011027215,900,450000,,-412.4130901581049,100,1.0,0.000219198,0.009038931,500.0,0.000219198,0.4189424
250.1366548538208,,-409.47289043188096,1000,500000,,-409.4728905320168,100,1.0,0.0015610977,0.009934374,500.0,0.0015610977,0.4189424
280.9998428821564,,-396.88400504857304,1100,550000,,-396.8840050894022,100,1.0,0.0006724319,0.009805202,500.0,0.0006724319,0.4189424
311.40037274360657,,-389.98484283179044,1200,600000,,-389.98484286308286,100,1.0,0.00053135987,0.009761469,500.0,0.00053135987,0.4189424
341.9892432689667,,-385.29071817830203,1300,649982,,-385.1727423799038,100,1.0,0.0011252508,0.009955012,499.82,0.0011252508,0.4189424
372.02136182785034,,-347.7729874561727,1400,696881,,-325.681660541296,100,1.0,0.0112752635,0.009967164,468.99,0.0112752635,0.4189424
401.24600625038147,,-322.9181367258727,1500,740974,,-285.52283367455004,100,1.0,0.004412015,0.009948272,440.93,0.004412015,0.4189424
426.7275393009186,,-291.8529927971959,1600,781515,,-236.91978628873824,100,1.0,0.008287576,0.010010304,405.41,0.008287576,0.4189424
451.1274597644806,,-277.0536248548329,1700,819819,,-208.90833284914493,100,1.0,0.00615968,0.01000615,383.04,0.00615968,0.4189424
471.9881718158722,,-252.29931545361876,1800,854973,,-176.82759030163288,100,1.0,0.0016827832,0.009938351,351.54,0.0016827832,0.4189424
494.5396077632904,,-219.8437176056206,1900,885319,,-132.64190887629985,100,1.0,0.02482154,0.010007625,303.46,0.02482154,0.4189424
516.0840075016022,,-205.65853620544075,2000,913765,,-119.01076232254505,100,1.0,0.017484229,0.010002854,284.46,0.017484229,0.4189424
