TimeElapsed,EpThisIter,EpLenMean,entloss,EpisodesSoFar,optimgain,surrgain,EpRewMean,TimestepsSoFar,ev_tdlam_before,Step_size,meankl,DiscEpRewMean,entropy
29.063096284866333,100,500.0,,100,0.00093511655,0.00093511655,-416.18280227735636,50000,,1.0,0.006970428,-416.18280227363107,0.4189424
62.91048574447632,100,500.0,,200,0.0005230945,0.0005230945,-416.4138233309984,100000,,1.0,0.0042311903,-416.4138233166933,0.4189424
103.76959753036499,100,500.0,,300,2.5704345e-05,2.5704345e-05,-416.4571028250456,150000,,0.5,0.0014107889,-416.4571029037237,0.4189424
146.22054505348206,100,500.0,,400,0.00089201174,0.00089201174,-416.4611107839644,200000,,1.0,0.006103069,-416.46111079752444,0.4189424
190.77238941192627,100,500.0,,500,0.0014573123,0.0014573123,-416.4789713862538,250000,,1.0,0.0027866838,-416.4789713871479,0.4189424
236.41228771209717,100,500.0,,600,0.00024154418,0.00024154418,-416.48052076295016,300000,,1.0,0.002834308,-416.48052078187465,0.4189424
281.77977561950684,100,500.0,,700,0.00050902495,0.00050902495,-416.48289007395505,350000,,1.0,0.008021413,-416.48289006888865,0.4189424
325.6860418319702,100,500.0,,800,0.00023553925,0.00023553925,-416.48093355938795,400000,,1.0,0.0018198218,-416.48093357265,0.4189424
369.0050868988037,100,500.0,,900,4.9259645e-05,4.9259645e-05,-416.4591893938184,450000,,1.0,0.003474142,-416.45918937563897,0.4189424
413.446213722229,100,500.0,,1000,0.000576795,0.000576795,-416.43434904798863,500000,,1.0,0.0054910346,-416.4343491309881,0.4189424
458.34400153160095,100,500.0,,1100,0.0009810883,0.0009810883,-416.43247862800956,550000,,1.0,0.0068426332,-416.43247862040994,0.4189424
502.26648449897766,100,500.0,,1200,0.0012670443,0.0012670443,-416.4094533663988,600000,,1.0,0.0064427815,-416.4094533902407,0.4189424
547.1381831169128,100,500.0,,1300,0.0006300629,0.0006300629,-416.42568769454954,650000,,1.0,0.005274302,-416.42568770051,0.4189424
592.562824010849,100,500.0,,1400,0.00027378142,0.00027378142,-416.40354097783563,700000,,1.0,0.00313734,-416.4035409319401,0.4189424
