EpLenMean,meankl,TimeElapsed,entloss,entropy,surrgain,EpisodesSoFar,ev_tdlam_before,EpThisIter,EpRewMean,optimgain,TimestepsSoFar,Step_size,DiscEpRewMean
500.0,0.005511481,23.246705770492554,,0.4189424,0.0004966892,100,,100,-416.1767898389697,0.0004966892,50000,1.0,-416.17678988456726
500.0,0.00508372,52.54382109642029,,0.4189424,7.13443e-05,200,,100,-416.2566972871125,7.13443e-05,100000,1.0,-416.25669729948044
500.0,0.0063945935,82.73559045791626,,0.4189424,0.00051320554,300,,100,-416.10539149552585,0.00051320554,150000,1.0,-416.10539147913454
500.0,0.007815051,112.94539785385132,,0.4189424,0.0002457425,400,,100,-415.0875352063775,0.0002457425,200000,1.0,-415.08753522574904
500.0,0.00924008,143.1246657371521,,0.4189424,0.0007743524,500,,100,-415.8464417310059,0.0007743524,250000,1.0,-415.84644170939924
500.0,0.008279351,172.92050766944885,,0.4189424,0.00027132995,600,,100,-416.33256954684856,0.00027132995,300000,1.0,-416.3325695437193
500.0,0.009201173,203.89100885391235,,0.4189424,0.00090020173,700,,100,-414.393880712986,0.00090020173,350000,1.0,-414.39388074696063
500.0,0.009591533,234.80268549919128,,0.4189424,0.000769334,800,,100,-404.448116170615,0.000769334,400000,1.0,-404.44811624586583
500.0,0.00971589,265.37896156311035,,0.4189424,0.0009877918,900,,100,-398.84124165698887,0.0009877918,450000,1.0,-398.8412416380644
500.0,0.009981142,297.6914391517639,,0.4189424,0.0005159552,1000,,100,-403.364108171761,0.0005159552,500000,1.0,-403.3641082209349
500.0,0.009995916,326.74573731422424,,0.4189424,0.00037951994,1100,,100,-392.4494443614781,0.00037951994,550000,1.0,-392.449444360733
497.57,0.009987082,358.2094843387604,,0.4189424,0.0010837562,1200,,100,-374.91657253235576,0.0010837562,599757,1.0,-373.27936535716054
451.03,0.0099695055,387.15072083473206,,0.4189424,0.003370238,1300,,100,-327.5530312626064,0.003370238,644860,1.0,-294.4730126953125
402.39,0.0100224,410.12926173210144,,0.4189424,0.0017352958,1400,,100,-289.0697123965621,0.0017352958,685099,1.0,-232.63739814698695
312.38,0.010021698,429.95548152923584,,0.4189424,0.014124637,1500,,100,-223.0196682693064,0.014124637,716337,1.0,-138.75202672123908
273.94,0.010010603,450.9250440597534,,0.4189424,0.019039651,1600,,100,-196.2294035421312,0.019039651,743731,1.0,-105.1841951841116
287.21,0.0025065986,470.787424325943,,0.4189424,0.0002047339,1700,,100,-207.02774795487522,0.0002047339,772452,0.5,-119.22920792758465
253.43,0.010012032,487.6948368549347,,0.4189424,0.009542725,1800,,100,-182.45787943303586,0.009542725,797795,1.0,-95.91658056080341
246.49,0.009996146,509.95351576805115,,0.4189424,0.011633003,1900,,100,-177.58868496105075,0.011633003,822444,1.0,-88.09309891104698
243.8,0.009991141,525.7004294395447,,0.4189424,0.0015805041,2000,,100,-175.32904652029276,0.0015805041,846824,1.0,-83.36926079213619
258.98,0.010023617,544.8495125770569,,0.4189424,0.011979917,2100,,100,-186.8025597628951,0.011979917,872722,1.0,-98.57310199260712
227.35,0.009938783,562.2090787887573,,0.4189424,0.0019928052,2200,,100,-163.9949560405314,0.0019928052,895457,1.0,-76.48724323689937
