EpLenMean,surrgain,EpRewMean,entloss,TimestepsSoFar,entropy,optimgain,meankl,DiscEpRewMean,EpisodesSoFar,EpThisIter,Step_size,TimeElapsed,ev_tdlam_before
500.0,0.00092471804,-416.157942045331,,50000,0.4189424,0.00092471804,0.0069516003,-416.1579420053959,100,100,1.0,110.57904291152954,
500.0,0.0008467938,-416.39552641779187,,100000,0.4189424,0.0008467938,0.0051468294,-416.3955264413357,200,100,1.0,190.64251565933228,
500.0,0.00066342286,-416.40639827221634,,150000,0.4189424,0.00066342286,0.0029748115,-416.40639823675156,300,100,1.0,273.3018481731415,
500.0,0.0010934991,-416.4417054091394,,200000,0.4189424,0.0010934991,0.0076454724,-416.4417053604126,400,100,1.0,351.8371684551239,
500.0,0.0014151443,-416.2479392650723,,250000,0.4189424,0.0014151443,0.007587057,-416.2479392778873,500,100,1.0,415.31556820869446,
500.0,0.0012874549,-416.4299905768037,,300000,0.4189424,0.0012874549,0.008170838,-416.42999062478543,600,100,1.0,495.3124408721924,
500.0,0.0001924759,-416.4592485973239,,350000,0.4189424,0.0001924759,0.0050711976,-416.459248598814,700,100,1.0,550.8893024921417,
500.0,0.00042748108,-416.4214103794098,,400000,0.4189424,0.00042748108,0.0054234765,-416.4214104092121,800,100,1.0,609.482460975647,
500.0,0.0014614597,-416.24271828234197,,450000,0.4189424,0.0014614597,0.008959499,-416.2427182877064,900,100,1.0,678.2341289520264,
500.0,0.00016833191,-416.40419327169656,,500000,0.4189424,0.00016833191,0.0063655493,-416.4041933530569,1000,100,1.0,743.7510497570038,
500.0,0.0012372211,-416.1765249249339,,550000,0.4189424,0.0012372211,0.007543817,-416.1765248513222,1100,100,1.0,810.825523853302,
500.0,0.0006580478,-411.657558825016,,600000,0.4189424,0.0006580478,0.009665727,-411.6575589221716,1200,100,1.0,874.76531291008,
500.0,0.0009216199,-404.0933572509885,,650000,0.4189424,0.0009216199,0.009473335,-404.0933572143316,1300,100,1.0,947.0241255760193,
500.0,0.0006207774,-402.71427032753826,,700000,0.4189424,0.0006207774,0.009795857,-402.7142703670263,1400,100,1.0,1017.0327935218811,
500.0,0.0011198124,-398.2011262075603,,750000,0.4189424,0.0011198124,0.009807398,-398.2011262124777,1500,100,1.0,1080.746081352234,
500.0,0.001020163,-403.3477715782821,,800000,0.4189424,0.001020163,0.009876796,-403.3477715408802,1600,100,1.0,1130.3296511173248,
500.0,0.00093501585,-395.27368856593966,,850000,0.4189424,0.00093501585,0.009879305,-395.27368860423564,1700,100,1.0,1205.9112875461578,
500.0,0.0006031818,-386.94473079144956,,900000,0.4189424,0.0006031818,0.010019341,-386.94473075687887,1800,100,1.0,1265.5104758739471,
500.0,0.00046519286,-372.1995444266498,,950000,0.4189424,0.00046519286,0.010045167,-372.1995443969965,1900,100,1.0,1335.9321398735046,
500.0,0.0005243384,-385.33186847001315,,1000000,0.4189424,0.0005243384,0.009917072,-385.3318684339523,2000,100,1.0,1394.332721710205,
500.0,0.0011899243,-391.78086746096614,,1050000,0.4189424,0.0011899243,0.00977569,-391.78086749136446,2100,100,1.0,1446.276128768921,
500.0,0.0006474612,-396.0548513917625,,1100000,0.4189424,0.0006474612,0.009982033,-396.05485140383246,2200,100,1.0,1511.521179676056,
500.0,0.00065896544,-384.50986628204583,,1150000,0.4189424,0.00065896544,0.009979304,-384.5098662477732,2300,100,1.0,1585.8066501617432,
499.44,0.0015532994,-370.9309945487976,,1199944,0.4189424,0.0015532994,0.009960993,-370.5287602043152,2400,100,1.0,1640.0027701854706,
480.7,0.008858333,-346.68852412179115,,1248014,0.4189424,0.008858333,0.009936958,-334.798331297636,2500,100,1.0,1709.076924085617,
491.8,0.003934856,-353.7952871128917,,1297194,0.4189424,0.003934856,0.009972873,-347.93171029686926,2600,100,1.0,1764.6532843112946,
451.16,0.0035258227,-319.90024248838427,,1342310,0.4189424,0.0035258227,0.0099915005,-289.2078708314896,2700,100,1.0,1815.4455661773682,
409.05,0.010204507,-290.60678400158884,,1383215,0.4189424,0.010204507,0.010005283,-237.35061108112336,2800,100,1.0,1878.2114288806915,
367.22,0.0048259143,-261.29552000790835,,1419937,0.4189424,0.0048259143,0.010007686,-192.1465104305744,2900,100,1.0,1921.8696994781494,
321.5,0.009210277,-230.37906499132515,,1452087,0.4189424,0.009210277,0.010021242,-149.3473011279106,3000,100,1.0,1960.3361501693726,
296.7,0.0054792417,-213.25831038415433,,1481757,0.4189424,0.0054792417,0.00998491,-125.23575515151023,3100,100,1.0,2006.9964847564697,
294.41,0.0011306305,-209.62783926606178,,1511198,0.4189424,0.0011306305,0.009955544,-125.07992762982845,3200,100,1.0,2056.80105304718,
269.92,0.0155980345,-192.20933685213328,,1538190,0.4189424,0.0155980345,0.010012567,-105.42892849028111,3300,100,1.0,2096.7843425273895,
258.4,0.01089375,-184.22976720377804,,1564030,0.4189424,0.01089375,0.01000255,-92.43852121829987,3400,100,1.0,2133.6986153125763,
248.01,0.0030270459,-178.863604619503,,1588831,0.4189424,0.0030270459,0.009958705,-92.42688816666603,3500,100,1.0,2173.028626203537,
234.28,0.004169161,-168.59806539535523,,1612259,0.4189424,0.004169161,0.010024464,-78.88638380765914,3600,100,1.0,2216.953041791916,
217.63,0.0033286083,-155.83435940250754,,1634022,0.4189424,0.0033286083,0.0100121945,-65.35115478634835,3700,100,1.0,2257.725128889084,
204.45,0.011521332,-145.39471632316707,,1654467,0.4189424,0.011521332,0.010013426,-61.41409106791019,3800,100,1.0,2299.9553673267365,
202.78,0.0035358213,-145.50048354297877,,1674745,0.4189424,0.0035358213,0.009956305,-59.181904067993166,3900,100,1.0,2329.5049283504486,
197.43,0.0016466406,-141.82037060707808,,1694488,0.4189424,0.0016466406,0.010027397,-56.635671988129616,4000,100,1.0,2362.779537677765,
216.77,0.0077778636,-155.62291439577936,,1716165,0.4189424,0.0077778636,0.009974185,-64.52810206651688,4100,100,1.0,2406.0573580265045,
211.32,0.007893811,-151.42317480057477,,1737297,0.4189424,0.007893811,0.010017628,-64.95477006077766,4200,100,1.0,2447.1858081817627,
195.81,0.006252423,-139.90836516454817,,1756878,0.4189424,0.006252423,0.009961845,-55.91095228493214,4300,100,1.0,2475.09326171875,
200.82,0.002556006,-144.40854210346936,,1776960,0.4189424,0.002556006,0.010008178,-59.52181119740009,4400,100,1.0,2497.307391643524,
196.42,0.0024061333,-141.3131448277831,,1796602,0.4189424,0.0024061333,0.010026605,-54.8922200357914,4500,100,1.0,2527.1659502983093,
213.01,0.000970354,-152.81514206603168,,1817903,0.4189424,0.000970354,0.010017495,-61.865051078796384,4600,100,1.0,2561.0342569351196,
213.2,0.006197417,-151.4039341342449,,1839223,0.4189424,0.006197417,0.010027974,-67.1371553081274,4700,100,1.0,2604.5278673171997,
222.64,0.009557018,-158.85062857434153,,1861487,0.4189424,0.009557018,0.010018488,-73.37590881526471,4800,100,1.0,2636.3947672843933,
221.81,0.0012496362,-158.43726790264247,,1883668,0.4189424,0.0012496362,0.009894866,-74.26015684485435,4900,100,1.0,2669.2770557403564,
263.94,0.0011246924,-189.48615820974112,,1910062,0.4189424,0.0011246924,0.009936478,-96.87256937682629,5000,100,1.0,2701.183457136154,
217.2,0.00354677,-156.2493376211822,,1931782,0.4189424,0.00354677,0.009938097,-69.40834549844266,5100,100,1.0,2730.0905368328094,
211.0,0.0077194776,-151.24279639735818,,1952882,0.4189424,0.0077194776,0.00997335,-64.73132112205029,5200,100,1.0,2757.2574787139893,
207.85,0.01146064,-148.35523234725,,1973667,0.4189424,0.01146064,0.010004009,-64.31151754796505,5300,100,1.0,2788.1672394275665,
194.66,0.009848821,-138.92638152778147,,1993133,0.4189424,0.009848821,0.010001916,-57.107796670794485,5400,100,1.0,2824.1873128414154,
197.72,0.0062443386,-142.25708348870276,,2012905,0.4189424,0.0062443386,0.01001146,-55.93991565644741,5500,100,1.0,2858.5169570446014,
202.56,0.00403614,-145.58582943499087,,2033161,0.4189424,0.00403614,0.010017721,-58.62414055705071,5600,100,1.0,2892.933061361313,
195.26,0.0020564594,-140.58808145597578,,2052687,0.4189424,0.0020564594,0.010013867,-55.63433228015899,5700,100,1.0,2924.5705893039703,
185.49,0.0066217068,-132.43379898950457,,2071236,0.4189424,0.0066217068,0.010027185,-50.282354761958125,5800,100,1.0,2955.7336242198944,
179.18,0.0070227,-129.00516144394874,,2089154,0.4189424,0.0070227,0.010023921,-47.593584942817685,5900,100,1.0,2983.0388662815094,
163.14,0.0038487627,-117.49394036859275,,2105468,0.4189424,0.0038487627,0.00998683,-39.60269575059414,6000,100,1.0,3013.5863003730774,
165.89,0.0072059548,-118.59996080458164,,2122057,0.4189424,0.0072059548,0.010024,-38.538601465821266,6100,100,1.0,3047.7890236377716,
164.51,0.004874348,-117.42846116662025,,2138508,0.4189424,0.004874348,0.009856955,-38.56470800280571,6200,100,1.0,3079.1561608314514,
155.31,0.0016976538,-111.03028930008412,,2154039,0.4189424,0.0016976538,0.009856075,-32.55510381877422,6300,100,1.0,3106.6664950847626,
173.51,0.0020368109,-124.23622824758291,,2171390,0.4189424,0.0020368109,0.009990999,-42.54741649091244,6400,100,1.0,3136.104907512665,
160.6,0.011653311,-114.71912718191743,,2187450,0.4189424,0.011653311,0.0100154495,-37.385474242568016,6500,100,1.0,3168.6186861991882,
160.14,0.008480932,-114.95486708194018,,2203464,0.4189424,0.008480932,0.010020648,-37.546380415558815,6600,100,1.0,3202.1557574272156,
153.66,0.002433316,-109.98331364020706,,2218830,0.4189424,0.002433316,0.01002495,-34.97424321234226,6700,100,1.0,3231.9757409095764,
149.87,0.0049001854,-107.15895428523422,,2233817,0.4189424,0.0049001854,0.009901354,-35.943016305565834,6800,100,1.0,3255.12921667099,
147.9,0.004888291,-105.52899402186274,,2248607,0.4189424,0.004888291,0.010011191,-30.90375288248062,6900,100,1.0,3287.8986122608185,
155.3,0.00507384,-111.1914927046001,,2264137,0.4189424,0.00507384,0.009979279,-35.47576277017593,7000,100,1.0,3316.995281934738,
156.53,0.0066183545,-111.84187034785748,,2279790,0.4189424,0.0066183545,0.010025448,-36.87850298166275,7100,100,1.0,3344.5182406902313,
149.34,0.0077380603,-106.83995567604899,,2294724,0.4189424,0.0077380603,0.009982113,-31.603344101905822,7200,100,1.0,3376.638741016388,
146.19,0.0022990454,-104.44312742099166,,2309343,0.4189424,0.0022990454,0.0099407295,-31.00519350528717,7300,100,1.0,3403.2401564121246,
141.52,0.01156096,-101.05377730846405,,2323495,0.4189424,0.01156096,0.010017259,-28.988239452838897,7400,100,1.0,3433.2750709056854,
139.66,0.010151714,-99.05943400651216,,2337461,0.4189424,0.010151714,0.010019227,-28.095430102348327,7500,100,1.0,3460.4723031520844,
148.29,0.011697166,-106.1878916630149,,2352290,0.4189424,0.011697166,0.009946753,-31.445823337435723,7600,100,1.0,3490.724629640579,
153.22,0.004537698,-109.39699284404516,,2367612,0.4189424,0.004537698,0.010022569,-31.39294961631298,7700,100,1.0,3527.900972366333,
135.31,0.0066351467,-96.2884328056872,,2381143,0.4189424,0.0066351467,0.010015112,-25.6400521171093,7800,100,1.0,3571.661873817444,
