ev_tdlam_before,entloss,optimgain,entropy,EpisodesSoFar,Step_size,DiscEpRewMean,EpLenMean,surrgain,meankl,EpThisIter,TimeElapsed,TimestepsSoFar,EpRewMean
,,0.0011122199,0.4189424,100,1.0,-416.1452268606424,500.0,0.0011122199,0.008863576,100,14.98158597946167,50000,-416.14522683292626
,,0.00023022064,0.4189424,200,1.0,-416.4161220020056,500.0,0.00023022064,0.00492281,100,29.49777317047119,100000,-416.41612197086215
,,0.0011267102,0.4189424,300,1.0,-416.40359950363637,500.0,0.0011267102,0.0070074038,100,51.27790069580078,150000,-416.40359953179956
,,0.0005679504,0.4189424,400,1.0,-416.40263574123384,500.0,0.0005679504,0.0027423115,100,72.43312931060791,200000,-416.4026357369125
,,0.00037069977,0.4189424,500,1.0,-416.3778677046299,500.0,0.00037069977,0.0019742663,100,101.56443166732788,250000,-416.37786766126754
,,0.00036214263,0.4189424,600,1.0,-416.3897022432089,500.0,0.00036214263,0.0036639306,100,141.93985533714294,300000,-416.38970224529504
,,0.0007567917,0.4189424,700,1.0,-416.45088900029657,500.0,0.0007567917,0.006757096,100,191.5872678756714,350000,-416.45088901370764
,,0.0006051523,0.4189424,800,1.0,-416.4272792679071,500.0,0.0006051523,0.0034737315,100,242.4460642337799,400000,-416.4272792185843
,,0.0003227353,0.4189424,900,1.0,-416.4495148974657,500.0,0.0003227353,0.0044552837,100,296.795569896698,450000,-416.4495149114728
,,0.0012070596,0.4189424,1000,1.0,-416.3217015379667,500.0,0.0012070596,0.00809075,100,350.7611634731293,500000,-416.32170151412487
,,0.0015204373,0.4189424,1100,1.0,-416.46754157662394,500.0,0.0015204373,0.008155992,100,410.4877347946167,550000,-416.46754156440494
,,0.00064763456,0.4189424,1200,1.0,-416.48051851809026,500.0,0.00064763456,0.006063137,100,467.7218894958496,600000,-416.4805184535682
,,0.00023989045,0.4189424,1300,1.0,-416.4517472010851,500.0,0.00023989045,0.006330087,100,523.5935845375061,650000,-416.4517470808327
,,0.0006196426,0.4189424,1400,1.0,-416.4310497003794,500.0,0.0006196426,0.0051383115,100,581.542911529541,700000,-416.431049695313
,,0.000945224,0.4189424,1500,1.0,-416.4366426497698,500.0,0.000945224,0.0047974302,100,636.5189089775085,750000,-416.4366426564753
,,1.726593e-05,0.4189424,1600,0.25,-416.4446999704838,500.0,1.726593e-05,0.0003507059,100,695.5246295928955,800000,-416.4446999920905
,,0.00030621095,0.4189424,1700,1.0,-416.42937515079973,500.0,0.00030621095,0.0016890947,100,751.8441715240479,850000,-416.429375141114
,,0.0008900888,0.4189424,1800,1.0,-416.4436274546385,500.0,0.0008900888,0.005556948,100,805.6170041561127,900000,-416.44362746164205
,,0.00018546112,0.4189424,1900,1.0,-416.42177629292013,500.0,0.00018546112,0.0011648819,100,861.841903924942,950000,-416.42177631393076
,,0.0007811481,0.4189424,2000,1.0,-416.42348699212073,500.0,0.0007811481,0.005154062,100,917.5688540935516,1000000,-416.423486995548
,,2.6966247e-05,0.4189424,2100,0.25,-416.4410705554485,500.0,2.6966247e-05,0.00026374497,100,967.9635632038116,1050000,-416.4410705676675
,,0.0016482935,0.4189424,2200,1.0,-416.4407984906435,500.0,0.0016482935,0.0058598733,100,1024.0464062690735,1100000,-416.4407985618711
,,0.00062348327,0.4189424,2300,1.0,-416.45804947674276,500.0,0.00062348327,0.0023533984,100,1075.7730340957642,1150000,-416.4580494038761
,,0.0004003122,0.4189424,2400,1.0,-416.44067219734194,500.0,0.0004003122,0.0045421105,100,1137.54261469841,1200000,-416.44067215040326
,,0.00032525422,0.4189424,2500,1.0,-416.4101378822327,500.0,0.00032525422,0.0025498562,100,1182.6136317253113,1250000,-416.41013786032795
,,0.00065953337,0.4189424,2600,1.0,-416.4335623639822,500.0,0.00065953337,0.004902908,100,1236.1472067832947,1300000,-416.4335624061525
,,0.00033603364,0.4189424,2700,1.0,-416.3976599514484,500.0,0.00033603364,0.001601118,100,1286.540518283844,1350000,-416.39765992462634
,,0.00060739473,0.4189424,2800,1.0,-416.439300673604,500.0,0.00060739473,0.004341745,100,1342.8604657649994,1400000,-416.43930071160196
,,1.8799134e-05,0.4189424,2900,0.5,-416.4260211777687,500.0,1.8799134e-05,0.001353082,100,1394.5635871887207,1450000,-416.4260211600363
,,0.0001469577,0.4189424,3000,1.0,-416.4309069138765,500.0,0.0001469577,0.0051257988,100,1440.0213510990143,1500000,-416.43090695157645
,,0.00031028717,0.4189424,3100,1.0,-416.4072789597511,500.0,0.00031028717,0.0051499046,100,1499.3538978099823,1550000,-416.4072789396346
,,0.0005940918,0.4189424,3200,1.0,-416.4141199177504,500.0,0.0005940918,0.001366375,100,1546.7193269729614,1600000,-416.4141198985279
,,0.00028934417,0.4189424,3300,1.0,-416.4336748445034,500.0,0.00028934417,0.0029587483,100,1601.657793521881,1650000,-416.43367481395603
,,0.0005391293,0.4189424,3400,1.0,-416.4133856844902,500.0,0.0005391293,0.0014594463,100,1646.3827092647552,1700000,-416.41338569507
,,0.00094845914,0.4189424,3500,1.0,-416.436457542181,500.0,0.00094845914,0.0053458144,100,1705.2108755111694,1750000,-416.43645753115413
,,0.00045718477,0.4189424,3600,1.0,-416.4335729598999,500.0,0.00045718477,0.0027910902,100,1747.8950095176697,1800000,-416.4335729703307
,,0.0003653595,0.4189424,3700,1.0,-416.3980620533228,500.0,0.0003653595,0.0016195816,100,1803.3529846668243,1850000,-416.3980620285869
,,0.00055251527,0.4189424,3800,1.0,-416.4035110795498,500.0,0.00055251527,0.004055607,100,1848.384788274765,1900000,-416.40351107239724
,,0.0008728128,0.4189424,3900,1.0,-416.3659806793928,500.0,0.0008728128,0.004607632,100,1902.0538787841797,1950000,-416.3659806443751
,,0.0013199481,0.4189424,4000,1.0,-416.38343607127666,500.0,0.0013199481,0.0050633717,100,1953.608573436737,2000000,-416.383436062634
