MinVanillaIw,VanillaAvgRet,ESSClassic,EpsThisIter,AvgRet,MaxVanillaIw,J,VarNormIw,AvgEpLen,IterType,BatchSize,SamplesThisIter,Bound,VarRet,AvgDiscRet,ESSRenyi,VarVanillaIw,MaxNormIw,VarDiscRet,delta,VarJ,AvgVanillaIw,MinNormIw,AvgNormIw,renyi2
0.960615,-409.970222194,0.562290402793,100,-409.970222194,1.04419,-73794.0,2.81002e-13,500.0,1,100,50000,-451.064,0.246485773306,-409.970222194,1.15943680202,9.14901e-05,5.7869e-05,0.246485773306,0.5,6.61601,1.00244,5.32374e-05,5.55556e-05,4.45724
0.97267,-409.777528606,0.562348371879,100,-409.777528606,1.05589,-73759.5,1.82138e-13,500.0,1,100,50000,-450.865,0.187447237043,-409.777528606,1.16244213597,5.92617e-05,5.85371e-05,0.187447237043,0.5,5.77798,1.00211,5.39236e-05,5.55556e-05,4.45465
0.969677,-409.84759387,0.561125914743,100,-409.84759387,1.07058,-73772.1,2.00162e-13,500.0,1,100,50000,-450.897,0.203316046502,-409.84759387,1.16251420304,6.48917e-05,5.94587e-05,0.203316046502,0.5,6.04706,1.0003,5.38547e-05,5.55556e-05,4.45459
0.966449,-409.86332787,0.559586691787,100,-409.86332787,1.05529,-73774.8,2.3624e-13,500.0,1,100,50000,-450.943,0.237179953994,-409.86332787,1.16864960484,7.65905e-05,5.86086e-05,0.237179953994,0.5,6.51433,1.00032,5.36745e-05,5.55556e-05,4.44932
0.943804,-409.535253854,0.566420730952,100,-409.535253854,1.05109,-73714.9,6.58503e-13,500.0,1,100,50000,-450.63,0.584243944396,-409.535253854,1.16830585312,0.000214433,5.82469e-05,0.584243944396,0.5,10.2735,1.00252,5.23016e-05,5.55556e-05,4.44962
0.959353,-409.623247193,0.567077224273,100,-409.623247193,1.06454,-73731.1,4.89616e-13,500.0,1,100,50000,-450.697,0.439377211632,-409.623247193,1.18042705825,0.000158943,5.90841e-05,0.439377211632,0.5,8.90777,1.00097,5.32459e-05,5.55556e-05,4.43929
0.892614,-410.233145279,0.577391728372,100,-410.233145279,1.11861,-73835.7,2.74227e-12,500.0,1,100,50000,-451.614,2.3253164127,-410.233145279,1.19063083123,0.000887507,6.21797e-05,2.3253164127,0.5,19.7697,0.999444,4.96173e-05,5.55556e-05,4.43069
0.762429,-408.843273326,0.627221447785,100,-408.843273326,1.32449,-73553.3,1.74027e-11,500.0,1,100,50000,-450.351,14.1248710086,-408.843273326,1.19154002221,0.00575128,7.28577e-05,14.1248710086,0.5,56.9098,1.00995,4.19397e-05,5.55556e-05,4.42992
0.963394,-409.821340402,0.564362266894,100,-409.821340402,1.05729,-73767.4,2.00931e-13,500.0,1,100,50000,-450.937,0.192694913662,-409.821340402,1.24053910525,6.53674e-05,5.86189e-05,0.192694913662,0.5,5.84355,1.00204,5.34131e-05,5.55556e-05,4.38962
0.185185,-406.57872129,0.750094947293,100,-406.57872129,2.03257,-72865.3,1.53176e-10,500.0,1,100,50000,-446.363,106.89387176,-406.57872129,1.24139656735,0.0517784,0.000110552,106.89387176,0.5,198.229,1.02143,1.00722e-05,5.55556e-05,4.38893
0.933648,-409.917070852,0.569678163302,100,-409.917070852,1.05991,-73783.0,8.9597e-13,500.0,1,100,50000,-451.001,0.784444699296,-409.917070852,1.23663994947,0.000290583,5.88545e-05,0.784444699296,0.5,11.9263,1.0005,5.18436e-05,5.55556e-05,4.39277
0.953025,-410.3037678,0.572105072565,100,-410.3037678,1.18861,-73851.7,1.32092e-12,500.0,1,100,50000,-451.402,1.19462789109,-410.3037678,1.24116804564,0.000423916,6.63493e-05,1.19462789109,0.5,15.1711,0.995244,5.31988e-05,5.55555e-05,4.38912
0.952383,-409.879238156,0.56240591985,100,-409.879238156,1.06117,-73776.5,7.67223e-13,500.0,1,100,50000,-450.973,0.670279735316,-409.879238156,1.22927280905,0.000249447,5.88514e-05,0.670279735316,0.5,11.0962,1.00174,5.28181e-05,5.55556e-05,4.39875
,-370.320985052,9.87615156008,110,-370.320985052,1.36939e+20,-35452.8,3.85268e-06,454.545454545,1,100,50000,-254.678,7966.04868661,-370.320985052,nan,inf,0.0868242,7966.04868661,0.5,1236.04,7.96564e+16,,5.05051e-05,nan
0.623732,-408.236439335,0.634302675766,100,-408.236439335,1.5433,-73390.3,4.17657e-11,500.0,1,100,50000,-448.964,31.4594141164,-408.236439335,0.000169791592493,0.013836,8.47918e-05,31.4594141164,0.5,91.463,1.01117,3.42691e-05,5.55556e-05,13.2861
0.877468,-409.346400584,0.58822098544,100,-409.346400584,1.19531,-73667.2,6.69616e-12,500.0,1,100,50000,-450.378,5.37416719662,-409.346400584,0.000172746255185,0.00218352,6.61934e-05,5.37416719662,0.5,33.5944,1.00321,4.85921e-05,5.55555e-05,13.2689
0.934043,-409.960352457,0.567908415977,100,-409.960352457,1.15974,-73790.3,1.1215e-12,500.0,1,100,50000,-451.053,1.06453436488,-409.960352457,0.000170171092143,0.000361496,6.45963e-05,1.06453436488,0.5,14.2066,0.997423,5.20253e-05,5.55556e-05,13.2839
0.00246292,-403.404647929,1.05961373635,100,-403.404647929,3.19016,-71099.4,8.28756e-10,500.0,1,100,50000,-439.535,427.658143418,-403.404647929,nan,0.263818,0.000178803,427.658143418,0.5,513.119,0.991212,1.38042e-07,5.55556e-05,nan
0.811082,-408.736280649,0.597600222769,100,-408.736280649,1.23751,-73549.1,1.03748e-11,500.0,1,100,50000,-449.694,8.42444988544,-408.736280649,0.000175046431066,0.00340253,6.83343e-05,8.42444988544,0.5,43.1087,1.00609,4.47871e-05,5.55556e-05,13.2556
0.00583427,-405.739125892,0.86051445919,101,-405.739125892,12.4404,-69512.5,2.2754e-09,495.04950495,1,100,50000,-431.839,1005.42410558,-405.739125892,nan,0.56395,0.000790212,1005.42410558,0.5,2796.55,0.865959,3.70592e-07,5.50055e-05,nan
,-371.186889879,9.95200937775,110,-371.186889879,6.77386e+23,-27603.9,4.16632e-06,454.545454545,1,100,50000,-183.188,10528.3558916,-371.186889879,nan,inf,0.090633,10528.3558916,0.5,1997.65,3.77472e+20,,5.05051e-05,nan
0.887568,-410.937340239,0.578048239499,100,-410.937340239,1.23865,-73963.4,2.36053e-12,500.0,1,100,50000,-452.362,2.26731086639,-410.937340239,2.04852573994e-07,0.000754093,6.93014e-05,2.26731086639,0.5,20.8523,0.992967,4.96586e-05,5.55556e-05,20.0061
0.167294,-407.303226272,0.713192305295,100,-407.303226272,1.73373,-73066.4,1.13739e-10,500.0,1,100,50000,-447.814,84.5268093947,-407.303226272,1.98487443113e-07,0.0381319,9.4687e-05,84.5268093947,0.5,156.491,1.01723,9.1367e-06,5.55556e-05,20.0377
0.824722,-410.620452545,0.61264226271,100,-410.620452545,1.60401,-73889.9,9.50298e-12,500.0,1,100,50000,-452.141,9.60318323229,-410.620452545,2.00321784093e-07,0.0030314,8.98079e-05,9.60318323229,0.5,48.3521,0.992245,4.6176e-05,5.55556e-05,20.0285
,-349.61234011,2.7454475336,111,-349.61234011,541.268,-41301.6,4.50633e-08,450.45045045,1,100,50000,-292.099,6374.32592373,-349.61234011,nan,1227.92,0.00327898,6374.32592373,0.5,1292.79,8.26188,,5.00501e-05,nan
0.779969,-409.773243133,0.641716888589,100,-409.773243133,1.2728,-73726.7,1.42883e-11,500.0,1,100,50000,-451.288,11.8226001556,-409.773243133,9.35657092365e-08,0.0047034,7.01531e-05,11.8226001556,0.5,49.3517,1.00796,4.29895e-05,5.55556e-05,20.7898
,-371.162414818,7.43440061194,110,-371.162414818,7.35556e+22,-34196.2,1.86524e-06,454.545454545,1,100,50000,-191.184,10229.023646,-371.162414818,nan,inf,0.0524335,10229.023646,0.5,2305.62,7.08503e+19,,5.05051e-05,nan
1.00812e-34,-397.82892939,2.58645088411,101,-397.82892939,301.936,-60794.1,4.0112e-08,495.04950495,1,100,50000,-409.715,1597.20506459,-397.82892939,nan,18.0929,0.0142167,1597.20506459,0.5,5607.29,1.16822,4.74672e-39,5.50055e-05,nan
,-361.195886366,9.9999979275,111,-361.195886366,2.15113e+23,nan,4.99352e-06,450.45045045,1,100,50000,nan,10290.1804383,-361.195886366,nan,inf,0.0999077,10290.1804383,0.5,nan,1.07763e+20,,5.00501e-05,nan
,-389.475567546,2.77538391228,105,-389.475567546,11702.3,-37502.0,1.11752e-06,476.19047619,1,100,50000,-252.284,6095.5719135,-389.475567546,nan,24141.1,0.0796193,6095.5719135,0.5,3557.78,7.7766,,5.29101e-05,nan
,-268.262481266,6.6856759121,143,-268.262481266,321.525,-20064.0,1.47686e-08,349.65034965,1,100,50000,-130.022,24313.2038263,-268.262481266,nan,90.3018,0.00411183,24313.2038263,0.5,1793.63,3.03788,,3.885e-05,nan
,-321.079042833,8.68870784476,122,-321.079042833,17002.6,-22358.5,8.74952e-08,409.836065574,1,100,50000,-155.941,16173.2979525,-321.079042833,nan,558879.0,0.00672741,16173.2979525,0.5,1722.88,115.089,,4.55373e-05,nan
,-226.038481381,4.79657306537,170,-226.038481381,149.828,-14045.9,4.85311e-09,294.117647059,1,100,50000,-105.976,25984.2504707,-226.038481381,nan,104.76,0.00101978,25984.2504707,0.5,1422.56,4.80137,,3.26797e-05,nan
,-339.94591367,9.99970168573,113,-339.94591367,2.68138e+17,-27093.4,4.8561e-06,442.477876106,1,100,50000,-205.56,10551.4013314,-339.94591367,nan,3.53334e+31,0.0994055,10551.4013314,0.5,1648.7,1.32617e+14,,4.91642e-05,nan
,-231.244886689,3.12194800995,168,-231.244886689,49.1174,-17003.4,4.73374e-09,297.619047619,1,100,50000,-119.369,25474.114493,-231.244886689,nan,51.5752,0.000470563,25474.114493,0.5,1266.49,3.45173,,3.30688e-05,nan
,-277.810486227,2.35864637193,143,-277.810486227,245.753,-17034.2,1.50127e-08,349.65034965,1,100,50000,-127.586,25480.9380401,-277.810486227,nan,375.331,0.00155425,25480.9380401,0.5,1525.87,6.14284,,3.885e-05,nan
,-181.304933958,4.33016449421,209,-181.304933958,30.9286,-15051.3,1.75825e-09,239.234449761,1,100,50000,-105.577,22703.1619517,-181.304933958,nan,9.15726,0.000428565,22703.1619517,0.5,1083.76,1.91833,,2.65816e-05,nan
,-174.971003745,4.68419984444,217,-174.971003745,38.7016,-14193.2,2.23335e-09,230.414746544,1,100,50000,-99.6447,22036.9762009,-174.971003745,nan,23.5769,0.000376672,22036.9762009,0.5,1131.22,2.63047,,2.56016e-05,nan
,-139.186589585,6.63922772566,268,-139.186589585,30.6284,-12955.4,8.3934e-10,186.567164179,1,100,50000,-90.6859,18822.6343163,-139.186589585,nan,5.34343,0.000383869,18822.6343163,0.5,884.519,1.65399,,2.07297e-05,nan
0.449522,-405.513475362,0.70215440007,100,-405.513475362,1.65287,-72789.0,9.16755e-11,500.0,1,100,50000,-446.272,71.6336691721,-405.513475362,nan,0.0303487,9.08436e-05,71.6336691721,0.5,140.673,1.01081,2.47063e-05,5.55556e-05,nan
0.535957,-408.104673145,0.711384937707,100,-408.104673145,1.4952,-73335.0,5.52376e-11,500.0,1,100,50000,-449.247,44.7516102328,-408.104673145,nan,0.0182514,8.22565e-05,44.7516102328,0.5,100.477,1.00985,2.94849e-05,5.55556e-05,nan
,-366.10932391,9.99622575009,111,-366.10932391,2.80301e+20,nan,4.7113e-06,450.45045045,1,100,50000,nan,9393.92220118,-366.10932391,nan,inf,0.0970266,9393.92220118,0.5,nan,1.4459e+17,,5.005e-05,nan
,-371.0023031,7.0620255281,110,-371.0023031,1.56576e+21,-34683.7,2.63673e-06,454.545454545,1,100,50000,-239.674,8289.66448159,-371.0023031,nan,inf,0.0607476,8289.66448159,0.5,1647.99,1.30176e+18,,5.05051e-05,nan
0.399957,-406.450608437,0.713328536195,100,-406.450608437,1.73342,-72982.5,8.40115e-11,500.0,1,100,50000,-446.825,59.582473163,-406.450608437,nan,0.028112,9.47604e-05,59.582473163,0.5,136.564,1.01626,2.18644e-05,5.55556e-05,nan
0.036021,-402.363096327,0.830396663,100,-402.363096327,2.74186,-71480.1,4.77378e-10,500.0,1,100,50000,-439.939,294.155869853,-402.363096327,nan,0.166498,0.000146815,294.155869853,0.5,383.739,1.03753,1.92878e-06,5.55555e-05,nan
4.44552e-07,-399.25209507,0.819583553411,101,-399.25209507,23.2428,-67493.5,3.80562e-09,495.04950495,1,100,50000,-420.31,1242.6810314,-399.25209507,nan,0.962423,0.00146157,1242.6810314,0.5,3618.99,0.874734,2.79545e-11,5.50055e-05,nan
0.0836428,-404.3588485,0.652291358388,100,-404.3588485,1.87728,-72488.6,1.3781e-10,500.0,1,100,50000,-444.184,103.420056986,-404.3588485,nan,0.0469387,0.000101719,103.420056986,0.5,176.589,1.0253,4.53214e-06,5.55556e-05,nan
0.172917,-404.131240926,0.877870892566,100,-404.131240926,2.10996,-72306.2,2.09402e-10,500.0,1,100,50000,-443.475,148.021319988,-404.131240926,nan,0.0744815,0.000111877,148.021319988,0.5,231.892,1.04776,9.16862e-06,5.55556e-05,nan
,-360.121979595,7.95159730111,112,-360.121979595,14976.9,nan,2.85504e-07,446.428571429,1,100,50000,nan,8912.46883487,-360.121979595,nan,140192.0,0.021373,8912.46883487,0.5,nan,34.7589,,4.96032e-05,nan
,-350.861206577,9.75354983337,111,-350.861206577,5.69161e+20,-30744.6,3.80217e-06,450.45045045,1,100,50000,-201.203,9970.98688137,-350.861206577,nan,inf,0.0861048,9970.98688137,0.5,1787.61,3.30836e+17,,5.00501e-05,nan
,-302.630052657,3.81905418113,132,-302.630052657,2302.98,-18482.2,3.77493e-08,378.787878788,1,100,50000,-117.519,23977.5362775,-302.630052657,nan,7265.52,0.00524942,23977.5362775,0.5,1742.61,18.4643,,4.20875e-05,nan
,-358.39239986,7.43686505455,110,-358.39239986,2.50084e+23,-30067.1,2.18081e-06,454.545454545,1,100,50000,-207.142,8619.67444405,-358.39239986,nan,inf,0.0566995,8619.67444405,0.5,1707.56,2.22762e+20,,5.05051e-05,nan
0.23425,-402.124676674,0.705189638112,100,-402.124676674,2.0256,-72053.7,1.48807e-10,500.0,1,100,50000,-441.746,122.023082555,-402.124676674,nan,0.0478443,0.000112966,122.023082555,0.5,175.081,0.996166,1.3064e-05,5.55556e-05,nan
,-396.112864754,1.00221270249,102,-396.112864754,8251.82,-50327.6,1.3502e-06,490.196078431,1,100,50000,-357.401,2459.82831952,-396.112864754,nan,29092.2,0.0562159,2459.82831952,0.5,2591.54,7.99498,,5.44662e-05,nan
,-349.642923181,9.99681797934,113,-349.642923181,1.91598e+21,nan,4.70605e-06,442.477876106,1,100,50000,nan,12170.9632411,-349.642923181,nan,inf,0.0978442,12170.9632411,0.5,nan,9.62731e+17,,4.91642e-05,nan
,-356.115749744,7.81208319859,111,-356.115749744,1.26262e+21,-34347.9,2.72567e-06,450.45045045,1,100,50000,-235.624,8213.75942559,-356.115749744,nan,inf,0.0652539,8213.75942559,0.5,1700.37,9.68438e+17,,5.00501e-05,nan
,-394.29918475,1.97886384468,103,-394.29918475,4.00599e+06,-37184.5,1.82242e-05,485.436893204,1,100,50000,-277.83,4164.74397868,-394.29918475,nan,1.46898e+09,0.446196,4164.74397868,0.5,3938.43,484.255,,5.39374e-05,nan
,-224.14738462,9.70505987078,173,-224.14738462,597.521,-17989.8,2.00224e-08,289.01734104,1,100,50000,-109.448,26574.6074769,-224.14738462,nan,133.298,0.00732316,26574.6074769,0.5,1507.03,2.62021,,3.2113e-05,nan
nan,-221.985969638,nan,172,-221.985969638,nan,nan,nan,290.697674419,1,100,50000,nan,24578.2909706,-221.985969638,nan,nan,nan,24578.2909706,0.5,nan,nan,nan,nan,nan
nan,-223.02430447,nan,171,-223.02430447,nan,nan,nan,292.397660819,1,100,50000,nan,25057.0312977,-223.02430447,nan,nan,nan,25057.0312977,0.5,nan,nan,nan,nan,nan
nan,-267.657000046,nan,146,-267.657000046,nan,nan,nan,342.465753425,1,100,50000,nan,23706.5844014,-267.657000046,nan,nan,nan,23706.5844014,0.5,nan,nan,nan,nan,nan
nan,-199.640034942,nan,191,-199.640034942,nan,nan,nan,261.780104712,1,100,50000,nan,23202.1577725,-199.640034942,nan,nan,nan,23202.1577725,0.5,nan,nan,nan,nan,nan
nan,-283.190911476,nan,137,-283.190911476,nan,nan,nan,364.96350365,1,100,50000,nan,23533.4524971,-283.190911476,nan,nan,nan,23533.4524971,0.5,nan,nan,nan,nan,nan
nan,-216.162413281,nan,176,-216.162413281,nan,nan,nan,284.090909091,1,100,50000,nan,23055.5046743,-216.162413281,nan,nan,nan,23055.5046743,0.5,nan,nan,nan,nan,nan
nan,-179.481885103,nan,215,-179.481885103,nan,nan,nan,232.558139535,1,100,50000,nan,24528.930567,-179.481885103,nan,nan,nan,24528.930567,0.5,nan,nan,nan,nan,nan
nan,-303.195732448,nan,128,-303.195732448,nan,nan,nan,390.625,1,100,50000,nan,17799.9895384,-303.195732448,nan,nan,nan,17799.9895384,0.5,nan,nan,nan,nan,nan
nan,-289.32274644,nan,134,-289.32274644,nan,nan,nan,373.134328358,1,100,50000,nan,18524.4324034,-289.32274644,nan,nan,nan,18524.4324034,0.5,nan,nan,nan,nan,nan
nan,-242.105037506,nan,158,-242.105037506,nan,nan,nan,316.455696203,1,100,50000,nan,27182.6807873,-242.105037506,nan,nan,nan,27182.6807873,0.5,nan,nan,nan,nan,nan
nan,-292.86815206,nan,134,-292.86815206,nan,nan,nan,373.134328358,1,100,50000,nan,21496.5965168,-292.86815206,nan,nan,nan,21496.5965168,0.5,nan,nan,nan,nan,nan
nan,-366.773523733,nan,106,-366.773523733,nan,nan,nan,471.698113208,1,100,50000,nan,6684.04212139,-366.773523733,nan,nan,nan,6684.04212139,0.5,nan,nan,nan,nan,nan
nan,-224.883594495,nan,166,-224.883594495,nan,nan,nan,301.204819277,1,100,50000,nan,22438.4617715,-224.883594495,nan,nan,nan,22438.4617715,0.5,nan,nan,nan,nan,nan
nan,-329.982394313,nan,117,-329.982394313,nan,nan,nan,427.35042735,1,100,50000,nan,12998.6794191,-329.982394313,nan,nan,nan,12998.6794191,0.5,nan,nan,nan,nan,nan
nan,-233.642585859,nan,163,-233.642585859,nan,nan,nan,306.748466258,1,100,50000,nan,23026.241565,-233.642585859,nan,nan,nan,23026.241565,0.5,nan,nan,nan,nan,nan
nan,-214.68150946,nan,178,-214.68150946,nan,nan,nan,280.898876404,1,100,50000,nan,22346.6833655,-214.68150946,nan,nan,nan,22346.6833655,0.5,nan,nan,nan,nan,nan
nan,-263.24672584,nan,146,-263.24672584,nan,nan,nan,342.465753425,1,100,50000,nan,23422.175172,-263.24672584,nan,nan,nan,23422.175172,0.5,nan,nan,nan,nan,nan
nan,-253.228531273,nan,154,-253.228531273,nan,nan,nan,324.675324675,1,100,50000,nan,24938.5615506,-253.228531273,nan,nan,nan,24938.5615506,0.5,nan,nan,nan,nan,nan
nan,-208.739315656,nan,184,-208.739315656,nan,nan,nan,271.739130435,1,100,50000,nan,25982.1171441,-208.739315656,nan,nan,nan,25982.1171441,0.5,nan,nan,nan,nan,nan
nan,-263.477656374,nan,148,-263.477656374,nan,nan,nan,337.837837838,1,100,50000,nan,22668.1267907,-263.477656374,nan,nan,nan,22668.1267907,0.5,nan,nan,nan,nan,nan
nan,-199.3687018,nan,186,-199.3687018,nan,nan,nan,268.817204301,1,100,50000,nan,21745.3583328,-199.3687018,nan,nan,nan,21745.3583328,0.5,nan,nan,nan,nan,nan
nan,-290.554989233,nan,132,-290.554989233,nan,nan,nan,378.787878788,1,100,50000,nan,17549.3816376,-290.554989233,nan,nan,nan,17549.3816376,0.5,nan,nan,nan,nan,nan
nan,-264.677183698,nan,148,-264.677183698,nan,nan,nan,337.837837838,1,100,50000,nan,24366.8900659,-264.677183698,nan,nan,nan,24366.8900659,0.5,nan,nan,nan,nan,nan
nan,-199.497166651,nan,189,-199.497166651,nan,nan,nan,264.55026455,1,100,50000,nan,21656.6935879,-199.497166651,nan,nan,nan,21656.6935879,0.5,nan,nan,nan,nan,nan
nan,-234.548594333,nan,166,-234.548594333,nan,nan,nan,301.204819277,1,100,50000,nan,25484.8720717,-234.548594333,nan,nan,nan,25484.8720717,0.5,nan,nan,nan,nan,nan
nan,-312.26000881,nan,124,-312.26000881,nan,nan,nan,403.225806452,1,100,50000,nan,16100.3279033,-312.26000881,nan,nan,nan,16100.3279033,0.5,nan,nan,nan,nan,nan
nan,-234.06153404,nan,164,-234.06153404,nan,nan,nan,304.87804878,1,100,50000,nan,26698.3213258,-234.06153404,nan,nan,nan,26698.3213258,0.5,nan,nan,nan,nan,nan
nan,-231.441883608,nan,165,-231.441883608,nan,nan,nan,303.03030303,1,100,50000,nan,24276.2793321,-231.441883608,nan,nan,nan,24276.2793321,0.5,nan,nan,nan,nan,nan
nan,-294.652924,nan,134,-294.652924,nan,nan,nan,373.134328358,1,100,50000,nan,22224.1758765,-294.652924,nan,nan,nan,22224.1758765,0.5,nan,nan,nan,nan,nan
nan,-220.310194743,nan,170,-220.310194743,nan,nan,nan,294.117647059,1,100,50000,nan,22723.3214489,-220.310194743,nan,nan,nan,22723.3214489,0.5,nan,nan,nan,nan,nan
nan,-326.216502497,nan,123,-326.216502497,nan,nan,nan,406.504065041,1,100,50000,nan,18971.1105493,-326.216502497,nan,nan,nan,18971.1105493,0.5,nan,nan,nan,nan,nan
nan,-202.25085553,nan,192,-202.25085553,nan,nan,nan,260.416666667,1,100,50000,nan,24573.7445448,-202.25085553,nan,nan,nan,24573.7445448,0.5,nan,nan,nan,nan,nan
nan,-282.092983367,nan,135,-282.092983367,nan,nan,nan,370.37037037,1,100,50000,nan,18516.6079408,-282.092983367,nan,nan,nan,18516.6079408,0.5,nan,nan,nan,nan,nan
nan,-294.135457885,nan,135,-294.135457885,nan,nan,nan,370.37037037,1,100,50000,nan,22470.6574815,-294.135457885,nan,nan,nan,22470.6574815,0.5,nan,nan,nan,nan,nan
nan,-214.481597176,nan,177,-214.481597176,nan,nan,nan,282.485875706,1,100,50000,nan,21572.5841086,-214.481597176,nan,nan,nan,21572.5841086,0.5,nan,nan,nan,nan,nan
nan,-214.75478939,nan,177,-214.75478939,nan,nan,nan,282.485875706,1,100,50000,nan,23377.7744698,-214.75478939,nan,nan,nan,23377.7744698,0.5,nan,nan,nan,nan,nan
nan,-297.043273255,nan,128,-297.043273255,nan,nan,nan,390.625,1,100,50000,nan,17543.790283,-297.043273255,nan,nan,nan,17543.790283,0.5,nan,nan,nan,nan,nan
nan,-241.323513029,nan,154,-241.323513029,nan,nan,nan,324.675324675,1,100,50000,nan,19715.2978617,-241.323513029,nan,nan,nan,19715.2978617,0.5,nan,nan,nan,nan,nan
nan,-297.54330683,nan,129,-297.54330683,nan,nan,nan,387.596899225,1,100,50000,nan,18371.7325572,-297.54330683,nan,nan,nan,18371.7325572,0.5,nan,nan,nan,nan,nan
nan,-249.162387511,nan,157,-249.162387511,nan,nan,nan,318.47133758,1,100,50000,nan,23385.9481768,-249.162387511,nan,nan,nan,23385.9481768,0.5,nan,nan,nan,nan,nan
nan,-216.279728519,nan,176,-216.279728519,nan,nan,nan,284.090909091,1,100,50000,nan,22366.8282554,-216.279728519,nan,nan,nan,22366.8282554,0.5,nan,nan,nan,nan,nan
nan,-218.411347945,nan,174,-218.411347945,nan,nan,nan,287.356321839,1,100,50000,nan,25052.9633053,-218.411347945,nan,nan,nan,25052.9633053,0.5,nan,nan,nan,nan,nan
nan,-230.893295714,nan,167,-230.893295714,nan,nan,nan,299.401197605,1,100,50000,nan,24817.476125,-230.893295714,nan,nan,nan,24817.476125,0.5,nan,nan,nan,nan,nan
nan,-244.08564489,nan,155,-244.08564489,nan,nan,nan,322.580645161,1,100,50000,nan,18385.7722496,-244.08564489,nan,nan,nan,18385.7722496,0.5,nan,nan,nan,nan,nan
nan,-244.611645013,nan,159,-244.611645013,nan,nan,nan,314.465408805,1,100,50000,nan,23914.2100793,-244.611645013,nan,nan,nan,23914.2100793,0.5,nan,nan,nan,nan,nan
nan,-306.499100336,nan,129,-306.499100336,nan,nan,nan,387.596899225,1,100,50000,nan,19667.4927656,-306.499100336,nan,nan,nan,19667.4927656,0.5,nan,nan,nan,nan,nan
nan,-249.036117691,nan,155,-249.036117691,nan,nan,nan,322.580645161,1,100,50000,nan,22585.7397338,-249.036117691,nan,nan,nan,22585.7397338,0.5,nan,nan,nan,nan,nan
nan,-223.822404072,nan,174,-223.822404072,nan,nan,nan,287.356321839,1,100,50000,nan,24728.5390089,-223.822404072,nan,nan,nan,24728.5390089,0.5,nan,nan,nan,nan,nan
nan,-266.112802661,nan,142,-266.112802661,nan,nan,nan,352.112676056,1,100,50000,nan,23657.7738295,-266.112802661,nan,nan,nan,23657.7738295,0.5,nan,nan,nan,nan,nan
nan,-204.392634915,nan,185,-204.392634915,nan,nan,nan,270.27027027,1,100,50000,nan,21875.9303529,-204.392634915,nan,nan,nan,21875.9303529,0.5,nan,nan,nan,nan,nan
nan,-219.282780312,nan,167,-219.282780312,nan,nan,nan,299.401197605,1,100,50000,nan,19833.6918932,-219.282780312,nan,nan,nan,19833.6918932,0.5,nan,nan,nan,nan,nan
nan,-210.035321855,nan,176,-210.035321855,nan,nan,nan,284.090909091,1,100,50000,nan,23145.8793598,-210.035321855,nan,nan,nan,23145.8793598,0.5,nan,nan,nan,nan,nan
nan,-187.799444196,nan,206,-187.799444196,nan,nan,nan,242.718446602,1,100,50000,nan,23150.6303433,-187.799444196,nan,nan,nan,23150.6303433,0.5,nan,nan,nan,nan,nan
nan,-285.440951683,nan,134,-285.440951683,nan,nan,nan,373.134328358,1,100,50000,nan,17553.5466548,-285.440951683,nan,nan,nan,17553.5466548,0.5,nan,nan,nan,nan,nan
nan,-216.581843453,nan,174,-216.581843453,nan,nan,nan,287.356321839,1,100,50000,nan,21476.8521653,-216.581843453,nan,nan,nan,21476.8521653,0.5,nan,nan,nan,nan,nan
nan,-263.649840662,nan,150,-263.649840662,nan,nan,nan,333.333333333,1,100,50000,nan,27013.968579,-263.649840662,nan,nan,nan,27013.968579,0.5,nan,nan,nan,nan,nan
nan,-247.917529134,nan,157,-247.917529134,nan,nan,nan,318.47133758,1,100,50000,nan,24219.9733207,-247.917529134,nan,nan,nan,24219.9733207,0.5,nan,nan,nan,nan,nan
nan,-231.392312722,nan,167,-231.392312722,nan,nan,nan,299.401197605,1,100,50000,nan,25815.4783039,-231.392312722,nan,nan,nan,25815.4783039,0.5,nan,nan,nan,nan,nan
nan,-201.320557894,nan,188,-201.320557894,nan,nan,nan,265.957446809,1,100,50000,nan,25112.7699648,-201.320557894,nan,nan,nan,25112.7699648,0.5,nan,nan,nan,nan,nan
nan,-194.415841335,nan,191,-194.415841335,nan,nan,nan,261.780104712,1,100,50000,nan,23913.5421444,-194.415841335,nan,nan,nan,23913.5421444,0.5,nan,nan,nan,nan,nan
nan,-227.408485397,nan,170,-227.408485397,nan,nan,nan,294.117647059,1,100,50000,nan,24354.1959542,-227.408485397,nan,nan,nan,24354.1959542,0.5,nan,nan,nan,nan,nan
nan,-271.681889695,nan,145,-271.681889695,nan,nan,nan,344.827586207,1,100,50000,nan,26157.3895865,-271.681889695,nan,nan,nan,26157.3895865,0.5,nan,nan,nan,nan,nan
nan,-283.09807518,nan,137,-283.09807518,nan,nan,nan,364.96350365,1,100,50000,nan,21687.651504,-283.09807518,nan,nan,nan,21687.651504,0.5,nan,nan,nan,nan,nan
nan,-252.210378786,nan,157,-252.210378786,nan,nan,nan,318.47133758,1,100,50000,nan,24580.4495067,-252.210378786,nan,nan,nan,24580.4495067,0.5,nan,nan,nan,nan,nan
nan,-242.680804669,nan,158,-242.680804669,nan,nan,nan,316.455696203,1,100,50000,nan,23984.9513458,-242.680804669,nan,nan,nan,23984.9513458,0.5,nan,nan,nan,nan,nan
