VarianceInit,MinIW,ReturnStepMax,MinIWNorm,TimeElapsed,LearnableVariance,OptimizationReturnMin,OptimizationReturnMean,ReturnStepMaxmin,EmpiricalD2,ReturnMeanIW,MaxIWNorm,MeanIWNorm,ESSRenyi,OptimizationReturnMax,MeanEntropy,TimestepsSoFar,Bound,InitialReturnMean,StdIW,InitialBound,EpLenMean,InitialReturnMax,InitialReturnMin,ESSClassic,StdIWNorm,MeanIW,EpThisIter,EpisodesSoFar,Iteration,EpRewMean,InitialReturnStd,MaxIW,J_sample_variance
-0.6,0.00018491056,0.27020815,1.8491056e-06,538.6299393177032,,,10.942142,0.03138098,1735.4564,200.54907,12.357724,0.13698779,0.05762173,18.218811,1.6378663,550000,153.69055,15.219657,122.94193,14.094841,500.0,22.496328,4.2775164,1.226323,1.2294194,13.698779,100,1100,11,15.219657426314022,4.0676856,1235.7725,1644140.5
-0.6,4.0920204e-05,0.24530488,4.0920202e-07,605.5535023212433,,,13.497188,0.0669892,806.7329,180.43205,10.633982,0.11588888,0.12395676,20.056585,1.6378663,600000,150.50964,14.510464,105.76349,13.45697,500.0,21.06986,1.0132749,1.1863943,1.0576348,11.588892,100,1200,12,14.510462981756564,3.6047552,1063.3982,2399355.2
-0.6,5.4492957e-05,0.20136721,5.4492955e-07,673.1048798561096,,,8.794306,0.011979595,1296.1145,151.77673,6.2522125,0.07211669,0.077153675,16.97261,1.6378663,650000,109.54201,15.284392,62.448803,14.111257,500.0,23.462698,6.4900866,1.3160418,0.624488,7.2116675,100,1300,13,15.284391171435361,3.2812152,625.22125,889265.7
-0.6,3.539088e-06,0.2803481,3.539088e-08,746.3953351974487,,,11.892887,0.040366605,20676.695,708.9676,33.21258,0.35571095,0.004836363,19.791681,1.6378663,700000,520.55396,18.307266,330.593,16.996965,500.0,26.206062,6.4143806,1.14448,3.3059297,35.571095,100,1400,14,18.307267929658284,3.485363,3321.2583,20504330.0
-0.6,1.7893088e-05,0.2553742,1.7893088e-07,829.3061068058014,,,8.630426,0.0846457,95449.11,1938.674,89.46563,0.89901155,0.0010476788,15.620776,1.6378663,750000,1570.4104,16.849464,890.1314,15.657472,500.0,23.839813,8.219037,1.0097524,8.901314,89.90117,100,1500,15,16.84946357072108,3.3072453,8946.563,143573040.0
-0.6,1.1497524e-07,0.29433018,1.1497524e-09,896.1382043361664,,,9.067094,0.011862129,69257800.0,166108.3,8880.192,88.806564,1.4438807e-06,18.545341,1.6378663,800000,155203.44,16.728653,88356.75,15.418306,500.0,26.2069,7.6615577,1.0001047,883.5675,8880.657,100,1600,16,16.72865169042763,3.623145,888019.25,966335700000.0
-0.6,4.0874434e-06,0.22956312,4.0874433e-08,961.9533159732819,,,10.088503,0.046025664,57074.04,4207.699,163.74097,1.6431067,0.0017521101,17.103012,1.6378663,850000,3876.5818,20.705463,1629.1472,19.319464,500.0,27.719973,10.61696,1.0069675,16.291471,164.31068,100,1700,17,20.705462282718603,3.8356342,16374.098,605746700.0
-0.6,0.00011554491,0.2602257,1.1554491e-06,1024.1767983436584,,,6.260454,0.040010273,343.55972,140.49138,4.206838,0.0486529,0.29107022,13.272753,1.6378663,900000,112.94481,22.710964,41.821373,21.2248,500.0,29.72326,16.450508,1.3353117,0.4182137,4.8652897,100,1800,18,22.710962225827593,3.1427233,420.68384,317858.3
-0.6,1.172998e-06,0.26918226,1.17299805e-08,1098.3375627994537,,,8.730082,0.0325011,16695.717,515.4629,17.19917,0.17694278,0.00598956,17.016834,1.6378663,950000,303.5601,24.51252,171.09366,22.872553,500.0,32.79927,15.782436,1.0582238,1.7109365,17.694279,100,1900,19,24.512517200504877,3.3477364,1719.917,5467932.0
-0.6,1.5138369e-07,0.21046688,1.5138368e-09,1178.8488094806671,,,13.327655,0.0422204,1531469.0,6658.805,244.67818,2.4611979,6.529679e-05,20.166208,1.6378663,1000000,4546.0312,27.306587,2434.3843,25.59933,500.0,34.14514,13.978933,1.0118078,24.343853,246.11981,100,2000,20,27.30658831801579,3.5377681,24467.818,1033327550.0
-0.6,0.0003415213,0.27031592,3.415213e-06,1263.8176672458649,,,8.487484,0.004065454,1461.5247,243.3991,7.201189,0.07699621,0.0684217,20.410517,1.6378663,1050000,168.36142,27.332993,71.61813,25.37019,500.0,39.256023,18.845507,1.1426195,0.71618134,7.69962,100,2100,21,27.332990763180142,3.807931,720.1189,904687.25
-0.6,4.093117e-07,0.25257608,4.093117e-09,1329.2022452354431,,,13.439018,0.023868069,1070394.9,141071.56,4107.967,41.091606,9.342346e-05,22.759003,1.6378663,1100000,139135.81,28.100193,40873.64,26.229183,500.0,37.420177,14.661175,1.0005815,408.73636,4109.161,100,2200,22,28.100192702443657,4.212364,410796.7,656611930000.0
-0.6,0.00041625637,0.2570673,4.1625635e-06,1397.2545711994171,,,17.408346,0.054809302,219.2795,130.79109,2.9724116,0.04561847,0.45603898,24.075886,1.6378663,1150000,103.60337,30.052551,30.699423,28.216545,500.0,36.720093,12.644206,2.1604073,0.30699423,4.5618477,100,2300,23,30.052550527012585,4.213384,297.24118,376520.84
-0.6,0.00039413836,0.3076845,3.9413835e-06,1464.3253870010376,,,13.890642,0.039548308,782.04584,273.61203,9.17073,0.1177828,0.12786974,21.712124,1.6378663,1200000,222.52116,28.717562,92.533005,26.890608,500.0,36.53904,14.826917,1.5943744,0.92533004,11.77828,100,2400,24,28.717560448539942,4.119445,917.07294,537818.1
-0.6,0.0018985751,0.24646527,1.8985751e-05,1534.671730041504,,,7.694384,0.003431201,34.106186,58.88943,0.9212005,0.021663353,2.9320195,15.376606,1.6378663,1250000,48.766468,26.985159,9.407201,25.25179,500.0,34.66738,19.290775,5.03604,0.094072014,2.166335,100,2500,25,26.985158812459446,3.5345943,92.120056,16516.217
-0.6,4.2737938e-10,0.27827588,4.2737936e-12,1605.0282037258148,,,11.749343,0.06489235,35968676.0,58940.55,1921.7919,19.21939,2.7801968e-06,22.655338,1.6378663,1300000,48109.18,25.214296,19121.572,23.408281,500.0,36.120293,13.464954,1.0001533,191.21573,1921.9392,100,2600,26,25.214296875880656,3.9247587,192179.19,109969730000.0
-0.6,1.8119084e-05,0.2479527,1.8119084e-07,1679.425640821457,,,9.35825,0.0033326894,9655.169,771.71515,21.6425,0.280361,0.010357146,19.369894,1.6378663,1350000,590.05334,26.963825,222.78453,25.11505,500.0,36.975468,17.605574,1.5589819,2.2278454,28.036097,100,2700,27,26.96382335682135,3.6978257,2164.25,5094495.0
-0.6,6.2514385e-07,0.23650147,6.2514385e-09,1763.1484344005585,,,10.721571,0.020214766,72115.91,5158.5635,158.02463,1.5942906,0.0013866567,21.35656,1.6378663,1400000,4645.8154,27.552254,1572.2086,25.64289,500.0,38.187244,16.830685,1.0178213,15.722088,159.42905,100,2800,28,27.55225453263388,4.0680814,15802.463,611793860.0
-0.6,0.00026598136,0.3045059,2.6598136e-06,1837.5700635910034,,,14.810293,0.09306562,161.83704,142.2558,2.7084875,0.046020463,0.61790556,23.894955,1.6378663,1450000,118.39516,28.4276,27.785963,26.551989,500.0,37.51226,13.617307,2.669918,0.27785963,4.6020455,100,2900,29,28.42759973056793,4.542122,270.84875,241935.78
-0.6,0.00012777538,0.29158473,1.2777538e-06,1923.8263761997223,,,10.577025,0.059663177,1217.9324,355.46686,7.970856,0.094134256,0.08210637,21.779985,1.6378663,1500000,285.79407,28.725422,79.31467,26.729002,500.0,39.928383,18.148397,1.389036,0.79314667,9.413425,100,3000,30,28.725423108445703,4.655095,797.08563,2754383.8
-0.6,5.04491e-07,0.24850836,5.0449103e-09,2006.626565694809,,,12.492053,0.013615727,223219.92,5674.9937,150.10663,1.5024803,0.00044798868,23.022575,1.6378663,1550000,4673.7363,31.854189,1493.5278,29.734953,500.0,42.384712,19.362137,1.0018846,14.935279,150.248,100,3100,31,31.854189660013613,4.514464,15010.663,772656060.0
-0.6,3.0732915e-06,0.29153964,3.0732913e-08,2085.4797337055206,,,17.409748,0.0006454587,27499.477,1873.7437,40.15604,0.4135566,0.0036364328,29.19485,1.6378663,1600000,1477.1077,36.05144,399.55875,33.65962,500.0,47.836548,18.641697,1.0599383,3.9955878,41.355656,100,3200,32,36.051444273625556,5.067782,4015.6042,116534616.0
-0.6,2.2186496e-06,0.29280728,2.2186494e-08,2169.2714009284973,,,17.624537,0.038539708,140046.4,3723.082,104.00915,1.0795333,0.00071404903,25.53429,1.6378663,1650000,2845.1062,39.012253,1035.1484,36.666153,500.0,46.922005,21.387714,1.0758932,10.351482,107.95335,100,3300,33,39.01225121387466,5.0210876,10400.915,181235980.0
-0.6,1.3047452e-05,0.27167207,1.3047452e-07,2244.4946796894073,,,16.71036,0.039967015,7412.1187,3566.277,77.52765,0.7866453,0.013491419,26.890282,1.6378663,1700000,3358.8464,38.00728,771.3283,35.597916,500.0,48.1872,21.296917,1.0294031,7.713283,78.66452,100,3400,34,38.00727668714093,4.344574,7752.765,352333380.0
-0.6,1.0336376e-05,0.3158944,1.0336376e-07,2322.8317930698395,,,20.573906,0.071909174,10744.273,1137.6545,25.14946,0.29113153,0.009307284,33.5001,1.6378663,1750000,877.7014,37.23139,251.54532,34.723515,500.0,50.15758,16.657484,1.3218048,2.5154529,29.113153,100,3500,35,37.23139149402494,5.914022,2514.946,32726504.0
-0.6,0.00063296576,0.28334334,6.3296575e-06,2414.930529356003,,,21.466633,0.023918748,76.88759,114.153465,1.0773475,0.028053857,1.3006,31.73873,1.6378663,1800000,93.20672,37.504864,12.081285,35.116013,500.0,47.776955,16.038225,5.1162386,0.120812856,2.805386,100,3600,36,37.50486078630371,6.408054,107.73476,128664.7
-0.6,0.00017094404,0.2380591,1.7094403e-06,2503.387866258621,,,20.316687,0.03533396,3101.191,627.2381,14.513059,0.15760405,0.032245677,31.307034,1.6378663,1850000,488.93274,38.680862,144.42458,36.197304,500.0,49.671207,18.364174,1.1768241,1.4442457,15.7604065,100,3700,37,38.68086125476271,6.4488654,1451.3059,9705490.0
-0.6,1.4584948e-06,0.2635033,1.45849475e-08,2578.5420320034027,,,20.795593,0.03778343,172512.4,4677.3213,121.40898,1.2209008,0.00057966844,30.898787,1.6378663,1900000,3641.2136,39.788097,1207.9392,37.29353,500.0,49.89129,18.992502,1.0112454,12.079392,122.09009,100,3800,38,39.7880951374781,6.2258286,12140.898,555788000.0
-0.6,2.87774e-05,0.27845776,2.87774e-07,2646.6888823509216,,,18.991158,0.07191673,9947.407,2490.6309,57.402176,0.5841129,0.010052871,32.50424,1.6378663,1950000,2235.3005,37.687798,571.07245,35.12775,500.0,51.20088,18.69664,1.0353595,5.710724,58.411285,100,3900,39,37.68779764395234,5.929784,5740.218,190026860.0
-0.6,1.7242332e-06,0.21653302,1.7242332e-08,2726.534586429596,,,29.54977,0.043564364,270210.3,9705.503,186.35875,1.8698249,0.0003700821,42.6894,1.6378663,2000000,8355.49,38.802174,1854.1848,36.205086,500.0,51.941807,9.252408,1.0067037,18.541847,186.9825,100,4000,40,38.80217673356649,6.804529,18635.875,6331774000.0
-0.6,1.1976121e-05,0.23031487,1.1976121e-07,2813.1256141662598,,,17.420038,0.021491975,24694.086,3364.0547,63.23725,0.63663626,0.0040495526,30.020817,1.6378663,2050000,2948.45,40.294136,629.16205,37.64939,500.0,52.894917,22.8741,1.013523,6.2916207,63.663628,100,4100,41,40.29413827678542,6.1292768,6323.725,362512700.0
-0.6,0.00020057998,0.28764454,2.0057996e-06,2897.134713411331,,,17.607912,0.057137758,1274.0966,409.7602,3.9405217,0.08656142,0.07848699,31.132988,1.6378663,2100000,302.60577,46.514683,52.732857,43.51269,500.0,60.03976,28.906773,2.6238496,0.5273285,8.656143,100,4200,42,46.514683304788335,5.979523,394.0522,1030355.4
-0.6,4.4976608e-07,0.30162323,4.4976605e-09,2965.5789091587067,,,16.530184,0.08390707,88626.47,2465.777,53.854824,0.54709524,0.0011283311,28.631235,1.6378663,2150000,1579.1077,47.466534,535.7868,44.48815,500.0,59.56758,30.936346,1.0318991,5.3578677,54.709526,100,4300,43,47.46652882184948,6.0425663,5385.4824,61697588.0
-0.6,5.9686045e-06,0.23009041,5.9686045e-08,3047.3912868499756,,,26.371494,0.018452793,174272.2,6515.7217,129.64792,1.3093914,0.00057381496,39.39878,1.6378663,2200000,5270.6387,46.623245,1289.8698,43.64072,500.0,59.65053,20.25175,1.0199876,12.898699,130.93915,100,4400,44,46.6232468503787,6.5499516,12964.792,1473283200.0
-0.6,0.00016819993,0.25687003,1.6819993e-06,3113.946652173996,,,15.997039,0.06897876,748.23303,339.8976,7.099182,0.07476931,0.1336482,27.64409,1.6378663,2250000,259.24164,47.325264,70.60333,44.376648,500.0,58.972317,31.328226,1.1090544,0.70603335,7.476931,100,4500,45,47.325264939100144,6.1713142,709.9182,1044517.3
-0.6,5.1655963e-05,0.26732785,5.165596e-07,3185.6363291740417,,,24.625376,0.06707668,9338.485,1311.9114,25.235386,0.2641216,0.010708375,35.719467,1.6378663,2300000,1029.9298,47.265522,251.05363,44.34754,500.0,58.35962,22.64015,1.0946982,2.5105362,26.41216,100,4600,46,47.26552371272373,6.7427297,2523.5386,48531460.0
-0.6,0.0022763105,0.34152976,2.2763104e-05,3261.1756160259247,,,17.250195,0.17349528,165.2192,204.03497,2.9825914,0.041064173,0.60525656,28.949856,1.6378663,2350000,167.23157,45.56513,29.996927,42.701893,500.0,57.26479,28.314934,1.8395398,0.29996926,4.106417,100,4700,47,45.5651299160414,5.888889,298.25916,485973.4
-0.6,3.2965788e-06,0.31139722,3.2965787e-08,3345.144103050232,,,24.197407,0.07446641,32051.768,2922.6208,71.038414,0.7146363,0.0031199527,36.378,1.6378663,2400000,2426.264,43.268967,706.7836,40.49649,500.0,55.449554,19.071558,1.0119987,7.067836,71.463646,100,4800,48,43.26896506403299,6.29933,7103.842,242243660.0
-0.6,3.9723036e-05,0.24771594,3.9723034e-07,3430.6541163921356,,,15.5997095,0.03830655,1106.1627,306.50568,5.5961475,0.06117929,0.09040261,26.681192,1.6378663,2450000,219.70912,41.11281,55.644154,38.50309,500.0,52.194286,25.513094,1.1944046,0.5564415,6.117929,100,4900,49,41.11280375302148,5.433692,559.61475,2023277.1
-0.6,0.00021069392,0.2212642,2.106939e-06,3509.850996017456,,,12.383258,0.016984731,300.6795,178.62227,1.996724,0.041986685,0.33258003,23.813282,1.6378663,2500000,130.76712,43.765873,22.977234,41.006077,500.0,55.1959,31.382618,3.2311938,0.22977236,4.1986685,100,5000,50,43.765875447564696,4.8008394,199.67241,85741.164
-0.6,5.5680088e-05,0.22886062,5.5680084e-07,3602.29070019722,,,12.385105,0.023218244,3280.665,963.1937,19.11727,0.19700168,0.030481625,25.251915,1.6378663,2550000,794.8363,45.920204,190.16463,42.98085,500.0,58.78701,33.535095,1.061804,1.9016461,19.70017,100,5100,51,45.92020134364503,5.1613383,1911.727,9038546.0
-0.6,7.5304088e-06,0.25891352,7.530409e-08,3668.8738925457,,,17.560125,0.002782017,128940.8,17242.74,356.72922,3.5781558,0.00077554974,27.115019,1.6378663,2600000,16229.074,46.903664,3549.314,44.080734,500.0,56.45856,29.343542,1.0060931,35.49314,357.81558,100,5200,52,46.90366657202556,5.4681764,35672.92,4628950500.0
-0.6,2.7672406e-06,0.20551917,2.7672405e-08,3749.27743768692,,,12.197177,0.020419136,15577.402,1230.7673,20.627344,0.21143264,0.0064195557,22.429977,1.6378663,2650000,865.14844,48.355522,205.2026,45.42611,500.0,58.588326,36.158348,1.0504901,2.0520263,21.143265,100,5300,53,48.355525003455305,5.005152,2062.7344,21594578.0
-0.6,8.1683254e-05,0.33129072,8.1683254e-07,3816.967067718506,,,14.348933,0.033737898,3253.6504,739.03406,10.792711,0.12437241,0.03073471,28.109543,1.6378663,2700000,557.55225,49.8717,107.48558,46.690083,500.0,63.63231,35.522766,1.321209,1.0748559,12.4372425,100,5400,54,49.871698731792165,6.110765,1079.2711,7838212.0
-0.6,5.4998626e-08,0.2553288,5.499862e-10,3889.60587143898,,,19.77363,0.06340116,1959645.5,31705.352,566.91486,5.682831,5.1029638e-05,32.105923,1.6378663,2750000,27218.154,51.77633,5640.6074,48.5709,500.0,64.10862,32.002697,1.0048285,56.406067,568.28314,100,5500,55,51.77632758441577,6.313311,56691.484,18538308000.0
-0.6,6.239455e-07,0.22242235,6.2394547e-09,3977.4304943084717,,,19.267353,0.01817137,91813.58,3564.4314,65.21855,0.6621066,0.0010891635,32.98237,1.6378663,2800000,2533.9612,54.301117,648.852,50.90031,500.0,68.016136,35.033768,1.0305421,6.488519,66.210655,100,5600,56,54.301120944458106,6.4223957,6521.8555,156047540.0
-0.6,5.6578123e-05,0.2586974,5.657812e-07,4060.4386615753174,,,17.875158,0.04782693,444.7471,392.13,5.034045,0.06314246,0.22484688,27.948105,1.6378663,2850000,322.25317,56.19548,50.10545,52.882057,500.0,66.268425,38.32032,1.5632572,0.5010545,6.3142467,100,5700,57,56.195478798644096,5.344046,503.4045,1635587.8
-0.6,2.8184511e-05,0.2899113,2.818451e-07,4146.303427696228,,,12.976977,0.03400758,10001.488,923.4257,14.059177,0.14638154,0.0099985115,26.027836,1.6378663,2900000,573.4888,56.931324,139.8455,53.432213,500.0,69.982185,43.95435,1.0837845,1.3984553,14.638153,100,5800,58,56.93132666063177,5.289343,1405.9177,7769066.5
-0.6,0.00014157966,0.28472114,1.4157965e-06,4215.64325428009,,,11.791615,0.05214694,842.83813,446.46576,6.4305077,0.0683787,0.11864674,21.44532,1.6378663,2950000,347.8772,58.264217,63.95113,54.868317,500.0,67.91792,46.472603,1.1303377,0.6395112,6.837869,100,5900,59,58.26421847037919,4.6684537,643.0508,1620363.6
-0.6,1.5657226e-05,0.33610386,1.5657226e-07,4280.663116455078,,,14.240656,0.079499006,5243.524,687.93677,10.842333,0.1139359,0.019071143,23.00616,1.6378663,3000000,443.29773,58.80298,107.83471,55.424545,500.0,67.56848,44.56232,1.1040348,1.0783471,11.39359,100,6000,60,58.80297479686689,4.499435,1084.2333,3213184.8
-0.6,3.4228968e-05,0.31238556,3.4228967e-07,4364.74652838707,,,14.711309,0.0017135441,646.2509,259.27927,3.601094,0.042797443,0.15473866,25.703175,1.6378663,3050000,171.63489,57.96118,35.847473,54.51353,500.0,68.95305,43.249874,1.40531,0.35847473,4.279745,100,6100,61,57.96118342825723,5.2300773,360.1094,410962.78
-0.6,1.5786318e-05,0.21186022,1.5786317e-07,4448.979010105133,,,16.079191,0.005383417,1140.1401,740.63855,10.916657,0.11907361,0.08770852,26.784477,1.6378663,3100000,621.8103,59.678158,108.582245,56.158993,500.0,70.38345,43.598976,1.1882882,1.0858225,11.907361,100,6200,62,59.678166229841956,4.695427,1091.6658,4506013.0
-0.6,1.5395068e-06,0.20898288,1.5395068e-08,4531.623494148254,,,12.805044,0.010688007,1009322.75,7533.608,123.811226,1.2399409,9.907634e-05,21.800335,1.6378663,3150000,4136.4287,58.633774,1231.8882,55.25232,500.0,67.62907,45.82873,1.0029557,12.318878,123.994095,100,6300,63,58.63377514615954,4.5291443,12381.123,374575550.0
-0.6,5.3071363e-07,0.22309555,5.307136e-09,4611.895345449448,,,14.142657,0.0077808946,31096.957,4146.59,71.1431,0.7421256,0.0032157488,24.339695,1.6378663,3200000,3562.6467,56.03095,707.9446,52.71955,500.0,66.22799,41.888294,1.0869513,7.079445,74.21257,100,6400,64,56.030951313059376,4.4906197,7114.31,107968160.0
-0.6,2.7123383e-06,0.2312328,2.7123383e-08,4687.866914272308,,,13.566831,0.011665285,35303.086,3239.7803,34.627567,0.6365507,0.0028326137,25.93848,1.6378663,3250000,2603.3052,55.377686,396.18085,51.990223,500.0,67.74934,41.810856,2.516575,3.9618082,63.655075,100,6500,65,55.37768754575847,5.0584826,3462.7568,21086196.0
-0.6,2.6733262e-05,0.38687605,2.673326e-07,4759.763927698135,,,12.186558,0.14002468,2698.5645,1344.9812,22.201687,0.22472757,0.03705674,22.690414,1.6378663,3300000,1179.8005,53.091114,220.87758,49.911358,500.0,63.594967,40.904552,1.0245593,2.2087758,22.472761,100,6600,66,53.09110937709788,5.0117636,2220.1687,18662430.0
-0.6,3.4340624e-07,0.281241,3.4340624e-09,4835.74249958992,,,9.41569,0.06711954,424327.72,7396.703,140.85085,1.4097272,0.0002356669,20.186485,1.6378663,3350000,5337.117,52.464455,1401.436,49.30268,500.0,63.23524,43.048756,1.0017315,14.01436,140.97273,100,6700,67,52.46444624193022,4.4490433,14085.085,213275140.0
-0.6,1.0656623e-06,0.24554034,1.0656623e-08,4912.0808753967285,,,12.069066,0.0457495,42335.98,1533.8389,33.184185,0.3362093,0.002362057,19.647346,1.6378663,3400000,955.98694,48.590084,330.13828,45.781662,500.0,56.16836,36.521015,1.0264711,3.3013828,33.620926,100,6800,68,48.59008181045283,4.5173597,3318.4185,10610855.0
-0.6,1.1199151e-07,0.23292634,1.119915e-09,4990.861655712128,,,14.78584,0.011505708,140205.84,4666.3774,82.27793,0.827582,0.00071323704,25.950302,1.6378663,3450000,3539.5684,49.021786,818.6095,46.01247,500.0,60.18625,34.235947,1.0117023,8.186094,82.758224,100,6900,69,49.02178647546869,4.857928,8227.793,341106430.0
-0.6,0.0001558455,0.28500625,1.558455e-06,5066.641102552414,,,17.016575,0.043329895,1227.1504,633.1855,10.130231,0.110323474,0.08148961,31.614918,1.6378663,3500000,517.493,51.453712,100.78801,48.151108,500.0,66.052055,34.437138,1.1839825,1.0078802,11.032346,100,7000,70,51.45371278583969,5.25979,1013.02313,5735804.0
-0.6,4.9510098e-05,0.2532911,4.9510095e-07,5144.412145614624,,,12.197505,0.04353422,11984.19,2012.4049,41.04035,0.4127974,0.008344327,20.579945,1.6378663,3550000,1668.668,54.41644,408.3229,51.276493,500.0,62.798878,42.218933,1.0116967,4.083229,41.27974,100,7100,71,54.416438110215076,4.5176063,4104.035,10215757.0
-0.6,1.8021141e-06,0.2339973,1.802114e-08,5214.967468738556,,,13.227935,0.039420664,59897.484,2391.72,50.48757,0.5084826,0.0016695192,22.820656,1.6378663,3600000,1626.016,52.980225,502.31046,49.851585,500.0,62.57295,39.752293,1.0143322,5.023104,50.848263,100,7200,72,52.98022714826919,4.5478396,5048.7573,17567018.0
-0.6,1.8620102e-07,0.24966444,1.8620102e-09,5281.3218314647675,,,13.791124,0.043927774,4809932.0,85641.22,1530.4015,15.311058,2.0790314e-05,24.273888,1.6378663,3650000,78492.81,54.705578,15227.233,51.446156,500.0,65.18834,40.91445,1.0009208,152.27232,1531.106,100,7300,73,54.70557588196345,5.017278,153040.16,56804344000.0
-0.6,0.00012397779,0.27742252,1.2397779e-06,5363.631282567978,,,17.754776,0.09042576,5061.828,798.22485,12.629497,0.14462936,0.019755708,26.797707,1.6378663,3700000,582.5818,51.576492,125.81732,48.545517,500.0,60.619423,33.821716,1.3041604,1.2581731,14.462935,100,7400,74,51.57649176508524,4.6286473,1262.9497,8105705.5
-0.6,6.586967e-05,0.23507015,6.586967e-07,5450.71141910553,,,24.426807,0.03782329,719.9946,327.7947,5.5698423,0.066859916,0.13888992,34.186153,1.6378663,3750000,243.84291,52.814857,55.49614,49.68615,500.0,62.574207,28.388054,1.4306972,0.5549614,6.6859913,100,7500,75,52.814859653557505,5.3964887,556.98425,1298778.6
-0.6,1.9766858e-05,0.257671,1.9766857e-07,5527.615406751633,,,14.919267,0.035529047,1372.82,426.37823,4.46191,0.079269424,0.07284276,24.099651,1.6378663,3800000,310.29028,53.4825,47.03497,50.349358,500.0,62.662888,38.563236,2.7618887,0.47034967,7.9269423,100,7600,76,53.48250303782339,5.0035615,446.19098,595361.2
