EpisodesSoFar,EpLenMean,InitialReturnMean,ReturnMeanIW,MeanEntropy,StdIWNorm,MeanIW,VarianceInit,MinIWNorm,J_sample_variance,MeanIWNorm,Bound,ReturnStepMaxmin,OptimizationReturnMean,TimeElapsed,LearnableVariance,EpRewMean,ESSRenyi,InitialReturnStd,ReturnStepMax,Iteration,MaxIWNorm,StdIW,MaxIW,TimestepsSoFar,EpThisIter,InitialReturnMax,EmpiricalD2,ESSClassic,InitialReturnMin,MinIW,InitialBound,OptimizationReturnMax,OptimizationReturnMin
2100,500.0,20.528065,932.12744,1.6378663,4.404365,44.74683,-0.6,6.051644e-08,29953070.0,0.4474683,685.26636,0.015756577,11.993673,1633.1459469795227,,20.528064679144546,0.0038468023,4.508594,0.26410753,21,44.270077,440.4365,4427.008,1050000,100,30.621935,25995.617,1.0216405,8.534391,6.051644e-06,18.996967,22.087543,
2200,500.0,18.870087,3579.2703,1.6378663,21.121681,212.56596,-0.6,7.823499e-09,424791550.0,2.1256597,2811.9727,0.12456156,11.714214,1696.1334981918335,,18.870085680398923,0.00031763036,3.9904861,0.29048088,22,212.28369,2112.168,21228.37,1100000,100,27.349848,314831.38,1.0026609,7.1558714,7.8234996e-07,17.502594,20.193977,
2300,500.0,21.561775,62.45571,1.6378663,0.20073812,3.1405118,-0.6,4.9613277e-07,32357.148,0.03140512,47.061485,0.05884573,11.050364,1763.4058425426483,,21.561774918433457,1.1509869,4.2660794,0.2662757,23,2.0154903,20.073814,201.54903,1150000,100,33.031097,86.881966,2.3891273,10.511411,4.9613278e-05,19.910221,22.519688,
2400,500.0,21.17545,80.3612,1.6378663,0.19368619,3.5849667,-0.6,7.944971e-06,82819.5,0.035849664,64.5368,0.06393835,12.874848,1833.1728143692017,,21.17545017013872,0.8516069,3.794984,0.22875111,24,1.7642812,19.36862,176.42812,1200000,100,29.206324,117.42507,3.3124068,8.300602,0.00079449714,19.715134,20.905722,
2500,500.0,20.629044,399.99033,1.6378663,1.7450901,18.904282,-0.6,1.8705293e-08,3869873.8,0.18904282,219.00423,0.017227903,10.678226,1895.1333787441254,,20.629044300577807,0.009235944,4.203219,0.24388331,25,17.530365,174.50903,1753.0366,1250000,100,34.78691,10827.264,1.1598926,9.950818,1.8705293e-06,18.8897,24.836094,
2600,500.0,20.533169,91.49326,1.6378663,0.19072609,3.3139307,-0.6,1.0753878e-06,179999.39,0.033139303,63.1557,0.11717537,13.113894,1961.549774646759,,20.53316798848779,0.29802465,4.2631865,0.26514706,26,1.6777029,19.072609,167.7703,1300000,100,30.939877,335.5427,2.93055,7.419274,0.00010753878,18.986174,23.520603,
2700,500.0,24.78437,2054.5344,1.6378663,8.064947,81.15981,-0.6,3.1970966e-09,94179430.0,0.81159806,1517.494,0.06981604,11.369116,2032.950926065445,,24.784369714603585,0.0010994818,4.767266,0.30229288,27,81.05681,806.4948,8105.6807,1350000,100,35.614838,90951.94,1.0025429,13.415254,3.1970967e-07,23.003628,22.199585,
2800,500.0,26.075699,153.58421,1.6378663,0.36343035,5.01551,-0.6,1.397447e-06,338537.28,0.0501551,115.444016,0.035433188,10.092745,2127.3828127384186,,26.07569671759693,0.21907651,4.4573026,0.22247106,28,3.6406994,36.343037,364.06995,1400000,100,35.703503,456.46152,1.8689362,15.982952,0.0001397447,24.290522,19.72055,
2900,500.0,27.495155,36012.78,1.6378663,105.77141,1063.1078,-0.6,1.996018e-10,35334517000.0,10.631077,29275.766,0.023102924,11.226763,2210.029304265976,,27.495153070046257,8.209183e-06,4.272317,0.21478806,29,1063.0435,10577.145,106304.34,1450000,100,38.605354,12181480.0,1.0001211,16.26839,1.996018e-08,25.564886,22.336964,
3000,500.0,28.603636,454.92065,1.6378663,1.266825,14.328645,-0.6,4.3265715e-07,3356794.2,0.14328642,326.05823,0.003510505,10.8956175,2278.1726083755493,,28.60363672318459,0.024689132,4.651777,0.23287311,30,12.728315,126.682495,1272.8315,1500000,100,40.495735,4050.3652,1.263154,17.70802,4.3265714e-05,26.57885,22.787716,
3100,500.0,29.164047,43938.246,1.6378663,138.02289,1387.2561,-0.6,2.0462579e-10,55280513000.0,13.872561,26263.97,0.050003275,14.375274,2363.0633199214935,,29.164048232804245,1.3390752e-06,5.591941,0.28884178,31,1387.1827,13802.29,138718.28,1550000,100,40.904785,74678410.0,1.0001056,14.7887745,2.046258e-08,27.118809,26.11601,
3200,500.0,30.407715,4627.608,1.6378663,11.8002405,119.60055,-0.6,1.3968733e-09,729180300.0,1.1960053,3967.1367,0.017751098,14.396972,2452.3916697502136,,30.407715321606545,0.0010349493,5.247086,0.26710248,32,118.60355,1180.024,11860.355,1600000,100,42.495537,96623.09,1.0168246,16.010744,1.3968733e-07,28.282938,26.484793,
3300,500.0,33.076286,115.72035,1.6378663,0.120308734,3.392026,-0.6,1.6451502e-05,68269.875,0.033920266,100.774475,0.13703825,18.631176,2527.5154712200165,,33.07628616050914,2.0574174,5.0427065,0.36237028,33,0.96372837,12.030874,96.37284,1650000,100,42.87584,48.604626,7.3638434,14.44511,0.0016451502,30.932491,28.430729,
3400,500.0,32.073814,603.2076,1.6378663,1.0493988,16.516537,-0.6,2.1245609e-07,4134040.5,0.16516536,471.2815,0.08633646,13.826761,2613.228837251663,,32.07381701534548,0.025271984,4.993074,0.29954806,34,8.695243,104.93988,869.5243,1700000,100,41.945015,3956.951,2.4172952,18.247055,2.1245609e-05,29.976564,23.69796,
3500,500.0,32.977844,5832.118,1.6378663,19.275036,193.94672,-0.6,2.7053193e-10,623866500.0,1.9394673,4668.88,0.0745292,15.685375,2672.0219871997833,,32.97784434001935,0.00032066926,4.3275576,0.26801977,35,193.72366,1927.5038,19372.367,1750000,100,41.66077,311847.78,1.002304,17.292469,2.7053193e-08,30.894806,24.368301,
3600,500.0,32.709644,1463.1975,1.6378663,3.9182947,40.621655,-0.6,2.147663e-08,39063296.0,0.4062165,738.89136,0.03558354,12.314328,2748.623908996582,,32.709642436228364,0.00081303576,4.4019895,0.25136554,36,39.387352,391.82947,3938.7354,1800000,100,41.305416,122995.82,1.0633547,20.395313,2.147663e-06,30.64437,20.910103,
3700,500.0,32.976658,12179.879,1.6378663,32.731903,329.2815,-0.6,7.5228215e-08,5509198300.0,3.2928143,11118.155,0.055152446,18.502197,2827.626213788986,,32.976657082637146,0.00040642888,5.234224,0.2812743,37,328.97113,3273.1904,32897.113,1850000,100,42.808853,246045.52,1.0018877,14.474461,7.5228218e-06,30.836212,28.334393,
3800,500.0,35.126663,880844.25,1.6378663,2605.1711,26182.988,-0.6,5.0005874e-11,7962511000000.0,261.82986,761688.44,0.06849475,12.008581,2914.664918422699,,35.126663600290456,3.7570835e-08,4.313277,0.27456063,38,26182.957,260517.17,2618295.8,1900000,100,46.192417,2661639000.0,1.0000023,23.118082,5.0005875e-09,32.817043,23.074335,
3900,500.0,35.616543,620.78094,1.6378663,1.2972672,15.429657,-0.6,7.930557e-08,5576275.5,0.15429658,373.64648,0.02114126,12.780714,3003.6605911254883,,35.61654293959616,0.00906786,4.708372,0.24389024,39,12.988435,129.72672,1298.8435,1950000,100,47.06691,11027.96,1.3949318,22.835829,7.930557e-06,33.2632,24.231081,
4000,500.0,37.129276,408.4665,1.6378663,0.8232946,9.318229,-0.6,1.4342489e-06,3140359.5,0.09318229,297.47153,0.06524953,14.023538,3091.644476890564,,37.129273357724,0.048699956,4.886191,0.29697838,40,8.270889,82.32945,827.0889,2000000,100,48.988884,2053.39,1.2648184,23.105736,0.0001434249,34.67983,25.883148,
4100,500.0,36.79988,1680.223,1.6378663,4.5312943,46.1405,-0.6,4.6815643e-08,53745270.0,0.46140492,1378.6888,0.056347296,16.328411,3179.6122591495514,,36.799877703090736,0.005962327,5.187654,0.2682251,41,45.54704,453.12946,4554.704,2050000,100,46.56659,16771.975,1.0262189,20.471466,4.6815644e-06,34.471546,26.095123,
4200,500.0,35.18538,1802.6897,1.6378663,5.8534493,59.04756,-0.6,7.171621e-08,43536810.0,0.59047574,1381.3307,0.043716967,15.723505,3253.2291646003723,,35.18538219498658,0.0027989864,4.5808744,0.26440325,42,58.8315,585.3451,5883.1504,2100000,100,44.584377,35727.22,1.0073562,19.461878,7.171621e-06,32.956165,25.1225,
4300,500.0,32.557064,10333.545,1.6378663,25.406502,256.41824,-0.6,3.9873047e-10,3163784700.0,2.5641825,8786.403,0.08799368,14.178384,3336.3147988319397,,32.557065479674826,0.00018848234,4.6798954,0.28483674,43,255.35484,2540.6497,25535.484,2150000,100,42.481064,530553.7,1.0083395,18.378681,3.9873047e-08,30.43301,24.102383,
4400,500.0,33.328915,557.52655,1.6378663,1.297585,15.002202,-0.6,1.0651335e-07,3694542.8,0.15002201,356.71127,0.12065679,10.47887,3415.6892082691193,,33.32891473588922,0.012540354,4.978163,0.34913364,44,12.966825,129.75851,1296.6825,2200000,100,44.976086,7974.2563,1.3190811,22.850044,1.0651335e-05,31.08011,22.126041,
4500,500.0,36.17602,4061.921,1.6378663,10.974556,110.54537,-0.6,2.2326017e-09,286172700.0,1.1054536,2409.0618,0.09390554,14.601375,3495.7014865875244,,36.176020535013734,0.00020220004,4.4662614,0.2774896,45,110.30087,1097.4558,11030.088,2250000,100,47.00634,494559.75,1.0044373,21.574646,2.2326017e-07,33.825706,25.431694,
4600,500.0,35.371307,1118.3578,1.6378663,2.5304925,26.097864,-0.6,3.6671156e-07,35409816.0,0.2609786,1023.77,0.021652386,15.604489,3581.5776019096375,,35.37131041232436,0.05378607,4.410707,0.21900454,46,25.438198,253.04926,2543.8198,2300000,100,43.873264,1859.2175,1.052458,19.76682,3.6671157e-05,33.177647,24.106443,
4700,500.0,35.94852,489.25537,1.6378663,0.82813007,12.0302725,-0.6,1.2210425e-06,4528696.5,0.12030274,351.2677,0.08500293,21.701258,3661.2013866901398,,35.94851864622531,0.030546907,5.0457163,0.3166245,47,7.704315,82.812996,770.4315,2350000,100,48.234074,3273.6538,2.066732,14.247263,0.00012210425,33.536816,33.98681,
4800,500.0,37.378433,137007.4,1.6378663,394.81808,3968.1448,-0.6,4.2723475e-10,343394800000.0,39.681446,115167.88,0.07456307,17.483446,3744.276323080063,,37.3784337692519,1.0820946e-06,4.793534,0.2662581,48,3968.0718,39481.805,396807.2,2400000,100,45.4366,92413360.0,1.0000367,19.894989,4.2723475e-08,35.106598,25.54161,
4900,500.0,37.652065,253.51604,1.6378663,0.47687835,5.4433117,-0.6,6.123081e-07,1231961.0,0.054433122,171.30502,0.03802,13.104841,3830.708860397339,,37.65206887482247,0.09111173,5.2563496,0.24719658,49,4.795178,47.687843,479.5178,2450000,100,49.63033,1097.5536,1.286143,24.547228,6.1230814e-05,35.17055,25.083101,
5000,500.0,40.509697,1484.7448,1.6378663,3.4039109,39.19566,-0.6,2.1689974e-08,16554632.0,0.39195657,1025.4033,0.03088662,13.455459,3905.2172310352325,,40.50969475933785,0.0031381017,5.143737,0.33283287,50,33.889675,340.3911,3388.9678,2500000,100,51.46347,31866.398,1.308576,27.054235,2.1689975e-06,37.93652,24.409235,
5100,500.0,39.71374,585.4324,1.6378663,1.1647426,12.753136,-0.6,5.093685e-07,12825415.0,0.12753136,473.35324,0.033659875,23.812368,3977.680980682373,,39.71374209839335,0.05444503,6.017295,0.23927188,51,11.707011,116.47425,1170.7012,2550000,100,52.30388,1836.715,1.1846728,15.901376,5.0936847e-05,37.09855,36.402504,
5200,500.0,39.6968,272.97552,1.6378663,0.6580095,7.154439,-0.6,1.9639441e-07,1376228.2,0.07154439,199.9635,0.02904351,19.52062,4065.7882816791534,,39.696799629444634,0.11285874,5.137342,0.26938164,52,6.614992,65.80096,661.4992,2600000,100,49.055977,886.0634,1.1683764,20.17618,1.9639441e-05,37.244003,28.879797,
5300,500.0,40.274765,81.95874,1.6378663,0.08203633,2.1158235,-0.6,2.539122e-05,8957.902,0.021158235,66.358536,0.02689384,9.717378,4135.997374534607,,40.27476244095075,2.430733,4.022173,0.23370059,53,0.7194825,8.203632,71.94825,2650000,100,48.643967,41.139854,6.2370296,30.557384,0.002539122,37.84256,18.086582,
5400,500.0,38.79144,142686.64,1.6378663,415.1961,4173.188,-0.6,3.1842176e-10,218277680000.0,41.73188,104793.51,0.08093557,15.549982,4208.65087723732,,38.791439566637386,4.273268e-07,5.0709014,0.2859,54,4172.881,41519.613,417288.1,2700000,100,49.54166,234012940.0,1.0001472,23.241459,3.1842177e-08,36.314358,26.300201,
5500,500.0,32.432716,175.91833,1.6378663,0.4006015,4.646173,-0.6,1.0422727e-05,1326209.4,0.046461735,134.67757,0.00067162514,22.141382,4287.329418182373,,32.432713561563666,0.26023325,5.2458987,0.26544514,55,4.0285096,40.060154,402.85095,2750000,100,42.076363,384.27063,1.3272803,10.291333,0.0010422728,30.328894,31.78503,
5600,500.0,32.388382,20302.713,1.6378663,61.33112,616.8215,-0.6,6.451661e-08,5242063000.0,6.1682153,18723.969,0.0035411865,11.02401,4359.832615852356,,32.3883819763545,0.00018099028,4.761392,0.24707086,56,616.40515,6133.1123,61640.516,2800000,100,42.478542,552515.9,1.001351,21.364372,6.4516616e-06,30.264454,21.11417,
5700,500.0,34.799957,2932.8135,1.6378663,7.086563,73.71754,-0.6,4.4257337e-08,131700110.0,0.73717535,2535.3467,0.020739555,10.860712,4435.996166229248,,34.799959218827524,0.002933048,4.342471,0.2581131,57,71.20751,708.6564,7120.7515,2850000,100,43.051704,34094.227,1.0705227,23.939247,4.425734e-06,32.647373,19.112457,
5800,500.0,34.992115,14782.013,1.6378663,43.22526,434.9884,-0.6,3.170975e-10,2215400200.0,4.3498836,12306.566,0.04220727,11.587154,4512.286503076553,,34.99211780025371,7.40712e-05,3.946612,0.23227945,58,434.43576,4322.5264,43443.58,2900000,100,42.60968,1350052.4,1.0025454,23.404964,3.170975e-08,32.86163,19.204716,
5900,500.0,32.91419,990.35516,1.6378663,2.9213455,29.807495,-0.6,2.3894873e-07,21061894.0,0.29807493,830.15845,0.0058629066,15.206788,4591.70299243927,,32.91418824484779,0.017203078,4.7470355,0.25202924,59,29.36467,292.13458,2936.467,2950000,100,42.02297,5812.913,1.0303555,17.707401,2.3894872e-05,30.81304,24.315567,
6000,500.0,31.851534,35847.0,1.6378663,97.28362,978.78406,-0.6,1.6585773e-10,24564871000.0,9.78784,27426.67,0.0040148497,11.112635,4673.88819694519,,31.85153274789029,6.1159003e-06,4.9604015,0.25620565,60,977.7472,9728.363,97774.72,3000000,100,41.647537,16350822.0,1.0021211,20.7389,1.6585773e-08,29.769156,20.908638,
6100,500.0,34.223175,917.62067,1.6378663,1.8687778,24.646719,-0.6,7.981774e-08,14766300.0,0.2464672,676.80804,0.039833665,17.421217,4753.031442165375,,34.22317591496339,0.008618428,4.6605453,0.2286185,61,18.07589,186.87779,1807.589,3050000,100,44.711918,11603.043,1.7096753,16.80196,7.981774e-06,31.98758,27.909958,
6200,500.0,35.38663,8143.6763,1.6378663,19.335945,194.57631,-0.6,1.6218037e-07,1444054800.0,1.9457625,6278.509,0.08817491,12.949262,4846.567348957062,,35.38662778845641,0.00014799647,4.520405,0.27760965,62,194.33597,1933.5945,19433.598,3100000,100,45.380947,675691.8,1.0024747,22.437365,1.6218037e-05,33.117577,22.943583,
6300,500.0,36.42447,1131.3004,1.6378663,2.7789419,28.365025,-0.6,1.719473e-06,35784510.0,0.28365022,863.10364,0.08219491,17.807365,4932.0322701931,,36.424469024917535,0.0068809725,4.1299796,0.2781935,63,27.933573,277.8942,2793.3574,3150000,100,44.494717,14532.829,1.0311124,18.617105,0.0001719473,34.199734,25.877611,
6400,500.0,37.201916,1183.0624,1.6378663,2.9236865,30.325489,-0.6,1.2486725e-08,20902536.0,0.30325484,720.3601,0.03443873,13.654305,5018.668808937073,,37.20191052022895,0.0025618603,4.1006236,0.22658421,64,29.390713,292.36865,2939.0713,3200000,100,46.839188,39034.137,1.0644042,23.547606,1.2486726e-06,34.85995,23.291582,
6500,500.0,38.507866,2218.0007,1.6378663,4.8036933,48.935333,-0.6,8.671457e-08,84081016.0,0.48935345,1676.1763,0.027920574,11.900413,5110.737229347229,,38.50786652791639,0.0022026398,4.1519675,0.26781225,65,48.285004,480.36926,4828.5005,3250000,100,50.85813,45400.07,1.0270959,26.607454,8.671457e-06,35.964962,24.250677,
6600,500.0,38.734566,268.18546,1.6378663,0.7350115,8.914333,-0.6,1.2879559e-06,74239.94,0.089143336,204.07619,0.0135508925,11.753836,5184.534523487091,,38.734564956452076,0.15912439,5.0386586,0.23625052,66,7.3801584,73.50115,738.01587,3300000,100,51.146885,628.43915,1.449599,26.98073,0.0001287956,36.17722,24.166155,
6700,500.0,38.192184,1135.115,1.6378663,2.896,30.228022,-0.6,6.939485e-07,11365622.0,0.3022802,1054.7406,0.09231269,11.735487,5271.9950132369995,,38.1921869495844,0.0915966,5.0323234,0.2905108,67,29.113792,289.6,2911.3794,3350000,100,48.650536,1091.7435,1.0777457,26.456701,6.939485e-05,35.759663,22.193834,
6800,500.0,37.576523,304.06555,1.6378663,0.6214674,8.865861,-0.6,2.8471956e-07,409414.34,0.08865861,208.46722,0.026326284,12.098669,5349.030712604523,,37.57652136696142,0.066728875,4.7651377,0.18627997,68,6.1066837,62.146748,610.6684,3400000,100,49.389793,1498.6017,1.994597,25.477852,2.8471957e-05,35.10703,23.911942,
6900,500.0,35.491528,11688.798,1.6378663,28.613493,287.9964,-0.6,8.6276515e-09,4317844500.0,2.8799648,10570.892,0.10142076,17.67469,5430.583163261414,,35.49152713374655,0.000463519,4.8609333,0.2770026,69,287.58054,2861.349,28758.053,3450000,100,48.13592,215740.88,1.002894,17.816835,8.6276515e-07,33.084732,30.319086,
7000,500.0,37.033234,324.41034,1.6378663,0.58182335,7.476399,-0.6,3.0885437e-06,2637314.0,0.07476399,281.25345,0.06720631,20.210182,5514.861461639404,,37.033232560808315,0.30477926,5.901964,0.27295277,70,5.8303547,58.182335,583.03546,3500000,100,47.65109,328.10632,1.6243893,16.82305,0.0003088544,34.650677,30.82804,
7100,500.0,41.150566,355.86462,1.6378663,0.62221557,6.703031,-0.6,2.9820006e-07,2767778.2,0.0670303,280.4099,0.049009964,13.857636,5602.943449020386,,41.15056374987727,0.12676127,4.917249,0.25427285,71,6.2566204,62.22156,625.66205,3550000,100,53.729122,788.88446,1.1472274,27.292927,2.9820007e-05,38.46411,26.436195,
7200,500.0,41.679935,3163.318,1.6378663,6.396581,64.50124,-0.6,9.390846e-08,158355060.0,0.6450124,2377.7112,0.037899286,11.963483,5697.553517580032,,41.679934756501694,0.0010977061,4.432017,0.27204892,72,64.290085,639.65814,6429.009,3600000,100,52.056904,91099.06,1.006576,29.716452,9.390847e-06,39.07709,22.340452,
7300,500.0,44.42523,301.77512,1.6378663,0.56301177,6.317973,-0.6,1.6498361e-06,776894.56,0.06317974,242.12083,0.11511725,11.6637535,5754.908178091049,,44.42523229038297,0.20080963,4.635787,0.310276,73,5.661956,56.301178,566.1956,3650000,100,53.464302,497.9841,1.2436147,32.76148,0.00016498362,41.752018,20.702824,
7400,500.0,47.202114,373.18692,1.6378663,0.54649365,6.9370437,-0.6,9.3742074e-07,1318590.9,0.06937043,266.4,0.036636755,12.1592655,5824.12606883049,,47.2021166756578,0.07401796,4.5372534,0.2441717,74,5.485485,54.64936,548.5485,3700000,100,58.10541,1351.0236,1.5857567,35.04285,9.374208e-05,44.296844,23.062561,
7500,500.0,46.51425,2225.3281,1.6378663,4.2323856,43.52471,-0.6,1.5504245e-08,51519800.0,0.43524715,1816.5623,0.05788526,11.875567,5904.607626438141,,46.514251630053685,0.004926968,4.4972553,0.33601952,75,42.544327,423.23856,4254.4326,3750000,100,57.384487,20296.459,1.046484,34.638683,1.5504246e-06,43.645027,22.745804,
7600,500.0,47.40422,241.74431,1.6378663,0.38356498,4.422703,-0.6,4.243054e-07,644370.7,0.044227026,181.56152,0.031943366,12.143699,5986.904517889023,,47.40421667408664,0.22636989,4.5115757,0.25673157,76,3.8582993,38.3565,385.82993,3800000,100,57.26794,441.75488,1.3120838,35.260517,4.243054e-05,44.54082,22.007423,
