TimeElapsed,EpisodesSoFar,MaxIWNorm,ReturnStepMax,OptimizationReturnMean,ReturnMeanIW,StdIWNorm,InitialReturnMin,InitialReturnMax,OptimizationReturnMax,InitialReturnStd,Iteration,EpRewMean,EpLenMean,ReturnStepMaxmin,MinIW,OptimizationReturnMin,ESSClassic,MinIWNorm,InitialBound,TimestepsSoFar,Bound,MeanIWNorm,MeanEntropy,MaxIW,InitialReturnMean,J_sample_variance,MeanIW,EmpiricalD2,StdIW,LearnableVariance,EpThisIter,ESSRenyi,VarianceInit
201.29122042655945,100,3.3440542,0.24812028,16.465029,39.495663,0.33293423,-18.26988,11.8161545,30.086035,5.8026533,1,-1.8048512680327622,500.0,0.054394975,2.01504e-05,,1.5492563,2.0150401e-07,-2.7183454,50000,19.81417,0.04176481,1.6378663,334.40543,-1.8048514,1017742.3,4.1764817,464.19946,33.293423,,100,0.21542464,-0.6
430.7577304840088,200,18.757792,0.3354834,15.316384,204.23793,1.8660748,-14.379126,15.1445465,29.523672,5.8339357,2,0.9372584745634808,500.0,0.14037035,4.050685e-05,,1.0459614,4.0506848e-07,0.18003112,100000,127.44003,0.19185366,1.6378663,1875.7792,0.9372585,22212412.0,19.185366,10285.99,186.60747,,100,0.009721962,-0.6
618.517457485199,300,33.568333,0.24164256,16.117868,595.75507,3.3402114,-10.547121,18.666323,29.213444,6.237998,3,5.570747697870339,500.0,0.028045774,1.2134441e-05,,1.0987855,1.2134441e-07,4.6374316,150000,530.9849,0.3520705,1.6378663,3356.8335,5.5707483,89948296.0,35.207054,4816.06,334.02118,,100,0.020763861,-0.6
794.9966349601746,400,1.9275267,0.2406328,13.98877,44.581177,0.24382216,-8.317108,15.59471,23.91182,5.4501114,4,5.6716621584931515,500.0,0.017353445,0.0003637022,,2.6384044,3.6370218e-06,4.891927,200000,33.735203,0.040137466,1.6378663,192.75267,5.671662,249533.11,4.0137467,193.4829,24.382214,,100,0.51684153,-0.6
949.8757309913635,500,24.697224,0.27524838,17.894743,452.583,2.4566252,-10.193384,19.491312,29.684696,5.58575,5,7.7013594047467935,500.0,0.081106454,1.539832e-05,,1.0640911,1.539832e-07,6.726794,250000,369.81247,0.2547718,1.6378663,2469.7224,7.7013593,48904130.0,25.47718,7213.223,245.66255,,100,0.0138634285,-0.6
1111.0728011131287,600,29.230488,0.30214888,19.449034,459.6076,2.9079742,-8.814207,21.79315,30.607357,5.0194316,6,10.634827034789874,500.0,0.024543941,5.2848078e-05,,1.030624,5.2848077e-07,9.545169,300000,315.02753,0.29674968,1.6378663,2923.0488,10.634827,50750092.0,29.674965,17605.033,290.79742,,100,0.0056801937,-0.6
1261.710206270218,700,102.17657,0.29416704,10.095981,1529.8972,10.16589,1.6344404,21.472672,19.83823,4.030394,7,11.730421184070586,500.0,0.1294985,3.1442378e-06,,1.0122699,3.1442376e-08,10.656788,350000,1064.3132,1.0280231,1.6378663,10217.657,11.730421,183369820.0,102.80232,188054.58,1016.589,,100,0.0005317605,-0.6
1417.479680776596,800,22.138714,0.21991406,14.249194,391.9723,2.2023244,-0.5152171,22.66039,23.175608,4.280185,8,13.733978387825584,500.0,0.022704348,1.38965715e-05,,1.0557916,1.3896572e-07,12.600959,400000,277.81216,0.22749682,1.6378663,2213.8713,13.733978,15395916.0,22.749678,10152.059,220.23244,,100,0.009850219,-0.6
1613.787855386734,900,13.143211,0.25755763,9.426033,255.30261,1.3118191,3.738512,22.755203,19.016691,3.757088,9,13.164545755191403,500.0,0.06423679,1.20424675e-05,,1.3822694,1.2042467e-07,12.026784,450000,181.06924,0.15530762,1.6378663,1314.3212,13.164546,3069791.0,15.530763,4256.9346,131.18192,,100,0.023491083,-0.6
1838.019240617752,1000,11.062,0.24510404,10.501883,179.71677,1.1009899,5.10207,27.386345,22.284275,4.09193,10,15.603952054562763,500.0,0.024042621,0.0002647017,,1.3411171,2.6470168e-06,14.234634,500000,141.42825,0.1283656,1.6378663,1106.2001,15.6039505,897177.75,12.836561,781.8596,110.099,,100,0.1279002,-0.6
2102.267609834671,1100,2.0858414,0.27059573,12.533023,45.07911,0.21977976,1.6989692,22.757055,21.058086,4.3782825,11,14.231991614954161,500.0,0.0634221,0.0029114927,,3.3150165,2.9114926e-05,13.094139,550000,37.76547,0.04069594,1.6378663,208.58414,14.231991,36148.453,4.0695934,41.31379,21.977974,,100,2.4204993,-0.6
