EpRewMean,MaxIW,TimeElapsed,OptimizationReturnMax,ReturnStepMax,Bound,MaxIWNorm,InitialReturnMean,J_sample_variance,EpLenMean,InitialReturnMin,MeanIWNorm,EpisodesSoFar,MeanEntropy,OptimizationReturnMean,ESSRenyi,InitialReturnMax,OptimizationReturnMin,ReturnMeanIW,ESSClassic,MinIWNorm,LearnableVariance,VarianceInit,StdIWNorm,MinIW,TimestepsSoFar,InitialBound,ReturnStepMaxmin,EmpiricalD2,Iteration,EpThisIter,StdIW,MeanIW,InitialReturnStd
-1.774484194795878,1558.1864,66.75167179107666,22.839542,0.25922054,47.358566,15.581863,-1.7744843,7069320.0,500.0,-12.546046,0.16192527,100,1.6378663,10.771562,0.06825187,10.293495,,71.37009,1.0797743,2.4765461e-06,,-0.6,1.5498538,0.00024765462,50000,-2.4017866,0.046460062,1465.1613,1,100,154.98541,16.19253,5.510681
2.8772861060919954,154796.45,153.52398562431335,27.241041,0.256238,15200.834,1547.9645,2.8772864,144768660000.0,500.0,-10.872686,15.479894,200,1.6378663,13.749973,1.8732945e-06,16.368355,,21180.432,1.0000322,3.8247236e-09,,-0.6,154.0205,3.8247236e-07,100000,2.0588684,0.020600796,53381890.0,2,100,15402.052,1547.9894,5.3488793
10.419906671780684,3913.1785,225.21684455871582,33.423595,0.26794174,536.8951,39.131783,10.419906,102686720.0,500.0,-7.8423653,0.39659604,300,1.6378663,18.262272,0.0052712983,25.58123,,713.06537,1.0271323,1.176476e-07,,-0.6,3.8930793,1.17647605e-05,150000,9.140845,0.0005658865,18970.658,3,100,389.30792,39.659603,6.5103526
13.348124521574203,14102.545,302.26871609687805,30.163507,0.25750217,2629.0652,141.02545,13.348125,1409711500.0,500.0,-1.3583534,1.4116129,400,1.6378663,14.706478,0.00023679854,28.805155,,3565.011,1.0019274,1.2061168e-09,,-0.6,14.031718,1.2061167e-07,200000,11.9078665,0.036026478,422299.9,4,100,1403.1718,141.1613,5.963347
16.88602244759629,34289.305,372.8198981285095,27.328232,0.2672931,6354.9043,342.89304,16.886023,4973757000.0,500.0,4.4410996,3.4496038,500,1.6378663,12.444924,4.9455182e-05,31.769331,,8613.675,1.0120833,5.815165e-10,,-0.6,34.115532,5.8151652e-08,250000,15.297556,0.015193969,2022032.8,5,100,3411.5544,344.9604,5.8414907
19.806492471536025,294.53998,451.3165593147278,39.66951,0.27343953,74.26624,2.9453998,19.806494,570091.6,500.0,0.07753034,0.041619834,600,1.6378663,19.728962,0.5764369,39.74704,,100.44198,1.9549216,6.447787e-06,,-0.6,0.29474646,0.0006447787,300000,17.81914,0.014737904,173.47954,6,100,29.474646,4.1619835,6.259294
22.917832635203503,30294.422,526.8492600917816,33.429054,0.31473348,5923.0713,302.9442,22.917835,4279097000.0,500.0,2.0412812,3.0304432,700,1.6378663,20.87655,0.00020497499,35.470337,,7161.8247,1.0006608,1.0714265e-09,,-0.6,30.142467,1.07142654e-07,350000,21.144314,0.021743864,487864.4,7,100,3014.2468,303.0443,6.7958145
25.190064937168682,2214.341,604.1501972675323,32.551586,0.23187536,518.8135,22.14341,25.190065,14225336.0,500.0,9.692832,0.22830807,800,1.6378663,15.497234,0.05355792,42.24442,,610.0834,1.0628928,7.129903e-07,,-0.6,2.2027044,7.129903e-05,400000,23.077845,0.0028071404,1867.1375,8,100,220.27042,22.83081,6.4932837
28.066505206798002,137794.53,683.8375406265259,28.407486,0.2022386,16810.06,1377.9453,28.066504,4748060700.0,500.0,9.991928,13.7808895,900,1.6378663,18.074577,2.6758695e-05,38.399414,,20521.668,1.0002089,4.8369793e-09,,-0.6,137.10368,4.8369793e-07,450000,26.146534,0.020286486,3737103.0,9,100,13710.367,1378.0892,5.8942327
22.56567519067411,21493.459,756.5510482788086,32.19105,0.25966668,6006.125,214.93459,22.565674,3116146400.0,500.0,4.7183375,2.1520429,1000,1.6378663,17.847336,0.000959108,36.90939,,6602.0244,1.0025109,6.284381e-09,,-0.6,21.385454,6.284381e-07,500000,20.720207,0.075938284,104263.55,10,100,2138.5452,215.20428,6.1816096
21.83373670213609,7072.8003,837.7500510215759,38.0088,0.2718784,2093.3796,70.728004,21.833735,722638460.0,500.0,-1.0301518,0.71279734,1100,1.6378663,22.863886,0.0012064321,36.97865,,2625.6958,1.0156438,7.899093e-09,,-0.6,7.0368557,7.899093e-07,550000,19.984804,0.025844768,82889.04,11,100,703.6856,71.27974,6.6021595
