Iteration,MinIW,ESSClassic,OptimizationReturnMean,EpLenMean,VarianceInit,OptimizationReturnMin,EpThisIter,TimeElapsed,EpisodesSoFar,MeanEntropy,ReturnMeanIW,InitialBound,EmpiricalD2,MaxIWNorm,InitialReturnMax,StdIWNorm,MaxIW,ESSRenyi,ReturnStepMaxmin,MinIWNorm,InitialReturnMean,J_sample_variance,TimestepsSoFar,LearnableVariance,MeanIW,OptimizationReturnMax,EpRewMean,ReturnStepMax,StdIW,MeanIWNorm,Bound,InitialReturnMin,InitialReturnStd
77,1.8743373e-07,1.0000741,11.162429,500.0,-0.6,,100,5911.187476396561,7700,1.6378663,74438.15,31.053623,44775056.0,2220.3318,42.27914,220.92014,222033.19,2.2333863e-06,0.012980074,1.8743371e-09,33.167583,67826954000.0,3850000,,2220.4143,20.273987,33.167581552887796,0.26870325,22092.016,22.204144,60292.78,22.005154,3.965866
78,2.9016949e-06,1.001688,18.145872,500.0,-0.6,,100,5984.979900360107,7800,1.6378663,4010.2644,31.637615,330662.12,142.19945,42.437122,14.148547,14219.945,0.00030242352,0.023671225,2.9016949e-08,33.759476,324018240.0,3900000,,142.31943,26.82352,33.75947407825756,0.26019576,1414.8547,1.4231943,2790.1287,15.613602,4.778348
79,3.0258276e-09,1.0002095,13.404147,500.0,-0.6,,100,6062.3191883563995,7900,1.6378663,27456.615,29.787558,33107538.0,711.7137,43.4345,70.814545,71171.37,3.02046e-06,0.0058562458,3.0258275e-11,31.959284,20477500000.0,3950000,,711.7882,24.879366,31.959282704149704,0.24826406,7081.4546,7.1178827,14960.692,18.555136,4.5190043
80,3.676251e-05,1.231903,14.430253,500.0,-0.6,,100,6143.961393594742,8000,1.6378663,533.00995,27.89875,7558.6636,12.4191,41.97753,1.2390405,1241.91,0.013229852,0.0022512972,3.676251e-07,29.997627,8885266.0,4000000,,13.837748,26.410156,29.997628020344536,0.22271587,123.90405,0.13837747,350.5324,15.567375,5.4098687
81,4.263198e-08,1.000429,12.603181,500.0,-0.6,,100,6236.41864657402,8100,1.6378663,33636.375,27.564062,7570902.0,1411.9238,39.483643,140.48434,141192.39,1.3208466e-05,0.052343935,4.263198e-10,29.538242,10018982000.0,4050000,,1412.2267,22.54858,29.53824358272526,0.25119588,14048.436,14.122265,28204.36,16.935062,5.4285946
82,2.2297559e-06,1.076195,16.948526,500.0,-0.6,,100,6328.505783557892,8200,1.6378663,4237.708,24.408493,124163.51,178.61917,40.35617,17.776493,17861.918,0.0008053896,0.02606766,2.2297558e-08,26.426304,591493700.0,4100000,,185.41344,30.878395,26.426302676828463,0.22301592,1777.6495,1.8541342,3526.696,9.477776,5.82408
83,3.043502e-05,1.2522346,19.015356,500.0,-0.6,,100,6408.366506576538,8300,1.6378663,234.65097,23.211304,742.83203,6.986807,34.971203,0.69467336,698.6807,0.13461994,0.012844175,3.0435018e-07,24.959862,2933785.2,4150000,,7.8227577,29.026695,24.95986389807011,0.24400334,69.46735,0.07822758,186.99406,5.944507,5.773194
84,2.2321706e-06,1.0083963,18.583536,500.0,-0.6,,100,6486.400064945221,8400,1.6378663,4683.371,24.196032,237421.88,148.77835,40.786285,14.802676,14877.836,0.0004211912,0.013828948,2.2321705e-08,26.23535,1249175300.0,4200000,,149.4021,33.134476,26.23534639319557,0.25419292,1480.2676,1.4940212,3689.6958,7.6518097,6.429709
85,5.295548e-07,1.0001212,15.632267,500.0,-0.6,,100,6553.030710935593,8500,1.6378663,57363.844,22.536362,8206636.0,2043.2372,34.761227,203.2994,204323.72,1.2185261e-05,0.034803644,5.295548e-09,24.274426,157945220000.0,4250000,,2043.3611,26.11907,24.274424350738077,0.25793722,20329.94,20.43361,52384.78,8.642157,6.4576597
86,5.95893e-06,1.0018481,21.600847,500.0,-0.6,,100,6642.060982704163,8600,1.6378663,8581.612,23.390255,1138976.0,304.49295,39.063244,30.296383,30449.297,8.7798166e-05,0.0997787,5.95893e-08,25.343418,5530184700.0,4300000,,304.77423,35.320675,25.343418252189835,0.3473461,3029.6387,3.0477424,6497.1426,3.7425702,6.3955503
87,4.28362e-06,1.0040468,17.17462,500.0,-0.6,,100,6734.5786991119385,8700,1.6378663,6567.635,24.307474,76492.91,187.80963,42.073475,18.68645,18780.963,0.0013073108,0.014040381,4.28362e-08,26.411148,2330011600.0,4350000,,188.18933,32.836945,26.41114883155743,0.24990615,1868.645,1.8818933,5985.8145,9.236529,6.548267
88,2.321803e-06,1.0067116,15.379326,500.0,-0.6,,100,6833.178165912628,8800,1.6378663,4440.825,24.808132,56929.92,159.60735,42.098476,15.880233,15960.735,0.0017565455,0.027430832,2.321803e-08,26.913057,672777300.0,4400000,,160.14249,30.564747,26.91305604243049,0.29563215,1588.0234,1.6014246,3938.5906,11.5337305,6.398119
89,1.117277e-05,1.0345463,15.788933,500.0,-0.6,,100,6911.293988704681,8900,1.6378663,773.77203,22.696651,8022.9194,28.967035,39.321724,2.8817592,2896.7036,0.0124642905,0.042000607,1.117277e-07,24.662737,25257170.0,4450000,,29.463943,30.44792,24.662736709573014,0.23542377,288.17593,0.29463938,597.6682,8.873804,6.1227384
90,5.635609e-07,1.011448,19.925863,500.0,-0.6,,100,6977.191226482391,9000,1.6378663,5434.976,24.771322,726610.4,193.11423,39.98819,19.21364,19311.424,0.00013762533,0.05534993,5.635609e-09,26.770733,1667988700.0,4500000,,194.21777,33.143322,26.77073122724468,0.26515928,1921.3643,1.9421774,3730.6504,6.8448687,6.64685
91,2.5956975e-08,1.0000246,23.268213,500.0,-0.6,,100,7046.165056467056,9100,1.6378663,214416.89,26.509022,161683220.0,6417.5356,41.664886,638.5366,641753.56,6.184934e-07,0.106107906,2.5956975e-10,28.592266,3250075500000.0,4550000,,6417.6143,36.34083,28.59226665026224,0.33885202,63853.664,64.17615,187927.45,5.3240542,6.032865
92,1.04660096e-07,1.0006245,15.324259,500.0,-0.6,,100,7118.974868774414,9200,1.6378663,134909.89,26.264174,382964700.0,4188.4463,39.11958,416.7439,418844.62,2.6112068e-07,0.0042672306,1.0466009e-09,28.220152,656802000000.0,4600000,,4189.754,26.223686,28.22015241430552,0.19755386,41674.38,41.897545,96632.39,12.895892,5.496503
93,8.804645e-08,1.0028235,16.434324,500.0,-0.6,,100,7194.4747133255005,9300,1.6378663,5858.9043,25.428524,266325.03,174.12674,40.813694,17.32515,17412.674,0.00037548103,0.019689232,8.804645e-10,27.469206,1549636100.0,4650000,,174.37244,29.778812,27.469207743312204,0.289634,1732.515,1.7437241,4805.7744,11.034883,6.3669944
94,3.164539e-07,1.0547935,16.740246,500.0,-0.6,,100,7269.901649475098,9400,1.6378663,34124.957,26.37641,1638038.9,995.761,40.0129,99.08662,99576.1,6.104861e-05,0.009361878,3.164539e-09,28.377052,47608824000.0,4700000,,1023.0605,28.376095,28.377054209319613,0.23119447,9908.661,10.230603,31564.414,11.636807,5.6566586
95,5.496523e-06,1.075177,19.387583,500.0,-0.6,,100,7340.7779545784,9500,1.6378663,489.9604,25.442202,6889.0537,14.952163,39.73916,1.4872855,1495.2163,0.014515782,0.07608396,5.496523e-08,27.429161,12669458.0,4750000,,15.505352,31.697582,27.429159812775826,0.27879128,148.72855,0.15505353,325.04224,8.041576,6.7684984
96,2.8183436e-05,1.0006523,13.649049,500.0,-0.6,,100,7406.544442892075,9600,1.6378663,23131.375,25.420103,83044.125,762.5872,40.653694,75.87622,76258.73,0.0012041791,0.037969872,2.8183436e-07,27.452787,15982805000.0,4800000,,762.83594,26.849957,27.452787433990373,0.22871366,7587.6235,7.628359,22545.61,13.803738,5.874788
97,1.2645932e-08,1.0016619,17.798618,500.0,-0.6,,100,7477.9037828445435,9700,1.6378663,16995.344,28.640789,772151.25,495.29498,40.04024,49.28082,49529.5,0.0001295083,0.042571574,1.2645932e-10,30.642803,11323244000.0,4850000,,495.70645,27.196056,30.642801942878872,0.2514535,4928.082,4.9570646,15236.133,12.844184,6.0302978
98,1.9539678e-07,1.0190631,15.700088,500.0,-0.6,,100,7558.654090642929,9800,1.6378663,43298.44,28.067627,18877612.0,1005.507,42.735878,100.041565,100550.7,5.29728e-06,0.024446696,1.9539677e-09,30.204418,80793970000.0,4900000,,1015.09155,28.231544,30.20442020210619,0.3060046,10004.156,10.150915,34014.42,14.5043335,6.1706576
99,0.00017270014,2.9376285,13.3243685,500.0,-0.6,,100,7641.707145690918,9900,1.6378663,301.08365,30.919304,637.55414,4.126169,45.95399,0.50704634,412.6169,0.15684943,0.066473514,1.7270013e-06,33.217003,690734.7,4950000,,8.821057,26.061356,33.217004337634336,0.2548963,50.704636,0.08821058,243.06711,19.892635,5.464085
100,5.160505e-07,1.0074041,18.606613,500.0,-0.6,,100,7721.367385625839,10000,1.6378663,2805.316,30.548676,42728.16,80.834175,42.191547,8.042607,8083.4175,0.0023403768,0.042914584,5.1605045e-09,32.658257,276467170.0,5000000,,81.132965,28.139906,32.658253912312134,0.2518647,804.2607,0.8113297,2369.2495,14.051641,5.4648733
101,2.5854436e-07,1.0467533,19.921717,500.0,-0.6,,100,7802.057204961777,10100,1.6378663,2989.949,29.879456,176419.05,71.90315,43.239586,7.1531215,7190.3154,0.0005668322,0.008010402,2.5854436e-09,32.041435,429677860.0,5050000,,73.570335,31.119865,32.04143587748856,0.21631108,715.31213,0.73570335,2081.8687,12.1197195,5.9633183
102,4.2979813e-05,1.1333001,14.464726,500.0,-0.6,,100,7873.941008090973,10200,1.6378663,957.5379,29.793013,4145.7754,24.527744,46.01139,2.4403946,2452.7744,0.02412094,0.008467987,4.2979812e-07,32.093582,22759576.0,5100000,,26.128084,28.382534,32.09358263262307,0.25275084,244.03947,0.26128083,809.40955,17.628857,5.8805275
103,0.0005756287,1.2389255,19.69982,500.0,-0.6,,100,7956.438606262207,10300,1.6378663,201.25766,31.786983,137.87474,5.054333,48.611126,0.5024155,505.43335,0.725296,0.010824174,5.756287e-06,34.217545,1181184.4,5150000,,5.6272044,34.093403,34.21754283662736,0.25542292,50.241547,0.05627205,172.71805,14.517724,5.6504335
104,3.569033e-08,1.0004728,12.924517,500.0,-0.6,,100,8040.112908601761,10400,1.6378663,162421.27,30.821358,113525940.0,3810.0356,45.3972,379.09283,381003.56,8.8085596e-07,0.0016194135,3.569033e-10,33.09122,737973400000.0,5200000,,3810.9363,25.2305,33.091218596018805,0.20228925,37909.28,38.109367,138236.23,20.166702,4.592006
105,9.725928e-06,1.0176442,14.156137,500.0,-0.6,,100,8122.919319152832,10500,1.6378663,2014.7458,32.280968,40563.355,71.10952,44.771637,7.074751,7110.952,0.0024652793,0.03344901,9.725928e-08,34.51955,31618094.0,5250000,,71.734856,24.408222,34.51955139626988,0.2272599,707.475,0.71734864,1563.8877,20.363415,5.1820326
106,8.7776275e-09,1.0001578,16.29051,500.0,-0.6,,100,8198.088418722153,10600,1.6378663,408710.47,31.910872,133751410.0,10850.242,47.600433,1079.5846,1085024.2,7.476557e-07,0.044495165,8.777627e-11,34.29089,4591265000000.0,5300000,,10851.099,29.600052,34.29089295836502,0.3304472,107958.44,108.51099,381185.28,18.000381,5.3918295
107,1.898353e-09,1.0015156,15.1604,500.0,-0.6,,100,8261.997143268585,10700,1.6378663,29662.736,31.87808,3562334.5,721.9866,44.174473,71.83623,72198.66,2.807148e-05,0.016669005,1.898353e-11,34.086803,25717580000.0,5350000,,722.5337,25.248068,34.08680415992931,0.24947324,7183.622,7.225338,25493.959,18.926405,5.7725773
108,5.1052353e-05,1.162489,13.481446,500.0,-0.6,,100,8343.89876794815,10800,1.6378663,501.8429,29.774662,568.2086,14.541322,42.201015,1.4469548,1454.1322,0.1759917,0.031125113,5.1052353e-07,31.884712,3917742.2,5400000,,15.6923685,23.797752,31.884710426493612,0.24267206,144.69548,0.15692365,451.54535,18.403263,5.184176
109,3.2169137e-08,1.000593,12.83801,500.0,-0.6,,100,8419.61711549759,10900,1.6378663,55262.18,30.679579,55329816.0,1621.4347,44.758026,161.33022,162143.47,1.8073438e-06,0.019849822,3.2169137e-10,32.917477,52556026000.0,5450000,,1621.9153,24.678556,32.917479930421,0.2524934,16133.021,16.219152,38615.773,20.07947,5.369434
110,4.6071924e-07,1.001266,12.913471,500.0,-0.6,,100,8505.928288936615,11000,1.6378663,17029.217,32.110184,543920.3,396.656,44.80203,39.46652,39665.6,0.00018385045,0.010490879,4.6071924e-09,34.350285,7327488000.0,5500000,,396.90707,23.365215,34.350284663811784,0.23984277,3946.6528,3.9690714,15377.121,21.436813,5.3358207
111,2.2188326e-05,1.0389012,16.569605,500.0,-0.6,,100,8583.153951883316,11100,1.6378663,1071.4736,32.525726,14448.985,29.473612,47.40111,2.9320788,2947.3613,0.006920901,0.026129201,2.2188325e-07,34.895782,26302408.0,5550000,,30.042112,29.074934,34.89578306835397,0.23428787,293.2079,0.30042112,786.5836,18.326178,5.621068
112,1.4064262e-06,1.0007975,16.486332,500.0,-0.6,,100,8658.186376810074,11200,1.6378663,11889.232,36.337635,1350534.2,289.36237,51.562332,28.791077,28936.238,7.404477e-05,0.068736345,1.4064262e-08,38.915752,2952854800.0,5600000,,289.47772,29.132912,38.915751891805265,0.2980199,2879.108,2.8947775,8893.139,22.42942,5.488576
113,0.00033674555,2.26525,14.130621,500.0,-0.6,,100,8732.415905952454,11300,1.6378663,174.5157,37.36047,85.247215,2.6108053,50.21931,0.26362106,261.08054,1.1730589,0.03878531,3.3674555e-06,39.87144,262442.3,5650000,,4.013411,24.478493,39.87144105042079,0.29512283,26.36211,0.040134117,151.3321,25.740818,4.8986073
114,4.3933764e-07,1.0027379,11.234513,500.0,-0.6,,100,8804.188014507294,11400,1.6378663,7476.135,36.540768,727592.4,204.93774,48.189,20.390772,20493.775,0.0001374396,0.021703511,4.3933763e-09,38.95022,351367040.0,5700000,,205.21817,20.473293,38.950218393468894,0.24297743,2039.0774,2.052182,5420.8975,27.715706,4.499405
115,3.5333466e-07,1.0008695,12.463759,500.0,-0.6,,100,8885.803872823715,11500,1.6378663,11491.63,34.184727,269371.47,317.3947,49.00334,31.580238,31739.473,0.00037123458,0.02801022,3.5333465e-09,36.6349,1514758000.0,5750000,,317.53268,24.832205,36.63489609933392,0.2782604,3158.0237,3.1753268,10219.969,24.171137,5.739962
116,1.7287965e-07,1.0001739,16.159897,500.0,-0.6,,100,8954.639733076096,11600,1.6378663,100003.53,35.370815,8160334.5,2527.0127,50.062973,251.43436,252701.28,1.22544e-05,0.0066898316,1.7287964e-09,37.873962,206663750000.0,5800000,,2527.2324,28.348907,37.873960028042255,0.24484354,25143.436,25.272324,92852.96,21.714066,6.1363177
117,6.478099e-06,1.1017882,14.826688,500.0,-0.6,,100,9030.816547393799,11700,1.6378663,1328.4095,36.516785,3963.08,31.17416,48.548927,3.1032355,3117.416,0.0252329,0.02991639,6.4780984e-08,38.94423,28045036.0,5850000,,32.75439,24.431385,38.94423020687518,0.22317372,310.3235,0.32754385,1175.5945,24.117542,5.015838
118,3.029755e-05,1.1112789,15.452241,500.0,-0.6,,100,9111.40539598465,11800,1.6378663,1057.7957,35.72893,9530.028,24.865646,48.03703,2.4742386,2486.5647,0.010493148,0.020880654,3.0297548e-07,38.130783,19702866.0,5900000,,26.22888,25.358488,38.130782682407734,0.23224226,247.42389,0.2622888,823.32245,22.678541,5.5495195
119,5.4115316e-07,1.0055594,14.17119,500.0,-0.6,,100,9184.859007358551,11900,1.6378663,12085.52,35.615734,637087.4,267.79773,48.59458,26.644814,26779.773,0.00015696434,0.0018264204,5.4115312e-09,38.045467,3249575400.0,5950000,,268.54138,24.720306,38.045466737025706,0.21001045,2664.482,2.6854138,10146.164,23.874275,5.5457897
120,9.698641e-06,1.0728308,13.7321415,500.0,-0.6,,100,9270.090131521225,12000,1.6378663,3861.1797,37.290497,100029.99,77.889595,50.732044,7.7489758,7788.9595,0.0009997002,0.0036983937,9.698641e-08,39.8271,300364350.0,6000000,,80.696014,24.637085,39.82710010676764,0.22819191,774.8975,0.8069602,3058.9153,26.09496,4.856478
121,4.368873e-10,1.00009,16.190662,500.0,-0.6,,100,9358.619797468185,12100,1.6378663,76960.78,34.904003,42174292.0,2106.8542,47.74664,209.62924,210685.44,2.3711127e-06,0.00012543797,4.368873e-12,37.291336,107628855000.0,6050000,,2106.9492,26.645966,37.29133587940296,0.23264353,20962.926,21.069492,61457.03,21.100674,5.390358
122,2.2885552e-06,1.4169676,14.695276,500.0,-0.6,,100,9444.75943660736,12200,1.6378663,751.54443,33.41954,6995.4614,18.618917,44.760857,1.8714657,1861.8918,0.014294983,0.0028872192,2.2885551e-08,35.65758,5509883.0,6100000,,22.436792,23.798552,35.657581244189245,0.22752139,187.14659,0.22436789,564.35706,20.962305,5.0009212
123,4.667813e-09,1.0000521,13.635372,500.0,-0.6,,100,9524.486140489578,12300,1.6378663,105376.44,32.990944,79016760.0,3469.153,43.329277,345.17627,346915.3,1.2655543e-06,0.00031998754,4.6678127e-11,35.157406,99945190000.0,6150000,,3469.2434,21.80724,35.157409519738614,0.20565504,34517.63,34.69244,86118.445,21.522038,4.9034324
124,0.0001580267,3.3140283,11.463398,500.0,-0.6,,100,9612.962805271149,12400,1.6378663,189.91756,31.814419,304.42636,2.656155,40.682663,0.2982649,265.6155,0.32848665,0.07477757,1.5802669e-06,33.848553,196243.05,6200000,,5.5220265,18.29751,33.84855137608529,0.23881368,29.826488,0.05522027,154.42638,22.385153,3.7155497
125,3.677012e-05,1.067425,15.100677,500.0,-0.6,,100,9690.51738023758,12500,1.6378663,1150.2815,31.149488,2203.167,30.524847,42.70955,3.0363433,3052.4849,0.045389205,0.07614517,3.677012e-07,33.28497,31505396.0,6250000,,31.539146,24.525259,33.284965952157066,0.34976184,303.63434,0.31539145,1050.0466,18.18429,4.7561555
126,6.7004856e-07,1.0383803,10.424914,500.0,-0.6,,100,9755.064046621323,12600,1.6378663,1951.1451,33.082703,34350.848,49.827854,43.350513,4.957139,4982.7856,0.0029111363,0.024992973,6.7004855e-09,35.25023,48076536.0,6300000,,50.77804,18.525198,35.25023031357702,0.24748118,495.714,0.50778055,1549.4164,24.825315,3.523133
127,1.1108206e-05,1.0858749,13.269947,500.0,-0.6,,100,9833.679202795029,12700,1.6378663,729.83813,31.022993,8169.9663,19.552284,41.41375,1.9451395,1955.2285,0.012239953,0.034103036,1.1108206e-07,33.093685,10134802.0,6350000,,20.380346,21.590014,33.09368367070228,0.26436713,194.51396,0.20380345,542.6731,19.823736,4.8136086
128,2.9175585e-08,1.0000138,13.118841,500.0,-0.6,,100,9894.201347589493,12800,1.6378663,486213.06,29.801203,91844890.0,13011.961,40.185596,1294.6736,1301196.1,1.0887923e-06,0.06952886,2.9175584e-10,31.81048,5964437700000.0,6400000,,13012.051,21.493956,31.810482330501394,0.28042322,129467.39,130.12051,466956.97,18.69164,4.6235795
129,7.6259244e-07,1.0015268,14.827536,500.0,-0.6,,100,9968.006018400192,12900,1.6378663,14869.708,30.454485,2249836.2,442.02264,44.918476,43.980366,44202.266,4.444768e-05,0.01692675,7.625924e-09,32.70041,4905750000.0,6450000,,442.36008,27.045603,32.7004101159378,0.23771401,4398.037,4.4236007,11500.945,17.872873,5.585245
130,1.0310852e-06,1.0209012,12.261174,500.0,-0.6,,100,10040.277213096619,13000,1.6378663,2019.1124,28.47695,89878.62,51.66785,41.90938,5.1405263,5166.785,0.0011126117,0.09430897,1.0310852e-08,30.57242,111616780.0,6500000,,52.206875,23.598137,30.572419836174863,0.31796393,514.0527,0.52206874,1390.8958,18.311245,5.3757906
131,1.4020772e-05,1.0044129,12.3035,500.0,-0.6,,100,10112.171152114868,13100,1.6378663,4919.331,29.178442,50167.47,144.84154,40.55573,14.411236,14484.154,0.0019933237,0.04960631,1.4020772e-07,31.206228,479150620.0,6550000,,145.16083,21.653,31.20622917677869,0.26614422,1441.1237,1.4516083,4465.1455,18.902729,5.027316
132,3.3340132e-06,1.255447,12.36087,500.0,-0.6,,100,10195.55376791954,13200,1.6378663,1233.4054,28.938883,24870.484,30.644873,38.110287,3.0618804,3064.4873,0.0040208306,0.009107679,3.3340132e-08,30.844395,30370996.0,6600000,,34.524776,19.626759,30.844397239933656,0.21784255,306.18808,0.34524778,932.89856,18.483528,4.4484215
133,1.8603241e-05,1.0427599,14.736462,500.0,-0.6,,100,10270.132381916046,13300,1.6378663,871.47876,28.478863,9656.661,29.5731,40.129948,2.9419556,2957.31,0.010355546,0.09724799,1.8603241e-07,30.48536,15316698.0,6650000,,30.199831,24.38105,30.485358272483865,0.30894536,294.1956,0.30199826,674.30365,15.7488985,5.022721
134,3.2867487e-05,1.0039222,13.061605,500.0,-0.6,,100,10339.931541204453,13400,1.6378663,3473.3638,29.659204,15147.293,101.6055,43.193928,10.109422,10160.55,0.00660184,0.019389495,3.2867487e-07,31.8189,247343540.0,6700000,,101.804596,24.436634,31.818899170585,0.25390756,1010.94226,1.0180459,3207.5605,18.757294,5.2002473
135,3.7554983e-08,1.0011507,12.15817,500.0,-0.6,,100,10415.72346329689,13500,1.6378663,21390.266,31.569668,1319048.1,632.2172,41.08484,62.904457,63221.727,7.581225e-05,0.04411158,3.755498e-10,33.623913,6281763300.0,6750000,,632.58093,19.6191,33.623908718044405,0.3195036,6290.4463,6.3258095,19030.973,21.465738,4.6130657
136,1.0052046e-09,1.0000652,14.182245,500.0,-0.6,,100,10499.114509105682,13600,1.6378663,111368.28,28.995003,18743536.0,4313.406,42.30844,429.17828,431340.56,5.335173e-06,0.0027454197,1.0052046e-11,31.110424,152424020000.0,6800000,,4313.5464,25.38026,31.110425710755035,0.21210998,42917.836,43.135464,102209.81,16.92818,4.788143
137,8.7680564e-07,1.0020121,14.17989,500.0,-0.6,,100,10568.749017715454,13700,1.6378663,12480.674,28.503105,99709.23,329.78156,41.280354,32.81252,32978.156,0.0010029163,0.040510178,8.7680565e-09,30.567123,5023504400.0,6850000,,330.11316,24.893118,30.567124545698974,0.26436293,3281.252,3.3011315,11828.924,16.387236,4.7946978
138,7.2940978e-09,1.0000446,12.493505,500.0,-0.6,,100,10657.565254926682,13800,1.6378663,136306.19,27.855045,18683112.0,4460.2363,43.01375,443.78784,446023.62,5.3524273e-06,0.039181814,7.294097e-11,30.005735,344823230000.0,6900000,,4460.3354,25.501518,30.00573471972737,0.27187482,44378.777,44.60336,127010.06,17.51223,4.618113
139,3.1961229e-06,1.0183154,13.338317,500.0,-0.6,,100,10740.273476362228,13900,1.6378663,1240.3934,26.394205,69038.484,37.617954,37.941944,3.7426138,3761.7957,0.0014484675,0.06360781,3.196123e-08,28.291298,44885908.0,6950000,,37.9611,22.98896,28.2913016827857,0.25139636,374.26138,0.379611,741.92786,14.952984,4.7195363
140,7.808425e-06,1.0123484,11.0952425,500.0,-0.6,,100,10814.755045175552,14000,1.6378663,5613.371,26.852777,174116.16,190.70007,38.0186,18.973518,19070.008,0.0005743292,0.041001678,7.808425e-08,28.753706,499201660.0,7000000,,191.87677,20.360136,28.75370703511344,0.2712958,1897.3518,1.918768,4820.1655,17.658464,4.5960855
141,0.00013052225,1.3477772,11.460448,500.0,-0.6,,100,10885.56210565567,14100,1.6378663,257.40982,27.12729,1397.4257,6.795073,37.106827,0.67650145,679.5073,0.07156016,0.017552868,1.3052226e-06,28.982632,1098210.6,7050000,,7.9072294,19.584644,28.98263066405116,0.22251903,67.65015,0.07907229,188.05316,17.522182,4.061421
142,1.4222129e-09,1.0000753,9.928102,500.0,-0.6,,100,10964.019033670425,14200,1.6378663,234558.2,25.310493,33992990.0,8263.124,36.83716,822.17017,826312.4,2.941783e-06,0.027659208,1.4222129e-11,27.152353,870987700000.0,7100000,,8263.435,19.612907,27.15235235946467,0.23090984,82217.016,82.63435,223819.53,17.22425,4.615584
143,1.3088952e-07,1.0003021,13.849115,500.0,-0.6,,100,11047.28744673729,14300,1.6378663,68115.336,25.47353,7835828.0,2863.2322,35.26181,284.88757,286323.22,1.2761893e-05,0.03187999,1.3088951e-09,27.236616,90119980000.0,7150000,,2863.6648,21.874306,27.236618745294066,0.26043645,28488.758,28.636646,63179.996,13.387504,3.8335962
144,4.223987e-06,1.0189797,10.754159,500.0,-0.6,,100,11132.752277851105,14400,1.6378663,1115.5436,26.682215,65897.63,34.63295,39.00405,3.4456685,3463.2952,0.0015175052,0.1117852,4.2239872e-08,28.632418,24040686.0,7200000,,34.96071,21.125793,28.63241623737585,0.36758417,344.56683,0.34960708,614.91614,17.878258,4.883117
145,3.080294e-07,1.0011361,12.527374,500.0,-0.6,,100,11218.5638422966,14500,1.6378663,7128.4805,27.389975,1148193.0,225.08289,39.042744,22.395336,22508.29,8.709337e-05,0.06416531,3.080294e-09,29.342112,1130177900.0,7250000,,225.21071,22.228004,29.34211347993133,0.3089602,2239.5337,2.2521071,5036.6924,16.81474,4.541345
146,8.363679e-06,1.0051061,10.584358,500.0,-0.6,,100,11303.707485198975,14600,1.6378663,4064.446,27.258396,179283.73,124.873604,40.291798,12.424455,12487.36,0.0005577751,0.056723952,8.3636785e-08,29.272985,302043330.0,7300000,,125.19209,21.60317,29.272985447052214,0.29046932,1242.4453,1.2519209,3211.4302,18.688627,4.194099
147,2.4061333e-06,1.0009348,14.019195,500.0,-0.6,,100,11386.94112110138,14700,1.6378663,14966.643,27.274075,1524098.2,435.35233,39.1534,43.316807,43535.234,6.561257e-05,0.051626876,2.4061332e-08,29.231745,6996311600.0,7350000,,435.5558,23.94085,29.231746759306784,0.2680141,4331.6807,4.355558,12549.813,15.212552,4.320385
148,0.00013183644,1.6246452,10.306243,500.0,-0.6,,100,11459.41863489151,14800,1.6378663,377.74057,26.43349,572.11597,9.355616,39.0111,0.94195867,935.5616,0.17478974,0.10116148,1.3183643e-06,28.384048,1690956.9,7400000,,12.105088,20.933296,28.384047068904607,0.30081037,94.19586,0.12105087,331.08536,18.077805,3.9612648
149,1.4309037e-05,1.0905231,7.7180653,500.0,-0.6,,100,11531.45353603363,14900,1.6378663,432.92258,26.902876,1463.8258,13.260052,37.57197,1.3189533,1326.0052,0.06831414,0.01604791,1.4309038e-07,28.781475,1969677.2,7450000,,13.8493,16.508562,28.781475304770375,0.24380012,131.89532,0.13849299,361.04742,21.06341,3.6825523
150,5.431183e-09,1.0003864,9.962237,500.0,-0.6,,100,11614.113941907883,15000,1.6378663,13446.849,27.84079,2335704.8,454.43365,38.115692,45.21549,45443.367,4.281363e-05,0.08961712,5.431183e-11,29.746576,2065263900.0,7500000,,454.52145,18.331352,29.74657669346717,0.29355156,4521.5493,4.5452147,10534.235,19.78434,4.2463703
151,9.792081e-08,1.0101123,8.9645815,500.0,-0.6,,100,11697.472966432571,15100,1.6378663,3578.5354,26.724257,403811.88,122.82031,39.28436,12.219887,12282.031,0.00024764007,0.10144557,9.79208e-10,28.688477,135496180.0,7550000,,123.44019,19.560467,28.68847454531171,0.320718,1221.9886,1.2344022,2330.3496,19.723892,3.94281
152,9.261334e-06,1.0131602,10.580177,500.0,-0.6,,100,11775.806674480438,15200,1.6378663,2266.71,25.912691,142968.48,85.644005,38.203835,8.520968,8564.4,0.00069945486,0.07403758,9.2613334e-08,27.822884,61870084.0,7600000,,86.20636,20.961126,27.82288518692354,0.26104236,852.09686,0.8620636,1544.4441,17.242708,4.0251307
153,1.874491e-07,1.0005103,10.326185,500.0,-0.6,,100,11854.0183365345,15300,1.6378663,19736.273,26.345392,1221359.1,582.78864,37.664154,57.986584,58278.867,8.1876e-05,0.0194792,1.874491e-09,28.228601,8756687000.0,7650000,,582.9373,19.761738,28.22860181956569,0.26081467,5798.6587,5.829374,17655.045,17.902416,3.9110367
