OptimizationReturnMin,EpLenMean,MaxIW,MeanIWNorm,ESSClassic,TimeElapsed,InitialReturnMean,StdIWNorm,EpThisIter,ESSRenyi,MeanIW,LearnableVariance,VarianceInit,J_sample_variance,InitialBound,TimestepsSoFar,EpisodesSoFar,MaxIWNorm,Iteration,ReturnStepMaxmin,OptimizationReturnMax,StdIW,InitialReturnStd,MeanEntropy,InitialReturnMax,InitialReturnMin,OptimizationReturnMean,EpRewMean,EmpiricalD2,MinIWNorm,Bound,MinIW,ReturnMeanIW,ReturnStepMax
,500.0,125.1749,0.021373631,2.7306798,10.317639112472534,-0.92709297,0.12756482,100,0.74680996,2.1373634,,-0.6,112203.2,-1.6290212,50000,100,1.2517489,1,0.14884746,27.616154,12.756483,5.8973145,1.6378663,13.577588,-14.038567,13.111475,-0.9270929470330129,133.90288,2.8434338e-06,10.592582,0.00028434338,18.715044,0.3780496
,500.0,365.99872,0.041251518,1.2693496,21.289034128189087,2.3958836,0.36381057,100,0.46007803,4.1251516,,-0.6,734118.56,1.7021835,100000,200,3.6599872,2,0.04052286,24.174252,36.381054,5.553167,1.6378663,13.873996,-10.300257,12.69614,2.3958834809722327,217.35443,6.143477e-07,38.91932,6.1434774e-05,49.1465,0.25904495
,500.0,52.53107,0.018531011,9.117019,32.92250967025757,2.3965647,0.05850783,100,4.9126754,1.8531013,,-0.6,20512.373,1.6395929,150000,300,0.5253107,3,0.028510377,27.712305,5.8507833,6.2447515,1.6378663,15.13943,-12.572875,14.9694395,2.396564757232869,20.355507,1.0802548e-05,10.411901,0.0010802548,13.827136,0.23729303
,500.0,815.23267,0.08809821,1.1673062,43.95123243331909,5.5724897,0.81063426,100,0.07439152,8.80982,,-0.6,2460751.0,4.6055675,200000,400,8.152327,4,0.052177683,27.637,81.06344,6.442467,1.6378663,19.33845,-8.29855,13.871038,5.57248976511662,1344.2393,8.517757e-07,59.95958,8.517758e-05,95.4107,0.24023828
,500.0,13983.606,1.3996444,1.0018368,55.114962577819824,8.486527,13.913384,100,0.00016769847,139.96445,,-0.6,1678646400.0,7.3552675,250000,500,139.83606,5,0.014101505,29.292017,1391.3385,5.6655183,1.6378663,22.625177,-6.6668396,15.153367,8.486526818354177,596308.4,2.4177575e-09,2291.8662,2.4177575e-07,3165.4355,0.2771584
,500.0,2073.442,0.21207039,1.0460664,66.70178961753845,14.484457,2.0626092,100,0.02101456,21.207039,,-0.6,31774738.0,13.159109,300000,600,20.734419,6,0.062554166,27.896984,206.26093,5.965899,1.6378663,26.506958,-1.3900268,15.874484,14.484457388542074,4758.6055,2.779052e-06,450.75165,0.0002779052,542.1777,0.26537585
,500.0,4891.338,0.49919373,1.0415125,81.67986989021301,15.877075,4.865903,100,0.0074090506,49.919376,,-0.6,34317068.0,14.532884,350000,700,48.91338,7,0.021792784,21.891907,486.59027,4.564501,1.6378663,26.883831,4.991925,10.885151,15.877075628126127,13497.006,1.0973328e-07,688.7148,1.0973328e-05,844.8784,0.25045192
,500.0,6861.3086,0.69069105,1.0133115,102.14806747436523,16.361637,6.826543,100,0.00044414203,69.069115,,-0.6,92685960.0,15.020382,400000,800,68.61308,8,0.0020999461,20.899685,682.65424,3.9010055,1.6378663,26.825113,5.925429,10.43621,16.361638388076752,225153.2,1.30741e-08,740.3482,1.30741e-06,1376.7782,0.23296566
,500.0,588.07916,0.066625975,1.2808778,127.19204449653625,13.168314,0.58491176,100,0.07506517,6.6625977,,-0.6,1679702.8,12.013722,450000,900,5.8807917,9,0.0021658838,28.875248,58.491177,5.438777,1.6378663,23.091831,-5.783417,18.95173,13.168314180291466,1332.1757,1.8515725e-06,65.38252,0.00018515726,107.52394,0.26909295
,500.0,237.57669,0.055857845,3.1394403,153.63606786727905,13.878491,0.31026405,100,0.24639578,5.5857835,,-0.6,220353.44,12.706828,500000,1000,2.3757668,10,0.008253396,18.55249,31.026407,3.9272218,1.6378663,23.43324,4.88075,8.997741,13.878490899852839,405.8511,1.4188134e-06,80.87277,0.00014188135,104.47678,0.24250078
