MaxIWNorm,MeanEntropy,ESSClassic,InitialReturnMin,InitialReturnStd,ReturnStepMaxmin,ReturnMeanIW,Iteration,EpThisIter,MinIW,EmpiricalD2,StdIWNorm,OptimizationReturnMax,OptimizationReturnMean,ReturnStepMax,StdIW,TimeElapsed,EpRewMean,LearnableVariance,InitialReturnMax,ESSRenyi,EpLenMean,EpisodesSoFar,VarianceInit,InitialReturnMean,OptimizationReturnMin,MaxIW,TimestepsSoFar,MeanIW,J_sample_variance,MeanIWNorm,MinIWNorm,Bound,InitialBound
5.837921,1.6378663,1.5970719,-4.1123533,6.503452,0.18750489,202.12842,11,100,2.4971356e-05,2737.5562,0.5852547,37.284054,21.817944,0.4012534,58.525482,736.8942778110504,17.70559291139888,,33.1717,0.03652893,500.0,1100,-0.6,17.705595,,583.7921,550000,7.4559526,3786276.0,0.07455953,2.4971357e-07,115.348495,16.047009
1844.0985,1.6378663,1.0000703,5.9550114,6.2420015,0.046591103,47457.992,12,100,2.3402285e-07,5094206.5,183.4854,30.71134,16.92739,0.27649853,18348.545,814.3933572769165,22.882400256443205,,36.66635,1.9630143e-05,500.0,1200,-0.6,22.882402,,184409.86,600000,1844.1635,133162780000.0,18.441631,2.3402285e-09,43320.13,21.049084
104.78022,1.6378663,1.0110673,12.190246,4.074867,0.06605552,3658.4539,13,100,1.7876269e-07,72993.03,10.424965,24.219322,14.499304,0.25582534,1042.4965,883.5632472038269,26.68954895141941,,36.40957,0.0013699938,500.0,1300,-0.6,26.689548,,10478.022,650000,105.35892,561208260.0,1.0535892,1.7876268e-09,3166.611,24.86907
161.28375,1.6378663,1.0053158,6.4538097,5.416913,0.020911336,5542.6587,14,100,1.6549284e-07,200988.72,16.047108,30.665007,19.423798,0.26553488,1604.7108,961.1603922843933,25.877606531357095,,37.118816,0.00049754034,500.0,1400,-0.6,25.87761,,16128.375,700000,161.71194,2018521100.0,1.6171193,1.6549283e-09,4710.6074,24.021667
32.384296,1.6378663,1.072273,13.135089,5.1684337,0.0019627512,706.99786,15,100,5.7815832e-06,20801.918,3.222127,25.77528,13.94901,0.24958292,322.2127,1030.0197019577026,27.084098465270515,,38.91037,0.004807249,500.0,1500,-0.6,27.084097,,3238.4297,750000,33.54566,6646324.5,0.33545655,5.7815832e-08,426.39825,25.138578
28.261147,1.6378663,1.0470583,8.291517,5.797052,0.054114655,967.7077,16,100,0.000336375,15021.135,2.8113627,31.118841,15.849734,0.2927799,281.13626,1105.4306139945984,24.14125161677126,,39.41036,0.0066572865,500.0,1600,-0.6,24.141253,,2826.1147,800000,28.919312,51600084.0,0.28919312,3.36375e-06,726.1996,22.170734
5.2485304,1.6378663,1.6389354,8.25628,6.164404,0.032021448,174.02885,17,100,8.075017e-05,1121.8534,0.5241172,28.336628,14.535525,0.2548675,52.411716,1182.0159454345703,22.791804361176492,,36.592907,0.08913821,500.0,1700,-0.6,22.791803,,524.853,850000,6.7654657,971052.06,0.067654654,8.075017e-07,112.74657,20.962158
8852.56,1.6378663,1.0000683,6.234053,5.8159204,0.06203313,223154.14,18,100,7.7316975e-07,505466000.0,880.8184,28.993635,17.620308,0.28809357,88081.836,1259.3953247070312,23.854360021937115,,35.227688,1.9783725e-07,500.0,1800,-0.6,23.85436,,885256.0,900000,8852.862,2824096400000.0,88.528625,7.731697e-09,183553.69,22.092974
94.38313,1.6378663,1.0200152,9.848857,4.915469,0.004156485,1612.7655,19,100,4.137049e-06,54798.664,9.3902855,25.513416,12.703327,0.21612099,939.0286,1332.1316661834717,22.552184171998178,,35.362274,0.001824862,500.0,1900,-0.6,22.552183,,9438.313,950000,95.32536,44640156.0,0.95325357,4.1370487e-08,1198.8657,20.784071
195.42824,1.6378663,1.0065877,3.2556365,6.201338,0.07080738,4303.2314,20,100,2.5052968e-06,898352.56,19.444252,31.266447,14.578076,0.26388842,1944.4253,1408.2410321235657,17.833712334481206,,34.522083,0.00011131487,500.0,2000,-0.6,17.833714,,19542.824,1000000,196.07127,1340427000.0,1.9607128,2.5052968e-08,2667.2046,16.107607
17.171799,1.6378663,1.1010666,2.6290197,5.381736,0.056032285,503.8669,21,100,3.536153e-06,6037.8438,1.7083111,28.607216,16.45418,0.27277607,170.83112,1481.3739171028137,19.083199071452768,,31.236237,0.016562205,500.0,2100,-0.6,19.083199,,1717.1799,1050000,18.02511,19246474.0,0.18025112,3.5361527e-08,382.50858,17.521389
24.239431,1.6378663,1.0809141,7.453745,5.0406046,0.062178895,851.43756,22,100,0.00010348454,6052.042,2.4109998,33.060257,15.366315,0.2430259,241.09995,1552.992273569107,22.820058216110215,,40.514,0.016523348,500.0,2200,-0.6,22.820059,,2423.943,1100000,25.203026,41556132.0,0.25203025,1.0348454e-06,693.8485,20.794357
57.424953,1.6378663,1.0165014,10.296153,5.36086,0.057916403,1457.6312,23,100,2.056355e-09,75333.53,5.7132654,31.328243,15.574497,0.27228063,571.3266,1626.1020843982697,25.87064944128799,,41.624397,0.0013274301,500.0,2300,-0.6,25.870647,,5742.4956,1150000,57.897125,73395544.0,0.57897115,2.056355e-11,886.3998,23.789429
42.249935,1.6378663,1.0743066,13.884416,5.8616962,0.008178249,1556.2114,24,100,1.5704369e-06,28657.25,4.2032557,25.673618,14.110295,0.22120497,420.32553,1699.037486076355,27.994712341426226,,39.558033,0.0034895183,500.0,2400,-0.6,27.994713,,4224.9937,1200000,43.80214,85288984.0,0.4380214,1.570437e-08,1221.3833,26.016811
152.7566,1.6378663,1.0035988,13.899988,5.826608,0.01242432,4521.7437,25,100,1.1301858e-06,110578.33,15.198827,26.764154,15.91751,0.24958639,1519.8829,1772.279690504074,29.817498446691324,,40.664143,0.00090433634,500.0,2500,-0.6,29.817497,,15275.661,1250000,153.03137,576358700.0,1.530314,1.1301857e-08,3845.6348,27.78429
21.559614,1.6378663,1.1155751,17.436594,5.5170918,0.08005479,869.15936,26,100,0.00011866179,6521.6655,2.1449232,31.379354,13.335219,0.28306657,214.49231,1842.483413696289,30.771813619933415,,48.81595,0.015333506,500.0,2600,-0.6,30.771814,,2155.9614,1300000,22.78228,21387076.0,0.22782283,1.1866179e-06,672.04834,28.331015
70.44386,1.6378663,1.0085822,12.24984,6.225906,0.051563174,2533.059,27,100,5.9280524e-07,58717.33,7.0087805,29.585194,16.780773,0.2700982,700.8781,1911.8430314064026,29.030613744058545,,41.835033,0.0017030748,500.0,2700,-0.6,29.030615,,7044.386,1350000,70.74558,276226600.0,0.7074559,5.9280523e-09,2026.193,26.938862
343.66827,1.6378663,1.0020659,16.176292,5.4070797,0.0089674,13866.448,28,100,9.285414e-08,399439.47,34.194214,29.075619,17.690842,0.2151567,3419.4216,1983.7595806121826,33.86713373168206,,45.25191,0.00025035083,500.0,2800,-0.6,33.867134,,34366.83,1400000,344.02316,6912988000.0,3.440231,9.2854135e-10,12436.46,31.604538
8.823387,1.6378663,1.1682037,19.715769,5.374552,0.05712913,369.72153,29,100,9.6416625e-05,845.315,0.877631,26.258448,16.323048,0.25062543,87.7631,2066.585504055023,36.03881685413144,,45.974216,0.1182991,500.0,2900,-0.6,36.03882,,882.33875,1450000,9.541637,3009740.5,0.09541637,9.641662e-07,302.88812,33.74011
7.6594505,1.6378663,1.2173427,18.682617,6.3067384,0.028349757,353.39835,30,100,7.092001e-05,1040.4016,0.76230836,27.841545,17.031784,0.25884303,76.23084,2146.6329963207245,35.714402067090276,,46.524162,0.09611673,500.0,3000,-0.6,35.714405,,765.94507,1500000,8.462464,3180946.0,0.08462463,7.092001e-07,278.3659,33.38819
5081.6875,1.6378663,1.0002978,22.036755,5.0088673,0.022244439,175641.19,31,100,1.5930043e-08,92507470.0,505.62082,29.231415,16.99653,0.2715019,50562.074,2209.7891159057617,39.033286454687975,,51.26817,1.0809938e-06,500.0,3100,-0.6,39.033287,,508168.75,1550000,5082.444,417556140000.0,50.82444,1.5930043e-10,150986.12,36.469875
226.1997,1.6378663,1.0111967,20.79776,4.848401,0.028738007,8137.2124,32,100,7.511318e-11,1406318.5,22.505495,21.713371,12.074377,0.23663743,2250.5496,2281.9272389411926,32.87213759296365,,42.51113,7.110765e-05,500.0,3200,-0.6,32.87214,,22619.97,1600000,227.46436,1170732200.0,2.2746437,7.511318e-13,5616.551,30.746578
65.854546,1.6378663,1.0544777,20.617128,5.462109,0.102311,2536.8726,33,100,5.444439e-07,67135.0,6.5515456,21.498388,11.788331,0.28054002,655.15454,2349.8358500003815,32.40545851153624,,42.115517,0.001489536,500.0,3300,-0.6,32.405457,,6585.455,1650000,67.63389,127243790.0,0.67633873,5.4444387e-09,1991.2571,30.29968
28.300388,1.6378663,1.1153044,17.16027,6.882436,0.058421,1016.36676,34,100,2.7943903e-05,4954.2764,2.8166332,30.291363,17.628614,0.29484594,281.66333,2428.772522211075,34.78888581959397,,47.451633,0.020184582,500.0,3400,-0.6,34.788887,,2830.0388,1700000,29.91317,22580792.0,0.29913172,2.7943904e-07,849.3688,32.4163
49.167706,1.6378663,1.0205126,14.049262,5.7720838,0.11643888,2030.0153,35,100,1.3383321e-05,73897.17,4.8916836,34.403294,21.920774,0.30068058,489.16837,2502.892479658127,35.970034660674735,,48.452557,0.0013532317,500.0,3500,-0.6,35.970036,,4916.7705,1750000,49.67009,175106940.0,0.49670082,1.3383321e-07,1371.4473,33.54741
35.29973,1.6378663,1.0678775,17.975126,5.948616,0.06269078,1681.4076,36,100,3.833903e-06,41345.973,3.5113373,31.827833,20.398655,0.28772599,351.13373,2580.4004282951355,38.3737800028819,,49.80296,0.0024186152,500.0,3600,-0.6,38.37378,,3529.973,1800000,36.480824,100163560.0,0.36480826,3.833903e-08,1175.0681,35.88363
12.912799,1.6378663,1.1221632,23.9385,5.936319,0.004528165,681.41614,37,100,1.9345694e-05,3110.0405,1.2845174,31.457241,17.815111,0.2651105,128.45174,2666.9334020614624,41.75360974509463,,55.39574,0.032153923,500.0,3700,-0.6,41.75361,,1291.2799,1850000,13.684173,12036980.0,0.13684171,1.9345694e-07,526.9514,38.98382
101.91439,1.6378663,1.0171083,26.642365,5.379381,0.0499333,3786.4343,38,100,2.160255e-06,130418.78,10.139639,28.067444,15.041584,0.2774154,1013.96405,2754.2573959827423,41.68394804110848,,54.70981,0.0007667607,500.0,3800,-0.6,41.683945,,10191.439,1900000,102.78411,115387120.0,1.0278409,2.1602549e-08,2798.5518,38.94846
3.1925473,1.6378663,1.7704779,28.109177,5.693916,0.025391847,213.28822,39,100,0.00021389536,307.69385,0.3197052,25.489357,11.905107,0.2703835,31.970518,2837.4471740722656,40.01428280371695,,53.598534,0.32499838,500.0,3900,-0.6,40.014286,,319.25473,1950000,4.29214,658593.2,0.0429214,2.1389535e-06,166.27908,37.334354
5.8870654,1.6378663,1.3164388,26.173065,5.535877,0.04904601,254.82411,40,100,0.00026617778,547.99756,0.586213,27.568336,17.361273,0.23747177,58.621296,2920.3004353046417,43.53433699873578,,53.7414,0.18248257,500.0,4000,-0.6,43.53434,,588.70654,2000000,6.7706966,434336.2,0.06770697,2.6617777e-06,191.92155,40.847267
92.544975,1.6378663,1.0149997,26.699507,5.4016123,0.033605635,4434.021,41,100,1.8024183e-06,256718.2,9.207454,28.99399,17.929127,0.34876096,920.74536,2993.1126375198364,44.628630720920334,,55.693497,0.0003895322,500.0,4100,-0.6,44.628628,,9254.498,2050000,93.23689,379526500.0,0.932369,1.8024183e-08,3023.0996,41.843956
135.07658,1.6378663,1.0063184,22.901413,6.0785427,0.067811385,7012.0967,42,100,0.00015236228,14363.581,13.439534,35.254265,20.580006,0.25226638,1343.9535,3087.1942341327667,43.48141864380657,,58.155678,0.006962052,500.0,4200,-0.6,43.481422,,13507.658,2100000,135.50278,1530805800.0,1.3550278,1.5236227e-06,6663.604,40.573635
11.965643,1.6378663,1.070536,33.018974,5.1126075,0.059696585,606.5519,43,100,7.160679e-06,3173.3267,1.1902021,23.057438,12.345895,0.27131563,119.02022,3171.6313252449036,45.36487051545322,,56.076412,0.03151267,500.0,4300,-0.6,45.364872,,1196.5643,2150000,12.381082,3852659.0,0.123810805,7.160679e-08,448.60626,42.561043
50.437813,1.6378663,1.0167644,30.872906,5.0670767,0.023069173,2572.5413,44,100,9.4620314e-05,26138.975,5.0180926,27.474888,14.887012,0.2797245,501.80927,3250.8100278377533,45.75991785478816,,58.347794,0.0038257048,500.0,4400,-0.6,45.75992,,5043.7812,2200000,50.859028,101758670.0,0.50859034,9.462031e-07,2100.8706,42.842525
709.07556,1.6378663,1.0001525,29.251877,5.4864616,0.037337363,28918.086,45,100,2.5037812e-09,15469098.0,70.55208,32.723442,19.163836,0.31628206,7055.206,3323.6005280017853,48.41571342094517,,61.97532,6.464501e-06,500.0,4500,-0.6,48.415714,,70907.555,2250000,709.12964,7115873300.0,7.091296,2.5037812e-11,16730.398,45.316948
70.108086,1.6378663,1.0376121,25.072165,5.3735094,0.01471439,3455.4062,46,100,2.9077491e-05,36257.89,6.9750247,28.269789,16.89144,0.21437918,697.50244,3394.9613382816315,41.963603505002226,,53.341953,0.0027580203,500.0,4600,-0.6,41.963604,,7010.809,2300000,71.42137,270718370.0,0.7142137,2.9077492e-07,2947.5508,39.296505
235.8594,1.6378663,1.0039362,29.434904,5.003768,0.11638427,9640.745,47,100,1.0281218e-06,940678.8,23.46726,23.776289,15.364589,0.30538812,2346.7263,3482.749830007553,44.7994926239183,,53.211193,0.00010630621,500.0,4700,-0.6,44.79949,,23585.941,2350000,236.32329,766164100.0,2.3632326,1.0281218e-08,7060.3057,42.13893
722.48724,1.6378663,1.0010728,27.617645,4.598788,0.082222044,36015.23,48,100,1.588985e-06,4040870.8,71.886185,26.277351,16.099493,0.29017296,7188.6187,3579.9375989437103,43.717135970731654,,53.894997,2.4747142e-05,500.0,4800,-0.6,43.71714,,72248.73,2400000,722.8747,26153978000.0,7.228745,1.588985e-08,30598.268,41.022385
14374.234,1.6378663,1.0002004,33.6711,4.244915,0.04924667,841670.94,49,100,1.8343509e-07,8949207.0,1430.217,24.87801,11.128633,0.27200568,143021.7,3661.4028317928314,44.79973374445138,,58.54911,1.1174175e-05,500.0,4900,-0.6,44.799732,,1437423.5,2450000,14375.675,13024591000000.0,143.75674,1.8343509e-09,832913.4,41.872276
21.586359,1.6378663,1.0673103,39.86817,3.9343452,0.01600045,1162.6721,50,100,1.1157889e-06,10602.994,2.1473956,17.557575,8.73515,0.25321764,214.7396,3758.411707162857,48.60332285024204,,57.425747,0.009431298,500.0,5000,-0.6,48.603325,,2158.636,2500000,22.304245,7853687.0,0.22304243,1.1157889e-08,867.01324,45.732033
9.721293,1.6378663,1.1251926,34.8755,4.4367256,0.018674523,508.7903,51,100,4.2958218e-05,2557.248,0.967168,22.16821,11.632537,0.2356703,96.716805,3860.0063605308533,46.50803717591553,,57.04371,0.039104536,500.0,5100,-0.6,46.508038,,972.1294,2550000,10.317453,2114785.5,0.10317454,4.2958217e-07,364.55746,43.65585
180.09068,1.6378663,1.0062333,36.660168,4.0865927,0.007237941,8523.5625,52,100,3.2485605e-06,57939.816,17.918255,22.144848,11.774375,0.26764703,1791.8256,3936.6604113578796,48.43454338800436,,58.805016,0.0017259289,500.0,5200,-0.6,48.434547,,18009.068,2600000,180.6513,403607140.0,1.8065131,3.2485605e-08,7815.8237,45.494293
800.9463,1.6378663,1.0001544,35.317146,4.5420957,0.089862436,39496.61,53,100,9.566666e-09,8483505.0,79.69309,22.143742,11.085736,0.30079734,7969.309,4024.3309774398804,46.40288324086315,,57.460888,1.1787581e-05,500.0,5300,-0.6,46.402885,,80094.63,2650000,801.0081,13366958000.0,8.01008,9.5666655e-11,31128.45,43.52984
36.817993,1.6378663,1.1658984,28.20157,4.9740934,0.052065164,1897.7325,54,100,2.4494216e-06,14122.348,3.6662986,30.109102,20.661226,0.27465844,366.62988,4086.734638929367,48.86279699586515,,58.310673,0.0070809755,500.0,5400,-0.6,48.862797,,3681.7993,2700000,39.820324,52003824.0,0.39820325,2.4494215e-08,1551.2578,45.947266
28.184895,1.6378663,1.0558369,37.632664,3.9307802,0.007992148,1505.0916,55,100,4.9058326e-05,12465.719,2.8037765,19.043972,9.059964,0.23860295,280.37772,4160.16249537468,46.69262789678003,,56.676636,0.008022,500.0,5500,-0.6,46.692627,,2818.4895,2750000,28.963213,17838356.0,0.2896321,4.9058326e-07,1188.6943,43.858795
5529.4556,1.6378663,1.0000215,35.845596,4.572553,0.036775485,297737.0,56,100,6.067631e-09,174888670.0,550.1739,22.389393,13.092307,0.255199,55017.383,4229.8942811489105,48.93790196354696,,58.23499,5.717923e-07,500.0,5600,-0.6,48.9379,,552945.56,2800000,5529.515,1030254030000.0,55.29515,6.0676304e-11,259230.44,46.02615
3522.4133,1.6378663,1.003013,36.970406,4.1514735,0.075948685,177076.03,57,100,4.5817703e-07,117451.98,350.4707,22.893005,12.683114,0.2732061,35047.07,4306.351624011993,49.653520011816354,,59.86341,0.00085141184,500.0,5700,-0.6,49.65352,,352241.34,2850000,3527.7195,233856660000.0,35.277195,4.58177e-09,176050.23,46.660347
105.38753,1.6378663,1.0089697,38.133114,4.9041433,0.099032834,6241.056,58,100,4.229078e-06,423485.6,10.485479,26.921978,14.472991,0.2708298,1048.548,4382.14381146431,52.60610409100225,,65.05509,0.00023613554,500.0,5800,-0.6,52.606102,,10538.753,2900000,105.8594,499236670.0,1.0585939,4.229078e-08,4124.301,49.353348
62.65156,1.6378663,1.0094833,40.510372,4.995908,0.12255013,3557.011,59,100,0.0001304742,10964.575,6.2334633,26.765774,14.33741,0.34317946,623.3463,4454.79292345047,54.84778181397497,,67.276146,0.00912028,500.0,5900,-0.6,54.84778,,6265.1562,2950000,62.948032,107311870.0,0.6294803,1.304742e-06,3204.7805,51.483974
7.9493237,1.6378663,2.1471782,39.13256,4.7603507,0.029690027,773.92084,60,100,2.171938e-05,6555.6646,0.94014585,23.632824,13.501019,0.30653664,94.01459,4533.441331624985,52.633578557756884,,62.765385,0.015253983,500.0,6000,-0.6,52.63358,,794.9324,3000000,13.926519,2784593.2,0.13926518,2.1719379e-07,519.8244,49.495308
0.14694332,1.6378663,22.036469,43.72453,4.7639956,0.05125016,80.43051,61,100,0.007350666,9.28661,0.027978184,22.425495,10.404091,0.28619814,2.7978184,4603.885490179062,54.12862030568011,,66.150024,10.768192,500.0,6100,-0.6,54.128616,,14.694332,3050000,1.4874582,5361.561,0.01487458,7.350666e-05,70.35125,50.821114
17.217566,1.6378663,1.0651126,41.933018,4.2973843,0.092028394,889.32776,62,100,3.6055912e-06,8823.215,1.7128894,20.529728,11.645311,0.31966794,171.28894,4674.580965280533,53.57832888630236,,62.462746,0.0113337375,500.0,6200,-0.6,53.57833,,1721.7566,3100000,17.77266,2436062.5,0.1777266,3.6055912e-08,595.96533,50.455193
7.540116,1.6378663,1.1364788,40.36222,4.613912,0.05184841,389.24814,63,100,0.00016333512,1375.7136,0.74986017,22.013748,11.172725,0.2609174,74.98602,4756.0410232543945,51.53494552639891,,62.37597,0.07268955,500.0,6300,-0.6,51.534943,,754.0116,3150000,8.039757,461168.78,0.08039755,1.6333512e-06,273.57,48.416145
4.6432395,1.6378663,1.1860377,41.791786,3.8196678,0.062472105,271.10037,64,100,1.2099059e-05,1530.1561,0.4618407,17.873974,10.06883,0.24736127,46.18407,4833.285015583038,51.86061671723363,,59.66576,0.065352805,500.0,6400,-0.6,51.860615,,464.32397,3200000,5.0597878,366989.1,0.05059787,1.2099059e-07,154.40247,48.877327
10.2197075,1.6378663,1.3346109,33.99284,5.409368,0.06674777,637.6676,65,100,0.000116321724,1865.0352,1.0193155,26.297546,14.491105,0.31491855,101.93155,4917.158840417862,48.483945189289834,,60.290386,0.053618293,500.0,6500,-0.6,48.48394,,1021.97076,3250000,11.855054,4239656.5,0.11855054,1.1632172e-06,507.48242,45.469425
24.127827,1.6378663,1.1013929,36.752026,4.1251903,0.07141283,1282.2655,66,100,1.5822469e-06,35970.23,2.4013171,23.747765,13.256111,0.27456188,240.1317,4993.682635545731,50.00813723927896,,60.49979,0.0027800768,500.0,6600,-0.6,50.008133,,2412.7827,3300000,25.341106,12051450.0,0.253411,1.5822469e-08,708.5515,46.983147
11.777258,1.6378663,1.1281188,36.05749,4.263964,0.10264115,578.4506,67,100,1.5041038e-06,3611.5344,1.1720682,21.434338,12.550149,0.32984415,117.206856,5070.205623149872,48.60764024879923,,57.49183,0.027689062,500.0,6700,-0.6,48.607643,,1177.7258,3350000,12.519701,1583720.8,0.12519702,1.5041037e-08,405.69904,45.733047
101.54883,1.6378663,1.0198814,39.594933,4.6499567,0.11978561,5609.4824,68,100,3.2798755e-07,322766.38,10.103087,25.387535,13.042633,0.31343663,1010.3088,5144.80090045929,52.637566621990764,,64.98247,0.00030982163,500.0,6800,-0.6,52.63757,,10154.883,3400000,102.55456,251624420.0,1.0255456,3.2798755e-09,3763.5732,49.388443
21.370762,1.6378663,1.0592289,43.618813,4.500419,0.038804755,1226.0487,69,100,5.9819217e-06,10559.334,2.1258874,21.560715,9.619354,0.24440633,212.58871,5220.151815652847,53.238166416123114,,65.17953,0.009470294,500.0,6900,-0.6,53.238163,,2137.0762,3450000,21.99619,7583386.0,0.2199619,5.9819214e-08,891.16077,49.97919
4.4688234,1.6378663,2.3982673,37.810734,4.6209526,0.06522304,380.97287,70,100,0.00010778108,1089.898,0.4737864,22.531803,12.493141,0.31502682,47.378647,5295.895824432373,50.30387412415096,,60.342537,0.09175171,500.0,7000,-0.6,50.30388,,446.88235,3500000,7.4268165,688416.4,0.07426817,1.0778108e-06,281.36664,47.286747
4.609547,1.6378663,1.922163,35.73559,4.6399436,0.07728371,334.27652,71,100,0.0002008472,707.358,0.47075438,23.943588,14.168396,0.2984734,47.075436,5377.90854883194,49.90398846505282,,59.67918,0.14137113,500.0,7100,-0.6,49.903984,,460.9547,3550000,6.5902824,579225.1,0.06590282,2.008472e-06,254.91455,46.92003
0.44697013,1.6378663,7.457999,37.077934,4.2184567,0.016294718,92.36575,72,100,0.0012554746,33.432785,0.06430695,20.814781,11.737293,0.28859955,6.4306955,5449.163145542145,48.81522805213269,,57.892715,2.991076,500.0,7200,-0.6,48.815224,,44.697014,3600000,1.8255748,13702.262,0.018255746,1.2554746e-05,75.628654,45.920593
120.78777,1.6378663,1.0060264,38.576473,4.1493063,0.0053254664,7000.3276,73,100,2.1324571e-07,177439.81,12.017885,20.606464,11.303061,0.2651149,1201.7883,5518.4649386405945,49.87953333159837,,59.182938,0.0005635714,500.0,7300,-0.6,49.879536,,12078.777,3650000,121.151375,560920200.0,1.2115136,2.132457e-09,5753.828,46.92038
19.133202,1.6378663,1.2209927,37.704075,4.7493205,0.088201985,1137.5001,74,100,9.096974e-06,9867.832,1.9062811,29.358356,14.472238,0.28609487,190.62811,5593.276359796524,52.17631316689213,,67.06243,0.010133938,500.0,7400,-0.6,52.176315,,1913.3202,3700000,21.193914,10276343.0,0.21193913,9.096974e-08,804.41125,48.82319
2874.806,1.6378663,1.0000905,36.54316,4.2004066,0.05798368,168422.02,75,100,1.5629617e-08,43844450.0,286.03946,22.266678,13.499811,0.2600047,28603.945,5657.616691112518,50.04297030313428,,58.809837,2.2807906e-06,500.0,7500,-0.6,50.04297,,287480.6,3750000,2874.936,412612820000.0,28.749361,1.5629617e-10,148951.5,47.10248
139.56001,1.6378663,1.300838,42.152023,3.8195896,0.022354513,8260.319,76,100,1.7462941e-06,125972.17,14.024345,24.620384,12.204574,0.2928305,1402.4346,5740.952063560486,54.35659693565056,,66.77241,0.0007938261,500.0,7600,-0.6,54.356598,,13956.002,3800000,161.0043,214730940.0,1.6100427,1.746294e-08,7075.3574,51.017975
