BatchSize,MinNormIw,VarNormIw,VarDiscRet,J,Bound,VarVanillaIw,ESSRenyi,AvgVanillaIw,Delta,EpsThisIter,AvgEpLen,IterType,MinVanillaIw,MaxNormIw,MaxVanillaIw,AvgRet,AvgDiscRet,ESSClassic,AvgNormIw,VarRet,VarJ,eRenyi2,VanillaAvgRet
200,0.00778809,5.16653e-06,4962.22141199,-77.9536,-112.466,0.0559017,194.777065154,1.04019,0.6,100,94.97,,0.81011,0.0241423,2.51126,-65.7143172358,-77.9844690995,95.1340019673,0.01,136.34424705,71.3408,1.02681,-65.7143172358
200,0.00293222,3.78241e-07,3802.23991809,-71.4539,-95.745,0.0153171,196.599414135,1.00617,0.6,100,109.14,1,0.590065,0.00700184,1.40901,-77.9556771442,-77.9556771442,197.033774237,0.005,3802.23991809,41.7834,1.0173,-77.9556771442
200,0.01,3.50449e-18,3696.9784762,-78.7795,-112.839,,200.0,1.0,0.6,100,110.08,2,1.0,0.01,1.0,-78.7795022525,-78.7795022525,100.0,0.01,3696.9784762,60.498,1.0,-78.7795022525
200,0.00371848,5.00645e-06,8212.87235614,-82.7571,-108.021,0.213541,181.746956073,1.03263,0.6,100,125.23,1,0.767964,0.0276626,5.71306,-91.8343689598,-91.8343689598,166.769855885,0.005,8212.87235614,67.9777,1.10043,-91.8343689598
200,0.01,3.50449e-18,7142.85413622,-86.736,-120.795,,200.0,1.0,0.6,100,119.33,2,1.0,0.01,1.0,-86.7359744039,-86.7359744039,100.0,0.01,7142.85413622,84.0918,1.0,-86.7359744039
200,0.0010471,5.88443e-06,8234.67991411,-84.8065,-111.196,0.22689,166.580096174,0.981805,0.6,100,124.99,1,0.20561,0.0134451,2.64009,-91.6295690611,-91.6295690611,162.048240015,0.005,8234.67991411,77.28,1.20062,-91.6295690611
200,0.01,3.50449e-18,2583.59049147,-70.5172,-104.576,,200.0,1.0,0.6,100,99.71,2,1.0,0.01,1.0,-70.5171677041,-70.5171677041,100.0,0.01,2583.59049147,50.5742,1.0,-70.5171677041
200,0.00427462,7.03802e-07,6002.99724537,-77.8417,-102.244,0.0286437,194.803774619,1.00869,0.6,100,119.14,1,0.862356,0.0111823,2.2559,-86.6217051198,-86.6217051198,194.550423228,0.005,6002.99724537,62.6703,1.02667,-86.6217051198
200,0.01,3.50449e-18,6065.29062897,-83.3789,-117.438,,200.0,1.0,0.6,100,114.9,2,1.0,0.01,1.0,-83.3789464828,-83.3789464828,100.0,0.01,6065.29062897,77.4896,1.0,-83.3789464828
200,0.000261178,6.70894e-06,8211.24965228,-82.2724,-109.121,0.30843,160.928467704,1.07206,0.6,100,125.09,1,0.056,0.0156837,3.36278,-91.8355632871,-91.8355632871,157.851172502,0.005,8211.24965228,74.1107,1.24279,-91.8355632871
200,0.01,3.50449e-18,8322.67150992,-90.8785,-124.938,,200.0,1.0,0.6,100,124.7,2,1.0,0.01,1.0,-90.8784768434,-90.8784768434,100.0,0.01,8322.67150992,90.7714,1.0,-90.8784768434
200,1.09139e-09,1.60161e-05,4911.39944994,-73.8451,-104.571,0.600292,122.876970075,0.967993,0.6,100,111.96,1,2.11291e-07,0.0128116,2.4803,-80.4184436637,-80.4184436637,122.141738314,0.005,4911.39944994,57.5943,1.62764,-80.4184436637
200,0.01,3.50449e-18,3757.35532505,-78.041,-112.101,,200.0,1.0,0.6,100,109.5,2,1.0,0.01,1.0,-78.0410104577,-78.0410104577,100.0,0.01,3757.35532505,60.99,1.0,-78.0410104577
200,0.00152003,2.51486e-06,4876.86704306,-78.5684,-103.53,0.100591,186.184710789,0.999986,0.6,100,114.4,1,0.304002,0.0137903,2.75801,-82.5564615487,-82.5564615487,181.80305615,0.005,4876.86704306,59.778,1.0742,-82.5564615487
200,0.01,3.50449e-18,9177.78794564,-96.5668,-130.626,,200.0,1.0,0.6,100,130.65,2,1.0,0.01,1.0,-96.5667747493,-96.5667747493,100.0,0.01,9177.78794564,95.3206,1.0,-96.5667747493
200,0.000417874,3.05662e-06,6082.54213595,-89.0484,-114.301,0.12068,181.920341451,0.9935,0.6,100,117.69,1,0.0830315,0.00989947,1.96702,-85.4193059351,-85.4193059351,178.308172164,0.005,6082.54213595,84.7373,1.09938,-85.4193059351
200,0.01,3.50449e-18,4892.74254103,-82.0238,-116.083,,200.0,1.0,0.6,100,113.86,2,1.0,0.01,1.0,-82.0237715244,-82.0237715244,100.0,0.01,4892.74254103,69.5975,1.0,-82.0237715244
200,0.0012753,1.73346e-06,2600.66676011,-77.1022,-101.914,0.0701714,188.42198479,1.00599,0.6,100,106.56,1,0.256589,0.00837062,1.68415,-75.549094947,-75.549094947,187.092253799,0.005,2600.66676011,56.9517,1.06145,-75.549094947
200,0.01,3.50449e-18,7127.41746603,-88.24,-122.299,,200.0,1.0,0.6,100,121.48,2,1.0,0.01,1.0,-88.2400030164,-88.2400030164,100.0,0.01,7127.41746603,84.0009,1.0,-88.2400030164
200,0.000554343,5.2013e-06,2588.85826829,-77.2387,-103.747,0.207268,165.090561,0.998113,0.6,100,106.29,1,0.110659,0.0144096,2.87648,-75.5705227207,-75.5705227207,165.698459196,0.005,2588.85826829,56.4133,1.21146,-75.5705227207
200,0.01,3.50449e-18,9257.47857285,-94.2473,-128.306,,200.0,1.0,0.6,100,128.13,2,1.0,0.01,1.0,-94.2473206663,-94.2473206663,100.0,0.01,9257.47857285,95.7335,1.0,-94.2473206663
200,0.000129096,9.3194e-06,6006.98638344,-83.522,-111.436,0.370526,148.882354017,0.996978,0.6,100,115.78,1,0.0257413,0.0114166,2.27641,-84.0587333122,-84.0587333122,145.888303467,0.005,6006.98638344,73.5189,1.34334,-84.0587333122
200,0.01,3.50449e-18,1439.61452631,-70.1685,-104.22,,200.0,1.0,0.6,100,100.04,2,1.0,0.01,1.0,-70.1685202993,-70.1685202993,100.0,0.01,1439.61452631,37.7521,1.0,-70.1685202993
200,0.00110722,1.51962e-06,7161.66986285,-77.638,-102.323,0.0602354,190.366211675,0.995469,0.6,100,119.79,1,0.220441,0.00674608,1.3431,-87.4792569982,-87.4792569982,188.593701083,0.005,7161.66986285,62.4394,1.05061,-87.4792569982
200,0.01,3.50449e-18,6027.21702027,-85.6115,-119.671,,200.0,1.0,0.6,100,118.35,2,1.0,0.01,1.0,-85.6115319778,-85.6115319778,100.0,0.01,6027.21702027,77.246,1.0,-85.6115319778
200,0.000293709,2.46361e-06,3757.84233195,-78.5209,-103.922,0.107499,179.796635337,1.04445,0.6,100,107.39,1,0.0613529,0.00699992,1.46221,-76.5114689612,-76.5114689612,182.140837187,0.005,3757.84233195,62.6442,1.11237,-76.5114689612
200,0.01,3.50449e-18,4924.583297,-79.9043,-113.964,,200.0,1.0,0.6,100,111.38,2,1.0,0.01,1.0,-79.9042921147,-79.9042921147,100.0,0.01,4924.583297,69.8236,1.0,-79.9042921147
200,4.79191e-06,1.27272e-05,7193.22913432,-73.5337,-101.205,0.549218,151.49570396,1.03867,0.6,100,120.11,1,0.000995438,0.0345314,7.17333,-87.2499308701,-87.2499308701,132.754303765,0.005,7193.22913432,54.8023,1.32017,-87.2499308701
200,0.01,3.50449e-18,10194.5894509,-101.175,-135.234,,200.0,1.0,0.6,100,136.75,2,1.0,0.01,1.0,-101.174972983,-101.174972983,100.0,0.01,10194.5894509,100.462,1.0,-101.174972983
200,0.00315642,9.30667e-07,6074.29087569,-90.9485,-115.542,0.0386549,191.800308006,1.019,0.6,100,113.99,1,0.643281,0.00912156,1.85898,-82.8419300362,-82.8419300362,192.856520763,0.005,6074.29087569,88.4465,1.04275,-82.8419300362
200,0.01,3.50449e-18,7115.40798616,-88.6682,-122.728,,200.0,1.0,0.6,100,121.58,2,1.0,0.01,1.0,-88.6681923464,-88.6681923464,100.0,0.01,7115.40798616,83.9301,1.0,-88.6681923464
200,0.00429641,5.47837e-07,6012.57530645,-86.3479,-110.938,0.0205555,191.842877709,0.968519,0.6,100,118.95,1,0.832231,0.00891178,1.72624,-86.3747530198,-86.3747530198,195.732272781,0.005,6012.57530645,74.951,1.04252,-86.3747530198
200,0.01,3.50449e-18,8097.13760647,-94.7368,-128.796,,200.0,1.0,0.6,100,128.83,2,1.0,0.01,1.0,-94.7368215151,-94.7368215151,100.0,0.01,8097.13760647,89.5331,1.0,-94.7368215151
200,0.00380694,1.77543e-06,6070.03614394,-87.0918,-112.313,0.0690551,182.361102944,0.986088,0.6,100,116.86,1,0.750795,0.0105109,2.07293,-84.8045664868,-84.8045664868,186.800328293,0.005,6070.03614394,76.1358,1.09673,-84.8045664868
200,0.01,3.50449e-18,7059.2531279,-89.3012,-123.361,,200.0,1.0,0.6,100,122.97,2,1.0,0.01,1.0,-89.3011567244,-89.3011567244,100.0,0.01,7059.2531279,83.5982,1.0,-89.3011567244
200,0.0040715,2.13558e-06,12316.940327,-94.3387,-119.588,0.086822,181.962466562,1.00815,0.6,100,140.81,1,0.820939,0.0140885,2.84069,-105.428275321,-105.428275321,184.332466814,0.005,12316.940327,90.3971,1.09913,-105.428275321
200,0.01,3.50449e-18,188.590017387,-67.1925,-76.6353,,200.0,1.0,0.6,100,96.81,2,1.0,0.01,1.0,-67.1924607883,-67.1924607883,100.0,0.01,188.590017387,13.664,1.0,-67.1924607883
200,0.00116284,3.36778e-06,7189.58286526,-74.6373,-99.9724,0.128821,180.731337928,0.977892,0.6,100,120.12,1,0.227427,0.0208566,4.07909,-87.7825876079,-87.7825876079,176.360996954,0.005,7189.58286526,53.5638,1.10661,-87.7825876079
200,0.01,3.50449e-18,10310.9815034,-98.0545,-132.114,,200.0,1.0,0.6,100,132.24,2,1.0,0.01,1.0,-98.0545140944,-98.0545140944,100.0,0.01,10310.9815034,101.034,1.0,-98.0545140944
200,0.00206303,5.87488e-06,8274.45682489,-88.8633,-115.616,0.230112,162.082591016,0.989557,0.6,100,123.18,1,0.408296,0.0221721,4.38811,-90.2208011851,-90.2208011851,162.098171013,0.005,8274.45682489,85.9513,1.23394,-90.2208011851
200,0.01,3.50449e-18,4893.0517135,-81.5655,-115.625,,200.0,1.0,0.6,100,113.89,2,1.0,0.01,1.0,-81.5654711887,-81.5654711887,100.0,0.01,4893.0517135,69.5997,1.0,-81.5654711887
200,0.00407665,1.39447e-06,6040.00260718,-81.804,-106.553,0.0545138,189.395971563,0.988594,0.6,100,117.55,1,0.80603,0.0145072,2.86835,-84.8564949715,-84.8564949715,189.483609577,0.005,6040.00260718,66.9792,1.05599,-84.8564949715
200,0.01,3.50449e-18,7199.66746828,-86.0491,-120.106,,200.0,1.0,0.6,100,118.24,2,1.0,0.01,1.0,-86.0490829512,-86.0490829512,100.0,0.01,7199.66746828,84.4255,1.0,-86.0490829512
200,3.11635e-06,1.17493e-05,3752.85281971,-70.8064,-99.7366,0.43454,138.604207427,0.961567,0.6,100,110.43,1,0.000599316,0.0103832,1.99682,-79.001410467,-79.001410467,136.275022781,0.005,3752.85281971,33.8353,1.44296,-79.001410467
200,0.01,3.50449e-18,10279.1216177,-97.8375,-131.897,,200.0,1.0,0.6,100,132.39,2,1.0,0.01,1.0,-97.8374888684,-97.8374888684,100.0,0.01,10279.1216177,100.878,1.0,-97.8374888684
200,0.0040481,3.96317e-07,8203.28125346,-94.2357,-118.504,0.0158437,196.968598723,0.999716,0.6,100,124.72,1,0.80939,0.00808067,1.61567,-91.3741318902,-91.3741318902,196.894320792,0.005,8203.28125346,94.9096,1.01539,-91.3741318902
200,0.01,3.50449e-18,3728.80561693,-79.2322,-113.29,,200.0,1.0,0.6,100,110.7,2,1.0,0.01,1.0,-79.2322271422,-79.2322271422,100.0,0.01,3728.80561693,60.7579,1.0,-79.2322271422
200,0.000251219,4.8454e-06,2617.97378755,-72.85,-99.4362,0.202273,164.110333311,1.02158,0.6,100,104.11,1,0.0513283,0.00845193,1.72687,-74.0241463244,-74.0241463244,167.666106246,0.005,2617.97378755,34.6521,1.21869,-74.0241463244
200,0.01,3.50449e-18,4984.67387597,-79.441,-113.5,,200.0,1.0,0.6,100,110.44,2,1.0,0.01,1.0,-79.4409932382,-79.4409932382,100.0,0.01,4984.67387597,70.2483,1.0,-79.4409932382
200,0.00343186,4.00292e-07,8183.23875338,-85.3972,-109.696,0.0158204,196.467287979,0.99401,0.6,100,125.91,1,0.682261,0.00782912,1.55645,-92.101972774,-92.101972774,196.863664251,0.005,8183.23875338,80.0824,1.01798,-92.101972774
200,0.01,3.50449e-18,4860.64561806,-82.5981,-116.657,,200.0,1.0,0.6,100,114.82,2,1.0,0.01,1.0,-82.5980921263,-82.5980921263,100.0,0.01,4860.64561806,69.3689,1.0,-82.5980921263
200,0.000211992,4.90929e-06,5987.0438302,-77.1801,-103.649,0.198131,165.575208785,1.00447,0.6,100,120.13,1,0.0425879,0.0102976,2.06873,-86.9438957681,-86.9438957681,167.309463646,0.005,5987.0438302,55.1466,1.20791,-86.9438957681
200,0.01,3.50449e-18,6014.36132179,-84.0388,-118.098,,200.0,1.0,0.6,100,116.11,2,1.0,0.01,1.0,-84.0388430233,-84.0388430233,100.0,0.01,6014.36132179,77.1636,1.0,-84.0388430233
200,0.00157229,6.87961e-06,7171.02547219,-80.4403,-106.995,0.288791,164.510153961,1.02443,0.6,100,119.68,1,0.322139,0.0235402,4.82304,-87.6741679603,-87.6741679603,157.00947622,0.005,7171.02547219,62.9653,1.21573,-87.6741679603
200,0.01,3.50449e-18,7136.92117185,-88.767,-122.826,,200.0,1.0,0.6,100,122.06,2,1.0,0.01,1.0,-88.7669636337,-88.7669636337,100.0,0.01,7136.92117185,84.0568,1.0,-88.7669636337
200,0.00216224,4.58373e-05,3794.32886634,-76.7913,-100.875,1.76095,199.999213222,0.980019,0.6,100,104.95,1,0.423806,0.0639217,12.5289,-74.7417046885,-74.7417046885,70.8133869595,0.005,3794.32886634,56.8223,1.0,-74.7417046885
200,0.01,3.50449e-18,3782.91335691,-77.4956,-111.554,,200.0,1.0,0.6,100,108.4,2,1.0,0.01,1.0,-77.4955915144,-77.4955915144,100.0,0.01,3782.91335691,61.1971,1.0,-77.4955915144
200,0.0019812,2.0376e-06,6068.64936075,-78.9381,-104.045,0.0772053,184.030782775,0.973272,0.6,100,116.28,1,0.385649,0.00818002,1.59228,-84.3467130449,-84.3467130449,184.997372116,0.005,6068.64936075,65.5497,1.08677,-84.3467130449
200,0.01,3.50449e-18,9182.15581581,-96.7886,-130.848,,200.0,1.0,0.6,100,131.43,2,1.0,0.01,1.0,-96.7886248007,-96.7886248007,100.0,0.01,9182.15581581,95.3432,1.0,-96.7886248007
200,0.0019996,8.66475e-07,4928.66217269,-87.8553,-112.405,0.0333265,192.485619695,0.980588,0.6,100,112.39,1,0.392157,0.00827126,1.62214,-80.6968978952,-80.6968978952,193.332678067,0.005,4928.66217269,82.1024,1.03904,-80.6968978952
200,0.01,3.50449e-18,12370.5483271,-103.808,-137.87,,200.0,1.0,0.6,100,139.02,2,1.0,0.01,1.0,-103.808138656,-103.808138656,100.0,0.01,12370.5483271,110.665,1.0,-103.808138656
200,0.00407208,2.10206e-06,6025.74905817,-91.4433,-116.794,0.0774621,180.532329473,0.959825,0.6,100,117.23,1,0.781696,0.0185588,3.56264,-85.0263003609,-85.0263003609,184.559384929,0.005,6025.74905817,88.8592,1.10783,-85.0263003609
200,0.01,3.50449e-18,2575.43899157,-76.8035,-110.861,,200.0,1.0,0.6,100,108.21,2,1.0,0.01,1.0,-76.8034768207,-76.8034768207,100.0,0.01,2575.43899157,50.4944,1.0,-76.8034768207
200,0.00189006,3.75261e-06,11227.5700227,-86.0438,-112.006,0.145667,172.127555167,0.985107,0.6,100,138.18,1,0.372383,0.0153781,3.02982,-102.985239904,-102.985239904,174.010874853,0.005,11227.5700227,73.1295,1.16193,-102.985239904
200,0.01,3.50449e-18,7176.70531706,-87.0457,-121.105,,200.0,1.0,0.6,100,119.06,2,1.0,0.01,1.0,-87.0457082184,-87.0457082184,100.0,0.01,7176.70531706,84.2908,1.0,-87.0457082184
200,0.00134015,8.50986e-07,1370.62156633,-76.3015,-100.794,0.0332684,193.383058009,0.98861,0.6,100,97.72,1,0.264977,0.00786082,1.55426,-68.4502200423,-68.4502200423,193.448065595,0.005,1370.62156633,62.0026,1.03422,-68.4502200423
200,0.01,3.50449e-18,7187.04254005,-87.3457,-121.405,,200.0,1.0,0.6,100,119.28,2,1.0,0.01,1.0,-87.3456660198,-87.3456660198,100.0,0.01,7187.04254005,84.3515,1.0,-87.3456660198
200,0.0019691,1.08814e-06,6000.98323329,-86.0893,-110.742,0.0431246,190.869681952,0.995381,0.6,100,120.09,1,0.392,0.0102827,2.04703,-86.9658703266,-86.9658703266,191.697917898,0.005,6000.98323329,78.0001,1.04784,-86.9658703266
200,0.01,3.50449e-18,13375.9232156,-107.037,-141.096,,200.0,1.0,0.6,100,142.18,2,1.0,0.01,1.0,-107.037115385,-107.037115385,100.0,0.01,13375.9232156,115.075,1.0,-107.037115385
200,0.00207848,3.38582e-06,9157.29972765,-98.8621,-124.614,0.126248,174.927572347,0.965497,0.6,100,131.99,1,0.401354,0.0137137,2.6481,-97.1264269248,-97.1264269248,176.249356994,0.005,9157.29972765,99.3,1.14333,-97.1264269248
200,0.01,3.50449e-18,6163.33568161,-85.3162,-119.376,,200.0,1.0,0.6,100,117.29,2,1.0,0.01,1.0,-85.3162111461,-85.3162111461,100.0,0.01,6163.33568161,78.1134,1.0,-85.3162111461
200,9.9211e-05,1.18414e-05,7114.56584036,-78.8895,-107.474,0.43055,141.980134039,0.953412,0.6,100,121.43,1,0.0189178,0.0127845,2.43779,-88.7652203599,-88.7652203599,135.935428284,0.005,7114.56584036,62.497,1.40865,-88.7652203599
200,0.01,3.50449e-18,1489.76431011,-71.2834,-105.341,,200.0,1.0,0.6,100,101.37,2,1.0,0.01,1.0,-71.2834477973,-71.2834477973,100.0,0.01,1489.76431011,38.404,1.0,-71.2834477973
200,0.000312082,2.05294e-06,4920.07763742,-73.8718,-99.073,0.0836473,182.655118219,1.00927,0.6,100,113.96,1,0.062995,0.00692156,1.39715,-81.7340817188,-81.7340817188,184.892970297,0.005,4920.07763742,46.4128,1.09496,-81.7340817188
200,0.01,3.50449e-18,3749.15778656,-76.3849,-110.444,,200.0,1.0,0.6,100,107.74,2,1.0,0.01,1.0,-76.3848682933,-76.3848682933,100.0,0.01,3749.15778656,60.9234,1.0,-76.3848682933
200,0.00409124,1.11729e-06,1404.01633101,-72.2075,-96.9226,0.0445454,189.911748828,0.998361,0.6,100,101.21,1,0.816908,0.0101166,2.02001,-71.032317761,-71.032317761,191.484939735,0.005,1404.01633101,43.6283,1.05312,-71.032317761
200,0.01,3.50449e-18,2606.55651552,-73.6532,-107.712,,200.0,1.0,0.6,100,103.88,2,1.0,0.01,1.0,-73.6532458192,-73.6532458192,100.0,0.01,2606.55651552,50.7985,1.0,-73.6532458192
200,4.75457e-06,7.58005e-06,6035.09607551,-72.24,-100.108,0.332172,149.370864465,1.04668,0.6,100,116.49,1,0.000995307,0.00924622,1.93558,-84.3494271356,-84.3494271356,153.646930461,0.005,6035.09607551,38.9922,1.33895,-84.3494271356
200,0.01,3.50449e-18,3765.00699872,-75.2535,-109.313,,200.0,1.0,0.6,100,105.43,2,1.0,0.01,1.0,-75.2534847412,-75.2534847412,100.0,0.01,3765.00699872,61.0521,1.0,-75.2534847412
200,5.39533e-05,7.37534e-06,2582.51355157,-69.824,-97.0824,0.285967,156.126831386,0.984547,0.6,100,103.58,1,0.0106239,0.00923576,1.81861,-73.5889362398,-73.5889362398,154.614659463,0.005,2582.51355157,36.2575,1.28101,-73.5889362398
200,0.01,3.50449e-18,8288.05706202,-90.5904,-124.65,,200.0,1.0,0.6,100,122.77,2,1.0,0.01,1.0,-90.5904239899,-90.5904239899,100.0,0.01,8288.05706202,90.5824,1.0,-90.5904239899
200,0.000483557,3.22097e-06,4941.94476784,-81.0798,-106.701,0.1306,176.712691214,1.00681,0.6,100,111.11,1,0.0973701,0.00727183,1.46427,-79.7399237528,-79.7399237528,177.274364402,0.005,4941.94476784,71.8546,1.13178,-79.7399237528
200,0.01,3.50449e-18,3758.23202116,-78.8903,-112.95,,200.0,1.0,0.6,100,110.38,2,1.0,0.01,1.0,-78.8903164896,-78.8903164896,100.0,0.01,3758.23202116,60.9971,1.0,-78.8903164896
200,0.00378934,1.28868e-06,4886.19935353,-79.0878,-103.847,0.0557219,189.230266708,1.03971,0.6,100,114.83,1,0.787961,0.0108443,2.25498,-82.4799064882,-82.4799064882,190.242552232,0.005,4886.19935353,58.311,1.05691,-82.4799064882
200,0.01,3.50449e-18,6061.36054672,-83.928,-117.988,,200.0,1.0,0.6,100,115.99,2,1.0,0.01,1.0,-83.9280279304,-83.9280279304,100.0,0.01,6061.36054672,77.4645,1.0,-83.9280279304
200,0.00352553,5.89167e-06,4905.01578039,-79.2922,-104.793,0.270212,178.394822417,1.07079,0.6,100,114.09,1,0.755019,0.0185169,3.96554,-81.5352716678,-81.5352716678,162.01041306,0.005,4905.01578039,60.3486,1.12111,-81.5352716678
200,0.01,3.50449e-18,3784.05641517,-77.4802,-111.54,,200.0,1.0,0.6,100,108.08,2,1.0,0.01,1.0,-77.4802257122,-77.4802257122,100.0,0.01,3784.05641517,61.2063,1.0,-77.4802257122
200,5.76221e-05,6.73302e-06,7175.99521744,-75.6848,-102.997,0.256221,155.511695669,0.975377,0.6,100,120.93,1,0.0112406,0.0104991,2.04812,-88.5478142969,-88.5478142969,157.73191758,0.005,7175.99521744,57.2436,1.28608,-88.5478142969
200,0.01,3.50449e-18,6026.27930018,-85.6001,-119.659,,200.0,1.0,0.6,100,117.93,2,1.0,0.01,1.0,-85.6000543006,-85.6000543006,100.0,0.01,6026.27930018,77.24,1.0,-85.6000543006
200,0.00403123,1.47111e-06,3719.19749363,-80.2746,-105.065,0.0594168,188.762811111,1.00485,0.6,100,109.92,1,0.810156,0.0104539,2.10091,-78.2585725835,-78.2585725835,188.937644552,0.005,3719.19749363,61.7385,1.05953,-78.2585725835
200,0.01,3.50449e-18,10287.5114992,-98.9874,-133.047,,200.0,1.0,0.6,100,133.39,2,1.0,0.01,1.0,-98.9873553121,-98.9873553121,100.0,0.01,10287.5114992,100.919,1.0,-98.9873553121
200,3.18262e-05,7.77722e-06,4950.20093708,-82.6369,-109.963,0.302881,155.350562082,0.98672,0.6,100,113.29,1,0.00628072,0.0106577,2.10322,-81.7340527546,-81.7340527546,152.72611819,0.005,4950.20093708,75.4485,1.28741,-81.7340527546
200,0.01,3.50449e-18,3759.23026145,-76.5002,-110.559,,200.0,1.0,0.6,100,106.94,2,1.0,0.01,1.0,-76.5002439056,-76.5002439056,100.0,0.01,3759.23026145,61.0052,1.0,-76.5002439056
200,2.95416e-05,6.84933e-06,3748.14236052,-70.8734,-98.084,0.278129,156.673400632,1.00756,0.6,100,107.0,1,0.00595297,0.01376,2.77279,-75.9996929455,-75.9996929455,157.158146209,0.005,3748.14236052,42.8419,1.27654,-75.9996929455
200,0.01,3.50449e-18,1368.75554158,-71.8046,-105.864,,200.0,1.0,0.6,100,102.75,2,1.0,0.01,1.0,-71.80456498,-71.80456498,100.0,0.01,1368.75554158,36.8112,1.0,-71.80456498
200,0.00050346,2.17127e-06,3801.53182524,-72.4952,-97.6321,0.0868246,183.591887394,0.999849,0.6,100,108.09,1,0.100677,0.00780928,1.56162,-77.6118460982,-77.6118460982,184.09143941,0.005,3801.53182524,41.2003,1.08937,-77.6118460982
200,0.01,3.50449e-18,3738.46114532,-77.708,-111.768,,200.0,1.0,0.6,100,108.29,2,1.0,0.01,1.0,-77.7080337712,-77.7080337712,100.0,0.01,3738.46114532,60.8365,1.0,-77.7080337712
200,0.003514,3.76304e-06,7170.70325943,-81.4039,-106.552,0.157729,183.429841312,1.02366,0.6,100,121.54,1,0.719429,0.0192119,3.9333,-88.8198712957,-88.8198712957,173.947996533,0.005,7170.70325943,69.7487,1.09034,-88.8198712957
200,0.01,3.50449e-18,3755.86594307,-77.7971,-111.856,,200.0,1.0,0.6,100,109.16,2,1.0,0.01,1.0,-77.7970475383,-77.7970475383,100.0,0.01,3755.86594307,60.9779,1.0,-77.7970475383
200,0.000476395,5.47931e-06,7219.12658318,-76.634,-103.029,0.210819,166.499471341,0.980759,0.6,100,116.31,1,0.0934457,0.0099319,1.94816,-84.9097812614,-84.9097812614,164.193276829,0.005,7219.12658318,59.6016,1.20121,-84.9097812614
200,0.01,3.50449e-18,3777.86161477,-76.3185,-110.378,,200.0,1.0,0.6,100,107.18,2,1.0,0.01,1.0,-76.3185023612,-76.3185023612,100.0,0.01,3777.86161477,61.1562,1.0,-76.3185023612
200,7.01215e-07,6.84748e-06,6058.74437801,-73.5498,-100.938,0.284857,154.654318816,1.01981,0.6,100,114.49,1,0.000143021,0.00894504,1.82444,-82.8047805631,-82.8047805631,157.167197475,0.005,6058.74437801,51.7203,1.29321,-82.8047805631
200,0.01,3.50449e-18,7193.35624933,-87.2042,-121.265,,200.0,1.0,0.6,100,119.41,2,1.0,0.01,1.0,-87.2042244792,-87.2042244792,100.0,0.01,7193.35624933,84.3885,1.0,-87.2042244792
200,0.00239177,2.85842e-06,6077.64240661,-82.5407,-107.953,0.121149,179.639774263,1.02936,0.6,100,115.73,1,0.492397,0.0128444,2.64429,-84.0969677778,-84.0969677778,179.571081266,0.005,6077.64240661,72.7812,1.11334,-84.0969677778
200,0.01,3.50449e-18,7100.76011735,-89.019,-123.079,,200.0,1.0,0.6,100,121.96,2,1.0,0.01,1.0,-89.0189910528,-89.0189910528,100.0,0.01,7100.76011735,83.8436,1.0,-89.0189910528
200,1.12885e-17,2.60574e-05,12368.2464885,-81.0415,-114.816,0.97055,101.696282087,0.96497,0.6,100,139.18,1,2.17861e-15,0.0192327,3.71179,-104.057573136,-104.057573136,98.1796087312,0.005,12368.2464885,83.3043,1.96664,-104.057573136
200,0.01,3.50449e-18,14066.4306594,-113.107,-147.167,,200.0,1.0,0.6,100,149.95,2,1.0,0.01,1.0,-113.107486193,-113.107486193,100.0,0.01,14066.4306594,118.007,1.0,-113.107486193
200,2.58016e-06,1.13506e-05,2548.32684746,-85.5431,-114.834,0.514123,135.209091878,1.06413,0.6,100,104.33,1,0.000549125,0.0132823,2.82681,-73.267926968,-73.267926968,137.764385893,0.005,2548.32684746,84.0232,1.47919,-73.267926968
200,0.01,3.50449e-18,8245.75679392,-90.9816,-125.041,,200.0,1.0,0.6,100,124.18,2,1.0,0.01,1.0,-90.981560498,-90.981560498,100.0,0.01,8245.75679392,90.351,1.0,-90.981560498
200,0.00113788,4.84365e-05,7136.5219619,-82.2231,-110.155,2.49227,148.688602377,1.13418,0.6,100,121.9,1,0.258112,0.096734,21.9427,-89.003586778,-89.003586778,68.3113422818,0.005,7136.5219619,83.2042,1.34509,-89.003586778
200,0.01,3.50449e-18,9305.48973004,-94.696,-128.756,,200.0,1.0,0.6,100,129.08,2,1.0,0.01,1.0,-94.6960467917,-94.6960467917,100.0,0.01,9305.48973004,95.9814,1.0,-94.6960467917
200,1.64762e-05,8.10074e-06,6024.37923872,-80.7803,-108.624,0.343397,149.632897087,1.02945,0.6,100,117.58,1,0.00339229,0.00950471,1.95693,-84.9036095831,-84.9036095831,151.239035592,0.005,6024.37923872,74.9484,1.3366,-84.9036095831
200,0.01,3.50449e-18,12121.843767,-107.76,-141.822,,200.0,1.0,0.6,100,143.51,2,1.0,0.01,1.0,-107.759663384,-107.759663384,100.0,0.01,12121.843767,109.547,1.0,-107.759663384
200,0.00261744,8.3143e-07,3749.35099821,-91.9592,-116.447,0.0340235,193.480560569,1.01145,0.6,100,109.19,1,0.529483,0.00709584,1.43542,-78.0952366176,-78.0952366176,193.593791005,0.005,3749.35099821,88.6961,1.0337,-78.0952366176
