IterType,MaxVanillaIw,AvgNormIw,AvgEpLen,AvgVanillaIw,AvgRet,ESSClassic,MinNormIw,VarJ,MaxNormIw,AvgDiscRet,VanillaAvgRet,EpsThisIter,VarRet,Delta,VarVanillaIw,ESSRenyi,Bound,VarNormIw,BatchSize,eRenyi2,J,MinVanillaIw,VarDiscRet
1,2.6239,0.01,500.0,0.94388,-1482.05683282,57.9237736715,1.45517e-05,246.884,0.0277991,-1482.05683282,-1482.05683282,100,149332.166504,0.2,0.6537,58.6917241921,-1744.14,7.33744e-05,100,1.70382,-1229.94,0.00137351,149332.166504
1,1.45457,0.01,500.0,1.0163,-1207.86329077,91.9625868059,0.00146532,127.334,0.0143125,-1207.86329077,-1207.86329077,100,55228.6981766,0.2,0.0911825,91.6855997698,-1574.2,8.82818e-06,100,1.09068,-1165.0,0.14892,55228.6981766
1,1.68762,0.01,500.0,0.999791,-1130.04652475,98.0827185306,0.00699456,82.6801,0.0168797,-1130.04652475,-1130.04652475,100,4018.26208213,0.2,0.019737,98.3225430171,-1414.86,1.97453e-06,100,1.01706,-1125.5,0.69931,4018.26208213
1,1.37481,0.01,500.0,1.01064,-1151.43362097,98.5417769795,0.00620351,98.0236,0.0136034,-1151.43362097,-1151.43362097,100,18386.6263007,0.2,0.0152673,98.4324813032,-1544.7,1.49476e-06,100,1.01592,-1144.65,0.626951,18386.6263007
1,1.48463,0.01,500.0,1.00274,-1186.38970133,93.84911068,0.00343813,91.5514,0.0148056,-1186.38970133,-1186.38970133,100,36658.0999329,0.2,0.0665662,94.1990271747,-1566.32,6.62024e-06,100,1.06158,-1155.57,0.344757,36658.0999329
1,1.81999,0.01,500.0,1.00129,-1124.72184566,97.0433558843,0.00655687,90.4632,0.0181764,-1124.72184566,-1124.72184566,100,3904.7081014,0.2,0.0308542,97.6153579674,-1377.67,3.07748e-06,100,1.02443,-1119.14,0.656531,3904.7081014
1,1.85614,0.01,500.0,0.982795,-1132.66773313,95.6360463849,0.00297684,162.165,0.0188864,-1132.66773313,-1132.66773313,100,21946.5818114,0.2,0.0445196,96.2590663777,-1517.84,4.6092e-06,100,1.03886,-1118.56,0.292563,21946.5818114
1,2.05923,0.01,500.0,1.02207,-1117.97548204,95.1350495638,0.00584727,130.684,0.0201477,-1117.97548204,-1117.97548204,100,6595.24088341,0.2,0.0539588,95.4882673368,-1367.51,5.1654e-06,100,1.04725,-1107.5,0.59763,6595.24088341
1,1.24347,0.01,500.0,0.985176,-1159.73644468,97.3895143809,0.00473184,115.007,0.0126219,-1159.73644468,-1159.73644468,100,32999.0516507,0.2,0.0262787,97.7465620477,-1548.25,2.70755e-06,100,1.02305,-1149.78,0.466169,32999.0516507
1,2.93033,0.01,500.0,1.01166,-1128.37681375,94.0703703453,0.00706203,95.887,0.0289655,-1128.37681375,-1128.37681375,100,2919.52958278,0.2,0.0651643,96.4661872456,-1393.39,6.36708e-06,100,1.03663,-1120.17,0.714437,2919.52958278
1,2.68507,0.01,500.0,0.964395,-1109.21370552,86.8597543708,0.0027893,200.185,0.027842,-1109.21370552,-1109.21370552,100,10684.1027903,0.2,0.142121,88.8018013984,-1355.86,1.52809e-05,100,1.1261,-1083.91,0.268999,10684.1027903
1,1.60876,0.01,500.0,1.01811,-1145.1684442,97.7845862959,0.0063664,150.643,0.0158015,-1145.1684442,-1145.1684442,100,34490.8448262,0.2,0.0237211,98.1937544964,-1532.48,2.28848e-06,100,1.01839,-1136.79,0.648168,34490.8448262
1,1.33766,0.01,500.0,1.01532,-1151.64567507,97.0153337654,0.00281285,154.679,0.0131748,-1151.64567507,-1151.64567507,100,38520.8351814,0.2,0.0320347,97.0539189853,-1537.27,3.10755e-06,100,1.03036,-1139.23,0.285593,38520.8351814
1,1.18995,0.01,500.0,1.00493,-1142.59905968,98.4513141604,0.00529145,138.238,0.0118411,-1142.59905968,-1142.59905968,100,24040.9737854,0.2,0.0160467,98.423657793,-1531.19,1.58896e-06,100,1.01602,-1135.8,0.531753,24040.9737854
1,1.45986,0.01,500.0,0.988309,-1122.87296775,97.6026832216,0.00660041,116.674,0.0147712,-1122.87296775,-1122.87296775,100,11037.7770319,0.2,0.0242332,97.6134951,-1476.51,2.48099e-06,100,1.02445,-1114.56,0.652324,11037.7770319
1,2.84836,0.01,500.0,1.01659,-1135.45065553,81.0497485605,0.00150522,229.808,0.0280186,-1135.45065553,-1135.45065553,100,42712.3814296,0.2,0.244076,86.072590627,-1500.9,2.36172e-05,100,1.16181,-1078.63,0.15302,42712.3814296
1,1.41754,0.01,500.0,0.983184,-1107.15937388,96.4118394723,0.00623794,206.833,0.0144178,-1107.15937388,-1107.15937388,100,32674.7468707,0.2,0.0363391,96.5287495704,-1493.96,3.75928e-06,100,1.03596,-1094.49,0.613304,32674.7468707
1,2.02571,0.01,500.0,0.994716,-1104.66424556,92.1145826342,0.00324848,244.64,0.0203647,-1104.66424556,-1104.66424556,100,41828.4117497,0.2,0.0855578,92.9746701179,-1485.4,8.64692e-06,100,1.07556,-1078.64,0.323131,41828.4117497
1,1.58363,0.01,500.0,1.02191,-1100.87346621,96.1259684249,0.00394002,254.563,0.0154968,-1100.87346621,-1100.87346621,100,58777.2666483,0.2,0.0425117,95.7854488379,-1484.84,4.07086e-06,100,1.044,-1084.08,0.402633,58777.2666483
1,1.96159,0.01,500.0,0.978264,-1088.50637318,83.7888122097,0.00171437,250.577,0.0200517,-1088.50637318,-1088.50637318,100,34101.9739836,0.2,0.187028,86.1046171229,-1461.17,1.95431e-05,100,1.16138,-1040.59,0.167711,34101.9739836
1,1.73148,0.01,500.0,1.04562,-1077.04052443,92.8567157636,0.00398687,305.453,0.0165593,-1077.04052443,-1077.04052443,100,69895.4742695,0.2,0.0849568,94.1313238777,-1459.84,7.77051e-06,100,1.06235,-1055.49,0.416875,69895.4742695
1,1.9492,0.01,500.0,0.988967,-1059.0305137,81.4456607779,0.00134698,278.631,0.0197095,-1059.0305137,-1059.0305137,100,52116.1452015,0.2,0.225064,84.6396863756,-1427.15,2.30114e-05,100,1.18148,-1000.91,0.133212,52116.1452015
1,3.22219,0.01,500.0,1.01604,-1087.01270812,60.1099603035,2.73259e-05,343.651,0.0317132,-1087.01270812,-1087.01270812,100,109264.129741,0.2,0.692002,65.7909502119,-1407.47,6.70321e-05,100,1.51997,-924.077,0.00277643,109264.129741
1,2.52591,0.01,500.0,0.992535,-930.778245961,57.9399258345,2.59031e-06,174.034,0.0254491,-930.778245961,-930.778245961,100,54512.8335633,0.2,0.722352,63.1853423643,-1161.77,7.33258e-05,100,1.58265,-769.784,0.000257097,54512.8335633
1,3.81203,0.01,500.0,0.967534,-872.852123669,76.8290029387,0.000600759,252.342,0.0393994,-872.852123669,-872.852123669,100,85973.3772786,0.2,0.285178,82.4928986806,-1217.24,3.04638e-05,100,1.21223,-785.435,0.0581255,85973.3772786
1,1.82888,0.01,500.0,0.97414,-781.944167228,84.1051238608,0.00198944,176.727,0.0187743,-781.944167228,-781.944167228,100,51595.7607818,0.2,0.181151,87.1547038674,-1149.54,1.90897e-05,100,1.14739,-729.003,0.193799,51595.7607818
1,1.97816,0.01,500.0,0.965383,-767.093842265,87.1803907596,0.000954324,196.55,0.0204909,-767.093842265,-767.093842265,100,58156.9436653,0.2,0.138427,89.5521616878,-1130.44,1.48532e-05,100,1.11667,-715.421,0.0921289,58156.9436653
1,1.42712,0.01,500.0,1.03478,-707.991652133,93.8236360917,0.00266077,125.675,0.0137914,-707.991652133,-707.991652133,100,39600.564835,0.2,0.071201,93.5246249726,-1082.7,6.64947e-06,100,1.06924,-677.169,0.275332,39600.564835
1,1.44776,0.01,500.0,1.00773,-682.266389774,95.6736584537,0.00456372,155.33,0.0143665,-682.266389774,-682.266389774,100,31680.2717669,0.2,0.0463857,96.2047852792,-1067.07,4.56765e-06,100,1.03945,-667.134,0.459901,31680.2717669
1,1.57602,0.01,500.0,0.950103,-672.510722382,88.3888845338,0.00103918,97.8075,0.0165879,-672.510722382,-672.510722382,100,16422.2633916,0.2,0.11978,89.9601246439,-908.693,1.32691e-05,100,1.1116,-642.157,0.0987327,16422.2633916
1,1.61759,0.01,500.0,1.00355,-677.620903579,93.7618085758,0.00340353,157.743,0.0161188,-677.620903579,-677.620903579,100,58632.6706069,0.2,0.0676819,93.8575639037,-1054.48,6.72045e-06,100,1.06544,-649.483,0.34156,58632.6706069
1,1.40598,0.01,500.0,1.02935,-635.048520608,94.003208702,0.00266324,68.6018,0.0136588,-635.048520608,-635.048520608,100,8994.26889499,0.2,0.0682765,94.3180951914,-838.379,6.44382e-06,100,1.06024,-620.58,0.274141,8994.26889499
1,1.66662,0.01,500.0,0.944479,-652.71146558,87.6401333711,0.00271506,96.817,0.0176459,-652.71146558,-652.71146558,100,14258.8905493,0.2,0.127075,90.712945804,-886.181,1.42454e-05,100,1.10238,-628.64,0.256432,14258.8905493
1,1.5042,0.01,500.0,0.999241,-615.159175251,95.5743618229,0.0033232,78.7013,0.0150534,-615.159175251,-615.159175251,100,22147.3813222,0.2,0.0467022,96.7577209095,-998.684,4.67732e-06,100,1.03351,-600.032,0.332068,22147.3813222
1,2.95276,0.01,500.0,1.03355,-598.642215836,89.185402822,0.00447083,66.1647,0.0285692,-598.642215836,-598.642215836,100,4102.68567053,0.2,0.13084,92.6307773818,-748.859,1.22484e-05,100,1.07955,-586.4,0.462081,4102.68567053
1,1.41143,0.01,500.0,0.961528,-602.42773958,94.1999402462,0.00409573,72.9739,0.0146791,-602.42773958,-602.42773958,100,6176.47812984,0.2,0.0575003,95.7365513761,-784.427,6.21936e-06,100,1.04453,-594.167,0.393816,6176.47812984
1,1.49201,0.01,500.0,1.00092,-596.674127571,95.8192008273,0.00544367,56.5418,0.0149065,-596.674127571,-596.674127571,100,3474.984496,0.2,0.0441537,95.7455444112,-746.663,4.40729e-06,100,1.04444,-590.027,0.544866,3474.984496
1,1.28708,0.01,500.0,1.01236,-600.389680875,97.0530911093,0.00370853,79.1535,0.0127136,-600.389680875,-600.389680875,100,10226.5964033,0.2,0.0314339,97.5069076917,-854.641,3.0671e-06,100,1.02557,-592.926,0.375438,10226.5964033
1,1.4844,0.01,500.0,0.985244,-590.290737759,97.1184754122,0.00716568,50.1104,0.0150663,-590.290737759,-590.290737759,100,2269.84385882,0.2,0.0290918,97.4251905304,-734.535,2.99698e-06,100,1.02643,-586.595,0.705994,2269.84385882
1,9.78912,0.01,500.0,1.07101,-583.156973262,54.4337613968,0.00276809,131.827,0.0914012,-583.156973262,-583.156973262,100,3168.88066646,0.2,0.969893,85.5320153371,-719.997,8.45551e-05,100,1.16915,-566.938,0.296464,3168.88066646
1,1.81595,0.01,500.0,0.993158,-576.58202326,93.3965807675,0.00368473,55.8959,0.0182846,-576.58202326,-576.58202326,100,3511.63467387,0.2,0.0704431,95.3511391066,-725.697,7.1417e-06,100,1.04876,-568.419,0.365951,3511.63467387
1,1.59402,0.01,500.0,1.00109,-576.366215046,95.2824713134,0.00428889,50.8465,0.0159229,-576.366215046,-576.366215046,100,3064.76422618,0.2,0.0501191,96.0948763882,-725.856,5.00102e-06,100,1.04064,-569.951,0.429356,3064.76422618
1,1.30831,0.01,500.0,0.967302,-570.265002257,94.7908420437,0.00382442,49.2447,0.0135254,-570.265002257,-570.265002257,100,3329.69512276,0.2,0.0519386,96.4147085908,-726.616,5.55093e-06,100,1.03719,-563.659,0.369937,3329.69512276
1,2.16675,0.01,500.0,1.01262,-558.659415634,93.4044314414,0.00440942,57.9054,0.0213975,-558.659415634,-558.659415634,100,3105.71127232,0.2,0.0731381,94.7983674798,-703.47,7.13266e-06,100,1.05487,-550.81,0.446506,3105.71127232
1,1.5479,0.01,500.0,1.00639,-561.102922062,95.554082232,0.003687,57.9986,0.0153808,-561.102922062,-561.102922062,100,3646.32093323,0.2,0.0476001,96.3881868913,-722.563,4.6998e-06,100,1.03747,-555.0,0.371054,3646.32093323
1,1.38247,0.01,500.0,0.9811,-561.401005852,95.7889254224,0.00372707,59.0573,0.014091,-561.401005852,-561.401005852,100,3160.45398575,0.2,0.0427435,96.3390263182,-701.766,4.44062e-06,100,1.038,-556.172,0.365663,3160.45398575
1,1.42086,0.01,500.0,0.988537,-561.45585579,95.4636936261,0.00370732,45.275,0.0143734,-561.45585579,-561.45585579,100,2287.71622307,0.2,0.0469047,95.4051119467,-696.085,4.79988e-06,100,1.04816,-555.176,0.366483,2287.71622307
1,1.26548,0.01,500.0,0.98673,-559.756958306,97.5535151239,0.00418103,51.8475,0.012825,-559.756958306,-559.756958306,100,3156.00341301,0.2,0.0246634,97.6601904538,-722.707,2.53312e-06,100,1.02396,-555.378,0.412555,3156.00341301
1,1.39468,0.01,500.0,0.976607,-550.145101943,96.346556242,0.00463978,52.5621,0.0142809,-550.145101943,-550.145101943,100,2566.64037765,0.2,0.0365319,96.8889221531,-682.996,3.8303e-06,100,1.03211,-546.055,0.453124,2566.64037765
1,2.07053,0.01,500.0,1.03135,-545.755313105,95.1481539708,0.0068468,53.3152,0.0200759,-545.755313105,-545.755313105,100,2831.83666369,0.2,0.0547884,96.4899105302,-679.01,5.15079e-06,100,1.03638,-540.597,0.706146,2831.83666369
1,4.16703,0.01,500.0,1.00608,-546.704961043,84.1804459384,0.00505119,67.5063,0.0414185,-546.704961043,-546.704961043,100,2566.85429101,0.2,0.192137,91.8554093911,-672.173,1.89822e-05,100,1.08867,-537.124,0.50819,2566.85429101
1,1.58052,0.01,500.0,1.00779,-541.891978029,96.9702773083,0.00631356,45.5345,0.015683,-541.891978029,-541.891978029,100,2156.50877875,0.2,0.032053,97.1495933922,-676.574,3.15594e-06,100,1.02934,-538.019,0.636275,2156.50877875
