IterType,MaxVanillaIw,AvgNormIw,AvgEpLen,AvgVanillaIw,AvgRet,ESSClassic,MinNormIw,VarJ,MaxNormIw,AvgDiscRet,VanillaAvgRet,EpsThisIter,VarRet,Delta,VarVanillaIw,ESSRenyi,Bound,VarNormIw,BatchSize,eRenyi2,J,MinVanillaIw,VarDiscRet
1,1.61686,0.01,500.0,0.972732,-533.234866318,93.344610662,0.00284917,46.8704,0.0166219,-533.234866318,-533.234866318,100,2295.04268083,0.2,0.0681449,94.5314031002,-656.698,7.2019e-06,100,1.05785,-525.869,0.277148,2295.04268083
1,1.60816,0.01,500.0,1.00629,-535.440059983,93.00894102,0.00257314,48.7486,0.0159811,-535.440059983,-535.440059983,100,2514.18080354,0.2,0.0768825,93.7284585702,-665.797,7.59248e-06,100,1.06691,-526.638,0.258931,2514.18080354
1,1.54869,0.01,500.0,1.00376,-527.013820027,95.711801877,0.0057411,53.6779,0.0154288,-527.013820027,-527.013820027,100,2674.75818643,0.2,0.0455974,96.249634271,-655.302,4.52561e-06,100,1.03896,-522.198,0.57627,2674.75818643
1,2.45189,0.01,500.0,1.01294,-522.405654469,93.514302234,0.00471155,53.0446,0.0242057,-522.405654469,-522.405654469,100,2280.58232544,0.2,0.0718806,95.6588860698,-652.266,7.00558e-06,100,1.04538,-516.476,0.477252,2280.58232544
1,3.68743,0.01,500.0,1.01796,-522.367479183,87.5191787786,0.00335818,62.5398,0.0362235,-522.367479183,-522.367479183,100,2750.32571661,0.2,0.149269,92.4582546187,-651.498,1.44047e-05,100,1.08157,-512.658,0.341851,2750.32571661
1,1.62076,0.01,500.0,0.969258,-526.150258242,95.4934454946,0.0039639,52.1997,0.0167216,-526.150258242,-526.150258242,100,2401.59580831,0.2,0.0447831,95.8936092479,-650.746,4.76689e-06,100,1.04282,-520.991,0.384204,2401.59580831
1,1.49493,0.01,500.0,0.968409,-520.826424422,92.3146073235,0.0032887,48.3593,0.015437,-520.826424422,-520.826424422,100,3144.70082917,0.2,0.0788633,94.672464126,-665.289,8.40925e-06,100,1.05627,-511.702,0.318481,3144.70082917
1,1.57496,0.01,500.0,1.01232,-510.06460901,96.459963672,0.0058298,44.1019,0.0155579,-510.06460901,-510.06460901,100,1789.67845725,0.2,0.0379893,96.5580383057,-630.33,3.70703e-06,100,1.03565,-505.878,0.590162,1789.67845725
1,1.61209,0.01,500.0,1.01234,-511.511835338,94.6655172571,0.00472708,48.3186,0.0159244,-511.511835338,-511.511835338,100,2110.87544444,0.2,0.0583332,94.8621957333,-630.255,5.69199e-06,100,1.05416,-505.325,0.478541,2110.87544444
1,1.49112,0.01,500.0,0.996741,-508.472740657,95.9037185904,0.0052314,50.9381,0.01496,-508.472740657,-508.472740657,100,2309.51630717,0.2,0.0428629,96.2287002748,-630.76,4.31436e-06,100,1.03919,-503.677,0.521435,2309.51630717
1,1.90538,0.01,500.0,1.01545,-512.810129447,96.0994536914,0.00532197,50.3253,0.018764,-512.810129447,-512.810129447,100,2287.31223894,0.2,0.0422748,96.773571332,-644.194,4.09983e-06,100,1.03334,-508.666,0.540418,2287.31223894
1,1.60233,0.01,500.0,0.991945,-501.80864436,95.0366213603,0.00568612,54.1827,0.0161534,-501.80864436,-501.80864436,100,2619.91338533,0.2,0.0519071,95.224185735,-622.858,5.27535e-06,100,1.05015,-496.059,0.564032,2619.91338533
1,1.38368,0.01,500.0,1.00819,-499.216753898,96.8905634542,0.00595649,47.0624,0.0137243,-499.216753898,-499.216753898,100,2121.14579394,0.2,0.0329496,97.1333271346,-618.55,3.24162e-06,100,1.02951,-495.767,0.600529,2121.14579394
1,2.11496,0.01,500.0,1.03124,-511.456146366,87.9468913068,0.00323692,53.4361,0.0205088,-511.456146366,-511.456146366,100,2616.89984052,0.2,0.14722,92.5367177461,-631.642,1.38434e-05,100,1.08065,-501.72,0.333805,2616.89984052
1,1.4259,0.01,500.0,0.971808,-499.110246143,95.7307456797,0.00487853,44.8927,0.0146727,-499.110246143,-499.110246143,100,2002.1703553,0.2,0.0425426,96.7731694261,-623.805,4.50467e-06,100,1.03334,-495.187,0.4741,2002.1703553
1,1.30993,0.01,500.0,0.990879,-499.42683863,96.5756887867,0.00476379,41.9149,0.0132199,-499.42683863,-499.42683863,100,1801.57130424,0.2,0.0351649,97.2375547153,-618.494,3.58152e-06,100,1.02841,-496.117,0.472034,1801.57130424
1,1.61458,0.01,500.0,1.01119,-477.748459037,96.2033483391,0.00426511,45.567,0.0159671,-477.748459037,-477.748459037,100,1825.2284908,0.2,0.0407612,96.8093319832,-591.462,3.98639e-06,100,1.03296,-473.955,0.431284,1825.2284908
1,1.42254,0.01,500.0,0.979632,-481.318939587,94.3006386934,0.00279889,40.9947,0.0145211,-481.318939587,-481.318939587,100,1551.13627426,0.2,0.058587,95.8078098492,-593.939,6.10486e-06,100,1.04376,-476.546,0.274188,1551.13627426
1,1.62245,0.01,500.0,0.994828,-491.835774122,96.1374924868,0.00507473,46.867,0.0163088,-491.835774122,-491.835774122,100,2335.88670144,0.2,0.0401641,96.9219796486,-620.617,4.05828e-06,100,1.03176,-487.772,0.504849,2335.88670144
1,1.62452,0.01,500.0,1.02762,-474.87368773,95.5481918463,0.0050647,45.157,0.0158086,-474.87368773,-474.87368773,100,2038.20984461,0.2,0.0496984,95.9689663342,-589.91,4.70629e-06,100,1.042,-470.013,0.520458,2038.20984461
1,1.81182,0.01,500.0,0.97591,-479.899385963,92.6825579533,0.00298396,49.1885,0.0185655,-479.899385963,-479.899385963,100,2575.0794282,0.2,0.0759531,94.6705729931,-599.874,7.97491e-06,100,1.05629,-472.676,0.291208,2575.0794282
1,2.62513,0.01,500.0,1.01253,-480.67508258,91.5832890519,0.0042959,49.0793,0.0259265,-480.67508258,-480.67508258,100,1701.49821484,0.2,0.0951709,94.1731393846,-596.496,9.28306e-06,100,1.06187,-473.947,0.434972,1701.49821484
1,1.25598,0.01,500.0,0.975037,-481.807067373,97.5868057476,0.00486529,42.8904,0.0128813,-481.807067373,-481.807067373,100,1835.22503899,0.2,0.0237473,98.1098957032,-594.324,2.49788e-06,100,1.01927,-479.635,0.474384,1835.22503899
1,1.7336,0.01,500.0,0.986867,-467.366388933,96.1203623521,0.0048034,41.9281,0.0175667,-467.366388933,-467.366388933,100,1705.93962948,0.2,0.0397065,97.2193435319,-579.844,4.07703e-06,100,1.0286,-464.234,0.474032,1705.93962948
1,1.41525,0.01,500.0,0.923041,-471.051437262,90.7426195225,0.00230855,44.1123,0.0153324,-471.051437262,-471.051437262,100,2073.15936756,0.2,0.0877978,93.8908652645,-585.07,1.03048e-05,100,1.06507,-463.532,0.213089,2073.15936756
1,1.29529,0.01,500.0,1.00202,-464.814593473,97.6388047154,0.00471463,38.0331,0.0129268,-464.814593473,-464.814593473,100,1552.55371315,0.2,0.0245256,97.7064411459,-575.472,2.44269e-06,100,1.02347,-462.222,0.472414,1552.55371315
1,1.49414,0.01,500.0,1.01625,-464.056410502,97.0406394481,0.00328425,45.2838,0.0147025,-464.056410502,-464.056410502,100,2235.23665818,0.2,0.0318136,96.6326180795,-587.231,3.08042e-06,100,1.03485,-459.495,0.333762,2235.23665818
1,1.18721,0.01,500.0,1.0022,-475.511930176,98.8554103043,0.00679714,48.0309,0.011846,-475.511930176,-475.511930176,100,2242.59275871,0.2,0.0117471,98.8640765795,-613.877,1.16956e-06,100,1.01149,-473.918,0.68121,2242.59275871
1,1.37793,0.01,500.0,0.96034,-467.689522613,95.3564057994,0.00280909,37.6339,0.0143484,-467.689522613,-467.689522613,100,1625.34075608,0.2,0.0453651,96.9544545887,-578.624,4.91894e-06,100,1.03141,-463.571,0.269768,1625.34075608
1,1.39942,0.01,500.0,1.02176,-457.175068307,97.9400850205,0.00728314,39.5551,0.0136962,-457.175068307,-457.175068307,100,1532.92774936,0.2,0.0221792,97.9823957506,-573.1,2.12447e-06,100,1.02059,-454.817,0.74416,1532.92774936
1,1.35191,0.01,500.0,1.00731,-464.696612777,97.5139103534,0.00515267,41.2682,0.013421,-464.696612777,-464.696612777,100,1840.7399714,0.2,0.0261304,97.7853822382,-584.0,2.57524e-06,100,1.02265,-461.787,0.519035,1840.7399714
1,3.46225,0.01,500.0,1.04854,-466.192935506,90.5675079355,0.00595834,47.2553,0.0330199,-466.192935506,-466.192935506,100,1788.52342107,0.2,0.115661,94.5171944489,-579.371,1.05201e-05,100,1.05801,-460.36,0.624753,1788.52342107
1,1.46288,0.01,500.0,0.943946,-461.302262775,94.1781474228,0.00301299,39.8175,0.0154975,-461.302262775,-461.302262775,100,1556.55182326,0.2,0.0556376,96.1211377727,-575.426,6.24416e-06,100,1.04035,-456.549,0.28441,1556.55182326
1,1.54048,0.01,500.0,0.987982,-460.512236889,97.434932822,0.00559898,41.2655,0.0155922,-460.512236889,-460.512236889,100,1682.39116671,0.2,0.0259566,98.1093449278,-570.992,2.65919e-06,100,1.01927,-458.308,0.553169,1682.39116671
1,1.32313,0.01,500.0,1.00358,-451.464524294,98.6245337764,0.00475951,33.2889,0.0131841,-451.464524294,-451.464524294,100,1106.26819212,0.2,0.0141889,98.8309969885,-559.88,1.40877e-06,100,1.01183,-450.075,0.477657,1106.26819212
1,1.48935,0.01,500.0,0.97598,-460.663067715,95.8860288238,0.00581052,40.537,0.01526,-460.663067715,-460.663067715,100,1768.19671969,0.2,0.0412815,96.4860372233,-574.316,4.33384e-06,100,1.03642,-456.588,0.567096,1768.19671969
1,1.44741,0.01,500.0,0.976865,-456.280430632,95.3630170934,0.00512224,39.9146,0.0148169,-456.280430632,-456.280430632,100,1733.55519525,0.2,0.0468696,96.4966035381,-579.453,4.91159e-06,100,1.03631,-451.839,0.500374,1733.55519525
1,1.39346,0.01,500.0,1.01007,-464.28638566,98.1907761013,0.00608746,46.552,0.0137956,-464.28638566,-464.28638566,100,2211.32761622,0.2,0.0189885,98.3432220429,-588.626,1.86117e-06,100,1.01685,-462.174,0.614878,2211.32761622
1,1.29894,0.01,500.0,1.02469,-447.327187605,98.9668941271,0.00775529,36.3666,0.0126763,-447.327187605,-447.327187605,100,1386.10503747,0.2,0.0110713,98.9091073735,-558.873,1.05441e-06,100,1.01103,-446.039,0.794679,1386.10503747
1,1.4047,0.01,500.0,1.00917,-454.559897644,97.0456991861,0.00519563,41.8633,0.0139194,-454.559897644,-454.559897644,100,1723.43892719,0.2,0.0313166,97.2579827967,-570.21,3.07499e-06,100,1.02819,-451.438,0.524329,1723.43892719
1,1.37392,0.01,500.0,0.997001,-452.976182322,98.2821505845,0.00502278,38.7071,0.0137806,-452.976182322,-452.976182322,100,1558.36770849,0.2,0.0175496,98.1735404035,-566.472,1.76554e-06,100,1.0186,-450.772,0.500772,1558.36770849
1,1.20281,0.01,500.0,1.0017,-452.475997475,98.8585040444,0.00718085,39.3783,0.0120077,-452.475997475,-452.475997475,100,1572.27850667,0.2,0.0117028,98.5676878164,-561.833,1.16632e-06,100,1.01453,-450.977,0.719304,1572.27850667
1,1.52441,0.01,500.0,1.0154,-450.616022969,98.2579295278,0.00747479,39.3335,0.0150128,-450.616022969,-450.616022969,100,1550.97851806,0.2,0.0184645,98.6223498634,-559.553,1.79086e-06,100,1.01397,-449.064,0.758992,1550.97851806
1,1.20988,0.01,500.0,0.998796,-455.911746165,99.0625705482,0.00677595,35.9113,0.0121134,-455.911746165,-455.911746165,100,1327.87830433,0.2,0.0095357,99.1735896748,-568.393,9.5587e-07,100,1.00833,-454.978,0.67678,1327.87830433
1,1.3452,0.01,500.0,0.998895,-453.712770487,98.9427507198,0.00676168,40.4303,0.0134669,-453.712770487,-453.712770487,100,1720.96063552,0.2,0.0107696,99.0507380977,-566.773,1.07935e-06,100,1.00958,-452.652,0.675421,1720.96063552
1,1.61272,0.01,500.0,1.03067,-455.152956764,97.1607220849,0.00664455,41.9233,0.0156472,-455.152956764,-455.152956764,100,1886.16835196,0.2,0.0313562,97.7482819258,-569.928,2.95177e-06,100,1.02304,-452.661,0.684835,1886.16835196
1,2.20066,0.01,500.0,1.03157,-443.985915734,96.2349805324,0.00689061,42.46,0.021333,-443.985915734,-443.985915734,100,1753.26826894,0.2,0.0420528,97.7407991887,-554.142,3.9518e-06,100,1.02311,-441.605,0.710817,1753.26826894
1,1.43733,0.01,500.0,1.00933,-451.233964162,95.4155089846,0.00321376,42.2524,0.0142405,-451.233964162,-451.233964162,100,1658.86207573,0.2,0.0494426,95.595779048,-557.116,4.85329e-06,100,1.04607,-446.479,0.324374,1658.86207573
1,1.18467,0.01,500.0,1.00154,-436.016188469,99.061649123,0.00626953,36.1549,0.0118285,-436.016188469,-436.016188469,100,1317.24201059,0.2,0.00959725,98.9048041873,-542.368,9.56771e-07,100,1.01107,-434.836,0.62792,1317.24201059
1,1.46432,0.01,500.0,0.977311,-448.223747567,97.8650205695,0.00739409,38.1952,0.0149832,-448.223747567,-448.223747567,100,1478.8337315,0.2,0.0210469,97.6186067967,-561.281,2.20354e-06,100,1.02439,-445.438,0.722633,1478.8337315
1,1.36754,0.01,500.0,1.01041,-444.779145314,97.3660877888,0.00476445,38.7305,0.0135344,-444.779145314,-444.779145314,100,1618.60978151,0.2,0.0278973,97.510852062,-558.577,2.73252e-06,100,1.02553,-441.798,0.481407,1618.60978151
1,2.82068,0.01,500.0,1.02634,-442.243772989,93.2435411174,0.00273757,43.5113,0.027483,-442.243772989,-442.243772989,100,1765.20188956,0.2,0.0770984,96.4118164185,-552.003,7.31922e-06,100,1.03722,-438.036,0.280967,1765.20188956
1,1.56848,0.01,500.0,1.02507,-443.71614663,98.0547069085,0.00647219,36.0677,0.0153012,-443.71614663,-443.71614663,100,1266.39151331,0.2,0.0210565,98.2749244423,-547.616,2.00391e-06,100,1.01755,-441.954,0.663445,1266.39151331
1,1.21763,0.01,500.0,0.993443,-444.094729866,98.3037925851,0.00668837,37.076,0.0122567,-444.094729866,-444.094729866,100,1579.63716681,0.2,0.0172013,98.6054708199,-562.644,1.74291e-06,100,1.01414,-442.367,0.664451,1579.63716681
