IterType,AvgEpLen,AvgRet,MinNormIw,MinVanillaIw,J,BatchSize,VarRet,MaxNormIw,AvgDiscRet,VanillaAvgRet,ESSRenyi,AvgVanillaIw,VarJ,eRenyi2,ESSClassic,EpsThisIter,VarVanillaIw,MaxVanillaIw,Bound,VarNormIw,VarDiscRet,Delta,AvgNormIw
1,500.0,-1425.44948405,4.3128e-07,4.95572e-05,-1174.74,100,133464.220469,0.0317348,-1425.44948405,-1425.44948405,49.6448766626,1.14907,130.627,2.01431,51.3618457274,100,1.26298,3.64656,-1458.54,9.56536e-05,133464.220469,0.5,0.01
1,500.0,-1209.06420183,0.000640356,0.0553747,-1150.77,100,56541.9048199,0.0223467,-1209.06420183,-1209.06420183,82.8290815248,0.864748,88.4035,1.20731,78.2896338812,100,0.209463,1.93243,-1368.85,2.8011e-05,56541.9048199,0.5,0.01
1,500.0,-1137.07916884,0.00151198,0.159713,-1107.32,100,20314.4336956,0.0269729,-1137.07916884,-1137.07916884,85.3642212458,1.05632,177.422,1.17145,82.1809494985,100,0.24438,2.84919,-1319.48,2.19017e-05,20314.4336956,0.5,0.01
1,500.0,-1147.11126274,0.0012291,0.125614,-1128.97,100,16051.9934974,0.0208121,-1147.11126274,-1147.11126274,93.6706228879,1.022,88.3433,1.06757,92.2420133592,100,0.088734,2.127,-1324.09,8.49546e-06,16051.9934974,0.5,0.01
1,500.0,-1119.49211585,0.000233496,0.0282697,-1026.37,100,6570.01200069,0.165122,-1119.49211585,-1119.49211585,45.3374356739,1.21072,414.047,2.20568,22.4456481316,100,5.11593,19.9916,-1211.71,0.000349011,6570.01200069,0.5,0.01
1,500.0,-1127.83169621,0.00029766,0.0274853,-1057.48,100,40641.1678282,0.0527974,-1127.83169621,-1127.83169621,66.1268120689,0.923378,296.62,1.51225,57.8563426473,100,0.627343,4.8752,-1298.63,7.35776e-05,40641.1678282,0.5,0.01
1,500.0,-1127.12849432,0.000889313,0.0856053,-1078.89,100,55044.5869417,0.0453832,-1127.12849432,-1127.12849432,77.769169318,0.962601,334.952,1.28586,71.9482978557,100,0.364918,4.36859,-1301.36,3.93825e-05,55044.5869417,0.5,0.01
1,500.0,-1061.5042932,9.24506e-07,9.30717e-05,-901.479,100,50046.0326858,0.0525428,-1061.5042932,-1061.5042932,42.6291346069,1.00672,348.675,2.34581,35.1520466752,100,1.88854,5.28958,-1201.79,0.000186342,50046.0326858,0.5,0.01
1,500.0,-1072.949324,9.11124e-14,9.30893e-12,-830.975,100,100477.597722,0.0616924,-1072.949324,-1072.949324,35.0097830811,1.0217,370.938,2.85634,33.0694325306,100,2.13406,6.30309,-1162.41,0.000204439,100477.597722,0.5,0.01
1,500.0,-871.962134308,0.00147709,0.164078,-815.604,100,73681.4952606,0.126422,-871.962134308,-871.962134308,72.6513292939,1.11082,368.044,1.37644,38.0650892213,100,2.02795,14.0431,-1045.76,0.000164351,73681.4952606,0.5,0.01
1,500.0,-869.956730412,0.000184496,0.0197401,-774.147,100,94122.9070894,0.0227771,-869.956730412,-869.956730412,71.8081194647,1.06995,238.692,1.3926,74.5372423901,100,0.395024,2.43704,-1005.86,3.45062e-05,94122.9070894,0.5,0.01
1,500.0,-811.892432817,0.000869287,0.0865321,-750.122,100,75611.2100876,0.0312156,-811.892432817,-811.892432817,73.7853262987,0.995437,232.146,1.35528,72.4658144023,100,0.380304,3.10732,-978.475,3.83799e-05,75611.2100876,0.5,0.01
1,500.0,-795.445899001,0.000393915,0.0380016,-723.745,100,105573.015757,0.027467,-795.445899001,-795.445899001,72.225348106,0.964714,234.548,1.38456,67.6385167074,100,0.449776,2.64978,-954.612,4.8328e-05,105573.015757,0.5,0.01
1,500.0,-710.04562472,0.000509621,0.0512761,-663.085,100,61637.5948967,0.0324883,-710.04562472,-710.04562472,80.9927750953,1.00616,137.788,1.23468,79.6117769793,100,0.261881,3.26885,-880.979,2.58682e-05,61637.5948967,0.5,0.01
1,500.0,-704.02745837,0.000905097,0.0874509,-673.199,100,57909.4444311,0.0217478,-704.02745837,-704.02745837,87.3004531011,0.966205,161.328,1.14547,85.2873486869,100,0.162671,2.10128,-883.145,1.74249e-05,57909.4444311,0.5,0.01
1,500.0,-681.710779459,0.00147045,0.142075,-660.279,100,27374.7088537,0.0184184,-681.710779459,-681.710779459,90.3721039768,0.966201,129.621,1.10654,88.5082834611,100,0.122434,1.77959,-866.485,1.3115e-05,27374.7088537,0.5,0.01
1,500.0,-682.266744064,0.00259106,0.258966,-657.494,100,55368.8330245,0.0216089,-682.266744064,-682.266744064,90.4399658751,0.999463,146.631,1.10571,88.879610681,100,0.126246,2.15973,-863.708,1.26381e-05,55368.8330245,0.5,0.01
1,500.0,-705.613276737,0.000830678,0.0842377,-666.427,100,74754.2435022,0.0245977,-705.613276737,-705.613276737,84.8771566068,1.01408,161.28,1.17817,83.624878033,100,0.203405,2.49441,-879.302,1.97794e-05,74754.2435022,0.5,0.01
1,500.0,-648.447700749,0.00337185,0.323753,-631.15,100,8193.01285059,0.030524,-648.447700749,-648.447700749,84.5351663679,0.960166,79.8209,1.18294,82.4447103614,100,0.198291,2.93081,-740.941,2.15085e-05,8193.01285059,0.5,0.01
1,500.0,-622.878246827,0.0017739,0.180435,-613.045,100,4140.03755205,0.0215042,-622.878246827,-622.878246827,89.8880970018,1.01716,65.2977,1.11249,89.3154163265,100,0.125019,2.18733,-701.364,1.20835e-05,4140.03755205,0.5,0.01
1,500.0,-647.7281999,0.00193771,0.178867,-623.88,100,41952.0919594,0.0199336,-647.7281999,-647.7281999,89.7344702584,0.923085,127.553,1.1144,86.8836591239,100,0.129934,1.84005,-831.027,1.52489e-05,41952.0919594,0.5,0.01
1,500.0,-620.320764743,0.000142606,0.012742,-577.514,100,7665.41963575,0.0904821,-620.320764743,-620.320764743,99.9996066109,0.893515,100.143,1.0,28.2629946861,100,2.04689,8.08472,-689.471,0.000256383,7665.41963575,0.5,0.01
1,500.0,-606.493442655,0.000324934,0.0321313,-591.431,100,2725.15770541,0.0232652,-606.493442655,-606.493442655,82.5013850042,0.988856,55.6399,1.2121,78.0585063508,100,0.277636,2.30059,-669.855,2.83929e-05,2725.15770541,0.5,0.01
1,500.0,-600.719830414,0.000314154,0.0306746,-582.448,100,5020.49552196,0.0240906,-600.719830414,-600.719830414,84.6868278319,0.976418,64.0731,1.18082,78.4541270684,100,0.264475,2.35225,-691.367,2.77404e-05,5020.49552196,0.5,0.01
1,500.0,-597.215469319,0.00295409,0.311854,-586.723,100,24362.3388159,0.014259,-597.215469319,-597.215469319,94.9708281359,1.05567,109.622,1.05295,95.4598964903,100,0.0535386,1.50528,-787.972,4.80409e-06,24362.3388159,0.5,0.01
