VarVanillaIw,Bound,MaxNormIw,MinNormIw,VarJ,VarRet,eRenyi2,AvgNormIw,AvgRet,ESSRenyi,BatchSize,J,MinVanillaIw,VanillaAvgRet,MaxVanillaIw,VarDiscRet,AvgEpLen,AvgVanillaIw,VarNormIw,AvgDiscRet,ESSClassic
1.3402901,-859.52185,0.048195664,5.3015755e-16,171.26971,5648751.589118238,2.686485,0.01,-2439.1188298349016,37.22335991466049,100,-65.592575,4.1414097e-14,-2439.1188298349016,3.7648807,5648751.589118238,200.0,0.78116584,0.00021964047,-2439.1188298349016,31.501619185510947
0.0836542,-282.44598,0.013008522,0.00086675887,51.91882,166044.28022108204,1.090242,0.009999999,-67.42135766804769,91.72275275588416,100,-15.930427,0.085992105,-67.42135766804769,1.2905898,166044.28022108204,200.0,0.992111,8.498988e-06,-67.42135766804769,92.23903010539219
0.33308738,-12.754086,0.017374294,2.0118021e-07,7.3031917,89.8883047104997,1.3475814,0.01,-9.670800336127558,74.20702081290607,100,-7.579762,2.0159434e-05,-9.670800336127558,1.7410059,89.8883047104997,200.0,1.0020585,3.317203e-05,-9.670800336127558,75.27835836406067
0.10085474,-11.016982,0.017265586,0.0038547956,7.499642,60.385991127871506,1.1110106,0.01,-8.944348892226545,90.0081460695858,100,-8.707222,0.3791421,-8.944348892226545,1.6981733,60.385991127871506,200.0,0.98355955,1.0425453e-05,-8.944348892226545,90.6444132345871
0.111854546,-10.823565,0.013100263,0.0003864552,7.618273,64.0347661156524,1.1284654,0.01,-8.81513722311975,88.61591924324026,100,-8.351284,0.04027009,-8.81513722311975,1.3650968,64.0347661156524,200.0,1.0420377,1.0301174e-05,-8.81513722311975,90.74559883147062
0.8673108,-9.1562395,0.025225084,1.6777577e-15,7.6837215,38.4470198287045,1.8463019,0.010000002,-7.520825574781481,54.16232268500132,100,-6.488565,1.6660271e-13,-7.520825574781481,2.5048716,38.4470198287045,200.0,0.9930082,8.795673e-05,-7.520825574781481,53.453868514591136
0.025834147,-10.084685,0.017328542,0.008800676,6.838821,45.9911965046741,1.0556035,0.01,-8.201276462277216,94.73253887840647,100,-8.071313,0.8702524,-8.201276462277216,1.713528,45.9911965046741,200.0,0.9888472,2.6420169e-06,-8.201276462277216,97.45105969779233
0.1934231,-8.909233,0.048004624,0.0080739055,7.4069586,47.461074784305595,1.1428144,0.01,-7.07462318609438,87.5032727899358,100,-6.8544526,0.81511384,-7.07462318609438,4.846382,47.461074784305595,200.0,1.0095657,1.897751e-05,-7.07462318609438,84.18376840346473
0.004804323,-8.70771,0.013400278,0.009542248,6.366157,40.297595417794035,1.0058758,0.010000002,-6.740527495013052,99.4158497768046,100,-6.723878,0.9500347,-6.740527495013052,1.3341435,40.297595417794035,200.0,0.9956088,4.846796e-07,-6.740527495013052,99.5224550873533
0.13495399,-9.078199,0.013395745,0.00097145373,6.4736433,43.16149046233926,1.1381797,0.010000002,-7.24516771527128,87.85959152859476,100,-6.989024,0.10033254,-7.24516771527128,1.3835236,43.16149046233926,200.0,1.0328082,1.2651629e-05,-7.24516771527128,88.86904267994463
1.2311256,-10.170551,0.029891333,6.2521524e-18,8.808479,58.86659174970078,2.230586,0.010000002,-8.652366281524262,44.83126751061058,100,-7.235236,6.4231006e-16,-8.652366281524262,3.070863,58.86659174970078,200.0,1.0273423,0.00011664657,-8.652366281524262,46.40798659840642
0.11986339,-9.80928,0.027268227,0.007964061,7.169509,53.20894948748301,1.1668679,0.01,-8.035842029376084,85.69950728398123,100,-7.672719,0.780735,-8.035842029376084,2.6731665,53.20894948748301,200.0,0.9803228,1.2472355e-05,-8.035842029376084,89.00943616293206
0.03471934,-10.842041,0.01962374,0.008707903,7.209346,54.85244489544597,1.0249572,0.01,-8.90930846695229,97.56505144706351,100,-8.855784,0.89863443,-8.90930846695229,2.0251222,54.85244489544597,200.0,1.0319756,3.2601124e-06,-8.90930846695229,96.87340646589446
0.042080447,-8.812943,0.012793949,0.0031268974,6.382766,41.37941894396424,1.0578377,0.01,-6.977578381638932,94.53245773562716,100,-6.8830314,0.30786088,-6.977578381638932,1.2596372,41.37941894396424,200.0,0.98455703,4.3410873e-06,-6.977578381638932,95.87940476784523
0.029150689,-11.265209,0.016046831,0.007999784,7.0964894,50.58660210429274,1.0280297,0.01,-9.375821773151145,97.27345612772558,100,-9.323845,0.798849,-9.375821773151145,1.6024176,50.58660210429274,200.0,0.9985882,2.9233174e-06,-9.375821773151145,97.1873254614869
0.23883736,-9.8166685,0.016068408,0.00030703042,7.7534647,49.684516316868276,1.2679405,0.01,-8.068029945990906,78.86805281858578,100,-7.5763392,0.030854477,-8.068029945990906,1.6147661,49.684516316868276,200.0,1.0049323,2.3649867e-05,-8.068029945990906,81.02850112923282
2.8029308,-7.9674044,0.13799572,,6.356975,45.2189784372394,5.826387,0.01,-7.820528505002992,17.16329540522697,100,-3.1665041,,-7.820528505002992,8.135009,45.2189784372394,200.0,0.5895117,0.0008065428,-7.820528505002992,11.129941493264077
0.934101,-8.933321,0.031865843,1.5416992e-05,7.7144747,49.88777884778827,1.8507655,0.01,-7.3363200951991985,54.031697586643155,100,-6.3244486,0.0016266226,-7.3363200951991985,3.362115,49.88777884778827,200.0,1.0550843,8.391111e-05,-7.3363200951991985,54.62332471083004
0.15498692,-9.976975,0.022192,0.0032775542,7.82371,51.97101450297358,1.1550366,0.01,-8.144291054663018,86.57734544076058,100,-7.8726287,0.32472122,-8.144291054663018,2.1986556,51.97101450297358,200.0,0.9907425,1.5789685e-05,-8.144291054663018,86.48141032395088
1.2713765,-9.97264,0.052904192,0.00032596386,7.9903536,45.52361807139118,1.8016437,0.01,-8.802850686568997,55.50486945821103,100,-7.350158,0.038198926,-8.802850686568997,6.1997156,45.52361807139118,200.0,1.1718761,9.257864e-05,-8.802850686568997,52.17767434211788
