MinVanillaIw,Bound,VarJ,ESSRenyi,VarNormIw,EpsThisIter,AvgDiscRet,VarVanillaIw,MaxNormIw,AvgVanillaIw,AvgEpLen,VarRet,MinNormIw,Delta,VarDiscRet,BatchSize,VanillaAvgRet,AvgNormIw,MaxVanillaIw,ESSClassic,eRenyi2,IterType,AvgRet,J
1.0,-482.203,47.2812,500.0,5.4346e-20,100,-473.765294793,,0.0025,1.0,500.0,2146.29646887,0.0025,0.9,2146.29646887,500,-473.765294793,0.0025,1.0,400.0,1.0,2,-473.765294793,-471.439
9.66324e-24,-476.428,208.872,28.8918034232,0.000136481,100,-475.356198076,40.4496,0.153137,1.08881,500.0,1890.27725756,1.77501e-26,0.9,1890.27725756,500,-475.356198076,0.002,83.3685,14.2645449678,17.3059,1,-475.356198076,-436.378
1.0,-481.572,43.8366,500.0,3.50449e-18,100,-461.496081398,,0.01,1.0,500.0,1941.05950237,0.01,0.9,1941.05950237,500,-461.496081398,0.01,1.0,100.0,1.0,2,-461.496081398,-461.496
1.0,-479.86,43.1965,500.0,2.1793e-19,100,-469.831985184,,0.005,1.0,500.0,1793.42256495,0.005,0.9,1793.42256495,500,-469.831985184,0.005,1.0,200.000000102,1.0,2,-469.831985184,-465.664
1.0,-479.577,43.6016,500.0,5.43914e-20,100,-472.630479999,,0.00333333,1.0,500.0,1958.64332529,0.00333333,0.9,1958.64332529,500,-472.630479999,0.00333333,1.0,299.999969474,1.0,2,-472.630479999,-467.986
1.0,-478.082,44.5732,500.0,5.4346e-20,100,-464.481389389,,0.0025,1.0,500.0,2257.14945776,0.0025,0.9,2257.14945776,500,-464.481389389,0.0025,1.0,400.0,1.0,2,-464.481389389,-467.11
0.0129958,-476.274,52.364,341.120771342,1.89725e-06,100,-473.291401475,0.526889,0.0128486,1.05397,500.0,1899.1540815,2.46607e-05,0.9,1899.1540815,500,-473.291401475,0.002,6.77103,339.359426896,1.46576,1,-473.291401475,-464.393
1.0,-481.367,40.4926,500.0,3.50449e-18,100,-462.514124551,,0.01,1.0,500.0,1656.21603866,0.01,0.9,1656.21603866,500,-462.514124551,0.01,1.0,100.0,1.0,2,-462.514124551,-462.514
1.0,-480.431,44.7541,500.0,2.1793e-19,100,-470.367090485,,0.005,1.0,500.0,2358.95731557,0.005,0.9,2358.95731557,500,-470.367090485,0.005,1.0,200.000000102,1.0,2,-470.367090485,-466.441
1.0,-481.07,44.3373,500.0,5.43914e-20,100,-476.057756598,,0.00333333,1.0,500.0,1848.36980033,0.00333333,0.9,1848.36980033,500,-476.057756598,0.00333333,1.0,299.999969474,1.0,2,-476.057756598,-469.646
1.0,-478.919,44.3426,500.0,5.4346e-20,100,-465.441340034,,0.0025,1.0,500.0,1974.14146734,0.0025,0.9,1974.14146734,500,-465.441340034,0.0025,1.0,400.0,1.0,2,-465.441340034,-468.595
0.0173589,-461.428,279.594,99.9819502037,0.000639351,100,-472.047171557,808.699,0.56539,2.24933,500.0,2339.78608914,1.54347e-05,0.9,2339.78608914,500,-472.047171557,0.002,635.875,3.114913782,5.0009,1,-472.047171557,-438.716
1.0,-491.116,44.5166,500.0,3.50449e-18,100,-471.743212027,,0.01,1.0,500.0,2001.7430722,0.01,0.9,2001.7430722,500,-471.743212027,0.01,1.0,100.0,1.0,2,-471.743212027,-471.743
1.0,-482.066,42.4072,500.0,2.1793e-19,100,-464.969970416,,0.005,1.0,500.0,1608.15399895,0.005,0.9,1608.15399895,500,-464.969970416,0.005,1.0,200.000000102,1.0,2,-464.969970416,-468.357
1.0,-480.53,42.6827,500.0,5.43914e-20,100,-470.829388802,,0.00333333,1.0,500.0,1883.46754038,0.00333333,0.9,1883.46754038,500,-470.829388802,0.00333333,1.0,299.999969474,1.0,2,-470.829388802,-469.181
1.0,-479.279,43.9119,500.0,5.4346e-20,100,-467.343322465,,0.0025,1.0,500.0,2267.70298838,0.0025,0.9,2267.70298838,500,-467.343322465,0.0025,1.0,400.0,1.0,2,-467.343322465,-468.721
0.0159025,-472.235,78.1182,205.878146053,7.03956e-06,100,-456.952038771,1.77471,0.0361408,1.0042,500.0,1710.97294577,3.16719e-05,0.9,1710.97294577,500,-456.952038771,0.002,18.1463,181.397941829,2.42862,1,-456.952038771,-457.519
1.0,-498.476,47.0552,500.0,3.50449e-18,100,-478.51609812,,0.01,1.0,500.0,2236.56231565,0.01,0.9,2236.56231565,500,-478.51609812,0.01,1.0,100.0,1.0,2,-478.51609812,-478.516
1.0,-488.23,45.5744,500.0,2.1793e-19,100,-469.715794748,,0.005,1.0,500.0,1920.32724998,0.005,0.9,1920.32724998,500,-469.715794748,0.005,1.0,200.000000102,1.0,2,-469.715794748,-474.116
1.0,-485.591,46.3669,500.0,5.43914e-20,100,-472.857916375,,0.00333333,1.0,500.0,2317.7582372,0.00333333,0.9,2317.7582372,500,-472.857916375,0.00333333,1.0,299.999969474,1.0,2,-472.857916375,-473.697
1.0,-482.22,44.7253,500.0,5.4346e-20,100,-466.589011545,,0.0025,1.0,500.0,1529.1468257,0.0025,0.9,1529.1468257,500,-466.589011545,0.0025,1.0,400.0,1.0,2,-466.589011545,-471.92
3.24229e-05,-476.342,99.4567,160.925476186,1.30512e-05,100,-474.706090656,3.26397,0.0539199,1.00018,500.0,1952.31484103,6.48343e-08,0.9,1952.31484103,500,-474.706090656,0.002,26.9647,117.473312317,3.10703,1,-474.706090656,-460.103
1.0,-485.652,50.1503,500.0,3.50449e-18,100,-462.216492504,,0.01,1.0,500.0,2540.45386564,0.01,0.9,2540.45386564,500,-462.216492504,0.01,1.0,100.0,1.0,2,-462.216492504,-462.216
1.0,-480.373,46.3821,500.0,2.1793e-19,100,-465.386167558,,0.005,1.0,500.0,1800.52663413,0.005,0.9,1800.52663413,500,-465.386167558,0.005,1.0,200.000000102,1.0,2,-465.386167558,-463.801
1.0,-477.653,44.1491,500.0,5.43914e-20,100,-464.76512755,,0.00333333,1.0,500.0,1559.82479271,0.00333333,0.9,1559.82479271,500,-464.76512755,0.00333333,1.0,299.999969474,1.0,2,-464.76512755,-464.123
1.0,-476.444,43.5366,500.0,5.4346e-20,100,-466.534833285,,0.0025,1.0,500.0,1747.40200241,0.0025,0.9,1747.40200241,500,-466.534833285,0.0025,1.0,400.0,1.0,2,-466.534833285,-464.726
0.00816284,-473.114,48.2938,318.292147185,2.52151e-06,100,-469.45865646,0.711235,0.00806919,1.0622,500.0,2118.11202918,1.53697e-05,0.9,2118.11202918,500,-469.45865646,0.002,4.28554,306.91476769,1.57088,1,-469.45865646,-459.978
1.0,-481.78,44.8028,500.0,3.50449e-18,100,-462.313336571,,0.01,1.0,500.0,2027.56615933,0.01,0.9,2027.56615933,500,-462.313336571,0.01,1.0,100.0,1.0,2,-462.313336571,-462.313
1.0,-481.115,43.1577,500.0,2.1793e-19,100,-472.385984986,,0.005,1.0,500.0,1683.99618042,0.005,0.9,1683.99618042,500,-472.385984986,0.005,1.0,200.000000102,1.0,2,-472.385984986,-467.35
1.0,-479.873,43.2249,500.0,5.43914e-20,100,-468.177124011,,0.00333333,1.0,500.0,1898.52541215,0.00333333,0.9,1898.52541215,500,-468.177124011,0.00333333,1.0,299.999969474,1.0,2,-468.177124011,-467.625
1.0,-480.139,45.5792,500.0,5.4346e-20,100,-475.253128631,,0.0025,1.0,500.0,2687.93797326,0.0025,0.9,2687.93797326,500,-475.253128631,0.0025,1.0,400.0,1.0,2,-475.253128631,-469.532
0.0023239,-458.788,358.417,60.6476409402,0.000713784,100,-479.074506604,856.275,0.597733,2.19055,500.0,2742.04340791,2.12175e-06,0.9,2742.04340791,500,-479.074506604,0.002,654.682,2.79190822131,8.24434,1,-479.074506604,-430.778
1.0,-483.919,47.9412,500.0,3.50449e-18,100,-463.081172491,,0.01,1.0,500.0,2321.57814644,0.01,0.9,2321.57814644,500,-463.081172491,0.01,1.0,100.0,1.0,2,-463.081172491,-463.081
1.0,-483.471,46.9125,500.0,2.1793e-19,100,-474.391981105,,0.005,1.0,500.0,2059.83685679,0.005,0.9,2059.83685679,500,-474.391981105,0.005,1.0,200.000000102,1.0,2,-474.391981105,-468.737
1.0,-480.276,45.4173,500.0,5.43914e-20,100,-467.262101504,,0.00333333,1.0,500.0,1803.20858224,0.00333333,0.9,1803.20858224,500,-467.262101504,0.00333333,1.0,299.999969474,1.0,2,-467.262101504,-468.245
1.0,-477.631,43.4556,500.0,5.4346e-20,100,-464.110818634,,0.0025,1.0,500.0,1366.21207253,0.0025,0.9,1366.21207253,500,-464.110818634,0.0025,1.0,400.0,1.0,2,-464.110818634,-467.211
0.00260515,-472.311,53.9614,252.443435011,3.51374e-06,100,-457.703295991,0.89644,0.0118612,1.0102,500.0,2256.54968311,5.15771e-06,0.9,2256.54968311,500,-457.703295991,0.002,5.99108,266.428376781,1.98064,1,-457.703295991,-459.014
1.0,-491.826,50.6757,500.0,3.50449e-18,100,-472.046894036,,0.01,1.0,500.0,2593.96508949,0.01,0.9,2593.96508949,500,-472.046894036,0.01,1.0,100.0,1.0,2,-472.046894036,-472.047
1.0,-484.96,47.2801,500.0,2.1793e-19,100,-469.157055201,,0.005,1.0,500.0,1917.78523839,0.005,0.9,1917.78523839,500,-469.157055201,0.005,1.0,200.000000102,1.0,2,-469.157055201,-470.602
1.0,-481.159,47.7541,500.0,5.43914e-20,100,-467.047201958,,0.00333333,1.0,500.0,2385.98158218,0.00333333,0.9,2385.98158218,500,-467.047201958,0.00333333,1.0,299.999969474,1.0,2,-467.047201958,-469.417
1.0,-479.124,47.3079,500.0,5.4346e-20,100,-467.567905968,,0.0025,1.0,500.0,2129.5317139,0.0025,0.9,2129.5317139,500,-467.567905968,0.0025,1.0,400.0,1.0,2,-467.567905968,-468.955
0.00176272,-475.044,94.0997,183.533246384,1.02254e-05,100,-470.944651791,1.94589,0.0415054,0.872465,500.0,2390.73479044,4.04078e-06,0.9,2390.73479044,500,-470.944651791,0.002,18.106,140.795561018,2.7243,1,-470.944651791,-459.475
1.0,-489.857,51.7494,500.0,3.50449e-18,100,-469.353146456,,0.01,1.0,500.0,2705.05416862,0.01,0.9,2705.05416862,500,-469.353146456,0.01,1.0,100.0,1.0,2,-469.353146456,-469.353
1.0,-482.697,49.3285,500.0,2.1793e-19,100,-467.043798557,,0.005,1.0,500.0,2208.00329331,0.005,0.9,2208.00329331,500,-467.043798557,0.005,1.0,200.000000102,1.0,2,-467.043798557,-468.198
1.0,-478.473,47.6817,500.0,5.43914e-20,100,-463.508510893,,0.00333333,1.0,500.0,1958.96865663,0.00333333,0.9,1958.96865663,500,-463.508510893,0.00333333,1.0,299.999969474,1.0,2,-463.508510893,-466.635
1.0,-477.806,47.9288,500.0,5.4346e-20,100,-468.876666924,,0.0025,1.0,500.0,2388.16692246,0.0025,0.9,2388.16692246,500,-468.876666924,0.0025,1.0,400.0,1.0,2,-468.876666924,-467.195
0.00673726,-473.909,92.8786,203.881260072,7.84315e-06,100,-474.418953113,1.94698,0.0396039,0.996473,500.0,2263.08191735,1.35222e-05,0.9,2263.08191735,500,-474.418953113,0.002,19.7321,169.098042458,2.45241,1,-474.418953113,-459.048
1.0,-482.341,46.8418,500.0,3.50449e-18,100,-462.983997323,,0.01,1.0,500.0,2216.32035886,0.01,0.9,2216.32035886,500,-462.983997323,0.01,1.0,100.0,1.0,2,-462.983997323,-462.984
1.0,-479.743,48.3875,500.0,2.1793e-19,100,-468.908551841,,0.005,1.0,500.0,2495.95242996,0.005,0.9,2495.95242996,500,-468.908551841,0.005,1.0,200.000000102,1.0,2,-468.908551841,-465.946
1.0,-480.172,49.4257,500.0,5.43914e-20,100,-473.745317875,,0.00333333,1.0,500.0,2631.75424736,0.00333333,0.9,2631.75424736,500,-473.745317875,0.00333333,1.0,299.999969474,1.0,2,-473.745317875,-468.546
1.0,-477.953,48.4857,500.0,5.4346e-20,100,-465.899414689,,0.0025,1.0,500.0,2090.43349865,0.0025,0.9,2090.43349865,500,-465.899414689,0.0025,1.0,400.0,1.0,2,-465.899414689,-467.884
0.00208698,-464.542,223.981,92.9032303793,0.000221969,100,-469.211084951,134.964,0.32964,1.55952,500.0,2255.25453013,2.67644e-06,0.9,2255.25453013,500,-469.211084951,0.002,257.041,8.86818968772,5.38194,1,-469.211084951,-443.006
1.0,-490.841,53.4418,500.0,3.50449e-18,100,-469.790947448,,0.01,1.0,500.0,2884.87763973,0.01,0.9,2884.87763973,500,-469.790947448,0.01,1.0,100.0,1.0,2,-469.790947448,-469.791
1.0,-483.524,51.9665,500.0,2.1793e-19,100,-467.486657035,,0.005,1.0,500.0,2568.03217394,0.005,0.9,2568.03217394,500,-467.486657035,0.005,1.0,200.000000102,1.0,2,-467.486657035,-468.639
1.0,-480.184,50.8372,500.0,5.43914e-20,100,-466.723827822,,0.00333333,1.0,500.0,2373.5221524,0.00333333,0.9,2373.5221524,500,-466.723827822,0.00333333,1.0,299.999969474,1.0,2,-466.723827822,-468.0
1.0,-476.972,48.7698,500.0,5.4346e-20,100,-461.681559365,,0.0025,1.0,500.0,1748.23327435,0.0025,0.9,1748.23327435,500,-461.681559365,0.0025,1.0,400.0,1.0,2,-461.681559365,-466.421
7.93559e-08,-471.582,69.1761,179.940499526,5.95694e-06,100,-468.16189553,1.58388,0.0127471,1.03129,500.0,2198.67003292,1.53897e-10,0.9,2198.67003292,500,-468.16189553,0.002,6.57298,201.105505237,2.7787,1,-468.16189553,-455.851
1.0,-486.819,48.9063,500.0,3.50449e-18,100,-467.677713484,,0.01,1.0,500.0,2415.98475421,0.01,0.9,2415.98475421,500,-467.677713484,0.01,1.0,100.0,1.0,2,-467.677713484,-467.678
1.0,-485.75,52.4832,500.0,2.1793e-19,100,-473.416834907,,0.005,1.0,500.0,3132.0073793,0.005,0.9,3132.0073793,500,-473.416834907,0.005,1.0,200.000000102,1.0,2,-473.416834907,-470.547
1.0,-483.546,49.6776,500.0,5.43914e-20,100,-472.306703397,,0.00333333,1.0,500.0,1911.67109852,0.00333333,0.9,1911.67109852,500,-472.306703397,0.00333333,1.0,299.999969474,1.0,2,-472.306703397,-471.134
1.0,-478.084,48.7732,500.0,5.4346e-20,100,-455.935103758,,0.0025,1.0,500.0,1958.03565219,0.0025,0.9,1958.03565219,500,-455.935103758,0.0025,1.0,400.0,1.0,2,-455.935103758,-467.334
0.065821,-459.931,439.772,73.8012148411,0.000183022,100,-468.938868067,105.285,0.297082,1.51692,500.0,2153.98486302,8.67827e-05,0.9,2153.98486302,500,-468.938868067,0.002,225.324,10.7149012035,6.77496,1,-468.938868067,-434.905
1.0,-485.858,47.1789,500.0,3.50449e-18,100,-464.442995197,,0.01,1.0,500.0,2248.33622018,0.01,0.9,2248.33622018,500,-464.442995197,0.01,1.0,100.0,1.0,2,-464.442995197,-464.443
1.0,-481.847,45.197,500.0,2.1793e-19,100,-468.965822843,,0.005,1.0,500.0,1868.13934343,0.005,0.9,1868.13934343,500,-468.965822843,0.005,1.0,200.000000102,1.0,2,-468.965822843,-466.704
1.0,-481.233,46.6233,500.0,5.43914e-20,100,-473.19834442,,0.00333333,1.0,500.0,2431.85457203,0.00333333,0.9,2431.85457203,500,-473.19834442,0.00333333,1.0,299.999969474,1.0,2,-473.19834442,-468.869
1.0,-477.766,47.0099,500.0,5.4346e-20,100,-461.625692366,,0.0025,1.0,500.0,2302.20693252,0.0025,0.9,2302.20693252,500,-461.625692366,0.0025,1.0,400.0,1.0,2,-461.625692366,-467.058
1.06267e-09,-465.637,130.505,92.4060916801,2.7611e-05,100,-460.981923139,7.45162,0.0689003,1.039,500.0,2390.97560194,2.04557e-12,0.9,2390.97560194,500,-460.981923139,0.002,35.7936,63.3797831159,5.4109,1,-460.981923139,-443.359
1.0,-497.308,46.1724,500.0,3.50449e-18,100,-476.218222191,,0.01,1.0,500.0,2153.42565901,0.01,0.9,2153.42565901,500,-476.218222191,0.01,1.0,100.0,1.0,2,-476.218222191,-476.218
1.0,-488.392,51.8527,500.0,2.1793e-19,100,-468.168415958,,0.005,1.0,500.0,3245.57699815,0.005,0.9,3245.57699815,500,-468.168415958,0.005,1.0,200.000000102,1.0,2,-468.168415958,-472.193
1.0,-483.641,51.3798,500.0,5.43914e-20,100,-466.855419082,,0.00333333,1.0,500.0,2548.73637494,0.00333333,0.9,2548.73637494,500,-466.855419082,0.00333333,1.0,299.999969474,1.0,2,-466.855419082,-470.414
1.0,-482.641,51.016,500.0,5.4346e-20,100,-473.504374549,,0.0025,1.0,500.0,2508.80697163,0.0025,0.9,2508.80697163,500,-473.504374549,0.0025,1.0,400.0,1.0,2,-473.504374549,-471.187
1.7488e-25,-464.753,168.95,38.7083589525,6.77213e-05,100,-468.985161355,16.8913,0.112751,0.998847,500.0,2422.95938452,3.50163e-28,0.9,2422.95938452,500,-468.985161355,0.002,56.3103,27.9384779692,12.9171,1,-468.985161355,-427.931
1.0,-489.796,44.4015,500.0,3.50449e-18,100,-470.557543766,,0.01,1.0,500.0,1991.40591791,0.01,0.9,1991.40591791,500,-470.557543766,0.01,1.0,100.0,1.0,2,-470.557543766,-470.558
1.0,-478.681,44.1592,500.0,2.1793e-19,100,-458.844236717,,0.005,1.0,500.0,1878.76791009,0.005,0.9,1878.76791009,500,-458.844236717,0.005,1.0,200.000000102,1.0,2,-458.844236717,-464.701
1.0,-477.423,44.0442,500.0,5.43914e-20,100,-468.596090323,,0.00333333,1.0,500.0,1928.77282291,0.00333333,0.9,1928.77282291,500,-468.596090323,0.00333333,1.0,299.999969474,1.0,2,-468.596090323,-465.999
1.0,-473.53,45.1245,500.0,5.4346e-20,100,-454.688667904,,0.0025,1.0,500.0,2251.7920398,0.0025,0.9,2251.7920398,500,-454.688667904,0.0025,1.0,400.0,1.0,2,-454.688667904,-463.172
0.0137955,-439.267,231.444,499.999761582,0.000957257,100,-467.241947692,3357.19,0.689806,3.74545,500.0,2423.6569263,7.36657e-06,0.9,2423.6569263,500,-467.241947692,0.002,1291.82,2.08476362784,1.0,1,-467.241947692,-430.002
1.0,-482.721,44.3542,500.0,3.50449e-18,100,-463.756192566,,0.01,1.0,500.0,1987.17028852,0.01,0.9,1987.17028852,500,-463.756192566,0.01,1.0,100.0,1.0,2,-463.756192566,-463.756
1.0,-484.048,44.4439,500.0,2.1793e-19,100,-476.275864527,,0.005,1.0,500.0,1924.08688532,0.005,0.9,1924.08688532,500,-476.275864527,0.005,1.0,200.000000102,1.0,2,-476.275864527,-470.016
1.0,-480.176,46.9475,500.0,5.43914e-20,100,-466.122510622,,0.00333333,1.0,500.0,2678.37232388,0.00333333,0.9,2678.37232388,500,-466.122510622,0.00333333,1.0,299.999969474,1.0,2,-466.122510622,-468.718
1.0,-477.009,46.198,500.0,5.4346e-20,100,-462.191649451,,0.0025,1.0,500.0,1911.97129439,0.0025,0.9,1911.97129439,500,-462.191649451,0.0025,1.0,400.0,1.0,2,-462.191649451,-467.087
0.0332107,-468.68,210.677,144.160245631,5.32748e-05,100,-462.746291786,19.8151,0.158451,1.21974,500.0,1824.69768153,5.44553e-05,0.9,1824.69768153,500,-462.746291786,0.002,96.6347,34.9844547835,3.46836,1,-462.746291786,-452.152
1.0,-490.632,46.9964,500.0,3.50449e-18,100,-470.544944063,,0.01,1.0,500.0,2230.96875519,0.01,0.9,2230.96875519,500,-470.544944063,0.01,1.0,100.0,1.0,2,-470.544944063,-470.545
1.0,-480.425,48.8598,500.0,2.1793e-19,100,-461.863733315,,0.005,1.0,500.0,2553.75569515,0.005,0.9,2553.75569515,500,-461.863733315,0.005,1.0,200.000000102,1.0,2,-461.863733315,-466.204
1.0,-478.859,47.7064,500.0,5.43914e-20,100,-469.332683323,,0.00333333,1.0,500.0,2067.28053979,0.00333333,0.9,2067.28053979,500,-469.332683323,0.00333333,1.0,299.999969474,1.0,2,-469.332683323,-467.247
1.0,-478.424,49.2044,500.0,5.4346e-20,100,-470.545597925,,0.0025,1.0,500.0,2877.21542802,0.0025,0.9,2877.21542802,500,-470.545597925,0.0025,1.0,400.0,1.0,2,-470.545597925,-468.072
2.81878e-08,-468.076,98.8713,92.1234331146,3.00953e-05,100,-471.478296718,8.57819,0.0809349,1.06777,500.0,2726.21067358,5.27974e-11,0.9,2726.21067358,500,-471.478296718,0.002,43.21,58.762872575,5.4275,1,-471.478296718,-446.505
1.0,-491.646,49.5185,500.0,3.50449e-18,100,-470.681965887,,0.01,1.0,500.0,2476.84692561,0.01,0.9,2476.84692561,500,-470.681965887,0.01,1.0,100.0,1.0,2,-470.681965887,-470.682
1.0,-485.077,47.8334,500.0,2.1793e-19,100,-469.824639217,,0.005,1.0,500.0,2145.06824447,0.005,0.9,2145.06824447,500,-469.824639217,0.005,1.0,200.000000102,1.0,2,-469.824639217,-470.253
1.0,-481.273,48.4993,500.0,5.43914e-20,100,-466.999653988,,0.00333333,1.0,500.0,2498.40675852,0.00333333,0.9,2498.40675852,500,-466.999653988,0.00333333,1.0,299.999969474,1.0,2,-466.999653988,-469.169
1.0,-478.673,47.4567,500.0,5.4346e-20,100,-465.256692405,,0.0025,1.0,500.0,1960.1212557,0.0025,0.9,1960.1212557,500,-465.256692405,0.0025,1.0,400.0,1.0,2,-465.256692405,-468.191
0.0283805,-475.008,51.4278,362.468760508,1.59428e-06,100,-466.45177809,0.411872,0.0129866,1.01655,500.0,2083.45958769,5.5837e-05,0.9,2083.45958769,500,-466.45177809,0.002,6.60078,357.711608361,1.37943,1,-466.45177809,-463.997
1.0,-494.018,44.1862,500.0,3.50449e-18,100,-471.150532898,,0.01,1.0,500.0,1972.14329751,0.01,0.9,1972.14329751,500,-471.150532898,0.01,1.0,100.0,1.0,2,-471.150532898,-471.151
1.0,-486.032,45.0568,500.0,2.1793e-19,100,-468.574270253,,0.005,1.0,500.0,2125.75434705,0.005,0.9,2125.75434705,500,-468.574270253,0.005,1.0,200.000000102,1.0,2,-468.574270253,-469.862
1.0,-482.276,48.0337,500.0,5.43914e-20,100,-467.494388411,,0.00333333,1.0,500.0,2886.58678279,0.00333333,0.9,2886.58678279,500,-467.494388411,0.00333333,1.0,299.999969474,1.0,2,-467.494388411,-469.073
1.0,-480.59,47.4817,500.0,5.4346e-20,100,-469.406886791,,0.0025,1.0,500.0,2117.44159529,0.0025,0.9,2117.44159529,500,-469.406886791,0.0025,1.0,400.0,1.0,2,-469.406886791,-469.156
0.118223,-475.492,62.7432,336.231388669,2.69834e-06,100,-461.413603094,0.693203,0.0255771,1.01371,500.0,2268.75067947,0.00023325,0.9,2268.75067947,500,-461.413603094,0.002,12.9639,298.822066995,1.48707,1,-461.413603094,-463.021
1.0,-484.773,44.6031,500.0,3.50449e-18,100,-465.864156566,,0.01,1.0,500.0,2009.52878117,0.01,0.9,2009.52878117,500,-465.864156566,0.01,1.0,100.0,1.0,2,-465.864156566,-465.864
1.0,-478.896,47.0231,500.0,2.1793e-19,100,-462.257193357,,0.005,1.0,500.0,2450.92227104,0.005,0.9,2450.92227104,500,-462.257193357,0.005,1.0,200.000000102,1.0,2,-462.257193357,-464.061
1.0,-474.749,47.1642,500.0,5.43914e-20,100,-459.785583162,,0.00333333,1.0,500.0,2261.47143382,0.00333333,0.9,2261.47143382,500,-459.785583162,0.00333333,1.0,299.999969474,1.0,2,-459.785583162,-462.636
1.0,-475.172,47.5425,500.0,5.4346e-20,100,-470.818970248,,0.0025,1.0,500.0,2340.95051936,0.0025,0.9,2340.95051936,500,-470.818970248,0.0025,1.0,400.0,1.0,2,-470.818970248,-464.681
7.48687e-13,-463.992,120.095,70.1973450122,3.33483e-05,100,-460.843855095,10.0046,0.0653811,1.09545,500.0,2364.81677108,1.3669e-15,0.9,2364.81677108,500,-460.843855095,0.002,35.811,53.6457355325,7.12278,1,-460.843855095,-438.951
1.0,-486.697,51.5178,500.0,3.50449e-18,100,-466.364482755,,0.01,1.0,500.0,2680.88997556,0.01,0.9,2680.88997556,500,-466.364482755,0.01,1.0,100.0,1.0,2,-466.364482755,-466.364
1.0,-479.123,49.927,500.0,2.1793e-19,100,-461.326334647,,0.005,1.0,500.0,2342.05312418,0.005,0.9,2342.05312418,500,-461.326334647,0.005,1.0,200.000000102,1.0,2,-461.326334647,-463.845
1.0,-478.858,47.9539,500.0,5.43914e-20,100,-471.461932758,,0.00333333,1.0,500.0,1893.57557497,0.00333333,0.9,1893.57557497,500,-471.461932758,0.00333333,1.0,299.999969474,1.0,2,-471.461932758,-466.384
1.0,-477.881,47.7977,500.0,5.4346e-20,100,-468.857315228,,0.0025,1.0,500.0,2257.7467056,0.0025,0.9,2257.7467056,500,-468.857315228,0.0025,1.0,400.0,1.0,2,-468.857315228,-467.003
0.00057633,-468.172,127.584,150.41179866,2.25558e-05,100,-465.66621416,7.36625,0.0852214,1.14294,500.0,2531.36842433,1.0085e-06,0.9,2531.36842433,500,-465.66621416,0.002,48.7016,75.4413494927,3.32421,1,-465.66621416,-450.431
1.0,-490.602,46.9227,500.0,3.50449e-18,100,-470.260134276,,0.01,1.0,500.0,2223.98232271,0.01,0.9,2223.98232271,500,-470.260134276,0.01,1.0,100.0,1.0,2,-470.260134276,-470.26
1.0,-483.89,50.0155,500.0,2.1793e-19,100,-466.930501037,,0.005,1.0,500.0,2824.0510596,0.005,0.9,2824.0510596,500,-466.930501037,0.005,1.0,200.000000102,1.0,2,-466.930501037,-468.595
1.0,-481.788,48.6516,500.0,5.43914e-20,100,-470.708832606,,0.00333333,1.0,500.0,2116.02564289,0.00333333,0.9,2116.02564289,500,-470.708832606,0.00333333,1.0,299.999969474,1.0,2,-470.708832606,-469.3
1.0,-479.802,49.12,500.0,5.4346e-20,100,-468.049812212,,0.0025,1.0,500.0,2574.74874192,0.0025,0.9,2574.74874192,500,-468.049812212,0.0025,1.0,400.0,1.0,2,-468.049812212,-468.987
2.14544e-05,-473.234,79.7827,193.205037412,8.28681e-06,100,-467.039665288,2.13673,0.0288109,1.01557,500.0,2935.23081091,4.22509e-08,0.9,2935.23081091,500,-467.039665288,0.002,14.6297,162.995972882,2.58792,1,-467.039665288,-457.672
1.0,-485.207,44.8417,500.0,3.50449e-18,100,-465.260617576,,0.01,1.0,500.0,2031.08554655,0.01,0.9,2031.08554655,500,-465.260617576,0.01,1.0,100.0,1.0,2,-465.260617576,-465.261
1.0,-480.366,45.0039,500.0,2.1793e-19,100,-467.26259968,,0.005,1.0,500.0,2058.51269655,0.005,0.9,2058.51269655,500,-467.26259968,0.005,1.0,200.000000102,1.0,2,-467.26259968,-466.262
1.0,-476.461,45.8542,500.0,5.43914e-20,100,-462.312388817,,0.00333333,1.0,500.0,2269.42557461,0.00333333,0.9,2269.42557461,500,-462.312388817,0.00333333,1.0,299.999969474,1.0,2,-462.312388817,-464.945
1.0,-474.204,46.8772,500.0,5.4346e-20,100,-462.086697557,,0.0025,1.0,500.0,2500.95023277,0.0025,0.9,2500.95023277,500,-462.086697557,0.0025,1.0,400.0,1.0,2,-462.086697557,-464.231
0.0373582,-467.265,166.312,177.72738155,3.34223e-05,100,-468.180941828,10.921,0.122272,1.14325,500.0,2542.30390801,6.53543e-05,0.9,2542.30390801,500,-468.180941828,0.002,69.8938,53.5396912694,2.8133,1,-468.180941828,-452.303
1.0,-480.551,50.0167,500.0,3.50449e-18,100,-460.800647121,,0.01,1.0,500.0,2526.943634,0.01,0.9,2526.943634,500,-460.800647121,0.01,1.0,100.0,1.0,2,-460.800647121,-460.801
1.0,-481.256,49.7061,500.0,2.1793e-19,100,-472.40329318,,0.005,1.0,500.0,2396.3686296,0.005,0.9,2396.3686296,500,-472.40329318,0.005,1.0,200.000000102,1.0,2,-472.40329318,-466.602
1.0,-479.119,49.136,500.0,5.43914e-20,100,-468.258707852,,0.00333333,1.0,500.0,2323.04557956,0.00333333,0.9,2323.04557956,500,-468.258707852,0.00333333,1.0,299.999969474,1.0,2,-468.258707852,-467.154
