eRenyi2,VanillaAvgRet,ESSRenyi,AvgRet,AvgDiscRet,MaxNormIw,ESSClassic,Bound,MinNormIw,BatchSize,AvgEpLen,VarRet,J,MinVanillaIw,AvgVanillaIw,VarDiscRet,VarJ,MaxVanillaIw,VarNormIw,AvgNormIw,VarVanillaIw
15.814786,113.6349957747497,6.323196549720633,113.6349957747497,113.6349957747497,0.38131,4.324717570200081,231.29164,5.134132e-10,100,12.37,10750.081092304059,432.0492,9.7457786e-08,1.8982329,10750.081092304059,622.1523,72.381516,0.0022346363,0.010000002,80.52037
27.63111,375.7575612003794,3.6191091403476814,375.7575612003794,375.7575612003794,0.7586967,1.7162293370055455,1138.2606,1.9517018e-26,100,38.59,179526.58606996387,2482.8157,2.2474979e-24,1.151558,179526.58606996387,4466.256,87.368324,0.005784574,0.01,76.708405
1.9229374,736.3437857477858,52.00377316194741,736.3437857477858,736.3437857477858,0.13344674,29.37725971381479,588.42084,3.1736565e-06,100,74.65,521946.29702700063,1171.7151,0.0004006249,1.2623448,521946.29702700063,2881.2678,16.845581,0.0002428276,0.01,3.869494
13.424702,1274.3046672923397,7.448955090709408,1274.3046672923397,1274.3046672923397,0.41222256,4.594281979098618,2577.6343,3.5322615e-21,100,128.4,1756902.0924017697,4119.473,4.5814365e-19,1.2970264,1756902.0924017697,4446.2573,53.466354,0.0020975948,0.01,35.287365
4.601095,2771.1710733196965,21.73395586533842,2771.1710733196965,2771.1710733196965,0.09914592,19.084848632109775,3881.7466,2.0830223e-27,100,277.84,3357111.2636670484,4784.392,2.6401893e-25,1.2674801,3357111.2636670484,763.5894,12.566547,0.00042825844,0.010000002,6.879998
1.4064001,4636.969225264335,71.10352246307534,4636.969225264335,4636.969225264335,0.026441978,72.81288633799687,4375.406,0.00017013305,100,463.9,966493.5402845714,4874.452,0.017851178,1.0492481,966493.5402845714,490.934,2.7744195,3.7715494e-05,0.009999999,0.415218
1.1813115,4860.414864384916,84.65167824319931,4860.414864384916,4860.414864384916,0.020773605,82.52203206952804,4492.1865,0.000963243,100,486.13,375099.51106837526,4949.5576,0.09922084,1.0300708,375099.51106837526,238.70227,2.1398282,2.1393684e-05,0.01,0.22699672
1.1477143,4845.522665415254,87.12970094181128,4845.522665415254,4845.522665415254,0.018083412,85.85766585747233,4514.224,0.0011019444,100,484.66,407972.34900156053,4965.0444,0.10786983,0.9789045,407972.34900156053,154.48636,1.7701933,1.6638218e-05,0.01,0.15943639
1.0053642,4988.113819293302,99.46644412840723,4988.113819293302,4988.113819293302,0.011605166,99.53201535926362,4568.525,0.007989527,100,498.84,13691.751319098526,4990.4624,0.7942046,0.99405706,13691.751319098526,93.208435,1.1536198,4.7490474e-07,0.010000002,0.0046927677
1.0308403,4957.080583690511,97.00823897360047,4957.080583690511,4957.080583690511,0.013086348,95.5289831703097,4560.0576,0.00096948666,100,495.76,88816.7907236447,4987.3076,0.09363088,0.9657779,88816.7907236447,95.19032,1.2638506,4.727549e-06,0.01,0.04409512
1.0016937,4994.984114955349,99.83091382698372,4994.984114955349,4994.984114955349,0.010762794,99.85109694873525,4574.57,0.008425625,100,499.53,2303.3462173185712,4995.737,0.8371143,0.99353373,2303.3462173185712,40.29862,1.0693198,1.5062422e-07,0.01,0.0014868254
1.0282168,4969.102726329745,97.25575017147214,4969.102726329745,4969.102726329745,0.012845427,97.50557205470851,4556.913,0.004695444,100,496.94,94321.64813442937,4983.619,0.46942845,0.99975306,94321.64813442937,162.06322,1.2842255,2.5840793e-06,0.01,0.025828034
1.0000006,4999.767490111517,99.99994039539075,4999.767490111517,4999.767490111517,0.010015576,99.9999351490252,4578.9575,0.009959018,100,500.0,0.09572588606546702,4999.768,0.99588406,0.99998224,0.09572588606546702,0.3072983,1.0015398,6.733731e-11,0.01,6.7334514e-07
1.0,4999.796411956128,100.0,4999.796411956128,4999.796411956128,0.01,100.0,4578.986,0.01,100,500.0,0.04544040989426242,4999.7964,1.0,1.0,0.04544040989426242,0.21210022,1.0,3.5044917e-18,0.009999998,
1.0,4999.830185958289,100.0,4999.830185958289,4999.830185958289,0.010002367,99.99997329708782,4579.02,0.009997949,100,500.0,0.05209858452934585,4999.8306,0.9997935,0.9999986,0.05209858452934585,0.22710267,1.0002353,6.4058286e-13,0.010000002,6.405345e-09
1.0000001,4999.804124429354,99.99998807907247,4999.804124429354,4999.804124429354,0.010006706,99.99999618527258,4578.9946,0.009992692,100,500.0,0.0467111610043014,4999.805,0.9992612,0.9999921,0.0467111610043014,0.21502759,1.0006627,1.1056452e-11,0.01,1.10564734e-07
