AvgRet,eRenyi2,VarDiscRet,Bound,J,ESSRenyi,MinNormIw,VanillaAvgRet,MaxVanillaIw,VarRet,VarJ,VarNormIw,MaxNormIw,MinVanillaIw,ESSClassic,AvgNormIw,VarVanillaIw,AvgVanillaIw,AvgEpLen,BatchSize,AvgDiscRet
-1.0913936421275138e-13,2.3559744,4230828.776786032,1376.1146,1586.8373,42.44528229177387,6.61746e-18,-1608.5544895009277,3.2543216,4230828.776786032,35.66463,0.00014371997,0.03245924,6.63458e-16,41.27408318188695,0.010000002,1.4446459,1.0025871,200.0,100,-1.0913936421275138e-13
1.5489831639570185e-14,1.6359375,77555.93981964934,25.01624,29.153536,61.127031390113615,3.005221e-07,-38.913966063048036,2.1924381,77555.93981964934,10.327448,6.018695e-05,0.020707848,3.18177e-05,62.66249262302094,0.010000002,0.6746635,1.0587475,200.0,100,1.5489831639570185e-14
1.7763568394002506e-16,32.5107,59.14871889443365,3.792213,7.9175158,3.0759103712121525,,-9.377325794524552,44.88491,59.14871889443365,5.222143,0.0026637232,0.32481372,,3.6535202043950026,0.01,50.865246,1.3818661,200.0,100,1.7763568394002506e-16
5.151434834260726e-16,46672.473,53.52423446376609,1.5577521,6.4885316,0.0021425905744595,1.1526975e-15,-8.552161846958558,1.1717516,53.52423446376609,15.917089,0.004640221,0.64343244,2.0991717e-15,2.1304609579289497,0.009999999,0.015388771,0.01821095,200.0,100,5.151434834260726e-16
-1.270095140171179e-15,5.2229285,48.99098943199071,0.009454846,1.4004812,19.14634664061662,,-7.635500550630658,7.3509855,48.99098943199071,14.018862,0.00037278855,0.066057675,,21.319202811279172,0.010000002,4.61644,1.1128132,200.0,100,-1.270095140171179e-15
1.1635137298071641e-15,nan,47.67327085947033,-0.11439371,2.874069,nan,0.0021149763,-7.222418080576234,2.897518e-05,47.67327085947033,21.185017,0.0023405438,0.4800825,1.2764852e-07,4.137123026423326,0.01,8.525842e-12,6.0354586e-07,200.0,100,1.1635137298071641e-15
-6.775735528208315e-13,3.6607804,985368.6331356785,810.6925,997.04834,27.316579597309598,3.8877363e-34,-4770.425431936284,5.136469,985368.6331356785,308.60812,0.00026080105,0.04887185,4.0860407e-32,27.917907378618963,0.01,2.8808532,1.0510077,200.0,100,-6.775735528208315e-13
4.865796654485166e-13,35.785706,53561.06047571766,105.579544,262.71167,2.794411858512433,,-3866.34249865177,14.673873,53561.06047571766,20.308372,0.0048634782,0.50250036,,2.0346526182923834,0.01,4.1472845,0.29201716,200.0,100,4.865796654485166e-13
-4.774847184307873e-13,36.076145,41979.06932585939,92.96075,201.3665,2.771914779777618,,-3840.0757368281343,12.68996,41979.06932585939,219.65128,0.0028066377,0.4217922,,3.473945697870692,0.01,2.5404444,0.30085808,200.0,100,-4.774847184307873e-13
4.592948243953288e-13,11.81104,47925.67847354097,124.840385,196.36327,8.466654980272953,,-3865.5314352428536,16.667915,47925.67847354097,208.78276,0.0009344542,0.12455777,,9.755054725965378,0.01,16.733196,1.3381674,200.0,100,4.592948243953288e-13
1.0913936421275138e-13,nan,42124.257688188656,15.318455,73.62663,nan,,-3811.013125327615,3.8216371e-38,42124.257688188656,390.97598,0.0009878977,0.17291012,,inf,0.01,,2.210187e-39,200.0,100,1.0913936421275138e-13
4.2291503632441165e-13,nan,48221.16172008959,27.48471,222.79826,nan,9.490754e-05,-3847.4806142263715,0.29610306,48221.16172008959,112.38209,0.008783467,0.937726,2.9968684e-05,1.1369279569353141,0.009999998,0.00087578956,0.0031576713,200.0,100,4.2291503632441165e-13
1.0459189070388675e-13,2.8722749,47040.40250305659,20.288319,56.708485,34.81560934438343,8.275377e-25,-3832.4064577368435,3.9971495,47040.40250305659,310.7447,0.00024955865,0.047635276,6.943996e-23,28.813204137951235,0.010000002,1.7571794,0.83911544,200.0,100,1.0459189070388675e-13
-6.684786058031022e-13,39.272793,45760.15070543701,67.12137,182.11429,2.546292046712974,,-3855.963491738624,36.453854,45760.15070543701,187.93323,0.002779863,0.36488155,,3.5062319624818956,0.01,27.746387,0.9990599,200.0,100,-6.684786058031022e-13
