Delta,IterType,MinNormIw,VarJ,MinVanillaIw,AvgEpLen,Bound,ESSClassic,VarNormIw,ESSRenyi,MaxNormIw,VarDiscRet,AvgRet,AvgDiscRet,EpsThisIter,MaxVanillaIw,VarRet,eRenyi2,AvgNormIw,J,VanillaAvgRet,VarVanillaIw,BatchSize,AvgVanillaIw
0.9,2,0.0025,624.463,1.0,180.02,1607.92,400.0,5.4346e-20,500.0,0.0025,353265.830526,1650.76747049,1650.76747049,100,1.0,353265.830526,1.0,0.0025,1685.83,1650.76747049,,500,1.0
0.9,1,0.002,627.539,1.0,186.21,1621.32,500.000006643,5.43187e-20,500.0,0.002,412799.990149,1711.69666623,1711.69666623,100,1.0,412799.990149,1.0,0.002,1691.0,1711.69666623,,500,1.0
0.9,2,0.01,707.735,1.0,190.1,1589.27,100.0,3.50449e-18,500.0,0.01,505947.751728,1745.16774221,1745.16774221,100,1.0,505947.751728,1.0,0.01,1745.17,1745.16774221,,500,1.0
0.9,2,0.005,660.323,1.0,185.45,1613.77,200.000000102,2.1793e-19,500.0,0.005,374007.972234,1702.83785227,1702.83785227,100,1.0,374007.972234,1.0,0.005,1724.0,1702.83785227,,500,1.0
0.9,2,0.00333333,622.1,1.0,177.08,1600.82,299.999969474,5.43914e-20,500.0,0.00333333,285220.864338,1624.47474898,1624.47474898,100,1.0,285220.864338,1.0,0.00333333,1690.83,1624.47474898,,500,1.0
0.9,2,0.0025,606.998,1.0,176.2,1595.15,400.0,5.4346e-20,500.0,0.0025,312110.631169,1619.92120655,1619.92120655,100,1.0,312110.631169,1.0,0.0025,1673.1,1619.92120655,,500,1.0
0.9,1,0.002,582.713,1.0,173.71,1587.2,500.000006643,5.43187e-20,500.0,0.002,220960.571266,1592.20629711,1592.20629711,100,1.0,220960.571266,1.0,0.002,1656.92,1592.20629711,,500,1.0
0.9,2,0.01,559.522,1.0,174.03,1471.16,100.0,3.50449e-18,500.0,0.01,316227.088647,1596.39160796,1596.39160796,100,1.0,316227.088647,1.0,0.01,1596.39,1596.39160796,,500,1.0
0.9,2,0.005,680.75,1.0,195.62,1592.9,200.000000102,2.1793e-19,500.0,0.005,598777.84682,1801.26909033,1801.26909033,100,1.0,598777.84682,1.0,0.005,1698.83,1801.26909033,,500,1.0
0.9,2,0.00333333,630.207,1.0,182.78,1605.69,299.999969474,5.43914e-20,500.0,0.00333333,267044.758055,1678.87467149,1678.87467149,100,1.0,267044.758055,1.0,0.00333333,1692.18,1678.87467149,,500,1.0
0.9,2,0.0025,615.129,1.0,184.35,1617.72,400.0,5.4346e-20,500.0,0.0025,325302.505281,1693.97552855,1693.97552855,100,1.0,325302.505281,1.0,0.0025,1692.63,1693.97552855,,500,1.0
0.9,1,0.002,622.567,1.0,186.32,1629.69,500.000006643,5.43187e-20,500.0,0.002,428368.39798,1712.93931182,1712.93931182,100,1.0,428368.39798,1.0,0.002,1696.69,1712.93931182,,500,1.0
0.9,2,0.01,648.279,1.0,187.85,1595.43,100.0,3.50449e-18,500.0,0.01,424511.28281,1726.80846037,1726.80846037,100,1.0,424511.28281,1.0,0.01,1726.81,1726.80846037,,500,1.0
0.9,2,0.005,639.102,1.0,189.4,1641.68,200.000000102,2.1793e-19,500.0,0.005,400522.099288,1742.34588828,1742.34588828,100,1.0,400522.099288,1.0,0.005,1734.58,1742.34588828,,500,1.0
0.9,2,0.00333333,617.479,1.0,183.55,1641.08,299.999969474,5.43914e-20,500.0,0.00333333,328700.080308,1686.78719246,1686.78719246,100,1.0,328700.080308,1.0,0.00333333,1718.65,1686.78719246,,500,1.0
0.9,2,0.0025,605.398,1.0,177.91,1621.0,400.0,5.4346e-20,500.0,0.0025,319948.495096,1633.50960995,1633.50960995,100,1.0,319948.495096,1.0,0.0025,1697.36,1633.50960995,,500,1.0
0.9,1,0.002,610.396,1.0,185.61,1630.51,500.000006643,5.43187e-20,500.0,0.002,400855.102876,1704.59710127,1704.59710127,100,1.0,400855.102876,1.0,0.002,1698.81,1704.59710127,,500,1.0
0.9,2,0.01,584.564,1.0,178.29,1521.53,100.0,3.50449e-18,500.0,0.01,345166.296644,1634.92007213,1634.92007213,100,1.0,345166.296644,1.0,0.01,1634.92,1634.92007213,,500,1.0
0.9,2,0.005,604.395,1.0,190.69,1612.13,200.000000102,2.1793e-19,500.0,0.005,385746.00231,1753.10660802,1753.10660802,100,1.0,385746.00231,1.0,0.005,1694.01,1753.10660802,,500,1.0
0.9,2,0.00333333,613.854,1.0,181.2,1605.62,299.999969474,5.43914e-20,500.0,0.00333333,403329.036757,1664.85059033,1664.85059033,100,1.0,403329.036757,1.0,0.00333333,1684.29,1664.85059033,,500,1.0
0.9,2,0.0025,626.352,1.0,187.73,1626.56,400.0,5.4346e-20,500.0,0.0025,441938.493033,1725.89429326,1725.89429326,100,1.0,441938.493033,1.0,0.0025,1694.69,1725.89429326,,500,1.0
0.9,1,0.002,644.473,1.0,196.22,1656.31,500.000006643,5.43187e-20,500.0,0.002,502309.217145,1807.44553681,1807.44553681,100,1.0,502309.217145,1.0,0.002,1717.24,1807.44553681,,500,1.0
0.9,2,0.01,663.174,1.0,187.32,1580.01,100.0,3.50449e-18,500.0,0.01,444241.686003,1721.04226949,1721.04226949,100,1.0,444241.686003,1.0,0.01,1721.04,1721.04226949,,500,1.0
0.9,2,0.005,628.978,1.0,186.0,1615.36,200.000000102,2.1793e-19,500.0,0.005,354905.778347,1709.12561361,1709.12561361,100,1.0,354905.778347,1.0,0.005,1715.08,1709.12561361,,500,1.0
0.9,2,0.00333333,625.574,1.0,179.96,1613.41,299.999969474,5.43914e-20,500.0,0.00333333,384181.229721,1654.32682332,1654.32682332,100,1.0,384181.229721,1.0,0.00333333,1694.83,1654.32682332,,500,1.0
0.9,2,0.0025,636.269,1.0,188.68,1633.86,400.0,5.4346e-20,500.0,0.0025,448717.960084,1733.023266,1733.023266,100,1.0,448717.960084,1.0,0.0025,1704.38,1733.023266,,500,1.0
0.9,1,0.002,630.558,1.0,180.0,1630.89,500.000006643,5.43187e-20,500.0,0.002,370194.100494,1652.29970269,1652.29970269,100,1.0,370194.100494,1.0,0.002,1693.96,1652.29970269,,500,1.0
0.9,2,0.01,617.79,1.0,187.31,1600.45,100.0,3.50449e-18,500.0,0.01,385520.12972,1722.05102006,1722.05102006,100,1.0,385520.12972,1.0,0.01,1722.05,1722.05102006,,500,1.0
0.9,2,0.005,687.562,1.0,197.05,1658.78,200.000000102,2.1793e-19,500.0,0.005,565622.964065,1809.82934277,1809.82934277,100,1.0,565622.964065,1.0,0.005,1765.94,1809.82934277,,500,1.0
0.9,2,0.00333333,640.891,1.0,180.1,1640.18,299.999969474,5.43914e-20,500.0,0.00333333,280762.419574,1651.14234976,1651.14234976,100,1.0,280762.419574,1.0,0.00333333,1727.67,1651.14234976,,500,1.0
0.9,2,0.0025,637.133,1.0,184.04,1642.61,400.0,5.4346e-20,500.0,0.0025,394441.006715,1690.53158324,1690.53158324,100,1.0,394441.006715,1.0,0.0025,1718.39,1690.53158324,,500,1.0
0.9,1,0.002,634.351,1.0,184.03,1644.92,500.000006643,5.43187e-20,500.0,0.002,391518.506743,1689.90518378,1689.90518378,100,1.0,391518.506743,1.0,0.002,1712.69,1689.90518378,,500,1.0
0.9,2,0.01,551.572,1.0,182.84,1565.05,100.0,3.50449e-18,500.0,0.01,307304.329924,1680.99845067,1680.99845067,100,1.0,307304.329924,1.0,0.01,1681.0,1680.99845067,,500,1.0
0.9,2,0.005,545.578,1.0,174.2,1554.17,200.000000102,2.1793e-19,500.0,0.005,290594.77324,1598.63857904,1598.63857904,100,1.0,290594.77324,1.0,0.005,1639.82,1598.63857904,,500,1.0
0.9,2,0.00333333,581.935,1.0,188.54,1591.49,299.999969474,5.43914e-20,500.0,0.00333333,419126.208491,1732.26503529,1732.26503529,100,1.0,419126.208491,1.0,0.00333333,1670.63,1732.26503529,,500,1.0
0.9,2,0.0025,557.689,1.0,170.38,1575.04,400.0,5.4346e-20,500.0,0.0025,221554.987404,1562.42102615,1562.42102615,100,1.0,221554.987404,1.0,0.0025,1643.58,1562.42102615,,500,1.0
0.9,1,0.002,570.774,1.0,184.74,1585.16,500.000006643,5.43187e-20,500.0,0.002,386338.936971,1698.07477708,1698.07477708,100,1.0,386338.936971,1.0,0.002,1654.48,1698.07477708,,500,1.0
0.9,2,0.01,534.875,1.0,182.0,1556.78,100.0,3.50449e-18,500.0,0.01,288980.795336,1669.60352553,1669.60352553,100,1.0,288980.795336,1.0,0.01,1669.6,1669.60352553,,500,1.0
0.9,2,0.005,580.616,1.0,181.8,1564.84,200.000000102,2.1793e-19,500.0,0.005,392058.710993,1670.39626668,1670.39626668,100,1.0,392058.710993,1.0,0.005,1670.0,1670.39626668,,500,1.0
0.9,2,0.00333333,596.757,1.0,182.2,1584.26,299.999969474,5.43914e-20,500.0,0.00333333,398107.045795,1670.37644764,1670.37644764,100,1.0,398107.045795,1.0,0.00333333,1670.13,1670.37644764,,500,1.0
0.9,2,0.0025,604.011,1.0,184.37,1601.24,400.0,5.4346e-20,500.0,0.0025,394546.948302,1692.04498698,1692.04498698,100,1.0,394546.948302,1.0,0.0025,1675.61,1692.04498698,,500,1.0
0.9,1,0.002,606.379,1.0,189.59,1622.64,500.000006643,5.43187e-20,500.0,0.002,379280.836517,1743.33229007,1743.33229007,100,1.0,379280.836517,1.0,0.002,1689.15,1743.33229007,,500,1.0
0.9,2,0.01,636.152,1.0,185.46,1560.45,100.0,3.50449e-18,500.0,0.01,408777.328591,1704.25123289,1704.25123289,100,1.0,408777.328591,1.0,0.01,1704.25,1704.25123289,,500,1.0
0.9,2,0.005,633.128,1.0,183.33,1588.16,200.000000102,2.1793e-19,500.0,0.005,400812.922388,1683.87939783,1683.87939783,100,1.0,400812.922388,1.0,0.005,1694.07,1683.87939783,,500,1.0
0.9,2,0.00333333,651.588,1.0,188.96,1622.31,299.999969474,5.43914e-20,500.0,0.00333333,475454.180416,1738.215411,1738.215411,100,1.0,475454.180416,1.0,0.00333333,1708.78,1738.215411,,500,1.0
0.9,2,0.0025,644.308,1.0,184.23,1629.8,400.0,5.4346e-20,500.0,0.0025,390534.458216,1692.41620329,1692.41620329,100,1.0,390534.458216,1.0,0.0025,1704.69,1692.41620329,,500,1.0
0.9,1,0.002,651.635,1.0,181.78,1627.71,500.000006643,5.43187e-20,500.0,0.002,466187.222521,1667.88784771,1667.88784771,100,1.0,466187.222521,1.0,0.002,1697.33,1667.88784771,,500,1.0
0.9,2,0.01,608.112,1.0,186.82,1587.39,100.0,3.50449e-18,500.0,0.01,373536.102601,1713.70349718,1713.70349718,100,1.0,373536.102601,1.0,0.01,1713.7,1713.70349718,,500,1.0
0.9,2,0.005,588.517,1.0,177.28,1563.95,200.000000102,2.1793e-19,500.0,0.005,322262.877049,1625.79243005,1625.79243005,100,1.0,322262.877049,1.0,0.005,1669.75,1625.79243005,,500,1.0
0.9,2,0.00333333,561.525,1.0,187.52,1601.25,299.999969474,5.43914e-20,500.0,0.00333333,253844.034184,1723.41077313,1723.41077313,100,1.0,253844.034184,1.0,0.00333333,1687.64,1723.41077313,,500,1.0
0.9,2,0.0025,577.437,1.0,188.42,1623.55,400.0,5.4346e-20,500.0,0.0025,390326.610417,1730.51795844,1730.51795844,100,1.0,390326.610417,1.0,0.0025,1698.36,1730.51795844,,500,1.0
0.9,1,0.002,569.728,1.0,182.28,1626.28,500.000006643,5.43187e-20,500.0,0.002,291597.547573,1672.53788333,1672.53788333,100,1.0,291597.547573,1.0,0.002,1693.19,1672.53788333,,500,1.0
0.9,2,0.01,521.209,1.0,177.42,1502.11,100.0,3.50449e-18,500.0,0.01,274402.454916,1628.96309745,1628.96309745,100,1.0,274402.454916,1.0,0.01,1628.96,1628.96309745,,500,1.0
0.9,2,0.005,537.673,1.0,182.14,1560.71,200.000000102,2.1793e-19,500.0,0.005,308693.885148,1671.85429693,1671.85429693,100,1.0,308693.885148,1.0,0.005,1650.41,1671.85429693,,500,1.0
0.9,2,0.00333333,543.635,1.0,179.52,1576.16,299.999969474,5.43914e-20,500.0,0.00333333,311540.721467,1647.37407167,1647.37407167,100,1.0,311540.721467,1.0,0.00333333,1649.4,1647.37407167,,500,1.0
0.9,2,0.0025,574.191,1.0,188.9,1607.61,400.0,5.4346e-20,500.0,0.0025,430857.169793,1735.93251179,1735.93251179,100,1.0,430857.169793,1.0,0.0025,1671.03,1735.93251179,,500,1.0
0.9,1,0.002,571.614,1.0,173.33,1597.77,500.000006643,5.43187e-20,500.0,0.002,312590.014518,1588.37510426,1588.37510426,100,1.0,312590.014518,1.0,0.002,1654.5,1588.37510426,,500,1.0
0.9,2,0.01,573.726,1.0,182.24,1559.86,100.0,3.50449e-18,500.0,0.01,332486.749599,1675.11631613,1675.11631613,100,1.0,332486.749599,1.0,0.01,1675.12,1675.11631613,,500,1.0
0.9,2,0.005,599.106,1.0,185.05,1599.39,200.000000102,2.1793e-19,500.0,0.005,392312.842994,1699.77052714,1699.77052714,100,1.0,392312.842994,1.0,0.005,1687.44,1699.77052714,,500,1.0
0.9,2,0.00333333,598.255,1.0,181.16,1607.79,299.999969474,5.43914e-20,500.0,0.00333333,359101.736916,1664.17669283,1664.17669283,100,1.0,359101.736916,1.0,0.00333333,1679.69,1664.17669283,,500,1.0
0.9,2,0.0025,602.171,1.0,183.52,1619.25,400.0,5.4346e-20,500.0,0.0025,380477.555928,1686.96457795,1686.96457795,100,1.0,380477.555928,1.0,0.0025,1681.51,1686.96457795,,500,1.0
0.9,1,0.002,608.339,1.0,187.87,1626.08,500.000006643,5.43187e-20,500.0,0.002,402435.78024,1725.27619182,1725.27619182,100,1.0,402435.78024,1.0,0.002,1690.26,1725.27619182,,500,1.0
0.9,2,0.01,531.117,1.0,174.83,1484.21,100.0,3.50449e-18,500.0,0.01,284934.689529,1605.18651741,1605.18651741,100,1.0,284934.689529,1.0,0.01,1605.19,1605.18651741,,500,1.0
0.9,2,0.005,526.117,1.0,176.46,1526.09,200.000000102,2.1793e-19,500.0,0.005,274170.924518,1618.0690505,1618.0690505,100,1.0,274170.924518,1.0,0.005,1611.63,1618.0690505,,500,1.0
0.9,2,0.00333333,615.708,1.0,205.41,1618.5,299.999969474,5.43914e-20,500.0,0.00333333,536907.568256,1891.32192312,1891.32192312,100,1.0,536907.568256,1.0,0.00333333,1704.86,1891.32192312,,500,1.0
0.9,2,0.0025,632.209,1.0,182.63,1622.76,400.0,5.4346e-20,500.0,0.0025,465478.344663,1675.63535987,1675.63535987,100,1.0,465478.344663,1.0,0.0025,1697.55,1675.63535987,,500,1.0
0.9,1,0.002,625.991,1.0,183.36,1628.02,500.000006643,5.43187e-20,500.0,0.002,364071.67737,1684.36659251,1684.36659251,100,1.0,364071.67737,1.0,0.002,1694.92,1684.36659251,,500,1.0
0.9,2,0.01,561.131,1.0,179.02,1527.9,100.0,3.50449e-18,500.0,0.01,318048.142844,1641.49025911,1641.49025911,100,1.0,318048.142844,1.0,0.01,1641.49,1641.49025911,,500,1.0
0.9,2,0.005,580.929,1.0,184.21,1587.09,200.000000102,2.1793e-19,500.0,0.005,362302.893598,1694.57936199,1694.57936199,100,1.0,362302.893598,1.0,0.005,1668.03,1694.57936199,,500,1.0
0.9,2,0.00333333,564.331,1.0,176.88,1586.67,299.999969474,5.43914e-20,500.0,0.00333333,281872.084651,1622.22474767,1622.22474767,100,1.0,281872.084651,1.0,0.00333333,1652.76,1622.22474767,,500,1.0
0.9,2,0.0025,611.111,1.0,193.41,1606.67,400.0,5.4346e-20,500.0,0.0025,531966.134293,1778.04315816,1778.04315816,100,1.0,531966.134293,1.0,0.0025,1684.08,1778.04315816,,500,1.0
0.9,1,0.002,603.92,1.0,180.0,1609.0,500.000006643,5.43187e-20,500.0,0.002,332413.059334,1654.87373533,1654.87373533,100,1.0,332413.059334,1.0,0.002,1678.24,1654.87373533,,500,1.0
0.9,2,0.01,612.879,1.0,187.49,1612.0,100.0,3.50449e-18,500.0,0.01,379414.6807,1720.36595608,1720.36595608,100,1.0,379414.6807,1.0,0.01,1720.37,1720.36595608,,500,1.0
0.9,2,0.005,625.166,1.0,193.67,1668.17,200.000000102,2.1793e-19,500.0,0.005,408299.557231,1780.84921864,1780.84921864,100,1.0,408299.557231,1.0,0.005,1750.61,1780.84921864,,500,1.0
0.9,2,0.00333333,620.818,1.0,185.91,1666.17,299.999969474,5.43914e-20,500.0,0.00333333,377165.462205,1708.45665962,1708.45665962,100,1.0,377165.462205,1.0,0.00333333,1736.56,1708.45665962,,500,1.0
0.9,2,0.0025,626.427,1.0,190.25,1678.23,400.0,5.4346e-20,500.0,0.0025,417493.297879,1747.04941643,1747.04941643,100,1.0,417493.297879,1.0,0.0025,1739.18,1747.04941643,,500,1.0
0.9,1,0.002,608.212,1.0,172.07,1652.52,500.000006643,5.43187e-20,500.0,0.002,261919.191065,1578.47288679,1578.47288679,100,1.0,261919.191065,1.0,0.002,1707.04,1578.47288679,,500,1.0
0.9,2,0.01,727.742,1.0,193.18,1620.33,100.0,3.50449e-18,500.0,0.01,534958.493391,1776.25702208,1776.25702208,100,1.0,534958.493391,1.0,0.01,1776.26,1776.25702208,,500,1.0
0.9,2,0.005,671.04,1.0,178.63,1597.15,200.000000102,2.1793e-19,500.0,0.005,365150.599503,1638.55247026,1638.55247026,100,1.0,365150.599503,1.0,0.005,1707.4,1638.55247026,,500,1.0
0.9,2,0.00333333,651.814,1.0,188.03,1624.25,299.999969474,5.43914e-20,500.0,0.00333333,377487.466292,1728.01058398,1728.01058398,100,1.0,377487.466292,1.0,0.00333333,1714.27,1728.01058398,,500,1.0
0.9,2,0.0025,678.453,1.0,197.51,1662.08,400.0,5.4346e-20,500.0,0.0025,564285.410724,1817.33205109,1817.33205109,100,1.0,564285.410724,1.0,0.0025,1740.04,1817.33205109,,500,1.0
0.9,1,0.002,637.842,1.0,170.26,1634.36,500.000006643,5.43187e-20,500.0,0.002,168868.727728,1560.32341236,1560.32341236,100,1.0,168868.727728,1.0,0.002,1704.1,1560.32341236,,500,1.0
0.9,2,0.01,620.92,1.0,184.07,1566.3,100.0,3.50449e-18,500.0,0.01,389436.11339,1692.2053897,1692.2053897,100,1.0,389436.11339,1.0,0.01,1692.21,1692.2053897,,500,1.0
0.9,2,0.005,634.154,1.0,185.38,1605.19,200.000000102,2.1793e-19,500.0,0.005,422919.444088,1704.09390817,1704.09390817,100,1.0,422919.444088,1.0,0.005,1698.15,1704.09390817,,500,1.0
0.9,2,0.00333333,658.462,1.0,193.13,1647.96,299.999969474,5.43914e-20,500.0,0.00333333,497422.681789,1775.27482214,1775.27482214,100,1.0,497422.681789,1.0,0.00333333,1723.86,1775.27482214,,500,1.0
0.9,2,0.0025,654.039,1.0,185.65,1654.04,400.0,5.4346e-20,500.0,0.0025,414291.329895,1707.49889928,1707.49889928,100,1.0,414291.329895,1.0,0.0025,1719.77,1707.49889928,,500,1.0
0.9,1,0.002,648.464,1.0,180.69,1648.56,500.000006643,5.43187e-20,500.0,0.002,392299.200717,1657.67577411,1657.67577411,100,1.0,392299.200717,1.0,0.002,1707.35,1657.67577411,,500,1.0
0.9,2,0.01,639.042,1.0,176.53,1495.02,100.0,3.50449e-18,500.0,0.01,412499.284691,1618.32166839,1618.32166839,100,1.0,412499.284691,1.0,0.01,1618.32,1618.32166839,,500,1.0
0.9,2,0.005,639.345,1.0,188.65,1587.75,200.000000102,2.1793e-19,500.0,0.005,406657.864356,1732.85448711,1732.85448711,100,1.0,406657.864356,1.0,0.005,1675.59,1732.85448711,,500,1.0
0.9,2,0.00333333,635.797,1.0,183.97,1602.1,299.999969474,5.43914e-20,500.0,0.00333333,399035.361547,1690.26074467,1690.26074467,100,1.0,399035.361547,1.0,0.00333333,1680.48,1690.26074467,,500,1.0
0.9,2,0.0025,623.995,1.0,184.35,1616.17,400.0,5.4346e-20,500.0,0.0025,348093.425738,1694.76359725,1694.76359725,100,1.0,348093.425738,1.0,0.0025,1684.05,1694.76359725,,500,1.0
0.9,1,0.002,623.774,1.0,187.74,1631.66,500.000006643,5.43187e-20,500.0,0.002,390511.775557,1725.66363242,1725.66363242,100,1.0,390511.775557,1.0,0.002,1692.37,1725.66363242,,500,1.0
0.9,2,0.01,526.953,1.0,169.97,1438.67,100.0,3.50449e-18,500.0,0.01,280484.855603,1559.28764028,1559.28764028,100,1.0,280484.855603,1.0,0.01,1559.29,1559.28764028,,500,1.0
0.9,2,0.005,501.286,1.0,170.07,1473.42,200.000000102,2.1793e-19,500.0,0.005,227166.515381,1558.13463982,1558.13463982,100,1.0,227166.515381,1.0,0.005,1558.71,1558.13463982,,500,1.0
0.9,2,0.00333333,552.735,1.0,186.44,1529.88,299.999969474,5.43914e-20,500.0,0.00333333,401834.305857,1714.38582945,1714.38582945,100,1.0,401834.305857,1.0,0.00333333,1610.6,1714.38582945,,500,1.0
0.9,2,0.0025,541.318,1.0,177.01,1544.4,400.0,5.4346e-20,500.0,0.0025,257969.101675,1625.40142794,1625.40142794,100,1.0,257969.101675,1.0,0.0025,1614.3,1625.40142794,,500,1.0
0.9,1,0.002,558.828,1.0,186.37,1571.59,500.000006643,5.43187e-20,500.0,0.002,385342.284022,1713.37528669,1713.37528669,100,1.0,385342.284022,1.0,0.002,1634.12,1713.37528669,,500,1.0
0.9,2,0.01,540.165,1.0,172.68,1467.2,100.0,3.50449e-18,500.0,0.01,294725.081518,1582.27985108,1582.27985108,100,1.0,294725.081518,1.0,0.01,1582.28,1582.27985108,,500,1.0
0.9,2,0.005,558.872,1.0,187.42,1572.18,200.000000102,2.1793e-19,500.0,0.005,325996.651952,1724.83275596,1724.83275596,100,1.0,325996.651952,1.0,0.005,1653.56,1724.83275596,,500,1.0
0.9,2,0.00333333,607.684,1.0,187.54,1588.51,299.999969474,5.43914e-20,500.0,0.00333333,484702.209035,1724.01485465,1724.01485465,100,1.0,484702.209035,1.0,0.00333333,1677.04,1724.01485465,,500,1.0
0.9,2,0.0025,632.191,1.0,189.48,1616.66,400.0,5.4346e-20,500.0,0.0025,492562.530739,1742.22297959,1742.22297959,100,1.0,492562.530739,1.0,0.0025,1693.34,1742.22297959,,500,1.0
0.9,1,0.002,614.755,1.0,180.19,1617.11,500.000006643,5.43187e-20,500.0,0.002,292712.266229,1655.07803713,1655.07803713,100,1.0,292712.266229,1.0,0.002,1685.69,1655.07803713,,500,1.0
0.9,2,0.01,500.825,1.0,178.09,1522.66,100.0,3.50449e-18,500.0,0.01,253358.9934,1636.54549983,1636.54549983,100,1.0,253358.9934,1.0,0.01,1636.55,1636.54549983,,500,1.0
0.9,2,0.005,566.762,1.0,190.58,1604.18,200.000000102,2.1793e-19,500.0,0.005,388752.980873,1752.71600327,1752.71600327,100,1.0,388752.980873,1.0,0.005,1694.63,1752.71600327,,500,1.0
0.9,2,0.00333333,593.633,1.0,187.77,1629.47,299.999969474,5.43914e-20,500.0,0.00333333,418293.428822,1725.881083,1725.881083,100,1.0,418293.428822,1.0,0.00333333,1705.05,1725.881083,,500,1.0
0.9,2,0.0025,621.97,1.0,195.02,1661.0,400.0,5.4346e-20,500.0,0.0025,489586.440422,1790.65284591,1790.65284591,100,1.0,489586.440422,1.0,0.0025,1726.45,1790.65284591,,500,1.0
0.9,1,0.002,630.718,1.0,188.49,1668.93,500.000006643,5.43187e-20,500.0,0.002,446081.399541,1731.54032498,1731.54032498,100,1.0,446081.399541,1.0,0.002,1727.47,1731.54032498,,500,1.0
0.9,2,0.01,636.547,1.0,187.01,1583.24,100.0,3.50449e-18,500.0,0.01,409285.61815,1717.47126745,1717.47126745,100,1.0,409285.61815,1.0,0.01,1717.47,1717.47126745,,500,1.0
0.9,2,0.005,624.51,1.0,186.05,1615.69,200.000000102,2.1793e-19,500.0,0.005,378576.149315,1708.27025326,1708.27025326,100,1.0,378576.149315,1.0,0.005,1712.87,1708.27025326,,500,1.0
0.9,2,0.00333333,656.183,1.0,195.13,1659.7,299.999969474,5.43914e-20,500.0,0.00333333,512718.738806,1791.41664692,1791.41664692,100,1.0,512718.738806,1.0,0.00333333,1739.05,1791.41664692,,500,1.0
0.9,2,0.0025,659.146,1.0,181.83,1643.6,400.0,5.4346e-20,500.0,0.0025,446955.040434,1669.04424924,1669.04424924,100,1.0,446955.040434,1.0,0.0025,1721.55,1669.04424924,,500,1.0
0.9,1,0.002,631.392,1.0,175.19,1628.8,500.000006643,5.43187e-20,500.0,0.002,247251.944764,1606.40307435,1606.40307435,100,1.0,247251.944764,1.0,0.002,1698.52,1606.40307435,,500,1.0
0.9,2,0.01,606.914,1.0,183.32,1562.17,100.0,3.50449e-18,500.0,0.01,372065.366152,1683.63268378,1683.63268378,100,1.0,372065.366152,1.0,0.01,1683.63,1683.63268378,,500,1.0
0.9,2,0.005,635.524,1.0,180.09,1567.54,200.000000102,2.1793e-19,500.0,0.005,443348.40061,1651.359853,1651.359853,100,1.0,443348.40061,1.0,0.005,1667.5,1651.359853,,500,1.0
0.9,2,0.00333333,622.641,1.0,186.02,1600.63,299.999969474,5.43914e-20,500.0,0.00333333,357534.993787,1711.72708369,1711.72708369,100,1.0,357534.993787,1.0,0.00333333,1682.24,1711.72708369,,500,1.0
0.9,2,0.0025,664.566,1.0,193.74,1629.7,400.0,5.4346e-20,500.0,0.0025,602439.224691,1779.7581689,1779.7581689,100,1.0,602439.224691,1.0,0.0025,1706.62,1779.7581689,,500,1.0
0.9,1,0.002,640.42,1.0,178.49,1624.14,500.000006643,5.43187e-20,500.0,0.002,283184.47969,1638.19206473,1638.19206473,100,1.0,283184.47969,1.0,0.002,1692.93,1638.19206473,,500,1.0
0.9,2,0.01,670.767,1.0,188.12,1584.4,100.0,3.50449e-18,500.0,0.01,454472.913856,1727.7336444,1727.7336444,100,1.0,454472.913856,1.0,0.01,1727.73,1727.7336444,,500,1.0
0.9,2,0.005,639.88,1.0,190.34,1638.19,200.000000102,2.1793e-19,500.0,0.005,372409.482526,1751.35008764,1751.35008764,100,1.0,372409.482526,1.0,0.005,1739.54,1751.35008764,,500,1.0
0.9,2,0.00333333,659.534,1.0,192.02,1665.25,299.999969474,5.43914e-20,500.0,0.00333333,490540.084321,1764.93168868,1764.93168868,100,1.0,490540.084321,1.0,0.00333333,1748.01,1764.93168868,,500,1.0
0.9,2,0.0025,649.516,1.0,181.64,1656.11,400.0,5.4346e-20,500.0,0.0025,381435.011427,1667.10797389,1667.10797389,100,1.0,381435.011427,1.0,0.0025,1727.78,1667.10797389,,500,1.0
0.9,1,0.002,644.332,1.0,186.55,1659.75,500.000006643,5.43187e-20,500.0,0.002,392163.471438,1717.02623832,1717.02623832,100,1.0,392163.471438,1.0,0.002,1725.63,1717.02623832,,500,1.0
0.9,2,0.01,666.56,1.0,189.64,1613.86,100.0,3.50449e-18,500.0,0.01,448790.580452,1742.72069908,1742.72069908,100,1.0,448790.580452,1.0,0.01,1742.72,1742.72069908,,500,1.0
0.9,2,0.005,646.134,1.0,185.56,1620.37,200.000000102,2.1793e-19,500.0,0.005,393847.084712,1703.56417868,1703.56417868,100,1.0,393847.084712,1.0,0.005,1723.14,1703.56417868,,500,1.0
0.9,2,0.00333333,649.146,1.0,187.39,1638.69,299.999969474,5.43914e-20,500.0,0.00333333,433528.301497,1721.53375695,1721.53375695,100,1.0,433528.301497,1.0,0.00333333,1722.61,1721.53375695,,500,1.0
0.9,2,0.0025,640.425,1.0,186.78,1648.61,400.0,5.4346e-20,500.0,0.0025,380186.918903,1717.31732314,1717.31732314,100,1.0,380186.918903,1.0,0.0025,1721.28,1717.31732314,,500,1.0
0.9,1,0.002,661.678,1.0,193.61,1666.05,500.000006643,5.43187e-20,500.0,0.002,551518.198786,1777.27868936,1777.27868936,100,1.0,551518.198786,1.0,0.002,1732.48,1777.27868936,,500,1.0
