EpsThisIter,MaxNormIw,AvgVanillaIw,VarJ,AvgDiscRet,VarRet,BatchSize,ESSClassic,IterType,MaxVanillaIw,Bound,AvgNormIw,Delta,AvgRet,VanillaAvgRet,MinNormIw,VarDiscRet,AvgEpLen,J,eRenyi2,VarVanillaIw,MinVanillaIw,ESSRenyi,VarNormIw
100,0.03023844,0.89497054,731.7745,-2179.6624859190065,5192346.909235419,100,50.55274409460025,1,2.7062514,-2760.9263,0.010000002,0.1,-2179.6624859190065,-2179.6624859190065,1.5722429e-09,5192346.909235419,200.0,-342.69003,1.9590763,0.7913702,1.4071111e-07,51.04446455055193,9.8801196e-05
100,0.013463402,0.99919426,204.74663,-280.4222935931781,791971.3177369621,100,88.9046596505579,1,1.3452554,-1261.0985,0.010000002,0.1,-280.4222935931781,-280.4222935931781,0.0007765318,791971.3177369621,200.0,-65.06621,1.1175377,0.12585793,0.077590615,89.48243687774585,1.26061e-05
100,0.010777197,1.0119431,143.22995,-33.86234356651593,59002.22825610102,100,99.2173463234845,1,1.090591,-759.33954,0.010000002,0.1,-33.86234356651593,-33.86234356651593,0.005893956,59002.22825610102,200.0,-23.55968,1.0127236,0.008159179,0.5964348,98.74362900794682,7.967723e-07
100,0.010978218,1.0030764,137.14154,-42.49033103090894,87497.52209055827,100,98.71218409846932,1,1.1011992,-917.6679,0.01,0.1,-42.49033103090894,-42.49033103090894,0.004604207,87497.52209055827,200.0,-25.312817,1.0155814,0.013259219,0.46183714,98.46576848793224,1.3178012e-06
100,0.010864496,1.0132687,8.386269,-9.872338970509496,80.00695855442237,100,98.64224000002497,1,1.1008655,-21.204086,0.01,0.1,-9.872338970509496,-9.872338970509496,0.003963813,80.00695855442237,200.0,-9.64947,1.0156473,0.014275153,0.4016408,98.45937735882497,1.3903739e-06
100,0.010766627,1.0157273,9.362633,-9.864559410475017,198.60215783676313,100,98.97736187965656,1,1.0935957,-48.550568,0.010000002,0.1,-9.864559410475017,-9.864559410475017,0.0050339606,198.60215783676313,200.0,-9.241745,1.0136974,0.010767062,0.51131314,98.64876974331776,1.0436213e-06
100,0.012733215,1.0402255,7.408615,-9.48911779172172,64.9181310403571,100,93.59609181937915,1,1.3245414,-16.996933,0.01,0.1,-9.48911779172172,-9.48911779172172,0.0026412196,64.9181310403571,200.0,-8.712901,1.0931053,0.07478385,0.27474642,91.48249351773332,6.911189e-06
100,0.0106282905,0.99902064,7.7529263,-7.904528756786701,63.2930609865757,100,99.48222322103803,1,1.0617881,-16.881931,0.01,0.1,-7.904528756786701,-7.904528756786701,0.0066761817,63.2930609865757,200.0,-7.8582067,1.0063618,0.0052468693,0.6669643,99.36783750248017,5.2571613e-07
100,0.017225686,1.0101309,6.703526,-7.173479624054321,45.050331192211296,100,98.4620140157199,1,1.7400197,-14.719933,0.01,0.1,-7.173479624054321,-7.173479624054321,0.009124065,45.050331192211296,200.0,-7.0696263,1.013925,0.016099183,0.92164993,98.62662850589724,1.5777878e-06
100,0.011197441,1.0291512,7.051518,-7.882016334501719,52.262598773799546,100,97.95584691532439,1,1.152386,-14.865042,0.01,0.1,-7.882016334501719,-7.882016334501719,0.0036884185,52.262598773799546,200.0,-7.674663,1.0319186,0.022325784,0.37959403,96.9068642123405,2.1078924e-06
