AvgEpLen,VarJ,StepSize,NatGradInftyNorm,J,NatGrad2Norm,BatchSize,AvgRet
123.03,2558.3177047140243,2.0023518393126288e-05,49939.96539154371,1221.3367667063349,49941.27307532936,100,1221.3367667063349
120.0,2376.089122692322,8.631591905486057e-07,1158534.8122753724,1191.1365336883991,1158534.8461208194,100,1191.1365336883991
127.29,3045.8665634054814,1.8152589542524194e-06,550885.4676665944,1264.753027417576,550885.5899911158,100,1264.753027417576
128.27,2931.112836594122,3.169924446185939e-05,31543.895419703276,1274.4701652752328,31546.493204379134,100,1274.4701652752328
126.9,2566.8418644537105,1.692919526632057e-07,5906955.304412026,1259.7255812462126,5906955.317536144,100,1259.7255812462126
125.35,2463.295445239004,1.752692683803174e-07,5705506.774493208,1244.549506470044,5705506.785308743,100,1244.549506470044
123.28,3113.656627684381,1.8024958893706342e-07,5547862.845053854,1224.5884749412796,5547862.860032172,100,1224.5884749412796
131.14,2968.1290721263304,1.8569354649135643e-06,538521.5251363487,1302.8694060499395,538521.6766521003,100,1302.8694060499395
124.04,3073.008823200231,8.829035465924324e-06,113261.6462737846,1231.759145738268,113262.65523108403,100,1231.759145738268
121.05,2321.0823587906316,3.0087266260000368e-06,332366.2788492578,1201.308865409121,332366.5205600463,100,1201.308865409121
130.94,2316.5974206579176,7.68261473037147e-06,130163.62565510195,1300.6335858930734,130164.01773301573,100,1300.6335858930734
132.54,2320.6187690799493,6.551296676940812e-06,152641.31778206216,1316.8067530964502,152641.5378988697,100,1316.8067530964502
130.55,2701.0326215986092,1.0379910989558219e-07,9633993.974587789,1297.0224623557833,9633993.98131603,100,1297.0224623557833
120.79,2810.604883817511,1.9835733740567206e-08,50414066.50406037,1199.1437633026671,50414066.50639004,100,1199.1437633026671
120.02,2235.304765082628,1.593156591956683e-05,62767.732883223456,1191.0419152835552,62768.468903098845,100,1191.0419152835552
134.83,2878.38009910153,1.0192202619595478e-05,98113.36047910432,1340.1491426187056,98114.21900869641,100,1340.1491426187056
128.38,2739.954105597341,1.5446982178529445e-07,6473756.404216324,1275.4326948583341,6473756.416900327,100,1275.4326948583341
117.44,2958.51094928905,5.6010668669629915e-08,17853741.499574035,1165.6702852818928,17853741.50589671,100,1165.6702852818928
124.5,3027.490142067549,1.557303349481398e-09,642135650.9203746,1236.7754899056663,642135650.9205563,100,1236.7754899056663
131.15,3241.530243780295,5.312093228424829e-07,1882497.0365416724,1303.8842839561244,1882497.0816570655,100,1303.8842839561244
128.66,2908.9537468997464,1.6164359696279557e-07,6186449.799200853,1278.5664274096023,6186449.811743322,100,1278.5664274096023
131.05,2695.850958557429,7.529005108595806e-08,13281967.339631476,1301.4451849965394,13281967.345968563,100,1301.4451849965394
126.18,2834.8181698483877,1.285336148773373e-06,778006.4916726003,1253.024122314162,778006.5945817551,100,1253.024122314162
132.32,2718.452775206954,1.3697672175673494e-08,73005105.33194958,1314.9409930482316,73005105.33285788,100,1314.9409930482316
119.72,2268.6314266191594,6.359609765797627e-07,1572423.4937049183,1188.1521848362165,1572423.5241257437,100,1188.1521848362165
128.13,2706.4016506657435,2.7876406489338012e-08,35872629.434430376,1272.952124606415,35872629.4360241,100,1272.952124606415
125.95,2363.9660683672246,3.5586973496842094e-09,281001698.5816071,1250.8144693184447,281001698.5818526,100,1250.8144693184447
129.92,2725.52747604518,2.5707225264600307e-08,38899569.66034069,1290.5503509696655,38899569.66211491,100,1290.5503509696655
126.68,2865.9144142744153,1.3903068466839072e-07,7192656.7941799825,1258.4748672277085,7192656.8036772,100,1258.4748672277085
129.0,2417.3420236361544,3.479765091196679e-08,28737572.040868092,1281.620709162174,28737572.042718075,100,1281.620709162174
121.08,3347.6113979964093,4.600905376372552e-09,217348525.60389856,1202.3891643364957,217348525.60441497,100,1202.3891643364957
127.74,2863.7946144320654,4.5846621408238256e-10,2181185808.8637486,1269.1401775797347,2181185808.8637877,100,1269.1401775797347
125.24,2383.0393444255214,3.5250996102019358e-09,283679926.97433496,1243.5159740917506,283679926.9745217,100,1243.5159740917506
131.2,2525.0943904517317,2.93696317380527e-08,34048775.58120643,1303.5458277153573,34048775.58285323,100,1303.5458277153573
128.74,3397.331039331313,2.557520257093693e-07,3910037.426469326,1279.6876024515386,3910037.456111401,100,1279.6876024515386
130.38,2622.372100500469,1.3846225752911937e-06,722218.3723584174,1295.025169284027,722218.471549689,100,1295.025169284027
131.47,2530.88798777579,2.8248664306576e-07,3539990.3665044094,1305.8187541148407,3539990.3837832436,100,1305.8187541148407
128.74,2752.9392109318032,1.7854308014379663e-08,56008891.47689408,1278.762000216036,56008891.478438206,100,1278.762000216036
122.62,2531.95826487249,3.6676877306103197e-09,272651346.96521235,1217.0683672660532,272651346.96557045,100,1217.0683672660532
124.76,2807.0257951885364,4.4522742939893925e-07,2246043.0723108756,1239.1517037597775,2246043.1095856074,100,1239.1517037597775
123.37,2395.775667248904,2.605825929790719e-09,383755487.48946804,1224.5567214563325,383755487.48964703,100,1224.5567214563325
127.53,2831.4750105704816,1.0993241252485701e-07,9096498.257386424,1266.8860643923033,9096498.266822701,100,1266.8860643923033
127.0,2796.0859085273696,3.5044560260394186e-08,28535099.099178143,1261.4646477091324,28535099.101533193,100,1261.4646477091324
130.28,2376.3100909516693,7.092583679925988e-10,1409923442.7508533,1294.0522325555667,1409923442.7508864,100,1294.0522325555667
127.09,2758.2481250929245,9.790073923055595e-11,10214427468.67316,1262.4463964275478,10214427468.673172,100,1262.4463964275478
124.31,2784.071050998171,6.3610633720758465e-12,157206419981.57983,1234.6562278931751,157206419981.57983,100,1234.6562278931751
134.31,2812.7576212335525,3.249158009817144e-10,3077720433.966432,1335.1724533189906,3077720433.966454,100,1335.1724533189906
130.49,3016.838817291548,1.248833811032407e-11,80074705790.78117,1297.057651795654,80074705790.78117,100,1297.057651795654
127.24,2953.5421574101038,1.044932184056377e-11,95699990416.41608,1264.052048108849,95699990416.41608,100,1264.052048108849
135.44,2968.388194425031,6.089420735488136e-12,164219232573.661,1346.4059179951228,164219232573.661,100,1346.4059179951228
130.52,2604.3879143312083,1.6990625351581104e-12,588559855395.165,1296.6181445182656,588559855395.165,100,1296.6181445182656
134.85,2718.403086311924,9.378415101718525e-14,10662782454753.549,1340.4206869453815,10662782454753.549,100,1340.4206869453815
130.78,2624.3973427978995,5.905098292076279e-13,1693451913140.6228,1299.338432766369,1693451913140.6228,100,1299.338432766369
122.64,2522.097057814444,3.7301740590005835e-13,2680840047094.0156,1217.6504502266225,2680840047094.0156,100,1217.6504502266225
141.0,2796.8472954693916,4.6680862510791234e-14,21422054911021.184,1402.47620804641,21422054911021.184,100,1402.47620804641
133.17,2958.462422056747,1.4942943110678812e-13,6692122111375.509,1323.7803293099341,6692122111375.509,100,1323.7803293099341
129.27,2584.4660882413095,7.252242835734689e-16,1378883777957078.0,1283.5228760496555,1378883777957078.0,100,1283.5228760496555
128.97,2616.7625662110727,7.371481717928378e-17,1.356579366625672e+16,1280.9109267806384,1.356579366625672e+16,100,1280.9109267806384
128.25,2648.377627208613,2.64502811230565e-16,3780678153656023.0,1274.1610407488445,3780678153656023.0,100,1274.1610407488445
131.7,2765.068774100242,5.3033055706045525e-14,18856164078925.676,1308.4529682146106,18856164078925.676,100,1308.4529682146106
131.44,2579.5079427641,1.0816843230609231e-14,92448413893087.14,1305.8615361964285,92448413893087.14,100,1305.8615361964285
118.91,3247.686034862673,1.589160484575503e-14,62926306669846.516,1180.4751825938374,62926306669846.516,100,1180.4751825938374
131.56,2284.890487648972,1.6629046660368993e-15,601357384114652.8,1306.8455656256942,601357384114652.8,100,1306.8455656256942
127.71,2496.43736456629,1.473418789406823e-15,678693666179311.8,1268.4245912722079,678693666179311.8,100,1268.4245912722079
135.1,2772.652522155678,1.7569390165611059e-16,5691717188666692.0,1342.509960612415,5691717188666692.0,100,1342.509960612415
128.49,2847.187409166995,2.1717228449750425e-16,4604639133919927.0,1276.5362872303092,4604639133919927.0,100,1276.5362872303092
126.65,2547.345976702221,2.1933843655784174e-17,4.559164438724765e+16,1257.855195104666,4.559164438724765e+16,100,1257.855195104666
126.28,2694.4448075829346,9.925394625884775e-19,1.0075166154019366e+18,1253.9299262336613,1.0075166154019366e+18,100,1253.9299262336613
129.53,3039.230049513972,8.384668860970519e-18,1.1926529438209094e+17,1287.17876266356,1.1926529438209094e+17,100,1287.17876266356
133.23,2523.9136912873596,2.7286198886013232e-18,3.6648563773116634e+17,1324.1345732569719,3.6648563773116634e+17,100,1324.1345732569719
124.22,2540.990480596012,1.6708063638123015e-17,5.985134014681908e+16,1233.2216882684263,5.985134014681908e+16,100,1233.2216882684263
