VanillaAvgRet,J,MaxNormIw,AvgEpLen,AvgDiscRet,AvgVanillaIw,VarJ,eRenyi2,ESSClassic,VarDiscRet,MaxVanillaIw,MinVanillaIw,VarRet,AvgRet,VarVanillaIw,BatchSize,VarNormIw,ESSRenyi,AvgNormIw,MinNormIw,Bound
-16.482317304445772,1.2665987e-07,0.01,200.0,-1.8118839761882555e-15,1.0,10.779147,1.0,100.0,117.36365786823697,1.0,1.0,117.36365786823697,-1.8118839761882555e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3870357
-15.631042194168794,4.4703484e-08,0.01,200.0,-9.237055564881303e-16,1.0,9.971889,1.0,100.0,100.44299870668719,1.0,1.0,100.44299870668719,-9.237055564881303e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3151655
-13.331348572090786,-5.9604645e-08,0.01,200.0,8.348877145181177e-16,1.0,10.133616,1.0,100.0,103.72745790914475,1.0,1.0,103.72745790914475,8.348877145181177e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1216323
-12.27923471249262,2.9802322e-08,0.01,200.0,-1.2434497875801754e-16,1.0,9.907432,1.0,100.0,99.14868827098556,1.0,1.0,99.14868827098556,-1.2434497875801754e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0333909
-14.943172797173736,-8.940697e-08,0.01,200.0,1.2789769243681803e-15,1.0,10.43278,1.0,100.0,109.94232113452593,1.0,1.0,109.94232113452593,1.2789769243681803e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2528925
-12.705093482993052,,0.01,200.0,9.592326932761353e-16,1.0,10.506227,1.0,100.0,111.49576074431899,1.0,1.0,111.49576074431899,9.592326932761353e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0688132
-13.300382049333411,,0.01,200.0,-1.0125233984581427e-15,1.0,10.660487,1.0,100.0,114.79392899938571,1.0,1.0,114.79392899938571,-1.0125233984581427e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.118724
-13.320507383594558,1.1920929e-07,0.01,200.0,2.842170943040401e-16,1.0,9.817682,1.0,100.0,97.36050896764293,1.0,1.0,97.36050896764293,2.842170943040401e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.120693
-14.718493849190873,5.2154064e-08,0.01,200.0,2.149391775674303e-15,1.0,10.541425,1.0,100.0,112.2440740423711,1.0,1.0,112.2440740423711,2.149391775674303e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2385511
-16.391497572563928,1.2665987e-07,0.01,200.0,-5.329070518200751e-16,1.0,10.569183,1.0,100.0,112.83599484619988,1.0,1.0,112.83599484619988,-5.329070518200751e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3795384
-15.236623737955743,-1.7881393e-07,0.01,200.0,-2.7355895326763858e-15,1.0,10.835601,1.0,100.0,118.59621065915321,1.0,1.0,118.59621065915321,-2.7355895326763858e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2814558
-13.021822620623004,,0.01,200.0,6.750155989720952e-16,1.0,10.570038,1.0,100.0,112.85424931698883,1.0,1.0,112.85424931698883,6.750155989720952e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0917362
-13.475287835094512,-1.0430813e-07,0.01,200.0,1.6342482922482305e-15,1.0,10.807972,1.0,100.0,117.992179475928,1.0,1.0,117.992179475928,1.6342482922482305e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1338471
-12.696740873720259,-2.9802322e-08,0.01,200.0,-3.2507330161024585e-15,1.0,10.360068,1.0,100.0,108.41517845975527,1.0,1.0,108.41517845975527,-3.2507330161024585e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0683719
-12.640432866546208,8.940697e-08,0.01,200.0,1.7763568394002506e-16,1.0,10.680356,1.0,100.0,115.22224070169703,1.0,1.0,115.22224070169703,1.7763568394002506e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0632808
-12.474910448417907,1.0430813e-07,0.01,200.0,-1.5631940186722204e-15,1.0,10.154523,1.0,100.0,104.15591169235094,1.0,1.0,104.15591169235094,-1.5631940186722204e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0495471
-15.137355367754328,-1.1920929e-07,0.01,200.0,-2.3092638912203257e-15,1.0,10.492474,1.0,100.0,111.20404409371088,1.0,1.0,111.20404409371088,-2.3092638912203257e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2739853
-13.691371701376836,2.2351742e-08,0.01,200.0,2.7178259642823833e-15,1.0,10.494283,1.0,100.0,111.24241824391068,1.0,1.0,111.24241824391068,2.7178259642823833e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1517352
-16.36068215154666,5.9604645e-08,0.01,200.0,-9.592326932761353e-16,1.0,10.580841,1.0,100.0,113.08504275568914,1.0,1.0,113.08504275568914,-9.592326932761353e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3769448
-14.133048419312885,-2.9802322e-08,0.01,200.0,1.3855583347321954e-15,1.0,10.978596,1.0,100.0,121.74703435056917,1.0,1.0,121.74703435056917,1.3855583347321954e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1892134
-12.619593979120133,-1.1920929e-07,0.01,200.0,8.881784197001253e-17,1.0,11.01818,1.0,100.0,122.62655047824609,1.0,1.0,122.62655047824609,8.881784197001253e-17,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0619023
-13.75141868949639,1.4901161e-08,0.01,200.0,8.704148513061227e-16,1.0,11.076349,1.0,100.0,123.92477068615122,1.0,1.0,123.92477068615122,8.704148513061227e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1573442
-14.558886411203837,-7.4505806e-08,0.01,200.0,-1.0302869668521452e-15,1.0,10.486701,1.0,100.0,111.0817256488476,1.0,1.0,111.0817256488476,-1.0302869668521452e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.224916
-13.00104397670726,-8.940697e-08,0.01,200.0,1.2079226507921704e-15,1.0,10.517777,1.0,100.0,111.7410496710335,1.0,1.0,111.7410496710335,1.2079226507921704e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0941949
-13.755197903570854,1.4901161e-08,0.01,200.0,1.2789769243681803e-15,1.0,10.314464,1.0,100.0,107.46277948083016,1.0,1.0,107.46277948083016,1.2789769243681803e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1575235
-15.10199096749064,-2.9802322e-08,0.01,200.0,-1.6697754290362353e-15,1.0,11.002755,1.0,100.0,122.28346584133922,1.0,1.0,122.28346584133922,-1.6697754290362353e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2709596
-16.130556990065205,-1.0430813e-07,0.01,200.0,1.0658141036401502e-16,1.0,10.177847,1.0,100.0,104.63493956752008,1.0,1.0,104.63493956752008,1.0658141036401502e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3562803
-14.495094054348233,4.4703484e-08,0.01,200.0,3.730349362740526e-16,1.0,10.339138,1.0,100.0,107.97756730625495,1.0,1.0,107.97756730625495,3.730349362740526e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2199013
-15.067525932581392,-2.9802322e-08,0.01,200.0,1.5454304502782179e-15,1.0,10.477554,1.0,100.0,110.88803116382822,1.0,1.0,110.88803116382822,1.5454304502782179e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2680408
-13.46331629286709,-7.4505806e-08,0.01,200.0,-2.1671553440683055e-15,1.0,10.312747,1.0,100.0,107.42701840255411,1.0,1.0,107.42701840255411,-2.1671553440683055e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1329515
-13.005277230227906,2.9802322e-08,0.01,200.0,3.019806626980426e-16,1.0,10.584955,1.0,100.0,113.17301799858113,1.0,1.0,113.17301799858113,3.019806626980426e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.092656
-13.775029275209922,-3.7252903e-08,0.01,200.0,2.460254222569347e-15,1.0,10.181021,1.0,100.0,104.70020204869527,1.0,1.0,104.70020204869527,2.460254222569347e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.159209
-13.230916218423747,2.2351742e-08,0.01,200.0,-4.618527782440651e-16,1.0,10.6393795,1.0,100.0,114.33979114939953,1.0,1.0,114.33979114939953,-4.618527782440651e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1135137
-12.74231151160182,5.2154064e-08,0.01,200.0,-3.588240815588506e-15,1.0,10.780212,1.0,100.0,117.386855427875,1.0,1.0,117.386855427875,-3.588240815588506e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0723629
-14.193774380469439,-4.4703484e-08,0.01,200.0,-5.329070518200751e-16,1.0,10.462461,1.0,100.0,110.56879461755601,1.0,1.0,110.56879461755601,-5.329070518200751e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1936514
-14.501573619441452,-8.940697e-08,0.01,200.0,2.1316282072803005e-15,1.0,10.522502,1.0,100.0,111.84146567234266,1.0,1.0,111.84146567234266,2.1316282072803005e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2201792
-13.842324383884767,-5.2154064e-08,0.01,200.0,-7.815970093361102e-16,1.0,10.04698,1.0,100.0,101.96142675096839,1.0,1.0,101.96142675096839,-7.815970093361102e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1646104
-14.467148069502679,,0.01,200.0,-2.771116669464391e-15,1.0,10.34173,1.0,100.0,108.03168620507958,1.0,1.0,108.03168620507958,-2.771116669464391e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2175816
-14.381894323054693,-2.9802322e-08,0.01,200.0,1.0302869668521452e-15,1.0,10.615641,1.0,100.0,113.83012295222642,1.0,1.0,113.83012295222642,1.0302869668521452e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2098508
-15.359052395998258,-8.940697e-08,0.01,200.0,1.936228954946273e-15,1.0,10.097412,1.0,100.0,102.98761731506437,1.0,1.0,102.98761731506437,1.936228954946273e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2919095
-11.863450743623218,-5.9604645e-08,0.01,200.0,9.947598300641404e-16,1.0,10.319908,1.0,100.0,107.57627306446894,1.0,1.0,107.57627306446894,9.947598300641404e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-0.9969784
-15.045007594137976,-1.7881393e-07,0.01,200.0,1.0302869668521452e-15,1.0,10.838788,1.0,100.0,118.66598590736403,1.0,1.0,118.66598590736403,1.0302869668521452e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2661313
-14.507411248461082,5.9604645e-08,0.01,200.0,4.263256414560601e-16,1.0,10.710774,1.0,100.0,115.87947752879153,1.0,1.0,115.87947752879153,4.263256414560601e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2209673
-13.49229471908436,-5.9604645e-08,0.01,200.0,-3.730349362740526e-16,1.0,10.308336,1.0,100.0,107.33515049248369,1.0,1.0,107.33515049248369,-3.730349362740526e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.135301
-14.986814680271314,4.4703484e-08,0.01,200.0,1.1901590823981679e-15,1.0,10.652828,1.0,100.0,114.62905536123462,1.0,1.0,114.62905536123462,1.1901590823981679e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.260143
-13.931910572332267,-3.3527613e-08,0.01,200.0,-2.6645352591003756e-16,1.0,10.594559,1.0,100.0,113.37845982358792,1.0,1.0,113.37845982358792,-2.6645352591003756e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1724626
-14.946722190014677,-8.940697e-08,0.01,200.0,4.192202140984591e-15,1.0,9.844764,1.0,100.0,97.898356992665,1.0,1.0,97.898356992665,4.192202140984591e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2550943
-14.554073090938264,2.9802322e-08,0.01,200.0,-6.039613253960852e-16,1.0,10.490081,1.0,100.0,111.15332340101114,1.0,1.0,111.15332340101114,-6.039613253960852e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2244447
-15.519768689856743,1.3783574e-07,0.01,200.0,1.0658141036401502e-15,1.0,10.529442,1.0,100.0,111.98904039769451,1.0,1.0,111.98904039769451,1.0658141036401502e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3044238
-14.618221901361705,-1.4901161e-08,0.01,200.0,-2.575717417130363e-15,1.0,10.011412,1.0,100.0,101.24077801364278,1.0,1.0,101.24077801364278,-2.575717417130363e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2300825
-14.938569336683829,1.937151e-07,0.01,200.0,-3.3217872896784686e-15,1.0,9.720879,1.0,100.0,95.44998796196437,1.0,1.0,95.44998796196437,-3.3217872896784686e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2571001
-14.47892914603043,1.8253922e-07,0.01,200.0,1.2612133559741778e-15,1.0,10.820602,1.0,100.0,118.2681194297107,1.0,1.0,118.2681194297107,1.2612133559741778e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2166878
-15.705284814512561,6.7055225e-08,0.01,200.0,2.3447910280083307e-15,1.0,10.862296,1.0,100.0,119.18129929877732,1.0,1.0,119.18129929877732,2.3447910280083307e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3200443
-14.205264230127918,,0.01,200.0,-3.552713678800501e-15,1.0,10.565926,1.0,100.0,112.76644865216201,1.0,1.0,112.76644865216201,-3.552713678800501e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1954432
-14.86466484749853,,0.01,200.0,8.881784197001253e-17,1.0,10.287302,1.0,100.0,106.89755968148172,1.0,1.0,106.89755968148172,8.881784197001253e-17,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2497171
-14.518972610384743,-6.7055225e-08,0.01,200.0,-2.7888802378583933e-15,1.0,10.316356,1.0,100.0,107.50221978782331,1.0,1.0,107.50221978782331,-2.7888802378583933e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2211686
-12.69174503793735,1.4901161e-08,0.01,200.0,-1.3677947663381929e-15,1.0,10.256737,1.0,100.0,106.26327933594158,1.0,1.0,106.26327933594158,-1.3677947663381929e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.068163
-14.001029270121233,-6.7055225e-08,0.01,200.0,-8.348877145181177e-16,1.0,10.221092,1.0,100.0,105.52599143361269,1.0,1.0,105.52599143361269,-8.348877145181177e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1778563
-15.443243244862986,-5.9604645e-08,0.01,200.0,1.0658141036401502e-16,1.0,10.793802,1.0,100.0,117.68301192785505,1.0,1.0,117.68301192785505,1.0658141036401502e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.299676
-15.923990694835693,2.9802322e-08,0.01,200.0,-3.1441516057384434e-15,1.0,10.233903,1.0,100.0,105.79068621239026,1.0,1.0,105.79068621239026,-3.1441516057384434e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3401669
-15.693046454991839,-2.9802322e-08,0.01,200.0,-1.1901590823981679e-15,1.0,10.517553,1.0,100.0,111.73629908087521,1.0,1.0,111.73629908087521,-1.1901590823981679e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3200641
-12.924684202482798,5.9604645e-08,0.01,200.0,1.1368683772161603e-15,1.0,10.329874,1.0,100.0,107.78414215789498,1.0,1.0,107.78414215789498,1.1368683772161603e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0872645
-15.084744931107258,-1.2665987e-07,0.01,200.0,8.348877145181177e-16,1.0,10.292732,1.0,100.0,107.0104511763428,1.0,1.0,107.0104511763428,8.348877145181177e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2693416
-15.389593487756038,1.4901161e-08,0.01,200.0,-2.0250467969162854e-15,1.0,10.025662,1.0,100.0,101.52920466254857,1.0,1.0,101.52920466254857,-2.0250467969162854e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2951893
-14.018886840910712,-7.4505806e-08,0.01,200.0,2.9842794901924207e-15,1.0,11.21876,1.0,100.0,127.13186819642871,1.0,1.0,127.13186819642871,2.9842794901924207e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1795171
-12.84997923290343,1.4901161e-08,0.01,200.0,-8.881784197001252e-16,1.0,10.609355,1.0,100.0,113.69535039970671,1.0,1.0,113.69535039970671,-8.881784197001252e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0802314
-14.849596820412273,2.9802322e-08,0.01,200.0,1.4210854715202004e-16,1.0,10.580302,1.0,100.0,113.07353673936755,1.0,1.0,113.07353673936755,1.4210854715202004e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2497736
-13.813128855994924,-2.9802322e-08,0.01,200.0,-2.3092638912203257e-16,1.0,10.853581,1.0,100.0,118.99013040219299,1.0,1.0,118.99013040219299,-2.3092638912203257e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1622401
-13.873443163571013,5.2154064e-08,0.01,200.0,-2.7533531010703883e-15,1.0,10.53168,1.0,100.0,112.03664700969682,1.0,1.0,112.03664700969682,-2.7533531010703883e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1675477
-15.49565377737901,9.685755e-08,0.01,200.0,-1.2967404927621828e-15,1.0,10.39667,1.0,100.0,109.18259228546555,1.0,1.0,109.18259228546555,-1.2967404927621828e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.302498
-14.931920895467613,-2.9802322e-08,0.01,200.0,2.486899575160351e-16,1.0,11.133442,1.0,100.0,125.2055805816947,1.0,1.0,125.2055805816947,2.486899575160351e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2559351
-13.490216210592354,-8.940697e-08,0.01,200.0,-2.078337502098293e-15,1.0,10.523746,1.0,100.0,111.8679060026031,1.0,1.0,111.8679060026031,-2.078337502098293e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.1339645
-15.240853452345029,-1.0430813e-07,0.01,200.0,6.394884621840901e-16,1.0,10.006214,1.0,100.0,101.13568187573829,1.0,1.0,101.13568187573829,6.394884621840901e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2824628
-14.78299131349202,2.9802322e-08,0.01,200.0,1.3322676295501878e-15,1.0,10.802784,1.0,100.0,117.87893543636365,1.0,1.0,117.87893543636365,1.3322676295501878e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2441262
-12.644379974713686,-1.3411045e-07,0.01,200.0,1.5987211554602255e-15,1.0,10.716382,1.0,100.0,116.0008604190196,1.0,1.0,116.0008604190196,1.5987211554602255e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.0638995
-15.24318517415477,-1.4901161e-08,0.01,200.0,-2.4868995751603505e-15,1.0,10.529571,1.0,100.0,111.99177893844416,1.0,1.0,111.99177893844416,-2.4868995751603505e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2819917
-15.348767504103911,-1.4156103e-07,0.01,200.0,-2.3803181647963358e-15,1.0,10.5477,1.0,100.0,112.37776062543847,1.0,1.0,112.37776062543847,-2.3803181647963358e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2916182
-15.514775211627095,1.6391277e-07,0.01,200.0,-7.105427357601002e-16,1.0,10.738321,1.0,100.0,116.47630851431313,1.0,1.0,116.47630851431313,-7.105427357601002e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.3056513
-12.936328972320222,-1.0430813e-07,0.01,200.0,1.1368683772161603e-15,1.0,9.95635,1.0,100.0,100.13021172643155,1.0,1.0,100.13021172643155,1.1368683772161603e-15,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.088513
-14.433456302512564,4.4703484e-08,0.01,200.0,4.618527782440651e-16,1.0,10.557984,1.0,100.0,112.5970087198653,1.0,1.0,112.5970087198653,4.618527782440651e-16,,100,3.5044917e-18,100.0,0.009999998,0.01,-1.2128448
