VarVanillaIw,ESSClassic,AvgVanillaIw,MinVanillaIw,VarNormIw,VarRet,VanillaAvgRet,AvgNormIw,MinNormIw,VarDiscRet,Delta,EpsThisIter,J,VarJ,MaxNormIw,eRenyi2,MaxVanillaIw,AvgEpLen,AvgRet,AvgDiscRet,ESSRenyi,IterType,BatchSize,Bound
1.5425111,47.486943965803135,1.1751282,0.0021902027,0.000111701185,19627.149800525836,125.02885165204749,0.01,1.863799e-05,19627.149800525836,0.3,100,228.61095,282.81512,0.044411033,2.096282,5.218866,13.51,125.02885165204749,125.02885165204749,47.703505418971105,1,100,53.920547
1.8917927,28.377634574381922,0.86142623,0.000375679,0.00025493957,23293.524827730485,154.61204210327745,0.010000002,4.361128e-06,23293.524827730485,0.3,100,301.50006,605.51733,0.08561395,2.9714496,7.3750105,16.47,154.61204210327745,154.61204210327745,33.653607836148815,1,100,54.018127
2.114483,41.51691709489209,1.2190379,0.00064327946,0.00014228854,87308.4401029361,351.34733447662404,0.01,5.2769437e-06,87308.4401029361,0.3,100,592.3725,709.6505,0.063839555,2.1216671,7.782284,36.15,351.34733447662404,351.34733447662404,47.13274660276076,1,100,187.67017
28.897984,6.007740962032727,1.3522621,3.4599037e-07,0.0015803222,1293981.3904569787,770.809787541054,0.01,2.5586044e-09,1293981.3904569787,0.3,100,3784.8625,5121.0903,0.31802067,8.465707,43.00473,78.05,770.809787541054,770.809787541054,11.81236275530625,1,100,1562.6292
2.274517,19.378213199249455,0.73568666,1.7611981e-11,0.0004202459,3452197.6512512774,2270.5227934599543,0.010000002,2.3939515e-13,3452197.6512512774,0.3,100,4443.528,1597.6622,0.13437618,4.5657306,9.885877,227.83,2270.5227934599543,2270.5227934599543,21.902299846339922,1,100,2811.553
0.3742327,73.61666860481897,1.0167441,0.053613424,3.6200818e-05,1487942.2641510132,4524.779681881032,0.009999999,0.000527305,1487942.2641510132,0.3,100,4843.297,449.41898,0.023535665,1.3378323,2.3929749,452.67,4524.779681881032,4524.779681881032,74.74778238922683,1,100,3959.8933
0.28422254,74.02080639243005,0.8953871,0.056817785,3.5451674e-05,1197355.7078434369,4655.303955374497,0.01,0.0006345611,1197355.7078434369,0.3,100,4902.283,347.12564,0.021741876,1.226738,1.9467396,465.66,4655.303955374497,4655.303955374497,81.51700032962044,1,100,4056.3535
0.012170106,98.79916201293878,0.995636,0.5273125,1.2277026e-06,56640.10106896509,4976.091070505402,0.01,0.005296238,56640.10106896509,0.3,100,4987.286,126.01653,0.0118915485,1.0120329,1.1839653,497.63,4976.091070505402,4976.091070505402,98.8110201875318,1,100,4218.9424
0.02727144,97.35179998167366,0.9962484,0.49708292,2.747722e-06,183115.6772133167,4942.866403650344,0.01,0.004989548,183115.6772133167,0.3,100,4969.9326,220.94635,0.012630547,1.0302085,1.2583163,494.32,4942.866403650344,4942.866403650344,97.06773246748588,1,100,4194.7197
0.009748309,99.05827315534812,1.0075316,0.6309059,9.603111e-07,36891.90522593932,4972.994482747301,0.009999998,0.0062618973,36891.90522593932,0.3,100,4981.9585,127.118004,0.011986021,1.0106455,1.2076294,497.33,4972.994482747301,4972.994482747301,98.94666243763645,1,100,4214.1416
