AvgEpLen,MaxVanillaIw,BatchSize,eRenyi2,VarJ,VarNormIw,VanillaAvgRet,AvgNormIw,VarDiscRet,ESSClassic,IterType,Bound,MinNormIw,AvgVanillaIw,MinVanillaIw,Delta,ESSRenyi,EpsThisIter,VarRet,AvgDiscRet,VarVanillaIw,MaxNormIw,J,AvgRet
87.34,1.0,500,1.0,240.444,5.4346e-20,808.405618593,0.0025,64482.8728054,400.0,2,700.297,0.0025,1.0,1.0,0.5,500.0,100,64482.8728054,808.405618593,,0.0025,773.64,808.405618593
85.55,1.0,500,1.0,239.574,5.43187e-20,793.345757103,0.002,55975.112491,500.000006643,1,711.981,0.002,1.0,1.0,0.5,500.0,100,55975.112491,793.345757103,,0.002,777.581,793.345757103
84.44,1.0,500,1.0,230.899,3.50449e-18,782.134261846,0.01,53852.8978556,100.0,2,638.42,0.01,1.0,1.0,0.5,500.0,100,53852.8978556,782.134261846,,0.01,782.134,782.134261846
86.55,1.0,500,1.0,232.332,2.1793e-19,801.566962905,0.005,55003.0747675,200.000000102,2,690.23,0.005,1.0,1.0,0.5,500.0,100,55003.0747675,801.566962905,,0.005,791.851,801.566962905
83.31,1.0,500,1.0,231.433,5.43914e-20,772.070064417,0.00333333,52995.91781,299.999969474,2,702.284,0.00333333,1.0,1.0,0.5,500.0,100,52995.91781,772.070064417,,0.00333333,785.257,772.070064417
81.06,1.0,500,1.0,230.273,5.4346e-20,751.110184961,0.0025,51056.3154098,400.0,2,703.166,0.0025,1.0,1.0,0.5,500.0,100,51056.3154098,751.110184961,,0.0025,776.72,751.110184961
83.15,1.0,500,1.0,230.69,5.43187e-20,770.157586268,0.002,54497.3806074,500.000006643,1,709.619,0.002,1.0,1.0,0.5,500.0,100,54497.3806074,770.157586268,,0.002,775.408,770.157586268
81.18,1.0,500,1.0,226.901,3.50449e-18,752.363467108,0.01,52003.9712816,100.0,2,608.407,0.01,1.0,1.0,0.5,500.0,100,52003.9712816,752.363467108,,0.01,752.363,752.363467108
87.87,1.0,500,1.0,221.644,2.1793e-19,814.041816605,0.005,45319.4828502,200.000000102,2,681.41,0.005,1.0,1.0,0.5,500.0,100,45319.4828502,814.041816605,,0.005,783.203,814.041816605
85.95,1.0,500,1.0,230.772,5.43914e-20,796.450144378,0.00333333,62017.4508954,299.999969474,2,704.505,0.00333333,1.0,1.0,0.5,500.0,100,62017.4508954,796.450144378,,0.00333333,787.619,796.450144378
89.61,1.0,500,1.0,238.829,5.4346e-20,829.737302238,0.0025,67736.9576497,400.0,2,725.833,0.0025,1.0,1.0,0.5,500.0,100,67736.9576497,829.737302238,,0.0025,798.148,829.737302238
84.01,1.0,500,1.0,237.134,5.43187e-20,778.259472042,0.002,53222.859601,500.000006643,1,729.49,0.002,1.0,1.0,0.5,500.0,100,53222.859601,778.259472042,,0.002,794.17,778.259472042
88.21,1.0,500,1.0,240.079,3.50449e-18,816.324243192,0.01,58220.2244726,100.0,2,675.277,0.01,1.0,1.0,0.5,500.0,100,58220.2244726,816.324243192,,0.01,816.324,816.324243192
84.94,1.0,500,1.0,240.826,2.1793e-19,786.996795671,0.005,58511.3465856,200.000000102,2,698.541,0.005,1.0,1.0,0.5,500.0,100,58511.3465856,786.996795671,,0.005,801.661,786.996795671
83.23,1.0,500,1.0,241.589,5.43914e-20,769.954261903,0.00333333,59020.915751,299.999969474,2,706.895,0.00333333,1.0,1.0,0.5,500.0,100,59020.915751,769.954261903,,0.00333333,791.092,769.954261903
85.55,1.0,500,1.0,247.674,5.4346e-20,790.416750462,0.0025,70984.3583158,400.0,2,716.297,0.0025,1.0,1.0,0.5,500.0,100,70984.3583158,790.416750462,,0.0025,790.923,790.416750462
85.91,1.0,500,1.0,248.021,5.43187e-20,795.206162043,0.002,62816.3224761,500.000006643,1,725.032,0.002,1.0,1.0,0.5,500.0,100,62816.3224761,795.206162043,,0.002,791.78,795.206162043
85.21,1.0,500,1.0,232.119,3.50449e-18,788.643308258,0.01,54423.2424016,100.0,2,648.714,0.01,1.0,1.0,0.5,500.0,100,54423.2424016,788.643308258,,0.01,788.643,788.643308258
87.17,1.0,500,1.0,240.367,2.1793e-19,807.487173155,0.005,62116.9926102,200.000000102,2,687.283,0.005,1.0,1.0,0.5,500.0,100,62116.9926102,807.487173155,,0.005,798.065,807.487173155
84.03,1.0,500,1.0,243.59,5.43914e-20,777.407838303,0.00333333,62800.0689112,299.999969474,2,700.726,0.00333333,1.0,1.0,0.5,500.0,100,62800.0689112,777.407838303,,0.00333333,791.179,777.407838303
88.08,1.0,500,1.0,249.677,5.4346e-20,814.512560546,0.0025,71654.5288248,400.0,2,718.678,0.0025,1.0,1.0,0.5,500.0,100,71654.5288248,814.512560546,,0.0025,797.013,814.512560546
83.1,1.0,500,1.0,247.737,5.43187e-20,769.276299265,0.002,57471.7803622,500.000006643,1,719.051,0.002,1.0,1.0,0.5,500.0,100,57471.7803622,769.276299265,,0.002,791.465,769.276299265
86.72,1.0,500,1.0,253.993,3.50449e-18,802.744406293,0.01,65163.9751432,100.0,2,659.326,0.01,1.0,1.0,0.5,500.0,100,65163.9751432,802.744406293,,0.01,802.744,802.744406293
85.54,1.0,500,1.0,250.232,2.1793e-19,792.152102215,0.005,61276.8850878,200.000000102,2,696.036,0.005,1.0,1.0,0.5,500.0,100,61276.8850878,792.152102215,,0.005,797.448,792.152102215
81.53,1.0,500,1.0,242.716,5.43914e-20,755.332912057,0.00333333,50826.7791761,299.999969474,2,700.607,0.00333333,1.0,1.0,0.5,500.0,100,50826.7791761,755.332912057,,0.00333333,783.41,755.332912057
81.81,1.0,500,1.0,248.575,5.4346e-20,756.174372046,0.0025,70574.0244991,400.0,2,704.891,0.0025,1.0,1.0,0.5,500.0,100,70574.0244991,756.174372046,,0.0025,776.601,756.174372046
83.47,1.0,500,1.0,247.811,5.43187e-20,772.811170243,0.002,60485.5292517,500.000006643,1,711.387,0.002,1.0,1.0,0.5,500.0,100,60485.5292517,772.811170243,,0.002,775.843,772.811170243
82.64,1.0,500,1.0,229.853,3.50449e-18,765.35760472,0.01,53365.9361077,100.0,2,623.055,0.01,1.0,1.0,0.5,500.0,100,53365.9361077,765.35760472,,0.01,765.358,765.35760472
86.47,1.0,500,1.0,252.219,2.1793e-19,800.250313281,0.005,74532.9396417,200.000000102,2,677.319,0.005,1.0,1.0,0.5,500.0,100,74532.9396417,800.250313281,,0.005,782.804,800.250313281
82.69,1.0,500,1.0,248.606,5.43914e-20,766.014618382,0.00333333,58583.64229,299.999969474,2,691.079,0.00333333,1.0,1.0,0.5,500.0,100,58583.64229,766.014618382,,0.00333333,777.208,766.014618382
86.17,1.0,500,1.0,248.949,5.4346e-20,797.641591812,0.0025,62802.1942757,400.0,2,707.727,0.0025,1.0,1.0,0.5,500.0,100,62802.1942757,797.641591812,,0.0025,782.316,797.641591812
87.49,1.0,500,1.0,249.872,5.43187e-20,808.856546107,0.002,64357.8795031,500.000006643,1,720.909,0.002,1.0,1.0,0.5,500.0,100,64357.8795031,808.856546107,,0.002,787.624,808.856546107
87.32,1.0,500,1.0,254.09,3.50449e-18,808.640626871,0.01,65213.9113852,100.0,2,668.002,0.01,1.0,1.0,0.5,500.0,100,65213.9113852,808.640626871,,0.01,808.641,808.640626871
83.47,1.0,500,1.0,238.698,2.1793e-19,773.419464312,0.005,49264.2865438,200.000000102,2,688.217,0.005,1.0,1.0,0.5,500.0,100,49264.2865438,773.419464312,,0.005,791.03,773.419464312
87.94,1.0,500,1.0,239.937,5.43914e-20,814.546952753,0.00333333,58976.7801884,299.999969474,2,714.923,0.00333333,1.0,1.0,0.5,500.0,100,58976.7801884,814.546952753,,0.00333333,798.869,814.546952753
85.62,1.0,500,1.0,241.147,5.4346e-20,792.670823701,0.0025,60474.1706283,400.0,2,724.542,0.0025,1.0,1.0,0.5,500.0,100,60474.1706283,792.670823701,,0.0025,797.319,792.670823701
88.17,1.0,500,1.0,240.736,5.43187e-20,816.659209323,0.002,57435.9373151,500.000006643,1,736.093,0.002,1.0,1.0,0.5,500.0,100,57435.9373151,816.659209323,,0.002,801.187,816.659209323
82.16,1.0,500,1.0,238.799,3.50449e-18,759.740729389,0.01,57601.0018427,100.0,2,618.45,0.01,1.0,1.0,0.5,500.0,100,57601.0018427,759.740729389,,0.01,759.741,759.740729389
83.75,1.0,500,1.0,244.489,2.1793e-19,775.077027588,0.005,63037.0739864,200.000000102,2,664.482,0.005,1.0,1.0,0.5,500.0,100,63037.0739864,775.077027588,,0.005,767.409,775.077027588
84.64,1.0,500,1.0,242.102,5.43914e-20,784.104766763,0.00333333,56671.9863231,299.999969474,2,688.935,0.00333333,1.0,1.0,0.5,500.0,100,56671.9863231,784.104766763,,0.00333333,772.974,784.104766763
83.87,1.0,500,1.0,239.894,5.4346e-20,776.894492758,0.0025,54894.0882612,400.0,2,701.174,0.0025,1.0,1.0,0.5,500.0,100,54894.0882612,776.894492758,,0.0025,773.954,776.894492758
87.3,1.0,500,1.0,247.797,5.43187e-20,807.874109433,0.002,76666.4889039,500.000006643,1,713.882,0.002,1.0,1.0,0.5,500.0,100,76666.4889039,807.874109433,,0.002,780.738,807.874109433
79.98,1.0,500,1.0,216.054,3.50449e-18,740.73368913,0.01,47150.8119,100.0,2,600.402,0.01,1.0,1.0,0.5,500.0,100,47150.8119,740.73368913,,0.01,740.734,740.73368913
90.76,1.0,500,1.0,238.854,2.1793e-19,839.862712402,0.005,63141.3763464,200.000000102,2,688.323,0.005,1.0,1.0,0.5,500.0,100,63141.3763464,839.862712402,,0.005,790.298,839.862712402
84.46,1.0,500,1.0,237.117,5.43914e-20,782.949119224,0.00333333,55085.3859259,299.999969474,2,704.586,0.00333333,1.0,1.0,0.5,500.0,100,55085.3859259,782.949119224,,0.00333333,787.849,782.949119224
86.26,1.0,500,1.0,245.416,5.4346e-20,797.873995366,0.0025,72897.4585779,400.0,2,718.248,0.0025,1.0,1.0,0.5,500.0,100,72897.4585779,797.873995366,,0.0025,790.355,797.873995366
82.69,1.0,500,1.0,244.157,5.43187e-20,765.672976552,0.002,57230.3060585,500.000006643,1,720.133,0.002,1.0,1.0,0.5,500.0,100,57230.3060585,765.672976552,,0.002,785.419,765.672976552
82.7,1.0,500,1.0,239.451,3.50449e-18,765.395553463,0.01,57916.083861,100.0,2,626.651,0.01,1.0,1.0,0.5,500.0,100,57916.083861,765.395553463,,0.01,765.396,765.395553463
82.89,1.0,500,1.0,243.031,2.1793e-19,767.288482807,0.005,61403.0131784,200.000000102,2,668.235,0.005,1.0,1.0,0.5,500.0,100,61403.0131784,767.288482807,,0.005,766.342,767.288482807
86.93,1.0,500,1.0,251.001,5.43914e-20,805.430021879,0.00333333,70563.9656683,299.999969474,2,697.011,0.00333333,1.0,1.0,0.5,500.0,100,70563.9656683,805.430021879,,0.00333333,779.371,805.430021879
82.87,1.0,500,1.0,247.805,5.4346e-20,767.775172937,0.0025,57095.1063845,400.0,2,705.146,0.0025,1.0,1.0,0.5,500.0,100,57095.1063845,767.775172937,,0.0025,776.472,767.775172937
79.21,1.0,500,1.0,241.471,5.43187e-20,733.547275253,0.002,44886.509192,500.000006643,1,704.039,0.002,1.0,1.0,0.5,500.0,100,44886.509192,733.547275253,,0.002,767.887,733.547275253
84.93,1.0,500,1.0,221.292,3.50449e-18,786.824191057,0.01,49464.8637999,100.0,2,645.222,0.01,1.0,1.0,0.5,500.0,100,49464.8637999,786.824191057,,0.01,786.824,786.824191057
83.66,1.0,500,1.0,230.578,2.1793e-19,774.686023881,0.005,57867.2360802,200.000000102,2,680.627,0.005,1.0,1.0,0.5,500.0,100,57867.2360802,774.686023881,,0.005,780.755,774.686023881
86.88,1.0,500,1.0,230.039,5.43914e-20,803.709218835,0.00333333,52596.1830569,299.999969474,2,706.652,0.00333333,1.0,1.0,0.5,500.0,100,52596.1830569,803.709218835,,0.00333333,788.406,803.709218835
82.24,1.0,500,1.0,235.585,5.4346e-20,761.951185591,0.0025,63356.5643073,400.0,2,710.992,0.0025,1.0,1.0,0.5,500.0,100,63356.5643073,761.951185591,,0.0025,781.793,761.951185591
84.21,1.0,500,1.0,238.919,5.43187e-20,779.333494315,0.002,64044.4176703,500.000006643,1,717.593,0.002,1.0,1.0,0.5,500.0,100,64044.4176703,779.333494315,,0.002,781.301,779.333494315
84.08,1.0,500,1.0,226.852,3.50449e-18,777.899067918,0.01,51981.676043,100.0,2,636.187,0.01,1.0,1.0,0.5,500.0,100,51981.676043,777.899067918,,0.01,777.899,777.899067918
85.1,1.0,500,1.0,236.67,2.1793e-19,787.162148994,0.005,61131.9844084,200.000000102,2,682.325,0.005,1.0,1.0,0.5,500.0,100,61131.9844084,787.162148994,,0.005,782.531,787.162148994
80.26,1.0,500,1.0,243.283,5.43914e-20,743.596322859,0.00333333,65175.8512286,299.999969474,2,684.545,0.00333333,1.0,1.0,0.5,500.0,100,65175.8512286,743.596322859,,0.00333333,769.552,743.596322859
89.7,1.0,500,1.0,250.075,5.4346e-20,830.694489959,0.0025,70491.0097709,400.0,2,711.219,0.0025,1.0,1.0,0.5,500.0,100,70491.0097709,830.694489959,,0.0025,784.838,830.694489959
86.79,1.0,500,1.0,254.575,5.43187e-20,803.615759339,0.002,74353.6557408,500.000006643,1,719.487,0.002,1.0,1.0,0.5,500.0,100,74353.6557408,803.615759339,,0.002,788.594,803.615759339
88.33,1.0,500,1.0,241.102,3.50449e-18,818.473890676,0.01,58717.5006308,100.0,2,681.8,0.01,1.0,1.0,0.5,500.0,100,58717.5006308,818.473890676,,0.01,818.474,818.473890676
85.79,1.0,500,1.0,251.726,2.1793e-19,792.885911544,0.005,68964.2503319,200.000000102,2,704.813,0.005,1.0,1.0,0.5,500.0,100,68964.2503319,792.885911544,,0.005,805.68,792.885911544
85.68,1.0,500,1.0,247.317,5.43914e-20,793.784657895,0.00333333,57242.1450471,299.999969474,2,719.357,0.00333333,1.0,1.0,0.5,500.0,100,57242.1450471,793.784657895,,0.00333333,801.715,793.784657895
81.15,1.0,500,1.0,249.365,5.4346e-20,751.628970725,0.0025,63993.9538541,400.0,2,717.869,0.0025,1.0,1.0,0.5,500.0,100,63993.9538541,751.628970725,,0.0025,789.193,751.628970725
87.01,1.0,500,1.0,253.313,5.43187e-20,805.221388694,0.002,72624.9940272,500.000006643,1,727.274,0.002,1.0,1.0,0.5,500.0,100,72624.9940272,805.221388694,,0.002,792.399,805.221388694
86.55,1.0,500,1.0,245.616,3.50449e-18,801.605106564,0.01,60936.6187095,100.0,2,660.741,0.01,1.0,1.0,0.5,500.0,100,60936.6187095,801.605106564,,0.01,801.605,801.605106564
82.74,1.0,500,1.0,254.877,2.1793e-19,765.212949031,0.005,69631.9422121,200.000000102,2,678.182,0.005,1.0,1.0,0.5,500.0,100,69631.9422121,765.212949031,,0.005,783.409,765.212949031
84.63,1.0,500,1.0,249.606,5.43914e-20,783.592463812,0.00333333,57559.7169924,299.999969474,2,697.553,0.00333333,1.0,1.0,0.5,500.0,100,57559.7169924,783.592463812,,0.00333333,783.47,783.592463812
84.67,1.0,500,1.0,246.066,5.4346e-20,784.509375742,0.0025,55843.2040313,400.0,2,709.323,0.0025,1.0,1.0,0.5,500.0,100,55843.2040313,784.509375742,,0.0025,783.73,784.509375742
87.18,1.0,500,1.0,246.772,5.43187e-20,806.739995272,0.002,62489.6700769,500.000006643,1,721.781,0.002,1.0,1.0,0.5,500.0,100,62489.6700769,806.739995272,,0.002,788.332,806.739995272
88.34,1.0,500,1.0,234.35,3.50449e-18,817.952811311,0.01,55474.5583399,100.0,2,676.317,0.01,1.0,1.0,0.5,500.0,100,55474.5583399,817.952811311,,0.01,817.953,817.952811311
82.79,1.0,500,1.0,238.655,2.1793e-19,766.832288624,0.005,58268.4236217,200.000000102,2,692.051,0.005,1.0,1.0,0.5,500.0,100,58268.4236217,766.832288624,,0.005,792.393,766.832288624
82.26,1.0,500,1.0,240.173,5.43914e-20,762.066411674,0.00333333,59115.1154705,299.999969474,2,700.356,0.00333333,1.0,1.0,0.5,500.0,100,59115.1154705,762.066411674,,0.00333333,782.284,762.066411674
81.25,1.0,500,1.0,243.218,5.4346e-20,751.266321052,0.0025,63483.2339892,400.0,2,703.577,0.0025,1.0,1.0,0.5,500.0,100,63483.2339892,751.266321052,,0.0025,774.529,751.266321052
87.0,1.0,500,1.0,243.688,5.43187e-20,805.867865666,0.002,60115.0531899,500.000006643,1,717.336,0.002,1.0,1.0,0.5,500.0,100,60115.0531899,805.867865666,,0.002,780.797,805.867865666
85.71,1.0,500,1.0,248.933,3.50449e-18,793.575353448,0.01,62593.4710509,100.0,2,651.749,0.01,1.0,1.0,0.5,500.0,100,62593.4710509,793.575353448,,0.01,793.575,793.575353448
86.39,1.0,500,1.0,255.574,2.1793e-19,799.473882571,0.005,69344.536125,200.000000102,2,696.239,0.005,1.0,1.0,0.5,500.0,100,69344.536125,799.473882571,,0.005,796.525,799.473882571
85.52,1.0,500,1.0,251.489,5.43914e-20,791.562280219,0.00333333,59683.9341616,299.999969474,2,712.987,0.00333333,1.0,1.0,0.5,500.0,100,59683.9341616,791.562280219,,0.00333333,794.871,791.562280219
84.24,1.0,500,1.0,248.953,5.4346e-20,779.872911002,0.0025,58588.4749132,400.0,2,720.208,0.0025,1.0,1.0,0.5,500.0,100,58588.4749132,779.872911002,,0.0025,791.121,779.872911002
79.85,1.0,500,1.0,244.646,5.43187e-20,739.403036048,0.002,49705.6199074,500.000006643,1,717.351,0.002,1.0,1.0,0.5,500.0,100,49705.6199074,739.403036048,,0.002,780.778,739.403036048
88.66,1.0,500,1.0,229.81,3.50449e-18,820.434118557,0.01,53346.0028031,100.0,2,681.063,0.01,1.0,1.0,0.5,500.0,100,53346.0028031,820.434118557,,0.01,820.434,820.434118557
85.25,1.0,500,1.0,243.42,2.1793e-19,789.10988184,0.005,65861.8274464,200.000000102,2,705.858,0.005,1.0,1.0,0.5,500.0,100,65861.8274464,789.10988184,,0.005,804.772,789.10988184
84.72,1.0,500,1.0,242.271,5.43914e-20,784.175671502,0.00333333,57874.948951,299.999969474,2,716.913,0.00333333,1.0,1.0,0.5,500.0,100,57874.948951,784.175671502,,0.00333333,797.907,784.175671502
87.36,1.0,500,1.0,237.763,5.4346e-20,808.870000248,0.0025,50453.8270265,400.0,2,730.038,0.0025,1.0,1.0,0.5,500.0,100,50453.8270265,808.870000248,,0.0025,800.647,808.870000248
85.22,1.0,500,1.0,243.716,5.43187e-20,788.309168019,0.002,71454.7311772,500.000006643,1,731.916,0.002,1.0,1.0,0.5,500.0,100,71454.7311772,788.309168019,,0.002,798.18,788.309168019
88.38,1.0,500,1.0,226.459,3.50449e-18,818.439913311,0.01,51801.7122733,100.0,2,673.962,0.01,1.0,1.0,0.5,500.0,100,51801.7122733,818.439913311,,0.01,818.44,818.439913311
81.05,1.0,500,1.0,231.55,2.1793e-19,751.019614028,0.005,54216.4725365,200.000000102,2,682.569,0.005,1.0,1.0,0.5,500.0,100,54216.4725365,751.019614028,,0.005,784.73,751.019614028
83.28,1.0,500,1.0,240.107,5.43914e-20,771.228867612,0.00333333,66264.807085,299.999969474,2,696.815,0.00333333,1.0,1.0,0.5,500.0,100,66264.807085,771.228867612,,0.00333333,780.229,771.228867612
84.36,1.0,500,1.0,240.443,5.4346e-20,780.575413305,0.0025,58886.380028,400.0,2,708.077,0.0025,1.0,1.0,0.5,500.0,100,58886.380028,780.575413305,,0.0025,780.316,780.575413305
81.16,1.0,500,1.0,236.066,5.43187e-20,751.297667302,0.002,47181.630445,500.000006643,1,709.9,0.002,1.0,1.0,0.5,500.0,100,47181.630445,751.297667302,,0.002,774.512,751.297667302
83.63,1.0,500,1.0,249.834,3.50449e-18,773.387455766,0.01,63047.6246429,100.0,2,641.527,0.01,1.0,1.0,0.5,500.0,100,63047.6246429,773.387455766,,0.01,773.387,773.387455766
85.32,1.0,500,1.0,253.248,2.1793e-19,790.386936068,0.005,66371.6294243,200.000000102,2,680.005,0.005,1.0,1.0,0.5,500.0,100,66371.6294243,790.386936068,,0.005,781.887,790.386936068
83.3,1.0,500,1.0,257.727,5.43914e-20,771.493288799,0.00333333,71645.019024,299.999969474,2,693.688,0.00333333,1.0,1.0,0.5,500.0,100,71645.019024,771.493288799,,0.00333333,778.423,771.493288799
81.97,1.0,500,1.0,254.936,5.4346e-20,758.69443709,0.0025,61018.336624,400.0,2,700.108,0.0025,1.0,1.0,0.5,500.0,100,61018.336624,758.69443709,,0.0025,773.49,758.69443709
83.85,1.0,500,1.0,256.381,5.43187e-20,776.029924035,0.002,69374.7353744,500.000006643,1,707.032,0.002,1.0,1.0,0.5,500.0,100,69374.7353744,776.029924035,,0.002,773.998,776.029924035
85.65,1.0,500,1.0,245.817,3.50449e-18,792.352519722,0.01,61036.4039187,100.0,2,653.248,0.01,1.0,1.0,0.5,500.0,100,61036.4039187,792.352519722,,0.01,792.353,792.352519722
81.57,1.0,500,1.0,250.261,2.1793e-19,754.095570319,0.005,64750.3859413,200.000000102,2,673.078,0.005,1.0,1.0,0.5,500.0,100,64750.3859413,754.095570319,,0.005,773.224,754.095570319
87.9,1.0,500,1.0,262.765,5.43914e-20,813.857910814,0.00333333,81591.3941902,299.999969474,2,702.48,0.00333333,1.0,1.0,0.5,500.0,100,81591.3941902,813.857910814,,0.00333333,786.769,813.857910814
87.4,1.0,500,1.0,261.998,5.4346e-20,809.016540564,0.0025,67740.4568067,400.0,2,717.804,0.0025,1.0,1.0,0.5,500.0,100,67740.4568067,809.016540564,,0.0025,792.331,809.016540564
81.61,1.0,500,1.0,255.483,5.43187e-20,756.070484413,0.002,51246.2084786,500.000006643,1,718.42,0.002,1.0,1.0,0.5,500.0,100,51246.2084786,756.070484413,,0.002,785.079,756.070484413
85.75,1.0,500,1.0,223.817,3.50449e-18,793.967182855,0.01,50599.8807692,100.0,2,657.724,0.01,1.0,1.0,0.5,500.0,100,50599.8807692,793.967182855,,0.01,793.967,793.967182855
84.32,1.0,500,1.0,218.755,2.1793e-19,781.176846916,0.005,45991.9040371,200.000000102,2,689.517,0.005,1.0,1.0,0.5,500.0,100,45991.9040371,781.176846916,,0.005,787.572,781.176846916
84.59,1.0,500,1.0,218.472,5.43914e-20,783.420876965,0.00333333,47950.6405855,299.999969474,2,706.127,0.00333333,1.0,1.0,0.5,500.0,100,47950.6405855,783.420876965,,0.00333333,786.188,783.420876965
84.13,1.0,500,1.0,219.746,5.4346e-20,778.987989091,0.0025,50429.1886058,400.0,2,714.695,0.0025,1.0,1.0,0.5,500.0,100,50429.1886058,778.987989091,,0.0025,784.388,778.987989091
88.9,1.0,500,1.0,223.896,5.43187e-20,823.170382345,0.002,56858.6562464,500.000006643,1,729.81,0.002,1.0,1.0,0.5,500.0,100,56858.6562464,823.170382345,,0.002,792.145,823.170382345
89.01,1.0,500,1.0,253.378,3.50449e-18,824.279195784,0.01,64848.952183,100.0,2,681.737,0.01,1.0,1.0,0.5,500.0,100,64848.952183,824.279195784,,0.01,824.279,824.279195784
83.27,1.0,500,1.0,253.309,2.1793e-19,770.65632652,0.005,63326.0384684,200.000000102,2,695.845,0.005,1.0,1.0,0.5,500.0,100,63326.0384684,770.65632652,,0.005,797.468,770.65632652
83.84,1.0,500,1.0,246.342,5.43914e-20,776.862140978,0.00333333,53979.4630934,299.999969474,2,707.624,0.00333333,1.0,1.0,0.5,500.0,100,53979.4630934,776.862140978,,0.00333333,790.599,776.862140978
84.15,1.0,500,1.0,237.855,5.4346e-20,779.491769405,0.0025,44599.4551854,400.0,2,715.964,0.0025,1.0,1.0,0.5,500.0,100,44599.4551854,779.491769405,,0.0025,787.822,779.491769405
81.04,1.0,500,1.0,240.812,5.43187e-20,751.045675548,0.002,63203.0666028,500.000006643,1,716.195,0.002,1.0,1.0,0.5,500.0,100,63203.0666028,751.045675548,,0.002,780.467,751.045675548
84.2,1.0,500,1.0,234.187,3.50449e-18,780.162588796,0.01,55397.6344898,100.0,2,633.856,0.01,1.0,1.0,0.5,500.0,100,55397.6344898,780.162588796,,0.01,780.163,780.162588796
86.84,1.0,500,1.0,232.277,2.1793e-19,804.285068582,0.005,53303.2033909,200.000000102,2,688.769,0.005,1.0,1.0,0.5,500.0,100,53303.2033909,804.285068582,,0.005,792.224,804.285068582
82.71,1.0,500,1.0,229.728,5.43914e-20,765.792511005,0.00333333,50458.5239938,299.999969474,2,698.943,0.00333333,1.0,1.0,0.5,500.0,100,50458.5239938,765.792511005,,0.00333333,783.413,765.792511005
86.44,1.0,500,1.0,232.38,5.4346e-20,799.922875713,0.0025,58052.6619866,400.0,2,714.387,0.0025,1.0,1.0,0.5,500.0,100,58052.6619866,799.922875713,,0.0025,787.541,799.922875713
