MinBehavPdf,TimeElapsed,MinTargetPdf,OptimizationReturnMin,MinIW,OptimizationReturnMean,EpRewMean,EmpiricalD2Arithmetic,InitialReturnMax,EpisodesSoFar,ESSRenyiHarmonic,OptimizationReturnMax,WReturnMean,LearnableVariance,MeanD2-0,MeanEntropy,EpLenMean,Iteration,ReturnMeanIW,Bound,Epsilon,Penalization,InitialReturnMean,MeanIW,TimestepsSoFar,DivergenceHarmonic,InitialBound,StdWReturnMean,EmpiricalD2Harmonic,MaxIW,Inner Iteration,ReturnStepMaxmin,ESSRenyiArithmetic,StdIW,VarianceInitializer,InitialReturnStd,EpThisIter,Weights,InitialReturnMin,ReturnStepMax
-11.820942,5.8912646770477295,-11.820942,,0.31317905,129.93463,149.9001925899013,1.0,249.90619,121,11.0,229.94063,28829.281,,1.0,0.41894197,16.0,2,11188918000.0,-1.7972925e+18,1.0,True,149.9002,179335.12,1987,2.7330243e+28,-39700.98,,1.0,1970258.2,1,9.999934,11.0,566339.8,-1.0,79.74467,11,[-0.667 -0.011 -0.443 -0.6  ],19.965555,9.999934
-15.778444,6.126960039138794,-23.184675,,2.8855127e-10,81.76925,231.64226269664644,828589.6,319.86133,132,1.327557e-05,169.98831,21101.951,,828589.6,0.41894197,24.181818181818183,2,21101.951,-inf,1.0,True,231.64227,0.44956914,2253,inf,-inf,,828589.6,4.673304,2,9.999883,1.327557e-05,1.3378946,-1.0,48.957294,11,[-0.942  0.027 -0.834 -1.477],149.87302,9.999883
-18.431438,6.388328552246094,-31.96958,,1.7414859e-12,130.8939,230.74867356018893,633850.75,379.8769,143,1.7354243e-05,280.02213,2666.2722,,633850.75,0.41894197,24.09090909090909,2,2666.2722,-inf,1.0,True,230.74867,0.10621317,2518,inf,-inf,,633850.75,0.6673775,3,9.999975,1.7354243e-05,0.22627608,-1.0,81.64225,11,[-0.942  0.027 -0.834 -1.477],99.85477,9.999975
-18.238548,6.600522041320801,-23.332481,,1.3541757e-06,125.42425,245.3044744073659,9385085.0,479.90253,154,1.1720725e-06,360.0223,54249.023,,9385085.0,0.41894197,25.545454545454547,2,54249.023,-inf,1.0,True,245.30446,0.7500622,2799,inf,-inf,,9385085.0,8.166111,4,9.999994,1.1720725e-06,2.3451884,-1.0,96.05864,11,[-0.942  0.027 -0.834 -1.477],119.880226,9.999994
-21.176838,6.874414920806885,-34.627552,,2.074236e-12,189.95294,269.8469909478697,1801044900.0,669.85956,165,6.107566e-09,589.9655,1238.3439,,1801044900.0,0.41894197,28.0,2,1238.3439,-inf,1.0,True,269.847,0.16670722,3107,inf,-inf,,1801044900.0,1.8046116,5,9.999987,6.107566e-09,0.5179829,-1.0,150.8197,11,[-0.942  0.027 -0.834 -1.477],79.89404,9.999987
-30.777636,7.133561611175537,-46.066483,,5.251414e-14,125.487724,315.3023677040567,353687100.0,599.8115,176,3.1100935e-08,409.9969,175.39482,,353687100.0,0.41894197,32.54545454545455,2,175.39482,-inf,1.0,True,315.30237,0.0036216439,3465,inf,-inf,,353687100.0,0.022999067,6,9.999991,3.1100935e-08,0.007225879,-1.0,111.87208,11,[-0.942  0.027 -0.834 -1.477],189.81464,9.999991
-17.013988,7.4202704429626465,-27.576351,,6.693424e-10,139.16086,268.927725815607,3709311.2,419.844,187,2.96551e-06,290.07712,2975.2031,,3709311.2,0.41894197,27.90909090909091,2,2975.2031,-inf,1.0,True,268.9277,0.13374445,3772,inf,-inf,,3709311.2,1.2501144,7,9.999979,2.96551e-06,0.35860127,-1.0,87.66725,11,[-0.942  0.027 -0.834 -1.477],129.76688,9.999979
-28.112654,7.735201120376587,-40.059296,,4.200284e-11,189.05052,278.9293689230302,54944317000.0,589.882,198,2.002027e-10,500.00317,5996.181,,54944317000.0,0.41894197,28.90909090909091,2,5996.181,-inf,1.0,True,278.92935,0.104222305,4090,inf,-inf,,54944313000.0,1.1437187,8,9.999983,2.0020269e-10,0.32871807,-1.0,128.04216,11,[-0.942  0.027 -0.834 -1.477],89.87886,9.999983
-20.364267,7.946621656417847,-40.30293,,4.802845e-18,162.66557,252.57118069734017,11816097.0,519.8796,209,9.309335e-07,429.97397,6747.179,,11816097.0,0.41894197,26.272727272727273,2,6747.179,-inf,1.0,True,252.57118,0.79957795,4379,inf,-inf,,11816097.0,8.7203045,9,9.999994,9.309335e-07,2.5047657,-1.0,128.07932,11,[-0.942  0.027 -0.834 -1.477],89.90562,9.999994
-27.253174,8.227388143539429,-37.9687,,4.9273324e-10,189.95976,289.8415885395512,5031176700.0,639.8406,220,2.1863673e-09,539.95874,8516.498,,5031176700.0,0.41894197,30.0,2,8516.498,-inf,1.0,True,289.84158,0.43867016,4709,inf,-inf,,5031176700.0,3.6504393,10,9.999999,2.1863673e-09,1.0697768,-1.0,144.79802,11,[-0.942  0.027 -0.834 -1.477],99.881836,9.999999
-21.488728,8.50930118560791,-21.488728,,0.063185975,173.5756,233.48990913610157,1.0,469.8585,231,11.0,409.94418,65557.74,,1.0,0.41894197,24.363636363636363,3,979130.0,-3706543900.0,1.0,True,233.48993,24.736067,4977,9297248000.0,-103988.4,,1.0,198.46432,1,9.999973,11.0,55.285713,-1.0,105.07237,11,[-0.942  0.027 -0.834 -1.477],59.914314,9.999973
-22.02648,8.769824266433716,-29.610844,,2.9133247e-13,272.6115,322.54816363822886,8821955.0,599.83655,242,1.2468892e-06,549.8999,96583.76,,8821955.0,0.41894197,33.27272727272727,3,96583.76,-inf,1.0,True,322.54816,1.4432397,5343,inf,-inf,,8821955.0,8.711203,2,9.999982,1.2468892e-06,2.727195,-1.0,134.77325,11,[-0.85   0.256 -0.864 -1.493],49.93666,9.999982
-22.799637,9.111284732818604,-25.595196,,1.4930938e-11,254.46768,314.37291378698114,320118.47,569.85974,253,3.4362278e-05,509.9545,16496.826,,320118.47,0.41894197,32.45454545454545,3,16496.826,-3.1228756e+23,1.0,True,314.37292,1.8003215,5700,3.051767e+37,-3.1228756e+23,,320118.47,17.144552,3,9.999968,3.4362278e-05,4.911208,-1.0,136.39926,11,[-0.85   0.256 -0.864 -1.493],59.90524,9.999968
-30.172676,9.425672769546509,-36.842247,,1.16174795e-14,186.39375,396.16936097109243,50749670.0,939.8205,264,2.1675017e-07,730.0449,2732.9873,,50749670.0,0.41894197,40.63636363636363,3,2732.9873,-inf,1.0,True,396.16934,0.043700352,6147,inf,-inf,,50749670.0,0.4118145,4,9.999992,2.1675017e-07,0.11711143,-1.0,198.61827,11,[-0.85   0.256 -0.864 -1.493],209.7756,9.999992
-32.69242,9.762698888778687,-38.26593,,6.670321e-13,198.2544,417.9983472424245,13170330.0,649.83,275,8.3521064e-07,430.08606,40594.992,,13170330.0,0.41894197,42.81818181818182,3,40594.992,-inf,1.0,True,417.99835,0.4425074,6618,inf,-inf,,13170330.0,4.660691,5,9.999999,8.3521064e-07,1.3346475,-1.0,132.40591,11,[-0.85   0.256 -0.864 -1.493],219.74396,9.999999
-26.799725,10.000794649124146,-31.535336,,7.655818e-10,109.16282,348.89135834335843,167146.55,779.8362,286,6.581051e-05,540.10767,1646.5862,,167146.55,0.41894197,35.90909090909091,3,1646.5862,-1.6737128e+22,1.0,True,348.89136,0.014024618,7013,2.4995525e+34,-1.6737128e+22,,167146.55,0.08441359,6,9.999966,6.581051e-05,0.025793588,-1.0,153.49734,11,[-0.85   0.256 -0.864 -1.493],239.72855,9.999966
-23.404518,10.26536250114441,-38.024727,,2.000083e-13,120.01171,329.8117221392397,5742851.5,449.8199,297,1.9154247e-06,240.01987,157632.16,,5742851.5,0.41894197,34.0,3,157632.16,-inf,1.0,True,329.81174,3.4190528,7387,inf,-inf,,5742851.5,36.512207,7,9.999999,1.9154247e-06,10.466866,-1.0,71.07962,11,[-0.85   0.256 -0.864 -1.493],209.80002,9.999999
-27.10043,10.566856384277344,-33.278416,,4.509129e-14,112.8106,312.50849904165926,8180561.5,499.81372,308,1.3446509e-06,300.11584,12096.928,,8180561.5,0.41894197,32.27272727272727,3,12096.928,-inf,1.0,True,312.50848,0.22639503,7742,inf,-inf,,8180562.0,2.470456,8,9.999989,1.344651e-06,0.70963883,-1.0,88.97455,11,[-0.85   0.256 -0.864 -1.493],199.69789,9.999989
-19.221188,10.797802448272705,-22.926228,,5.045555e-07,120.07797,309.80215441766865,24319.486,519.83545,319,0.00045231218,330.11127,84263.88,,24319.486,0.41894197,32.0,3,84263.88,-7.604073e+19,1.0,True,309.80215,1.1251473,8094,2.613021e+30,-7.604073e+19,,24319.486,7.1163073,9,9.999985,0.00045231218,2.0821328,-1.0,92.77223,11,[-0.85   0.256 -0.864 -1.493],189.72418,9.999985
-33.900986,11.142829179763794,-32.66841,,2.6627197e-06,237.30547,377.0724430401913,78341.72,679.85547,330,0.0001404105,540.0885,5744523.5,,78341.72,0.41894197,38.72727272727273,3,5744523.5,-9.1835833e+21,1.0,True,377.07245,15.5240965,8520,1.3027823e+34,-9.1835833e+21,,78341.72,144.21564,10,10.0,0.0001404105,40.939484,-1.0,164.35559,11,[-0.85   0.256 -0.864 -1.493],139.76697,10.0
-21.15103,11.430419445037842,-21.15103,,0.24643531,294.39136,304.37218345679844,1.0,519.7859,341,11.0,509.80505,111227.2,,1.0,0.41894197,31.454545454545453,4,8284944.5,-51798300000.0,1.0,True,304.3722,87.25873,8866,1212573400000.0,-158259.12,,1.0,641.5286,1,9.999976,11.0,181.28911,-1.0,136.326,11,[-0.85   0.256 -0.864 -1.493],9.980822,9.999976
-25.40895,11.690805196762085,-26.33127,,0.0067991787,175.53517,345.30816273776566,47.520607,529.8796,352,0.23147853,360.1066,130455.625,,47.520607,0.41894197,35.54545454545455,4,176921.22,-26508884000.0,1.0,True,345.30814,0.7219037,9257,294159100000.0,-50271850000.0,,47.520607,5.1455197,2,9.999992,0.23147853,1.4462022,-1.0,119.22219,11,[-0.994  0.09  -0.841 -1.377],169.77298,9.999992
-24.487755,11.986676692962646,-25.519241,,0.0019506594,120.918915,280.7425414322496,224.62437,429.84375,363,0.048970643,270.0201,243521.31,,224.62437,0.41894197,29.09090909090909,4,243623.03,-54011336000000.0,1.0,True,280.74255,4.768304,9577,2.8199494e+18,-54098880000000.0,,224.62437,49.324093,3,9.999996,0.048970643,14.10158,-1.0,87.14092,11,[-0.957  0.054 -0.85  -1.498],159.82364,9.999996
-25.014181,12.309859991073608,-25.663124,,0.0038581204,119.9628,259.8171897037969,193.56422,489.8543,374,0.056828685,349.99994,30829.965,,193.56422,0.41894197,27.0,4,30772.61,-21624676000000.0,1.0,True,259.81717,0.30643335,9874,2.6800658e+17,-21629986000000.0,,193.56422,2.1880786,4,9.999987,0.056828685,0.618101,-1.0,97.25696,11,[-0.954  0.053 -0.848 -1.499],139.85437,9.999987
-24.160498,12.624626636505127,-25.444878,,0.0027952062,171.81598,271.6564572640123,2270.5876,589.8288,385,0.0048445608,489.9883,813905.4,,2270.5876,0.41894197,28.181818181818183,4,813905.4,-2.5609656e+17,1.0,True,271.65646,8.981771,10184,1.788206e+25,-2.5609656e+17,,2270.5876,97.9818,5,9.999994,0.0048445608,28.144484,-1.0,139.08044,11,[-0.955  0.054 -0.847 -1.498],99.84048,9.999994
-14.283552,12.89732575416565,-15.464045,,0.0014249053,174.45074,214.3901129145821,51.00446,359.89447,396,0.21566741,319.95508,6629.576,,51.00446,0.41894197,22.454545454545453,4,6619.176,-201163460000.0,1.0,True,214.39012,0.12624241,10431,79599694000000.0,-201264020000.0,,51.00446,0.4620768,6,9.999922,0.21566741,0.15168962,-1.0,78.65759,11,[-0.955  0.054 -0.847 -1.498],39.93938,9.999922
-28.778238,13.141281843185425,-29.760532,,0.0021196434,200.85352,260.7577887839238,40.751385,639.8763,407,0.26992947,579.972,8862.281,,40.751385,0.41894197,27.09090909090909,4,8515.399,-166035620000.0,1.0,True,260.75778,0.09009373,10729,5426656000000.0,-169078750000.0,,40.751385,0.36083558,7,9.999986,0.26992947,0.109521955,-1.0,148.78117,11,[-0.953  0.053 -0.847 -1.5  ],59.90429,9.999986
-26.799303,13.47117304801941,-28.403263,,0.0006165843,229.86816,239.85003232697335,717.95264,359.82263,418,0.015321345,349.84076,1223749.5,,717.95264,0.41894197,25.0,4,1223749.5,-2210211400000000.0,1.0,True,239.85004,25.344551,11004,9.616734e+21,-2210211400000000.0,,717.95264,273.95364,8,9.999996,0.015321345,78.62205,-1.0,92.91099,11,[-0.957  0.057 -0.846 -1.485],9.981888,9.999996
-18.068876,13.716825246810913,-21.837269,,0.0005381823,109.13522,298.9394964797393,40.757015,569.86304,429,0.2698922,380.05878,8510.073,,40.757015,0.41894197,30.90909090909091,4,8507.798,-22514895000.0,1.0,True,298.93948,0.052119926,11344,158624970000.0,-22698895000.0,,40.757015,0.1983051,9,9.999986,0.2698922,0.07081114,-1.0,114.151955,11,[-0.957  0.057 -0.846 -1.485],189.80428,9.999986
-20.092163,14.050352573394775,-20.246365,,0.0002491777,120.07795,299.82935692325225,79.974434,539.8826,440,0.13754396,360.13123,89755.86,,79.974434,0.41894197,31.0,4,86439.5,-339350500000.0,1.0,True,299.82938,0.7172975,11685,44731480000000.0,-341081260000.0,,79.974434,6.80177,10,9.999992,0.13754396,1.9350042,-1.0,127.45417,11,[-0.948  0.054 -0.841 -1.481],179.7514,9.999992
-31.58012,14.38964581489563,-31.58012,,3.1073759,268.10275,298.0494055204095,1.0,629.84174,451,11.0,599.8951,122228.29,,1.0,0.41894197,30.818181818181817,5,496019680.0,-4.13822e+19,1.0,True,298.0494,4515.316,12024,3.590999e+29,-191285.12,,1.0,33473.09,1,9.999998,11.0,9411.222,-1.0,182.74254,11,[-0.942  0.05  -0.843 -1.486],29.946644,9.999998
-38.870415,14.748087882995605,-78.33023,,,201.8338,571.6340559438862,inf,959.82935,462,,590.0291,2.261626e-09,,inf,0.41894197,58.18181818181818,5,2.261626e-09,-inf,1.0,True,571.63403,1.13240385e-14,12664,inf,-inf,,inf,1.2077187e-13,2,9.999998,,3.462641e-14,-1.0,190.34648,11,[-0.743  0.497 -0.947 -1.497],369.80023,9.999998
-30.254532,15.156371116638184,-106.49055,,,95.39768,505.25238845370006,inf,729.7733,473,,319.9186,0.04243471,,inf,0.41894197,51.54545454545455,5,0.04243471,-inf,1.0,True,505.2524,1.9219512e-07,13231,inf,-inf,,inf,2.1140802e-06,3,9.999996,,6.0775346e-07,-1.0,98.43972,11,[-0.743  0.497 -0.947 -1.497],409.8547,9.999996
-32.437737,15.430729627609253,-141.80103,,,127.28775,497.0597351007074,inf,669.7197,484,,299.94775,0.030943174,,inf,0.41894197,50.72727272727273,5,0.030943174,-inf,1.0,True,497.0597,1.5288794e-07,13789,inf,-inf,,inf,1.6817667e-06,4,9.999998,,4.834739e-07,-1.0,94.93544,11,[-0.743  0.497 -0.947 -1.497],369.77197,9.999998
-42.471535,15.892461776733398,-104.049065,,,174.60011,554.3512103686088,inf,1029.7593,495,,650.0082,479.41058,,inf,0.41894197,56.45454545454545,5,479.41058,-inf,1.0,True,554.3512,0.0014255694,14410,inf,-inf,,inf,0.015681263,5,9.999998,,0.004508046,-1.0,205.39168,11,[-0.743  0.497 -0.947 -1.497],379.7511,9.999998
-35.278038,16.253477573394775,-114.38971,,,157.28758,467.0409629386805,inf,759.6853,506,,449.93192,6.175146e-08,,inf,0.41894197,47.72727272727273,5,6.175146e-08,-inf,1.0,True,467.041,2.7822682e-13,14935,inf,-inf,,inf,2.5936978e-12,6,9.999993,,7.4429075e-13,-1.0,121.42639,11,[-0.743  0.497 -0.947 -1.497],309.7534,9.999993
-31.374079,16.5096492767334,-108.41263,,,149.1026,528.8891107266913,inf,849.79944,517,,470.01294,0.00035854813,,inf,0.41894197,53.90909090909091,5,0.00035854813,-inf,1.0,True,528.8891,1.5572781e-09,15528,inf,-inf,,inf,1.713006e-08,7,9.999996,,4.9245457e-09,-1.0,127.81884,11,[-0.743  0.497 -0.947 -1.497],379.7865,9.999996
-33.226357,16.812257289886475,-103.817,,,161.81259,521.6040867262308,inf,869.6592,528,,509.86768,3.058671e-14,,inf,0.41894197,53.18181818181818,5,3.058671e-14,-inf,1.0,True,521.60406,1.6893369e-19,16113,inf,-inf,,inf,1.7806647e-18,8,9.999993,,5.0941323e-19,-1.0,150.59265,11,[-0.743  0.497 -0.947 -1.497],359.7915,9.999993
-43.521637,17.170504093170166,-142.66019,,,153.67221,523.403524954083,inf,849.671,539,,479.9397,3.8991406e-08,,inf,0.41894197,53.36363636363637,5,3.8991406e-08,-inf,1.0,True,523.40356,1.6247734e-13,16700,inf,-inf,,inf,1.7872508e-12,9,9.999999,,5.137985e-13,-1.0,129.74022,11,[-0.743  0.497 -0.947 -1.497],369.73132,9.999999
-50.8102,17.498034238815308,-143.22374,,,217.2854,577.037945735288,inf,1119.6924,550,,759.9398,0.015305039,,inf,0.41894197,58.72727272727273,5,0.015305039,-inf,1.0,True,577.03796,1.5007947e-08,17346,inf,-inf,,inf,1.6508741e-07,10,10.0,,4.7459295e-08,-1.0,246.83522,11,[-0.743  0.497 -0.947 -1.497],359.75256,10.0
-61.778446,17.891777276992798,-61.778446,,0.011092609,282.68732,672.5028864727175,1.0,1479.7068,561,11.0,1089.8912,550033.9,,1.0,0.41894197,68.27272727272727,6,4423215.0,-17334528000.0,1.0,True,672.50287,15.106628,18097,2067348000.0,-931183.9,,1.0,94.131165,1,9.999998,11.0,28.612852,-1.0,312.68784,11,[-0.743  0.497 -0.947 -1.497],389.81558,9.999998
-62.971283,18.27721929550171,-64.29681,,2.158489e-09,168.20091,587.9725084743058,11813.863,1389.6475,572,0.0009311095,969.87585,11238875.0,,11813.863,0.41894197,59.81818181818182,6,11238875.0,-8.519939e+19,1.0,True,587.9725,49.486057,18755,6.4234493e+28,-8.519939e+19,,11813.863,290.784,2,9.999998,0.0009311095,104.44743,-1.0,257.5271,11,[-0.647  0.572 -0.958 -1.523],419.7716,9.999998
-53.03287,18.658416032791138,-50.173523,,3.956954e-12,165.4754,575.2270462545171,65699.2,929.7623,583,0.00016742974,520.0107,24576186.0,,65699.2,0.41894197,58.54545454545455,6,24576186.0,-8.839941e+21,1.0,True,575.2271,29.800714,19399,3.4508405e+33,-8.839941e+21,,65699.2,304.50778,3,9.999994,0.00016742974,86.95284,-1.0,142.06595,11,[-0.647  0.572 -0.958 -1.523],409.75165,9.999994
-41.669,19.031805992126465,-43.7977,,9.803186e-07,504.3882,514.3683165088325,74369.83,999.7151,594,0.00014790945,989.735,31811.832,,74369.83,0.41894197,52.45454545454545,6,31811.832,-2.3820563e+22,1.0,True,514.36835,0.1753973,19976,1.8746188e+34,-2.3820563e+22,,74369.83,0.7136803,4,10.0,0.00014790945,0.24451931,-1.0,294.57016,11,[-0.647  0.572 -0.958 -1.523],9.980113,10.0
-41.068054,19.40793204307556,-48.37738,,1.3028383e-08,130.06744,559.7803870003371,90945.54,809.7897,605,0.00012095151,380.07672,239603.84,,90945.54,0.41894197,57.0,6,239603.84,-4.1896773e+21,1.0,True,559.78033,0.9976885,20603,1.3470575e+33,-4.1896773e+21,,90945.54,10.756388,5,10.0,0.00012095151,3.086443,-1.0,121.863594,11,[-0.647  0.572 -0.958 -1.523],429.71295,10.0
-34.249977,19.771381378173828,-38.559525,,7.833008e-06,540.7828,570.7289794115154,10081.665,799.8307,616,0.0010910896,769.8845,212497.8,,10081.665,0.41894197,58.09090909090909,6,212497.8,-1.0304133e+19,1.0,True,570.72894,0.4249428,21242,8.561396e+27,-1.0304133e+19,,10081.665,3.4911952,6,10.0,0.0010910896,0.99191844,-1.0,207.84573,11,[-0.647  0.572 -0.958 -1.523],29.946156,10.0
-48.361298,20.18309497833252,-59.742817,,1.3005826e-10,458.02795,468.00806509245047,41536.61,1099.739,627,0.0002648266,1089.7589,101385.57,,41536.61,0.41894197,47.81818181818182,6,101385.57,-4.8394584e+21,1.0,True,468.0081,0.57587016,21768,5.2838314e+32,-4.8394584e+21,,41536.61,2.5694973,7,9.999998,0.0002648266,0.82405704,-1.0,294.13602,11,[-0.647  0.572 -0.958 -1.523],9.980102,9.999998
-53.81841,20.61939811706543,-64.99541,,6.7059048e-15,179.9544,639.7690930142345,208939.66,1029.768,638,5.264678e-05,569.95325,247793.27,,208939.66,0.41894197,65.0,6,247793.27,-3.4764321e+22,1.0,True,639.7691,1.0129672,22483,3.5466965e+34,-3.4764321e+22,,208939.66,7.551424,8,9.999999,5.264678e-05,2.2934344,-1.0,176.99129,11,[-0.647  0.572 -0.958 -1.523],459.81467,9.999999
-46.647545,20.981115579605103,-60.107067,,1.5526644e-14,650.71783,670.683545203457,139391.25,1119.6887,649,7.891456e-05,1099.723,344761.0,,139391.25,0.41894197,68.0909090909091,6,344761.0,-2.0071787e+22,1.0,True,670.68353,0.74701405,23232,8.458567e+33,-2.0071787e+22,,139391.25,5.487604,9,9.999996,7.891456e-05,1.5943443,-1.0,299.18805,11,[-0.647  0.572 -0.958 -1.523],19.96567,9.999996
-32.072243,21.229806423187256,-37.75669,,3.858846e-08,553.4065,553.4065010872282,181344.14,899.78735,660,6.065815e-05,899.78735,621884.8,,181344.14,0.41894197,56.36363636363637,6,621884.8,-1.4937334e+22,1.0,True,553.4065,2.198068,23852,1.1233122e+34,-1.4937334e+22,,181344.14,18.636131,10,9.999998,6.065815e-05,5.3670545,-1.0,204.17892,11,[-0.647  0.572 -0.958 -1.523],,9.999998
-48.162193,21.6892511844635,-48.162193,,1.0355494,678.8819,718.8225026589378,1.0,1459.4841,671,11.0,1419.5436,638848.94,,1.0,0.41894197,72.9090909090909,7,99805220000.0,-3.2943262e+23,1.0,True,718.8225,115185.98,24654,7.893136e+35,-1009652.1,,1.0,1016324.44,1,9.999999,11.0,290765.9,-1.0,349.4898,11,[-0.647  0.572 -0.958 -1.523],39.94055,9.999999
-47.046856,22.1274311542511,-54.796764,,9.765682e-13,513.4731,563.40425275093,746741800.0,1069.7705,682,1.473066e-08,1019.83936,3506400.5,,746741800.0,0.41894197,57.36363636363637,7,3506400.5,-inf,1.0,True,563.40424,5.492192,25285,inf,-inf,,746741800.0,42.110104,2,10.0,1.473066e-08,12.618263,-1.0,280.26837,11,[-0.62   0.758 -0.882 -1.377],49.93113,10.0
-63.85344,22.596247673034668,-73.59502,,7.235813e-21,645.29395,895.131803368907,798159200000.0,1469.5526,693,1.3781712e-11,1219.7147,183708.23,,798159200000.0,0.41894197,90.54545454545455,7,183708.23,-inf,1.0,True,895.13184,0.1366072,26281,inf,-inf,,798159200000.0,1.5026789,3,9.999999,1.3781712e-11,0.4319898,-1.0,378.6304,11,[-0.62   0.758 -0.882 -1.377],249.83788,9.999999
