EmpiricalD2Arithmetic,WReturnMean,EpLenMean,OptimizationReturnMean,MeanIW,EpRewMean,OptimizationReturnMax,InitialReturnMin,MaxIW,MinIW,ReturnStepMax,ReturnStepMaxmin,Penalization,EpisodesSoFar,DivergenceHarmonic,InitialBound,VarianceInitializer,TimestepsSoFar,InitialReturnMax,MinBehavPdf,MeanEntropy,TimeElapsed,InitialReturnStd,OptimizationReturnMin,Bound,Epsilon,InitialReturnMean,LearnableVariance,ESSRenyiArithmetic,Weights,StdWReturnMean,MinTargetPdf,StdIW,Inner Iteration,Iteration,EpThisIter,ReturnMeanIW,ESSRenyiHarmonic,EmpiricalD2Harmonic,MeanD2-0
1.0,28373.824,14.909090909090908,99.03857,1.3161885,138.9809383120281,329.89136,39.942368,2.8978817,0.16146894,9.999915,9.999915,True,121,233966150000000.0,-52183.664,-1.0,1544,369.83374,-14.875794,0.41894197,11.096024990081787,95.17418,,-364193870000.0,1.0,138.98094,,11.0,[-0.061 -0.179 -0.177 -0.768],,-14.875794,0.7160046,1,2,11,27112.848,11.0,1.0,1.0
2.6192548e+20,95379.414,24.09090909090909,210.79018,1.4864582,230.75529886913054,749.9192,19.965126,6.399338,5.301627e-24,9.999976,9.999976,True,132,inf,-inf,-1.0,1809,769.88434,-35.060112,0.41894197,11.917118787765503,206.72578,,-inf,1.0,230.75531,,4.1996677e-20,[ 0.06   0.027 -0.213 -0.834],,-37.86057,1.8228688,2,2,11,95379.414,4.1996674e-20,2.619255e+20,2.6192548e+20
1.3643881e+20,1073736.2,32.27272727272727,262.63693,4.777513,312.56368146711867,599.94165,49.92676,36.73792,3.0663532e-34,9.999991,9.999991,True,143,inf,-inf,-1.0,2164,649.8684,-35.41661,0.41894197,12.94261908531189,190.05125,,-inf,1.0,312.5637,,8.062222e-20,[ 0.06   0.027 -0.213 -0.834],,-57.262047,10.3163805,3,2,11,1073736.2,8.062222e-20,1.3643881e+20,1.3643881e+20
28.390913,16055.298,18.727272727272727,147.23969,1.1625746,177.19012041048552,569.8934,29.950436,2.8168213,4.4540307e-06,9.999998,9.999998,True,154,25202110000000.0,-488900800000.0,-1.0,2370,599.8438,-24.035522,0.41894197,13.537938594818115,205.03818,,-314440060000.0,1.0,177.19011,,0.38744792,[ 0.06   0.027 -0.213 -0.834],,-27.365662,0.96611446,4,2,11,13076.475,0.38744792,28.390913,28.390913
633795440000000.0,26899.291,30.818181818181817,268.1047,1.645089,298.06673898311743,1259.7136,29.962051,11.718662,2.4655113e-26,9.999999,9.999999,True,165,inf,-inf,-1.0,2709,1289.6757,-50.26541,0.41894197,14.503117322921753,375.2285,,-inf,1.0,298.06674,,1.7355758e-14,[ 0.034  0.013 -0.205 -0.769],,-63.467194,3.2666206,5,2,11,26899.291,1.7355758e-14,633795440000000.0,633795440000000.0
1.7376726e+16,4459.01,25.09090909090909,220.7648,0.4010807,240.7331630870535,659.83124,19.96836,1.8547133,4.198491e-33,9.999997,9.999997,True,176,inf,-inf,-1.0,2985,679.7996,-23.51777,0.41894197,15.377113103866577,191.55981,,-inf,1.0,240.73315,,6.3303066e-16,[ 0.034  0.013 -0.205 -0.769],,-60.79306,0.57273895,6,2,11,4459.01,6.330306e-16,1.7376727e+16,1.7376726e+16
4982685500000000.0,451088.12,27.272727272727273,202.67583,3.7061155,262.57464280495475,589.7344,59.89882,18.360018,7.3670844e-20,9.999991,9.999991,True,187,inf,-inf,-1.0,3285,649.6332,-27.968872,0.41894197,16.33406114578247,173.41307,,-inf,1.0,262.57465,,2.2076448e-15,[ 0.034  0.013 -0.205 -0.769],,-49.996212,5.5840087,7,2,11,451088.12,2.2076448e-15,4982685500000000.0,4982685500000000.0
99294.52,170746.5,21.454545454545453,204.39682,2.1755736,204.39681278961763,439.87494,,8.345745,2.4541762e-07,9.999925,9.999925,True,198,1.5342573e+35,-1.3193214e+22,-1.0,3521,439.87494,-22.047653,0.41894197,17.153154373168945,124.43611,,-1.3193214e+22,1.0,204.39682,,0.00011078154,[ 0.034  0.013 -0.205 -0.769],,-25.513557,2.7079694,8,2,11,170746.5,0.00011078154,99294.52,99294.52
425810560000.0,137604.4,24.181818181818183,211.7049,2.9285624,231.67299739734028,659.7403,19.968086,15.228248,3.466457e-16,9.999984,9.999984,True,209,inf,-inf,-1.0,3787,679.7084,-35.86689,0.41894197,18.000022649765015,189.89807,,-inf,1.0,231.67299,,2.5833084e-11,[ 0.034  0.013 -0.205 -0.769],,-40.252357,4.2453084,9,2,11,137604.4,2.5833084e-11,425810560000.0,425810560000.0
1.30646385e+17,17246.605,16.181818181818183,141.70226,1.4024516,151.68342400273318,399.70004,9.981158,3.8894057,3.3472406e-25,9.999535,9.999535,True,220,inf,-inf,-1.0,3965,409.6812,-13.727418,0.41894197,18.630690813064575,108.61179,,-inf,1.0,151.68343,,8.419674e-17,[ 0.034  0.013 -0.205 -0.769],,-41.905663,1.3677449,10,2,11,17246.605,8.419675e-17,1.3064638e+17,1.30646385e+17
1.0,50110.37,17.0,149.90309,4.816158,159.8866940908727,569.7679,9.983599,43.31708,0.80570024,9.999955,9.999955,True,231,78167000000000.0,-108619.97,-1.0,4152,579.75146,-22.13609,0.41894197,19.197452783584595,156.67358,,-517296520000.0,1.0,159.8867,,11.0,[ 0.034  0.013 -0.205 -0.769],,-22.13609,12.175398,1,3,11,1341778.5,11.0,1.0,1.0
1.0255791,10600.199,12.818181818181818,48.18138,97.701294,118.09193242001379,110.01849,69.91055,1059.4939,0.09455731,9.999838,9.999838,True,242,9.529987e+22,-16718.938,-1.0,4293,179.92905,-16.463903,0.41894197,19.77031636238098,37.61451,,-1739769500000000.0,1.0,118.09193,,10.725648,[-0.078 -0.038 -0.213 -0.747],,-16.707136,304.15186,2,3,11,1651677.6,10.725648,1.0255791,1.0255791
95.59414,313.1409,9.0,69.95675,44.48456,79.9366950508769,189.96014,9.979946,308.58298,0.7157847,9.999782,9.999782,True,253,561287.94,-647396700000.0,-1.0,4392,199.9401,-14.076582,0.41894197,20.21355390548706,48.234966,,-6491527.0,1.0,79.9367,,0.115069814,[-0.021 -0.933  0.181 -0.547],,-16.361874,86.74273,3,3,11,1277951.5,0.115069814,95.59414,95.59414
inf,83.596085,10.272727272727273,72.7053,0.14387658,92.6705271450868,169.93558,19.965221,0.77272147,,9.999901,9.999901,True,264,inf,-inf,-1.0,4505,189.9008,-8.808605,0.41894197,20.689170122146606,59.07819,,-inf,1.0,92.670525,,,[ 0.131  0.909 -0.346 -0.639],,-63.591446,0.2323616,4,3,11,83.596085,,inf,inf
inf,35.771713,8.909090909090908,59.065453,0.07700523,79.03877654178615,129.90436,19.97333,0.83500475,,9.999997,9.999997,True,275,nan,nan,-1.0,4603,149.87769,-6.904492,0.41894197,21.252315521240234,43.135193,,nan,1.0,79.03877,,,[ 0.131  0.909 -0.346 -0.639],,-55.64762,0.23972127,5,3,11,35.771713,,inf,inf
inf,60.66671,10.636363636363637,86.31672,0.033374276,96.2995769814397,169.85893,9.982863,0.25504327,,9.999963,9.999963,True,286,inf,-inf,-1.0,4720,179.8418,-12.278301,0.41894197,21.818865060806274,47.118607,,-inf,1.0,96.29958,,,[ 0.131  0.909 -0.346 -0.639],,-68.217384,0.07669539,6,3,11,60.66671,,inf,inf
9.967693e+22,152.62595,8.636363636363637,76.32657,0.42058322,76.32656966449066,129.94557,,3.632092,4.61005e-33,9.999967,9.999967,True,297,nan,nan,-1.0,4815,129.94557,-7.9014397,0.41894197,22.261007070541382,40.05094,,nan,1.0,76.32657,,1.1035653e-22,[ 0.131  0.909 -0.346 -0.639],,-41.88729,1.0425533,7,3,11,152.62595,1.1035653e-22,9.967693e+22,9.967693e+22
2.2290603e+34,220489.55,12.090909090909092,90.87466,30.676659,110.84867211648915,189.95222,19.974014,297.556,,9.999999,9.999999,True,308,nan,nan,-1.0,4948,209.92624,-9.59363,0.41894197,22.8272442817688,55.502262,,nan,1.0,110.84868,,4.934815e-34,[ 0.131  0.909 -0.346 -0.639],,-50.99996,85.0625,8,3,11,220489.55,4.934815e-34,2.2290603e+34,2.2290603e+34
inf,222.16293,11.0,69.97976,0.1679059,99.93338903140032,169.99469,29.953625,1.090756,,9.999932,9.999932,True,319,nan,nan,-1.0,5069,199.94832,-9.270958,0.41894197,23.372554779052734,57.976692,,nan,1.0,99.933395,,,[ 0.131  0.909 -0.346 -0.639],,-59.546997,0.32472348,9,3,11,222.16293,,inf,inf
inf,320.03333,9.363636363636363,63.618607,0.20242062,83.59223066883592,119.960915,19.973625,2.1014962,,9.999962,9.999962,True,330,nan,nan,-1.0,5172,139.93454,-8.835741,0.41894197,23.90506362915039,45.37117,,nan,1.0,83.59223,,,[ 0.131  0.909 -0.346 -0.639],,-57.939514,0.60138834,10,3,11,320.03333,,inf,inf
1.0,9714.423,9.181818181818182,71.78006,275.09796,81.76228631224193,169.90572,9.982228,2856.5742,0.65328413,9.999916,9.999916,True,341,5.884373e+17,-15347.521,-1.0,5273,179.88794,-8.039426,0.41894197,24.475269317626953,55.03954,,-4321135600000.0,1.0,81.76228,,11.0,[ 0.131  0.909 -0.346 -0.639],,-8.039426,817.18964,1,4,11,6895319.0,11.0,1.0,1.0
5439.442,9618.887,10.818181818181818,78.15379,1.5084121,98.12006560021713,169.90239,19.966272,6.566953,7.7939214e-05,9.999983,9.999983,True,352,3.4676588e+27,-3.6954538e+17,-1.0,5392,189.86867,-10.044673,0.41894197,25.010173797607422,55.377556,,-3.6954538e+17,1.0,98.12006,,0.0020222664,[ 0.132  0.78  -0.365 -0.852],,-11.90749,2.1627944,2,4,11,9618.887,0.0020222664,5439.442,5439.442
4006.7666,8532.047,14.818181818181818,108.146416,3.1565497,138.10942568572446,299.90305,29.963013,26.853796,1.7061518e-08,9.999995,9.999995,True,363,1.5991059e+25,-7.574551e+16,-1.0,5555,329.86606,-14.286964,0.41894197,25.638606548309326,91.5015,,-7.574551e+16,1.0,138.10944,,0.0027453557,[ 0.132  0.78  -0.365 -0.852],,-23.230185,7.572759,3,4,11,8532.047,0.0027453557,4006.7666,4006.7666
470.8926,10738.16,12.545454545454545,75.43653,1.4229869,115.39089634591237,139.99246,39.95437,5.5813804,1.2989074e-09,9.999986,9.999986,True,374,4.5124038e+20,-119738930000000.0,-1.0,5693,179.94682,-16.968983,0.41894197,26.258625030517578,53.981968,,-119738930000000.0,1.0,115.3909,,0.023359891,[ 0.132  0.78  -0.365 -0.852],,-19.151447,1.7198825,4,4,11,10738.16,0.023359891,470.8926,470.8926
2618.79,52139.875,12.454545454545455,104.481155,3.3979745,114.46597294153479,159.88246,9.984809,22.822842,7.735975e-07,9.999986,9.999986,True,385,1.939049e+23,-2211855500000000.0,-1.0,5830,169.86726,-15.243134,0.41894197,26.808177709579468,53.116478,,-2211855500000000.0,1.0,114.46597,,0.004200413,[ 0.132  0.78  -0.365 -0.852],,-14.049722,6.5949273,5,4,11,52139.875,0.004200413,2618.79,2618.79
14219.588,3965.4878,13.181818181818182,111.74944,0.7460911,121.73044856016163,169.93987,9.9810095,5.5768104,8.753598e-06,9.999913,9.999913,True,396,8.926957e+29,-5.3242427e+18,-1.0,5975,179.92087,-8.795355,0.41894197,27.273844003677368,51.814064,,-5.3242427e+18,1.0,121.730446,,0.0007735808,[ 0.132  0.78  -0.365 -0.852],,-11.482883,1.5704516,6,4,11,3965.4878,0.0007735808,14219.588,14219.588
691.9655,480.1771,13.818181818181818,118.13256,0.21606669,128.1169268579171,229.94748,9.984372,1.2859896,1.7110528e-05,9.999968,9.999968,True,407,1.5359106e+20,-124194340000000.0,-1.0,6127,239.93185,-10.950919,0.41894197,27.877099990844727,80.64343,,-124194340000000.0,1.0,128.11693,,0.015896745,[ 0.132  0.78  -0.365 -0.852],,-16.438828,0.38215688,7,4,11,480.1771,0.015896745,691.9655,691.9655
275.47278,1835.8998,11.545454545454545,95.4076,0.69325846,105.39428383976525,179.96819,9.986684,2.9851582,5.981502e-07,9.99998,9.99998,True,418,3.0771435e+18,-11080763000000.0,-1.0,6254,189.95486,-12.845835,0.41894197,28.5796902179718,57.718266,,-11018381000000.0,1.0,105.39429,,0.03993135,[ 0.132  0.78  -0.365 -0.852],,-20.010567,1.0200671,8,4,11,1843.7861,0.03993135,275.47278,275.47278
15004.05,118334.55,14.818181818181818,98.15901,6.3225813,138.103357015526,160.004,39.944344,60.764343,2.2599424e-05,9.9999895,9.9999895,True,429,1.1707161e+29,-2.3812472e+18,-1.0,6417,199.94835,-14.763107,0.41894197,29.454419374465942,44.468437,,-2.3812472e+18,1.0,138.10335,,0.0007331354,[ 0.137  0.778 -0.362 -0.851],,-17.273054,17.279325,9,4,11,118334.55,0.0007331354,15004.05,15004.05
16141.9,10758.201,13.363636363636363,123.56612,1.163031,123.56612666807709,259.81296,,3.3984423,0.00011649936,9.999992,9.999992,True,440,1.1170532e+30,-1.2419427e+19,-1.0,6564,259.81296,-13.090765,0.41894197,30.110151767730713,66.32902,,-1.2419427e+19,1.0,123.56612,,0.0006814563,[ 0.137  0.778 -0.362 -0.851],,-17.11153,1.1836907,10,4,11,10758.201,0.0006814563,16141.9,16141.9
1.0,18482.195,13.818181818181818,108.148384,20.865267,128.11633388690646,159.95372,19.96795,177.99458,0.69262356,9.999972,9.999972,True,451,6537576000.0,-24117.408,-1.0,6716,179.92168,-11.796342,0.41894197,30.70306921005249,45.479645,,-456137150.0,1.0,128.11635,,11.0,[ 0.137  0.778 -0.362 -0.851],,-11.796342,49.88428,1,5,11,500799.25,11.0,1.0,1.0
5916.3735,27792.457,21.0,189.92924,3.1684012,199.91160294920007,469.801,9.98235,23.967339,4.9572124e-11,9.999999,9.999999,True,462,9.708777e+26,-1.2485778e+18,-1.0,6947,479.78336,-25.227644,0.41894197,31.487422227859497,160.29536,,-1.2485778e+18,1.0,199.9116,,0.001859247,[ 0.087  0.634 -0.406 -1.044],,-32.2151,6.699255,2,5,11,27792.457,0.001859247,5916.3735,5916.3735
24863.582,70353.875,20.90909090909091,169.01294,4.330486,198.97554351635665,379.95135,29.96261,45.43797,9.584618e-13,9.999995,9.999995,True,473,2.6347424e+31,-1.501404e+20,-1.0,7177,409.91397,-19.303564,0.41894197,32.188268423080444,107.96656,,-1.501404e+20,1.0,198.97554,,0.00044241414,[ 0.087  0.634 -0.406 -1.044],,-31.203506,13.005548,3,5,11,70353.875,0.00044241414,24863.582,24863.582
16763.154,345317.25,24.454545454545453,224.444,3.9968972,234.427772754932,449.86975,9.983751,42.21175,1.5793658e-08,9.999971,9.999971,True,484,4.4500304e+28,-7.765395e+18,-1.0,7446,459.85352,-16.242893,0.41894197,33.044169664382935,124.167564,,-7.765395e+18,1.0,234.42778,,0.0006562011,[ 0.087  0.634 -0.406 -1.044],,-23.702892,12.089171,4,5,11,345317.25,0.0006562011,16763.154,16763.154
75356.65,4627.7607,22.818181818181817,198.10406,0.79496425,218.0783422699528,529.82495,19.974262,5.325971,1.9978675e-06,9.999982,9.999982,True,495,2.513776e+34,-8.3428513e+21,-1.0,7697,549.7992,-27.647953,0.41894197,33.965052366256714,153.80276,,-8.3428513e+21,1.0,218.07835,,0.00014597252,[ 0.087  0.634 -0.406 -1.044],,-31.284266,1.5098294,5,5,11,4627.7607,0.00014597252,75356.65,75356.65
9474.318,674.7605,25.90909090909091,229.00977,0.11954851,248.97639579884301,409.8084,19.966602,1.1815796,6.139842e-10,9.999999,9.999999,True,506,2.4910894e+28,-5.0748135e+18,-1.0,7982,429.77502,-14.593487,0.41894197,34.957629919052124,107.62936,,-5.0748135e+18,1.0,248.97638,,0.0011610334,[ 0.087  0.634 -0.406 -1.044],,-25.199013,0.33739284,6,5,11,674.7605,0.0011610334,9474.318,9474.318
150387.0,104918.695,15.636363636363637,126.29907,6.926022,146.2609992429848,309.77383,19.961937,44.201103,1.0507388e-08,9.999973,9.999973,True,517,1.8123759e+36,-2.5479995e+22,-1.0,8154,329.73578,-15.680777,0.41894197,35.656172037124634,92.90141,,-2.5479995e+22,1.0,146.261,,7.314462e-05,[ 0.087  0.634 -0.406 -1.044],,-23.257027,13.062539,7,5,11,104918.695,7.314462e-05,150387.0,150387.0
25032.186,4264.6714,18.272727272727273,132.67319,0.35928968,172.6234580760686,180.00093,39.950275,2.1131182,7.639707e-08,9.999991,9.999991,True,528,3.6533755e+31,-5.090294e+19,-1.0,8355,219.9512,-9.476339,0.41894197,36.415603160858154,47.86806,,-5.090294e+19,1.0,172.62346,,0.00043943425,[ 0.087  0.634 -0.406 -1.044],,-17.67,0.6336749,8,5,11,4264.6714,0.00043943425,25032.186,25032.186
45973.473,1719.5465,23.636363636363637,176.3257,0.35915875,226.26136887299944,339.9783,49.935673,3.1303482,6.955136e-14,9.999998,9.999998,True,539,1.4305202e+33,-1.0009852e+21,-1.0,8615,389.91397,-14.793716,0.41894197,37.08749723434448,95.65621,,-1.0009852e+21,1.0,226.26137,,0.00023926841,[ 0.087  0.634 -0.406 -1.044],,-25.808674,0.90487105,9,5,11,1719.5465,0.00023926841,45973.473,45973.473
12817815.0,50065.67,28.454545454545453,104.54641,0.6745425,274.3993307067071,379.78662,169.85292,4.8060417,3.706334e-15,10.0,10.0,True,550,inf,-inf,-1.0,8928,549.6395,-25.810976,0.41894197,37.973265171051025,116.728035,,-inf,1.0,274.39932,,8.581806e-07,[ 0.087  0.634 -0.406 -1.044],,-40.33492,1.4390073,10,5,11,50065.67,8.581806e-07,12817815.0,12817815.0
1.0,46343.5,20.818181818181817,148.15277,5845.5405,198.08820084840198,299.9771,49.935432,58013.19,0.8139407,9.999988,9.999988,True,561,8.680609e+22,-67657.38,-1.0,9157,349.91254,-15.371567,0.41894197,38.64836502075195,84.288574,,-6279674400000000.0,1.0,198.0882,,11.0,[ 0.087  0.634 -0.406 -1.044],,-15.371567,16551.97,1,6,11,212781200.0,11.0,1.0,1.0
29960718.0,12595553.0,13.090909090909092,100.883766,127.59539,120.84702310630593,309.9737,19.96326,1203.9221,4.5629503e-07,9.999992,9.999992,True,572,inf,-inf,-1.0,9301,329.93695,-12.121426,0.41894197,39.3839910030365,82.940926,,-inf,1.0,120.84702,,3.671474e-07,[-0.11   0.852 -0.584 -0.68 ],,-15.647249,344.2594,2,6,11,12595553.0,3.671474e-07,29960718.0,29960718.0
200885060.0,91.543274,9.727272727272727,77.2395,0.15214667,87.22179078016433,179.89403,9.982294,1.0142609,5.2120005e-13,9.999999,9.999999,True,583,inf,-inf,-1.0,9408,189.87633,-10.994512,0.41894197,39.84360599517822,57.357304,,-inf,1.0,87.221794,,5.475768e-08,[-0.11   0.852 -0.584 -0.68 ],,-20.640873,0.32435197,3,6,11,91.543274,5.475768e-08,200885060.0,200885060.0
256844660.0,1773.6711,13.181818181818182,101.787285,0.47634095,121.75623571844811,219.9691,19.968945,5.130359,5.884186e-11,9.999996,9.999996,True,594,inf,-inf,-1.0,9553,239.93805,-14.383251,0.41894197,40.4658260345459,54.905373,,-inf,1.0,121.75623,,4.2827445e-08,[-0.11   0.852 -0.584 -0.68 ],,-20.16461,1.4719111,4,6,11,1773.6711,4.282744e-08,256844670.0,256844660.0
11146454000000.0,67.905815,14.090909090909092,130.83344,0.09023075,130.83343748312788,239.87039,,0.9207803,2.0795734e-22,9.999971,9.999971,True,605,inf,-inf,-1.0,9708,239.87039,-10.6825285,0.41894197,41.07306885719299,72.011024,,-inf,1.0,130.83344,,9.868609e-13,[-0.11   0.852 -0.584 -0.68 ],,-32.489513,0.26318726,5,6,11,67.905815,9.868609e-13,11146454000000.0,11146454000000.0
128066700000000.0,328.9463,8.909090909090908,49.06477,0.072522596,79.03751704739578,149.93616,29.972748,0.6658919,5.2508145e-21,9.999899,9.999899,True,616,inf,-inf,-1.0,9806,179.9089,-11.6915655,0.41894197,41.573402404785156,44.99602,,-inf,1.0,79.03751,,8.5892746e-14,[-0.11   0.852 -0.584 -0.68 ],,-27.930038,0.18894543,6,6,11,328.9463,8.589274e-14,128066706000000.0,128066700000000.0
64145093000.0,60.40103,9.0,69.97429,0.09217895,79.95933090904629,149.89444,9.985044,0.5150136,1.97e-12,9.999984,9.999984,True,627,inf,-inf,-1.0,9905,159.87949,-12.139015,0.41894197,42.05820631980896,40.65802,,-inf,1.0,79.95933,,1.7148623e-10,[-0.11   0.852 -0.584 -0.68 ],,-25.615509,0.18300001,7,6,11,60.40103,1.7148621e-10,64145097000.0,64145093000.0
29083976.0,240.91376,11.090909090909092,80.8915,0.36517686,100.85650455795145,189.95236,19.965004,2.7704206,1.0567618e-09,9.999983,9.999983,True,638,inf,-inf,-1.0,10027,209.91736,-13.605343,0.41894197,42.53715944290161,51.05941,,-inf,1.0,100.8565,,3.7821513e-07,[-0.11   0.852 -0.584 -0.68 ],,-16.065592,0.83737576,8,6,11,240.91376,3.7821513e-07,29083976.0,29083976.0
1637105300.0,189438.92,13.090909090909092,90.8837,3.7120085,120.83927430689367,199.99521,29.95557,39.38247,3.135827e-11,9.999988,9.999988,True,649,inf,-inf,-1.0,10171,229.95078,-13.496629,0.41894197,42.98332476615906,49.798576,,-inf,1.0,120.839264,,6.7191768e-09,[-0.11   0.852 -0.584 -0.68 ],,-15.624226,11.287529,9,6,11,189438.92,6.7191768e-09,1637105300.0,1637105300.0
3094000700000.0,198.18488,10.181818181818182,71.768234,0.21212626,91.74792057342711,149.90157,19.97969,2.237209,1.1651871e-15,9.99994,9.99994,True,660,inf,-inf,-1.0,10283,169.88126,-10.488525,0.41894197,43.48038339614868,48.731197,,-inf,1.0,91.747925,,3.5552674e-12,[-0.11   0.852 -0.584 -0.68 ],,-20.87137,0.64066327,10,6,11,198.18488,3.5552674e-12,3094000700000.0,3094000700000.0
1.0,15147.152,12.272727272727273,92.68864,65.5773,112.66228510600399,169.97559,19.973654,562.24506,0.32219145,9.99995,9.99995,True,671,1733279300000000.0,-21428.002,-1.0,10418,189.94923,-11.636775,0.41894197,44.08295273780823,49.5415,,-261489050000.0,1.0,112.662285,,11.0,[-0.11   0.852 -0.584 -0.68 ],,-11.636775,157.94957,1,7,11,678263.6,11.0,1.0,1.0
199470.39,31250.53,18.09090909090909,160.81377,5.151685,170.79868630645052,299.86127,9.984911,51.4151,7.044521e-10,9.999958,9.999958,True,682,4.088214e+36,-3.3791087e+22,-1.0,10617,309.8462,-14.403252,0.41894197,44.87881517410278,98.615585,,-3.3791087e+22,1.0,170.79869,,5.514603e-05,[-0.136  0.67  -0.587 -0.85 ],,-24.940052,14.655557,2,7,11,31250.53,5.514603e-05,199470.39,199470.39
