MeanEntropy,ESSRenyiHarmonic,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiArithmetic,MaxIW,Weights,VarianceInitializer,DivergenceHarmonic,OptimizationReturnMin,InitialReturnMean,WReturnMean,InitialReturnMin,TimestepsSoFar,StdIW,EpRewMean,ReturnMeanIW,MeanIW,MinIW,InitialReturnMax,ReturnStepMax,OptimizationReturnMean,MinTargetPdf,MinBehavPdf,InitialBound,Penalization,EmpiricalD2Arithmetic,StdWReturnMean,EpisodesSoFar,Bound,ReturnStepMaxmin,EpThisIter,Iteration,EpLenMean,TimeElapsed,Epsilon,MeanD2-0,Inner Iteration,LearnableVariance,OptimizationReturnMax
0.41894197,0.28356084,20.805933,38.79238,0.28356084,23.00262,[-0.161  0.074  0.13   0.792],-1.0,191557300000000.0,,38.157948,1979.2136,9.988374,1466,6.4470587,38.157948399023894,1979.0039,3.4477797,0.00024766172,89.97534,9.999984,28.169575,-6.0464554,-3.0510864,-19509658000.0,True,38.79238,,264,-19504706000.0,9.999984,11,3,4.818181818181818,13.81461763381958,1.0,38.79238,4,,79.98697
0.41894197,0.06814045,24.794477,161.43129,0.06814045,7.8881903,[-0.161  0.075  0.131  0.791],-1.0,2.1021651e+18,,41.794598,3126.2551,9.98374,1523,2.8275068,41.79459798749115,3129.7734,1.9538021,0.00054573856,109.96867,9.999972,31.810858,-10.132685,-6.377317,-3054836400000.0,True,161.43129,,275,-3052210000000.0,9.999972,11,3,5.181818181818182,14.161354064941406,1.0,161.43129,5,,99.98493
0.41894197,0.030015282,20.48135,366.47998,0.030015282,39.279976,[-0.163  0.074  0.129  0.792],-1.0,3.5313956e+19,,52.69951,11039.294,19.97445,1592,11.133227,52.69950748417298,11039.294,4.3616824,1.2216755e-05,99.93413,9.999949,32.72506,-9.217426,-4.414635,-10331036000000.0,True,366.47998,,286,-10331036000000.0,9.999949,11,3,6.2727272727272725,14.677135944366455,1.0,366.47998,6,,79.95968
0.41894197,0.07900582,16.209673,139.23024,0.07900582,19.5827,[-0.163  0.074  0.129  0.792],-1.0,1.3525488e+17,,39.068516,10322.316,19.966293,1646,5.4016027,39.06851608978074,10230.654,2.8038316,0.0026537874,69.9604,9.999981,19.102222,-4.906154,-4.792771,-315803930000.0,True,139.23024,,297,-313345970000.0,9.999981,11,3,4.909090909090909,14.954299926757812,1.0,139.23024,7,,49.99411
0.41894197,0.11290909,15.261253,97.42351,0.11290909,2.8468757,[-0.168  0.077  0.123  0.791],-1.0,3550810000000000.0,,38.154697,491.64926,19.968155,1699,0.85584646,38.15469632899343,493.06107,0.59289664,4.0566774e-05,59.96833,9.999904,18.186543,-5.889333,-4.3349175,-37378937000.0,True,97.42351,,308,-37303595000.0,9.999904,11,3,4.818181818181818,15.336742639541626,1.0,97.42351,8,,40.000175
0.41894197,0.17344004,20.566635,63.422497,0.17344004,4.8046393,[-0.17   0.079  0.121  0.789],-1.0,1907484200000000.0,,46.33417,1197.9545,19.965366,1761,1.4600154,46.33417216830701,1202.0244,0.8782404,0.0012356532,79.982925,9.999985,26.368807,-7.5330625,-4.5858808,-48811704000.0,True,63.422497,,319,-48637145000.0,9.999985,11,3,5.636363636363637,15.786307096481323,1.0,63.422497,9,,60.01756
0.41894197,0.11753641,24.655348,93.58802,0.11753641,29.779799,[-0.174  0.081  0.117  0.788],-1.0,4189244800000000.0,,39.068707,9623.358,9.980746,1815,8.9045515,39.06870823254599,9644.396,4.912877,4.0925475e-05,89.95024,9.999997,29.087963,-7.0124397,-4.409048,-91472410000.0,True,93.58802,,330,-91162360000.0,9.999997,11,3,4.909090909090909,16.1001238822937,1.0,93.58802,10,,79.9695
0.41894197,11.0,23.484219,1.0,11.0,75.85901,[-0.178  0.079  0.113  0.79 ],-1.0,14559874000.0,,45.424503,2614.8943,9.989367,1876,21.07571,45.42450567560917,24204.252,9.778145,0.17196666,89.9275,9.999863,35.43514,-4.271056,-4.271056,-4022.6528,True,1.0,,341,-169890370.0,9.999863,11,4,5.545454545454546,16.53623652458191,1.0,1.0,1,,79.93813
0.41894197,2.2767756,16.414288,4.831394,2.2767756,13160352.0,[-0.205 -0.08   0.101  0.599],-1.0,1.8563025e+23,,38.16089,3390.7253,19.96725,1929,5126029.5,38.16088773877644,6799645700.0,3135917.8,0.7731779,59.98983,9.99996,18.193636,-5.452155,-4.9708023,-450859.94,True,4.831394,,352,-269919100000000.0,9.99996,11,4,4.818181818181818,16.89920425415039,1.0,4.831394,2,,40.02258
0.41894197,2.0859131e-35,15.043651,5.2734697e+35,2.0859133e-35,6.680702,[-0.16   0.47   0.168  1.431],-1.0,inf,,29.071033,118.081726,9.983088,1972,1.9014392,29.071036295571478,118.081726,0.6833605,,59.969917,9.999979,19.08795,-50.54805,-5.355353,-inf,True,5.2734693e+35,,363,-inf,9.999979,11,4,3.909090909090909,17.339221954345703,1.0,5.2734693e+35,3,,49.98683
0.41894197,1.15757834e-26,11.13161,9.502597e+26,1.15757834e-26,1.3510636,[-0.16   0.47   0.168  1.431],-1.0,inf,,31.794893,130.42012,19.966955,2018,0.43564788,31.79489558539035,130.42012,0.22627668,6.2965717e-35,49.971703,9.999969,11.827942,-42.40555,-3.0303104,-inf,True,9.502597e+26,,374,-inf,9.999969,11,4,4.181818181818182,17.61019778251648,1.0,9.502597e+26,4,,30.004747
0.41894197,7.089835e-30,15.041309,1.5515171e+30,7.089835e-30,3.1540158,[-0.16   0.47   0.168  1.431],-1.0,nan,,30.891756,30.027962,9.98498,2063,0.905645,30.891755502124898,30.027962,0.29033893,1.7594605e-28,69.95737,9.9999275,20.906776,-34.87063,-3.8143442,nan,True,1.5515171e+30,,385,nan,9.9999275,11,4,4.090909090909091,18.003217935562134,1.0,1.5515171e+30,5,,59.97239
0.41894197,3.6209258e-23,12.854805,3.037897e+23,3.6209258e-23,20.589893,[-0.16   0.47   0.168  1.431],-1.0,inf,,37.254284,2993.7207,9.986331,2115,5.919142,37.254280189864616,2993.7207,1.8719236,3.9313362e-32,59.979652,9.999995,27.26795,-39.112183,-4.4544983,-inf,True,3.037897e+23,,396,-inf,9.999995,11,4,4.7272727272727275,18.31146550178528,1.0,3.037897e+23,6,,49.99332
0.41894197,1.0521617e-34,9.955855,1.0454667e+35,1.0521617e-34,4.678722,[-0.16   0.47   0.168  1.431],-1.0,nan,,30.886162,745.8687,19.96767,2160,1.3946675,30.886159960274753,745.8687,0.59202045,,49.96222,9.99981,10.91849,-44.640846,-4.256325,nan,True,1.0454667e+35,,407,nan,9.99981,11,4,4.090909090909091,18.54366898536682,1.0,1.0454667e+35,7,,29.994549
0.41894197,9.601822e-25,14.141582,1.1456159e+25,9.601822e-25,0.2338478,[-0.16   0.47   0.168  1.431],-1.0,inf,,29.980286,12.526559,9.986191,2204,0.07192349,29.980286350320412,12.526559,0.038735356,1.10726715e-29,59.966713,9.9999075,19.994095,-35.898487,-3.3107443,-inf,True,1.1456159e+25,,418,-inf,9.9999075,11,4,4.0,18.82320761680603,1.0,1.1456159e+25,8,,49.980522
0.41894197,3.8284827e-17,13.10968,2.8732008e+17,3.8284827e-17,2.150423,[-0.16   0.47   0.168  1.431],-1.0,inf,,29.069792,56.833138,9.9831085,2247,0.6148917,29.06979260211544,56.833138,0.24326263,5.6037926e-12,49.991234,9.999959,19.086683,-18.834332,-5.913898,-inf,True,2.8732008e+17,,429,-inf,9.999959,11,4,3.909090909090909,19.051308155059814,1.0,2.8732008e+17,9,,40.008125
0.41894197,8.28818e-17,9.793598,1.3271913e+17,8.288179e-17,57.60802,[-0.16   0.47   0.168  1.431],-1.0,nan,,36.344936,8373.734,19.98301,2298,16.561132,36.34493542755304,8373.734,5.2371173,1.8046656e-20,49.988194,9.99999,16.361927,-25.06942,-5.0136228,nan,True,1.3271914e+17,,440,nan,9.99999,11,4,4.636363636363637,19.398059844970703,1.0,1.3271914e+17,10,,30.005184
0.41894197,11.0,9.534792,1.0,11.0,2138.4666,[-0.16   0.47   0.168  1.431],-1.0,6.3304655e+25,,29.979229,989.6664,19.973425,2342,712.485,29.979226848641158,456046.75,420.1878,1.2667984,49.978558,9.999701,10.005802,-5.061433,-5.061433,-1424.487,True,1.0,,451,-3459619000000000.0,9.999701,11,5,4.0,19.70738124847412,1.0,1.0,1,,30.005133
0.41894197,1.338616e-11,14.200229,821744240000.0,1.338616e-11,8.946509,[-0.193  0.191  0.128  1.019],-1.0,inf,,37.252583,376.2185,9.984625,2394,2.5522044,37.252585219736865,376.2185,0.93764806,1.8500357e-13,49.988747,9.999996,27.267958,-18.578323,-4.5435877,-inf,True,821744240000.0,,462,-inf,9.999996,11,5,4.7272727272727275,20.065418481826782,1.0,821744240000.0,2,,40.00412
0.41894197,1.3592522e-13,25.220287,80926850000000.0,1.3592522e-13,7.5187774,[-0.193  0.191  0.128  1.019],-1.0,nan,,49.97205,775.4742,9.989164,2460,2.1353648,49.97205497349941,775.4742,0.8262783,3.4630082e-23,99.96838,9.999973,39.982895,-29.13742,-5.1108794,nan,True,80926850000000.0,,473,nan,9.999973,11,5,6.0,20.37000298500061,1.0,80926850000000.0,3,,89.97922
0.41894197,7.7769535e-10,18.229107,14144356000.0,7.7769535e-10,1.3327135,[-0.193  0.191  0.128  1.019],-1.0,inf,,43.615177,95.81768,19.966316,2519,0.46091142,43.6151803476007,95.81768,0.22093993,1.9210018e-16,79.9895,9.9999695,23.648865,-21.352219,-4.050368,-inf,True,14144356000.0,,484,-inf,9.9999695,11,5,5.363636363636363,20.60800004005432,1.0,14144356000.0,4,,60.023186
0.41894197,4.9669604e-12,26.767714,2214634200000.0,4.9669604e-12,5.0051594,[-0.193  0.191  0.128  1.019],-1.0,inf,,40.881336,938.22595,9.98327,2575,1.8908814,40.88133425787892,938.22595,1.3732283,1.9425513e-21,109.92158,9.999944,30.898066,-26.952278,-3.945845,-inf,True,2214634200000.0,,495,-inf,9.999944,11,5,5.090909090909091,20.800590991973877,1.0,2214634200000.0,5,,99.93831
0.41894197,6.691703e-10,23.49307,16438267000.0,6.691703e-10,1.971997,[-0.193  0.191  0.128  1.019],-1.0,inf,,34.525814,216.88986,9.983311,2624,0.67302895,34.52581281588534,216.88986,0.41675904,6.034584e-10,99.974205,9.999849,24.542503,-15.333567,-4.7193947,-inf,True,16438267000.0,,506,-inf,9.999849,11,5,4.454545454545454,21.162864208221436,1.0,16438267000.0,6,,89.99089
0.41894197,4.2235613e-13,12.394468,26044371000000.0,4.2235613e-13,2.0530362,[-0.193  0.191  0.128  1.019],-1.0,nan,,40.885445,25.561903,9.985838,2680,0.5889938,40.885442769475326,25.561903,0.19095483,1.9508081e-22,59.971916,9.999947,30.899605,-26.329481,-4.9925632,nan,True,26044371000000.0,,517,nan,9.999947,11,5,5.090909090909091,21.498446702957153,1.0,26044371000000.0,7,,49.986076
0.41894197,7.786898e-10,15.429242,14126293000.0,7.786897e-10,2.5135653,[-0.193  0.191  0.128  1.019],-1.0,nan,,42.705765,96.023224,19.990509,2738,0.72114676,42.70576704499151,96.023224,0.23365493,9.357471e-12,69.98639,9.999979,22.715258,-14.410619,-3.1177087,nan,True,14126294000.0,,528,nan,9.999979,11,5,5.2727272727272725,21.81908917427063,1.0,14126294000.0,8,,49.99588
0.41894197,3.6678918e-10,8.813714,29989980000.0,3.6678915e-10,40.517197,[-0.193  0.191  0.128  1.019],-1.0,inf,,36.34824,4959.4785,19.971481,2789,11.617009,36.3482411485242,4959.4785,5.1379514,1.1268595e-22,49.985622,9.99999,16.37676,-28.64801,-5.5527334,-inf,True,29989982000.0,,539,-inf,9.99999,11,5,4.636363636363637,22.21028184890747,1.0,29989982000.0,9,,30.014141
0.41894197,2.6757402e-13,18.26234,41110120000000.0,2.6757402e-13,5.2159014,[-0.193  0.191  0.128  1.019],-1.0,inf,,25.430305,226.0275,9.983338,2828,1.4779925,25.430304625307112,226.0275,0.7064987,4.1543624e-17,69.94206,9.99988,15.446969,-25.649813,-6.7899194,-inf,True,41110120000000.0,,550,-inf,9.99988,11,5,3.5454545454545454,22.47392201423645,1.0,41110120000000.0,10,,59.958725
0.41894197,11.0,25.743208,1.0,11.0,1093.1362,[-0.193  0.191  0.128  1.019],-1.0,218006400000.0,,49.068504,3070.4312,19.984755,2893,313.65332,49.0685054994904,162625.94,101.29028,0.066069715,119.96836,9.999983,29.083752,-6.079022,-6.079022,-5575.8257,True,1.0,,561,-1169961300.0,9.999983,11,6,5.909090909090909,22.81183171272278,1.0,1.0,1,,99.983604
0.41894197,0.026159823,25.604652,420.49216,0.026159823,8.720309,[-0.213  0.029  0.12   0.829],-1.0,8.128824e+20,,47.245255,1578.0226,9.981264,2956,2.4408426,47.245258488295896,1578.0226,1.0811695,2.2758513e-06,99.926926,9.99986,37.263992,-13.670036,-7.173458,-49558936000000.0,True,420.49216,,572,-49558936000000.0,9.99986,11,6,5.7272727272727275,23.153338193893433,1.0,420.49216,2,,89.94566
0.41894197,0.08473759,7.8185306,129.81252,0.08473759,2.1919582,[-0.213  0.029  0.12   0.829],-1.0,2635519700000000.0,,34.525185,682.81384,19.967724,3005,0.86260414,34.52518564425724,681.6273,0.7100933,0.00086826296,49.972744,9.999796,14.557462,-5.5682597,-3.8587713,-22361166000.0,True,129.81252,,583,-22317347000.0,9.999796,11,6,4.454545454545454,23.423831939697266,1.0,129.81252,3,,30.00502
0.41894197,0.023995288,21.00411,458.42334,0.02399529,109.15944,[-0.214  0.027  0.122  0.831],-1.0,4.5704895e+19,,43.610435,24558.475,19.97327,3064,37.496056,43.610432396278085,24558.475,18.568878,0.0030054592,99.96335,9.999561,23.637163,-5.6808796,-5.766601,-11759963000000.0,True,458.4233,,594,-11759963000000.0,9.999561,11,6,5.363636363636363,23.855881929397583,1.0,458.4233,4,,79.99008
0.41894197,0.018667148,25.33888,589.2705,0.018667148,1.1638293,[-0.214  0.027  0.122  0.831],-1.0,5.2204517e+21,,44.51269,187.67471,9.9864235,3124,0.3540512,44.51269030605106,187.67471,0.27475822,1.1640938e-08,89.930756,9.999943,34.526268,-12.6925745,-3.558206,-101721690000000.0,True,589.2705,,605,-101721690000000.0,9.999943,11,6,5.454545454545454,24.1970534324646,1.0,589.2705,5,,79.944336
0.41894197,0.08372524,13.722757,131.38213,0.08372524,2.539732,[-0.214  0.027  0.122  0.831],-1.0,2.546986e+17,,34.523746,767.39404,19.965939,3173,0.991448,34.52374543764036,766.3406,0.8179975,7.22267e-07,69.953156,9.999771,14.557807,-11.611874,-5.021281,-430561720000.0,True,131.38213,,616,-429903450000.0,9.999771,11,6,4.454545454545454,24.604647159576416,1.0,131.38213,6,,49.987217
0.41894197,0.23314412,23.490934,47.181118,0.23314412,11.989711,[-0.214  0.024  0.125  0.833],-1.0,41091055000000.0,,54.51528,2076.6978,29.953564,3244,3.4063969,54.51528007606221,2106.7683,1.4373608,0.00043945943,99.95847,9.999842,24.561718,-8.0403,-4.829541,-11252087000.0,True,47.181118,,627,-11149515000.0,9.999842,11,6,6.454545454545454,25.073632955551147,1.0,47.181118,7,,70.00491
0.41894197,0.036001094,12.262475,305.54626,0.036001094,0.8065251,[-0.22   0.028  0.118  0.83 ],-1.0,2.133194e+19,,36.339622,428.1756,9.989324,3295,0.23699,36.33962197220651,424.89047,0.32329166,5.044554e-07,49.979946,9.9999,26.350298,-10.134449,-3.1434937,-1492855800000.0,True,305.54626,,638,-2008398000000.0,9.9999,11,6,4.636363636363637,25.47946310043335,1.0,305.54626,8,,39.990623
0.41894197,1.4000822,34.838947,7.8566813,1.4000822,7648197000000.0,[-0.225  0.067  0.123  0.799],-1.0,6.495798e+30,,48.156384,27304.256,,3359,2198677100000.0,48.15638716359849,1111831400000000.0,695369500000.0,0.89525735,119.90102,9.99998,48.156384,-13.545179,-11.113775,-23636560.0,True,7.8566813,,649,-6.3794126e+18,9.99998,11,6,5.818181818181818,25.970052242279053,1.0,7.8566813,9,,119.90102
0.41894197,9.7347155e-24,7.819222,1.1299765e+24,9.7347155e-24,2363.5635,[-0.176  0.601  0.199  1.64 ],-1.0,nan,,34.528065,343588.03,19.97193,3408,679.4767,34.528065716688985,343588.03,214.86961,5.691175e-33,49.972767,9.999984,14.556136,-38.432407,-6.7716856,nan,True,1.1299766e+24,,660,nan,9.999984,11,6,4.454545454545454,26.291380167007446,1.0,1.1299766e+24,10,,30.000837
0.41894197,11.0,16.51063,1.0,11.0,631128.44,[-0.176  0.601  0.199  1.64 ],-1.0,1.7382155e+34,,39.97811,1870.8503,9.984125,3463,181312.36,39.97811039222102,144180320.0,57773.24,0.49015513,69.97332,9.9999695,29.993986,-5.9505625,-5.9505625,-2723.1807,True,1.0,,671,-1.1237244e+20,9.9999695,11,7,5.0,26.651695728302002,1.0,1.0,1,,59.989197
0.41894197,3.1156625e-15,13.720555,3530549300000000.0,3.1156625e-15,857.7928,[-0.171  0.88   0.211  2.055],-1.0,inf,,34.51689,8299.117,9.9807825,3512,246.32034,34.51689358781288,8299.117,78.88001,9.252079e-14,59.960197,9.999177,24.53611,-16.85685,-6.765985,-inf,True,3530549300000000.0,,682,-inf,9.999177,11,7,4.454545454545454,27.018736839294434,1.0,3530549300000000.0,2,,49.979416
