OptimizationReturnMax,ReturnStepMaxmin,OptimizationReturnMin,TimeElapsed,MinBehavPdf,InitialReturnMean,MeanIW,EpisodesSoFar,StdWReturnMean,MeanD2-0,ESSRenyiArithmetic,Iteration,EpRewMean,Inner Iteration,InitialBound,MeanEntropy,InitialReturnMax,DivergenceHarmonic,ReturnStepMax,ReturnMeanIW,VarianceInitializer,MinIW,EmpiricalD2Arithmetic,MaxIW,Penalization,EmpiricalD2Harmonic,MinTargetPdf,TimestepsSoFar,WReturnMean,InitialReturnMin,EpLenMean,OptimizationReturnMean,Weights,LearnableVariance,ESSRenyiHarmonic,StdIW,EpThisIter,InitialReturnStd,Epsilon,Bound
319.91803,9.999937,,2.548384666442871,-15.862925,97.22231,952.07416,11,,1.0,11.0,1,97.22230700089337,1,-37503.547,0.41894197,329.89825,38201536000000.0,9.999937,6070630.0,-1.0,0.13318235,1.0,10419.043,True,1.0,-15.862925,118,18558.168,9.980229,10.727272727272727,87.24207,[-0. -0.  0. -0.],,11.0,2993.7393,11,95.425316,1.0,-117102445000.0
209.95692,9.999886,,5.629673957824707,-10.099842,105.36631,0.23594715,22,,55.171642,0.19937779,1,105.36631029120208,2,-457587330000.0,0.41894197,249.9039,1711792400000000.0,9.999886,663.1206,-1.0,0.00014513714,55.171642,1.9705049,True,55.171646,-14.51124,245,641.7471,39.94698,11.545454545454545,65.419334,[-0.042 -0.235 -0.079 -0.432],,0.19937778,0.55908453,11,58.19599,1.0,-449795000000.0
189.90427,9.999756,,6.262195110321045,-7.746907,91.74401,4.179137,33,,79.49145,0.13837966,1,91.74400965574881,3,-397971900000.0,0.41894197,219.86423,2207912000000000.0,9.999756,9467.583,-1.0,0.00643281,79.49145,30.269396,True,79.49145,-10.264236,357,9479.929,29.959953,10.181818181818182,61.784058,[-0.057 -0.217 -0.097 -0.439],,0.13837966,9.062921,11,51.46441,1.0,-395405800000.0
269.9542,9.999953,,6.934256076812744,-10.769348,76.30847,3.359346,44,,90.86093,0.121064134,1,76.30847335653861,4,-444868720000.0,0.41894197,279.9374,1029745050000000.0,9.999953,2120.8633,-1.0,4.5240013e-05,90.86093,31.95386,True,90.86093,-15.746658,452,2165.624,9.983225,8.636363636363637,66.32525,[-0.062 -0.23  -0.093 -0.433],,0.121064134,9.06247,11,69.04643,1.0,-437753640000.0
209.94434,9.99981,,7.67810583114624,-9.325174,112.66013,1.9984854,55,,186.90434,0.058853634,1,112.6601310520547,5,-19040330000000.0,0.41894197,239.90697,1.2163631e+21,9.99981,97178.41,-1.0,0.0063789096,186.90434,18.176426,True,186.90434,-13.053977,587,3160.8687,29.962631,12.272727272727273,82.6975,[-0.058 -0.254 -0.08  -0.423],,0.058853634,5.131073,11,60.157185,1.0,-349430150000000.0
109.99748,9.9998865,,8.315196752548218,-5.748854,86.31406,37475.99,66,,1.8291847,6.0136085,1,86.31405899071714,6,-52921.7,0.41894197,159.94193,1.712744e+27,9.9998865,264575940.0,-1.0,3.139729,1.8291847,327423.25,True,1.8291847,-6.9486794,693,4092.7266,49.944443,9.636363636363637,36.369614,[-0.25  -0.437 -0.008  0.059],,6.0136085,92282.14,11,33.638428,1.0,-1.8429516e+17
149.92209,9.999948,,8.745096921920776,-6.9371495,47.23854,8.111926,77,,1.228771e+16,8.952034e-16,1,47.23853855616335,7,nan,0.41894197,159.90416,nan,9.999948,1747.433,-1.0,6.2689025e-16,1.228771e+16,85.52838,True,1.228771e+16,-18.568844,756,1747.433,9.982078,5.7272727272727275,37.256466,[-0.191  0.127  0.063  0.88 ],,8.952034e-16,24.492563,11,41.993275,1.0,nan
80.00384,9.999993,,9.244910717010498,-10.702501,47.24996,0.06163689,88,,3.478577e+20,3.1622126e-20,1,47.24995932693479,8,-inf,0.41894197,99.97607,inf,9.999993,33.47775,-1.0,2.7570651e-17,3.478577e+20,0.48217142,True,3.478577e+20,-24.125101,819,33.47775,19.972229,5.7272727272727275,27.277733,[-0.191  0.127  0.063  0.88 ],,3.1622126e-20,0.14400761,11,25.260132,1.0,-inf
69.99711,9.999931,,9.629964113235474,-8.9575405,39.976505,0.064543426,99,,3464184300000000.0,3.1753508e-15,1,39.97650300938637,9,-inf,0.41894197,79.97918,inf,9.999931,65.1539,-1.0,1.6034887e-18,3464184300000000.0,0.5583992,True,3464184300000000.0,-22.478096,874,65.1539,9.982069,5.0,29.994434,[-0.191  0.127  0.063  0.88 ],,3.1753508e-15,0.15917708,11,18.092094,1.0,-inf
69.98986,9.999808,,10.135562658309937,-5.6043015,45.43242,0.204495,110,,4.5179823e+24,2.434715e-24,1,45.43241547658021,10,-inf,0.41894197,79.972565,inf,9.999808,20.379402,-1.0,2.555797e-26,4.5179823e+24,2.2494414,True,4.5179826e+24,-31.150986,935,20.379402,9.982704,5.545454545454546,35.44971,[-0.191  0.127  0.063  0.88 ],,2.434715e-24,0.6466689,11,17.762863,1.0,-inf
49.989315,9.999941,,10.60340666770935,-4.5804777,37.25005,3.371743,121,,1.0,11.0,2,37.25005272317514,1,-2178.9004,0.41894197,59.973316,226827580000.0,9.999941,6654.0254,-1.0,0.4340308,1.0,15.250339,True,1.0,-4.5804777,987,1552.778,9.984,4.7272727272727275,27.266052,[-0.191  0.127  0.063  0.88 ],,11.0,5.084554,11,12.853461,1.0,-298206300.0
59.96469,9.999937,,11.05358362197876,-3.7293801,39.974075,0.534138,132,,482.81396,0.022783102,2,39.97408115887229,2,-7482876000000.0,0.41894197,69.94851,7.718575e+19,9.999937,1364.3167,-1.0,6.51963e-06,482.81396,2.7737799,True,482.81396,-8.860098,1042,1364.3167,9.98382,5.0,29.99026,[-0.194  0.279  0.064  1.078],,0.022783102,0.8098186,11,18.582926,1.0,-7482876000000.0
30.001587,9.999991,,11.485980987548828,-4.916971,41.799736,0.8862973,143,,219.75975,0.050054662,2,41.7997352386239,3,-255086530000.0,0.41894197,59.97426,1.6594673e+17,9.999991,1253.0519,-1.0,2.6585962e-08,219.75975,4.0416102,True,219.75975,-13.638251,1099,1253.1638,29.972672,5.181818181818182,11.827064,[-0.194  0.279  0.064  1.078],,0.050054662,1.3309485,11,10.283789,1.0,-255068680000.0
39.98819,9.999826,,12.033755540847778,-3.4468346,49.06808,0.41337273,154,,132.77495,0.082846954,2,49.06808100154331,4,-21891725000.0,0.41894197,69.96017,656915000000000.0,9.999826,732.15186,-1.0,2.0193376e-05,132.77495,2.7242742,True,132.77495,-8.585723,1164,732.9857,29.97198,5.909090909090909,19.096102,[-0.195  0.28   0.064  1.078],,0.082846954,0.8242301,11,10.830204,1.0,-21837318000.0
49.966652,9.999962,,12.58821177482605,-4.307229,49.970337,2.148651,165,,124.0502,0.08867378,2,49.97034129484157,5,-750018950000.0,0.41894197,79.94235,4.4766894e+17,9.999962,9592.211,-1.0,0.0076668416,124.0502,9.45856,True,124.0502,-5.6719384,1230,9673.244,29.9757,6.0,19.99464,[-0.192  0.283  0.066  1.075],,0.08867378,2.5666215,11,18.08278,1.0,-744346900000.0
69.999115,9.999968,,12.85263729095459,-9.879951,38.159405,89.97764,176,,1085.337,0.0101351,2,38.1594043040179,6,-637919100000000.0,0.41894197,89.97713,2.0488806e+23,9.999968,572557.5,-1.0,0.000477668,1085.337,985.11584,True,1085.337,-11.114618,1283,572557.5,19.978008,4.818181818181818,18.181396,[-0.195  0.286  0.06   1.073],,0.0101351,283.06793,11,23.275806,1.0,-637919100000000.0
69.980865,9.999964,,13.1168794631958,-3.6057572,42.705,0.8067303,187,,786.7193,0.013982115,2,42.705002234387734,7,-196783090000000.0,0.41894197,89.95267,1.9517907e+22,9.999964,2084.9822,-1.0,0.00069286564,786.7193,5.866216,True,786.7193,-6.4646854,1341,2084.9822,19.971806,5.2727272727272725,22.733198,[-0.195  0.286  0.06   1.073],,0.013982115,1.6416861,11,19.576492,1.0,-196783090000000.0
59.9795,9.999612,,13.399383068084717,-5.068194,35.430965,1.1211175,198,,143.44916,0.07668222,2,35.43096516264558,8,-99615310000.0,0.41894197,69.964325,1.3507397e+16,9.999612,1719.4867,-1.0,5.2513606e-06,143.44916,5.407501,True,143.44916,-9.197198,1391,1720.1492,9.984826,4.545454545454546,25.446138,[-0.195  0.286  0.06   1.073],,0.07668222,1.635617,11,16.710335,1.0,-99033506000.0
39.998413,9.999985,,13.679589748382568,-7.1550493,44.517612,0.10673279,209,,627.186,0.017538657,2,44.51761145210473,9,-48815690000000.0,0.41894197,59.977837,6.0767256e+21,9.999985,198.03458,-1.0,1.3108215e-05,627.186,0.35631514,True,627.186,-9.581366,1451,198.03458,19.979425,5.454545454545454,24.538185,[-0.2    0.283  0.056  1.076],,0.017538657,0.13049397,11,13.049551,1.0,-48815690000000.0
89.94935,9.999973,,13.990599632263184,-6.282238,59.97019,3.8270042,220,,798.26953,0.013779807,2,59.97018485884216,10,-104801910000000.0,0.41894197,99.93385,3.634141e+21,9.999973,28683.379,-1.0,2.7538588e-06,798.26953,37.478317,True,798.2695,-12.683492,1528,28683.379,9.984504,7.0,49.98568,[-0.2    0.283  0.056  1.076],,0.013779808,10.661844,11,32.18033,1.0,-104801910000000.0
79.93883,9.999825,,14.241375923156738,-3.4234443,36.337803,193340.98,231,,1.0,11.0,3,36.337805106864515,1,-2946.2678,0.41894197,79.93883,2.1284018e+33,9.999825,1234837000.0,-1.0,0.25513205,1.0,2124609.2,True,1.0,-3.4234443,1579,1833.8738,,4.636363636363637,36.337803,[-0.2    0.283  0.056  1.076],,11.0,610720.75,11,22.659163,1.0,-5.1319855e+19
99.96998,9.999884,,14.536834716796875,-8.2717495,44.514267,0.10533635,242,,1186397700.0,9.271765e-09,3,44.514264217153396,2,-inf,0.41894197,109.953125,inf,9.999884,77.69272,-1.0,2.4990193e-13,1186397700.0,0.6290397,True,1186397700.0,-20.468346,1639,77.69272,9.983149,5.454545454545454,34.531116,[-0.253  0.111 -0.044  0.62 ],,9.271765e-09,0.18350892,11,24.624548,1.0,-inf
169.95512,9.999982,,14.937286138534546,-13.826721,59.974964,3.339705,253,,6946327600.0,1.5835706e-09,3,59.97496112304781,3,-inf,0.41894197,179.93985,inf,9.999982,340.08847,-1.0,1.7849909e-17,6946327600.0,32.681316,True,6946327000.0,-24.57053,1716,340.08847,9.984721,7.0,49.990246,[-0.253  0.111 -0.044  0.62 ],,1.5835707e-09,9.350084,11,47.66126,1.0,-inf
59.998665,9.999947,,15.296364307403564,-9.514438,38.15039,0.22132148,264,,159463000000.0,6.898152e-11,3,38.15039062606629,4,-inf,0.41894197,69.979095,inf,9.999947,170.45917,-1.0,1.1073306e-10,159463000000.0,1.1622233,True,159463000000.0,-20.976387,1769,170.45917,9.980432,4.818181818181818,28.16996,[-0.253  0.111 -0.044  0.62 ],,6.898152e-11,0.35030028,11,19.911283,1.0,-inf
149.89336,9.999933,,15.750185251235962,-10.924918,53.60406,0.16618289,275,,15396938.0,7.1442776e-07,3,53.60406314713654,5,-inf,0.41894197,159.87639,inf,9.999933,238.0466,-1.0,2.0975301e-08,15396938.0,0.62200505,True,15396939.0,-17.896332,1839,238.0466,9.983029,6.363636363636363,43.621033,[-0.253  0.111 -0.044  0.62 ],,7.144277e-07,0.251825,11,37.212025,1.0,-inf
89.979744,9.999949,,16.16418218612671,-3.6774995,50.88087,0.3516698,286,,1104902500.0,9.955629e-09,3,50.88086815923705,6,-inf,0.41894197,109.95589,inf,9.999949,299.30243,-1.0,1.4622717e-12,1104902500.0,2.9601476,True,1104902500.0,-14.892546,1906,299.30243,19.976145,6.090909090909091,30.904724,[-0.253  0.111 -0.044  0.62 ],,9.955629e-09,0.8470204,11,24.289349,1.0,-inf
90.00654,9.999973,,16.50611186027527,-7.4847183,50.88521,0.19709063,297,,143095650.0,7.687166e-08,3,50.88521156587112,7,-inf,0.41894197,109.9741,inf,9.999973,105.8178,-1.0,5.11147e-11,143095650.0,1.3674313,True,143095650.0,-16.689135,1973,105.8178,19.96756,6.090909090909091,30.917652,[-0.253  0.111 -0.044  0.62 ],,7.687166e-08,0.40634587,11,25.027288,1.0,-inf
80.00048,9.999992,,16.855714321136475,-7.931788,55.425327,0.0052181203,308,,3621495800.0,3.037419e-09,3,55.425323278406374,8,-inf,0.41894197,99.97301,inf,9.999992,4.323327,-1.0,1.6737093e-13,3621495800.0,0.019811913,True,3621495600.0,-17.733969,2045,4.323327,19.972527,6.545454545454546,35.452797,[-0.253  0.111 -0.044  0.62 ],,3.0374192e-09,0.007904329,11,27.084421,1.0,-inf
59.97131,9.999901,,17.202038049697876,-2.4504223,31.79358,0.6078371,319,,17082705000.0,6.4392613e-10,3,31.793577684552314,9,-inf,0.41894197,69.95326,inf,9.999901,122.461464,-1.0,6.697568e-12,17082705000.0,5.1398845,True,17082706000.0,-15.315061,2091,122.461464,9.981952,4.181818181818182,21.811628,[-0.253  0.111 -0.044  0.62 ],,6.439261e-10,1.4643861,11,16.95486,1.0,-inf
49.990063,9.999966,,17.458664655685425,-4.2576523,45.42487,4.9051695,330,,109887060000.0,1.0010277e-10,3,45.42487010707558,10,-inf,0.41894197,69.962265,inf,9.999966,8381.002,-1.0,6.1388263e-09,109887060000.0,50.236904,True,109887060000.0,-12.910111,2152,8381.002,19.972202,5.545454545454546,25.452667,[-0.253  0.111 -0.044  0.62 ],,1.0010277e-10,14.35393,11,15.579645,1.0,-inf
40.00293,9.999923,,17.74794888496399,-5.239315,43.610744,19435.055,341,,1.0,11.0,4,43.61074736617903,1,-2678.5874,0.41894197,59.981945,2.0540715e+28,9.999923,69006060.0,-1.0,0.09854536,1.0,205263.53,True,1.0,-5.239315,2211,2052.2847,19.979015,5.363636363636363,23.631731,[-0.253  0.111 -0.044  0.62 ],,11.0,58808.312,11,12.263243,1.0,-8.976187e+16
139.9565,9.999941,,18.108731269836426,-6.301199,58.140438,0.3281584,352,,16059.452,0.00068495487,4,58.14043496061529,2,-5.9873977e+18,0.41894197,149.93782,2.340698e+30,9.999941,182.68344,-1.0,2.4192082e-07,16059.452,2.369218,True,16059.451,-13.918527,2286,182.68344,9.981327,6.818181818181818,48.159115,[-0.264 -0.227 -0.018  0.253],,0.0006849549,0.67004275,11,41.070923,1.0,-5.9873977e+18
