OptimizationReturnMax,ReturnStepMaxmin,OptimizationReturnMin,TimeElapsed,MinBehavPdf,InitialReturnMean,MeanIW,EpisodesSoFar,StdWReturnMean,MeanD2-0,ESSRenyiArithmetic,Iteration,EpRewMean,Inner Iteration,InitialBound,MeanEntropy,InitialReturnMax,DivergenceHarmonic,ReturnStepMax,ReturnMeanIW,VarianceInitializer,MinIW,EmpiricalD2Arithmetic,MaxIW,Penalization,EmpiricalD2Harmonic,MinTargetPdf,TimestepsSoFar,WReturnMean,InitialReturnMin,EpLenMean,OptimizationReturnMean,Weights,LearnableVariance,ESSRenyiHarmonic,StdIW,EpThisIter,InitialReturnStd,Epsilon,Bound
99.93165,9.999996,,18.49495530128479,-5.1612353,59.04813,0.9399723,363,,263807.38,4.169709e-05,4,59.048127774844986,3,-inf,0.41894197,119.9153,inf,9.999996,2952.5369,-1.0,0.0006472399,263807.38,8.477725,True,263807.38,-7.2968397,2362,2952.5369,19.98365,6.909090909090909,39.06448,[-0.264 -0.227 -0.018  0.253],,4.169709e-05,2.3925185,11,29.364962,1.0,-inf
119.96283,9.999679,,18.8430233001709,-9.124443,58.130127,0.345497,374,,539552.94,2.038725e-05,4,58.13013069963908,4,-inf,0.41894197,139.92729,inf,9.999679,248.05681,-1.0,1.3685214e-10,539552.94,1.7679086,True,539552.94,-20.480503,2437,248.05681,19.964466,6.818181818181818,38.165665,[-0.264 -0.227 -0.018  0.253],,2.038725e-05,0.53492767,11,36.118057,1.0,-inf
99.98891,9.9999895,,19.21533489227295,-5.628417,59.0546,0.1703162,385,,91915.92,0.00011967459,4,59.054596369171776,5,-7.7276196e+20,0.41894197,119.95705,9.517049e+34,9.9999895,126.63434,-1.0,1.5187425e-08,91915.92,1.4656297,True,91915.92,-14.629816,2513,126.63434,19.968143,6.909090909090909,39.086452,[-0.264 -0.227 -0.018  0.253],,0.00011967459,0.41403463,11,28.426771,1.0,-7.7276196e+20
149.96922,9.999988,,19.784097909927368,-10.21019,74.50746,5.496744,396,,2829641.0,3.887419e-06,4,74.50746521440712,6,-inf,0.41894197,159.95306,inf,9.999988,2277.159,-1.0,2.1277744e-09,2829641.0,59.044415,True,2829641.0,-20.194284,2606,2277.159,9.983834,8.454545454545455,64.52363,[-0.264 -0.227 -0.018  0.253],,3.887419e-06,16.93545,11,52.62316,1.0,-inf
79.97063,9.999964,,20.268410444259644,-6.4923825,48.146915,0.7336262,407,,100282540.0,1.0969008e-07,4,48.14691301609616,7,-inf,0.41894197,89.95447,inf,9.999964,131.4227,-1.0,8.766861e-07,100282540.0,6.995978,True,100282540.0,-10.561153,2670,131.4227,9.98384,5.818181818181818,38.163074,[-0.264 -0.227 -0.018  0.253],,1.0969008e-07,1.9901948,11,27.895926,1.0,-inf
129.9549,9.999692,,20.625072240829468,-9.407168,59.952198,0.23857802,418,,7329440.0,1.5007968e-06,4,59.95219717684814,8,-inf,0.41894197,139.93906,inf,9.999692,317.25916,-1.0,1.9139437e-08,7329440.0,1.1648881,True,7329440.0,-15.587228,2747,317.25916,9.984164,7.0,49.96804,[-0.264 -0.227 -0.018  0.253],,1.5007968e-06,0.3588924,11,35.916336,1.0,-inf
89.989975,9.999998,,21.096177339553833,-7.867343,80.86568,0.2880287,429,,13252777.0,8.300147e-07,4,80.86567393976648,9,-inf,0.41894197,119.95535,inf,9.999998,695.47577,-1.0,1.9155442e-07,13252777.0,2.7631562,True,13252776.0,-12.488081,2847,695.47577,29.965382,9.090909090909092,50.90029,[-0.264 -0.227 -0.018  0.253],,8.3001476e-07,0.78973687,11,27.11466,1.0,-inf
109.94336,9.999968,,21.61561131477356,-9.464298,71.78024,0.27128938,440,,790043700.0,1.392328e-08,4,71.78023933094799,10,-inf,0.41894197,139.92079,inf,9.999968,1035.5476,-1.0,1.0099311e-11,790043700.0,0.7692796,True,790043700.0,-22.123575,2937,1035.5476,29.977428,8.181818181818182,41.80281,[-0.264 -0.227 -0.018  0.253],,1.392328e-08,0.3182343,11,34.582516,1.0,-inf
109.99046,9.999987,,21.945395708084106,-6.992768,64.502106,23.754772,451,,1.0,11.0,5,64.50210388276615,1,-8179.6777,0.41894197,129.95776,9.900946e+16,9.999987,225576.05,-1.0,0.61183494,1.0,193.43532,True,1.0,-6.992768,3019,5239.676,19.967299,7.454545454545454,44.534805,[-0.264 -0.227 -0.018  0.253],,11.0,54.009655,11,32.85048,1.0,-925094050000.0
110.01088,9.999978,,22.45928645133972,-12.373409,99.93735,0.2719662,462,,4120.7915,0.00266939,5,99.93734322234694,2,-1.0339025e+17,0.41894197,149.96251,6.974969e+26,9.999978,3251.727,-1.0,0.0013842989,4120.7915,0.9448903,True,4120.7915,-12.401752,3140,3251.727,39.951626,11.0,59.985718,[-0.397 -0.615 -0.15  -0.002],,0.00266939,0.26005495,11,37.895782,1.0,-1.0339025e+17
139.9892,9.999998,,22.8436381816864,-8.399532,81.76685,78.83905,473,,30.601185,0.3594632,5,81.76685927036294,3,-3943483600.0,0.41894197,169.94478,495440720000.0,9.999998,200389.86,-1.0,0.00027762176,30.601185,859.5116,True,30.601185,-12.263008,3241,204456.52,29.955582,9.181818181818182,51.81128,[-0.397 -0.615 -0.15  -0.002],,0.3594632,246.87218,11,43.442978,1.0,-3538988500.0
100.0132,9.999977,,23.37999200820923,-7.6803546,101.756325,0.13973054,484,,112.47852,0.09779645,5,101.75631920360397,4,-235203360000.0,0.41894197,139.96173,4705935000000000.0,9.999977,1335.5582,-1.0,0.00021445543,112.47852,0.4302858,True,112.47852,-11.862653,3364,1341.1141,39.948532,11.181818181818182,61.807785,[-0.394 -0.55  -0.175 -0.028],,0.09779645,0.1614736,11,34.59521,1.0,-233929260000.0
119.97719,9.999874,,23.968941926956177,-9.46885,79.02534,0.2150704,495,,21.720945,0.50642365,5,79.02533672406012,5,-6633844700.0,0.41894197,149.9383,2868349800000.0,9.999874,529.4216,-1.0,0.00018889093,21.720945,1.5624694,True,21.720945,-13.756441,3462,528.35504,29.961103,8.909090909090908,49.06423,[-0.395 -0.538 -0.175 -0.034],,0.50642365,0.43125442,11,33.690388,1.0,-6628027000.0
149.97067,9.999998,,24.415289402008057,-9.665741,91.76433,90.574005,506,,18.542814,0.5932217,5,91.76432305093387,6,-360286900.0,0.41894197,169.93752,1193089300.0,9.999998,572387.44,-1.0,0.0013097931,18.542814,976.9297,True,18.542814,-9.122282,3574,657453.0,19.966839,10.181818181818182,71.797485,[-0.399 -0.537 -0.179 -0.035],,0.5932217,280.32477,11,52.871155,1.0,-174215680.0
269.98157,9.999957,,25.01006269454956,-19.343323,98.123436,2.2273061,517,,86.06469,0.12781084,5,98.12343816515931,7,-534022550000.0,0.41894197,299.93213,1128401200000000.0,9.999957,5773.1943,-1.0,3.3895856e-06,86.06469,22.22054,True,86.06469,-25.634853,3693,5919.186,29.95056,10.818181818181818,68.17288,[-0.262 -0.402 -0.155 -0.095],,0.12781084,6.3361225,11,76.12855,1.0,-526042430000.0
119.91635,9.999986,,25.564682006835938,-6.5492897,88.11799,4.9719005,528,,11.94786,0.920667,5,88.11797917777395,8,-156925070.0,0.41894197,149.88019,1605904800.0,9.999986,78828.45,-1.0,0.0070554316,11.94786,42.28466,True,11.94786,-8.370512,3801,78694.69,29.96384,9.818181818181818,58.15414,[-0.254 -0.413 -0.136 -0.09 ],,0.920667,11.9486265,11,40.402832,1.0,-156786900.0
149.97055,9.999999,,26.095560550689697,-10.385981,92.66414,0.3058661,539,,28.370466,0.38772714,5,92.66413850442392,9,-7229329400.0,0.41894197,189.9183,1314723900000.0,9.999999,2578.8665,-1.0,0.00047827314,28.370466,0.91202986,True,28.370466,-14.208202,3914,2648.3496,39.94776,10.272727272727273,52.716373,[-0.259 -0.418 -0.137 -0.088],,0.38772714,0.31742924,11,43.497772,1.0,-7199363000.0
289.94125,9.999971,,26.54336714744568,-10.477059,79.94084,1.4861808,550,,8.913112,1.2341369,5,79.94083358462211,10,-833719740.0,0.41894197,299.92426,2627641600.0,9.999971,6263.98,-1.0,9.5930154e-05,8.913112,9.808865,True,8.913112,-14.981714,4013,5562.294,9.982992,9.0,69.95784,[-0.262 -0.43  -0.13  -0.083],,1.2341369,2.8214025,11,78.02739,1.0,-802698940.0
179.95358,9.999937,,27.03210425376892,-5.47582,86.31182,11526.965,561,,1.0,11.0,6,86.31182237711823,1,-15733.516,0.41894197,189.93471,6.019407e+33,9.999937,413469570.0,-1.0,1.8664833,1.0,125811.66,True,1.0,-5.47582,4119,9453.628,9.981126,9.636363636363637,76.330696,[-0.234 -0.332 -0.17  -0.114],,11.0,36140.094,11,44.76491,1.0,-4.8722383e+20
79.98616,9.999958,,27.45231819152832,-7.074927,50.883957,0.24629587,572,,1.1262099e+28,9.767274e-28,6,50.88395776532989,2,-inf,0.41894197,99.96643,inf,9.999958,393.31985,-1.0,2.0301223e-29,1.1262099e+28,1.3719966,True,1.1262099e+28,-33.573063,4186,393.31985,19.980274,6.090909090909091,30.903685,[-0.436 -0.298 -0.244  0.862],,9.767274e-28,0.43792254,11,26.777704,1.0,-inf
49.9979,9.999987,,27.75870418548584,-5.4165573,49.060196,0.0034157976,583,,3.0537378e+27,3.602143e-27,6,49.0601955808648,3,-inf,0.41894197,69.985504,inf,9.999987,12.271016,-1.0,2.4961927e-33,3.0537378e+27,0.03757231,True,3.0537378e+27,-42.951828,4251,12.271016,19.987606,5.909090909090909,29.07259,[-0.436 -0.298 -0.244  0.862],,3.602143e-27,0.010801238,11,16.75734,1.0,-inf
79.94948,9.999999,,28.123243808746338,-8.191034,50.883957,7.8401475,594,,28529171000000.0,3.8557026e-13,6,50.883952395191066,4,-inf,0.41894197,99.92851,inf,9.999999,78243.42,-1.0,7.1445876e-21,28529171000000.0,86.18607,True,28529171000000.0,-24.363138,4318,78243.42,19.979033,6.090909090909091,30.904919,[-0.436 -0.298 -0.244  0.862],,3.8557026e-13,24.775162,11,24.282236,1.0,-inf
89.97739,9.999988,,28.58222794532776,-4.449253,38.160187,7.794846,605,,1.7536862e+22,6.272502e-22,6,38.16018776160995,5,-inf,0.41894197,99.95965,inf,9.999988,17926.43,-1.0,3.5930819e-31,1.7536862e+22,76.82718,True,1.7536862e+22,-38.28431,4371,17926.43,9.98226,4.818181818181818,28.177929,[-0.436 -0.298 -0.244  0.862],,6.272502e-22,21.902912,11,22.883041,1.0,-inf
79.97789,9.999872,,28.94767999649048,-11.047558,45.42859,7.7827864,616,,1.03789244e+24,1.0598401e-23,6,45.42859102823759,6,-inf,0.41894197,89.95929,inf,9.999872,42344.754,-1.0,4.075984e-32,1.03789244e+24,72.58599,True,1.0378925e+24,-37.271988,4432,42344.754,9.981402,5.545454545454546,35.44719,[-0.436 -0.298 -0.244  0.862],,1.05984e-23,20.808386,11,23.48832,1.0,-inf
129.97752,9.999965,,29.350439310073853,-9.334591,51.78551,16.217924,627,,1.1128936e+23,9.884143e-23,6,51.78551042852393,7,-inf,0.41894197,149.9559,inf,9.999965,58222.13,-1.0,1.8507928e-26,1.1128936e+23,178.22227,True,1.1128936e+23,-29.799736,4500,58222.13,19.978376,6.181818181818182,31.807135,[-0.436 -0.298 -0.244  0.862],,9.884143e-23,51.23028,11,33.51965,1.0,-inf
60.008404,9.999782,,29.811641693115234,-8.91695,48.152298,4.0674024,638,,5.9194186e+25,1.8582907e-25,6,48.15229821840755,8,-inf,0.41894197,79.975945,inf,9.999782,14184.3125,-1.0,1.4834222e-23,5.9194186e+25,42.72045,True,5.919419e+25,-27.901623,4564,14184.3125,19.96754,5.818181818181818,28.184755,[-0.436 -0.298 -0.244  0.862],,1.8582904e-25,12.227587,11,21.665638,1.0,-inf
40.020348,9.999989,,30.18605613708496,-3.9887745,50.87308,0.1941188,649,,2.681481e+20,4.1022106e-20,6,50.87308257006029,9,-inf,0.41894197,69.98571,inf,9.999989,370.21725,-1.0,2.9890556e-26,2.681481e+20,1.2995282,True,2.681481e+20,-31.732529,4631,370.21725,29.965363,6.090909090909091,20.90772,[-0.436 -0.298 -0.244  0.862],,4.1022106e-20,0.414751,11,15.049394,1.0,-inf
59.99313,9.999993,,30.53278374671936,-5.485269,42.701378,0.49453372,660,,3.4932707e+35,3.1489115e-35,6,42.70137783505783,10,-inf,0.41894197,69.97537,inf,9.999993,802.4977,-1.0,,3.4932707e+35,5.289343,True,3.4932707e+35,-58.175423,4689,802.4977,9.982244,5.2727272727272725,32.71913,[-0.436 -0.298 -0.244  0.862],,3.1489115e-35,1.5164669,11,21.773123,1.0,-inf
79.98275,9.999954,,30.86102533340454,-6.0289655,42.706642,965.2834,671,,1.0,11.0,7,42.70664436386192,1,-3961.5293,0.41894197,89.96565,1.6129385e+26,9.999954,3277137.5,-1.0,1.0407513,1.0,6827.9917,True,1.0,-6.0289655,4747,2552.5762,9.982905,5.2727272727272725,32.72374,[-0.436 -0.298 -0.244  0.862],,11.0,1948.6437,11,26.994785,1.0,-1.7893915e+16
259.9915,9.999902,,31.339881420135498,-12.269596,75.39707,0.18419994,682,,1948651.1,5.6449303e-06,7,75.39707270021748,2,-inf,0.41894197,289.9442,inf,9.999902,433.0123,-1.0,8.279986e-09,1948651.1,0.9299912,True,1948651.1,-21.574308,4841,433.0123,29.952724,8.545454545454545,45.444347,[-0.467 -0.597 -0.271  0.464],,5.6449303e-06,0.29377714,11,70.626,1.0,-inf
