OptimizationReturnMean,TimestepsSoFar,EpLenMean,InitialReturnMean,Weights,DivergenceHarmonic,EpisodesSoFar,OptimizationReturnMax,EmpiricalD2Arithmetic,Penalization,MeanIW,ESSRenyiArithmetic,Inner Iteration,EmpiricalD2Harmonic,ReturnStepMax,ESSRenyiHarmonic,MeanEntropy,MinBehavPdf,WReturnMean,MeanD2-0,MinTargetPdf,InitialBound,EpRewMean,InitialReturnMax,Iteration,InitialReturnMin,TimeElapsed,InitialReturnStd,MaxIW,StdIW,ReturnStepMaxmin,MinIW,VarianceInitializer,OptimizationReturnMin,Bound,EpThisIter,LearnableVariance,Epsilon,StdWReturnMean,ReturnMeanIW
36.35396,958,6.636363636363637,56.319088,[ 0.114  0.647 -0.189  0.132],1610921500000.0,121,79.920135,1.0,True,2.7419486,11.0,1,1.0,9.99975,11.0,0.41894197,-7.926351,3848.3257,1.0,-7.926351,-5585.111,56.31909114467236,99.88527,2,19.96513,5.662657260894775,26.009336,8.151506,2.7521303,9.99975,0.32561415,-1.0,,-2204379000.0,11,,1.0,,15936.226
33.627445,1028,6.363636363636363,53.60198,[ 0.089  0.507 -0.221 -0.07 ],1411338700000.0,132,109.98833,27.32029,True,12.770487,0.40263116,2,27.32029,9.999969,0.40263116,0.41894197,-8.050055,37376.09,27.32029,-11.274306,-3494793000.0,53.60197455463969,129.96286,2,19.974533,5.7875425815582275,28.999239,108.8578,31.017239,9.999969,0.0013797517,-1.0,,-3493026300.0,11,,1.0,,37324.56
43.61244,1109,7.363636363636363,63.58506,[ 0.087  0.508 -0.223 -0.071],1.3921743e+27,143,129.8823,4715.648,True,1.3535514,0.0023326592,3,4715.648,9.999904,0.0023326592,0.41894197,-4.893123,2729.4395,4715.648,-12.039385,-1.4585853e+17,63.585058021876584,149.85492,2,19.97262,5.936383962631226,40.932034,4.2209234,1.6018562,9.999904,1.1253195e-07,-1.0,,-1.4585853e+17,11,,1.0,,2729.4395
34.543655,1191,7.454545454545454,64.50281,[ 0.087  0.508 -0.223 -0.071],45553795000.0,154,100.00351,19.4972,True,0.5517265,0.5641836,4,19.4972,9.999986,0.5641836,0.41894197,-8.341248,1181.0044,19.4972,-11.68572,-629486400.0,64.50280544934658,129.96266,2,29.959152,6.056594610214233,34.204967,3.5048428,0.9719575,9.999986,1.5112173e-05,-1.0,,-627542800.0,11,,1.0,,1189.9625
58.166847,1277,7.818181818181818,68.15104,[ 0.084  0.508 -0.228 -0.07 ],1892853200.0,165,139.97034,14.289405,True,0.48046923,0.76980114,5,14.289406,9.999978,0.7698011,0.41894197,-5.369771,1523.7561,14.289405,-8.497226,-174088820.0,68.1510406162468,149.95453,2,9.984194,6.2130818367004395,36.13049,1.6713374,0.5785934,9.999978,0.0008607358,-1.0,,-170303890.0,11,,1.0,,1515.2847
34.515488,1337,5.454545454545454,44.50262,[ 0.073  0.515 -0.242 -0.075],5.2093865e+27,176,119.83894,5709.3193,True,1.0677159,0.0019266745,6,5709.3193,9.999899,0.0019266745,0.41894197,-4.3761377,1452.1238,5709.3193,-6.096468,-2.1176792e+17,44.5026253267898,129.82608,2,9.987133,6.3457932472229,30.816486,1.9461439,0.7221941,9.999899,9.964157e-05,-1.0,,-2.1176792e+17,11,,1.0,,1452.1238
65.43013,1431,8.545454545454545,75.41539,[ 0.073  0.515 -0.242 -0.075],1.1791952e+17,187,129.9885,152.29095,True,1.568269,0.07223016,7,152.29095,9.999997,0.07223016,0.41894197,-8.038655,3635.487,152.29095,-12.546515,-1172179900000.0,75.41539411040868,139.97375,2,9.985262,6.475966691970825,37.00363,12.022847,3.4149604,9.999997,1.6736666e-07,-1.0,,-1171194600000.0,11,,1.0,,3630.0557
41.82137,1521,8.181818181818182,71.7801,[ 0.075  0.515 -0.239 -0.076],6242162000000.0,198,110.01924,35.8111,True,0.4274742,0.30716732,8,35.8111,9.999983,0.30716732,0.41894197,-6.326063,2241.716,35.8111,-13.552891,-8525478000.0,71.78009341960939,139.97797,2,29.958725,6.627477407455444,31.280918,1.2655333,0.414206,9.999983,5.291389e-07,-1.0,,-8521773000.0,11,,1.0,,2242.366
59.068363,1619,8.909090909090908,79.03774,[ 0.074  0.514 -0.239 -0.075],4.6296428e+22,209,149.85042,1050.6582,True,2.2434747,0.010469628,9,1050.6582,9.999952,0.010469628,0.41894197,-7.382745,4438.703,1050.6582,-11.251567,-1080173200000000.0,79.03774546728059,169.8198,2,19.969381,6.793229103088379,48.105133,15.155724,4.394161,9.999952,4.859177e-05,-1.0,,-1080173200000000.0,11,,1.0,,4438.703
42.709827,1688,6.2727272727272725,52.69861,[ 0.074  0.514 -0.239 -0.075],16336680000000.0,220,79.986534,43.793655,True,2.929001,0.25117794,10,43.793655,9.999994,0.25117794,0.41894197,-5.305131,5078.721,43.793655,-8.268085,-5740222000.0,52.69860629875822,89.97531,2,9.988776,6.913697242736816,23.386095,22.078026,6.181435,9.999994,0.0012510178,-1.0,,-5696026600.0,11,,1.0,,5131.3755
39.07158,1764,6.909090909090909,59.05171,[ 0.069  0.519 -0.244 -0.079],1.1056939e+32,231,109.98479,1.0,True,5317.476,11.0,1,1.0,9.999868,11.0,0.41894197,-9.48495,4422.291,1.0,-9.48495,-7362.617,59.05170746042884,129.96492,3,19.98013,7.061678886413574,30.580824,51672.703,14781.232,9.999868,0.12965687,-1.0,,-3.09181e+19,11,,1.0,,19914974.0
106.31573,1892,11.636363636363637,106.31573,[ 0.066  0.087 -0.183 -0.322],1.0663318e+37,242,419.85672,201155.8,True,0.55113596,5.4683984e-05,2,201155.8,9.999995,5.4683984e-05,0.41894197,-23.62367,1810.5999,201155.8,-36.89189,-1.0020547e+23,106.31572816582583,419.85672,3,,7.247527599334717,112.320694,2.0342183,0.6585147,9.999995,2.9879257e-12,-1.0,,-1.0020547e+23,11,,1.0,,1810.5999
105.41011,2030,12.545454545454545,115.39234,[ 0.066  0.087 -0.183 -0.322],inf,253,319.86078,932087600.0,True,1.3284309,1.1801466e-08,3,932087700.0,9.9999695,1.1801465e-08,0.41894197,-12.987791,933.7638,932087600.0,-28.574825,-inf,115.39234762913344,329.84302,3,9.982232,7.404650688171387,100.35872,11.363783,3.1939228,9.9999695,2.892505e-14,-1.0,,-inf,11,,1.0,,933.7638
92.686584,2176,13.272727272727273,122.64631,[ 0.066  0.087 -0.183 -0.322],inf,264,339.7566,inf,True,0.5531333,,4,inf,9.999948,,0.41894197,-19.532555,868.546,inf,-87.835556,-inf,122.64630367741053,369.7163,3,29.95972,7.537965536117554,97.92626,4.8856716,1.376786,9.999948,,-1.0,,-inf,11,,1.0,,868.546
96.310745,2315,12.636363636363637,116.27888,[ 0.066  0.087 -0.183 -0.322],inf,275,239.78577,3.8625373e+33,True,28.806873,2.8478689e-33,5,3.862537e+33,9.999889,2.8478692e-33,0.41894197,-14.35076,412738.72,3.8625373e+33,-50.209526,-inf,116.27887589222793,259.7539,3,19.968132,7.662336587905884,63.66044,314.9971,90.50189,9.999889,7.1362945e-32,-1.0,,-inf,11,,1.0,,412738.72
118.1325,2478,14.818181818181818,138.09882,[ 0.066  0.087 -0.183 -0.322],inf,286,409.93094,inf,True,0.39982423,,6,inf,9.999992,,0.41894197,-15.376658,739.42834,inf,-55.764084,-inf,138.09879884891882,429.89722,3,19.96629,7.817551374435425,142.89726,1.2804806,0.47003317,9.999992,,-1.0,,-inf,11,,1.0,,739.42834
79.04511,2587,9.909090909090908,89.02786,[ 0.066  0.087 -0.183 -0.322],inf,297,229.90802,65444803000.0,True,0.45931062,1.6808058e-10,7,65444807000.0,9.999906,1.6808056e-10,0.41894197,-9.645998,266.56555,65444803000.0,-20.32922,-inf,89.02786359539606,239.89078,3,9.982755,7.971306324005127,74.86202,2.2400022,0.6888653,9.999906,1.3488157e-11,-1.0,,-inf,11,,1.0,,266.56555
73.61504,2712,11.363636363636363,103.56646,[ 0.066  0.087 -0.183 -0.322],inf,308,249.86115,9.96795e+24,True,0.78571534,1.1035369e-24,8,9.96795e+24,9.999995,1.1035369e-24,0.41894197,-12.546429,1307.0892,9.96795e+24,-29.979698,-inf,103.56646326994245,279.81256,3,29.951412,8.104788541793823,86.228745,2.6480777,0.9620147,9.999995,4.3756124e-17,-1.0,,-inf,11,,1.0,,1307.0892
99.99663,2877,15.0,139.9306,[ 0.066  0.087 -0.183 -0.322],inf,319,249.96123,1272005.1,True,0.100866534,8.647764e-06,9,1272005.1,9.999993,8.647764e-06,0.41894197,-16.148863,375.0662,1272005.1,-27.489906,-inf,139.93059676262385,289.8952,3,39.933975,8.230595350265503,73.71719,0.6385595,0.20226504,9.999993,1.4102458e-10,-1.0,,-inf,11,,1.0,,375.0662
80.8684,2999,11.090909090909092,100.84172,[ 0.066  0.087 -0.183 -0.322],5.8524625e+32,330,279.95062,39241.754,True,0.43401346,0.00028031366,10,39241.754,9.999997,0.00028031366,0.41894197,-10.908965,594.7155,39241.754,-17.53935,-3.788215e+20,100.84171843530136,299.92395,3,19.973318,8.384169578552246,91.58171,2.012399,0.57299644,9.999997,1.7414877e-06,-1.0,,-3.788215e+20,11,,1.0,,594.7155
73.615135,3113,10.363636363636363,93.58189,[ 0.066  0.087 -0.183 -0.322],6.6554406e+20,341,169.97762,1.0,True,69.59773,11.0,1,1.0,9.999978,11.0,0.41894197,-13.070538,13270.531,1.0,-13.070538,-19551.059,93.58188985551921,189.94437,4,19.966755,8.501471042633057,67.17858,438.00635,136.92482,9.999978,0.3960962,-1.0,,-162025850000000.0,11,,1.0,,1308647.8
61.77629,3214,9.181818181818182,81.75359,[ 0.561  0.889 -0.03  -0.618],inf,352,169.86285,2.4423718e+26,True,3.6547952,4.503819e-26,2,2.4423718e+26,9.999915,4.503819e-26,0.41894197,-9.137376,7326.905,2.4423718e+26,-55.16907,-inf,81.75359024225176,189.84015,4,19.977299,8.626635074615479,54.37314,34.181904,9.679032,9.999915,,-1.0,,-inf,11,,1.0,,7326.905
40.906254,3292,7.090909090909091,60.87297,[ 0.561  0.889 -0.03  -0.618],inf,363,139.96672,92814610000.0,True,0.42123696,1.1851582e-10,3,92814610000.0,9.999976,1.1851582e-10,0.41894197,-6.2291946,538.9252,92814610000.0,-14.121178,-inf,60.8729690350016,159.93344,4,19.966715,8.729653596878052,41.431084,1.9126076,0.6042663,9.999976,1.3967241e-07,-1.0,,-inf,11,,1.0,,538.9252
53.615223,3373,7.363636363636363,63.59667,[ 0.561  0.889 -0.03  -0.618],inf,374,129.98204,29735418.0,True,0.46499503,3.699292e-07,4,29735416.0,9.999956,3.6992924e-07,0.41894197,-9.706926,1628.5573,29735418.0,-19.821068,-inf,63.596664379401815,139.96349,4,9.981439,8.8594331741333,45.965393,1.9163368,0.6158055,9.999956,1.38820696e-14,-1.0,,-inf,11,,1.0,,1628.5573
60.892147,3462,8.090909090909092,70.874916,[ 0.561  0.889 -0.03  -0.618],4.4119197e+36,385,159.98193,173696.44,True,90.235565,6.332887e-05,5,173696.44,9.999918,6.332887e-05,0.41894197,-8.715086,2596683.8,173696.44,-12.434806,-1.0562683e+22,70.87490963611933,169.96469,4,9.982764,8.996685981750488,41.65549,987.8734,283.8591,9.999918,2.6218964e-07,-1.0,,-1.0562683e+22,11,,1.0,,2596683.8
66.33715,3568,9.636363636363637,86.30468,[ 0.561  0.889 -0.03  -0.618],inf,396,149.8879,6.081187e+24,True,0.69474477,1.8088573e-24,6,6.081187e+24,9.999989,1.8088573e-24,0.41894197,-7.3701987,4214.745,6.081187e+24,-39.345596,-inf,86.30467027465191,169.85542,4,19.96753,9.139053344726562,48.078796,2.2507524,0.74396425,9.999989,7.796952e-32,-1.0,,-inf,11,,1.0,,4214.745
69.98155,3678,10.0,89.95367,[ 0.561  0.889 -0.03  -0.618],inf,407,239.899,1.1349355e+22,True,0.4789709,9.692181e-22,7,1.1349355e+22,9.9999895,9.692181e-22,0.41894197,-11.928127,5512.993,1.1349355e+22,-34.828716,-inf,89.95367381882407,259.87112,4,19.972118,9.263266563415527,69.649025,2.0934806,0.60239303,9.9999895,1.28469825e-20,-1.0,,-inf,11,,1.0,,5512.993
35.4621,3761,7.545454545454546,65.416756,[ 0.561  0.889 -0.03  -0.618],inf,418,80.025635,1112138.9,True,0.48926565,9.890851e-06,8,1112138.9,9.999996,9.890851e-06,0.41894197,-6.1674447,854.53394,1112138.9,-15.741161,-inf,65.41675196777288,109.980286,4,29.95465,9.377928733825684,28.404163,1.8231611,0.65142596,9.999996,3.27927e-10,-1.0,,-inf,11,,1.0,,854.53394
71.79428,3873,10.181818181818182,91.7674,[ 0.561  0.889 -0.03  -0.618],inf,429,159.90488,2.4369258e+16,True,0.47228086,4.513884e-16,9,2.4369258e+16,9.999997,4.513884e-16,0.41894197,-4.927517,4209.337,2.4369258e+16,-26.472908,-inf,91.76740121329135,179.878,4,19.973125,9.504931449890137,56.51956,3.7699606,1.0517082,9.999997,3.7971283e-20,-1.0,,-inf,11,,1.0,,4209.337
59.052002,3960,7.909090909090909,69.03841,[ 0.561  0.889 -0.03  -0.618],inf,440,119.910095,298080560000000.0,True,1.5239787,3.6902776e-14,10,298080560000000.0,9.999923,3.6902776e-14,0.41894197,-4.7469664,11881.363,298080560000000.0,-21.953129,-inf,69.0384073718838,129.8965,4,9.986403,9.631312847137451,33.413166,8.722846,2.4160933,9.999923,8.574357e-17,-1.0,,-inf,11,,1.0,,11881.363
58.16368,4046,7.818181818181818,68.14537,[ 0.561  0.889 -0.03  -0.618],363482080.0,451,159.93826,1.0,True,24.930603,11.0,1,1.0,9.999955,11.0,0.41894197,-6.874555,6748.366,1.0,-6.874555,-11774.477,68.14537216549729,169.91995,5,9.981688,9.757502794265747,45.87564,131.46332,45.43398,9.999955,1.1017728,-1.0,,-95942420.0,11,,1.0,,118628.74
108.15298,4198,13.818181818181818,128.12022,[ 0.501  0.803 -0.091 -0.836],30785740000000.0,462,209.96434,33.856144,True,0.46807635,0.3249041,2,33.856144,9.999994,0.3249041,0.41894197,-10.379081,1188.6115,33.856144,-13.7741,-54426673000.0,128.12022141248517,229.93158,5,19.967243,9.93847393989563,73.9365,2.9719498,0.84674793,9.999994,1.1147004e-05,-1.0,,-51064025000.0,11,,1.0,,1172.7983
75.434845,4314,10.545454545454545,95.39847,[ 0.504  0.788 -0.082 -0.818],4.536968e+18,473,189.98141,333.19205,True,0.92800176,0.033013992,3,333.19205,9.999993,0.033013992,0.41894197,-5.91868,9456.557,333.19205,-8.068201,-19657698000000.0,95.39846735113396,209.94504,5,19.963621,10.130187273025513,65.117165,2.8758433,0.9237641,9.999993,7.006362e-05,-1.0,,-16343201000000.0,11,,1.0,,8736.691
49.988888,4435,11.0,99.93115,[ 0.496  0.757 -0.063 -0.775],3.9687082e+21,484,129.94559,575.9768,True,0.8418238,0.019097991,4,575.9768,9.999952,0.019097991,0.41894197,-7.9954624,3713.6606,575.9768,-14.446621,-354871640000000.0,99.93114810151465,179.88785,5,49.94226,10.344351530075073,45.109035,6.921432,1.9309626,9.999952,2.492269e-06,-1.0,,-354871640000000.0,11,,1.0,,3713.6606
83.62175,4571,12.363636363636363,113.56655,[ 0.496  0.757 -0.063 -0.775],2.3621265e+17,495,199.96692,146.43925,True,0.70745766,0.07511647,5,146.43925,9.999997,0.07511647,0.41894197,-16.565533,10930.235,146.43925,-22.800175,-4604303000000.0,113.56654491907047,229.91171,5,29.9448,10.524437189102173,60.489643,4.211842,1.1662632,9.999997,3.7434659e-06,-1.0,,-4472154000000.0,11,,1.0,,10655.96
88.135735,4712,12.818181818181818,118.09974,[ 0.5    0.749 -0.057 -0.765],7.347297e+20,506,159.93565,786.6527,True,0.69582176,0.013983299,6,786.6527,9.999955,0.013983299,0.41894197,-9.810037,1361.4182,786.6527,-21.65902,-170159090000000.0,118.09974340118707,189.89966,5,29.964003,10.690166711807251,61.58754,4.008451,1.24228,9.999955,2.8141238e-11,-1.0,,-170159090000000.0,11,,1.0,,1361.4182
97.24221,4852,12.727272727272727,117.21331,[ 0.5    0.749 -0.057 -0.765],9.5361475e+17,517,319.97385,185.21791,True,0.6327309,0.059389506,7,185.21791,9.999992,0.059389506,0.41894197,-16.654076,869.3141,185.21791,-18.66077,-19766893000000.0,117.21331323901818,339.94495,5,19.971098,10.818339824676514,92.04337,2.438735,0.81697625,9.999992,0.00038937808,-1.0,,-19644759000000.0,11,,1.0,,866.3707
95.415794,4990,12.545454545454545,115.38945,[ 0.502  0.745 -0.053 -0.761],1.22647395e+17,528,209.91846,221.39453,True,1.1697451,0.049685057,8,221.39455,9.999944,0.049685054,0.41894197,-14.766162,5255.159,221.39453,-18.670046,-3223043700000.0,115.38945254293117,229.89212,5,19.973661,10.98285961151123,61.081627,4.7415566,1.4989586,9.999944,0.00023782464,-1.0,,-3221961600000.0,11,,1.0,,5271.1187
89.94441,5100,10.0,89.94441,[ 0.503  0.746 -0.053 -0.762],4.380322e+27,539,219.91385,5489.137,True,1.8162942,0.002003958,9,5489.137,9.999986,0.002003958,0.41894197,-15.036339,10006.662,5489.137,-17.312843,-5.5718728e+17,89.94441192814485,219.91385,5,,11.154513120651245,63.64268,7.044517,2.0619307,9.999986,7.575995e-05,-1.0,,-5.5718728e+17,11,,1.0,,10006.662
89.07869,5242,12.909090909090908,119.02459,[ 0.503  0.746 -0.053 -0.762],4.332406e+24,550,210.00735,1748.4781,True,0.4898907,0.0062911855,10,1748.4781,9.999997,0.0062911855,0.41894197,-15.6967745,7774.84,1748.4781,-17.36774,-2.0862239e+16,119.02459732666165,239.95326,5,29.945904,11.28717589378357,58.220016,1.8294587,0.5516685,9.999997,1.1574982e-08,-1.0,,-2.0862239e+16,11,,1.0,,7774.84
58.158325,5361,10.818181818181818,98.11913,[ 0.503  0.746 -0.053 -0.762],4841377000000000.0,561,139.92484,1.0,True,18.098785,11.0,1,1.0,9.999916,11.0,0.41894197,-11.071363,11785.644,1.0,-11.071363,-17418.598,98.1191353993222,179.88564,6,39.960808,11.426174402236938,46.45728,147.26915,41.444054,9.999916,0.32638937,-1.0,,-391941160000.0,11,,1.0,,379220.66
52.710228,5452,8.272727272727273,72.67774,[ 0.552  0.957 -0.065 -0.638],6.4689063e+28,572,149.93486,12977.965,True,1.3203857,0.0008475905,2,12977.965,9.999973,0.0008475905,0.41894197,-9.271047,8831.668,12977.965,-17.271065,-1.278078e+18,72.67773657408243,169.90237,6,19.967518,11.581701755523682,49.89979,4.84332,1.6914157,9.999973,1.1253109e-07,-1.0,,-1.278078e+18,11,,1.0,,8831.668
82.70032,5565,10.272727272727273,92.68404,[ 0.552  0.957 -0.065 -0.638],1.0236712e+18,583,239.9689,203.59149,True,0.6744403,0.054029763,3,203.59149,9.999989,0.054029763,0.41894197,-7.7068596,1732.9698,203.59149,-11.193996,-11005974000000.0,92.68403324285384,249.95262,6,9.983716,11.72370433807373,70.06958,3.0747669,0.9339304,9.999989,0.00093294587,-1.0,,-11003698000000.0,11,,1.0,,1731.9998
73.59475,5668,9.363636363636363,83.582146,[ 0.552  0.958 -0.065 -0.639],inf,594,169.9772,7572352.5,True,0.62726855,1.4526529e-06,4,7572352.5,9.999895,1.4526529e-06,0.41894197,-8.371466,7311.965,7572352.5,-13.602251,-inf,83.58214690346175,179.9646,6,9.987397,11.877186298370361,61.207336,3.9109561,1.094524,9.999895,7.627597e-07,-1.0,,-inf,11,,1.0,,7311.965
89.95908,5800,12.0,109.931175,[ 0.552  0.958 -0.065 -0.639],2.1683377e+30,605,169.97906,23230.004,True,2.7043686,0.00047352552,5,23230.004,9.999984,0.00047352552,0.41894197,-12.551488,66447.484,23230.004,-16.38397,-9.248905e+18,109.93116905241453,189.95114,6,19.972082,12.019964456558228,52.38117,15.283155,4.293404,9.999984,2.770339e-09,-1.0,,-9.248905e+18,11,,1.0,,66447.484
44.538315,5882,7.454545454545454,64.502815,[ 0.552  0.958 -0.065 -0.639],2.5093402e+19,616,139.99329,240.75433,True,1.2878951,0.045689728,6,240.75433,9.9999695,0.045689728,0.41894197,-4.9142256,14958.574,240.75433,-6.1412024,-22311751000000.0,64.50281941604338,159.9578,6,19.964508,12.153358221054077,44.987198,7.0057325,1.8913656,9.9999695,0.08595308,-1.0,,-22311751000000.0,11,,1.0,,14958.574
45.436317,5954,6.545454545454546,55.417274,[ 0.552  0.958 -0.065 -0.639],1184438400000.0,627,109.975784,16.812761,True,0.51979876,0.6542649,7,16.812761,9.999893,0.6542649,0.41894197,-9.139746,2194.9353,16.812761,-11.853247,-2738786000.0,55.417273480191675,119.95674,6,9.980959,12.284867286682129,38.21155,1.4697772,0.46218485,9.999893,0.004313067,-1.0,,-2726145300.0,11,,1.0,,2219.9238
59.052536,6052,8.909090909090908,79.039566,[ 0.55   0.962 -0.07  -0.643],8.42656e+27,638,119.9032,6177.5044,True,0.3658161,0.0017806543,8,6177.5044,9.999968,0.0017806543,0.41894197,-8.691515,3859.9849,6177.5044,-13.334501,-3.1271083e+17,79.03956188897676,139.89023,6,19.987026,12.441344976425171,40.537704,1.2865014,0.4497855,9.999968,9.2715716e-05,-1.0,,-3.1271083e+17,11,,1.0,,3859.9849
55.427208,6168,10.545454545454545,95.404686,[ 0.55   0.962 -0.07  -0.643],2.4607162e+21,649,159.96056,721.369,True,0.41968697,0.015248784,9,721.369,9.999912,0.015248784,0.41894197,-7.3902225,1896.492,721.369,-12.192571,-345195150000000.0,95.40468613792858,199.93803,6,39.977474,12.57111144065857,47.535976,1.5273132,0.5662864,9.999912,5.4711505e-05,-1.0,,-345195150000000.0,11,,1.0,,1896.492
40.885975,6235,6.090909090909091,50.870605,[ 0.55   0.962 -0.07  -0.643],2.093259e+17,660,109.9671,136.38441,True,0.51885426,0.080654375,10,136.38441,9.999408,0.080654375,0.41894197,-5.416868,443.38666,136.38441,-12.807194,-1152648000000.0,50.870607198214536,119.95173,6,9.98463,12.687682867050171,37.51308,1.6114516,0.53311056,9.999408,5.6779875e-08,-1.0,,-1145954900000.0,11,,1.0,,443.44568
40.894302,6302,6.090909090909091,50.879128,[ 0.549  0.966 -0.074 -0.646],1760439400000.0,671,119.961494,1.0,True,191.41847,11.0,1,1.0,9.999998,11.0,0.41894197,-6.2383556,4014.1199,1.0,-6.2383556,-6953.6045,50.87912387848883,129.94632,7,9.984824,12.825009107589722,37.754925,1259.2137,405.5602,9.999998,0.42697722,-1.0,,-3900836400.0,11,,1.0,,683955.0
110.87256,6446,13.090909090909092,120.854614,[ 0.416  0.503 -0.11  -0.776],inf,682,259.94107,303681900000.0,True,11.42338,3.6222112e-11,2,303681900000.0,9.999966,3.6222112e-11,0.41894197,-12.145589,41323.88,303681900000.0,-20.959492,-inf,120.85461338051847,269.92313,7,9.982058,12.971334218978882,80.94402,120.13959,34.386208,9.999966,1.9114762e-13,-1.0,,-inf,11,,1.0,,41323.88
