MinTargetPdf,TimeElapsed,MaxIW,LearnableVariance,Penalization,MeanEntropy,MinIW,MinBehavPdf,Iteration,EmpiricalD2Harmonic,StdIW,ReturnStepMaxmin,ReturnMeanIW,InitialReturnMean,TimestepsSoFar,EmpiricalD2Arithmetic,Weights,ESSRenyiHarmonic,EpisodesSoFar,MeanD2-0,EpRewMean,EpLenMean,ESSRenyiArithmetic,VarianceInitializer,InitialReturnMin,InitialReturnStd,InitialBound,MeanIW,ReturnStepMax,EpThisIter,OptimizationReturnMin,DivergenceHarmonic,Inner Iteration,Epsilon,OptimizationReturnMax,WReturnMean,OptimizationReturnMean,Bound,InitialReturnMax,StdWReturnMean
-6.7681527,5.145742893218994,642767.9,,True,0.41894197,0.24103332,-6.7681527,2,1.0,184677.94,9.999821,286615170.0,54.51184,813,1.0,[ 0.183  0.326 -0.093  0.319],11.0,121,1.0,54.51183798219384,6.454545454545454,11.0,-1.0,19.967438,25.704847,-5736.1606,58769.3,9.999821,11,,2.9045941e+25,1,1.0,89.96831,3632.28,34.5444,-1.1338709e+16,109.935745,
-18.329563,5.284378528594971,2.0928223,,True,0.41894197,5.054915e-08,-9.929403,2,2460849.8,0.60830027,9.999947,378.8438,64.50303,895,2460849.8,[ 0.093  0.126 -0.232 -0.108],4.4700005e-06,132,2460849.8,64.50302612444908,7.454545454545454,4.4700005e-06,-1.0,19.970837,37.0053,-inf,0.3656892,9.999947,11,,inf,2,1.0,100.005554,378.8438,44.532192,-inf,119.976395,
-16.532698,5.507134437561035,20.076517,,True,0.41894197,8.349707e-08,-8.383471,2,3235.5337,5.516206,9.999985,5362.1943,68.13874,981,3235.5337,[ 0.093  0.126 -0.232 -0.108],0.0033997484,143,3235.5337,68.13874227270948,7.818181818181818,0.0033997484,-1.0,,62.476593,-2.1447572e+16,3.1281447,9.999985,11,,4.582698e+24,3,1.0,239.90387,5362.1943,68.13874,-2.1447572e+16,239.90387,
-28.217693,5.669169187545776,6.207984,,True,0.41894197,1.3023767e-11,-19.71333,2,102358400000.0,1.9591904,9.99999,10088.952,95.403206,1097,102358400000.0,[ 0.093  0.126 -0.232 -0.108],1.0746553e-10,154,102358400000.0,95.40321676982539,10.545454545454545,1.0746553e-10,-1.0,19.96872,55.14881,-inf,1.111371,9.99999,11,,inf,4,1.0,179.98465,10088.952,75.4345,-inf,199.95337,
-22.99211,5.9256908893585205,0.20920283,,True,0.41894197,5.2468434e-16,-16.878056,2,13568802000000.0,0.059297305,9.999987,43.93614,135.39111,1257,13568802000000.0,[ 0.093  0.126 -0.232 -0.108],8.106832e-13,165,13568802000000.0,135.3911066222408,14.545454545454545,8.106832e-13,-1.0,29.963428,79.101875,-inf,0.026204787,9.999987,11,,inf,5,1.0,249.93156,43.93614,105.427666,-inf,279.895,
-16.998062,6.1162073612213135,7.6157475,,True,0.41894197,1.5415202e-07,-10.940781,2,1435506.9,2.1512518,9.999938,4753.405,83.58072,1360,1435506.9,[ 0.093  0.126 -0.232 -0.108],7.662798e-06,176,1435506.9,83.58071844483361,9.363636363636363,7.662798e-06,-1.0,29.95816,53.63231,-inf,0.89075273,9.999938,11,,inf,6,1.0,159.99902,4753.405,53.62256,-inf,189.95718,
-19.985706,6.347206115722656,5.2626066,,True,0.41894197,2.2485354e-09,-10.926475,2,115958660.0,1.5430685,9.999948,1766.4849,115.396484,1498,115958664.0,[ 0.093  0.126 -0.232 -0.108],9.48614e-08,187,115958664.0,115.39649078804622,12.545454545454545,9.486139e-08,-1.0,9.984616,76.17868,-inf,0.6664147,9.999948,11,,inf,7,1.0,229.95934,1766.4849,105.411865,-inf,239.94395,
-24.319206,6.56206488609314,3.1017916,,True,0.41894197,1.1585633e-11,-11.728579,2,3157218000.0,0.9864476,9.999924,490.473,97.226814,1616,3157218000.0,[ 0.093  0.126 -0.232 -0.108],3.48408e-09,198,3157218000.0,97.22681567985704,10.727272727272727,3.48408e-09,-1.0,19.97055,73.72878,-inf,0.45978925,9.999924,11,,inf,8,1.0,249.9703,490.473,77.25627,-inf,269.94086,
-15.470684,6.738624811172485,0.28594783,,True,0.41894197,6.2893395e-07,-9.176389,2,409645.97,0.08279584,9.999992,156.75348,81.76078,1717,409645.97,[ 0.093  0.126 -0.232 -0.108],2.6852455e-05,209,409645.97,81.76078108916394,9.181818181818182,2.6852455e-05,-1.0,19.966957,35.860962,-inf,0.046948206,9.999992,11,,inf,9,1.0,129.87265,156.75348,61.793827,-inf,149.8396,
-15.412996,6.897368669509888,12.282074,,True,0.41894197,9.51318e-07,-9.318349,2,4438.12,3.5260026,9.999999,1301.5742,81.75925,1818,4438.12,[ 0.093  0.126 -0.232 -0.108],0.002478527,220,4438.12,81.75924942695161,9.181818181818182,0.002478527,-1.0,29.956354,43.4121,-1.3645882e+17,1.352067,9.999999,11,,7.385438e+26,10,1.0,139.88177,1301.5742,51.80289,-1.3645882e+17,169.83813,
-13.577347,7.131538152694702,321.4256,,True,0.41894197,0.4518476,-13.577347,3,1.0,97.393326,9.999994,1528400.4,89.95376,1928,1.0,[ 0.093  0.126 -0.232 -0.108],11.0,231,1.0,89.95375583707843,10.0,11.0,-1.0,19.97583,66.052055,-20129.46,44.207676,9.999994,11,,9.773574e+29,1,1.0,189.9979,12454.553,69.97793,-7.587516e+18,209.97372,
-21.77073,7.286788702011108,0.81682074,,True,0.41894197,2.7551502e-18,-5.2199087,3,30030391000.0,0.23130012,9.999843,91.57086,42.704258,1986,30030391000.0,[ 0.1    0.575 -0.301  0.101],3.662956e-10,242,30030391000.0,42.70425926508992,5.2727272727272725,3.662956e-10,-1.0,9.98287,18.131914,-inf,0.10620106,9.999843,11,,inf,2,1.0,59.993355,91.57086,32.72139,-inf,69.97623,
-17.751953,7.450403451919556,26.335678,,True,0.41894197,3.7513564e-10,-6.9000864,3,118896.05,7.493249,9.999976,16324.262,49.972733,2052,118896.05,[ 0.1    0.575 -0.301  0.101],9.2517796e-05,253,118896.05,49.97273186415777,6.0,9.2517796e-05,-1.0,9.980989,30.742336,-4.093921e+20,2.8619845,9.999976,11,,5.5379495e+34,3,1.0,89.987,16324.262,39.991745,-4.093921e+20,99.96799,
-13.320571,7.667814016342163,8.017502,,True,0.41894197,0.0007533077,-12.632554,3,14755287.0,2.2245774,9.999957,4437.6895,52.696545,2121,14755286.0,[ 0.1    0.575 -0.301  0.101],7.4549547e-07,264,14755286.0,52.69654283934501,6.2727272727272725,7.454955e-07,-1.0,9.983178,46.526806,-inf,1.25701,9.999957,11,,inf,4,1.0,159.98192,4437.6895,42.713364,-inf,169.9651,
-35.365646,7.838238716125488,0.12174747,,True,0.41894197,4.8847934e-25,-13.6244,3,9.155775e+19,0.03710744,9.999983,55.66251,56.32715,2194,9.155775e+19,[ 0.1    0.575 -0.301  0.101],1.2014275e-19,275,9.155775e+19,56.32714565414217,6.636363636363637,1.2014275e-19,-1.0,9.979922,32.533478,-inf,0.024528224,9.999983,11,,inf,5,1.0,100.00021,55.66251,46.347225,-inf,109.98013,
-22.486444,8.018810510635376,7.6045346,,True,0.41894197,4.4055107e-16,-5.928134,3,77762890000.0,2.1828787,9.9999895,3551.39,50.882095,2261,77762890000.0,[ 0.1    0.575 -0.301  0.101],1.4145565e-10,286,77762890000.0,50.88209829789812,6.090909090909091,1.4145565e-10,-1.0,19.968561,26.089962,-inf,0.97716784,9.9999895,11,,inf,6,1.0,79.9656,3551.39,30.913538,-inf,99.93416,
-10.623011,8.233213663101196,166.30301,,True,0.41894197,1.9424641e-08,-6.492935,3,4027548.8,47.778397,9.999993,74273.37,55.432472,2333,4027548.8,[ 0.1    0.575 -0.301  0.101],2.7311899e-06,297,4027548.8,55.43246801193022,6.545454545454546,2.7311899e-06,-1.0,9.98017,34.47318,-inf,15.215522,9.999993,11,,inf,7,1.0,130.0043,74273.37,45.452297,-inf,139.98447,
-24.168922,8.440187931060791,0.9298066,,True,0.41894197,6.906086e-16,-6.973626,3,462102500000.0,0.32209098,9.99999,1378.7595,70.87326,2422,462102530000.0,[ 0.1    0.575 -0.301  0.101],2.3804243e-11,308,462102530000.0,70.8732565986556,8.090909090909092,2.3804242e-11,-1.0,9.986398,35.781876,-inf,0.25903305,9.99999,11,,inf,8,1.0,119.97552,1378.7595,60.886856,-inf,129.96191,
-17.152363,8.640928030014038,4.763927,,True,0.41894197,4.5686337e-12,-7.0564485,3,2239287000.0,1.4531349,9.99995,2491.2463,63.6035,2503,2239287000.0,[ 0.1    0.575 -0.301  0.101],4.9122777e-09,319,2239287000.0,63.60349837368297,7.363636363636363,4.9122777e-09,-1.0,39.955315,22.264996,-inf,0.6516936,9.99995,11,,inf,9,1.0,60.02706,2491.2463,23.648186,-inf,99.982376,
-41.092533,8.824535369873047,90.50753,,True,0.41894197,8.620859e-33,-6.3183017,3,4.493477e+26,25.963888,9.999935,40558.74,55.41869,2575,4.493477e+26,[ 0.1    0.575 -0.301  0.101],2.4479929e-26,330,4.493477e+26,55.41868839609417,6.545454545454546,2.4479929e-26,-1.0,9.979461,45.760845,-inf,8.408512,9.999935,11,,inf,10,1.0,159.84192,40558.74,45.439224,-inf,169.82138,
-7.735677,9.038294792175293,137.22662,,True,0.41894197,0.15377015,-7.735677,4,1.0,42.61389,9.999996,58498.31,56.319237,2648,1.0,[ 0.1    0.575 -0.301  0.101],11.0,341,1.0,56.31923364575703,6.636363636363637,11.0,-1.0,9.984711,31.083231,-7541.4883,22.669113,9.999996,11,,123289440000000.0,1,1.0,129.84164,4138.0234,46.334522,-37790683000.0,139.82635,
-8.352564,9.31019902229309,109.54724,,True,0.41894197,0.00015557939,-6.4144344,4,304.4617,31.169806,9.999986,146047.83,58.13896,2723,304.4617,[ 0.119  0.783 -0.32   0.237],0.03612934,352,304.4617,58.13896028475238,6.818181818181818,0.03612934,-1.0,29.961517,27.555412,-5607641300000.0,11.072434,9.999986,11,,4.81902e+18,2,1.0,89.94019,146443.25,28.177443,-5493803700000.0,119.90171,
-15.504375,9.587801218032837,2.656853,,True,0.41894197,2.7232255e-07,-7.946807,4,94.55362,0.9014413,9.999879,548.70184,43.61254,2782,94.55362,[ 0.12   0.791 -0.325  0.228],0.11633611,363,94.55362,43.61254140330525,5.363636363636363,0.11633611,-1.0,9.984408,21.427902,-278678270000.0,0.5413687,9.999879,11,,6.255058e+16,3,1.0,69.98689,548.22156,33.62813,-278437040000.0,79.9713,
-9.032026,9.774025678634644,5.1831794,,True,0.41894197,0.0006088641,-6.7334523,4,32.82639,1.6106098,9.999973,1883.8564,40.8882,2838,32.82639,[ 0.118  0.79  -0.326  0.229],0.33509624,374,32.82639,40.8881991586341,5.090909090909091,0.33509624,-1.0,9.980295,16.76112,-1282925700.0,1.2635716,9.999973,11,,2146833800000.0,4,1.0,59.98403,1858.8267,30.907906,-1248522100.0,69.964325,
-7.02351,10.065149784088135,125.92172,,True,0.41894197,0.0012886777,-6.070737,4,45.908207,35.96918,9.99993,11366.335,39.97886,2893,45.908207,[ 0.116  0.776 -0.325  0.24 ],0.23960857,385,45.908207,39.97885934385741,5.0,0.23960857,-1.0,19.975986,18.584394,-20429904000.0,12.644657,9.99993,11,,336009000000000.0,5,1.0,59.997036,11331.941,20.002874,-20408250000.0,79.97302,
-6.6659775,10.244933366775513,10.96973,,True,0.41894197,0.00024895018,-7.861008,4,51.32601,3.103566,9.999974,5300.974,49.064903,2958,51.32601,[ 0.117  0.776 -0.323  0.24 ],0.21431628,396,51.32601,49.06490499524748,5.909090909090909,0.21431628,-1.0,9.983651,21.926579,-2172734200.0,1.2161584,9.999974,11,,3802748000000.0,6,1.0,70.002235,5276.1055,39.081253,-2171798800.0,79.985886,
-7.6030803,10.4437415599823,22.766321,,True,0.41894197,0.00062912353,-8.40345,4,52.09723,6.330504,9.999955,19777.738,49.06869,3023,52.09723,[ 0.117  0.774 -0.322  0.242],0.21114367,407,52.09723,49.068692436773865,5.909090909090909,0.21114367,-1.0,19.971333,29.68047,-69150050000.0,3.051702,9.999955,11,,761599440000000.0,7,1.0,100.00212,19783.533,29.097359,-69147540000.0,119.97345,
-12.354705,10.731883525848389,7.3301764,,True,0.41894197,3.843148e-07,-5.44772,4,835.3181,2.1235611,9.999954,6063.4404,66.32862,3107,835.3181,[ 0.117  0.774 -0.322  0.242],0.013168636,418,835.3181,66.32862310928805,7.636363636363637,0.013168636,-1.0,19.978472,28.985638,-498407570000000.0,1.2599832,9.999954,11,,2.8807897e+22,8,1.0,109.90172,6063.4404,46.350155,-498407570000000.0,129.88019,
-5.2271585,10.844803810119629,3.540292,,True,0.41894197,0.017485406,-5.109326,4,12.082701,1.0367132,9.999814,1973.1855,41.794865,3164,12.0827,[ 0.117  0.774 -0.322  0.242],0.91039246,429,12.0827,41.794863254485385,5.181818181818182,0.9103926,-1.0,9.981592,19.915243,-110734904.0,0.83410764,9.999814,11,,16855795000.0,9,1.0,60.001823,1971.9707,31.81327,-110691850.0,69.98341,
-11.589347,11.129005670547485,10.598333,,True,0.41894197,9.75231e-07,-4.669051,4,265.5866,3.0667014,9.999921,4776.1377,49.06028,3229,265.5866,[ 0.117  0.773 -0.322  0.243],0.04141775,440,265.5866,49.06028321504608,5.909090909090909,0.04141775,-1.0,29.978039,13.105663,-5905846400000.0,1.534982,9.999921,11,,2.8146407e+19,10,1.0,49.989513,4776.1377,19.082243,-5905846400000.0,79.96755,
-5.755739,11.313708543777466,351831.1,,True,0.41894197,0.48490426,-5.755739,5,1.0,101113.51,9.999948,79983230.0,43.608604,3288,1.0,[ 0.117  0.773 -0.322  0.243],11.0,451,1.0,43.60860578528647,5.363636363636363,11.0,-1.0,19.981268,18.221983,-3346.9382,32083.375,9.999948,11,,4.3795867e+27,1,1.0,59.98603,2233.7515,23.627337,-7.3668946e+16,79.9673,
-14.384682,11.445011854171753,6.00952,,True,0.41894197,5.0580037e-11,-8.644337,5,707028350.0,1.7719762,9.999906,713.07294,46.342003,3350,707028350.0,[ 0.12   0.946 -0.197  0.695],1.5558074e-08,462,707028350.0,46.342000209184356,5.636363636363637,1.5558074e-08,-1.0,19.971102,17.19714,-inf,0.7632467,9.999906,11,,inf,2,1.0,50.00566,713.07294,26.3709,-inf,69.97676,
-18.148708,11.681429147720337,20.842913,,True,0.41894197,6.9753746e-16,-3.7127988,5,8186364400000.0,5.954459,9.999309,3346.7112,35.43419,3400,8186364000000.0,[ 0.12   0.946 -0.197  0.695],1.3436978e-12,473,8186364000000.0,35.43419077483735,4.545454545454546,1.3436979e-12,-1.0,9.981567,13.725609,-inf,2.639767,9.999309,11,,inf,3,1.0,40.000484,3346.7112,25.452623,-inf,49.98205,
-26.122505,11.861422777175903,0.9686612,,True,0.41894197,6.6219155e-15,-9.79831,5,135022270.0,0.3153014,9.999434,32.918266,30.887354,3445,135022270.0,[ 0.12   0.946 -0.197  0.695],8.146804e-08,484,135022270.0,30.887352397078654,4.090909090909091,8.146804e-08,-1.0,9.979548,20.19692,-inf,0.17663766,9.999434,11,,inf,4,1.0,59.97321,32.918266,20.907804,-inf,69.95276,
-19.084095,11.980849742889404,0.139561,,True,0.41894197,3.2510144e-14,-9.129196,5,82686024.0,0.046413634,9.999913,27.064104,39.97976,3500,82686024.0,[ 0.12   0.946 -0.197  0.695],1.3303337e-07,495,82686024.0,39.979758101981595,5.0,1.3303337e-07,-1.0,19.98397,12.787896,-inf,0.023352368,9.999913,11,,inf,5,1.0,39.994873,27.064104,19.995787,-inf,59.978844,
-22.952654,12.155307054519653,2.1391792,,True,0.41894197,5.0218313e-18,-5.2509646,5,53085004.0,0.6127312,9.999596,178.71552,34.517868,3549,53085004.0,[ 0.12   0.946 -0.197  0.695],2.0721482e-07,506,53085004.0,34.5178651276348,4.454545454545454,2.0721482e-07,-1.0,19.967731,14.372698,-inf,0.20238024,9.999596,11,,inf,6,1.0,39.988075,178.71552,14.550132,-inf,59.955807,
-13.873553,12.357714414596558,2.8836815,,True,0.41894197,2.7991536e-09,-6.443749,5,14035399.0,0.81561893,9.999936,150.9509,28.161156,3591,14035398.0,[ 0.12   0.946 -0.197  0.695],7.837326e-07,517,14035398.0,28.16115263213628,3.8181818181818183,7.837327e-07,-1.0,9.984508,16.955109,-inf,0.39916295,9.999936,11,,inf,7,1.0,59.981647,150.9509,18.176645,-inf,69.966156,
-22.544899,12.562763452529907,5.1078696,,True,0.41894197,5.0697615e-17,-5.2912936,5,6489123000.0,1.4795971,9.999961,483.85068,43.61243,3650,6489123000.0,[ 0.12   0.946 -0.197  0.695],1.6951444e-09,528,6489123000.0,43.61243049982703,5.363636363636363,1.6951444e-09,-1.0,9.983094,19.666489,-inf,0.6589761,9.999961,11,,inf,8,1.0,69.997795,483.85068,33.629337,-inf,79.98089,
-24.386967,12.687646627426147,11.171638,,True,0.41894197,4.9026874e-21,-3.959348,5,70800620000000.0,3.1827314,9.999262,1672.1321,29.069677,3693,70800620000000.0,[ 0.12   0.946 -0.197  0.695],1.5536586e-13,539,70800620000000.0,29.069676789337006,3.909090909090909,1.5536586e-13,-1.0,,18.305197,-inf,1.1254894,9.999262,11,,inf,9,1.0,59.94762,1672.1321,29.069677,-inf,59.94762,
-13.250528,12.85691213607788,0.13299513,,True,0.41894197,7.0142836e-11,-5.355345,5,49527890.0,0.05088804,9.999826,16.07623,35.434765,3743,49527890.0,[ 0.12   0.946 -0.197  0.695],2.220971e-07,550,49527890.0,35.43476513832941,4.545454545454546,2.220971e-07,-1.0,19.977789,9.872034,-inf,0.024566976,9.999826,11,,inf,10,1.0,29.996004,16.07623,15.456976,-inf,49.973793,
-4.3310146,13.09231686592102,105.915794,,True,0.41894197,0.2874305,-4.3310146,6,1.0,29.776255,9.999881,23813.725,40.882114,3799,1.0,[ 0.12   0.946 -0.197  0.695],11.0,561,1.0,40.88211311173991,5.090909090909091,11.0,-1.0,9.987705,23.51939,-3963.0164,16.05929,9.999881,11,,60517007000.0,1,1.0,89.9471,2224.509,30.89441,-427700160.0,99.9348,
-5.590209,13.302112102508545,9.134183,,True,0.41894197,0.005363334,-4.006588,6,20.852509,2.5278382,10.0,1728.3682,31.798315,3845,20.852509,[ 0.12   1.125 -0.215  0.868],0.52751446,572,20.852509,31.79831355607264,4.181818181818182,0.52751446,-1.0,9.990684,10.281355,-255470750.0,1.3552595,10.0,11,,341062450000.0,2,1.0,39.972168,1718.9948,21.80763,-253779980.0,49.962852,
-11.432717,13.571007490158081,30.777498,,True,0.41894197,4.1361652e-08,-3.5950408,6,466.9264,11.688214,9.99984,5198.3047,41.7949,3902,466.9264,[ 0.121  1.121 -0.207  0.872],0.023558317,583,466.9264,41.79490268872372,5.181818181818182,0.023558317,-1.0,19.977657,13.352556,-2891553000000.0,5.7228804,9.99984,11,,2.1325598e+19,3,1.0,39.99714,5198.3047,21.817247,-2891553000000.0,59.974796,
-6.793365,13.769309759140015,4.9238157,,True,0.41894197,0.00066935533,-3.1382267,6,221.16357,1.4052168,9.9999485,2821.6597,55.427845,3974,221.16356,[ 0.121  1.121 -0.207  0.872],0.049736943,594,221.16356,55.42784674578788,6.545454545454546,0.049736947,-1.0,29.97262,21.882149,-1819255400000.0,0.9409718,9.9999485,11,,1.0912387e+18,4,1.0,69.956696,2824.459,25.455229,-1815886700000.0,99.92931,
-9.629826,14.00248646736145,7.5852985,,True,0.41894197,0.00017729572,-10.13209,6,174.15529,2.1656368,9.999875,2081.2786,29.979906,4018,174.15529,[ 0.122  1.123 -0.208  0.869],0.06316202,605,174.15529,29.97990759329657,4.0,0.06316202,-1.0,9.984859,14.138273,-1076012700000.0,1.1453848,9.999875,11,,2.9331435e+18,5,1.0,49.97637,2092.522,19.995049,-1071891350000.0,59.96123,
-7.227038,14.271927833557129,5281.262,,True,0.41894197,2.5671492e-05,-6.1307187,6,482.4071,1518.0442,9.999675,1199722.5,33.613033,4066,482.4071,[ 0.121  1.127 -0.206  0.866],0.022802318,616,482.4071,33.613032543543206,4.363636363636363,0.022802318,-1.0,9.981943,17.715229,-33536673000000.0,480.78625,9.999675,11,,1.5501186e+21,6,1.0,59.96959,1199722.5,23.63109,-33536673000000.0,69.95153,
-7.507783,14.40406847000122,6.8075366,,True,0.41894197,4.7682646e-05,-3.1807055,6,27.136572,1.8957611,9.999923,1432.7041,34.52116,4115,27.136572,[ 0.121  1.127 -0.206  0.866],0.40535703,627,27.136572,34.521161323726936,4.454545454545454,0.40535703,-1.0,9.983346,16.705772,-2712765400.0,1.1298361,9.999923,11,,18631988000000.0,7,1.0,50.001446,1436.0094,24.537813,-2703679200.0,59.98479,
-7.8690267,14.660669565200806,4.4934797,,True,0.41894197,5.665328e-05,-3.5731475,6,23.586914,1.2430755,9.999739,3460.5342,40.87866,4171,23.586914,[ 0.118  1.127 -0.212  0.866],0.4663603,638,23.586914,40.87865889851238,5.090909090909091,0.4663603,-1.0,9.9812975,22.729418,-653406600.0,0.80147415,9.999739,11,,343117530000.0,8,1.0,69.93957,3444.3564,30.897362,-651309100.0,79.92087,
-6.9242306,14.869795322418213,4.26734,,True,0.41894197,0.000115603776,-3.6162481,6,37.930218,1.2344433,9.999939,421.30606,30.892511,4216,37.930218,[ 0.12   1.132 -0.211  0.862],0.29000625,649,37.930218,30.89250947564909,4.090909090909091,0.29000625,-1.0,9.983116,13.784495,-1221221100.0,0.6391146,9.999939,11,,7885311400000.0,9,1.0,39.998283,421.29922,20.909393,-1221151200.0,49.9814,
-5.7015657,15.107513427734375,6.2022038,,True,0.41894197,0.00012346101,-4.058357,6,441.0788,1.7405657,9.99997,1051.8027,35.43354,4266,441.0788,[ 0.119  1.132 -0.21   0.862],0.024938855,660,441.0788,35.433539788982664,4.545454545454546,0.024938855,-1.0,9.983736,12.325338,-16058950000000.0,0.80594784,9.99997,11,,6.58674e+20,10,1.0,49.970436,1051.8027,25.449804,-16058950000000.0,59.954174,
-4.601967,15.30055856704712,14.482683,,True,0.41894197,0.19963911,-4.601967,7,1.0,5.065556,9.999841,6759.718,30.888433,4311,1.0,[ 0.119  1.132 -0.21   0.862],11.0,671,1.0,30.88843364779542,4.090909090909091,11.0,-1.0,9.9832945,17.291395,-1878.9692,4.2122755,9.999841,11,,7400452600.0,1,1.0,49.978504,1253.0876,20.905138,-53848796.0,59.9618,
-9.146475,15.447409629821777,25.245344,,True,0.41894197,8.0304635e-06,-3.280492,7,33.684387,7.084497,9.999986,1363.3792,32.70381,4358,33.684387,[ 0.12   0.979 -0.207  0.665],0.3265608,682,33.684387,32.70381214866351,4.2727272727272725,0.3265608,-1.0,9.985251,18.13049,-7366074000.0,3.0327845,9.999986,11,,74628940000000.0,2,1.0,59.98683,1361.9562,22.71856,-7362857500.0,69.972084,
