Weights,LearnableVariance,TimestepsSoFar,OptimizationReturnMean,MinIW,ESSRenyiArithmetic,InitialReturnMax,ReturnMeanIW,InitialReturnStd,Epsilon,Bound,Inner Iteration,MeanEntropy,InitialReturnMin,ReturnStepMax,EpLenMean,MeanIW,EmpiricalD2Harmonic,DivergenceHarmonic,Penalization,OptimizationReturnMax,OptimizationReturnMin,MinBehavPdf,EpRewMean,InitialBound,EpisodesSoFar,MeanD2-0,EpThisIter,EmpiricalD2Arithmetic,StdWReturnMean,Iteration,ReturnStepMaxmin,StdIW,InitialReturnMean,MaxIW,WReturnMean,TimeElapsed,ESSRenyiHarmonic,MinTargetPdf,VarianceInitializer
[-0.174  2.027 -2.933 -3.155],,16012899,4517.6597,6.9590955e-05,3.4297853e-05,4999.533,3882045.0,1428.6094,1.0,-inf,7,0.41894197,29.946096,10.0,454.90909090909093,0.23012532,320719.78,inf,True,4969.587,,-224.64734,4547.605888083089,-inf,49687,320719.78,11,320719.78,,452,10.0,0.23697399,4547.606,0.8228624,3882045.0,44770.44559812546,3.4297853e-05,-225.45609,-1.0
[-0.174  2.027 -2.933 -3.155],,16017393,4082.1055,5.674861e-07,3.0248025e-06,4999.3794,2414722.0,1888.2856,1.0,-inf,8,0.41894197,,10.0,408.54545454545456,0.2507674,3636601.0,inf,True,4999.3794,,-239.90703,4082.105377380448,-inf,49698,3636601.0,11,3636601.0,,452,10.0,0.33319765,4082.1055,0.9903176,2414722.0,44776.934176683426,3.0248025e-06,-240.67976,-1.0
[-0.174  2.027 -2.933 -3.155],,16022893,0.39444247,0.0028154023,0.01740494,4999.4707,9201668.0,0.21004671,1.0,-3.6529367e+17,9,0.41894197,4998.8496,10.0,500.0,0.36817253,632.00446,7.048587e+21,True,0.62109375,,-223.46173,4999.2440051341755,-3.6529367e+17,49709,632.00446,11,632.00446,,452,10.0,0.43183517,4999.244,1.6230117,9201668.0,44784.28141236305,0.01740494,-224.9159,-1.0
[-0.174  2.027 -2.933 -3.155],,16028393,0.5065252,1.1035555e-08,2.5719578e-06,4999.4756,10819945.0,0.18991059,1.0,-inf,10,0.41894197,4998.7803,10.0,500.0,0.43291444,4276897.5,inf,True,0.6953125,,-218.8504,4999.2868510572835,-inf,49720,4276897.5,11,4276897.5,,452,10.0,0.46997824,4999.287,1.6780612,10819945.0,44792.437019348145,2.5719578e-06,-220.38588,-1.0
[-0.174  2.027 -2.933 -3.155],,16033893,0.40576172,0.033143077,11.0,4999.5073,30693306000000.0,0.17187941,1.0,-3.8541164e+23,1,0.41894197,4998.9355,10.0,500.0,1228114.9,1.0,7.846116e+33,True,0.57177734,,-222.33412,4999.341182895867,-29344606.0,49731,1.0,11,1.0,,453,10.0,3882459.0,4999.3413,13505528.0,24993414.0,44799.37373518944,11.0,-222.33412,-1.0
[-0.093  1.963 -2.944 -3.225],,16039393,0.21737394,2.1642131e-07,6.5056925e-06,4999.486,6673880.0,0.14087877,1.0,-inf,2,0.41894197,4999.033,10.0,500.0,0.26703155,1690826.9,inf,True,0.45263672,,-233.75267,4999.250487609977,-inf,49742,1690826.9,11,1690826.9,,453,10.0,0.5713643,4999.2505,1.7670932,6673880.0,44806.88023018837,6.5056925e-06,-237.53821,-1.0
[-0.093  1.963 -2.944 -3.225],,16044893,0.2450728,3.1162273e-08,0.0024502382,4999.5176,3269674.8,0.16299494,1.0,-2.100905e+19,3,0.41894197,4999.031,9.999999,500.0,0.13081896,4489.3594,2.3313867e+25,True,0.4868164,,-228.08641,4999.275769101157,-2.100905e+19,49753,4489.3594,11,4489.3594,,453,9.999999,0.29517567,4999.276,0.9580875,3269674.8,44814.461777210236,0.0024502382,-234.65749,-1.0
[-0.093  1.963 -2.944 -3.225],,16049895,4535.6675,1.8511436e-06,3.9302515e-05,4999.55,235991330.0,1434.3041,1.0,-inf,4,0.41894197,9.980318,10.0,454.72727272727275,9.564645,279880.3,inf,True,4989.5693,,-249.42567,4545.647948160908,-inf,49764,279880.3,11,279880.3,,453,10.0,29.725925,4545.648,103.55851,235991330.0,44821.686952352524,3.9302515e-05,-250.08682,-1.0
[-0.093  1.963 -2.944 -3.225],,16055395,0.4107333,5.092849e-09,0.00010446115,4999.495,312694.12,0.17140064,1.0,-1.6703482e+24,5,0.41894197,4998.8604,10.0,500.0,0.012510854,105302.305,1.4737483e+35,True,0.6347656,,-239.65282,4999.271169192286,-1.6703482e+24,49775,105302.305,11,105302.305,,453,10.0,0.019696074,4999.2715,0.059485573,312694.12,44828.14953637123,0.00010446115,-241.32204,-1.0
[-0.093  1.963 -2.944 -3.225],,16060895,0.34401634,1.441911e-10,0.003778552,4999.5146,110800.9,0.18941228,1.0,-5.8114115e+18,6,0.41894197,4998.8887,10.0,500.0,0.0044334577,2911.1682,1.783881e+24,True,0.62597656,,-225.70305,4999.232644507518,-5.8114115e+18,49786,2911.1682,11,2911.1682,,453,10.0,0.008836868,4999.2324,0.03127789,110800.9,44836.83105945587,0.003778552,-232.18314,-1.0
[-0.093  1.963 -2.944 -3.225],,16065896,4544.708,1.9620369e-10,0.00032838306,4999.5293,1057396.9,1437.1628,1.0,-4.8953317e+22,7,0.41894197,,9.999999,454.6363636363636,0.13018835,33497.465,1.26579e+32,True,4999.5293,,-235.90114,4544.707788240599,-4.8953317e+22,49797,33497.465,11,33497.465,,453,9.999999,0.29214284,4544.708,0.9667059,1057396.9,44844.500863075256,0.00032838306,-242.86377,-1.0
[-0.093  1.963 -2.944 -3.225],,16071396,0.62619853,2.6780156e-09,1.2771045e-07,4999.474,26919120.0,0.2727048,1.0,-inf,8,0.41894197,4998.5576,10.0,500.0,1.0770411,86132344.0,inf,True,0.9165039,,-242.79106,4999.1837962888585,-inf,49808,86132344.0,11,86132344.0,,453,10.0,3.2953715,4999.184,11.493044,26919120.0,44852.31564450264,1.2771045e-07,-249.04108,-1.0
[-0.093  1.963 -2.944 -3.225],,16076453,4036.1506,1.135598e-07,2.0927017e-05,4999.655,188574560.0,1276.3429,1.0,-inf,9,0.41894197,559.5409,10.0,459.72727272727275,9.853951,525636.3,inf,True,4440.114,,-236.6119,4595.691465185401,-inf,49819,525636.3,11,525636.3,,453,10.0,16.561594,4595.6914,43.238167,188574560.0,44860.12798857689,2.0927017e-05,-244.26668,-1.0
[-0.093  1.963 -2.944 -3.225],,16081474,4363.0864,4.869312e-11,2.9042232e-07,4999.556,2716597.5,1379.729,1.0,-inf,10,0.41894197,199.8536,10.0,456.45454545454544,0.12040135,37875876.0,inf,True,4799.7026,,-229.07454,4562.939670808653,-inf,49830,37875876.0,11,37875876.0,,453,10.0,0.33975476,4562.9395,1.1885083,2716597.5,44866.84092640877,2.9042232e-07,-238.5174,-1.0
[-0.093  1.963 -2.944 -3.225],,16086974,0.4543235,0.75541574,11.0,4999.5635,38677697000.0,0.21255775,1.0,-2.4825675e+19,1,0.41894197,4998.7812,9.999999,500.0,1547.6195,1.0,3.2552755e+25,True,0.78222656,,-238.36125,4999.235413623539,-29343640.0,49841,1.0,11,1.0,,454,9.999999,4575.7466,4999.236,16010.983,24992356.0,44874.09387540817,11.0,-238.36125,-1.0
[-0.215  1.952 -2.922 -3.232],,16092473,18.549849,1.3935943e-30,6.905185e-23,4999.591,25487052.0,5.868671,1.0,-inf,2,0.41894197,4978.9995,10.0,499.90909090909093,1.019663,1.5930059e+23,inf,True,20.591309,,-224.64262,4997.549298834098,-inf,49852,1.5930059e+23,11,1.5930059e+23,,454,10.0,2.855705,4997.5493,10.013098,25487052.0,44881.641429662704,6.905185e-23,-249.76486,-1.0
[-0.215  1.952 -2.922 -3.232],,16097840,596.2836,1.8667276e-31,3.5903643e-24,4999.5996,754466200.0,231.32962,1.0,-inf,3,0.41894197,4279.42,10.0,487.90909090909093,30.188698,3.063756e+24,inf,True,720.1797,,-234.12996,4875.703590485335,-inf,49863,3.063756e+24,11,3.063756e+24,,454,10.0,94.95743,4875.7036,330.46692,754466200.0,44889.80797290802,3.5903643e-24,-246.30266,-1.0
[-0.215  1.952 -2.922 -3.232],,16103227,965.33826,3.221229e-35,1.5790865e-24,4999.4316,42825580.0,306.12018,1.0,-inf,4,0.41894197,3929.4526,10.0,489.72727272727275,1.7134835,6.9660526e+24,inf,True,1069.979,,-242.70665,4894.791017441724,-inf,49874,6.9660526e+24,11,6.9660526e+24,,454,10.0,2.5606651,4894.791,6.8753877,42825580.0,44898.367304325104,1.5790865e-24,-245.83157,-1.0
[-0.215  1.952 -2.922 -3.232],,16108589,651.1042,2.6067315e-27,5.265816e-26,4999.5303,1531571.9,228.05841,1.0,-inf,5,0.41894197,4219.1846,10.0,487.45454545454544,0.061276283,2.088945e+26,inf,True,780.3457,,-218.9708,4870.288788295337,-inf,49885,2.088945e+26,11,2.088945e+26,,454,10.0,0.16974641,4870.2886,0.5930412,1531571.9,44906.48146605492,5.265816e-26,-249.57664,-1.0
[-0.215  1.952 -2.922 -3.232],,16114042,324.52277,1.5385149e-28,6.4509396e-25,4999.498,316912000.0,107.30989,1.0,-inf,6,0.41894197,4629.3364,10.0,495.72727272727275,12.680541,1.7051779e+25,inf,True,370.16162,,-221.83876,4953.85920812102,-inf,49896,1.7051779e+25,11,1.7051779e+25,,454,10.0,32.02766,4953.8594,111.9017,316912000.0,44916.055076122284,6.4509396e-25,-247.95323,-1.0
[-0.215  1.952 -2.922 -3.232],,16119359,1171.7382,2.3324228e-32,2.1784711e-24,4999.5913,34757696.0,398.2223,1.0,-inf,7,0.41894197,3659.5278,10.0,483.3636363636364,1.3906239,5.049413e+24,inf,True,1340.0635,,-247.61345,4831.265828971482,-inf,49907,5.049413e+24,11,5.049413e+24,,454,10.0,2.4798903,4831.266,8.049926,34757696.0,44925.252193927765,2.1784711e-24,-258.78027,-1.0
[-0.215  1.952 -2.922 -3.232],,16124647,995.2113,2.8420586e-38,1.8771608e-21,4999.572,1921120.5,415.77133,1.0,-inf,8,0.41894197,3809.713,10.0,480.72727272727275,0.07686275,5.859914e+21,inf,True,1189.8589,,-246.79567,4804.924251750411,-inf,49918,5.859914e+21,11,5.859914e+21,,454,10.0,0.2024449,4804.9243,0.70455474,1921120.5,44934.09924912453,1.8771608e-21,-251.96068,-1.0
[-0.215  1.952 -2.922 -3.232],,16130032,452.99393,2.8853004e-27,1.1331193e-22,4999.633,344007460.0,208.10548,1.0,-inf,9,0.41894197,4439.1113,10.0,489.54545454545456,13.7650175,9.707716e+22,inf,True,560.5215,,-228.11914,4892.10529762517,-inf,49929,9.707716e+22,11,9.707716e+22,,454,10.0,43.52559,4892.1055,151.40501,344007460.0,44943.64958333969,1.1331193e-22,-241.97943,-1.0
[-0.215  1.952 -2.922 -3.232],,16135248,1268.9683,1.7910246e-35,2.6584304e-25,4999.5366,9140956.0,476.94952,1.0,-inf,10,0.41894197,3469.4956,10.0,474.1818181818182,0.36570814,4.13778e+25,inf,True,1530.041,,-221.43365,4738.463976511151,-inf,49940,4.13778e+25,11,4.13778e+25,,454,10.0,1.1555296,4738.464,4.019813,9140956.0,44952.82502365112,2.6584304e-25,-231.88477,-1.0
[-0.215  1.952 -2.922 -3.232],,16140083,4392.1914,0.06958814,11.0,4999.574,7883652000.0,1426.8314,1.0,-591109900000000.0,1,0.41894197,,10.0,439.54545454545456,405.19577,1.0,1.8454693e+16,True,4999.574,,-219.55595,4392.191227368794,-25678492.0,49951,1.0,11,1.0,,455,10.0,1008.2617,4392.1914,3564.257,21327194.0,44961.39801836014,11.0,-219.55595,-1.0
[-0.163  1.982 -2.925 -3.215],,16145583,0.23486328,0.0001137911,0.011428671,4999.4834,25683458.0,0.114392415,1.0,-5.9331606e+17,2,0.41894197,4999.0938,10.0,500.0,1.0275596,962.49164,1.8594548e+22,True,0.38964844,,-232.5316,4999.328624276452,-5.9331606e+17,49962,962.49164,11,962.49164,,455,10.0,2.6453872,4999.3286,9.256364,25683458.0,44970.62718462944,0.011428671,-233.25371,-1.0
[-0.163  1.982 -2.925 -3.215],,16151083,0.3375355,3.6142012e-06,0.033387583,4999.5903,11116159.0,0.15139747,1.0,-4.929617e+16,3,0.41894197,4999.032,10.0,500.0,0.4447382,329.4638,1.28352e+20,True,0.55810547,,-221.95294,4999.369683069852,-4.929617e+16,49973,329.4638,11,329.4638,,455,10.0,0.75601363,4999.3696,2.6749957,11116159.0,44979.035368442535,0.033387583,-222.60265,-1.0
[-0.163  1.982 -2.925 -3.215],,16156100,4399.4565,1.6738551e-07,0.021532103,4999.528,2183015.5,1391.2305,1.0,-1.9233583e+17,4,0.41894197,159.84802,10.0,456.09090909090907,0.12940145,510.86514,1.9539724e+21,True,4839.6797,,-262.52878,4559.30516801001,-1.9233583e+17,49984,510.8651,11,510.8651,,455,10.0,0.17980881,4559.305,0.46316656,2183015.5,44987.37575387955,0.021532102,-265.44647,-1.0
[-0.163  1.982 -2.925 -3.215],,16161552,445.28702,0.0027035,6.874866e-05,4999.493,14894910.0,140.81226,1.0,-7.145702e+24,5,0.41894197,4509.401,9.999999,495.6363636363636,0.5960055,160003.11,2.697117e+36,True,490.0923,,-216.35059,4954.688001983361,-7.145702e+24,49995,160003.11,11,160003.11,,455,9.999999,0.9239471,4954.688,2.9251149,14894910.0,44997.20232152939,6.874866e-05,-216.03491,-1.0
[-0.163  1.982 -2.925 -3.215],,16167052,0.48251066,6.126778e-05,0.015102964,4999.53,7518800.5,0.20383903,1.0,-3.2178294e+17,6,0.41894197,4998.7793,10.0,500.0,0.30083105,728.33386,5.4691933e+21,True,0.7504883,,-223.84906,4999.261842506449,-3.2178294e+17,50006,728.33386,11,728.33386,,455,10.0,0.5435763,4999.262,1.8710418,7518800.5,45007.8505859375,0.015102964,-225.39674,-1.0
[-0.163  1.982 -2.925 -3.215],,16172552,0.25142047,3.130781e-05,0.008347785,4999.589,17650016.0,0.11500063,1.0,-3.748011e+18,7,0.41894197,4999.1646,10.0,500.0,0.7061589,1317.7148,7.4195665e+23,True,0.4243164,,-239.44873,4999.415957884949,-3.748011e+18,50017,1317.7148,11,1317.7148,,455,10.0,1.3885267,4999.416,4.970476,17650016.0,45017.08797335625,0.008347785,-239.6438,-1.0
[-0.163  1.982 -2.925 -3.215],,16178052,0.33287466,1.6308993e-08,3.0773776e-05,4999.5435,15327984.0,0.16608304,1.0,-inf,8,0.41894197,4998.962,10.0,500.0,0.6132774,357447.22,inf,True,0.58154297,,-225.95258,4999.294723084043,-inf,50028,357447.22,11,357447.22,,455,10.0,1.0291268,4999.295,3.4159465,15327984.0,45026.235924720764,3.0773776e-05,-225.66536,-1.0
[-0.163  1.982 -2.925 -3.215],,16183054,4535.739,0.00081970386,0.00761864,4999.545,398397100.0,1434.3264,1.0,-5.2197693e+18,9,0.41894197,9.981817,10.0,454.72727272727275,16.04235,1443.8273,1.4391122e+24,True,4989.563,,-241.7267,4545.720330958607,-5.2197693e+18,50039,1443.8273,11,1443.8273,,455,10.0,48.82722,4545.72,170.43716,398397100.0,45034.58652973175,0.00761864,-245.27998,-1.0
[-0.163  1.982 -2.925 -3.215],,16188554,0.4892578,2.788656e-05,0.095383555,4999.494,10910837.0,0.17288028,1.0,-167310380000000.0,10,0.41894197,4998.797,9.999999,500.0,0.43655542,115.32386,1478615900000000.0,True,0.6972656,,-235.92896,4999.286167151022,-302005300000000.0,50050,115.32386,11,115.32386,,455,9.999999,0.70460004,4999.286,1.8966824,12183859.0,45045.649698495865,0.095383555,-237.10762,-1.0
[-0.158  1.961 -2.926 -3.233],,16194027,254.63947,0.06943752,11.0,4999.6294,30331271000.0,80.52423,1.0,-277444800000000.0,1,0.41894197,4719.237,10.0,497.54545454545456,1358.1382,1.0,4064629300000000.0,True,280.39258,,-232.58214,4973.8762890169855,-29097316.0,50061,1.0,11,1.0,,456,10.0,4187.865,4973.876,14600.428,24745930.0,45056.29769039154,11.0,-232.58214,-1.0
[-0.108  1.98  -2.927 -3.201],,16199356,1563.9688,0.0043100407,1.096049,4999.6357,6653404.0,494.57037,1.0,-187825340000.0,2,0.41894197,3278.9473,10.0,484.45454545454544,0.26822546,10.036048,1863108200.0,True,1720.6885,,-220.12215,4842.916057512783,-198254580000.0,50072,10.036048,11,10.036048,,456,10.0,0.38579068,4842.916,1.1398075,9600645.0,45065.028460502625,1.096049,-221.09103,-1.0
[-0.099  1.958 -2.927 -3.222],,16204359,4526.6816,0.00016207068,0.48536372,4999.574,19463628.0,1431.4623,1.0,-7599049000000.0,3,0.41894197,19.959368,10.0,454.8181818181818,0.8594721,22.663416,3049988600000.0,True,4979.6147,,-217.84566,4546.640636621074,-7743396600000.0,50083,22.663416,11,22.663416,,456,10.0,1.0475605,4546.641,3.4191794,19404062.0,45073.810316085815,0.48536372,-218.36023,-1.0
[-0.1    1.962 -2.927 -3.222],,16209859,0.44304866,0.018332973,0.027773933,4999.538,18856472.0,0.22513193,1.0,-1.0151274e+17,4,0.41894197,4998.768,10.0,500.0,0.7544476,396.0548,5.4429636e+20,True,0.77001953,,-229.29805,4999.2111296335925,-1.0151274e+17,50094,396.0548,11,396.0548,,456,10.0,0.7504967,4999.2114,2.1077173,18856472.0,45082.16340446472,0.027773933,-230.24294,-1.0
[-0.1    1.962 -2.927 -3.222],,16215359,0.3259943,3.9274132,4.898436,4999.5557,4998525600000.0,0.13987711,1.0,-1.484544e+17,5,0.41894197,4999.0273,10.0,500.0,199996.98,2.2456148,1.1639793e+21,True,0.5283203,,-235.75212,4999.353331197025,-445609440.0,50105,2.2456148,11,2.2456148,,456,10.0,629559.7,4999.353,2190833.2,86572440.0,45090.30320930481,4.898436,-234.0319,-1.0
[-0.344  1.915 -2.935 -3.252],,16220076,1010.7037,,,4999.6094,1329385.2,655.8422,1.0,-inf,6,0.41894197,3269.7505,10.0,428.8181818181818,0.053185355,inf,inf,True,1729.8589,,-217.19676,4280.454113061476,-inf,50116,inf,11,inf,,456,10.0,0.11250348,4280.454,0.35140815,1329385.2,45097.19525933266,,-252.33961,-1.0
[-0.344  1.915 -2.935 -3.252],,16224095,3634.1409,,,4999.4707,180920500.0,1402.0096,1.0,-inf,7,0.41894197,9.97957,10.0,365.3636363636364,7.3138733,inf,inf,True,4989.491,,-205.56917,3644.120531914683,-inf,50127,inf,11,inf,,456,10.0,22.867031,3644.1204,79.62187,180920500.0,45103.03179645538,,-251.95038,-1.0
[-0.344  1.915 -2.935 -3.252],,16228041,767.1799,,,4239.318,4.6016743e-23,447.7047,1.0,-inf,8,0.41894197,2809.664,10.0,358.72727272727275,3.2448252e-30,inf,inf,True,1429.6538,,-192.17044,3576.84394587161,-inf,50138,inf,11,inf,,456,10.0,,3576.8438,3.3609494e-29,4.6016743e-23,45109.40257000923,,-241.93423,-1.0
[-0.344  1.915 -2.935 -3.252],,16231611,3235.9294,,,4999.3735,4.3267277e-24,1282.6653,1.0,-inf,9,0.41894197,,10.0,324.54545454545456,0.10983758,inf,inf,True,4999.3735,,-217.03908,3235.929206770884,-inf,50149,inf,11,inf,,456,10.0,0.34733692,3235.9294,1.2082133,4.3267277e-24,45114.884635686874,,-251.25581,-1.0
[-0.344  1.915 -2.935 -3.252],,16235817,3815.9531,,,4999.448,317232640.0,1355.6603,1.0,-inf,10,0.41894197,,10.0,382.3636363636364,12.795068,inf,inf,True,4999.448,,-220.12003,3815.9532373729194,-inf,50160,inf,11,inf,,456,10.0,35.916245,3815.9531,125.68399,317232640.0,45120.81239318848,,-233.94559,-1.0
[-0.344  1.915 -2.935 -3.252],,16240357,1819.9142,0.45937288,11.0,4999.592,526116600.0,865.3708,1.0,-182833040000.0,1,0.41894197,2299.5996,9.999999,412.72727272727275,35.707813,1.0,1755424300.0,True,2699.9922,,-227.37088,4119.513763096819,-22070562.0,50171,1.0,11,1.0,,457,9.999999,51.89798,4119.514,165.86775,17719260.0,45127.69709086418,11.0,-227.37088,-1.0
[-0.3    1.954 -2.934 -3.231],,16245037,1008.0383,1.2554289e-09,0.0055699255,4999.589,2691398.8,655.0693,1.0,-4.9247246e+17,2,0.41894197,3239.58,10.0,425.45454545454544,0.18104145,1974.8917,1.2809752e+22,True,1760.0088,,-248.19681,4247.618482075205,-4.9247246e+17,50182,1974.8917,11,1974.8917,,457,10.0,0.4809786,4247.6177,1.6856062,2691398.8,45134.5444483757,0.0055699255,-250.43741,-1.0
[-0.3    1.954 -2.934 -3.231],,16249998,1271.7999,1.0856841e-08,0.003829912,4999.5225,2064170.0,621.84076,1.0,-1.1340161e+18,3,0.41894197,3229.4294,9.999999,451.0,0.12343426,2872.1287,6.7926357e+22,True,1770.093,,-228.22006,4501.229426196623,-1.1340161e+18,50193,2872.1287,11,2872.1287,,457,9.999999,0.3016298,4501.23,1.0643646,2064170.0,45142.25018262863,0.003829912,-229.46033,-1.0
[-0.3    1.954 -2.934 -3.231],,16254464,4042.2014,2.5298439e-08,0.0058680363,4999.462,37878988.0,1386.4044,1.0,-1.9149381e+17,4,0.41894197,9.979464,10.0,406.0,2.5255024,1874.5624,1.9370031e+21,True,4989.4824,,-234.57028,4052.1806398626572,-1.9149381e+17,50204,1874.5624,11,1874.5624,,457,10.0,7.724773,4052.1807,26.944864,37878988.0,45148.46675848961,0.0058680363,-237.83476,-1.0
[-0.3    1.954 -2.934 -3.231],,16259093,830.87054,2.040736e-07,0.0064140093,4999.547,183554240.0,636.52435,1.0,-9.739621e+16,5,0.41894197,3369.5454,10.0,420.8181818181818,14.804281,1714.996,5.0104358e+20,True,1630.0015,,-223.98508,4200.416048492649,-9.739621e+16,50215,1714.996,11,1714.996,,457,10.0,45.2888,4200.416,157.97534,183554240.0,45155.317875146866,0.0064140093,-223.28793,-1.0
[-0.3    1.954 -2.934 -3.231],,16263625,4114.076,1.1501029e-06,0.008236079,4999.607,19796200.0,1382.4421,1.0,-1.0107763e+17,6,0.41894197,,10.0,412.0,0.8810837,1335.587,5.3961075e+20,True,4999.607,,-217.84428,4114.076193812012,-1.0107763e+17,50226,1335.587,11,1335.587,,457,10.0,2.3820066,4114.076,8.359111,19796200.0,45162.1722741127,0.008236079,-220.24132,-1.0
[-0.3    1.954 -2.934 -3.231],,16268632,1695.4528,3.9324473e-09,0.004771245,4999.501,262320.8,614.0219,1.0,-3.8441242e+17,7,0.41894197,2849.4573,10.0,455.1818181818182,0.012011197,2305.4778,7.805526e+21,True,2150.0437,,-218.1207,4544.9099815731015,-3.8441242e+17,50237,2305.4778,11,2305.4778,,457,10.0,0.017359892,4544.9106,0.0472224,262320.8,45169.1224565506,0.004771245,-219.64714,-1.0
[-0.3    1.954 -2.934 -3.231],,16273320,1085.5142,3.51097e-10,0.0075951274,4999.578,6123484700.0,679.47675,1.0,-2.4838413e+17,8,0.41894197,3169.4507,10.0,426.1818181818182,299.77466,1448.297,3.258578e+21,True,1830.1274,,-233.81026,4254.9648532489555,-2.4838413e+17,50248,1448.297,11,1448.297,,457,10.0,946.4398,4254.9644,3292.6792,6123484700.0,45174.55822253227,0.0075951274,-237.16896,-1.0
[-0.3    1.954 -2.934 -3.231],,16277848,818.1908,6.9526296e-10,0.0046822843,4999.524,11204563.0,590.13684,1.0,-3.2497475e+17,9,0.41894197,3289.4922,10.0,411.6363636363636,0.62832886,2349.2808,5.578258e+21,True,1710.0317,,-210.07118,4107.682864243362,-3.2497475e+17,50259,2349.2808,11,2349.2808,,457,10.0,1.3430555,4107.6826,4.6335588,11204563.0,45180.35508751869,0.0046822843,-210.75507,-1.0
[-0.3    1.954 -2.934 -3.231],,16282479,1092.6532,2.4480298e-06,0.004757786,4999.634,8166640.5,594.1749,1.0,-2.3216999e+17,10,0.41894197,3109.5908,10.0,421.0,0.333665,2311.9998,2.8469074e+21,True,1890.043,,-211.29593,4202.243950893367,-2.3216999e+17,50270,2311.9998,11,2311.9998,,457,10.0,0.659859,4202.244,1.802331,8166640.5,45186.74416041374,0.004757786,-214.3304,-1.0
[-0.3    1.954 -2.934 -3.231],,16286615,3753.176,0.28190804,11.0,4999.6147,11244632000.0,1425.2767,1.0,-7482817000000.0,1,0.41894197,,10.0,376.0,676.45593,1.0,2948436600000.0,True,4999.6147,,-230.96529,3753.1762082492382,-20469092.0,50281,1.0,11,1.0,,458,10.0,1209.4769,3753.176,3851.8818,16117746.0,45192.05377793312,11.0,-230.96529,-1.0
[-0.351  1.922 -2.936 -3.244],,16290947,1070.014,3.4124714e-06,0.0031367384,4999.498,995828.8,748.6601,1.0,-5.982568e+17,2,0.41894197,2859.5808,10.0,393.8181818181818,0.041872233,3506.8276,1.8905298e+22,True,2139.9172,,-199.65077,3929.5949528963074,-5.982568e+17,50292,3506.8274,11,3506.8274,,458,10.0,0.09901544,3929.5947,0.35201997,995828.8,45199.27827882767,0.0031367382,-201.68724,-1.0
[-0.351  1.922 -2.936 -3.244],,16295066,1144.4211,2.7954908e-07,0.0028054914,4969.231,545014.6,677.38385,1.0,-7.7068096e+17,3,0.41894197,2589.675,10.0,374.45454545454544,0.036326695,3920.8818,3.2144483e+22,True,2379.556,,-224.89131,3734.096230680613,-7.7068096e+17,50303,3920.8818,11,3920.8818,,458,10.0,0.087005,3734.0962,0.3015216,545014.6,45205.75096702576,0.0028054914,-230.10612,-1.0
[-0.351  1.922 -2.936 -3.244],,16299220,817.30005,2.3179831e-09,0.0028091322,4999.346,69250296.0,611.4416,1.0,-7.9027013e+18,4,0.41894197,2949.5186,10.0,377.6363636363636,2.8048205,3915.7998,3.2992278e+24,True,2049.8276,,-226.49207,3766.8186249676623,-7.9027013e+18,50314,3915.8,11,3915.8,,458,10.0,8.507206,3766.8186,29.68631,69250296.0,45210.967218875885,0.0028091324,-224.79672,-1.0
[-0.351  1.922 -2.936 -3.244],,16302979,678.2177,1.2019811e-08,0.0030165717,4999.462,2042031.8,608.0542,1.0,-5.971535e+17,5,0.41894197,2729.5671,10.0,341.72727272727275,0.086894676,3646.5234,1.8836182e+22,True,2269.8948,,-188.34096,3407.7848256025227,-5.971535e+17,50325,3646.5234,11,3646.5234,,458,10.0,0.24099481,3407.785,0.8422643,2042031.8,45216.81542468071,0.0030165717,-191.6402,-1.0
[-0.351  1.922 -2.936 -3.244],,16307126,821.6724,7.080414e-08,0.00273519,4999.4976,63289.87,698.0999,1.0,-8.9241236e+17,6,0.41894197,2939.6418,10.0,377.0,0.0029470532,4021.6584,4.206681e+22,True,2059.8557,,-240.00316,3761.3141615420277,-8.9241236e+17,50336,4021.6584,11,4021.6584,,458,10.0,0.0043016486,3761.3147,0.014849667,63289.87,45222.977705955505,0.00273519,-242.56021,-1.0
[-0.351  1.922 -2.936 -3.244],,16311261,840.0842,1.3073844e-07,0.0029622097,4999.434,12032515.0,528.61426,1.0,-4.0829766e+17,7,0.41894197,2909.5073,9.999999,375.90909090909093,0.5777286,3713.4438,8.806115e+21,True,2089.9268,,-211.66116,3749.5915611006667,-4.0829766e+17,50347,3713.4438,11,3713.4438,,458,9.999999,1.2006624,3749.5916,3.6092799,12032515.0,45229.34375476837,0.0029622097,-211.01941,-1.0
[-0.351  1.922 -2.936 -3.244],,16315823,1390.0067,3.5316754e-07,0.0026839806,4999.463,155561950.0,785.5654,1.0,-1.1703771e+18,8,0.41894197,2749.475,10.0,414.72727272727275,11.309366,4098.39,7.2355593e+22,True,2249.9878,,-227.17232,4139.481760648653,-1.1703771e+18,50358,4098.39,11,4098.39,,458,10.0,30.867264,4139.4814,107.80218,155561950.0,45236.63338327408,0.0026839806,-229.59172,-1.0
