Weights,LearnableVariance,TimestepsSoFar,OptimizationReturnMean,MinIW,ESSRenyiArithmetic,InitialReturnMax,ReturnMeanIW,InitialReturnStd,Epsilon,Bound,Inner Iteration,MeanEntropy,InitialReturnMin,ReturnStepMax,EpLenMean,MeanIW,EmpiricalD2Harmonic,DivergenceHarmonic,Penalization,OptimizationReturnMax,OptimizationReturnMin,MinBehavPdf,EpRewMean,InitialBound,EpisodesSoFar,MeanD2-0,EpThisIter,EmpiricalD2Arithmetic,StdWReturnMean,Iteration,ReturnStepMaxmin,StdIW,InitialReturnMean,MaxIW,WReturnMean,TimeElapsed,ESSRenyiHarmonic,MinTargetPdf,VarianceInitializer
[ 0. -0. -0. -0.],,106,46.34737,0.37864217,11.0,149.80962,68058.69,31.671957,1.0,-545442200.0,1,0.41894197,39.959225,9.9999275,9.636363636363637,4.8778396,1.0,19486964000.0,True,109.85039,,-7.7400255,86.30659749849941,-12358.755,11,1.0,11,1.0,,1,9.9999275,7.217332,86.306595,25.307434,8451.941,2.00421142578125,11.0,-7.7400255,-1.0
[-0.243 -0.436 -0.024 -0.019],,259,79.061905,7.140407,2.6646483,209.90437,22692112.0,47.554455,1.0,-111270950000.0,2,0.41894197,49.96193,10.0,13.909090909090908,1824.6036,4.1281247,210384850000000.0,True,159.94244,,-8.688137,129.02383078784135,-3342220.0,22,4.1281247,11,4.1281247,,1,10.0,3709.2393,129.02382,12890.978,4479.2944,4.426093101501465,2.6646483,-10.357634,-1.0
[-0.182  0.338 -0.047  0.61 ],,310,26.35432,1.9465322e-31,1.874237e-23,69.98808,74.59446,21.852564,1.0,-inf,3,0.41894197,9.985741,9.999917,4.636363636363637,0.22298501,5.869055e+23,inf,True,60.002342,,-4.4309416,36.340060364689904,-inf,33,5.869055e+23,11,5.869055e+23,,1,9.999917,0.3785652,36.34006,1.0433805,74.59446,4.616607904434204,1.874237e-23,-38.37924,-1.0
[-0.182  0.338 -0.047  0.61 ],,362,27.258451,2.7888586e-27,4.9016496e-15,119.92558,415.37317,28.29946,1.0,-inf,4,0.41894197,9.983733,9.999199,4.7272727272727275,0.78678244,2244142600000000.0,inf,True,109.94185,,-5.809296,37.24218409586184,-inf,44,2244142400000000.0,11,2244142400000000.0,,1,9.999199,1.3820769,37.242184,4.6652236,415.37317,4.864107370376587,4.9016492e-15,-33.069878,-1.0
[-0.182  0.338 -0.047  0.61 ],,429,40.89009,7.0366014e-24,3.658713e-22,89.95259,3738.8066,23.525848,1.0,nan,5,0.41894197,9.985979,9.999972,6.090909090909091,0.9365213,3.0065218e+22,nan,True,79.96661,,-6.696577,50.87606723799881,nan,55,3.0065218e+22,11,3.0065218e+22,,1,9.999972,1.8611667,50.876064,5.844533,3738.8066,5.1721696853637695,3.658713e-22,-31.071674,-1.0
[-0.182  0.338 -0.047  0.61 ],,475,21.808546,5.6430186e-15,6.001647e-13,79.95708,11565.439,18.97461,1.0,-inf,6,0.41894197,9.984735,9.999814,4.181818181818182,7.4518986,18328301000000.0,inf,True,69.97234,,-6.526912,31.79327994714183,-inf,66,18328301000000.0,11,18328301000000.0,,1,9.999814,15.504624,31.79328,47.659428,11565.439,5.4045305252075195,6.001647e-13,-21.604916,-1.0
[-0.182  0.338 -0.047  0.61 ],,530,20.003904,8.904994e-28,3.0171084e-18,89.95675,433.1413,23.354116,1.0,-inf,7,0.41894197,19.965832,9.999895,5.0,0.24513823,3.645875e+18,inf,True,69.99092,,-6.317716,39.96973488795588,-inf,77,3.645875e+18,11,3.645875e+18,,1,9.999895,0.31324705,39.969738,0.7496476,433.1413,5.683084964752197,3.0171084e-18,-37.4606,-1.0
[-0.182  0.338 -0.047  0.61 ],,576,11.818948,5.221564e-24,6.776924e-23,49.96972,271.10696,9.352522,1.0,-inf,8,0.41894197,19.970709,9.999662,4.181818181818182,0.32233688,1.6231553e+23,inf,True,29.99901,,-3.2009892,31.789656828642503,-inf,88,1.6231553e+23,11,1.6231553e+23,,1,9.999662,0.48673627,31.78966,1.1472765,271.10696,5.96358323097229,6.776924e-23,-30.005611,-1.0
[-0.182  0.338 -0.047  0.61 ],,632,30.892328,1.0153526e-30,1.4884007e-22,69.927444,14090.43,17.283484,1.0,-inf,9,0.41894197,9.987066,9.99994,5.090909090909091,3.541592,7.3904835e+22,inf,True,59.940376,,-6.425145,40.879394964554656,-inf,99,7.390483e+22,11,7.390483e+22,,1,9.99994,6.7082787,40.879395,17.686333,14090.43,6.185127019882202,1.4884005e-22,-38.32749,-1.0
[-0.182  0.338 -0.047  0.61 ],,695,37.257717,5.6598834e-28,2.9241356e-21,79.95614,6.4868255,17.098326,1.0,nan,10,0.41894197,9.987998,9.999983,5.7272727272727275,0.01878085,3.761795e+21,nan,True,69.96814,,-3.0495949,47.24571965850427,nan,110,3.7617954e+21,11,3.7617954e+21,,1,9.999983,0.04930896,47.245716,0.17271842,6.4868255,6.309407711029053,2.9241358e-21,-32.65555,-1.0
[-0.182  0.338 -0.047  0.61 ],,752,21.81046,1.0718167,11.0,69.99112,56519184.0,13.361619,1.0,-5.1563445e+18,1,0.41894197,19.988718,9.999987,5.181818181818182,35648.426,1.0,3.6561667e+31,True,50.002403,,-3.7991915,41.799175573974175,-2778.4685,121,1.0,11,1.0,,2,9.999987,75506.09,41.79918,228627.95,1925.704,6.746526718139648,11.0,-3.7991915,-1.0
[-0.158  0.625 -0.014  1.018],,807,29.995775,4.422651e-09,6.915889e-08,59.99334,1912.1333,15.371946,1.0,-inf,2,0.41894197,9.986866,9.999991,5.0,0.9733687,159054030.0,inf,True,50.006474,,-4.6219907,39.98263986030338,-inf,132,159054030.0,11,159054030.0,,2,9.999991,1.8537465,39.98264,4.9514794,1912.1333,7.008664131164551,6.915889e-08,-11.891416,-1.0
[-0.158  0.625 -0.014  1.018],,855,13.640497,4.0814964e-15,3.625095e-10,49.982925,2.794076,9.791459,1.0,-inf,3,0.41894197,19.975048,9.999866,4.363636363636363,0.0060404716,30344032000.0,inf,True,30.007877,,-9.422549,33.6155443456426,-inf,143,30344032000.0,11,30344032000.0,,2,9.999866,0.011219794,33.615543,0.034829408,2.794076,7.258472442626953,3.625095e-10,-19.705471,-1.0
[-0.158  0.625 -0.014  1.018],,910,29.985828,8.8797334e-18,1.4883238e-10,79.92716,251.58505,20.876484,1.0,-inf,4,0.41894197,9.985392,9.999597,5.0,0.09208388,73908650000.0,inf,True,69.94177,,-4.8246326,39.971220316811134,-inf,154,73908650000.0,11,73908650000.0,,2,9.999597,0.20900288,39.971222,0.7343642,251.58505,7.547223806381226,1.4883238e-10,-23.654512,-1.0
[-0.158  0.625 -0.014  1.018],,952,28.158709,7.6613715e-13,7.0372055e-09,39.982025,531.1936,11.914128,1.0,-inf,5,0.41894197,,9.999824,3.8181818181818183,0.57547855,1563120500.0,inf,True,39.982025,,-4.156045,28.158706346851314,-inf,165,1563120500.0,11,1563120500.0,,2,9.999824,1.3131305,28.158709,4.621962,531.1936,7.785081624984741,7.0372055e-09,-16.90523,-1.0
[-0.158  0.625 -0.014  1.018],,1001,24.54142,3.8589374e-14,4.0078117e-05,49.987255,210.49252,14.37286,1.0,-2.2722344e+20,6,0.41894197,9.985104,9.99996,4.454545454545454,0.52994394,274464.0,2.7288714e+35,True,40.00215,,-5.744591,34.5265232194726,-2.2722344e+20,176,274464.0,11,274464.0,,2,9.99996,1.53175,34.526524,5.358808,210.49252,7.987187385559082,4.0078117e-05,-21.18749,-1.0
[-0.158  0.625 -0.014  1.018],,1047,21.812378,5.065125e-16,1.9611313e-13,79.941574,96.10123,19.44581,1.0,nan,7,0.41894197,9.982457,9.999308,4.181818181818182,0.21863417,56090075000000.0,nan,True,69.959114,,-3.9570687,31.79483434636626,nan,187,56090075000000.0,11,56090075000000.0,,2,9.999308,0.3173214,31.794832,0.766535,96.10123,8.24998164176941,1.9611313e-13,-21.11359,-1.0
[-0.158  0.625 -0.014  1.018],,1100,18.178516,1.7947852e-21,2.2293776e-15,59.96987,99.936325,11.132073,1.0,-inf,8,0.41894197,19.98008,9.999936,4.818181818181818,0.11510021,4934112700000000.0,inf,True,39.98979,,-4.413602,38.1585958897608,-inf,198,4934112700000000.0,11,4934112700000000.0,,2,9.999936,0.25451222,38.158596,0.9006809,99.936325,8.627671718597412,2.2293776e-15,-24.876049,-1.0
[-0.158  0.625 -0.014  1.018],,1146,11.819366,3.2743164e-12,7.0836723e-09,59.966293,4994.584,13.351866,1.0,-inf,9,0.41894197,19.976046,9.998989,4.181818181818182,10.419697,1552866800.0,inf,True,39.99025,,-4.226192,31.795411851737764,-inf,209,1552866800.0,11,1552866800.0,,2,9.998989,28.500063,31.79541,99.93694,4994.584,8.820918083190918,7.0836723e-09,-14.99989,-1.0
[-0.158  0.625 -0.014  1.018],,1196,25.447227,1.559984e-11,3.280518e-10,69.973885,12.440802,16.70672,1.0,-inf,10,0.41894197,9.983781,9.999963,4.545454545454546,0.07392012,33531290000.0,inf,True,59.990105,,-2.452714,35.431008200848595,-inf,220,33531290000.0,11,33531290000.0,,2,9.999963,0.1856456,35.431007,0.64022547,12.440802,9.099903345108032,3.280518e-10,-13.844945,-1.0
[-0.158  0.625 -0.014  1.018],,1239,19.09166,0.019289542,11.0,39.990143,35279484.0,9.002256,1.0,-3692191500000.0,1,0.41894197,9.983686,9.999877,3.909090909090909,22081.477,1.0,1.7589852e+20,True,30.006456,,-3.8762221,29.07534490360212,-1204.8035,231,1.0,11,1.0,,3,9.999877,69539.33,29.075346,241983.67,926.4164,9.311354875564575,11.0,-3.8762221,-1.0
[-0.153  0.906  0.006  1.431],,1287,23.637403,1.4691497e-07,1.1748448e-06,79.9691,21768.906,23.843056,1.0,-inf,2,0.41894197,9.979731,9.999815,4.363636363636363,4.608961,9362939.0,inf,True,69.98937,,-4.0588775,33.61713634431315,-inf,242,9362939.0,11,9362939.0,,3,9.999815,10.383011,33.617134,36.574104,21768.906,9.56352949142456,1.1748448e-06,-8.406036,-1.0
[-0.153  0.906  0.006  1.431],,1333,21.81444,4.6085562e-14,1.2401403e-08,49.985992,47.81046,11.132184,1.0,-inf,3,0.41894197,9.98395,9.999651,4.181818181818182,0.15338752,886996400.0,inf,True,40.002045,,-3.8117008,31.798391034351027,-inf,253,886996400.0,11,886996400.0,,3,9.999651,0.28836113,31.79839,0.8430852,47.81046,9.872663021087646,1.2401403e-08,-16.387856,-1.0
[-0.153  0.906  0.006  1.431],,1385,27.26579,4.652297e-15,5.2685456e-10,59.98443,71.60206,15.422778,1.0,-inf,4,0.41894197,9.987857,9.999569,4.7272727272727275,0.17462085,20878627000.0,inf,True,49.99657,,-4.0254974,37.253649211019976,-inf,264,20878627000.0,11,20878627000.0,,3,9.999569,0.35819373,37.25365,1.1506666,71.60206,10.089661359786987,5.2685456e-10,-19.718224,-1.0
[-0.153  0.906  0.006  1.431],,1435,25.45218,3.1265282e-11,1.4760464e-10,59.97629,379.55066,18.26752,1.0,-inf,5,0.41894197,9.980807,9.999834,4.545454545454546,1.1929287,74523400000.0,inf,True,49.995483,,-3.236095,35.43299034900412,-inf,275,74523400000.0,11,74523400000.0,,3,9.999834,2.9219275,35.432987,10.320027,379.55066,10.407020807266235,1.4760464e-10,-14.878349,-1.0
[-0.153  0.906  0.006  1.431],,1485,15.446424,2.3634036e-24,4.5673855e-12,59.9529,3.1434329,9.8669405,1.0,-inf,6,0.41894197,19.989634,9.999648,4.545454545454546,0.007555967,2408380000000.0,inf,True,39.963264,,-4.528413,35.436057516782505,-inf,286,2408380000000.0,11,2408380000000.0,,3,9.999648,0.02307507,35.436058,0.08048948,3.1434329,10.685404539108276,4.5673855e-12,-29.98346,-1.0
[-0.153  0.906  0.006  1.431],,1534,34.52625,6.8211786e-23,8.708571e-13,59.95855,357.3685,13.717838,1.0,nan,7,0.41894197,,9.999799,4.454545454545454,0.2828243,12631235000000.0,nan,True,59.95855,,-5.708206,34.52625242389943,nan,297,12631235000000.0,11,12631235000000.0,,3,9.999799,0.678014,34.52625,2.362574,357.3685,10.93531847000122,8.708571e-13,-31.227919,-1.0
[-0.153  0.906  0.006  1.431],,1581,22.721876,1.0890007e-11,1.4567e-10,79.97419,5660.9814,18.134722,1.0,-inf,8,0.41894197,9.986402,9.999763,4.2727272727272725,1.0125494,75513140000.0,inf,True,69.987785,,-6.358589,32.708275910212606,-inf,308,75513140000.0,11,75513140000.0,,3,9.999763,2.7477133,32.70828,9.674588,5660.9814,11.18833041191101,1.4567e-10,-14.181204,-1.0
[-0.153  0.906  0.006  1.431],,1627,21.812227,4.9699425e-16,1.8706516e-09,59.984444,695.6332,14.657502,1.0,nan,9,0.41894197,9.98485,9.999948,4.181818181818182,0.52016604,5880303600.0,nan,True,49.999596,,-4.7938843,31.797078126580878,nan,319,5880303600.0,11,5880303600.0,,3,9.999948,1.0212682,31.797077,3.312809,695.6332,11.50638222694397,1.8706516e-09,-18.491318,-1.0
[-0.153  0.906  0.006  1.431],,1671,19.998781,1.1430391e-10,1.9510901e-10,69.96437,888.5067,17.051693,1.0,-inf,10,0.41894197,9.982171,9.999728,4.0,2.0230596,56378737000.0,inf,True,59.9822,,-6.5767536,29.98095126405116,-inf,330,56378737000.0,11,56378737000.0,,3,9.999728,3.324121,29.980951,10.92739,888.5067,11.771174430847168,1.9510901e-10,-16.752716,-1.0
[-0.153  0.906  0.006  1.431],,1725,19.09012,0.5711159,11.0,59.94378,31892.406,13.102819,1.0,-153752240.0,1,0.41894197,19.972504,9.999898,4.909090909090909,18.096403,1.0,60394906000.0,True,39.971275,,-3.145174,39.062625318743194,-2323.0781,341,1.0,11,1.0,,4,9.999898,46.264523,39.062626,164.02017,1697.5726,11.969883441925049,11.0,-3.145174,-1.0
[-0.176  1.063 -0.034  1.62 ],,1778,18.187483,2.7991473e-06,0.007661212,79.99215,23520.719,16.957417,1.0,-431706460000000.0,2,0.41894197,19.976822,9.99997,4.818181818181818,13.412537,1435.8042,1.5021091e+23,True,60.015327,,-5.678688,38.16430518378288,-431706460000000.0,352,1435.8042,11,1435.8042,,4,9.99997,29.410788,38.164307,98.53503,23520.719,12.237372636795044,0.007661212,-9.74484,-1.0
[-0.176  1.063 -0.034  1.62 ],,1831,18.187397,8.218722e-06,0.017885897,59.980873,1159.2905,10.28542,1.0,-15206057000000.0,3,0.41894197,19.973259,9.99956,4.818181818181818,0.82340276,615.0097,5.8951658e+20,True,40.007614,,-3.4694061,38.1606550103097,-15206057000000.0,363,615.0097,11,615.0097,,4,9.99956,1.8452241,38.160656,6.429874,1159.2905,12.520665645599365,0.017885897,-7.1638055,-1.0
[-0.176  1.063 -0.034  1.62 ],,1884,18.187208,0.00077241694,0.25651526,59.96859,2163.3413,11.917287,1.0,-8723534000.0,4,0.41894197,19.97234,9.999965,4.818181818181818,1.2042805,42.88244,194179500000000.0,True,39.99625,,-3.8975031,38.15954759949019,-8743491000.0,374,42.88244,11,42.88244,,4,9.999965,2.3146093,38.159546,7.89833,2157.5996,12.764480113983154,0.25651526,-5.8459363,-1.0
[-0.177  1.059 -0.033  1.623],,1932,23.630531,1.9125505e-07,0.0140143875,89.91792,907.85876,22.253908,1.0,-32886244000000.0,5,0.41894197,9.98114,9.9999075,4.363636363636363,0.7585841,784.90765,5.4595573e+20,True,79.93678,,-4.4243827,33.611671990666515,-32886244000000.0,385,784.90765,11,784.90765,,4,9.9999075,0.853638,33.611675,3.0341837,907.85876,13.079754829406738,0.0140143875,-10.800319,-1.0
[-0.177  1.059 -0.033  1.623],,1976,19.989073,0.0012169157,0.0073240483,59.948353,7346.705,14.13303,1.0,-774525750000000.0,6,0.41894197,9.988879,9.999864,4.0,3.70765,1501.9016,1.5327688e+24,True,49.959473,,-4.795566,29.977950918806883,-774525750000000.0,396,1501.9016,11,1501.9016,,4,9.999864,7.9186606,29.97795,28.095768,7346.705,13.398066282272339,0.0073240483,-5.368605,-1.0
[-0.177  1.059 -0.033  1.623],,2028,7.277653,6.698032e-05,0.044700798,59.96424,32405.713,11.347646,1.0,-581012800000.0,7,0.41894197,29.970844,9.999608,4.7272727272727275,36.062756,246.0806,8.616204e+17,True,29.993397,,-4.016076,37.24849719677267,-583761400000.0,407,246.08061,11,246.08061,,4,9.999608,113.25999,37.248497,394.21982,31990.996,13.694825410842896,0.0447008,-7.514552,-1.0
[-0.173  1.056 -0.028  1.625],,2080,17.282347,4.3337488e-05,0.11360544,69.98327,1408.0165,15.427566,1.0,-36781560000.0,8,0.41894197,19.970947,9.999995,4.7272727272727275,0.87050325,96.82635,1861218600000000.0,True,50.01232,,-3.7497163,37.25329515321205,-36896092000.0,418,96.82635,11,96.82635,,4,9.999995,2.4568844,37.253292,8.624984,1403.1538,14.026740074157715,0.11360544,-6.6829715,-1.0
[-0.171  1.054 -0.024  1.626],,2131,16.366493,4.042276e-05,0.06236361,69.95862,494691.97,15.529593,1.0,-942719700000.0,9,0.41894197,19.97771,9.999826,4.636363636363637,198.21503,176.38492,1.2243727e+18,True,49.980907,,-7.158869,36.34420412303035,-943210400000.0,429,176.38492,11,176.38492,,4,9.999826,625.6269,36.344204,2176.6196,495356.6,14.352076053619385,0.06236361,-8.332351,-1.0
[-0.171  1.055 -0.023  1.625],,2179,23.635767,0.004310789,0.053706687,79.959015,749.29114,19.660418,1.0,-1318994700000.0,10,0.41894197,9.981461,9.999976,4.363636363636363,0.51687545,204.81621,1.4045277e+18,True,69.977554,,-3.9545798,33.61722804539726,-1331967700000.0,440,204.81621,11,204.81621,,4,9.999976,0.7084713,33.61723,2.416543,749.9055,14.657861471176147,0.053706687,-5.0499153,-1.0
[-0.17   1.062 -0.028  1.62 ],,2231,27.26072,0.24482714,11.0,49.97956,19327.316,12.851901,1.0,-771093060.0,1,0.41894197,9.987929,9.999902,4.7272727272727275,10.127254,1.0,3144387700000.0,True,39.99163,,-4.2286882,37.24865305185415,-1987.4712,451,1.0,11,1.0,,5,9.999902,12.631563,37.248653,40.728855,1552.6335,15.013437271118164,11.0,-4.2286882,-1.0
[-0.176  0.914 -0.038  1.419],,2278,12.724392,0.0007881136,0.09899009,39.988808,3974.404,7.4917355,1.0,-32590529000.0,2,0.41894197,19.986786,9.999899,4.2727272727272725,4.67249,111.12224,1.3707014e+16,True,20.002022,,-4.820632,32.71117797790693,-32651637000.0,462,111.12224,11,111.12224,,5,9.999899,7.6728253,32.711178,21.796885,3978.3774,15.36723518371582,0.09899009,-7.1721253,-1.0
[-0.18   0.912 -0.037  1.42 ],,2324,11.823887,2.1759404e-06,0.03468948,39.986732,1410.4901,7.156961,1.0,-815986000000.0,3,0.41894197,19.974699,9.99993,4.181818181818182,2.7695923,317.09903,8.5944025e+18,True,20.012033,,-2.6384597,31.798585330565786,-818112230000.0,473,317.09903,11,317.09903,,5,9.99993,6.6044197,31.798586,23.347507,1410.4612,15.731868982315063,0.03468948,-8.142085,-1.0
[-0.18   0.909 -0.035  1.423],,2370,21.813911,1.7998915e-06,0.031016408,49.990364,571.4267,12.663446,1.0,-4693284600000.0,4,0.41894197,9.983337,9.999931,4.181818181818182,0.8712857,354.651,1.1639181e+20,True,40.007027,,-3.95779,31.79724833390006,-4693284600000.0,484,354.651,11,354.651,,5,9.999931,1.4003243,31.797249,4.731309,571.4267,16.028610229492188,0.031016408,-10.571682,-1.0
[-0.18   0.909 -0.035  1.423],,2415,10.925896,3.372625e-06,0.08624586,49.9809,3475.4282,11.642239,1.0,-89282494000.0,5,0.41894197,19.96431,9.999933,4.090909090909091,1.8805904,127.54235,4.2153184e+16,True,30.01659,,-6.0523887,30.890205437251538,-89378680000.0,495,127.54236,11,127.54236,,5,9.999933,4.073759,30.890203,14.057097,3467.338,16.301055192947388,0.086245865,-8.051352,-1.0
[-0.178  0.908 -0.033  1.423],,2457,18.171242,0.00041547188,0.01748997,39.982574,271.26746,9.354213,1.0,-23425710000000.0,6,0.41894197,9.988305,9.9999,3.8181818181818183,0.5768882,628.9319,7.08625e+21,True,29.99427,,-3.1044848,28.159547869799596,-23425710000000.0,506,628.9319,11,628.9319,,5,9.9999,1.0395806,28.159546,3.701441,271.26746,16.782098293304443,0.01748997,-4.7467422,-1.0
[-0.178  0.908 -0.033  1.423],,2509,27.267021,5.681825e-07,0.034760807,59.96638,1817.6815,13.541303,1.0,-427154400000.0,7,0.41894197,9.981668,9.999912,4.7272727272727275,1.2346206,316.44836,4.656422e+17,True,49.98471,,-7.579911,37.248689613681506,-428239360000.0,517,316.44836,11,316.44836,,5,9.999912,3.3951232,37.24869,11.9382305,1815.3826,17.17773747444153,0.034760807,-13.061798,-1.0
[-0.181  0.909 -0.036  1.423],,2554,20.909603,3.3909664e-06,0.022583881,49.968803,1204.8699,13.783741,1.0,-4597888000000.0,8,0.41894197,9.979448,9.999347,4.090909090909091,2.585805,487.07306,1.1190125e+20,True,39.989357,,-4.836271,30.889050826152662,-4597888000000.0,528,487.07306,11,487.07306,,5,9.999347,6.4528184,30.88905,22.856188,1204.8699,17.510961532592773,0.022583881,-8.019515,-1.0
[-0.181  0.909 -0.036  1.423],,2607,8.183478,3.6732143e-08,0.0043374137,59.977657,11658.655,9.355919,1.0,-2395323000000000.0,9,0.41894197,29.975914,9.999848,4.818181818181818,11.963085,2536.0735,1.4631342e+25,True,30.001743,,-6.0291686,38.15939236987295,-2395323000000000.0,539,2536.0735,11,2536.0735,,5,9.999848,28.136526,38.159397,96.4291,11658.655,17.84841799736023,0.0043374137,-11.962235,-1.0
[-0.181  0.909 -0.036  1.423],,2655,23.62956,0.0010011521,0.10081864,59.983128,28666.846,14.315714,1.0,-106354690000.0,10,0.41894197,9.989113,9.999944,4.363636363636363,18.239845,109.1068,2.8834379e+16,True,49.994015,,-5.4619627,33.61867331871982,-106409070000.0,550,109.106804,11,109.106804,,5,9.999944,35.534695,33.61867,100.888176,28706.922,18.173916578292847,0.10081865,-4.2889395,-1.0
[-0.18   0.909 -0.034  1.422],,2709,9.103385,0.08144885,11.0,49.973965,17242.734,6.680431,1.0,-13021679.0,1,0.41894197,29.964771,9.998943,4.909090909090909,11.037123,1.0,894791300.0,True,20.009193,,-5.656313,39.068155781763295,-2005.6903,561,1.0,11,1.0,,6,9.998943,26.358065,39.068153,94.04996,1570.949,18.50482153892517,11.0,-5.656313,-1.0
[-0.18   1.053 -0.032  1.627],,2761,17.276634,0.00027894473,0.41713282,59.989098,4777.698,14.8255,1.0,-158835440.0,2,0.41894197,19.98133,9.999693,4.7272727272727275,1.8143387,26.370497,64282583000.0,True,40.007767,,-4.828644,37.257962593369136,-160738200.0,572,26.370497,11,26.370497,,6,9.999693,3.311851,37.25796,11.874949,4740.6294,18.766860723495483,0.41713282,-7.800194,-1.0
[-0.181  1.064 -0.038  1.619],,2811,25.455181,2.3994696e-08,0.023208056,49.969456,250.80157,9.873402,1.0,-519358800000.0,3,0.41894197,9.980013,9.999749,4.545454545454546,0.29123732,473.97336,1.4276787e+18,True,39.98944,,-6.203474,35.43519253537822,-520013220000.0,583,473.97336,11,473.97336,,6,9.999749,0.6784098,35.435196,2.3841271,250.87845,19.100543975830078,0.023208056,-14.974409,-1.0
[-0.183  1.062 -0.04   1.621],,2864,18.184412,3.516394e-09,0.010484651,59.983574,6707.175,13.356909,1.0,-83955390000000.0,4,0.41894197,19.975431,9.999981,4.818181818181818,4.4866543,1049.1527,1.7967255e+22,True,40.00814,,-6.712072,38.15984519591053,-83955390000000.0,594,1049.1527,11,1049.1527,,6,9.999981,9.558154,38.159847,33.379078,6707.175,19.41877794265747,0.010484651,-15.32889,-1.0
[-0.183  1.062 -0.04   1.621],,2901,13.636781,0.00013764575,0.41467935,39.990814,324.5979,9.792195,1.0,-225097580.0,5,0.41894197,9.981752,9.999954,3.3636363636363638,0.7925156,26.52652,653752400000.0,True,30.009062,,-4.8218594,23.61853369478995,-225260910.0,605,26.52652,11,26.52652,,6,9.999954,1.2965561,23.618532,4.6104035,324.24176,19.728085041046143,0.41467935,-8.348933,-1.0
[-0.181  1.061 -0.037  1.622],,2948,32.710506,8.684703e-05,0.06538724,49.99317,1276.5103,13.53834,1.0,-441671350000.0,6,0.41894197,,9.999969,4.2727272727272725,0.8782505,168.22855,1.0305514e+18,True,49.99317,,-6.352626,32.7105042546072,-442826160000.0,616,168.22855,11,168.22855,,6,9.999969,1.1492937,32.710506,3.6145353,1277.5529,20.025675296783447,0.06538724,-7.7802157,-1.0
[-0.183  1.059 -0.041  1.623],,2994,31.800385,1.8441022e-10,0.019121312,49.971817,38.49019,14.018359,1.0,-6630727500000.0,7,0.41894197,,9.999744,4.181818181818182,0.11775076,575.27435,2.3266751e+20,True,49.971817,,-4.540022,31.80038583877467,-6630727500000.0,627,575.27435,11,575.27435,,6,9.999744,0.18673943,31.800385,0.62310404,38.49019,20.477463960647583,0.019121312,-15.25792,-1.0
[-0.183  1.059 -0.041  1.623],,3036,18.17781,4.5006278e-08,0.17427766,49.977165,597.47687,12.660867,1.0,-8415994400.0,8,0.41894197,9.987846,9.999575,3.8181818181818183,1.3427258,63.117672,374660800000000.0,True,39.98932,,-6.002884,28.165657538361277,-8421468700.0,638,63.117672,11,63.117672,,6,9.999575,1.8354526,28.165657,4.796688,596.9393,20.74774718284607,0.17427766,-14.462042,-1.0
[-0.183  1.057 -0.04   1.624],,3081,20.891968,1.6460399e-05,0.033267077,59.948246,959.4354,14.4202585,1.0,-7932237300000.0,9,0.41894197,9.98963,9.999871,4.090909090909091,2.0975492,330.65726,1.6076793e+20,True,49.95862,,-4.663987,30.88159702781509,-7932237300000.0,649,330.65726,11,330.65726,,6,9.999871,4.237935,30.881598,14.963039,959.4354,21.06985878944397,0.033267077,-7.8361745,-1.0
[-0.183  1.057 -0.04   1.624],,3133,17.281397,2.2119704e-05,0.13910376,99.97168,291.56738,22.19226,1.0,-22959720000.0,10,0.41894197,19.971794,9.99979,4.7272727272727275,0.2809379,79.07766,174156300000000.0,True,79.999886,,-4.6976423,37.25319263933978,-23500616000.0,660,79.07766,11,79.07766,,6,9.99979,0.34364516,37.25319,0.90032154,291.7632,21.33660101890564,0.13910376,-8.690928,-1.0
[-0.178  1.07  -0.04   1.615],,3182,24.54638,0.2743501,11.0,59.99183,1198986.2,12.331229,1.0,-74455340.0,1,0.41894197,9.979989,9.999843,4.454545454545454,751.0605,1.0,13672133000.0,True,50.01184,,-5.1621504,34.5263656153852,-1970.6399,671,1.0,11,1.0,,7,9.999843,2357.8137,34.526367,8207.104,1344.1292,21.658233880996704,11.0,-5.1621504,-1.0
[-0.115  1.189 -0.009  1.824],,3227,10.915746,0.0003500134,0.04065103,39.981667,763.4933,7.923189,1.0,-1352736000000.0,2,0.41894197,19.973343,9.9996805,4.090909090909091,0.52584416,270.59586,2.3631781e+19,True,20.008324,,-3.6615376,30.889089121659833,-1352736000000.0,682,270.59586,11,270.59586,,7,9.9996805,1.4310472,30.889088,5.0274124,763.4933,22.069507837295532,0.04065103,-6.5130835,-1.0
[-0.115  1.189 -0.009  1.824],,3271,19.99003,5.15831e-05,0.017244648,49.990696,705.9758,11.281603,1.0,-35922507000000.0,3,0.41894197,9.986539,9.999962,4.0,0.61411226,637.879,6.818525e+21,True,40.004158,,-4.7369533,29.97656956879467,-35922507000000.0,693,637.879,11,637.879,,7,9.999962,0.6633276,29.976568,2.1032736,705.9758,22.365791082382202,0.017244648,-5.2276254,-1.0
[-0.115  1.189 -0.009  1.824],,3320,24.537281,0.00055331335,0.072297744,59.98,4190.9897,14.368753,1.0,-125942630000.0,4,0.41894197,9.985205,9.999668,4.454545454545454,4.2950015,152.14859,4.0442086e+16,True,49.994797,,-4.7268763,34.522485128333,-126153300000.0,704,152.14859,11,152.14859,,7,9.999668,12.126368,34.522488,42.563805,4181.976,22.69185757637024,0.072297744,-6.6500273,-1.0
