ESSRenyi,MaxVanillaIw,VanillaAvgRet,VarNormIw,AvgRet,Delta,AvgEpLen,eRenyi2,VarVanillaIw,BatchSize,AvgDiscRet,MaxNormIw,Bound,VarRet,VarJ,AvgNormIw,J,EpsThisIter,MinNormIw,MinVanillaIw,VarDiscRet,AvgVanillaIw,ESSClassic,IterType
194.949210673,1.28302,-107.111996076,6.38557e-07,-107.111996076,0.8,17.01,1.02591,0.0258948,200,-107.111996076,0.00637127,-111.119,5.41931086426,2.72968,0.005,-106.884,100,0.0012108,0.243825,5.41931086426,1.00688,195.043062189,1
200.0,1.0,-106.035714785,3.50449e-18,-106.035714785,0.8,18.54,1.0,,200,-106.035714785,0.01,-111.773,14.0345236054,3.72749,0.01,-106.036,100,0.01,1.0,14.0345236054,1.0,100.0,2
155.048048843,6.65854,-106.736568866,8.72262e-06,-106.736568866,0.8,18.62,1.28992,0.357259,200,-106.736568866,0.0329011,-110.116,11.7910323004,11.4115,0.005,-105.509,100,0.00159089,0.321965,11.7910323004,1.0119,148.460444586,1
200.0,1.0,-106.071242176,3.50449e-18,-106.071242176,0.8,19.14,1.0,,200,-106.071242176,0.01,-111.666,7.7058320006,2.76202,0.01,-106.071,100,0.01,1.0,7.7058320006,1.0,100.0,2
107.568480334,31.7882,-106.674510046,0.000110593,-106.674510046,0.8,25.52,1.85928,7.58841,200,-106.674510046,0.121354,-112.159,118.214201867,34.4518,0.005,-102.558,100,0.000156769,0.0410649,118.214201867,1.30973,37.0259883131,1
200.0,1.0,-106.142964087,3.50449e-18,-106.142964087,0.8,20.77,1.0,,200,-106.142964087,0.01,-111.804,12.3094830074,3.4909,0.01,-106.143,100,0.01,1.0,12.3094830074,1.0,100.0,2
147.182763249,3.68547,-106.680405962,1.02461e-05,-106.680405962,0.8,19.45,1.35885,0.385881,200,-106.680405962,0.0189909,-109.97,17.559973209,7.71408,0.005,-105.139,100,5.01125e-05,0.00972508,17.559973209,0.970324,142.066111612,1
200.0,1.0,-105.208137726,3.50449e-18,-105.208137726,0.8,26.45,1.0,,200,-105.208137726,0.01,-111.093,37.4890959586,6.09214,0.01,-105.208,100,0.01,1.0,37.4890959586,1.0,100.0,2
174.880073132,2.54379,-106.454537255,3.81553e-06,-106.454537255,0.8,25.97,1.14364,0.15532,200,-106.454537255,0.012608,-111.904,77.8885865912,8.69665,0.005,-104.976,100,0.000719225,0.145111,77.8885865912,1.0088,173.632560946,1
200.0,1.0,-104.568977083,3.50449e-18,-104.568977083,0.8,26.88,1.0,,200,-104.568977083,0.01,-110.317,33.2348523804,5.73607,0.01,-104.569,100,0.01,1.0,33.2348523804,1.0,100.0,2
18.8303796682,73.0485,-104.68758734,0.000466406,-104.68758734,0.8,24.96,10.6211,31.7212,200,-104.68758734,0.280104,-105.92,24.119486854,95.7446,0.005,-92.6741,100,1.16985e-09,3.05087e-07,24.119486854,1.30396,10.223413011,1
200.0,1.0,-102.951555037,3.50449e-18,-102.951555037,0.8,33.51,1.0,,200,-102.951555037,0.01,-108.533,38.0381779316,6.13659,0.01,-102.952,100,0.01,1.0,38.0381779316,1.0,100.0,2
120.861645922,5.05373,-102.816811835,1.50363e-05,-102.816811835,0.8,32.52,1.65478,0.610266,200,-102.816811835,0.0250855,-106.359,44.4269221703,12.6513,0.005,-101.143,100,9.99036e-10,2.01266e-07,44.4269221703,1.0073,125.121455326,1
200.0,1.0,-101.607306217,3.50449e-18,-101.607306217,0.8,35.56,1.0,,200,-101.607306217,0.01,-107.468,42.2261239884,6.46559,0.01,-101.607,100,0.01,1.0,42.2261239884,1.0,100.0,2
142.56284364,17.3361,-101.498514052,3.63499e-05,-101.498514052,0.8,42.16,1.40289,1.84145,200,-101.498514052,0.0770237,-104.79,53.8092888316,8.16767,0.005,-99.8817,100,7.29033e-06,0.00164087,53.8092888316,1.12538,81.7418654402,1
200.0,1.0,-99.7395433209,3.50449e-18,-99.7395433209,0.8,42.02,1.0,,200,-99.7395433209,0.01,-105.497,70.1225941861,8.33195,0.01,-99.7395,100,0.01,1.0,70.1225941861,1.0,100.0,2
147.676282827,2.4022,-99.8361150728,8.16335e-06,-99.8361150728,0.8,41.38,1.35431,0.32534,200,-99.8361150728,0.012033,-103.47,60.0543798988,12.2437,0.005,-98.7325,100,0.000236499,0.0472133,60.0543798988,0.99817,150.954624245,1
200.0,1.0,-100.629750417,3.50449e-18,-100.629750417,0.8,43.0,1.0,,200,-100.629750417,0.01,-106.447,62.6076007553,7.87283,0.01,-100.63,100,0.01,1.0,62.6076007553,1.0,100.0,2
139.403748173,14.9768,-99.6925106991,2.87594e-05,-99.6925106991,0.8,43.71,1.43468,1.28053,200,-99.6925106991,0.0709764,-104.038,60.9002034467,11.8143,0.005,-98.9681,100,0.000692603,0.146146,60.9002034467,1.05505,93.2563982542,1
200.0,1.0,-98.8603571051,3.50449e-18,-98.8603571051,0.8,43.77,1.0,,200,-98.8603571051,0.01,-104.541,55.5001656304,7.4125,0.01,-98.8604,100,0.01,1.0,55.5001656304,1.0,100.0,2
107.518191405,3.54606,-100.659151221,2.46275e-05,-100.659151221,0.8,41.21,1.86015,0.852376,200,-100.659151221,0.0190608,-103.302,50.3600711465,11.7401,0.005,-97.5421,100,1.60031e-07,2.9772e-05,50.3600711465,0.930198,101.001136136,1
200.0,1.0,-98.6602955172,3.50449e-18,-98.6602955172,0.8,40.58,1.0,,200,-98.6602955172,0.01,-104.6,68.0332136782,8.20688,0.01,-98.6603,100,0.01,1.0,68.0332136782,1.0,100.0,2
165.874473091,2.40605,-98.153425228,4.59949e-06,-98.153425228,0.8,41.35,1.20573,0.181322,200,-98.153425228,0.0121181,-102.269,48.2264820029,9.25882,0.005,-97.6572,100,0.000425969,0.0845762,48.2264820029,0.992751,169.053157078,1
200.0,1.0,-99.6065849383,3.50449e-18,-99.6065849383,0.8,39.91,1.0,,200,-99.6065849383,0.01,-105.16,45.5379397646,6.71435,0.01,-99.6066,100,0.01,1.0,45.5379397646,1.0,100.0,2
180.047607851,2.25805,-99.5878465016,2.82109e-06,-99.5878465016,0.8,41.42,1.11082,0.11472,200,-99.5878465016,0.0111975,-103.4,32.3444597118,6.66269,0.005,-99.158,100,0.000634562,0.127963,32.3444597118,1.00828,179.81098398,1
200.0,1.0,-99.7036414922,3.50449e-18,-99.7036414922,0.8,40.58,1.0,,200,-99.7036414922,0.01,-105.25,32.8988453562,5.707,0.01,-99.7036,100,0.01,1.0,32.8988453562,1.0,100.0,2
174.748723175,2.16925,-98.8900674089,3.56116e-06,-98.8900674089,0.8,44.11,1.1445,0.14612,200,-98.8900674089,0.010709,-102.956,41.4966165896,6.74293,0.005,-98.7543,100,0.000731194,0.148112,41.4966165896,1.01281,175.172124243,1
200.0,1.0,-99.0038724897,3.50449e-18,-99.0038724897,0.8,42.56,1.0,,200,-99.0038724897,0.01,-104.961,58.0995890453,7.5841,0.01,-99.0039,100,0.01,1.0,58.0995890453,1.0,100.0,2
50.5542423735,95.0701,-98.1562562122,0.000452161,-98.1562562122,0.8,40.85,3.95615,46.2439,200,-98.1562562122,0.297278,-100.597,57.2718797877,68.4353,0.005,-92.2192,100,0.000153242,0.049007,57.2718797877,1.59901,10.5285227777,1
200.0,1.0,-97.5657279901,3.50449e-18,-97.5657279901,0.8,46.16,1.0,,200,-97.5657279901,0.01,-103.249,109.036398716,10.3897,0.01,-97.5657,100,0.01,1.0,109.036398716,1.0,100.0,2
4.09380661517,251.038,-99.1108433563,0.00366479,-99.1108433563,0.8,43.98,48.8543,315.292,200,-99.1108433563,0.85587,-81.8985,47.013631252,98.9822,0.005,-53.8113,100,,,47.013631252,1.46657,1.36185322184,1
200.0,1.0,-100.585826977,3.50449e-18,-100.585826977,0.8,47.32,1.0,,200,-100.585826977,0.01,-106.425,64.4917263824,7.99042,0.01,-100.586,100,0.01,1.0,64.4917263824,1.0,100.0,2
nan,inf,-99.1108433563,nan,-99.1108433563,0.8,43.98,nan,nan,300,-100.041175614,nan,nan,47.013631252,nan,nan,nan,100,nan,0.00398346,57.4605118471,inf,nan,
251.01806862,2.73233,-100.03986305,1.51419e-06,-100.03986305,0.8,44.06,1.19513,0.132436,300,-100.03986305,0.00923893,-101.835,38.8208637104,11.0388,0.00333333,-98.2478,100,0.00104143,0.307995,38.8208637104,0.985803,264.125560444,1
300.0,1.0,-98.4278457898,3.50449e-18,-98.4278457898,0.8,45.42,1.0,,300,-98.4278457898,0.01,-104.134,69.7258671252,8.30835,0.01,-98.4278,100,0.01,1.0,69.7258671252,1.0,100.0,2
300.0,1.0,-98.8073081281,2.1793e-19,-98.8073081281,0.8,44.38,1.0,,300,-98.8073081281,0.005,-102.652,60.6187644753,8.03471,0.005,-98.6176,100,0.005,1.0,60.6187644753,1.0,200.000000102,2
66.6601823121,26.4223,-99.1404493558,5.29204e-05,-99.1404493558,0.8,44.58,4.50044,6.98436,300,-99.1404493558,0.0727308,-100.768,63.2602798176,48.7906,0.00333333,-93.7555,100,2.73829e-09,9.94789e-07,63.2602798176,1.21096,52.2014914956,1
300.0,1.0,-99.496372923,3.50449e-18,-99.496372923,0.8,45.61,1.0,,300,-99.496372923,0.01,-105.099,42.7552893105,6.50598,0.01,-99.4964,100,0.01,1.0,42.7552893105,1.0,100.0,2
300.0,1.0,-97.9794629002,2.1793e-19,-97.9794629002,0.8,44.91,1.0,,300,-97.9794629002,0.005,-102.699,86.3580896981,8.03034,0.005,-98.7379,100,0.005,1.0,86.3580896981,1.0,200.000000102,2
192.157790703,5.3398,-100.20219635,6.40181e-06,-100.20219635,0.8,42.56,1.56122,0.506519,300,-100.20219635,0.0189836,-102.023,37.8538088716,13.4914,0.00333333,-97.8669,100,4.41504e-05,0.0124188,37.8538088716,0.937617,190.567863379,1
300.0,1.0,-98.2153323187,3.50449e-18,-98.2153323187,0.8,43.92,1.0,,300,-98.2153323187,0.01,-104.003,54.5393399866,7.34806,0.01,-98.2153,100,0.01,1.0,54.5393399866,1.0,100.0,2
300.0,1.0,-99.7552445687,2.1793e-19,-99.7552445687,0.8,43.7,1.0,,300,-99.7552445687,0.005,-103.078,36.7500488431,6.76617,0.005,-98.9853,100,0.005,1.0,36.7500488431,1.0,200.000000102,2
38.8272250766,99.489,-99.2282222326,0.000305101,-99.2282222326,0.8,42.1,7.72654,37.4545,300,-99.2282222326,0.283952,-92.5065,58.5552664016,196.286,0.00333333,-83.2185,100,3.64517e-06,0.00127717,58.5552664016,1.16791,10.5754590343,1
300.0,1.0,-98.9496422813,3.50449e-18,-98.9496422813,0.8,42.78,1.0,,300,-98.9496422813,0.01,-104.395,40.5936621061,6.33938,0.01,-98.9496,100,0.01,1.0,40.5936621061,1.0,100.0,2
300.0,1.0,-99.4154785425,2.1793e-19,-99.4154785425,0.8,44.58,1.0,,300,-99.4154785425,0.005,-103.223,53.7905088283,6.83918,0.005,-99.1826,100,0.005,1.0,53.7905088283,1.0,200.000000102,2
50.3865935726,782.981,-99.2282222326,0.000312853,-99.2282222326,0.8,42.1,7.93862,2151.46,400,-98.0565555019,0.298576,-106.866,58.5552664016,27.2296,0.00333333,-97.3094,100,3.83291e-06,0.0100514,83.9068709416,8.74128,10.3224316534,
124.553113829,39.5018,-98.8760121211,3.40875e-05,-98.8760121211,0.8,42.2,3.21148,6.3129,400,-98.8760121211,0.091791,-99.4477,40.6558934635,93.8068,0.0025,-94.2619,100,6.30003e-05,0.0271119,40.6558934635,1.07586,62.1083025982,1
400.0,1.0,-98.1469376561,3.50449e-18,-98.1469376561,0.8,43.43,1.0,,400,-98.1469376561,0.01,-103.778,54.7242326641,7.3605,0.01,-98.1469,100,0.01,1.0,54.7242326641,1.0,100.0,2
400.0,1.0,-98.1970601339,2.1793e-19,-98.1970601339,0.8,46.25,1.0,,400,-98.1970601339,0.005,-102.159,72.2419758094,7.92773,0.005,-98.172,100,0.005,1.0,72.2419758094,1.0,200.000000102,2
400.0,1.0,-98.8406453558,5.43914e-20,-98.8406453558,0.8,40.88,1.0,,400,-98.8406453558,0.00333333,-101.65,36.0705176852,7.34179,0.00333333,-98.3949,100,0.00333333,1.0,36.0705176852,1.0,299.999969474,2
109.577929564,17.7895,-96.6318627769,1.84172e-05,-96.6318627769,0.8,44.68,3.65037,2.6893,400,-96.6318627769,0.046554,-99.8222,125.349313078,37.8946,0.0025,-94.4364,100,3.59819e-09,1.37496e-06,125.349313078,0.955317,101.538524457,1
400.0,1.0,-98.1382773965,3.50449e-18,-98.1382773965,0.8,40.67,1.0,,400,-98.1382773965,0.01,-103.771,58.5847611305,7.6157,0.01,-98.1383,100,0.01,1.0,58.5847611305,1.0,100.0,2
400.0,1.0,-99.6585853159,2.1793e-19,-99.6585853159,0.8,40.28,1.0,,400,-99.6585853159,0.005,-102.89,52.7657363149,7.463,0.005,-98.8984,100,0.005,1.0,52.7657363149,1.0,200.000000102,2
400.0,1.0,-98.2366730006,5.43914e-20,-98.2366730006,0.8,40.78,1.0,,400,-98.2366730006,0.00333333,-101.937,68.6585708025,7.73857,0.00333333,-98.6778,100,0.00333333,1.0,68.6585708025,1.0,299.999969474,2
310.943294956,3.73193,-98.7729016103,1.6394e-06,-98.7729016103,0.8,40.69,1.28641,0.280158,400,-98.7729016103,0.00902765,-101.2,46.7660408959,8.60091,0.0025,-97.9991,100,0.000154018,0.0636694,46.7660408959,1.03347,317.045848285,1
400.0,1.0,-97.1011140612,3.50449e-18,-97.1011140612,0.8,41.24,1.0,,400,-97.1011140612,0.01,-102.774,74.7583061034,8.60295,0.01,-97.1011,100,0.01,1.0,74.7583061034,1.0,100.0,2
400.0,1.0,-98.6155408886,2.1793e-19,-98.6155408886,0.8,44.38,1.0,,400,-98.6155408886,0.005,-101.93,61.9235153092,8.2602,0.005,-97.8583,100,0.005,1.0,61.9235153092,1.0,200.000000102,2
400.0,1.0,-99.0767675238,5.43914e-20,-99.0767675238,0.8,42.07,1.0,,400,-99.0767675238,0.00333333,-101.589,39.5869715118,7.67339,0.00333333,-98.2645,100,0.00333333,1.0,39.5869715118,1.0,299.999969474,2
252.033063572,4.0444,-96.6510934456,3.84319e-06,-96.6510934456,0.8,45.64,1.58709,0.574629,400,-96.6510934456,0.0104594,-100.235,121.337283454,12.8711,0.0025,-96.6086,100,1.82686e-05,0.00706403,121.337283454,0.966692,247.92776687,1
400.0,1.0,-98.7386923615,3.50449e-18,-98.7386923615,0.8,41.45,1.0,,400,-98.7386923615,0.01,-104.565,47.094896065,6.82817,0.01,-98.7387,100,0.01,1.0,47.094896065,1.0,100.0,2
400.0,1.0,-98.7783561034,2.1793e-19,-98.7783561034,0.8,40.09,1.0,,400,-98.7783561034,0.005,-102.879,47.6470540596,6.84819,0.005,-98.7585,100,0.005,1.0,47.6470540596,1.0,200.000000102,2
400.0,1.0,-98.2412685321,5.43914e-20,-98.2412685321,0.8,42.38,1.0,,400,-98.2412685321,0.00333333,-101.95,43.3222728513,6.75433,0.00333333,-98.5861,100,0.00333333,1.0,43.3222728513,1.0,299.999969474,2
270.213699934,4.04326,-99.0452355352,2.45247e-06,-99.0452355352,0.8,40.67,1.48031,0.410677,400,-99.0452355352,0.00988059,-101.079,53.6397128064,10.0667,0.0025,-97.5345,100,4.27876e-05,0.0175092,53.6397128064,1.02303,287.477476133,1
400.0,1.0,-98.1694562483,3.50449e-18,-98.1694562483,0.8,44.43,1.0,,400,-98.1694562483,0.01,-103.912,86.2958042888,9.24299,0.01,-98.1694,100,0.01,1.0,86.2958042888,1.0,100.0,2
400.0,1.0,-98.9462988389,2.1793e-19,-98.9462988389,0.8,40.16,1.0,,400,-98.9462988389,0.005,-102.618,52.3131030463,8.2923,0.005,-98.5579,100,0.005,1.0,52.3131030463,1.0,200.000000102,2
400.0,1.0,-99.7644953205,5.43914e-20,-99.7644953205,0.8,37.88,1.0,,400,-99.7644953205,0.00333333,-102.275,44.9848827245,7.81089,0.00333333,-98.9601,100,0.00333333,1.0,44.9848827245,1.0,299.999969474,2
313.196701779,5.61002,-98.2016270151,1.97039e-06,-98.2016270151,0.8,39.85,1.27715,0.281455,400,-98.2016270151,0.0148435,-101.385,80.0911656037,10.1783,0.0025,-98.1405,100,0.000183376,0.0693061,80.0911656037,0.944861,304.303971684,1
400.0,1.0,-97.9202523745,3.50449e-18,-97.9202523745,0.8,41.7,1.0,,400,-97.9202523745,0.01,-103.49,49.314422583,6.98722,0.01,-97.9203,100,0.01,1.0,49.314422583,1.0,100.0,2
400.0,1.0,-98.0151215537,2.1793e-19,-98.0151215537,0.8,43.41,1.0,,400,-98.0151215537,0.005,-101.906,33.1561015944,6.38946,0.005,-97.9677,100,0.005,1.0,33.1561015944,1.0,200.000000102,2
400.0,1.0,-98.2182582957,5.43914e-20,-98.2182582957,0.8,43.05,1.0,,400,-98.2182582957,0.00333333,-101.287,52.9764581307,6.68677,0.00333333,-98.0512,100,0.00333333,1.0,52.9764581307,1.0,299.999969474,2
363.812516121,2.19779,-98.8614518814,5.93998e-07,-98.8614518814,0.8,43.87,1.09947,0.0945198,400,-98.8614518814,0.00550958,-100.92,33.6764609475,7.22218,0.0025,-97.9817,100,0.000220446,0.0879368,33.6764609475,0.997261,365.362847916,1
400.0,1.0,-97.4601723457,3.50449e-18,-97.4601723457,0.8,43.44,1.0,,400,-97.4601723457,0.01,-102.997,83.8350596333,9.11025,0.01,-97.4602,100,0.01,1.0,83.8350596333,1.0,100.0,2
400.0,1.0,-97.668847288,2.1793e-19,-97.668847288,0.8,43.15,1.0,,400,-97.668847288,0.005,-101.499,79.1365059824,8.98231,0.005,-97.5645,100,0.005,1.0,79.1365059824,1.0,200.000000102,2
400.0,1.0,-97.6142321659,5.43914e-20,-97.6142321659,0.8,45.13,1.0,,400,-97.6142321659,0.00333333,-100.794,60.5471632753,8.58889,0.00333333,-97.5811,100,0.00333333,1.0,60.5471632753,1.0,299.999969474,2
305.542296903,2.11801,-96.3532954155,2.01452e-06,-96.3532954155,0.8,45.36,1.30915,0.333304,400,-96.3532954155,0.00520706,-99.6665,83.7139345907,11.3346,0.0025,-96.4832,100,5.92805e-06,0.00241127,83.7139345907,1.01689,302.682361195,1
400.0,1.0,-98.5105962802,3.50449e-18,-98.5105962802,0.8,43.76,1.0,,400,-98.5105962802,0.01,-104.045,38.3961445134,6.1654,0.01,-98.5106,100,0.01,1.0,38.3961445134,1.0,100.0,2
400.0,1.0,-98.3882353819,2.1793e-19,-98.3882353819,0.8,42.93,1.0,,400,-98.3882353819,0.005,-102.46,43.3883981076,6.36295,0.005,-98.4494,100,0.005,1.0,43.3883981076,1.0,200.000000102,2
400.0,1.0,-98.4812333738,5.43914e-20,-98.4812333738,0.8,41.64,1.0,,400,-98.4812333738,0.00333333,-101.735,59.858336218,6.83702,0.00333333,-98.46,100,0.00333333,1.0,59.858336218,1.0,299.999969474,2
399.99809266,63629.7,-98.3520239894,0.00249076,-98.3520239894,0.8,42.74,1.0,1.01217e+07,400,-98.3520239894,0.998155,-77.0962,61.678476888,0.79914,0.0025,-74.2292,100,,,61.678476888,159.368,1.00369923891,1
400.0,1.0,-98.8271677272,3.50449e-18,-98.8271677272,0.8,45.57,1.0,,400,-98.8271677272,0.01,-104.645,56.5861493347,7.48467,0.01,-98.8272,100,0.01,1.0,56.5861493347,1.0,100.0,2
400.0,1.0,-98.6295116851,2.1793e-19,-98.6295116851,0.8,45.5,1.0,,400,-98.6295116851,0.005,-102.842,82.5412740865,8.29927,0.005,-98.7283,100,0.005,1.0,82.5412740865,1.0,200.000000102,2
400.0,1.0,-99.1687052173,5.43914e-20,-99.1687052173,0.8,41.99,1.0,,400,-99.1687052173,0.00333333,-102.234,41.9213027895,7.73277,0.00333333,-98.8751,100,0.00333333,1.0,41.9213027895,1.0,299.999969474,2
44569282.38,inf,-98.3520239894,nan,-98.3520239894,0.8,42.74,1.12185e-05,nan,500,-98.9774278458,nan,nan,61.678476888,nan,nan,nan,100,nan,1.57159e-05,56.3087475294,inf,nan,
499.99880791,14465.9,-99.6662419632,0.00192993,-99.6662419632,0.8,41.54,1.0,418502.0,500,-99.6662419632,0.982353,-77.1682,27.1152176841,9.32452,0.002,-74.6038,100,9.66734e-26,1.42359e-21,27.1152176841,29.4515,1.03623042745,1
