AvgEpLen,AvgNormIw,VarJ,AvgVanillaIw,VarVanillaIw,MaxVanillaIw,VarRet,MinNormIw,VarNormIw,eRenyi2,AvgDiscRet,MinVanillaIw,AvgRet,MaxNormIw,ESSRenyi,ESSClassic,J,BatchSize,VarDiscRet,Bound
200.0,0.01,177.6496,0.8748329,0.74948907,2.3859286,3680974.578020517,9.154928e-10,9.792984e-05,1.7667954,-1439.2221432774563,8.0090324e-08,-1439.2221432774563,0.027272964,56.59964938829174,50.77417594272511,-70.34102,100,3680974.578020517,-741.13837
200.0,0.010000002,66.801735,0.98183984,0.059652016,1.2017393,125895.61404336855,0.0018316924,6.187908e-06,1.0507886,-50.92700131457296,0.17984286,-50.92700131457296,0.012239668,95.16661686323705,94.2275973321094,-19.20976,100,125895.61404336855,-327.097
200.0,0.01,47.88925,0.96129954,0.078937754,1.2215147,208848.0588431451,0.000980633,8.542153e-06,1.0595087,-76.71928092624407,0.0942682,-76.71928092624407,0.01270691,94.38337010845088,92.20267484098981,-16.720247,100,208848.0588431451,-323.48114
200.0,0.009999999,25.403444,6.197825e-16,1.4096466e-30,9.1771505e-15,84.85382530396355,0.0035769336,0.00036697093,nan,-10.115433723507564,2.2169208e-16,-10.115433723507564,0.1480705,nan,21.584229634481094,-9.177963,100,84.85382530396355,-5.6882963
200.0,0.01,1586.975,1.5963973e-10,6.246108e-20,2.2613782e-09,945104.6506979321,0.0047851657,0.00024509107,nan,-4812.08704905718,7.6390255e-11,-4812.08704905718,0.1416551,nan,29.185140245426552,-4716.2524,100,945104.6506979321,-897.22925
