VanillaAvgRet,VarDiscRet,AvgDiscRet,MaxVanillaIw,VarRet,J,MaxNormIw,BatchSize,VarNormIw,ESSClassic,AvgVanillaIw,AvgRet,eRenyi2,IterType,Delta,VarJ,MinVanillaIw,AvgNormIw,AvgEpLen,MinNormIw,ESSRenyi,VarVanillaIw,EpsThisIter,Bound
-104.448121973,39.9423708477,-104.448121973,1.48986,39.9423708477,-103.93,0.0151052,100,5.23946e-06,95.0687101239,0.986325,-104.448121973,1.05048,1,0.5,7.27137,0.440866,0.01,30.86,0.00446978,95.1949550785,0.0509714,100,-115.858
-103.959030005,83.5614159319,-103.959030005,1.48927,83.5614159319,-103.228,0.0146422,100,5.48536e-06,94.8491811502,1.01711,-103.959030005,1.04915,1,0.5,8.84333,0.211606,0.01,32.75,0.00208045,95.3152344473,0.056747,100,-120.039
-102.723507959,85.0176672735,-102.723507959,1.6357,85.0176672735,-101.936,0.01664,100,6.5071e-06,93.9478128666,0.982989,-102.723507959,1.05118,1,0.5,8.93448,0.358524,0.01,36.17,0.00364728,95.1311422927,0.062876,100,-116.587
-102.678908102,54.9331966548,-102.678908102,1.42278,54.9331966548,-102.246,0.0140046,100,3.59162e-06,96.5664166466,1.01594,-102.678908102,1.03933,1,0.5,7.99414,0.368844,0.01,35.8,0.00363058,96.2157646156,0.0370701,100,-114.104
-103.358892448,44.0552966261,-103.358892448,1.54536,44.0552966261,-102.625,0.0158611,100,6.6849e-06,93.792760669,0.974305,-103.358892448,1.07368,1,0.5,7.4145,0.398699,0.01,36.48,0.00409214,93.137502648,0.0634578,100,-114.612
-101.659628631,98.3353593796,-101.659628631,1.80802,98.3353593796,-100.303,0.0174425,100,9.29045e-06,91.5771454596,1.03656,-101.659628631,1.10396,1,0.5,10.608,0.228176,0.01,40.71,0.00220128,90.5826858584,0.0998218,100,-115.436
-98.5243338178,640.235748139,-98.5243338178,164.048,640.235748139,66.5701,0.693203,100,0.00487226,2.03106041899,2.36652,-98.5243338178,20.5299,1,0.5,542.809,9.40255e-05,0.01,41.19,3.97315e-07,4.8709367324,272.867,100,3.00717
-98.5243338178,217.812296745,-100.166457221,10635.4,640.235748139,-100.732,0.261505,200,0.00135868,6.91997785689,406.7,-98.5243338178,nan,,0.5,19.8919,0.00609578,0.01,41.19,1.49884e-07,nan,2.24732e+06,100,-inf
-102.392023115,44.8836577644,-102.392023115,399.268,44.8836577644,88.9734,0.786857,200,0.0031018,1.60705224239,2.53711,-102.392023115,55.3474,1,0.5,590.311,1.65887e-09,0.005,39.77,3.26922e-12,3.61354190488,798.641,100,15.1755
-107.367482427,1569.16245065,-107.367482427,1.0,1569.16245065,-107.367,0.01,200,3.50449e-18,100.0,1.0,-107.367482427,1.0,2,0.5,39.4141,1.0,0.01,72.69,0.01,200.0,,100,-146.993
-102.392023115,870.029409002,-96.7489507718,6.02819e+08,44.8836577644,-87.315,0.37701,300,0.00130044,3.79094094971,7.99474e+06,-102.392023115,2.82313e-22,,0.5,212.46,0.00250458,0.005,39.77,1.56639e-12,1.06265071241e+24,3.32474e+15,100,-inf
-99.1410705674,53.1273505638,-99.1410705674,516.758,53.1273505638,78.9266,0.744203,300,0.00186165,1.78582083654,2.31459,-99.1410705674,75.1436,1,0.5,826.732,4.00093e-15,0.00333333,38.79,5.7619e-18,3.99235837654,897.615,100,8.71716
-108.642591682,1921.46391571,-108.642591682,1.0,1921.46391571,-108.643,0.01,300,3.50449e-18,100.0,1.0,-108.642591682,1.0,2,0.5,43.6148,1.0,0.01,86.26,0.01,300.0,,100,-147.257
-101.456868106,626.832744878,-101.456868106,1.0,626.832744878,-105.05,0.005,300,2.1793e-19,200.000000102,1.0,-101.456868106,1.0,2,0.5,35.6976,1.0,0.005,74.56,0.005,300.0,,100,-132.354
-99.1410705674,255.552827541,-99.8719495263,2.49942e+14,53.1273505638,-134.069,0.751485,400,0.00199028,1.67104501686,1.10866e+12,-99.1410705674,0.0343693,,0.5,159.844,0.00193514,0.00333333,38.79,5.81828e-18,11638.2855523,2.20167e+26,100,-inf
-101.022784684,84.1233572093,-101.022784684,695.205,84.1233572093,85.4462,0.771509,400,0.00149682,1.66741269384,2.25274,-101.022784684,104.091,1,0.5,881.482,7.31027e-16,0.0025,42.29,8.11263e-19,3.84279662902,1215.38,100,13.8835
-105.051123611,474.263794821,-105.051123611,1.0,474.263794821,-105.051,0.01,400,3.50449e-18,100.0,1.0,-105.051123611,1.0,2,0.5,21.6684,1.0,0.01,77.85,0.01,400.0,,100,-126.727
-108.067366733,1348.45863909,-108.067366733,1.0,1348.45863909,-106.559,0.005,400,2.1793e-19,200.000000102,1.0,-108.067366733,1.0,2,0.5,30.0753,1.0,0.005,82.81,0.005,400.0,,100,-127.721
-104.577929834,522.604444708,-104.577929834,1.0,522.604444708,-105.899,0.00333333,400,5.43914e-20,299.999969474,1.0,-104.577929834,1.0,2,0.5,27.863,1.0,0.00333333,80.35,0.00333333,400.0,,100,-123.177
-101.022784684,423.859013636,-102.710857438,1.36794e+15,84.1233572093,-105.909,0.673477,500,0.00124519,2.00268543107,5.07789e+12,-101.022784684,4.92461e+21,,0.5,16.6587,0.00143842,0.0025,42.29,7.0818e-19,1.01530878643e-19,5.13715e+27,100,-1.05009e+12
-101.035596228,85.9414153183,-101.035596228,918.349,85.9414153183,96.7695,0.818374,500,0.00134369,1.48698387425,2.24433,-101.035596228,144.584,1,0.5,828.654,8.03433e-18,0.002,39.17,7.15968e-21,3.4581969547,1692.04,100,21.3323
-106.142306024,791.918229654,-106.142306024,1.0,791.918229654,-106.142,0.01,500,3.50449e-18,100.0,1.0,-106.142306024,1.0,2,0.5,28.0,1.0,0.01,84.29,0.01,500.0,,100,-130.19
-108.049694784,2582.03706449,-108.049694784,1.0,2582.03706449,-107.096,0.005,500,2.1793e-19,200.000000102,1.0,-108.049694784,1.0,2,0.5,40.8781,1.0,0.005,110.25,0.005,500.0,,100,-134.517
-107.945121726,1085.53904323,-107.945121726,1.0,1085.53904323,-107.379,0.00333333,500,5.43914e-20,299.999969474,1.0,-107.945121726,1.0,2,0.5,38.3719,1.0,0.00333333,89.68,0.00333333,500.0,,100,-129.768
-106.498540192,762.351912352,-106.498540192,1.0,762.351912352,-107.159,0.0025,500,5.4346e-20,400.0,1.0,-106.498540192,1.0,2,0.5,35.9601,1.0,0.0025,77.17,0.0025,500.0,,100,-126.548
-106.491558163,1589.74606309,-106.491558163,1.62818,1589.74606309,-102.502,0.00323206,500,4.8712e-07,445.817033148,1.00752,-106.491558163,1.12026,1,0.5,13.6713,0.0142216,0.002,86.89,2.8231e-05,446.323915311,0.123618,100,-120.858
-100.448485117,465.739181686,-100.448485117,1.0,465.739181686,-100.448,0.01,500,3.50449e-18,100.0,1.0,-100.448485117,1.0,2,0.5,21.4728,1.0,0.01,83.91,0.01,500.0,,100,-114.077
-101.038026166,85.182389188,-101.038026166,1.0,85.182389188,-100.743,0.005,500,2.1793e-19,200.000000102,1.0,-101.038026166,1.0,2,0.5,16.5164,1.0,0.005,68.76,0.005,500.0,,100,-110.38
-99.8910436365,888.618337964,-99.8910436365,1.0,888.618337964,-100.459,0.00333333,500,5.43914e-20,299.999969474,1.0,-99.8910436365,1.0,2,0.5,21.8006,1.0,0.00333333,73.09,0.00333333,500.0,,100,-113.689
-104.152728744,517.260850517,-104.152728744,1.0,517.260850517,-101.383,0.0025,500,5.4346e-20,400.0,1.0,-104.152728744,1.0,2,0.5,22.0688,1.0,0.0025,74.22,0.0025,500.0,,100,-115.409
-101.949230187,191.82911575,-101.949230187,32.2836,191.82911575,-91.6977,0.0571321,500,9.56629e-06,147.632451018,1.13014,-101.949230187,2.12383,1,0.5,250.499,0.00924898,0.002,67.99,1.63678e-05,235.423783173,3.05455,100,-109.981
-103.905918857,281.706118245,-103.905918857,1.0,281.706118245,-103.906,0.01,500,3.50449e-18,100.0,1.0,-103.905918857,1.0,2,0.5,16.7,1.0,0.01,78.81,0.01,500.0,,100,-123.913
-104.478393011,193.324277243,-104.478393011,1.0,193.324277243,-104.192,0.005,500,2.1793e-19,200.000000102,1.0,-104.478393011,1.0,2,0.5,15.3369,1.0,0.005,75.14,0.005,500.0,,100,-118.339
-106.32183618,1293.80518137,-106.32183618,1.0,1293.80518137,-104.902,0.00333333,500,5.43914e-20,299.999969474,1.0,-106.32183618,1.0,2,0.5,24.1822,1.0,0.00333333,76.11,0.00333333,500.0,,100,-127.275
-104.987967406,235.323540289,-104.987967406,1.0,235.323540289,-104.924,0.0025,500,5.4346e-20,400.0,1.0,-104.987967406,1.0,2,0.5,22.2896,1.0,0.0025,75.52,0.0025,500.0,,100,-124.299
-101.797272763,350.384927923,-101.797272763,2.25724,350.384927923,-102.86,0.00452383,500,2.9981e-07,465.201537455,0.997935,-101.797272763,1.06565,1,0.5,13.4399,0.132364,0.002,65.58,0.000265276,469.196632276,0.0746432,100,-120.75
-102.930566288,89.9083926286,-102.930566288,1.0,89.9083926286,-102.931,0.01,500,3.50449e-18,100.0,1.0,-102.930566288,1.0,2,0.5,9.43447,1.0,0.01,68.77,0.01,500.0,,100,-116.577
-101.829910715,203.194321982,-101.829910715,1.0,203.194321982,-102.38,0.005,500,2.1793e-19,200.000000102,1.0,-101.829910715,1.0,2,0.5,12.0577,1.0,0.005,66.88,0.005,500.0,,100,-112.03
-106.21559759,785.216035167,-106.21559759,1.0,785.216035167,-103.659,0.00333333,500,5.43914e-20,299.999969474,1.0,-106.21559759,1.0,2,0.5,18.9556,1.0,0.00333333,67.19,0.00333333,500.0,,100,-124.939
-105.807308457,839.141883912,-105.807308457,1.0,839.141883912,-104.196,0.0025,500,5.4346e-20,400.0,1.0,-105.807308457,1.0,2,0.5,21.8641,1.0,0.0025,68.74,0.0025,500.0,,100,-122.926
-101.976281684,379.559316094,-101.976281684,1.28424,379.559316094,-102.998,0.00256394,500,1.10435e-07,486.592691936,1.00177,-101.976281684,1.02709,1,0.5,10.9502,0.273527,0.002,60.16,0.000546085,486.814142632,0.0277066,100,-119.976
-103.792175093,62.1638982269,-103.792175093,1.0,62.1638982269,-103.792,0.01,500,3.50449e-18,100.0,1.0,-103.792175093,1.0,2,0.5,7.84489,1.0,0.01,57.33,0.01,500.0,,100,-116.923
-102.354721092,141.493882288,-102.354721092,1.0,141.493882288,-103.073,0.005,500,2.1793e-19,200.000000102,1.0,-102.354721092,1.0,2,0.5,10.0661,1.0,0.005,62.2,0.005,500.0,,100,-114.135
-102.326154917,58.775746226,-102.326154917,1.0,58.775746226,-102.824,0.00333333,500,5.43914e-20,299.999969474,1.0,-102.326154917,1.0,2,0.5,9.33121,1.0,0.00333333,57.28,0.00333333,500.0,,100,-111.856
-100.917555815,91.2126275522,-100.917555815,1.0,91.2126275522,-102.348,0.0025,500,5.4346e-20,400.0,1.0,-100.917555815,1.0,2,0.5,9.41066,1.0,0.0025,61.29,0.0025,500.0,,100,-110.169
-102.634874752,130.761442889,-102.634874752,1.63039,130.761442889,-101.865,0.00323686,500,2.71487e-07,468.28064122,1.00739,-102.634874752,1.06499,1,0.5,8.86333,0.237085,0.002,60.61,0.000470693,469.489954158,0.0688782,100,-109.085
-99.7545115871,215.21761088,-99.7545115871,1.0,215.21761088,-99.7545,0.01,500,3.50449e-18,100.0,1.0,-99.7545115871,1.0,2,0.5,14.5968,1.0,0.01,58.74,0.01,500.0,,100,-111.483
-102.378995167,65.8241456907,-102.378995167,1.0,65.8241456907,-101.067,0.005,500,2.1793e-19,200.000000102,1.0,-102.378995167,1.0,2,0.5,11.8675,1.0,0.005,54.08,0.005,500.0,,100,-109.806
-99.7605724327,87.1590989861,-99.7605724327,1.0,87.1590989861,-100.631,0.00333333,500,5.43914e-20,299.999969474,1.0,-99.7605724327,1.0,2,0.5,11.092,1.0,0.00333333,52.14,0.00333333,500.0,,100,-107.767
-100.865318725,80.0728903278,-100.865318725,1.0,80.0728903278,-100.69,0.0025,500,5.4346e-20,400.0,1.0,-100.865318725,1.0,2,0.5,10.5879,1.0,0.0025,57.48,0.0025,500.0,,100,-106.869
-100.741943023,108.249937591,-100.741943023,2.40757,108.249937591,-99.8969,0.00466977,500,6.24946e-07,432.554565379,1.03113,-100.741943023,1.16798,1,0.5,11.3475,0.175162,0.002,59.28,0.000339748,428.09019372,0.166115,100,-105.87
-100.721832369,79.0671469509,-100.721832369,1.0,79.0671469509,-100.722,0.01,500,3.50449e-18,100.0,1.0,-100.721832369,1.0,2,0.5,8.8474,1.0,0.01,53.19,0.01,500.0,,100,-112.808
-102.702877473,70.8164239549,-102.702877473,1.0,70.8164239549,-101.712,0.005,500,2.1793e-19,200.000000102,1.0,-102.702877473,1.0,2,0.5,8.67027,1.0,0.005,53.49,0.005,500.0,,100,-110.64
-99.3280250236,145.309855183,-99.3280250236,1.0,145.309855183,-100.918,0.00333333,500,5.43914e-20,299.999969474,1.0,-99.3280250236,1.0,2,0.5,9.96651,1.0,0.00333333,57.93,0.00333333,500.0,,100,-108.207
-102.779568892,81.9353946785,-102.779568892,1.0,81.9353946785,-101.383,0.0025,500,5.4346e-20,400.0,1.0,-102.779568892,1.0,2,0.5,9.7687,1.0,0.0025,53.96,0.0025,500.0,,100,-107.696
-102.275225119,83.4628507603,-102.275225119,2.07655,83.4628507603,-101.228,0.00423522,500,2.72215e-07,468.200798736,0.980611,-102.275225119,1.05457,1,0.5,8.87643,0.150154,0.002,55.8,0.000306246,474.128842918,0.0654404,100,-107.027
-101.23865281,62.7980461831,-101.23865281,1.0,62.7980461831,-101.239,0.01,500,3.50449e-18,100.0,1.0,-101.23865281,1.0,2,0.5,7.8848,1.0,0.01,52.74,0.01,500.0,,100,-113.159
-100.411528664,100.097359021,-100.411528664,1.0,100.097359021,-100.825,0.005,500,2.1793e-19,200.000000102,1.0,-100.411528664,1.0,2,0.5,8.98912,1.0,0.005,55.97,0.005,500.0,,100,-109.554
-99.5067343881,86.6133424404,-99.5067343881,1.0,86.6133424404,-100.386,0.00333333,500,5.43914e-20,299.999969474,1.0,-99.5067343881,1.0,2,0.5,9.10155,1.0,0.00333333,53.18,0.00333333,500.0,,100,-107.513
-100.785180266,57.5857588191,-100.785180266,1.0,57.5857588191,-100.486,0.0025,500,5.4346e-20,400.0,1.0,-100.785180266,1.0,2,0.5,8.74134,1.0,0.0025,50.41,0.0025,500.0,,100,-106.658
-99.9777533398,71.7004085239,-99.9777533398,2.47288,71.7004085239,-100.01,0.00492975,500,2.76308e-07,467.753638332,1.00325,-99.9777533398,1.07084,1,0.5,8.83159,0.306803,0.002,49.94,0.000611621,466.921239413,0.0695264,100,-105.723
-101.024853341,70.6146268399,-101.024853341,1.0,70.6146268399,-101.025,0.01,500,3.50449e-18,100.0,1.0,-101.024853341,1.0,2,0.5,8.36113,1.0,0.01,53.47,0.01,500.0,,100,-112.39
-101.304155,115.352019161,-101.304155,1.0,115.352019161,-101.165,0.005,500,2.1793e-19,200.000000102,1.0,-101.304155,1.0,2,0.5,9.59547,1.0,0.005,53.92,0.005,500.0,,100,-109.509
-98.0635917137,105.060314689,-98.0635917137,1.0,105.060314689,-100.131,0.00333333,500,5.43914e-20,299.999969474,1.0,-98.0635917137,1.0,2,0.5,9.90902,1.0,0.00333333,55.44,0.00333333,500.0,,100,-107.013
-99.8907852269,123.568995161,-99.8907852269,1.0,123.568995161,-100.071,0.0025,500,5.4346e-20,400.0,1.0,-99.8907852269,1.0,2,0.5,10.2096,1.0,0.0025,55.38,0.0025,500.0,,100,-106.031
-100.184349196,101.340322487,-100.184349196,2.29318,101.340322487,-99.8619,0.00458327,500,1.73053e-07,479.305254662,1.00068,-100.184349196,1.04213,1,0.5,10.0484,0.635882,0.002,53.66,0.00127091,479.787911136,0.0433218,100,-105.304
-101.260994619,125.652412267,-101.260994619,1.0,125.652412267,-101.261,0.01,500,3.50449e-18,100.0,1.0,-101.260994619,1.0,2,0.5,11.1533,1.0,0.01,52.98,0.01,500.0,,100,-113.26
-101.374122998,100.403402448,-101.374122998,1.0,100.403402448,-101.318,0.005,500,2.1793e-19,200.000000102,1.0,-101.374122998,1.0,2,0.5,10.5783,1.0,0.005,52.37,0.005,500.0,,100,-109.824
-99.283420379,112.867827615,-99.283420379,1.0,112.867827615,-100.64,0.00333333,500,5.43914e-20,299.999969474,1.0,-99.283420379,1.0,2,0.5,10.6192,1.0,0.00333333,49.79,0.00333333,500.0,,100,-107.585
-100.73319157,67.7090221474,-100.73319157,1.0,67.7090221474,-100.663,0.0025,500,5.4346e-20,400.0,1.0,-100.73319157,1.0,2,0.5,10.0665,1.0,0.0025,51.09,0.0025,500.0,,100,-106.678
-101.367048434,104.80640872,-101.367048434,2.77712,104.80640872,-100.274,0.00555416,500,4.16324e-07,452.950545626,1.00001,-101.367048434,1.09302,1,0.5,10.2176,0.118904,0.002,53.38,0.000237805,457.447887549,0.104083,100,-105.899
-100.060635268,91.9371601312,-100.060635268,1.0,91.9371601312,-100.061,0.01,500,3.50449e-18,100.0,1.0,-100.060635268,1.0,2,0.5,9.54032,1.0,0.01,49.6,0.01,500.0,,100,-111.695
-98.8885301889,145.631130189,-98.8885301889,1.0,145.631130189,-99.4746,0.005,500,2.1793e-19,200.000000102,1.0,-98.8885301889,1.0,2,0.5,10.86,1.0,0.005,53.35,0.005,500.0,,100,-107.828
-100.517610433,81.2207719692,-100.517610433,1.0,81.2207719692,-99.8223,0.00333333,500,5.43914e-20,299.999969474,1.0,-100.517610433,1.0,2,0.5,10.2796,1.0,0.00333333,51.73,0.00333333,500.0,,100,-106.643
-100.163820726,88.1743706949,-100.163820726,1.0,88.1743706949,-99.9076,0.0025,500,5.4346e-20,400.0,1.0,-100.163820726,1.0,2,0.5,10.0548,1.0,0.0025,49.32,0.0025,500.0,,100,-105.883
-99.9820351382,66.1549690474,-99.9820351382,2.03269,66.1549690474,-99.6578,0.00407922,500,2.15456e-07,474.493029616,0.996605,-99.9820351382,1.05212,1,0.5,9.94783,0.296902,0.002,47.33,0.000595828,475.229575674,0.0534989,100,-105.14
-101.397161587,57.2241641189,-101.397161587,1.0,57.2241641189,-101.397,0.01,500,3.50449e-18,100.0,1.0,-101.397161587,1.0,2,0.5,7.52675,1.0,0.01,49.12,0.01,500.0,,100,-112.971
-99.9236934562,85.358650689,-99.9236934562,1.0,85.358650689,-100.66,0.005,500,2.1793e-19,200.000000102,1.0,-99.9236934562,1.0,2,0.5,8.43334,1.0,0.005,50.83,0.005,500.0,,100,-108.866
-98.7865711474,591.324775992,-98.7865711474,1.0,591.324775992,-100.036,0.00333333,500,5.43914e-20,299.999969474,1.0,-98.7865711474,1.0,2,0.5,15.5991,1.0,0.00333333,59.64,0.00333333,500.0,,100,-106.99
-100.226628814,69.663470278,-100.226628814,1.0,69.663470278,-100.084,0.0025,500,5.4346e-20,400.0,1.0,-100.226628814,1.0,2,0.5,14.1332,1.0,0.0025,50.23,0.0025,500.0,,100,-106.106
-99.9191236808,95.3207757972,-99.9191236808,22.3751,95.3207757972,-91.4979,0.0425912,500,1.25574e-05,120.975214419,1.05069,-99.9191236808,3.59409,1,0.5,202.964,0.0017705,0.002,49.91,3.37017e-06,139.117162921,3.46569,100,-101.709
-99.4516580954,75.2803891797,-99.4516580954,1.0,75.2803891797,-99.4517,0.01,500,3.50449e-18,100.0,1.0,-99.4516580954,1.0,2,0.5,8.63294,1.0,0.01,50.14,0.01,500.0,,100,-111.31
-97.925663503,461.60754134,-97.925663503,1.0,461.60754134,-98.6887,0.005,500,2.1793e-19,200.000000102,1.0,-97.925663503,1.0,2,0.5,16.32,1.0,0.005,59.01,0.005,500.0,,100,-107.073
-100.837740696,64.2037961428,-100.837740696,1.0,64.2037961428,-99.405,0.00333333,500,5.43914e-20,299.999969474,1.0,-100.837740696,1.0,2,0.5,14.1342,1.0,0.00333333,50.61,0.00333333,500.0,,100,-106.251
-98.6454016613,89.5759371895,-98.6454016613,1.0,89.5759371895,-99.2151,0.0025,500,5.4346e-20,400.0,1.0,-98.6454016613,1.0,2,0.5,13.119,1.0,0.0025,52.28,0.0025,500.0,,100,-105.288
-100.937544635,59.5125618236,-100.937544635,180.627,59.5125618236,-55.6063,0.292683,500,0.000193889,10.126511805,1.23428,-100.937544635,26.4371,1,0.5,684.187,2.18947e-08,0.002,46.28,3.54776e-11,18.9127969879,73.8451,100,-83.5362
-99.4905074887,83.6834276686,-99.4905074887,1.0,83.6834276686,-99.4905,0.01,500,3.50449e-18,100.0,1.0,-99.4905074887,1.0,2,0.5,9.10201,1.0,0.01,58.78,0.01,500.0,,100,-110.849
-93.4922902417,1057.04200723,-93.4922902417,1.0,1057.04200723,-96.4914,0.005,500,2.1793e-19,200.000000102,1.0,-93.4922902417,1.0,2,0.5,23.9511,1.0,0.005,75.36,0.005,500.0,,100,-105.986
-93.3725973835,820.497592774,-93.3725973835,1.0,820.497592774,-95.4518,0.00333333,500,5.43914e-20,299.999969474,1.0,-93.3725973835,1.0,2,0.5,25.6,1.0,0.00333333,74.75,0.00333333,500.0,,100,-103.204
-97.1351212135,416.081748173,-97.1351212135,1.0,416.081748173,-95.8726,0.0025,500,5.4346e-20,400.0,1.0,-97.1351212135,1.0,2,0.5,24.3933,1.0,0.0025,69.6,0.0025,500.0,,100,-102.586
-91.8639937765,1291.71520559,-91.8639937765,523.774,1291.71520559,77.6008,0.822176,500,0.00136867,1.45992816964,1.27412,-91.8639937765,233.606,1,0.5,434.669,,0.002,80.74,,2.14035553887,555.463,100,-14.1784
-58.5154532751,5773.48009776,-58.5154532751,1.0,5773.48009776,-58.5154,0.01,500,3.50449e-18,100.0,1.0,-58.5154532751,1.0,2,0.5,75.6025,1.0,0.01,156.27,0.01,500.0,,100,-73.0519
-56.8676665902,5821.34217669,-56.8676665902,1.0,5821.34217669,-57.6916,0.005,500,2.1793e-19,200.000000102,1.0,-56.8676665902,1.0,2,0.5,75.7635,1.0,0.005,166.65,0.005,500.0,,100,-70.4326
-68.4032168701,4443.65966857,-68.4032168701,1.0,4443.65966857,-61.2621,0.00333333,500,5.43914e-20,299.999969474,1.0,-68.4032168701,1.0,2,0.5,72.9291,1.0,0.00333333,135.63,0.00333333,500.0,,100,-71.6651
-58.0053441726,5110.66214034,-58.0053441726,1.0,5110.66214034,-60.4479,0.0025,500,5.4346e-20,400.0,1.0,-58.0053441726,1.0,2,0.5,72.4973,1.0,0.0025,164.09,0.0025,500.0,,100,-69.4572
-55.8182094409,5493.68780482,-55.8182094409,125.312,5493.68780482,8.40121,0.173304,500,0.000119367,16.2432785519,1.44615,-55.8182094409,26.8186,1,0.5,274.758,,0.002,171.19,,18.6437640285,62.4093,100,-33.3292
-48.8812065867,5596.41015003,-48.8812065867,1.0,5596.41015003,-48.8812,0.01,500,3.50449e-18,100.0,1.0,-48.8812065867,1.0,2,0.5,74.4342,1.0,0.01,191.87,0.01,500.0,,100,-60.8481
-47.6301728041,6412.58372753,-47.6301728041,1.0,6412.58372753,-48.2557,0.005,500,2.1793e-19,200.000000102,1.0,-47.6301728041,1.0,2,0.5,77.1028,1.0,0.005,189.77,0.005,500.0,,100,-57.1256
-44.060583356,6498.13081257,-44.060583356,1.0,6498.13081257,-46.8573,0.00333333,500,5.43914e-20,299.999969474,1.0,-44.060583356,1.0,2,0.5,78.1762,1.0,0.00333333,194.91,0.00333333,500.0,,100,-54.0996
-48.5383095452,5958.98271108,-48.5383095452,1.0,5958.98271108,-47.2776,0.0025,500,5.4346e-20,400.0,1.0,-48.5383095452,1.0,2,0.5,77.8397,1.0,0.0025,188.46,0.0025,500.0,,100,-53.5496
-52.3831541948,5621.58471355,-52.3831541948,566.358,5621.58471355,46.3754,0.564645,500,0.00063998,3.11187401035,2.00607,-52.3831541948,34.55,1,0.5,819.746,0.00573416,0.002,183.34,5.71682e-06,14.4717979248,643.868,100,13.4012
-48.830315507,6496.49866158,-48.830315507,1.0,6496.49866158,-48.8303,0.01,500,3.50449e-18,100.0,1.0,-48.830315507,1.0,2,0.5,80.1968,1.0,0.01,186.83,0.01,500.0,,100,-62.7792
-72.6565732522,3708.67603776,-72.6565732522,1.0,3708.67603776,-60.7434,0.005,500,2.1793e-19,200.000000102,1.0,-72.6565732522,1.0,2,0.5,72.0658,1.0,0.005,124.14,0.005,500.0,,100,-70.6068
-39.8124656739,7405.90101728,-39.8124656739,1.0,7405.90101728,-53.7665,0.00333333,500,5.43914e-20,299.999969474,1.0,-39.8124656739,1.0,2,0.5,77.4831,1.0,0.00333333,199.33,0.00333333,500.0,,100,-61.8198
-57.568428973,6120.08431987,-57.568428973,1.0,6120.08431987,-54.7169,0.0025,500,5.4346e-20,400.0,1.0,-57.568428973,1.0,2,0.5,77.5896,1.0,0.0025,154.56,0.0025,500.0,,100,-61.6914
-56.3782736767,5735.29281073,-56.3782736767,90.5764,5735.29281073,-13.5487,0.167119,500,0.000113688,17.0270386636,1.08397,-56.3782736767,16.2991,1,0.5,399.537,,0.002,161.86,,30.6765351842,33.3958,100,-38.7333
-39.8376589657,6994.77837238,-39.8376589657,1.0,6994.77837238,-39.8377,0.01,500,3.50449e-18,100.0,1.0,-39.8376589657,1.0,2,0.5,83.2156,1.0,0.01,211.24,0.01,500.0,,100,-52.3012
-49.4477333408,5928.13982624,-49.4477333408,1.0,5928.13982624,-44.6427,0.005,500,2.1793e-19,200.000000102,1.0,-49.4477333408,1.0,2,0.5,80.1245,1.0,0.005,183.91,0.005,500.0,,100,-53.4558
-53.9056630289,6122.60182887,-53.9056630289,1.0,6122.60182887,-47.7304,0.00333333,500,5.43914e-20,299.999969474,1.0,-53.9056630289,1.0,2,0.5,79.4952,1.0,0.00333333,172.24,0.00333333,500.0,,100,-54.9262
-57.3135081923,5688.1138749,-57.3135081923,1.0,5688.1138749,-50.1261,0.0025,500,5.4346e-20,400.0,1.0,-57.3135081923,1.0,2,0.5,78.5152,1.0,0.0025,160.83,0.0025,500.0,,100,-56.3579
-42.2150871035,6914.32737854,-42.2150871035,123.964,6914.32737854,19.4112,0.215605,500,0.000144554,13.4893515364,1.14992,-42.2150871035,23.8417,1,0.5,583.785,1.00362e-10,0.002,201.29,1.74554e-13,20.9716860958,47.7865,100,-7.80483
-59.9836428155,5818.43546303,-59.9836428155,1.0,5818.43546303,-59.9836,0.01,500,3.50449e-18,100.0,1.0,-59.9836428155,1.0,2,0.5,75.8963,1.0,0.01,147.86,0.01,500.0,,100,-71.5222
-54.5109639878,6295.6038877,-54.5109639878,1.0,6295.6038877,-57.2473,0.005,500,2.1793e-19,200.000000102,1.0,-54.5109639878,1.0,2,0.5,77.4851,1.0,0.005,162.8,0.005,500.0,,100,-65.9028
-67.4478108144,5008.02769349,-67.4478108144,1.0,5008.02769349,-60.6475,0.00333333,500,5.43914e-20,299.999969474,1.0,-67.4478108144,1.0,2,0.5,75.3551,1.0,0.00333333,128.62,0.00333333,500.0,,100,-67.7146
-38.7058740875,7891.70101872,-38.7058740875,1.0,7891.70101872,-55.1621,0.0025,500,5.4346e-20,400.0,1.0,-38.7058740875,1.0,2,0.5,79.3868,1.0,0.0025,197.17,0.0025,500.0,,100,-61.2824
-58.8192825264,5914.17687467,-58.8192825264,62.6551,5914.17687467,-12.7131,0.141785,500,6.95055e-05,27.2603907631,0.883805,-58.8192825264,1.0,1,0.5,375.286,0.000225602,0.002,151.89,5.10525e-07,499.999046328,13.5729,100,-18.1873
-47.8076627282,6466.8452871,-47.8076627282,1.0,6466.8452871,-47.8077,0.01,500,3.50449e-18,100.0,1.0,-47.8076627282,1.0,2,0.5,80.0136,1.0,0.01,186.76,0.01,500.0,,100,-58.9625
-48.5370908995,6931.0382842,-48.5370908995,1.0,6931.0382842,-48.1724,0.005,500,2.1793e-19,200.000000102,1.0,-48.5370908995,1.0,2,0.5,81.4376,1.0,0.005,182.63,0.005,500.0,,100,-56.3295
