AvgVanillaIw,ESSRenyi,VarNormIw,VarRet,BatchSize,AvgNormIw,VarJ,AvgEpLen,ESSClassic,MinNormIw,MaxNormIw,MaxVanillaIw,J,VarVanillaIw,AvgRet,AvgDiscRet,MinVanillaIw,eRenyi2,VarDiscRet,Bound
1.0,100.0,3.5044917e-18,49.73489703953859,100,0.009999998,7.016947,200.0,100.0,0.01,0.01,1.0,4.8428774e-08,,-7.800020224639175,-1.1191048088221578e-15,1.0,1.0,49.73489703953859,-1.3499459
1.0,100.0,3.5044917e-18,48.37033320758963,100,0.009999998,6.920017,200.0,100.0,0.01,0.01,1.0,-7.4505806e-08,,-8.026791993153594,-6.838973831690964e-16,1.0,1.0,48.37033320758963,-1.3595531
1.0,100.0,3.5044917e-18,56.5655773062302,100,0.009999998,7.4833097,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-8.067765347556245,9.059419880941278e-16,1.0,1.0,56.56557730623019,-1.3916906
1.0,100.0,3.5044917e-18,42.952825748042,100,0.009999998,6.520989,200.0,100.0,0.01,0.01,1.0,2.2351742e-08,,-7.052654170023609,-5.240252676230739e-16,1.0,1.0,42.95282574804201,-1.422759
1.0,100.0,3.5044917e-18,46.394753972671026,100,0.009999998,6.777227,200.0,100.0,0.01,0.01,1.0,-5.9604645e-08,,-8.231435068775898,1.723066134218243e-15,1.0,1.0,46.394753972671026,-1.24321
1.0,100.0,3.5044917e-18,58.80930913293941,100,0.009999998,7.630283,200.0,100.0,0.01,0.01,1.0,1.4901161e-08,,-9.059113661053669,6.039613253960852e-16,1.0,1.0,58.8093091329394,-1.2990599
1.0,100.0,3.5044917e-18,49.33816904030736,100,0.009999998,6.9889045,200.0,100.0,0.01,0.01,1.0,1.4901161e-08,,-8.287114719012253,-5.329070518200751e-16,1.0,1.0,49.338169040307385,-1.3171239
1.0,100.0,3.5044917e-18,55.563998988965764,100,0.009999998,7.416762,200.0,100.0,0.01,0.01,1.0,-7.8231096e-08,,-8.588445016388327,1.3500311979441904e-15,1.0,1.0,55.563998988965764,-1.3352034
1.0,100.0,3.5044917e-18,47.65435635520048,100,0.009999998,6.8686104,200.0,100.0,0.01,0.01,1.0,6.7055225e-08,,-7.328847726237342,-7.283063041541026e-16,1.0,1.0,47.65435635520049,-1.4058402
1.0,100.0,3.5044917e-18,54.69295333963133,100,0.009999998,7.358398,200.0,100.0,0.01,0.01,1.0,4.4703484e-08,,-7.6221984884194285,-1.865174681370263e-16,1.0,1.0,54.69295333963133,-1.3821146
1.0,100.0,3.5044917e-18,60.25834982435062,100,0.009999998,7.723715,200.0,100.0,0.01,0.01,1.0,-1.6391277e-07,,-8.636411382681922,1.4566126083082053e-15,1.0,1.0,60.25834982435062,-1.3470479
1.0,100.0,3.5044917e-18,51.200935565248145,100,0.009999998,7.1196156,200.0,100.0,0.01,0.01,1.0,-1.5646219e-07,,-8.400499266697453,-2.3092638912203257e-16,1.0,1.0,51.200935565248145,-1.3224537
1.0,100.0,3.5044917e-18,61.445250084829894,100,0.009999998,7.79941,200.0,100.0,0.01,0.01,1.0,-2.2351742e-08,,-8.452004780807147,1.2789769243681803e-15,1.0,1.0,61.445250084829894,-1.2735093
1.0,100.0,3.5044917e-18,53.32337284353595,100,0.009999998,7.2656817,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-8.16481411380815,1.3855583347321954e-15,1.0,1.0,53.32337284353595,-1.2580124
1.0,100.0,3.5044917e-18,55.08578634484564,100,0.009999998,7.384777,200.0,100.0,0.01,0.01,1.0,-5.9604645e-08,,-8.821539412861023,4.973799150320702e-16,1.0,1.0,55.08578634484564,-1.2612731
1.0,100.0,3.5044917e-18,55.62521634894402,100,0.009999998,7.4208465,200.0,100.0,0.01,0.01,1.0,7.450581e-09,,-7.5887462135673545,-1.0302869668521452e-15,1.0,1.0,55.62521634894402,-1.4038929
1.0,100.0,3.5044917e-18,47.10421412006301,100,0.009999998,6.8288484,200.0,100.0,0.01,0.01,1.0,,,-7.228156237391641,6.306066779870889e-16,1.0,1.0,47.10421412006301,-1.4048498
1.0,100.0,3.5044917e-18,58.16304895083405,100,0.009999998,7.5882416,200.0,100.0,0.01,0.01,1.0,,,-9.131441594444974,2.1227464230832994e-15,1.0,1.0,58.16304895083405,-1.2899799
1.0,100.0,3.5044917e-18,59.7213655382307,100,0.009999998,7.689223,200.0,100.0,0.01,0.01,1.0,,,-7.088237715473213,-6.217248937900877e-17,1.0,1.0,59.7213655382307,-1.4463526
1.0,100.0,3.5044917e-18,66.78436390663818,100,0.009999998,8.1312065,200.0,100.0,0.01,0.01,1.0,2.6077032e-08,,-9.737932021971748,-3.375077994860476e-16,1.0,1.0,66.78436390663818,-1.2255378
1.0,100.0,3.5044917e-18,51.78810695407113,100,0.009999998,7.1603227,200.0,100.0,0.01,0.01,1.0,,,-8.956834916383976,-3.1974423109204507e-16,1.0,1.0,51.78810695407113,-1.270922
1.0,100.0,3.5044917e-18,59.12964285007105,100,0.009999998,7.651036,200.0,100.0,0.01,0.01,1.0,,,-8.289508202822358,-1.1901590823981679e-15,1.0,1.0,59.12964285007104,-1.3407708
1.0,100.0,3.5044917e-18,55.53076635685689,100,0.009999998,7.4145436,200.0,100.0,0.01,0.01,1.0,-1.4901161e-08,,-7.999606934508047,1.9628743075372767e-15,1.0,1.0,55.53076635685689,-1.3997633
1.0,100.0,3.5044917e-18,50.631723387143516,100,0.009999998,7.0799294,200.0,100.0,0.01,0.01,1.0,-7.8231096e-08,,-6.616712158562122,-4.3520742565306136e-16,1.0,1.0,50.631723387143516,-1.4693606
1.0,100.0,3.5044917e-18,60.37352164326253,100,0.009999998,7.7310925,200.0,100.0,0.01,0.01,1.0,1.4901161e-08,,-8.289854861466672,-2.9132252166164106e-15,1.0,1.0,60.37352164326253,-1.3725798
1.0,100.0,3.5044917e-18,59.48009775839631,100,0.009999998,7.6736755,200.0,100.0,0.01,0.01,1.0,1.4901161e-08,,-9.980955912949216,-6.572520305780927e-16,1.0,1.0,59.480097758396326,-1.2362746
1.0,100.0,3.5044917e-18,57.21813563944439,100,0.009999998,7.5263505,200.0,100.0,0.01,0.01,1.0,,,-8.765057462476618,1.1013412404281553e-15,1.0,1.0,57.218135639444384,-1.2814541
1.0,100.0,3.5044917e-18,47.4302123499565,100,0.009999998,6.8524384,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-7.723236529322499,1.7763568394002506e-16,1.0,1.0,47.4302123499565,-1.3877766
1.0,100.0,3.5044917e-18,56.032732450355454,100,0.009999998,7.44798,200.0,100.0,0.01,0.01,1.0,-1.0430813e-07,,-8.49922180944487,-3.907985046680551e-16,1.0,1.0,56.032732450355454,-1.3625888
1.0,100.0,3.5044917e-18,55.54490650398947,100,0.009999998,7.415488,200.0,100.0,0.01,0.01,1.0,-8.940697e-08,,-8.233792766981514,-1.1102230246251565e-15,1.0,1.0,55.54490650398947,-1.3454399
1.0,100.0,3.5044917e-18,60.91980399640103,100,0.009999998,7.76599,200.0,100.0,0.01,0.01,1.0,1.4901161e-08,,-9.534274664026846,-2.611244553918368e-15,1.0,1.0,60.91980399640103,-1.2640324
1.0,100.0,3.5044917e-18,43.178678252918004,100,0.009999998,6.5381107,200.0,100.0,0.01,0.01,1.0,-3.7252903e-09,,-7.610546225914751,5.595524044110789e-16,1.0,1.0,43.178678252918004,-1.4046416
1.0,100.0,3.5044917e-18,53.56159534300695,100,0.009999998,7.281894,200.0,100.0,0.01,0.01,1.0,-7.450581e-09,,-8.655847832325737,-2.3447910280083307e-15,1.0,1.0,53.56159534300695,-1.3412178
1.0,100.0,3.5044917e-18,54.04148837452597,100,0.009999998,7.314443,200.0,100.0,0.01,0.01,1.0,2.2351742e-08,,-8.569352340870996,1.4743761767022078e-15,1.0,1.0,54.04148837452597,-1.3386965
1.0,100.0,3.5044917e-18,53.27002738918471,100,0.009999998,7.262047,200.0,100.0,0.01,0.01,1.0,5.9604645e-08,,-7.792936450135813,1.5987211554602254e-16,1.0,1.0,53.27002738918471,-1.4191161
1.0,100.0,3.5044917e-18,40.768125287231264,100,0.009999998,6.352987,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-7.451698551204813,-4.085620730620576e-16,1.0,1.0,40.768125287231264,-1.3049486
1.0,100.0,3.5044917e-18,53.97512219953795,100,0.009999998,7.3099504,200.0,100.0,0.01,0.01,1.0,-6.7055225e-08,,-8.380702395056753,1.865174681370263e-16,1.0,1.0,53.97512219953795,-1.3657079
1.0,100.0,3.5044917e-18,56.05746754704514,100,0.009999998,7.4496236,200.0,100.0,0.01,0.01,1.0,,,-7.338264996668748,-3.907985046680551e-16,1.0,1.0,56.05746754704514,-1.4396958
1.0,100.0,3.5044917e-18,55.81690395834597,100,0.009999998,7.4336214,200.0,100.0,0.01,0.01,1.0,1.1920929e-07,,-8.693522416438446,8.08242361927114e-16,1.0,1.0,55.81690395834597,-1.3455429
1.0,100.0,3.5044917e-18,51.504719883921474,100,0.009999998,7.1407056,200.0,100.0,0.01,0.01,1.0,-7.4505806e-08,,-8.397129956086495,7.993605777301127e-16,1.0,1.0,51.504719883921474,-1.3662589
1.0,100.0,3.5044917e-18,56.70639514704101,100,0.009999998,7.492618,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-8.371104817161816,-6.039613253960852e-16,1.0,1.0,56.70639514704102,-1.3591814
1.0,100.0,3.5044917e-18,55.52554034317555,100,0.009999998,7.414195,200.0,100.0,0.01,0.01,1.0,-4.4703484e-08,,-7.432359020115237,-6.039613253960852e-16,1.0,1.0,55.52554034317555,-1.4518051
1.0,100.0,3.5044917e-18,54.733321451729616,100,0.009999998,7.361113,200.0,100.0,0.01,0.01,1.0,2.9802322e-08,,-8.359169740965825,-1.1013412404281553e-15,1.0,1.0,54.733321451729616,-1.3643087
1.0,100.0,3.5044917e-18,56.27934000250501,100,0.009999998,7.4643517,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-7.597215309681303,2.042810365310288e-16,1.0,1.0,56.27934000250501,-1.376827
1.0,100.0,3.5044917e-18,65.39615991988998,100,0.009999998,8.046253,200.0,100.0,0.01,0.01,1.0,,,-9.865655591122836,-1.3145040611561853e-15,1.0,1.0,65.39615991988998,-1.2411945
1.0,100.0,3.5044917e-18,45.98773343243332,100,0.009999998,6.7474327,200.0,100.0,0.01,0.01,1.0,-4.4703484e-08,,-7.184657226241613,-5.950795411990839e-16,1.0,1.0,45.98773343243332,-1.4680839
1.0,100.0,3.5044917e-18,48.049665528262615,100,0.009999998,6.8970404,200.0,100.0,0.01,0.01,1.0,1.4901161e-08,,-7.519255060262927,-3.019806626980426e-16,1.0,1.0,48.049665528262615,-1.3414168
1.0,100.0,3.5044917e-18,56.90393824615838,100,0.009999998,7.5056577,200.0,100.0,0.01,0.01,1.0,5.9604645e-08,,-8.132294094134647,4.796163466380677e-16,1.0,1.0,56.90393824615838,-1.3138292
1.0,100.0,3.5044917e-18,60.76868426396296,100,0.009999998,7.7563524,200.0,100.0,0.01,0.01,1.0,-4.4703484e-08,,-9.30514266343115,1.2434497875801754e-16,1.0,1.0,60.76868426396296,-1.2908192
1.0,100.0,3.5044917e-18,53.93916194061778,100,0.009999998,7.307514,200.0,100.0,0.01,0.01,1.0,-7.4505806e-08,,-8.924352498830345,2.486899575160351e-16,1.0,1.0,53.93916194061778,-1.3163167
1.0,100.0,3.5044917e-18,49.43861596414671,100,0.009999998,6.996015,200.0,100.0,0.01,0.01,1.0,-5.9604645e-08,,-8.448208333626468,8.881784197001252e-16,1.0,1.0,49.43861596414671,-1.2731522
1.0,100.0,3.5044917e-18,59.15978704696697,100,0.009999998,7.6529856,200.0,100.0,0.01,0.01,1.0,1.3411045e-07,,-9.621954479388409,2.3980817331903383e-16,1.0,1.0,59.15978704696697,-1.2543561
1.0,100.0,3.5044917e-18,50.650166172247424,100,0.009999998,7.0812187,200.0,100.0,0.01,0.01,1.0,-3.7252903e-08,,-7.680332708622806,-1.2079226507921704e-15,1.0,1.0,50.650166172247424,-1.41418
1.0,100.0,3.5044917e-18,44.738114440100496,100,0.009999998,6.655128,200.0,100.0,0.01,0.01,1.0,-7.450581e-09,,-6.335080570420439,-3.1974423109204507e-16,1.0,1.0,44.738114440100496,-1.4514945
1.0,100.0,3.5044917e-18,48.10484105416833,100,0.009999998,6.900999,200.0,100.0,0.01,0.01,1.0,1.4901161e-08,,-7.224898053741579,-4.1744385725905884e-16,1.0,1.0,48.10484105416833,-1.4645494
1.0,100.0,3.5044917e-18,48.78445014180728,100,0.009999998,6.949576,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-8.633121752191276,8.171241461241152e-16,1.0,1.0,48.78445014180728,-1.3257045
1.0,100.0,3.5044917e-18,54.239126045940566,100,0.009999998,7.3278055,200.0,100.0,0.01,0.01,1.0,-2.9802322e-08,,-8.533452801484568,-8.881784197001252e-16,1.0,1.0,54.23912604594057,-1.3488678
