AvgEpLen,VarJ,MinVanillaIw,BatchSize,eRenyi2,MinNormIw,VarDiscRet,AvgNormIw,EpsThisIter,Bound,Delta,ESSClassic,J,IterType,AvgDiscRet,AvgRet,AvgVanillaIw,MaxNormIw,MaxVanillaIw,VarNormIw,ESSRenyi,VarRet,VanillaAvgRet,VarVanillaIw
500.0,24.5463,1.0,500,1.0,0.005,522.642978569,0.005,100,71.1198,0.8,200.000000102,77.6001,2,77.6986363158,77.6986363158,1.0,0.005,1.0,2.1793e-19,500.0,522.642978569,77.6986363158,
500.0,23.6898,1.0,500,1.0,0.00333333,481.91611683,0.00333333,100,72.806,0.8,299.999969474,78.0971,2,79.091150038,79.091150038,1.0,0.00333333,1.0,5.43914e-20,500.0,481.91611683,79.091150038,
500.0,24.1595,1.0,500,1.0,0.0025,650.833501188,0.0025,100,72.7634,0.8,400.0,77.3457,2,75.0913268115,75.0913268115,1.0,0.0025,1.0,5.4346e-20,500.0,650.833501188,75.0913268115,
500.0,23.9095,1.0,500,1.0,0.002,520.502749721,0.002,100,73.8909,0.8,500.000006643,77.9894,1,80.5643920451,80.5643920451,1.0,0.002,1.0,5.43187e-20,500.0,520.502749721,80.5643920451,
500.0,24.2611,1.0,500,1.0,0.01,594.546365262,0.01,100,65.4977,0.8,100.0,73.5056,2,73.5056123379,73.5056123379,1.0,0.01,1.0,3.50449e-18,500.0,594.546365262,73.5056123379,
500.0,23.9519,1.0,500,1.0,0.005,544.006784244,0.005,100,71.0226,0.8,200.000000102,76.685,2,79.8644830015,79.8644830015,1.0,0.005,1.0,2.1793e-19,500.0,544.006784244,79.8644830015,
500.0,23.3159,1.0,500,1.0,0.00333333,481.659347148,0.00333333,100,73.1154,0.8,299.999969474,77.7388,2,79.8463656293,79.8463656293,1.0,0.00333333,1.0,5.43914e-20,500.0,481.659347148,79.8463656293,
500.0,23.6424,1.0,500,1.0,0.0025,597.858968972,0.0025,100,74.7789,0.8,400.0,78.7829,2,81.9152304854,81.9152304854,1.0,0.0025,1.0,5.4346e-20,500.0,597.858968972,81.9152304854,
500.0,23.9922,1.0,500,1.0,0.002,641.182839166,0.002,100,74.5892,0.8,500.000006643,78.1704,1,75.7204399017,75.7204399017,1.0,0.002,1.0,5.43187e-20,500.0,641.182839166,75.7204399017,
500.0,26.0508,1.0,500,1.0,0.01,685.50022063,0.01,100,68.3438,0.8,100.0,75.4528,2,75.4528076302,75.4528076302,1.0,0.01,1.0,3.50449e-18,500.0,685.50022063,75.4528076302,
500.0,23.9879,1.0,500,1.0,0.005,455.441720858,0.005,100,73.6899,0.8,200.000000102,78.7167,2,81.980607143,81.980607143,1.0,0.005,1.0,2.1793e-19,500.0,455.441720858,81.980607143,
500.0,24.7636,1.0,500,1.0,0.00333333,674.153745628,0.00333333,100,72.6517,0.8,299.999969474,76.8259,2,73.0441806249,73.0441806249,1.0,0.00333333,1.0,5.43914e-20,500.0,674.153745628,73.0441806249,
500.0,24.4561,1.0,500,1.0,0.0025,557.399409987,0.0025,100,72.9418,0.8,400.0,76.5567,2,75.7492848302,75.7492848302,1.0,0.0025,1.0,5.4346e-20,500.0,557.399409987,75.7492848302,
500.0,24.3953,1.0,500,1.0,0.002,589.151840767,0.002,100,73.3178,0.8,500.000006643,76.551,1,76.5283666387,76.5283666387,1.0,0.002,1.0,5.43187e-20,500.0,589.151840767,76.5283666387,
500.0,24.5185,1.0,500,1.0,0.01,607.227030077,0.01,100,70.6099,0.8,100.0,77.6681,2,77.668088237,77.668088237,1.0,0.01,1.0,3.50449e-18,500.0,607.227030077,77.668088237,
500.0,25.8764,1.0,500,1.0,0.005,738.967485179,0.005,100,70.8276,0.8,200.000000102,75.8729,2,74.0777916712,74.0777916712,1.0,0.005,1.0,2.1793e-19,500.0,738.967485179,74.0777916712,
500.0,25.6379,1.0,500,1.0,0.00333333,635.722472319,0.00333333,100,71.833,0.8,299.999969474,76.6211,2,78.1175541074,78.1175541074,1.0,0.00333333,1.0,5.43914e-20,500.0,635.722472319,78.1175541074,
500.0,26.9902,1.0,500,1.0,0.0025,951.419266336,0.0025,100,72.5543,0.8,400.0,76.701,2,76.9406005619,76.9406005619,1.0,0.0025,1.0,5.4346e-20,500.0,951.419266336,76.9406005619,
500.0,26.2995,1.0,500,1.0,0.002,549.942548519,0.002,100,72.9994,0.8,500.000006643,76.7083,1,76.737609118,76.737609118,1.0,0.002,1.0,5.43187e-20,500.0,549.942548519,76.737609118,
500.0,25.2063,1.0,500,1.0,0.01,641.772785118,0.01,100,69.3126,0.8,100.0,75.7334,2,75.7333657772,75.7333657772,1.0,0.01,1.0,3.50449e-18,500.0,641.772785118,75.7333657772,
500.0,24.9306,1.0,500,1.0,0.005,613.817011997,0.005,100,69.8473,0.8,200.000000102,75.8684,2,76.0034509115,76.0034509115,1.0,0.005,1.0,2.1793e-19,500.0,613.817011997,76.0034509115,
500.0,23.4252,1.0,500,1.0,0.00333333,393.575549905,0.00333333,100,72.4523,0.8,299.999969474,77.3686,2,80.3689356262,80.3689356262,1.0,0.00333333,1.0,5.43914e-20,500.0,393.575549905,80.3689356262,
500.0,23.904,1.0,500,1.0,0.0025,643.528089442,0.0025,100,72.6733,0.8,400.0,76.9309,2,75.6177895064,75.6177895064,1.0,0.0025,1.0,5.4346e-20,500.0,643.528089442,75.6177895064,
500.0,23.6478,1.0,500,1.0,0.002,505.900514164,0.002,100,73.8172,0.8,500.000006643,77.6253,1,80.4030927534,80.4030927534,1.0,0.002,1.0,5.43187e-20,500.0,505.900514164,80.4030927534,
500.0,22.2685,1.0,500,1.0,0.01,500.895200109,0.01,100,71.3173,0.8,100.0,77.5416,2,77.5415699574,77.5415699574,1.0,0.01,1.0,3.50449e-18,500.0,500.895200109,77.5415699574,
500.0,22.7775,1.0,500,1.0,0.005,543.793119358,0.005,100,74.4421,0.8,200.000000102,78.8433,2,80.1449530711,80.1449530711,1.0,0.005,1.0,2.1793e-19,500.0,543.793119358,80.1449530711,
500.0,23.9239,1.0,500,1.0,0.00333333,685.220628305,0.00333333,100,73.8088,0.8,299.999969474,78.4218,2,77.5789671168,77.5789671168,1.0,0.00333333,1.0,5.43914e-20,500.0,685.220628305,77.5789671168,
500.0,23.9141,1.0,500,1.0,0.0025,573.118791585,0.0025,100,74.9345,0.8,400.0,78.9295,2,80.4526011776,80.4526011776,1.0,0.0025,1.0,5.4346e-20,500.0,573.118791585,80.4526011776,
500.0,23.9065,1.0,500,1.0,0.002,568.947947883,0.002,100,74.7729,0.8,500.000006643,78.3461,1,76.0126154491,76.0126154491,1.0,0.002,1.0,5.43187e-20,500.0,568.947947883,76.0126154491,
500.0,24.9705,1.0,500,1.0,0.01,629.825076323,0.01,100,69.1616,0.8,100.0,75.2714,2,75.2714475046,75.2714475046,1.0,0.01,1.0,3.50449e-18,500.0,629.825076323,75.2714475046,
500.0,24.6791,1.0,500,1.0,0.005,599.969043773,0.005,100,69.6642,0.8,200.000000102,74.7147,2,74.1579862655,74.1579862655,1.0,0.005,1.0,2.1793e-19,500.0,599.969043773,74.1579862655,
500.0,25.2452,1.0,500,1.0,0.00333333,676.243713948,0.00333333,100,72.1961,0.8,299.999969474,76.73,2,80.760499436,80.760499436,1.0,0.00333333,1.0,5.43914e-20,500.0,676.243713948,80.760499436,
500.0,24.6661,1.0,500,1.0,0.0025,523.505424239,0.0025,100,72.269,0.8,400.0,76.1954,2,74.5917934921,74.5917934921,1.0,0.0025,1.0,5.4346e-20,500.0,523.505424239,74.5917934921,
500.0,24.7148,1.0,500,1.0,0.002,622.940924321,0.002,100,73.1151,0.8,500.000006643,76.6271,1,78.3534969572,78.3534969572,1.0,0.002,1.0,5.43187e-20,500.0,622.940924321,78.3534969572,
500.0,24.8075,1.0,500,1.0,0.01,621.630014971,0.01,100,64.4129,0.8,100.0,71.7231,2,71.7230759295,71.7230759295,1.0,0.01,1.0,3.50449e-18,500.0,621.630014971,71.7230759295,
500.0,24.4013,1.0,500,1.0,0.005,560.462999,0.005,100,69.7614,0.8,200.000000102,74.9305,2,78.1378689701,78.1378689701,1.0,0.005,1.0,2.1793e-19,500.0,560.462999,78.1378689701,
500.0,23.4741,1.0,500,1.0,0.00333333,463.598361021,0.00333333,100,71.451,0.8,299.999969474,75.6715,2,77.1535645316,77.1535645316,1.0,0.00333333,1.0,5.43914e-20,500.0,463.598361021,77.1535645316,
500.0,23.8403,1.0,500,1.0,0.0025,623.884925613,0.0025,100,71.5439,0.8,400.0,75.1989,2,73.7812403585,73.7812403585,1.0,0.0025,1.0,5.4346e-20,500.0,623.884925613,73.7812403585,
500.0,24.3497,1.0,500,1.0,0.002,693.665487369,0.002,100,71.462,0.8,500.000006643,74.7312,1,72.8602420058,72.8602420058,1.0,0.002,1.0,5.43187e-20,500.0,693.665487369,72.8602420058,
500.0,26.2412,1.0,500,1.0,0.01,695.558560988,0.01,100,70.3701,0.8,100.0,77.3746,2,77.3746381001,77.3746381001,1.0,0.01,1.0,3.50449e-18,500.0,695.558560988,77.3746381001,
500.0,24.5223,1.0,500,1.0,0.005,517.424591625,0.005,100,71.3562,0.8,200.000000102,76.4183,2,75.4619949311,75.4619949311,1.0,0.005,1.0,2.1793e-19,500.0,517.424591625,75.4619949311,
500.0,24.0229,1.0,500,1.0,0.00333333,532.807602816,0.00333333,100,71.8511,0.8,299.999969474,75.9843,2,75.1161917159,75.1161917159,1.0,0.00333333,1.0,5.43914e-20,500.0,532.807602816,75.1161917159,
500.0,24.125,1.0,500,1.0,0.0025,599.589862094,0.0025,100,71.8905,0.8,400.0,75.4699,2,73.9269193709,73.9269193709,1.0,0.0025,1.0,5.4346e-20,500.0,599.589862094,73.9269193709,
500.0,23.9464,1.0,500,1.0,0.002,527.195500785,0.002,100,71.3416,0.8,500.000006643,74.5432,1,70.8362418371,70.8362418371,1.0,0.002,1.0,5.43187e-20,500.0,527.195500785,70.8362418371,
496.97,29.9155,1.0,500,1.0,0.01,903.979213498,0.01,100,64.3415,0.8,100.0,71.2911,2,71.2910681009,71.2910681009,1.0,0.01,1.0,3.50449e-18,500.0,903.979213498,71.2910681009,
500.0,25.3319,1.0,500,1.0,0.005,386.266322403,0.005,100,68.0852,0.8,200.000000102,73.0329,2,74.7747786946,74.7747786946,1.0,0.005,1.0,2.1793e-19,500.0,386.266322403,74.7747786946,
500.0,24.4333,1.0,500,1.0,0.00333333,512.205843858,0.00333333,100,69.2726,0.8,299.999969474,73.3124,2,73.8713977289,73.8713977289,1.0,0.00333333,1.0,5.43914e-20,500.0,512.205843858,73.8713977289,
500.0,24.6059,1.0,500,1.0,0.0025,624.561384103,0.0025,100,70.8352,0.8,400.0,74.3337,2,77.3976317456,77.3976317456,1.0,0.0025,1.0,5.4346e-20,500.0,624.561384103,77.3976317456,
500.0,24.5774,1.0,500,1.0,0.002,592.078946077,0.002,100,71.8866,0.8,500.000006643,75.1177,1,78.2535648794,78.2535648794,1.0,0.002,1.0,5.43187e-20,500.0,592.078946077,78.2535648794,
500.0,22.9811,1.0,500,1.0,0.01,533.463673531,0.01,100,68.5947,0.8,100.0,74.7658,2,74.7657640402,74.7657640402,1.0,0.01,1.0,3.50449e-18,500.0,533.463673531,74.7657640402,
500.0,24.9524,1.0,500,1.0,0.005,723.371586404,0.005,100,71.0142,0.8,200.000000102,75.4656,2,76.1655094996,76.1655094996,1.0,0.005,1.0,2.1793e-19,500.0,723.371586404,76.1655094996,
500.0,25.0315,1.0,500,1.0,0.00333333,636.583857215,0.00333333,100,70.8957,0.8,299.999969474,74.6228,2,72.9371972532,72.9371972532,1.0,0.00333333,1.0,5.43914e-20,500.0,636.583857215,72.9371972532,
500.0,24.6852,1.0,500,1.0,0.0025,562.435896186,0.0025,100,71.6679,0.8,400.0,74.8957,2,75.7142458736,75.7142458736,1.0,0.0025,1.0,5.4346e-20,500.0,562.435896186,75.7142458736,
500.0,24.6795,1.0,500,1.0,0.002,603.93622752,0.002,100,72.7182,0.8,500.000006643,75.6052,1,78.4433804762,78.4433804762,1.0,0.002,1.0,5.43187e-20,500.0,603.93622752,78.4433804762,
500.0,26.2421,1.0,500,1.0,0.01,695.602366721,0.01,100,69.9089,0.8,100.0,76.8223,2,76.8223089888,76.8223089888,1.0,0.01,1.0,3.50449e-18,500.0,695.602366721,76.8223089888,
500.0,23.8252,1.0,500,1.0,0.005,448.091868948,0.005,100,73.1628,0.8,200.000000102,78.0514,2,79.2804909182,79.2804909182,1.0,0.005,1.0,2.1793e-19,500.0,448.091868948,79.2804909182,
500.0,23.3415,1.0,500,1.0,0.00333333,498.601798296,0.00333333,100,73.0956,0.8,299.999969474,77.0871,2,75.1583934744,75.1583934744,1.0,0.00333333,1.0,5.43914e-20,500.0,498.601798296,75.1583934744,
500.0,23.643,1.0,500,1.0,0.0025,607.199437859,0.0025,100,73.4545,0.8,400.0,76.9113,2,76.3838147894,76.3838147894,1.0,0.0025,1.0,5.4346e-20,500.0,607.199437859,76.3838147894,
500.0,23.2937,1.0,500,1.0,0.002,477.193513514,0.002,100,74.2088,0.8,500.000006643,77.3903,1,79.3064140192,79.3064140192,1.0,0.002,1.0,5.43187e-20,500.0,477.193513514,79.3064140192,
500.0,21.4418,1.0,500,1.0,0.01,464.394139005,0.01,100,73.8322,0.8,100.0,80.2162,2,80.2162143428,80.2162143428,1.0,0.01,1.0,3.50449e-18,500.0,464.394139005,80.2162143428,
500.0,22.5092,1.0,500,1.0,0.005,529.174067674,0.005,100,71.8485,0.8,200.000000102,76.3627,2,72.5091240005,72.5091240005,1.0,0.005,1.0,2.1793e-19,500.0,529.174067674,72.5091240005,
500.0,22.4505,1.0,500,1.0,0.00333333,498.216292035,0.00333333,100,73.207,0.8,299.999969474,77.3205,2,79.2360562498,79.2360562498,1.0,0.00333333,1.0,5.43914e-20,500.0,498.216292035,79.2360562498,
500.0,21.9097,1.0,500,1.0,0.0025,412.13727317,0.0025,100,73.6539,0.8,400.0,77.3842,2,77.5753175628,77.5753175628,1.0,0.0025,1.0,5.4346e-20,500.0,412.13727317,77.5753175628,
500.0,21.6119,1.0,500,1.0,0.002,419.205254829,0.002,100,74.1547,0.8,500.000006643,77.4911,1,77.9187596778,77.9187596778,1.0,0.002,1.0,5.43187e-20,500.0,419.205254829,77.9187596778,
500.0,21.8323,1.0,500,1.0,0.01,481.465492299,0.01,100,71.6581,0.8,100.0,77.9203,2,77.9203428101,77.9203428101,1.0,0.01,1.0,3.50449e-18,500.0,481.465492299,77.9203428101,
500.0,22.365,1.0,500,1.0,0.005,525.996677163,0.005,100,74.2312,0.8,200.000000102,79.1442,2,80.3681056318,80.3681056318,1.0,0.005,1.0,2.1793e-19,500.0,525.996677163,80.3681056318,
500.0,23.5832,1.0,500,1.0,0.00333333,663.022871855,0.00333333,100,73.7348,0.8,299.999969474,77.7463,2,74.9503476014,74.9503476014,1.0,0.00333333,1.0,5.43914e-20,500.0,663.022871855,74.9503476014,
500.0,23.9174,1.0,500,1.0,0.0025,625.73482426,0.0025,100,74.3977,0.8,400.0,77.8718,2,78.2482971755,78.2482971755,1.0,0.0025,1.0,5.4346e-20,500.0,625.73482426,78.2482971755,
500.0,23.7826,1.0,500,1.0,0.002,533.976091368,0.002,100,74.0142,0.8,500.000006643,77.1215,1,74.1202856357,74.1202856357,1.0,0.002,1.0,5.43187e-20,500.0,533.976091368,74.1202856357,
500.0,21.2206,1.0,500,1.0,0.01,454.864500508,0.01,100,71.3247,0.8,100.0,78.178,2,78.1779746884,78.1779746884,1.0,0.01,1.0,3.50449e-18,500.0,454.864500508,78.1779746884,
500.0,23.5876,1.0,500,1.0,0.005,668.991624684,0.005,100,72.9554,0.8,200.000000102,77.9194,2,77.6609021866,77.6609021866,1.0,0.005,1.0,2.1793e-19,500.0,668.991624684,77.6609021866,
500.0,23.4804,1.0,500,1.0,0.00333333,545.138262055,0.00333333,100,74.3744,0.8,299.999969474,78.4275,2,79.4437336129,79.4437336129,1.0,0.00333333,1.0,5.43914e-20,500.0,545.138262055,79.4437336129,
500.0,25.4193,1.0,500,1.0,0.0025,939.726613278,0.0025,100,74.222,0.8,400.0,78.2816,2,77.8438382438,77.8438382438,1.0,0.0025,1.0,5.4346e-20,500.0,939.726613278,77.8438382438,
500.0,25.2689,1.0,500,1.0,0.002,612.198128453,0.002,100,74.9625,0.8,500.000006643,78.5935,1,79.8411101779,79.8411101779,1.0,0.002,1.0,5.43187e-20,500.0,612.198128453,79.8411101779,
500.0,26.7627,1.0,500,1.0,0.01,723.475783903,0.01,100,70.1241,0.8,100.0,77.0862,2,77.0861855316,77.0861855316,1.0,0.01,1.0,3.50449e-18,500.0,723.475783903,77.0861855316,
500.0,25.0843,1.0,500,1.0,0.005,547.474262715,0.005,100,71.7948,0.8,200.000000102,76.7657,2,76.4451643299,76.4451643299,1.0,0.005,1.0,2.1793e-19,500.0,547.474262715,76.4451643299,
500.0,25.7461,1.0,500,1.0,0.00333333,736.215624541,0.00333333,100,72.2448,0.8,299.999969474,76.3036,2,75.379292414,75.379292414,1.0,0.00333333,1.0,5.43914e-20,500.0,736.215624541,75.379292414,
500.0,25.1223,1.0,500,1.0,0.0025,537.594950362,0.0025,100,73.2922,0.8,400.0,76.8604,2,78.5311037384,78.5311037384,1.0,0.0025,1.0,5.4346e-20,500.0,537.594950362,78.5311037384,
500.0,25.6487,1.0,500,1.0,0.002,759.587285852,0.002,100,72.8699,0.8,500.000006643,76.0614,1,72.8650492258,72.8650492258,1.0,0.002,1.0,5.43187e-20,500.0,759.587285852,72.8650492258,
500.0,24.8036,1.0,500,1.0,0.01,621.433936417,0.01,100,67.8834,0.8,100.0,75.1034,2,75.1034257063,75.1034257063,1.0,0.01,1.0,3.50449e-18,500.0,621.433936417,75.1034257063,
500.0,24.1292,1.0,500,1.0,0.005,554.693951692,0.005,100,69.8073,0.8,200.000000102,74.9126,2,74.7217681368,74.7217681368,1.0,0.005,1.0,2.1793e-19,500.0,554.693951692,74.7217681368,
500.0,22.5934,1.0,500,1.0,0.00333333,365.94652598,0.00333333,100,71.6259,0.8,299.999969474,75.7943,2,77.5578774608,77.5578774608,1.0,0.00333333,1.0,5.43914e-20,500.0,365.94652598,77.5578774608,
500.0,22.8166,1.0,500,1.0,0.0025,553.066481246,0.0025,100,71.6472,0.8,400.0,75.2572,2,73.6459272403,73.6459272403,1.0,0.0025,1.0,5.4346e-20,500.0,553.066481246,73.6459272403,
500.0,22.8188,1.0,500,1.0,0.002,522.159663176,0.002,100,72.4844,0.8,500.000006643,75.7133,1,77.5375806632,77.5375806632,1.0,0.002,1.0,5.43187e-20,500.0,522.159663176,77.5375806632,
500.0,25.3565,1.0,500,1.0,0.01,649.444560415,0.01,100,68.9614,0.8,100.0,75.3298,2,75.3297618182,75.3297618182,1.0,0.01,1.0,3.50449e-18,500.0,649.444560415,75.3297618182,
500.0,26.1149,1.0,500,1.0,0.005,720.268061,0.005,100,68.7826,0.8,200.000000102,73.3352,2,71.3405609295,71.3405609295,1.0,0.005,1.0,2.1793e-19,500.0,720.268061,71.3405609295,
500.0,27.0213,1.0,500,1.0,0.00333333,827.496161627,0.00333333,100,70.7178,0.8,299.999969474,74.435,2,76.6346110128,76.6346110128,1.0,0.00333333,1.0,5.43914e-20,500.0,827.496161627,76.6346110128,
500.0,26.2939,1.0,500,1.0,0.0025,575.520183663,0.0025,100,71.8727,0.8,400.0,75.0966,2,77.081349714,77.081349714,1.0,0.0025,1.0,5.4346e-20,500.0,575.520183663,77.081349714,
496.85,27.7791,1.0,500,1.0,0.002,1095.66208241,0.002,100,71.2688,0.8,500.000006643,74.4556,1,71.8919240204,71.8919240204,1.0,0.002,1.0,5.43187e-20,500.0,1095.66208241,71.8919240204,
500.0,24.6186,1.0,500,1.0,0.01,612.197540105,0.01,100,70.18,0.8,100.0,76.4827,2,76.4826691555,76.4826691555,1.0,0.01,1.0,3.50449e-18,500.0,612.197540105,76.4826691555,
500.0,25.0397,1.0,500,1.0,0.005,653.921950802,0.005,100,71.9696,0.8,200.000000102,76.9913,2,77.4999012552,77.4999012552,1.0,0.005,1.0,2.1793e-19,500.0,653.921950802,77.4999012552,
500.0,24.7646,1.0,500,1.0,0.00333333,591.147208614,0.00333333,100,73.2201,0.8,299.999969474,77.3203,2,77.9783902099,77.9783902099,1.0,0.00333333,1.0,5.43914e-20,500.0,591.147208614,77.9783902099,
500.0,24.7808,1.0,500,1.0,0.0025,616.330483901,0.0025,100,74.4955,0.8,400.0,78.0464,2,80.2247232057,80.2247232057,1.0,0.0025,1.0,5.4346e-20,500.0,616.330483901,80.2247232057,
500.0,24.4034,1.0,500,1.0,0.002,505.255872999,0.002,100,73.8439,0.8,500.000006643,77.0199,1,72.913745334,72.913745334,1.0,0.002,1.0,5.43187e-20,500.0,505.255872999,72.913745334,
500.0,21.7879,1.0,500,1.0,0.01,479.509664797,0.01,100,68.638,0.8,100.0,75.0619,2,75.0618512818,75.0618512818,1.0,0.01,1.0,3.50449e-18,500.0,479.509664797,75.0618512818,
500.0,21.2346,1.0,500,1.0,0.005,431.373921049,0.005,100,70.3825,0.8,200.000000102,74.9249,2,74.7879195548,74.7879195548,1.0,0.005,1.0,2.1793e-19,500.0,431.373921049,74.7879195548,
496.76,25.5849,1.0,500,1.0,0.00333333,1068.04846277,0.00333333,100,71.7603,0.8,299.999969474,75.799,2,77.5473345173,77.5473345173,1.0,0.00333333,1.0,5.43914e-20,500.0,1068.04846277,77.5473345173,
500.0,24.6018,1.0,500,1.0,0.0025,461.482688984,0.0025,100,72.1258,0.8,400.0,75.6235,2,75.0967849359,75.0967849359,1.0,0.0025,1.0,5.4346e-20,500.0,461.482688984,75.0967849359,
500.0,24.133,1.0,500,1.0,0.002,495.940789385,0.002,100,72.465,0.8,500.000006643,75.5934,1,75.4729014566,75.4729014566,1.0,0.002,1.0,5.43187e-20,500.0,495.940789385,75.4729014566,
500.0,30.4164,1.0,500,1.0,0.01,934.504949792,0.01,100,66.1089,0.8,100.0,73.285,2,73.2849735885,73.2849735885,1.0,0.01,1.0,3.50449e-18,500.0,934.504949792,73.2849735885,
500.0,28.0887,1.0,500,1.0,0.005,638.021104798,0.005,100,71.4629,0.8,200.000000102,76.5371,2,79.789258662,79.789258662,1.0,0.005,1.0,2.1793e-19,500.0,638.021104798,79.789258662,
500.0,26.1132,1.0,500,1.0,0.00333333,467.259051225,0.00333333,100,71.4672,0.8,299.999969474,75.6103,2,73.756542078,73.756542078,1.0,0.00333333,1.0,5.43914e-20,500.0,467.259051225,73.756542078,
500.0,26.4769,1.0,500,1.0,0.0025,765.539633884,0.0025,100,71.8148,0.8,400.0,75.4029,2,74.7806692138,74.7806692138,1.0,0.0025,1.0,5.4346e-20,500.0,765.539633884,74.7806692138,
500.0,25.4611,1.0,500,1.0,0.002,441.413813154,0.002,100,72.082,0.8,500.000006643,75.2913,1,74.8448918595,74.8448918595,1.0,0.002,1.0,5.43187e-20,500.0,441.413813154,74.8448918595,
500.0,22.649,1.0,500,1.0,0.01,518.15884159,0.01,100,69.8047,0.8,100.0,76.9549,2,76.954875525,76.954875525,1.0,0.01,1.0,3.50449e-18,500.0,518.15884159,76.954875525,
497.12,27.9115,1.0,500,1.0,0.005,1055.20406879,0.005,100,71.41,0.8,200.000000102,76.4659,2,75.976965753,75.976965753,1.0,0.005,1.0,2.1793e-19,500.0,1055.20406879,75.976965753,
500.0,26.3838,1.0,500,1.0,0.00333333,534.420475045,0.00333333,100,71.9034,0.8,299.999969474,76.0315,2,75.16262593,75.16262593,1.0,0.00333333,1.0,5.43914e-20,500.0,534.420475045,75.16262593,
500.0,25.3836,1.0,500,1.0,0.0025,490.249234222,0.0025,100,71.9046,0.8,400.0,75.4797,2,73.8241860423,73.8241860423,1.0,0.0025,1.0,5.4346e-20,500.0,490.249234222,73.8241860423,
500.0,24.8057,1.0,500,1.0,0.002,502.178592819,0.002,100,72.6082,0.8,500.000006643,75.8059,1,77.1106752753,77.1106752753,1.0,0.002,1.0,5.43187e-20,500.0,502.178592819,77.1106752753,
500.0,25.6325,1.0,500,1.0,0.01,663.660902799,0.01,100,69.8167,0.8,100.0,76.6242,2,76.6241625948,76.6241625948,1.0,0.01,1.0,3.50449e-18,500.0,663.660902799,76.6241625948,
500.0,24.0937,1.0,500,1.0,0.005,502.255926785,0.005,100,73.6481,0.8,200.000000102,78.4617,2,80.299147595,80.299147595,1.0,0.005,1.0,2.1793e-19,500.0,502.255926785,80.299147595,
500.0,23.3528,1.0,500,1.0,0.00333333,479.695409529,0.00333333,100,74.3758,0.8,299.999969474,78.3061,2,77.9949649148,77.9949649148,1.0,0.00333333,1.0,5.43914e-20,500.0,479.695409529,77.9949649148,
500.0,23.8429,1.0,500,1.0,0.0025,643.121200087,0.0025,100,74.4271,0.8,400.0,77.9905,2,77.0437059809,77.0437059809,1.0,0.0025,1.0,5.4346e-20,500.0,643.121200087,77.0437059809,
500.0,24.6184,1.0,500,1.0,0.002,748.63683774,0.002,100,73.9307,0.8,500.000006643,77.1179,1,73.6275666941,73.6275666941,1.0,0.002,1.0,5.43187e-20,500.0,748.63683774,73.6275666941,
500.0,21.9904,1.0,500,1.0,0.01,488.464026957,0.01,100,70.5108,0.8,100.0,77.3586,2,77.3586142051,77.3586142051,1.0,0.01,1.0,3.50449e-18,500.0,488.464026957,77.3586142051,
500.0,22.0478,1.0,500,1.0,0.005,488.011756124,0.005,100,70.8587,0.8,200.000000102,75.7009,2,74.0431244326,74.0431244326,1.0,0.005,1.0,2.1793e-19,500.0,488.011756124,74.0431244326,
500.0,22.4968,1.0,500,1.0,0.00333333,548.090169126,0.00333333,100,72.511,0.8,299.999969474,76.4647,2,77.9922229474,77.9922229474,1.0,0.00333333,1.0,5.43914e-20,500.0,548.090169126,77.9922229474,
500.0,22.9039,1.0,500,1.0,0.0025,584.821116035,0.0025,100,73.339,0.8,400.0,76.763,2,77.6578643998,77.6578643998,1.0,0.0025,1.0,5.4346e-20,500.0,584.821116035,77.6578643998,
500.0,23.5506,0.999934,500,1.00001,0.00199987,673.011077215,0.002,100,73.0436,0.8,500.00001915,76.1106,1,73.5008052985,73.5008052985,1.0,0.00200017,1.00008,1.48496e-15,499.996185332,673.011077215,73.5008052985,3.71168e-10
500.0,26.1979,1.0,500,1.0,0.01,693.261561322,0.01,100,70.4924,0.8,100.0,77.7548,2,77.7548466308,77.7548466308,1.0,0.01,1.0,3.50449e-18,500.0,693.261561322,77.7548466308,
500.0,25.0255,1.0,500,1.0,0.005,566.729817841,0.005,100,74.2256,0.8,200.000000102,79.3609,2,80.9669635054,80.9669635054,1.0,0.005,1.0,2.1793e-19,500.0,566.729817841,80.9669635054,
500.0,24.8583,1.0,500,1.0,0.00333333,601.548599377,0.00333333,100,74.1916,0.8,299.999969474,78.3845,2,76.4317824636,76.4317824636,1.0,0.00333333,1.0,5.43914e-20,500.0,601.548599377,76.4317824636,
500.0,25.0499,1.0,500,1.0,0.0025,655.917652012,0.0025,100,73.9987,0.8,400.0,77.63,2,75.3663058898,75.3663058898,1.0,0.0025,1.0,5.4346e-20,500.0,655.917652012,75.3663058898,
500.0,24.6853,1.0,500,1.0,0.002,528.343125871,0.002,100,75.2117,0.8,500.000006643,78.4595,1,81.7778341716,81.7778341716,1.0,0.002,1.0,5.43187e-20,500.0,528.343125871,81.7778341716,
500.0,24.5378,1.0,500,1.0,0.01,608.186901072,0.01,100,68.3564,0.8,100.0,75.5595,2,75.5594726913,75.5594726913,1.0,0.01,1.0,3.50449e-18,500.0,608.186901072,75.5594726913,
500.0,23.8952,1.0,500,1.0,0.005,545.289511996,0.005,100,70.5118,0.8,200.000000102,75.6597,2,75.7599065822,75.7599065822,1.0,0.005,1.0,2.1793e-19,500.0,545.289511996,75.7599065822,
