Bound,EpsThisIter,J,AvgNormIw,AvgVanillaIw,AvgRet,eRenyi2,MinNormIw,VarJ,VanillaAvgRet,VarDiscRet,VarRet,AvgEpLen,BatchSize,ESSClassic,ESSRenyi,VarNormIw,MaxVanillaIw,MinVanillaIw,IterType,Delta,VarVanillaIw,MaxNormIw,AvgDiscRet
4404.432,100,4660.873,0.002,0.99999595,4661.830060303575,1.0008442,0.0016954503,17.184193,4661.830060303575,266.71882009198293,266.71882009198293,500.0,500,499.5884153506665,499.57823597583996,3.3021081e-09,1.0691408,0.8477217,1,0.4,0.0008255204,0.00213829,4661.830060303575
4087.9683,100,4661.1064,0.009999998,1.0,4661.106333831256,1.0,0.01,12.795497,4661.106333831256,165.37775967531812,165.37775967531812,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.106333831256
4255.471,100,4660.741,0.0049999994,1.0,4660.375428086013,1.0,0.005,16.662071,4660.375428086013,395.20895409780667,395.20895409780667,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4660.375428086013
4329.732,100,4660.653,0.0033333336,1.0,4660.477497545631,1.0,0.0033333334,16.259594,4660.477497545631,240.22946744395136,240.22946744395136,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.477497545631
4374.0283,100,4660.615,0.0024999997,1.0,4660.502833718569,1.0,0.0025,15.909374,4660.502833718569,221.50796244083793,221.50796244083793,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4660.502833718569
4404.289,100,4660.6973,0.0019999999,0.99821866,4660.296066731854,1.0006025,0.0017689816,15.548805,4660.296066731854,245.3698225269171,245.3698225269171,500.0,500,499.643625346619,499.69893950935835,2.85911e-09,1.0678099,0.8829152,1,0.4,0.00071223325,0.002139431,4660.296066731854
4086.8813,100,4660.046,0.009999998,1.0,4660.0459760236245,1.0,0.01,15.20102,4660.0459760236245,233.40519266912452,233.40519266912452,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.0459760236245
4254.1714,100,4659.46,0.0049999994,1.0,4658.873989358961,1.0,0.005,14.768741,4658.873989358961,206.53872365190333,206.53872365190333,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4658.873989358961
4328.854,100,4659.7705,0.0033333336,1.0,4660.390730776139,1.0,0.0033333334,15.334689,4660.390730776139,271.36265402478983,271.36265402478983,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.390730776139
4374.3335,100,4660.916,0.0024999997,1.0,4664.355573903487,1.0,0.0025,14.813546,4664.355573903487,158.11908841553276,158.11908841553276,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.355573903487
4405.479,100,4661.843,0.002,1.0008188,4665.131074324499,1.0002842,0.0018882198,14.587874,4665.131074324499,186.71226020925582,186.71226020925582,500.0,500,499.8420890357479,499.8579428987657,1.2655283e-09,1.0844178,0.944883,1,0.4,0.0003169005,0.0021670612,4665.131074324499
4088.4314,100,4661.5923,0.009999998,1.0,4661.592188982606,1.0,0.01,16.809715,4661.592188982606,285.4208738207561,285.4208738207561,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.592188982606
4256.735,100,4662.033,0.0049999994,1.0,4662.474488475972,1.0,0.005,14.429799,4662.474488475972,134.8308112213824,134.8308112213824,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.474488475972
4330.8174,100,4661.7417,0.0033333336,1.0,4661.159230875659,1.0,0.0033333334,15.629522,4661.159230875659,319.0891131251591,319.0891131251591,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.159230875659
4375.3555,100,4661.9443,0.0024999997,1.0,4662.551072639988,1.0,0.0025,15.431768,4662.551072639988,221.43523000255422,221.43523000255422,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.551072639988
4405.2397,100,4661.628,0.002,0.99952894,4659.806033160356,1.0004318,0.001740643,15.492514,4659.806033160356,269.83934141831526,269.83934141831526,500.0,500,499.76638215531733,499.78420515167005,1.873996e-09,1.049594,0.86991155,1,0.4,0.00046805773,0.0021001773,4659.806033160356
4088.8943,100,4662.0693,0.009999998,1.0,4662.06918054502,1.0,0.01,14.001407,4662.06918054502,198.0194070691652,198.0194070691652,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.06918054502
4257.2188,100,4662.5146,0.0049999994,1.0,4662.959349527304,1.0,0.005,13.8707,4662.959349527304,190.26004888784084,190.26004888784084,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.959349527304
4330.9863,100,4661.909,0.0033333336,1.0,4660.699727314513,1.0,0.0033333334,13.840806,4660.699727314513,189.61192824929472,189.61192824929472,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.699727314513
4374.9937,100,4661.581,0.0024999997,1.0,4660.596002394784,1.0,0.0025,14.144028,4660.596002394784,226.48182659001623,226.48182659001623,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4660.596002394784
4405.1436,100,4661.5166,0.002,1.0000174,4660.867528073715,1.0003247,0.0017822983,14.283719,4660.867528073715,234.03702815468503,234.03702815468503,500.0,500,499.8102671632979,499.83768965403823,1.5214411e-09,1.0407574,0.89116466,1,0.4,0.0003803735,0.0020814787,4660.867528073715
4087.0522,100,4660.2236,0.009999998,1.0,4660.223662419949,1.0,0.01,15.300568,4660.223662419949,236.47181221113124,236.47181221113124,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.223662419949
4254.118,100,4659.4116,0.0049999994,1.0,4658.599779060719,1.0,0.005,17.783562,4658.599779060719,401.09531628767917,401.09531628767917,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4658.599779060719
4329.415,100,4660.3354,0.0033333336,1.0,4662.182574361793,1.0,0.0033333334,16.78552,4662.182574361793,209.73049818016332,209.73049818016332,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.182574361793
4373.627,100,4660.213,0.0024999997,1.0,4659.847366437627,1.0,0.0025,17.148785,4659.847366437627,334.22583967567937,334.22583967567937,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.847366437627
4404.4272,100,4660.8633,0.002,0.9962331,4662.367119204859,1.0008216,0.0017475821,16.536396,4662.367119204859,259.1574160335574,259.1574160335574,500.0,500,499.55480646617,499.5895420165565,3.5723324e-09,1.0676801,0.87049955,1,0.4,0.0008863675,0.0021434342,4662.367119204859
4087.03,100,4660.202,0.009999998,1.0,4660.202101024413,1.0,0.01,16.325172,4660.202101024413,269.2040858250206,269.2040858250206,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.202101024413
4254.7573,100,4660.052,0.0049999994,1.0,4659.901054139369,1.0,0.005,16.707586,4659.901054139369,294.6763963544739,294.6763963544739,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4659.901054139369
4328.5347,100,4659.456,0.0033333336,1.0,4658.2648878523,1.0,0.0033333334,17.187037,4658.2648878523,329.05835424851495,329.05835424851495,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4658.2648878523
4372.9365,100,4659.523,0.0024999997,1.0,4659.725126272561,1.0,0.0025,17.284384,4659.725126272561,311.8808219332019,311.8808219332019,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.725126272561
4400.925,100,4657.9214,0.002,0.9978703,4643.436250042598,1.0052041,0.0012025083,49.72356,4643.436250042598,30581.19217699124,30581.19217699124,498.16,500,497.0832672281337,497.41143035979786,2.3518185e-08,1.1566682,0.5999737,1,0.4,0.0058545293,0.0023182735,4643.436250042598
4078.9624,100,4652.1235,0.009999998,1.0,4652.123409968045,1.0,0.01,63.387814,4652.123409968045,4058.6016869606824,4058.6016869606824,499.37,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4652.123409968045
4250.4604,100,4655.7466,0.0049999994,1.0,4659.369412326486,1.0,0.005,46.731,4659.369412326486,326.5711961386916,326.5711961386916,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4659.369412326486
4327.3574,100,4658.28,0.0033333336,1.0,4663.344903838286,1.0,0.0033333334,39.281284,4663.344903838286,225.2469746016906,225.2469746016906,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.344903838286
4372.7734,100,4659.3613,0.0024999997,1.0,4662.606443240494,1.0,0.0025,34.90793,4662.606443240494,233.48704844656513,233.48704844656513,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.606443240494
4403.9355,100,4660.578,0.002,0.9975366,4661.744057503751,1.0024229,0.0011902192,22.75828,4661.744057503751,239.87645661416715,239.87645661416715,500.0,500,498.41890381446547,498.7914637921363,1.27142545e-08,1.0888432,0.5936436,1,0.4,0.003162923,0.0021830641,4661.744057503751
4088.0757,100,4661.245,0.009999998,1.0,4661.244583443131,1.0,0.01,14.403363,4661.244583443131,209.55280002037136,209.55280002037136,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.244583443131
4256.8887,100,4662.1816,0.0049999994,1.0,4663.1181357739515,1.0,0.005,14.259944,4663.1181357739515,199.47459453145652,199.47459453145652,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.1181357739515
4331.4355,100,4662.356,0.0033333336,1.0,4662.705100152844,1.0,0.0033333334,14.0665655,4662.705100152844,188.6157647398281,188.6157647398281,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.705100152844
4375.733,100,4662.3184,0.0024999997,1.0,4662.206844698156,1.0,0.0025,14.397677,4662.206844698156,237.93109542760658,237.93109542760658,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.206844698156
4406.4556,100,4662.826,0.002,1.0002418,4664.50061274031,1.0002956,0.0018730365,14.468754,4664.50061274031,229.41141938939018,229.41141938939018,500.0,500,499.8502522702244,499.8522241692615,1.2006474e-09,1.0406153,0.93674463,1,0.4,0.00030030694,0.0020807278,4664.50061274031
4087.6606,100,4660.833,0.009999998,1.0,4660.83270648766,1.0,0.01,19.364162,4660.83270648766,378.7584630270684,378.7584630270684,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.83270648766
4256.673,100,4661.967,0.0049999994,1.0,4663.101033080813,1.0,0.005,16.8665,4663.101033080813,193.34766247408936,193.34766247408936,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.101033080813
4331.648,100,4662.5723,0.0033333336,1.0,4663.782314134009,1.0,0.0033333334,16.692978,4663.782314134009,267.4859940640847,267.4859940640847,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.782314134009
4375.3047,100,4661.8936,0.0024999997,1.0,4659.858922649613,1.0,0.0025,16.786797,4659.858922649613,288.58508590214143,288.58508590214143,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.858922649613
4405.2607,100,4661.697,0.002,1.0006576,4659.925928745143,1.0008059,0.0017245148,16.51984,4659.925928745143,300.0150808171928,300.0150808171928,500.0,500,499.59255878587936,499.59739704084444,3.2687208e-09,1.055662,0.8628244,1,0.4,0.00081825507,0.0021099367,4659.925928745143
4086.3452,100,4659.5234,0.009999998,1.0,4659.52377318787,1.0,0.01,17.78702,4659.52377318787,319.57404315333287,319.57404315333287,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4659.52377318787
4255.657,100,4660.9556,0.0049999994,1.0,4662.387504470929,1.0,0.005,18.307835,4662.387504470929,353.40937105546163,353.40937105546163,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.387504470929
4330.1797,100,4661.1045,0.0033333336,1.0,4661.402150359103,1.0,0.0033333334,17.457676,4661.402150359103,246.28735919116446,246.28735919116446,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.402150359103
4374.1084,100,4660.6978,0.0024999997,1.0,4659.478026207203,1.0,0.0025,17.040834,4659.478026207203,247.74270547166,247.74270547166,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.478026207203
4404.678,100,4661.098,0.002,1.0002898,4661.772972321653,1.0006789,0.00179095,17.138649,4661.772972321653,380.5259643233439,380.5259643233439,500.0,500,499.65340894134346,499.66078184216127,2.7806566e-09,1.0481342,0.8957345,1,0.4,0.000695567,0.0020956611,4661.772972321653
4090.8186,100,4663.997,0.009999998,1.0,4663.996835351305,1.0,0.01,12.748056,4663.996835351305,164.15458889054793,164.15458889054793,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.996835351305
4256.7876,100,4662.086,0.0049999994,1.0,4660.175060787351,1.0,0.005,15.3720455,4660.175060787351,305.84242900234455,305.84242900234455,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4660.175060787351
4331.7627,100,4662.6875,0.0033333336,1.0,4663.889653727787,1.0,0.0033333334,15.139145,4663.889653727787,214.96238099975017,214.96238099975017,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.889653727787
4375.846,100,4662.4355,0.0024999997,1.0,4661.681547671919,1.0,0.0025,15.281738,4661.681547671919,248.26848399250508,248.26848399250508,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.681547671919
4405.82,100,4662.261,0.002,1.0010966,4660.540872173209,1.0008454,0.0017487262,15.051564,4660.540872173209,245.5055599656273,245.5055599656273,500.0,500,499.50636112529185,499.57764093524065,3.96118e-09,1.114697,0.875322,1,0.4,0.0009924681,0.0022269518,4660.540872173209
4091.76,100,4664.937,0.009999998,1.0,4664.936688092181,1.0,0.01,12.873857,4664.936688092181,167.41097507333865,167.41097507333865,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.936688092181
4258.774,100,4664.0713,0.0049999994,1.0,4663.205031162025,1.0,0.005,12.879125,4663.205031162025,166.1694049174909,166.1694049174909,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.205031162025
4332.2466,100,4663.1704,0.0033333336,1.0,4661.369659290941,1.0,0.0033333334,14.210445,4661.369659290941,271.92213947846005,271.92213947846005,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.369659290941
4376.598,100,4663.1865,0.0024999997,1.0,4663.2351314228745,1.0,0.0025,13.92068,4663.2351314228745,171.03897706215744,171.03897706215744,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.2351314228745
4407.014,100,4663.367,0.002,1.0001686,4663.82231243956,1.0001616,0.0019028146,13.863203,4663.82231243956,195.60331824544258,195.60331824544258,500.0,500,499.9018007952716,499.9191891645781,7.865728e-10,1.0460835,0.9515677,1,0.4,0.00019670949,0.0020918143,4663.82231243956
4089.8733,100,4663.0376,0.009999998,1.0,4663.03753975212,1.0,0.01,13.453672,4663.03753975212,182.8297140620398,182.8297140620398,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.03753975212
4257.3247,100,4662.6133,0.0049999994,1.0,4662.189972993096,1.0,0.005,13.059418,4662.189972993096,161.35014053474714,161.35014053474714,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.189972993096
4331.494,100,4662.4106,0.0033333336,1.0,4662.003285682338,1.0,0.0033333334,13.84753,4662.003285682338,236.2795837077292,236.2795837077292,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.003285682338
4375.7075,100,4662.294,0.0024999997,1.0,4661.9465209464015,1.0,0.0025,14.43646,4661.9465209464015,260.8301955167658,260.8301955167658,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.9465209464015
4405.2866,100,4661.6406,0.002,1.0007755,4658.771879045492,1.0001843,0.0019051188,14.563006,4658.771879045492,230.64942338215252,230.64942338215252,500.0,500,499.9016343000605,499.9078681988436,7.8857315e-10,1.0372876,0.95329815,1,0.4,0.00019744913,0.0020729676,4658.771879045492
4086.5376,100,4659.703,0.009999998,1.0,4659.70315938348,1.0,0.01,16.441652,4659.70315938348,273.0579128706864,273.0579128706864,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4659.70315938348
4254.09,100,4659.3857,0.0049999994,1.0,4659.069089950258,1.0,0.005,17.359941,4659.069089950258,335.5620894927096,335.5620894927096,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4659.069089950258
4328.2935,100,4659.216,0.0033333336,1.0,4658.873618881267,1.0,0.0033333334,18.498512,4658.873618881267,427.95563689672645,427.95563689672645,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4658.873618881267
4373.2026,100,4659.79,0.0024999997,1.0,4661.51649132719,1.0,0.0025,18.128414,4661.51649132719,286.8702484276429,286.8702484276429,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.51649132719
4404.312,100,4660.806,0.0019999999,0.99704236,4663.2447953398305,1.0012695,0.0015348464,16.839485,4663.2447953398305,227.15481116647186,227.15481116647186,500.0,500,499.04287925327947,499.3660748801948,7.687527e-09,1.101362,0.7651534,1,0.4,0.00191053,0.0022092583,4663.2447953398305
4088.771,100,4661.9097,0.009999998,1.0,4661.909486949287,1.0,0.01,15.427696,4661.909486949287,240.4180725005381,240.4180725005381,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.909486949287
4256.2446,100,4661.5444,0.0049999994,1.0,4661.180330020471,1.0,0.005,15.958419,4661.180330020471,273.80066794393224,273.80066794393224,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.180330020471
4330.1963,100,4661.122,0.0033333336,1.0,4660.275241968124,1.0,0.0033333334,16.328682,4660.275241968124,292.38482298830024,292.38482298830024,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.275241968124
4375.1157,100,4661.706,0.0024999997,1.0,4663.462063442499,1.0,0.0025,15.703915,4663.462063442499,184.30935063572414,184.30935063572414,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.462063442499
4405.3535,100,4661.7446,0.0019999999,1.0017871,4661.327869901723,1.000444,0.0018409708,15.564016,4661.327869901723,249.7838550224832,249.7838550224832,500.0,500,499.7728318968094,499.77807124669624,1.82184e-09,1.0456557,0.9221304,1,0.4,0.00045708945,0.0020875807,4661.327869901723
4087.8162,100,4660.9834,0.009999998,1.0,4660.983670841679,1.0,0.01,17.03882,4660.983670841679,293.25405911136545,293.25405911136545,499.94,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.983670841679
4255.7173,100,4661.0107,0.0049999994,1.0,4661.037529503866,1.0,0.005,16.877216,4661.037529503866,282.1802786935073,282.1802786935073,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.037529503866
4330.6714,100,4661.592,0.0033333336,1.0,4662.755603487304,1.0,0.0033333334,16.29148,4662.755603487304,226.79439757830588,226.79439757830588,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.755603487304
4370.69,100,4657.2754,0.0024999997,1.0,4644.324698785477,1.0,0.0025,84.5399,4644.324698785477,27846.582280134782,27846.582280134782,498.25,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4644.324698785477
4402.5396,100,4659.6084,0.002,0.99815893,4658.802311078536,1.0057646,0.00090423494,37.304497,4658.802311078536,311.2747980284108,311.2747980284108,500.0,500,496.7362833142039,497.13421828821146,2.633352e-08,1.1600302,0.4512851,1,0.4,0.006559162,0.0023243397,4658.802311078536
4087.8105,100,4660.9756,0.009999998,1.0,4660.97555819315,1.0,0.01,17.880611,4660.97555819315,322.9444555536927,322.9444555536927,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.97555819315
4255.807,100,4661.0957,0.0049999994,1.0,4661.216200207852,1.0,0.005,16.873793,4661.216200207852,252.22657652468632,252.22657652468632,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.216200207852
4330.3423,100,4661.2676,0.0033333336,1.0,4661.611951425076,1.0,0.0033333334,16.552404,4661.611951425076,254.86754998998416,254.86754998998416,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.611951425076
4375.046,100,4661.6357,0.0024999997,1.0,4662.740351398376,1.0,0.0025,16.554798,4662.740351398376,275.42667007083094,275.42667007083094,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.740351398376
4405.463,100,4661.9214,0.002,0.9974501,4661.797126777488,1.0009762,0.0014501336,15.549466,4661.797126777488,211.64512366409437,211.64512366409437,500.0,500,499.3028140145671,499.51237358721426,5.5969163e-09,1.0683631,0.72321796,1,0.4,0.0013921025,0.0021421884,4661.797126777488
4088.4238,100,4661.5977,0.009999998,1.0,4661.59772044312,1.0,0.01,15.727113,4661.59772044312,249.83954115488095,249.83954115488095,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.59772044312
4257.1875,100,4662.4824,0.0049999994,1.0,4663.367365384185,1.0,0.005,15.451366,4663.367365384185,230.89076275020537,230.89076275020537,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.367365384185
4331.085,100,4662.007,0.0033333336,1.0,4661.055225968744,1.0,0.0033333334,15.401911,4661.055225968744,235.15971529781436,235.15971529781436,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.055225968744
4375.6323,100,4662.219,0.0024999997,1.0,4662.856121168157,1.0,0.0025,14.949158,4662.856121168157,183.5476575780407,183.5476575780407,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.856121168157
4405.149,100,4661.544,0.0019999999,0.9970934,4658.223068387722,1.0004896,0.0017633454,15.188191,4658.223068387722,290.36318002287936,290.36318002287936,500.0,500,499.69272954360736,499.7553235156919,2.4650373e-09,1.0454506,0.87911004,1,0.4,0.00061268214,0.0020969964,4658.223068387722
4088.0063,100,4661.1616,0.009999998,1.0,4661.161286116705,1.0,0.01,15.325323,4661.161286116705,237.23773470223122,237.23773470223122,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.161286116705
4255.4863,100,4660.7803,0.0049999994,1.0,4660.398497769437,1.0,0.005,15.672042,4660.398497769437,258.6561636451772,258.6561636451772,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4660.398497769437
4331.218,100,4662.1387,0.0033333336,1.0,4664.856861429136,1.0,0.0033333334,14.966919,4664.856861429136,171.4337377618532,171.4337377618532,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4664.856861429136
4376.1924,100,4662.7783,0.0024999997,1.0,4664.696545357948,1.0,0.0025,14.516776,4664.696545357948,167.69076191149495,167.69076191149495,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.696545357948
4406.4473,100,4662.8555,0.002,1.000882,4662.431674435885,1.0006057,0.0018217431,14.350141,4662.431674435885,211.8211017752959,211.8211017752959,500.0,500,499.6576678709377,499.69733212655365,2.7457887e-09,1.0909867,0.91167504,1,0.4,0.00068765855,0.0021800506,4662.431674435885
4090.559,100,4663.69,0.009999998,1.0,4663.689830047829,1.0,0.01,13.314206,4663.689830047829,179.0586328035522,179.0586328035522,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.689830047829
4258.5386,100,4663.803,0.0049999994,1.0,4663.916540269148,1.0,0.005,14.951027,4663.916540269148,272.4978669299499,272.4978669299499,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.916540269148
4332.7393,100,4663.658,0.0033333336,1.0,4663.368668708988,1.0,0.0033333334,15.009442,4663.368668708988,230.9678297343467,230.9678297343467,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.368668708988
4375.981,100,4662.5654,0.0024999997,1.0,4659.288087716917,1.0,0.0025,15.767436,4659.288087716917,307.346353731689,307.346353731689,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.288087716917
4406.1343,100,4662.5356,0.0019999999,0.9992919,4661.789190125227,1.0005399,0.0017928962,15.570296,4661.789190125227,249.5835660392739,249.5835660392739,500.0,500,499.67326362648583,499.73019623056314,2.6214049e-09,1.0652742,0.8958133,1,0.4,0.0006544234,0.0021320581,4661.789190125227
4090.9463,100,4664.1084,0.009999998,1.0,4664.108384884637,1.0,0.01,11.777821,4664.108384884637,140.11736820776946,140.11736820776946,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.108384884637
4258.2344,100,4663.534,0.0049999994,1.0,4662.959658794149,1.0,0.005,13.522813,4662.959658794149,228.64245776776292,228.64245776776292,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.959658794149
4331.98,100,4662.906,0.0033333336,1.0,4661.64907126004,1.0,0.0033333334,14.330431,4661.64907126004,250.48611056762095,250.48611056762095,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.64907126004
4376.3716,100,4662.962,0.0024999997,1.0,4663.129443788727,1.0,0.0025,14.485153,4663.129443788727,225.41204171612904,225.41204171612904,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.129443788727
4406.6294,100,4663.0376,0.002,0.9993163,4662.6209606582015,1.0005785,0.0016782115,14.556463,4662.6209606582015,267.95545105005715,267.95545105005715,500.0,500,499.63832960464924,499.71090590639545,2.9009237e-09,1.046939,0.83853203,1,0.4,0.00072423957,0.0020953107,4662.6209606582015
4088.9329,100,4662.0938,0.009999998,1.0,4662.093543292064,1.0,0.01,13.778931,4662.093543292064,191.77721628085192,191.77721628085192,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.093543292064
4258.506,100,4663.7964,0.0049999994,1.0,4665.499247659945,1.0,0.005,13.429355,4665.499247659945,166.7043531710774,166.7043531710774,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.499247659945
4332.598,100,4663.518,0.0033333336,1.0,4662.962410937249,1.0,0.0033333334,14.105049,4662.962410937249,238.07882348963588,238.07882348963588,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.962410937249
