VarRet,AvgNormIw,VarDiscRet,AvgDiscRet,ESSClassic,Bound,AvgRet,AvgVanillaIw,MinNormIw,VarVanillaIw,VarJ,AvgEpLen,ESSRenyi,MaxVanillaIw,MinVanillaIw,MaxNormIw,VarNormIw,J,eRenyi2,BatchSize
4230828.776786032,0.01,4230828.776786032,-1.0913936421275138e-13,34.254839976925865,1110.2947,-1608.5544895009277,1.0824689,7.8977264e-27,2.2716289,46.73539,200.0,32.912070015236225,4.2451854,8.549043e-25,0.03921762,0.00019386821,1588.0231,3.038399,100
112.044242465279,0.01,112.044242465279,4.263256414560601e-16,19.59349252214277,-0.29049015,-12.851502354743864,1.0963974,7.302875e-05,4.9828763,15.401306,200.0,22.834800937324047,19.801933,0.008006853,0.18060909,0.00041451878,3.868397,4.3792806,100
62.42026688824263,0.01,62.42026688824263,5.684341886080802e-16,58.03155315978437,-0.17119575,-9.704750799058631,1.06308,1.09206304e-07,0.82557285,9.247841,200.0,54.22054502047408,2.5218868,1.1609503e-05,0.023722457,7.305055e-05,1.7708697,1.8443193,100
58.28473854029935,0.01,58.28473854029935,-3.730349362740526e-16,92.05377672736007,-1.538074,-8.87866016012949,0.9579388,0.0059129903,0.080012724,7.6757693,200.0,89.39403062088435,2.0745125,0.56642824,0.021656003,8.719338e-06,0.1708366,1.1186429,100
53.63006301932737,0.01,53.63006301932737,-3.641531520770513e-16,68.92948658949824,-0.87740207,-7.981316533534356,0.97013175,1.0617193e-05,0.42851874,8.341413,200.0,73.52496411447711,1.7615092,0.0010300076,0.018157423,4.553112e-05,0.77396905,1.3600823,100
49.402950090109854,0.01,49.402950090109854,-8.08242361927114e-16,1.0,106167.64,-7.346018753759805,25748.725,,66299695000.0,,200.0,4.151547681407325e-05,2574872.5,,1.0,0.010000002,4.2022758,2408740.2,100
43.35872480247744,0.010000002,43.35872480247744,1.7763568394002506e-16,77.24898861506009,-0.9485382,-7.232383722802086,1.064996,0.0073876292,0.33741808,6.3848033,200.0,78.81764808572875,4.332846,0.7867796,0.040684152,2.9749004e-05,0.50091654,1.2687514,100
48.91268505342694,0.01,48.91268505342694,8.704148513061227e-16,10.762356655635193,0.38679147,-7.5808803458601925,1.0846221,5.4519785e-17,9.852861,11.448054,200.0,11.384161604510863,16.35979,5.9133365e-15,0.15083401,0.0008375396,3.8908513,8.784134,100
53.44299789377589,0.009999997,53.442997893775896,6.217248937900876e-16,99.81611914355506,-1.278848,-7.801470441944939,1.0006661,0.008838341,0.0018639062,7.2732267,200.0,99.81059017360525,1.0322788,0.8844229,0.010315916,1.861427e-07,0.003460966,1.0018977,100
57.12155483413042,0.01,57.12155483413042,-6.217248937900876e-16,20.9999971584348,469783350000.0,-8.37343334308022,193023250000.0,,1.4157673e+23,14.859012,200.0,1.538592139237304e-10,919158400000.0,,0.04761905,0.00037999044,2.4338226,649944800000.0,100
46.132348630060314,0.009999998,46.132348630060314,4.4408920985006264e-17,100.0,-1.310167,-7.822132601933115,1.0,0.01,,6.7580338,200.0,100.0,1.0,1.0,0.01,3.5044917e-18,-1.4901161e-08,1.0,100
49.74150387230431,0.009999998,49.74150387230431,1.0302869668521452e-15,100.0,-1.2966292,-7.752335728372227,1.0,0.01,,7.017413,200.0,100.0,1.0,1.0,0.01,3.5044917e-18,-2.9802322e-08,1.0,100
49.96774808338272,0.009999998,49.96774808338272,-1.1546319456101628e-16,100.0,-1.2735423,-7.80527809545614,1.0,0.01,,7.0333543,200.0,100.0,1.0,1.0,0.01,3.5044917e-18,5.727634e-08,1.0,100
51.00061587321533,0.009999998,51.000615873215324,-1.2079226507921704e-15,100.0,-1.338582,-7.4322446322416065,1.0,0.01,,7.1056743,200.0,100.0,1.0,1.0,0.01,3.5044917e-18,-4.0978193e-08,1.0,100
51.146534026855655,0.009999998,51.146534026855676,-8.704148513061227e-16,100.0,-1.31979,-7.9107643445198255,1.0,0.01,,7.1158323,200.0,100.0,1.0,1.0,0.01,3.5044917e-18,1.4901161e-08,1.0,100
