VarNormIw,VarDiscRet,VanillaAvgRet,MinVanillaIw,VarRet,ESSRenyi,AvgRet,AvgVanillaIw,ESSClassic,J,MinNormIw,EpsThisIter,VarVanillaIw,IterType,VarJ,MaxNormIw,AvgNormIw,AvgDiscRet,renyi2,Bound,AvgEpLen,BatchSize,delta,SamplesThisIter,MaxVanillaIw
1.8583e-08,37.6972961156,-6.79977680697,1.50714e-13,37.6972961156,nan,-6.79977680697,2.0876,0.631904076615,226.855,3.98867e-18,100,26.5318,1,91.9003,0.00118644,5.52486e-05,-6.79977680697,nan,-4.1063,500.0,100,0.4,50000,44.8304
5.07162e-08,38.6528892035,-3.96904524262,3.36898e-16,38.6528892035,nan,-3.96904524262,5.67421,0.361727849594,1254.13,3.28031e-21,100,534.953,1,129.762,0.00495953,5.52486e-05,-3.96904524262,nan,0.494795,500.0,100,0.4,50000,509.36
1.17062e-08,112.910111614,-4.85827201239,2.44109e-10,112.910111614,nan,-4.85827201239,1.59649,0.999572207282,1073.12,8.44773e-15,100,9.77473,1,148.051,0.00103276,5.52486e-05,-4.85827201239,nan,-2.32444,500.0,100,0.4,50000,29.843
1.49618e-05,64.3175037159,-3.47474302359,,64.3175037159,nan,-3.47474302359,2.25931e+19,2.97009005977,3940.49,,100,inf,1,24.0687,0.298969,5.52486e-05,-3.47474302359,nan,6.57139,500.0,100,0.4,50000,1.22259e+23
1.34306e-08,64.4467184952,-3.98814624421,3.09028e-14,64.4467184952,nan,-3.98814624421,1.82618,0.80859793956,829.853,9.3492e-19,100,14.6738,1,108.02,0.00102932,5.52486e-05,-3.98814624421,nan,-1.4384,500.0,100,0.4,50000,34.0232
2.93563e-08,27.5914878683,-1.80834978017,,27.5914878683,nan,-1.80834978017,2.75013,0.627782478498,899.518,,100,72.7385,1,84.1459,0.00493768,5.52486e-05,-1.80834978017,nan,1.24691,500.0,100,0.4,50000,245.785
1.7618e-08,19.1940521076,-2.57116036733,2.74723e-19,19.1940521076,nan,-2.57116036733,1.88277,1.1542418019,453.11,8.06154e-24,100,20.4602,1,54.5464,0.0018837,5.52486e-05,-2.57116036733,nan,-0.608137,500.0,100,0.4,50000,64.1931
1.34242e-08,27.0197462498,-3.11782436407,1.35423e-19,27.0197462498,nan,-3.11782436407,1.94169,1.3231149836,472.876,3.85332e-24,100,16.5809,1,36.5851,0.000987708,5.52486e-05,-3.11782436407,nan,-0.86984,500.0,100,0.4,50000,34.7126
2.77045e-08,19.8011871057,-2.5908197645,3.49481e-19,19.8011871057,nan,-2.5908197645,3.2109,1.02469133273,704.795,6.01338e-24,100,93.5755,1,56.7444,0.00217162,5.52486e-05,-2.5908197645,nan,0.202753,500.0,100,0.4,50000,126.209
4.11996e-07,17.6462120127,-2.34717127881,,17.6462120127,nan,-2.34717127881,18.4859,2.0332541817,1273.15,,100,46124.4,1,90.0945,0.0403324,5.52486e-05,-2.34717127881,nan,1.5945,500.0,100,0.4,50000,13495.0
1.77867e-08,11.9979841323,-2.5484419915,7.0632e-15,11.9979841323,nan,-2.5484419915,2.00774,0.714882178358,387.822,1.94364e-19,100,23.4891,1,60.7075,0.0013738,5.52486e-05,-2.5484419915,nan,-0.866208,500.0,100,0.4,50000,49.9239
1.98209e-08,14.5073520962,-2.81985907818,1.25281e-13,14.5073520962,nan,-2.81985907818,2.42667,1.352211262,410.629,2.85231e-18,100,38.2387,1,62.0464,0.00186951,5.52486e-05,-2.81985907818,nan,-0.859358,500.0,100,0.4,50000,82.1143
2.12873e-08,14.6082306526,-1.89094920244,6.46401e-13,14.6082306526,nan,-1.89094920244,2.5924,0.822655532725,560.265,1.37759e-17,100,46.8686,1,43.3584,0.00181882,5.52486e-05,-1.89094920244,nan,0.516934,500.0,100,0.4,50000,85.3436
1.60329e-08,22.3613093357,-2.97804951887,3.55563e-13,22.3613093357,nan,-2.97804951887,1.89889,1.11414991257,380.284,1.03452e-17,100,18.9395,1,46.259,0.00115356,5.52486e-05,-2.97804951887,nan,-0.980869,500.0,100,0.4,50000,39.6476
4.10005e-08,17.9895239839,-3.21386514836,3.56963e-23,17.9895239839,nan,-3.21386514836,4.52854,0.555868960231,657.183,4.35497e-28,100,275.463,1,62.0621,0.00265207,5.52486e-05,-3.21386514836,nan,0.173331,500.0,100,0.4,50000,217.381
2.68728e-08,13.78332474,-3.18749541482,,13.78332474,nan,-3.18749541482,2.5527,0.750956089676,459.065,,100,57.368,1,67.8252,0.00419113,5.52486e-05,-3.18749541482,nan,-0.944298,500.0,100,0.4,50000,193.646
1.8266e-08,13.4599661206,-2.27387233943,1.14582e-23,13.4599661206,nan,-2.27387233943,2.03476,0.933717426917,401.525,3.11119e-28,100,24.7758,1,37.776,0.0014301,5.52486e-05,-2.27387233943,nan,-0.211301,500.0,100,0.4,50000,52.6694
2.2164e-08,23.2350306748,-3.24143852252,2.48575e-17,23.2350306748,nan,-3.24143852252,2.80058,0.671175649281,615.337,4.90378e-22,100,56.9511,1,60.3694,0.00150889,5.52486e-05,-3.24143852252,nan,-0.392963,500.0,100,0.4,50000,76.4864
1.5338e-08,12.6907774194,-2.53673990571,2.39092e-14,12.6907774194,nan,-2.53673990571,1.85784,0.608890788318,306.294,7.11016e-19,100,17.3437,1,43.5688,0.00091127,5.52486e-05,-2.53673990571,nan,-1.24343,500.0,100,0.4,50000,30.6431
1.83381e-08,21.1290724807,-3.04015591647,3.11672e-27,21.1290724807,nan,-3.04015591647,1.63873,0.950774990545,393.259,1.05078e-31,100,16.1334,1,59.0836,0.00149896,5.52486e-05,-3.04015591647,nan,-0.701228,500.0,100,0.4,50000,44.4605
1.74178e-08,12.3131960448,-2.63850642542,5.78879e-16,12.3131960448,nan,-2.63850642542,1.61519,0.845718230745,272.13,1.98009e-20,100,14.8867,1,59.9644,0.00180599,5.52486e-05,-2.63850642542,nan,-1.144,500.0,100,0.4,50000,52.7982
1.39241e-05,15.7460132454,-2.91941381024,,15.7460132454,nan,-2.91941381024,1.77908e+18,2.97755977813,1740.74,,100,inf,1,26.6445,0.28878,5.52486e-05,-2.91941381024,nan,0.796673,500.0,100,0.4,50000,9.29911e+21
2.47409e-08,15.1977780351,-3.19944658337,1.98622e-25,15.1977780351,nan,-3.19944658337,1.93434,0.715410430417,349.328,5.67302e-30,100,30.3278,1,94.7971,0.00272971,5.52486e-05,-3.19944658337,nan,-0.679369,500.0,100,0.4,50000,95.5716
2.6457e-08,19.5279350221,-1.24423008024,7.65455e-17,19.5279350221,nan,-1.24423008024,2.19388,0.845549590984,809.474,1.92765e-21,100,41.7182,1,69.7048,0.00218102,5.52486e-05,-1.24423008024,nan,1.54942,500.0,100,0.4,50000,86.6069
3.08809e-08,13.5012391245,-2.46876796596,1.89178e-21,13.5012391245,nan,-2.46876796596,2.35126,0.764285601907,521.061,4.4452e-26,100,55.9304,1,86.0669,0.00495064,5.52486e-05,-2.46876796596,nan,0.274819,500.0,100,0.4,50000,210.688
3.01036e-08,17.2831509622,-1.57282255259,8.05941e-25,17.2831509622,nan,-1.57282255259,3.03871,0.922953796044,815.127,1.46533e-29,100,91.0656,1,63.4028,0.00250732,5.52486e-05,-1.57282255259,nan,1.38172,500.0,100,0.4,50000,137.904
1.93969e-08,15.0678812512,-1.83583062291,1.55292e-21,15.0678812512,nan,-1.83583062291,1.34255,0.600429879633,525.534,6.39058e-26,100,11.4538,1,96.9625,0.00177205,5.52486e-05,-1.83583062291,nan,-0.432991,500.0,100,0.4,50000,43.0611
2.00685e-08,21.9688721228,-2.59390359071,1.18931e-20,21.9688721228,nan,-2.59390359071,1.76087,0.694849625346,586.087,3.73156e-25,100,20.3858,1,65.942,0.00137343,5.52486e-05,-2.59390359071,nan,0.306148,500.0,100,0.4,50000,43.7736
6.85165e-08,16.4124832327,-1.29682435252,2.49708e-30,16.4124832327,nan,-1.29682435252,4.45311,1.08020253542,1036.1,3.09807e-35,100,445.122,1,119.059,0.00825697,5.52486e-05,-1.29682435252,nan,1.60763,500.0,100,0.4,50000,665.522
1.80878e-08,13.6307672157,-2.03760089751,4.20525e-14,13.6307672157,nan,-2.03760089751,2.06378,0.769506958596,473.996,1.12577e-18,100,25.2388,1,55.1409,0.00134706,5.52486e-05,-2.03760089751,nan,-0.413945,500.0,100,0.4,50000,50.3185
1.02687e-08,16.6101236032,-2.42767648192,1.5711e-13,16.6101236032,nan,-2.42767648192,1.09718,0.957668356721,235.334,7.91128e-18,100,4.04976,1,47.4355,0.000891882,5.52486e-05,-2.42767648192,nan,-1.40831,500.0,100,0.4,50000,17.7119
2.35537e-08,15.6641596329,-2.23195169009,2.10144e-19,15.6641596329,nan,-2.23195169009,1.94909,1.01076840922,529.101,5.95673e-24,100,29.3142,1,76.1617,0.00243085,5.52486e-05,-2.23195169009,nan,-0.0798771,500.0,100,0.4,50000,85.7568
1.77081e-08,12.7891693235,-1.25421314467,7.73597e-20,12.7891693235,nan,-1.25421314467,1.78727,0.528484118138,529.224,2.39136e-24,100,18.5315,1,55.395,0.00140626,5.52486e-05,-1.25421314467,nan,0.469753,500.0,100,0.4,50000,45.492
1.64879e-08,13.2310463343,-2.67501502292,1.68693e-20,13.2310463343,nan,-2.67501502292,1.23785,1.19827518245,236.924,7.52921e-25,100,8.27674,1,53.3127,0.00166304,5.52486e-05,-2.67501502292,nan,-1.04131,500.0,100,0.4,50000,37.2606
5.0933e-08,23.4907168073,-2.24547648043,5.32764e-31,23.4907168073,nan,-2.24547648043,3.89962,0.570729493655,1200.77,7.54804e-36,100,253.747,1,87.3225,0.00358578,5.52486e-05,-2.24547648043,nan,2.26694,500.0,100,0.4,50000,253.096
