VarRet,VarJ,J,AvgDiscRet,Delta,EpsThisIter,Bound,ESSRenyi,MinVanillaIw,VanillaAvgRet,AvgEpLen,VarDiscRet,IterType,MaxNormIw,VarVanillaIw,ESSClassic,VarNormIw,eRenyi2,AvgVanillaIw,AvgNormIw,MaxVanillaIw,AvgRet,MinNormIw,BatchSize
83958.67826312238,2267.4595,1340.5126,148.23435896617477,0.75,100,869.1997,4.752658054879182,9.0168584e-07,148.23435896617477,15.83,83958.67826312238,1,0.42264315,169.45216,3.753782529617161,0.002589879,21.040857,2.5579014,0.010000002,108.10795,148.23435896617477,3.5251002e-09,100
83958.67826312238,1674.291,592.99347,594.427267156416,0.75,100,-inf,50052.363631617394,0.009250013,148.23435896617477,15.83,897369.1506237282,,0.43471023,15970417000.0,3.9538340834827896,0.0024537279,0.0039958153,25512.023,0.010000002,1109033.8,148.23435896617477,3.6257468e-09,200
6511.659084149551,3014.8782,1431.86,94.94370721970125,0.75,100,932.5857,4.235227478442296,1.8163509e-13,94.94370721970125,10.5,6511.659084149551,1,0.55439705,348.69754,2.758964718811047,0.0017962555,47.222965,2.2029793,0.005000001,244.26503,94.94370721970125,4.1224874e-16,200
902830.3391547184,945.4111,620.50946,620.5094784368808,0.75,100,331.83548,200.0,1.0,620.5094784368808,63.04,902830.3391547184,2,0.01,,100.0,3.5044917e-18,1.0,1.0,0.009999998,1.0,620.5094784368808,0.01,200
6511.659084149551,1112.4813,244.93913,588.7362605479392,0.75,100,-inf,nan,0.004093914,94.94370721970125,10.5,1132952.9221246056,,0.6746667,1.6440675e+23,2.014891668006113,0.0024688675,nan,40801956000.0,0.005,5505544000000.0,94.94370721970125,5.016811e-16,300
8860.572437653875,3147.7607,1515.6685,89.45119843464533,0.75,100,968.3704,3.524580032273872,5.7721956e-21,89.45119843464533,9.95,8860.572437653875,1,0.64873844,612.8475,2.180668410804928,0.0015225477,85.11652,2.1148012,0.0033333334,411.58585,89.45119843464533,9.09809e-24,300
1774840.2872628674,1325.5535,792.0138,792.0138598437678,0.75,100,503.33945,300.0,1.0,792.0138598437678,80.15,1774840.2872628674,2,0.01,,100.0,3.5044917e-18,1.0,1.0,0.009999998,1.0,792.0138598437678,0.01,300
2557237.560780047,1476.3734,979.8972,1167.780448123998,0.75,100,775.7731,300.0,1.0,1167.780448123998,117.69,2557237.560780047,2,0.005,,200.00000010221265,2.179301e-19,1.0,1.0,0.0049999994,1.0,1167.780448123998,0.005,300
8860.572437653875,3613.1956,256.09628,710.2102289750698,0.75,100,-inf,9.81133025466411e+17,0.0024296269,89.45119843464533,9.95,1138535.1441794273,,0.8829436,inf,,0.0026227876,4.076919e-16,6.540407e+17,0.0033333334,1.7324431e+20,89.45119843464533,1.2382649e-23,400
9773.6525527514,3241.7327,1561.8159,88.74484969120127,0.75,100,1009.6417,3.4626060368942744,3.1948405e-30,88.74484969120127,9.88,9773.6525527514,1,0.7140631,831.55804,1.8711657322989175,0.0013331486,115.51993,1.9744539,0.0025,563.95386,88.74484969120127,4.0452206e-33,400
