Bound,VarJ,VarNormIw,AvgVanillaIw,MinVanillaIw,MaxNormIw,AvgRet,BatchSize,ESSRenyi,MaxVanillaIw,Delta,eRenyi2,VarRet,VarVanillaIw,AvgEpLen,AvgNormIw,AvgDiscRet,VarDiscRet,IterType,J,ESSClassic,VanillaAvgRet,EpsThisIter,MinNormIw
1208.5234,609.9867,3.5044917e-18,1.0,1.0,0.01,1710.0983190260501,500,500.0,1.0,0.4,1.0,375842.1587417087,,186.46,0.009999998,1710.0983190260501,375842.1587417087,2,1710.0983,100.0,1710.0983190260501,100,0.01
1343.4939,607.18304,2.179301e-19,1.0,1.0,0.005,1687.7154023404373,500,500.0,1.0,0.4,1.0,368695.24326608423,,184.22,0.0049999994,1687.7154023404373,368695.24326608423,2,1698.9067,200.00000010221265,1687.7154023404373,100,0.005
1386.4285,604.91473,5.4391416e-20,1.0,1.0,0.0033333334,1715.3284679695978,500,500.0,1.0,0.4,1.0,363882.1092476282,,186.84,0.0033333336,1715.3284679695978,363882.1092476282,2,1704.3807,299.999969473632,1715.3284679695978,100,0.0033333334
1425.917,601.5713,5.434597e-20,1.0,1.0,0.0025,1691.945012909628,500,500.0,1.0,0.4,1.0,353202.6188330652,,184.55,0.0024999997,1691.945012909628,353202.6188330652,2,1701.2717,400.0,1691.945012909628,100,0.0025
2676.9475,7888.4937,0.0013408706,4.2950435,0.00063646416,0.81901807,1832.9069809438342,500,32.87622029816649,1758.8591,0.4,15.208561,572308.4333108773,6183.8936,199.29,0.002,1832.9069809438342,572308.4333108773,1,3675.5352,1.490103373170196,1832.9069809438342,100,2.9637147e-07
1295.5696,578.1853,3.5044917e-18,1.0,1.0,0.01,1720.978449143808,500,500.0,1.0,0.4,1.0,337674.97397267236,,187.56,0.009999998,1720.978449143808,337674.97397267236,2,1720.9785,100.0,1720.978449143808,100,0.01
1376.994,536.98145,2.179301e-19,1.0,1.0,0.005,1648.473515804841,500,500.0,1.0,0.4,1.0,242193.3921676946,,179.79,0.0049999994,1648.473515804841,242193.3921676946,2,1684.7258,200.00000010221265,1648.473515804841,100,0.005
1413.1958,574.8067,5.4391416e-20,1.0,1.0,0.0033333334,1694.1367712687556,500,500.0,1.0,0.4,1.0,418637.5771505402,,184.83,0.0033333336,1694.1367712687556,418637.5771505402,2,1687.863,299.999969473632,1694.1367712687556,100,0.0033333334
1457.4557,566.401,5.434597e-20,1.0,1.0,0.0025,1717.7094834342672,500,500.0,1.0,0.4,1.0,294306.83623821667,,186.95,0.0024999997,1717.7094834342672,294306.83623821667,2,1695.3245,400.0,1717.7094834342672,100,0.0025
1711.702,5130.2065,0.00016372371,1.2884154,1.947389e-06,0.28022453,1659.3065653825004,500,94.72838818027172,180.5228,0.4,5.278249,264355.3363008224,67.94592,181.06,0.002,1659.3065653825004,264355.3363008224,1,2200.4978,11.947694869864977,1659.3065653825004,100,3.0229208e-09
1185.2028,691.66925,3.5044917e-18,1.0,1.0,0.01,1753.6131765327557,500,500.0,1.0,0.4,1.0,483238.7776383885,,191.08,0.009999998,1753.6131765327557,483238.7776383885,2,1753.613,100.0,1753.6131765327557,100,0.01
1291.8112,646.7988,2.179301e-19,1.0,1.0,0.005,1633.8630023723015,500,500.0,1.0,0.4,1.0,354667.67770718987,,178.36,0.0049999994,1633.8630023723015,354667.67770718987,2,1693.7379,200.00000010221265,1633.8630023723015,100,0.005
1368.3054,655.95087,5.4391416e-20,1.0,1.0,0.0033333334,1701.9555616824655,500,500.0,1.0,0.4,1.0,458658.56070781144,,185.55,0.0033333336,1701.9555616824655,458658.56070781144,2,1696.4772,299.999969473632,1701.9555616824655,100,0.0033333334
1412.6902,629.8943,5.434597e-20,1.0,1.0,0.0025,1698.1498283054905,500,500.0,1.0,0.4,1.0,299242.95309849986,,184.74,0.0024999997,1698.1498283054905,299242.95309849986,2,1696.8953,400.0,1698.1498283054905,100,0.0025
1914.9475,6807.7925,0.00077509496,2.3516173,0.00042429328,0.6223964,1666.4637766255046,500,52.535962857035784,731.8191,0.4,9.51729,388220.49743955344,1071.5887,181.66,0.0020000003,1666.4637766255046,388220.49743955344,1,2701.5176,2.5721998523149665,1666.4637766255046,100,3.608523e-07
1153.805,516.94214,3.5044917e-18,1.0,1.0,0.01,1630.2896902730513,500,500.0,1.0,0.4,1.0,269928.48184217914,,177.94,0.009999998,1630.2896902730513,269928.48184217914,2,1630.2897,100.0,1630.2896902730513,100,0.01
1315.3535,567.57544,2.179301e-19,1.0,1.0,0.005,1674.268597456692,500,500.0,1.0,0.4,1.0,379886.3523971154,,183.0,0.0049999994,1674.268597456692,379886.3523971154,2,1652.279,200.00000010221265,1674.268597456692,100,0.005
1401.8265,569.16675,5.4391416e-20,1.0,1.0,0.0033333334,1726.216498285704,500,500.0,1.0,0.4,1.0,327195.99471193564,,187.97,0.0033333336,1726.216498285704,327195.99471193564,2,1676.925,299.999969473632,1726.216498285704,100,0.0033333334
1462.5944,588.3357,5.434597e-20,1.0,1.0,0.0025,1772.5725836078973,500,500.0,1.0,0.4,1.0,409941.2836759249,,193.04,0.0024999997,1772.5725836078973,409941.2836759249,2,1700.8367,400.0,1772.5725836078973,100,0.0025
1501.8839,838.51697,2.0722787e-06,1.0185223,0.15028743,0.020072911,1640.1316995492803,500,346.10563659099597,10.222353,0.4,1.4446456,201490.62173914618,0.5374389,178.76,0.002,1640.1316995492803,201490.62173914618,1,1758.0045,329.59063070705054,1640.1316995492803,100,0.0002951088
1235.6877,745.2916,3.5044917e-18,1.0,1.0,0.01,1803.0484953233952,500,500.0,1.0,0.4,1.0,561070.2348720661,,196.36,0.009999998,1803.0484953233952,561070.2348720661,2,1803.0486,100.0,1803.0484953233952,100,0.01
1332.8723,653.08936,2.179301e-19,1.0,1.0,0.005,1665.065777052465,500,500.0,1.0,0.4,1.0,290982.0366729654,,181.48,0.0049999994,1665.065777052465,290982.0366729654,2,1734.057,200.00000010221265,1665.065777052465,100,0.005
1367.5758,616.2137,5.4391416e-20,1.0,1.0,0.0033333334,1617.3107977824184,500,500.0,1.0,0.4,1.0,279818.12937861035,,176.71,0.0033333336,1617.3107977824184,279818.12937861035,2,1695.1417,299.999969473632,1617.3107977824184,100,0.0033333334
1434.155,628.72754,5.434597e-20,1.0,1.0,0.0025,1785.916744672288,500,500.0,1.0,0.4,1.0,440257.9101070495,,194.42,0.0024999997,1785.916744672288,440257.9101070495,2,1717.8354,400.0,1785.916744672288,100,0.0025
1569.9275,3229.1653,2.4063793e-05,1.127246,0.0018074852,0.07457481,1692.6477690209235,500,150.95177300053604,42.032078,0.4,3.3123162,316368.59284905874,7.644365,184.61,0.002,1692.6477690209235,316368.59284905874,1,2031.7129,71.38863861280073,1692.6477690209235,100,3.2069047e-06
1198.7941,681.3412,3.5044917e-18,1.0,1.0,0.01,1754.3664819938163,500,500.0,1.0,0.4,1.0,468915.01733882836,,190.88,0.009999998,1754.3664819938163,468915.01733882836,2,1754.3666,100.0,1754.3664819938163,100,0.01
1357.4136,674.2674,2.179301e-19,1.0,1.0,0.005,1746.1589449293822,500,500.0,1.0,0.4,1.0,449508.6049181087,,190.02,0.0049999994,1746.1589449293822,449508.6049181087,2,1750.2627,200.00000010221265,1746.1589449293822,100,0.005
1398.386,631.7576,5.4391416e-20,1.0,1.0,0.0033333334,1656.9120456771852,500,500.0,1.0,0.4,1.0,285121.55324190104,,180.73,0.0033333336,1656.9120456771852,285121.55324190104,2,1719.1459,299.999969473632,1656.9120456771852,100,0.0033333334
1465.1212,681.67865,5.434597e-20,1.0,1.0,0.0025,1847.0067871458218,500,500.0,1.0,0.4,1.0,655685.7873580059,,201.01,0.0024999997,1847.0067871458218,655685.7873580059,2,1751.1111,400.0,1847.0067871458218,100,0.0025
1525.4657,879.6946,9.568821e-07,1.0258558,0.16765457,0.008774448,1775.1401859120642,500,419.6263655126944,4.5006595,0.4,1.1915362,415135.8851196824,0.25175098,193.26,0.002,1775.1401859120642,415135.8851196824,1,1804.6875,403.63519123712604,1775.1401859120642,100,0.00032685796
1308.3092,707.6412,3.5044917e-18,1.0,1.0,0.01,1820.8577491565095,500,500.0,1.0,0.4,1.0,505814.18531805614,,197.94,0.009999998,1820.8577491565095,505814.18531805614,2,1820.8578,100.0,1820.8577491565095,100,0.01
1361.1881,662.76697,2.179301e-19,1.0,1.0,0.005,1711.1843271360867,500,500.0,1.0,0.4,1.0,375504.96910642623,,186.24,0.0049999994,1711.1843271360867,375504.96910642623,2,1766.021,200.00000010221265,1711.1843271360867,100,0.005
1417.1512,646.0048,5.4391416e-20,1.0,1.0,0.0033333334,1711.0458564953587,500,500.0,1.0,0.4,1.0,375183.5322024352,,186.48,0.0033333336,1711.0458564953587,375183.5322024352,2,1747.6959,299.999969473632,1711.0458564953587,100,0.0033333334
1469.1586,642.7353,5.434597e-20,1.0,1.0,0.0025,1778.58638088866,500,500.0,1.0,0.4,1.0,403790.3788055203,,193.55,0.0024999997,1778.58638088866,403790.3788055203,2,1755.4187,400.0,1778.58638088866,100,0.0025
1505.6547,671.52625,5.431875e-20,1.0,1.0,0.002,1788.1890332191892,500,500.0,1.0,0.4,1.0,607518.6127604784,,194.55,0.0020000003,1788.1890332191892,607518.6127604784,1,1761.9727,500.00000664260017,1788.1890332191892,100,0.002
1141.377,593.17017,3.5044917e-18,1.0,1.0,0.01,1683.484528594821,500,500.0,1.0,0.4,1.0,355404.88080289983,,183.43,0.009999998,1683.484528594821,355404.88080289983,2,1683.4845,100.0,1683.484528594821,100,0.01
1291.9651,593.4017,2.179301e-19,1.0,1.0,0.005,1667.101701609103,500,500.0,1.0,0.4,1.0,355824.35311541555,,181.96,0.0049999994,1667.101701609103,355824.35311541555,2,1675.2931,200.00000010221265,1667.101701609103,100,0.005
1365.6489,594.942,5.4391416e-20,1.0,1.0,0.0033333334,1685.318533681672,500,500.0,1.0,0.4,1.0,361161.4549929034,,183.75,0.0033333336,1685.318533681672,361161.4549929034,2,1678.6349,299.999969473632,1685.318533681672,100,0.0033333334
1445.1328,665.8566,5.434597e-20,1.0,1.0,0.0025,1889.1573443705859,500,500.0,1.0,0.4,1.0,685204.4293930465,,205.31,0.0024999997,1889.1573443705859,685204.4293930465,2,1731.2655,400.0,1889.1573443705859,100,0.0025
1495.9698,683.3796,5.431875e-20,1.0,1.0,0.002,1834.4109394805491,500,500.0,1.0,0.4,1.0,558653.2116182582,,199.72,0.0020000003,1834.4109394805491,558653.2116182582,1,1751.8948,500.00000664260017,1834.4109394805491,100,0.002
1217.7489,676.9046,3.5044917e-18,1.0,1.0,0.01,1788.0409441616296,500,500.0,1.0,0.4,1.0,462828.144411087,,194.28,0.009999998,1788.0409441616296,462828.144411087,2,1788.0409,100.0,1788.0409441616296,100,0.01
1362.9786,645.25476,2.179301e-19,1.0,1.0,0.005,1744.4310467634357,500,500.0,1.0,0.4,1.0,377329.84958972834,,190.2,0.0049999994,1744.4310467634357,377329.84958972834,2,1766.236,200.00000010221265,1744.4310467634357,100,0.005
1456.4441,684.23004,5.4391416e-20,1.0,1.0,0.0033333334,1824.634700762079,500,500.0,1.0,0.4,1.0,575284.2216327161,,198.76,0.0033333336,1824.634700762079,575284.2216327161,2,1785.7023,299.999969473632,1824.634700762079,100,0.0033333334
1470.1443,657.85657,5.434597e-20,1.0,1.0,0.0025,1665.4201290917758,500,500.0,1.0,0.4,1.0,318927.2522277601,,181.58,0.0024999997,1665.4201290917758,318927.2522277601,2,1755.6317,400.0,1665.4201290917758,100,0.0025
1496.3431,643.4583,5.431875e-20,1.0,1.0,0.002,1735.9277440813064,500,500.0,1.0,0.4,1.0,342203.27522249793,,189.04,0.0020000003,1735.9277440813064,342203.27522249793,1,1751.6908,500.00000664260017,1735.9277440813064,100,0.002
1366.3003,741.61584,3.5044917e-18,1.0,1.0,0.01,1918.7463503213003,500,500.0,1.0,0.4,1.0,555549.5132280983,,208.46,0.009999998,1918.7463503213003,555549.5132280983,2,1918.7463,100.0,1918.7463503213003,100,0.01
1369.3934,653.82605,2.179301e-19,1.0,1.0,0.005,1601.3173628974014,500,500.0,1.0,0.4,1.0,257174.11549372136,,174.89,0.0049999994,1601.3173628974014,257174.11549372136,2,1760.0317,200.00000010221265,1601.3173628974014,100,0.005
1428.4872,661.43854,5.4391416e-20,1.0,1.0,0.0033333334,1722.262187979941,500,500.0,1.0,0.4,1.0,461186.4977285469,,187.77,0.0033333336,1722.262187979941,461186.4977285469,2,1747.442,299.999969473632,1722.262187979941,100,0.0033333334
1469.226,636.54834,5.434597e-20,1.0,1.0,0.0025,1739.469968147215,500,500.0,1.0,0.4,1.0,311338.19467329595,,189.16,0.0024999997,1739.469968147215,311338.19467329595,2,1745.449,400.0,1739.469968147215,100,0.0025
1517.8987,645.39246,5.431875e-20,1.0,1.0,0.002,1843.004095126765,500,500.0,1.0,0.4,1.0,458856.6722285783,,200.47,0.0020000003,1843.004095126765,458856.6722285783,1,1764.9601,500.00000664260017,1843.004095126765,100,0.002
1161.676,637.3459,3.5044917e-18,1.0,1.0,0.01,1676.6720950307385,500,500.0,1.0,0.4,1.0,410312.9208248199,,182.65,0.009999998,1676.6720950307385,410312.9208248199,2,1676.672,100.0,1676.6720950307385,100,0.01
1295.43,653.4617,2.179301e-19,1.0,1.0,0.005,1720.4201512940888,500,500.0,1.0,0.4,1.0,451371.2728935369,,187.68,0.0049999994,1720.4201512940888,451371.2728935369,2,1698.546,200.00000010221265,1720.4201512940888,100,0.005
1378.2651,640.00305,5.4391416e-20,1.0,1.0,0.0033333334,1725.1313982063689,500,500.0,1.0,0.4,1.0,378096.9856884809,,187.78,0.0033333336,1725.1313982063689,378096.9856884809,2,1707.408,299.999969473632,1725.1313982063689,100,0.0033333334
1442.774,652.5073,5.434597e-20,1.0,1.0,0.0025,1789.057461831651,500,500.0,1.0,0.4,1.0,473991.8995906881,,194.72,0.0024999997,1789.057461831651,473991.8995906881,2,1727.8201,400.0,1789.057461831651,100,0.0025
1484.7141,669.173,5.431875e-20,1.0,1.0,0.002,1792.0235166376337,500,500.0,1.0,0.4,1.0,537980.627066552,,194.89,0.0020000003,1792.0235166376337,537980.627066552,1,1740.6609,500.00000664260017,1792.0235166376337,100,0.002
1097.2042,541.1749,3.5044917e-18,1.0,1.0,0.01,1667.6917404204337,500,500.0,1.0,0.4,1.0,295828.5795424911,,181.51,0.009999998,1667.6917404204337,295828.5795424911,2,1667.6917,100.0,1667.6917404204337,100,0.01
1274.2085,593.66846,2.179301e-19,1.0,1.0,0.005,1688.296710839738,500,500.0,1.0,0.4,1.0,415961.5630279399,,184.1,0.0049999994,1688.296710839738,415961.5630279399,2,1677.9941,200.00000010221265,1688.296710839738,100,0.005
1358.8866,629.98474,5.4391416e-20,1.0,1.0,0.0033333334,1709.8726416379789,500,500.0,1.0,0.4,1.0,489980.1396567379,,186.52,0.0033333336,1709.8726416379789,489980.1396567379,2,1688.6204,299.999969473632,1709.8726416379789,100,0.0033333334
1428.119,648.8925,5.434597e-20,1.0,1.0,0.0025,1788.8465364714439,500,500.0,1.0,0.4,1.0,490979.49514826544,,194.67,0.0024999997,1788.8465364714439,490979.49514826544,2,1713.6769,400.0,1788.8465364714439,100,0.0025
1458.8969,636.58295,5.431875e-20,1.0,1.0,0.002,1716.8296358441703,500,500.0,1.0,0.4,1.0,345389.0823104223,,186.85,0.0020000003,1716.8296358441703,345389.0823104223,1,1714.3075,500.00000664260017,1716.8296358441703,100,0.002
1289.346,634.5106,3.5044917e-18,1.0,1.0,0.01,1717.6690096873415,500,500.0,1.0,0.4,1.0,406670.42188935,,187.26,0.009999998,1717.6690096873415,406670.42188935,2,1717.669,100.0,1717.6690096873415,100,0.01
1323.502,630.8433,2.179301e-19,1.0,1.0,0.005,1732.4024633671268,500,500.0,1.0,0.4,1.0,397186.2244861347,,188.7,0.0049999994,1732.4024633671268,397186.2244861347,2,1725.0356,200.00000010221265,1732.4024633671268,100,0.005
1392.6261,658.5067,5.4391416e-20,1.0,1.0,0.0033333334,1712.3307664984582,500,500.0,1.0,0.4,1.0,509958.59542152524,,186.65,0.0033333336,1712.3307664984582,509958.59542152524,2,1720.8008,299.999969473632,1712.3307664984582,100,0.0033333334
1428.6069,648.06915,5.434597e-20,1.0,1.0,0.0025,1688.8561837645634,500,500.0,1.0,0.4,1.0,382137.22429840657,,184.12,0.0024999997,1688.8561837645634,382137.22429840657,2,1712.8146,400.0,1688.8561837645634,100,0.0025
1476.2167,659.5705,5.431875e-20,1.0,1.0,0.002,1800.8393307066838,500,500.0,1.0,0.4,1.0,493932.05952543643,,195.96,0.0020000003,1800.8393307066838,493932.05952543643,1,1730.4197,500.00000664260017,1800.8393307066838,100,0.002
1237.721,580.4126,3.5044917e-18,1.0,1.0,0.01,1696.3085017844842,500,500.0,1.0,0.4,1.0,340281.59113815497,,184.83,0.009999998,1696.3085017844842,340281.59113815497,2,1696.3085,100.0,1696.3085017844842,100,0.01
1378.6287,603.92377,2.179301e-19,1.0,1.0,0.005,1719.6586798800702,500,500.0,1.0,0.4,1.0,396259.17184026405,,187.45,0.0049999994,1719.6586798800702,396259.17184026405,2,1707.9835,200.00000010221265,1719.6586798800702,100,0.005
1389.9935,666.8853,5.4391416e-20,1.0,1.0,0.0033333334,1743.8708583017606,500,500.0,1.0,0.4,1.0,610001.5153049869,,189.78,0.0033333336,1743.8708583017606,610001.5153049869,2,1719.946,299.999969473632,1743.8708583017606,100,0.0033333334
1447.1779,685.8117,5.434597e-20,1.0,1.0,0.0025,1774.6576634646303,500,500.0,1.0,0.4,1.0,550401.5061255553,,193.18,0.0024999997,1774.6576634646303,550401.5061255553,2,1733.624,400.0,1774.6576634646303,100,0.0025
1488.9453,700.1032,5.431875e-20,1.0,1.0,0.002,1791.2579836603095,500,500.0,1.0,0.4,1.0,572438.5242148273,,194.9,0.0020000003,1791.2579836603095,572438.5242148273,1,1745.1506,500.00000664260017,1791.2579836603095,100,0.002
1188.2894,659.5001,3.5044917e-18,1.0,1.0,0.01,1761.2200656013374,500,500.0,1.0,0.4,1.0,439333.7607642197,,191.49,0.009999998,1761.2200656013374,439333.7607642197,2,1761.22,100.0,1761.2200656013374,100,0.01
1342.5872,635.2006,2.179301e-19,1.0,1.0,0.005,1734.2005742546085,500,500.0,1.0,0.4,1.0,375408.28746513464,,188.84,0.0049999994,1734.2005742546085,375408.28746513464,2,1747.7102,200.00000010221265,1734.2005742546085,100,0.005
1446.0968,674.8454,5.4391416e-20,1.0,1.0,0.0033333334,1835.2147742550173,500,500.0,1.0,0.4,1.0,559782.506558088,,199.72,0.0033333336,1835.2147742550173,559782.506558088,2,1776.8784,299.999969473632,1835.2147742550173,100,0.0033333334
1461.9978,655.04675,5.434597e-20,1.0,1.0,0.0025,1663.2162949487235,500,500.0,1.0,0.4,1.0,343845.29709674604,,181.39,0.0024999997,1663.2162949487235,343845.29709674604,2,1748.463,400.0,1663.2162949487235,100,0.0025
1482.5244,653.07495,5.431875e-20,1.0,1.0,0.002,1699.8815451203034,500,500.0,1.0,0.4,1.0,418485.7132665099,,185.34,0.0020000003,1699.8815451203034,418485.7132665099,1,1738.7468,500.00000664260017,1699.8815451203034,100,0.002
1091.2946,594.14716,3.5044917e-18,1.0,1.0,0.01,1660.4960305099414,500,500.0,1.0,0.4,1.0,356576.6687324915,,181.06,0.009999998,1660.4960305099414,356576.6687324915,2,1660.4958,100.0,1660.4960305099414,100,0.01
1275.4227,603.4633,2.179301e-19,1.0,1.0,0.005,1695.3216992915093,500,500.0,1.0,0.4,1.0,378503.7455868529,,184.82,0.0049999994,1695.3216992915093,378503.7455868529,2,1677.9088,200.00000010221265,1695.3216992915093,100,0.005
1400.6824,640.5823,5.4391416e-20,1.0,1.0,0.0033333334,1832.6609396000433,500,500.0,1.0,0.4,1.0,491652.12017000467,,199.37,0.0033333336,1832.6609396000433,491652.12017000467,2,1729.4929,299.999969473632,1832.6609396000433,100,0.0033333334
1463.7551,666.6206,5.434597e-20,1.0,1.0,0.0025,1806.6659062459357,500,500.0,1.0,0.4,1.0,547503.2723320134,,196.71,0.0024999997,1806.6659062459357,547503.2723320134,2,1748.7861,400.0,1806.6659062459357,100,0.0025
1503.5181,688.2667,5.431875e-20,1.0,1.0,0.002,1801.6610505152285,500,500.0,1.0,0.4,1.0,594733.8912095003,,196.17,0.0020000003,1801.6610505152285,594733.8912095003,1,1759.3612,500.00000664260017,1801.6610505152285,100,0.002
1153.331,637.98474,3.5044917e-18,1.0,1.0,0.01,1699.9863885239747,500,500.0,1.0,0.4,1.0,411135.86967939633,,185.4,0.009999998,1699.9863885239747,411135.86967939633,2,1699.9865,100.0,1699.9863885239747,100,0.01
1339.4932,620.5133,2.179301e-19,1.0,1.0,0.005,1752.0877643967399,500,500.0,1.0,0.4,1.0,365345.25793176994,,190.56,0.0049999994,1752.0877643967399,365345.25793176994,2,1726.037,200.00000010221265,1752.0877643967399,100,0.005
1392.2888,579.6581,5.4391416e-20,1.0,1.0,0.0033333334,1671.626848336855,500,500.0,1.0,0.4,1.0,238346.69970200586,,181.96,0.0033333336,1671.626848336855,238346.69970200586,2,1707.9005,299.999969473632,1671.626848336855,100,0.0033333334
1457.741,603.2476,5.434597e-20,1.0,1.0,0.0025,1800.5737896244123,500,500.0,1.0,0.4,1.0,445635.5754122246,,195.72,0.0024999997,1800.5737896244123,445635.5754122246,2,1731.0687,400.0,1800.5737896244123,100,0.0025
1472.1368,593.5257,5.431875e-20,1.0,1.0,0.002,1658.7684344217828,500,500.0,1.0,0.4,1.0,304596.9897500986,,180.85,0.0020000003,1658.7684344217828,304596.9897500986,1,1716.6086,500.00000664260017,1658.7684344217828,100,0.002
1228.761,738.76263,3.5044917e-18,1.0,1.0,0.01,1797.0647224786835,500,500.0,1.0,0.4,1.0,551283.0593003134,,195.71,0.009999998,1797.0647224786835,551283.0593003134,2,1797.0647,100.0,1797.0647224786835,100,0.01
1338.2153,670.3242,2.179301e-19,1.0,1.0,0.005,1683.0687550840373,500,500.0,1.0,0.4,1.0,349900.3142147771,,183.38,0.0049999994,1683.0687550840373,349900.3142147771,2,1740.0668,200.00000010221265,1683.0687550840373,100,0.005
1437.5385,664.81494,5.4391416e-20,1.0,1.0,0.0033333334,1816.8126460799792,500,500.0,1.0,0.4,1.0,427617.239242018,,197.43,0.0033333336,1816.8126460799792,427617.239242018,2,1765.6488,299.999969473632,1816.8126460799792,100,0.0033333334
1477.5007,657.7737,5.434597e-20,1.0,1.0,0.0025,1749.6639333167427,500,500.0,1.0,0.4,1.0,408622.79560790875,,190.51,0.0024999997,1749.6639333167427,408622.79560790875,2,1761.6526,400.0,1749.6639333167427,100,0.0025
1492.0048,636.93,5.431875e-20,1.0,1.0,0.002,1684.1791487842722,500,500.0,1.0,0.4,1.0,295890.9589513527,,183.46,0.0020000003,1684.1791487842722,295890.9589513527,1,1746.158,500.00000664260017,1684.1791487842722,100,0.002
1182.5619,687.69836,3.5044917e-18,1.0,1.0,0.01,1753.9840345096484,500,500.0,1.0,0.4,1.0,477706.1093366673,,191.02,0.009999998,1753.9840345096484,477706.1093366673,2,1753.9841,100.0,1753.9840345096484,100,0.01
1349.8376,668.5047,2.179301e-19,1.0,1.0,0.005,1754.6495672069482,500,500.0,1.0,0.4,1.0,425118.8771114156,,191.1,0.0049999994,1754.6495672069482,425118.8771114156,2,1754.3168,200.00000010221265,1754.6495672069482,100,0.005
1436.7354,674.9911,5.4391416e-20,1.0,1.0,0.0033333334,1792.3400316224843,500,500.0,1.0,0.4,1.0,476846.7392872801,,195.02,0.0033333336,1792.3400316224843,476846.7392872801,2,1766.9912,299.999969473632,1792.3400316224843,100,0.0033333334
1457.9082,645.37494,5.434597e-20,1.0,1.0,0.0025,1674.6994971088266,500,500.0,1.0,0.4,1.0,295765.31179323193,,182.46,0.0024999997,1674.6994971088266,295765.31179323193,2,1743.9182,400.0,1674.6994971088266,100,0.0025
1477.138,639.4273,5.431875e-20,1.0,1.0,0.002,1689.0913608242022,500,500.0,1.0,0.4,1.0,379692.99995774805,,183.92,0.0020000003,1689.0913608242022,379692.99995774805,1,1732.953,500.00000664260017,1689.0913608242022,100,0.002
1315.4697,597.63666,3.5044917e-18,1.0,1.0,0.01,1764.7094010130154,500,500.0,1.0,0.4,1.0,360777.36235410254,,191.83,0.009999998,1764.7094010130154,360777.36235410254,2,1764.7094,100.0,1764.7094010130154,100,0.01
1412.2853,609.9394,2.179301e-19,1.0,1.0,0.005,1727.0503821550749,500,500.0,1.0,0.4,1.0,390074.13820420305,,188.01,0.0049999994,1727.0503821550749,390074.13820420305,2,1745.8798,200.00000010221265,1727.0503821550749,100,0.005
1407.0612,597.2542,5.4391416e-20,1.0,1.0,0.0033333334,1694.069208244923,500,500.0,1.0,0.4,1.0,327571.7926855883,,184.33,0.0033333336,1694.069208244923,327571.7926855883,2,1728.6097,299.999969473632,1694.069208244923,100,0.0033333334
1448.0164,589.43994,5.434597e-20,1.0,1.0,0.0025,1720.113757841339,500,500.0,1.0,0.4,1.0,322793.81677553226,,187.22,0.0024999997,1720.113757841339,322793.81677553226,2,1726.4856,400.0,1720.113757841339,100,0.0025
1463.1714,587.12695,5.431875e-20,1.0,1.0,0.002,1655.266657553557,500,500.0,1.0,0.4,1.0,333105.6653608495,,180.77,0.0020000003,1655.266657553557,333105.6653608495,1,1712.242,500.00000664260017,1655.266657553557,100,0.002
1241.1528,593.7812,3.5044917e-18,1.0,1.0,0.01,1720.533486278993,500,500.0,1.0,0.4,1.0,356137.5144186685,,187.15,0.009999998,1720.533486278993,356137.5144186685,2,1720.5336,100.0,1720.533486278993,100,0.01
1321.7122,590.83734,2.179301e-19,1.0,1.0,0.005,1726.1259654706287,500,500.0,1.0,0.4,1.0,349076.5614411837,,188.06,0.0049999994,1726.1259654706287,349076.5614411837,2,1723.3298,200.00000010221265,1726.1259654706287,100,0.005
1375.9153,610.17737,5.4391416e-20,1.0,1.0,0.0033333334,1667.4182364030116,500,500.0,1.0,0.4,1.0,420896.54101845255,,181.81,0.0033333336,1667.4182364030116,420896.54101845255,2,1704.6926,299.999969473632,1667.4182364030116,100,0.0033333334
1417.9834,605.4235,5.434597e-20,1.0,1.0,0.0025,1696.7742838465533,500,500.0,1.0,0.4,1.0,352681.0711804684,,184.83,0.0024999997,1696.7742838465533,352681.0711804684,2,1702.713,400.0,1696.7742838465533,100,0.0025
1468.9126,647.93,5.431875e-20,1.0,1.0,0.002,1807.060084417061,500,500.0,1.0,0.4,1.0,630510.2892069707,,196.83,0.0020000003,1807.060084417061,630510.2892069707,1,1723.5825,500.00000664260017,1807.060084417061,100,0.002
1207.7095,693.8381,3.5044917e-18,1.0,1.0,0.01,1739.8983243981775,500,500.0,1.0,0.4,1.0,486274.10167689726,,189.74,0.009999998,1739.8983243981775,486274.10167689726,2,1739.8984,100.0,1739.8983243981775,100,0.01
1294.3679,620.10876,2.179301e-19,1.0,1.0,0.005,1601.4665500871863,500,500.0,1.0,0.4,1.0,280885.62540076673,,174.77,0.0049999994,1601.4665500871863,280885.62540076673,2,1670.6824,200.00000010221265,1601.4665500871863,100,0.005
1354.9062,629.60504,5.4391416e-20,1.0,1.0,0.0033333334,1707.198099043924,500,500.0,1.0,0.4,1.0,423483.8664862829,,186.16,0.0033333336,1707.198099043924,423483.8664862829,2,1682.8545,299.999969473632,1707.198099043924,100,0.0033333334
1395.4233,615.1584,5.434597e-20,1.0,1.0,0.0025,1669.1765595132217,500,500.0,1.0,0.4,1.0,327607.28198691533,,182.11,0.0024999997,1669.1765595132217,327607.28198691533,2,1679.4348,400.0,1669.1765595132217,100,0.0025
