AvgDiscRet,VarJ,VarVanillaIw,MaxVanillaIw,MinNormIw,BatchSize,VarRet,J,AvgRet,Bound,AvgEpLen,AvgNormIw,VarDiscRet,MinVanillaIw,VarNormIw,MaxNormIw,AvgVanillaIw,ESSClassic,eRenyi2,ESSRenyi
4.956746124662459e-13,160.82318,4.4793878,6.8329697,1.774678e-23,100,5688470.842681565,2595.8884,-2654.305220661724,2100.1978,200.0,0.010000002,5688470.842681565,2.3176862e-21,0.00026263256,0.052320804,1.3059757,27.777297679045684,4.7685723,20.970637136176567
3.481659405224491e-15,69.31931,0.058460042,1.2334938,0.0025078293,100,74901.34279727233,21.182938,-36.73464952541886,-213.32661,200.0,0.01,74901.34279727233,0.2479289,5.9813724e-06,0.012476931,0.98861957,94.40949156007976,1.0642419,93.96360104073835
1.5987211554602254e-16,10.37345,1.2259126,3.0295033,6.358047e-14,100,75.35695162892097,1.6816192,-9.74109818255664,-0.4087286,200.0,0.01,75.35695162892097,6.372557e-12,0.00012203361,0.030226052,1.0022821,45.28713384902858,2.2166073,45.11398953977708
5.329070518200751e-16,10.061595,0.12677804,2.4282982,0.0049751294,100,63.028756587874966,0.8635101,-9.693164221612399,-1.1095698,200.0,0.009999997,63.028756587874966,0.1807186,9.608312e-05,0.06685033,0.36324403,51.249918696600616,nan,nan
-1.8474111129762605e-14,34.64837,0.17457116,1.4511385,0.00035432947,100,275947.93504507985,110.368904,-126.10323379376672,-140.48068,200.0,0.01,275947.93504507985,0.035535738,1.7356268e-05,0.014469409,1.002901,85.33682533737374,1.1743293,85.1549915602374
5.151434834260726e-16,8.310882,0.5270255,2.0497956,6.7992296e-06,100,75.43284743668515,1.5297618,-8.695734671202409,-1.3891351,200.0,0.01,75.43284743668515,0.0007455674,4.383059e-05,0.018693188,1.0965469,69.73875816854036,1.5458002,64.69141316894618
5.329070518200751e-17,8.1432705,0.56019187,2.2018063,4.0748955e-07,100,51.23032268390609,1.102978,-8.804595073512372,-0.6481079,200.0,0.01,51.23032268390609,4.347264e-05,4.921956e-05,0.020638568,1.0668406,67.23711253139359,1.5558051,64.275403667095
4.440892098500626e-16,6.525927,12.114309,19.06767,,100,51.55290712781846,5.41908,-7.39249520870527,0.6808367,200.0,0.01,51.55290712781846,,0.0012954866,0.19718085,0.9670143,7.233106718098057,13.519107,7.396938348007038
4.618527782440651e-16,7.6293564,0.10499708,3.3102646,0.008046371,100,57.82599944681705,0.11045444,-8.203871583125336,-1.231957,200.0,0.01,57.82599944681705,0.76779616,1.1531489e-05,0.034691,0.9542143,89.75355958736692,1.2314848,81.20279062572631
-6.039613253960852e-16,9.719855,14.005958,15.424066,,100,54.481808512905566,4.610208,-8.196121534201945,0.95735407,200.0,0.01,54.48180851290557,,0.0007101246,0.109827146,1.4043946,12.452938295762557,10.93981,9.140926746949889
