VarJ,AvgDiscRet,MinNormIw,ESSRenyi,Bound,MaxNormIw,Delta,VarVanillaIw,BatchSize,IterType,VarRet,AvgNormIw,AvgRet,VarDiscRet,MinVanillaIw,ESSClassic,EpsThisIter,eRenyi2,VarNormIw,AvgEpLen,VanillaAvgRet,AvgVanillaIw,J,MaxVanillaIw
40.0024,-409.186256119,0.0025,500.0,-424.013,0.0025,0.8,,500,2,1610.93724238,0.0025,-409.186256119,1610.93724238,1.0,400.0,100,1.0,5.4346e-20,500.0,-409.186256119,1.0,-410.322,1.0
43.2271,-403.589871117,1.53048e-06,332.586350215,-418.87,0.00760505,0.8,0.497135,500,1,1648.3584155,0.002,-403.589871117,1648.3584155,0.00075517,331.243979108,100,1.50337,2.04193e-06,500.0,-403.589871117,0.986839,-403.855,3.75248
37.0003,-404.724106831,0.01,500.0,-432.426,0.01,0.8,,500,2,1382.84788024,0.01,-404.724106831,1382.84788024,1.0,100.0,100,1.0,3.50449e-18,500.0,-404.724106831,1.0,-404.724,1.0
39.4434,-404.584778011,0.005,500.0,-424.243,0.005,0.8,,500,2,1760.1377135,0.005,-404.584778011,1760.1377135,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-404.584778011,1.0,-404.654,1.0
38.057,-410.286438248,0.00333333,500.0,-422.526,0.00333333,0.8,,500,2,1224.53534209,0.00333333,-410.286438248,1224.53534209,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-410.286438248,1.0,-406.532,1.0
38.7547,-406.693921164,0.0025,500.0,-420.804,0.0025,0.8,,500,2,1679.48130751,0.0025,-406.693921164,1679.48130751,1.0,400.0,100,1.0,5.4346e-20,500.0,-406.693921164,1.0,-406.572,1.0
50.7286,-408.999358729,2.01538e-05,304.047878633,-416.799,0.0111465,0.8,0.770518,500,1,1609.4755587,0.002,-408.999358729,1609.4755587,0.010268,287.254441045,100,1.64448,2.96841e-06,500.0,-408.999358729,1.01897,-400.476,5.67895
33.9592,-405.083260227,0.01,500.0,-432.276,0.01,0.8,,500,2,1164.87851935,0.01,-405.083260227,1164.87851935,1.0,100.0,100,1.0,3.50449e-18,500.0,-405.083260227,1.0,-405.083,1.0
35.3729,-404.007406895,0.005,500.0,-423.773,0.005,0.8,,500,2,1362.29643901,0.005,-404.007406895,1362.29643901,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-404.007406895,1.0,-404.545,1.0
35.7345,-402.193812889,0.00333333,500.0,-419.461,0.00333333,0.8,,500,2,1338.06997085,0.00333333,-402.193812889,1338.06997085,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-402.193812889,1.0,-403.761,1.0
36.1177,-400.444910787,0.0025,500.0,-416.528,0.0025,0.8,,500,2,1392.76567906,0.0025,-400.444910787,1392.76567906,1.0,400.0,100,1.0,5.4346e-20,500.0,-400.444910787,1.0,-402.932,1.0
47.26,-412.398704336,9.17894e-05,346.620881428,-414.916,0.0159456,0.8,0.527978,500,1,1597.20103112,0.002,-412.398704336,1597.20103112,0.0459298,327.629053679,100,1.4425,2.10868e-06,500.0,-412.398704336,1.00077,-400.31,7.97891
37.0209,-402.623962368,0.01,500.0,-429.42,0.01,0.8,,500,2,1384.39316422,0.01,-402.623962368,1384.39316422,1.0,100.0,100,1.0,3.50449e-18,500.0,-402.623962368,1.0,-402.624,1.0
42.6597,-409.499683569,0.005,500.0,-428.576,0.005,0.8,,500,2,2268.18672611,0.005,-409.499683569,2268.18672611,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-409.499683569,1.0,-406.062,1.0
40.5429,-405.568810709,0.00333333,500.0,-424.28,0.00333333,0.8,,500,2,1304.38042626,0.00333333,-405.568810709,1304.38042626,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-405.568810709,1.0,-405.898,1.0
40.1301,-395.019586925,0.0025,500.0,-419.098,0.0025,0.8,,500,2,1436.10896894,0.0025,-395.019586925,1436.10896894,1.0,400.0,100,1.0,5.4346e-20,500.0,-395.019586925,1.0,-403.178,1.0
39.0193,-403.851201287,0.000169615,418.738601956,-416.048,0.0061123,0.8,0.200753,500,1,1263.73762993,0.002,-403.851201287,1263.73762993,0.0853598,417.443026595,100,1.19406,7.92659e-07,500.0,-403.851201287,1.00651,-400.488,3.07604
38.6604,-399.469614513,0.01,500.0,-426.736,0.01,0.8,,500,2,1509.7263164,0.01,-399.469614513,1509.7263164,1.0,100.0,100,1.0,3.50449e-18,500.0,-399.469614513,1.0,-399.47,1.0
37.5771,-402.434282103,0.005,500.0,-420.232,0.005,0.8,,500,2,1338.440856,0.005,-402.434282103,1338.440856,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-402.434282103,1.0,-400.952,1.0
38.2768,-410.521558157,0.00333333,500.0,-419.884,0.00333333,0.8,,500,2,1525.45651131,0.00333333,-410.521558157,1525.45651131,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-410.521558157,1.0,-404.142,1.0
39.3354,-407.206951334,0.0025,500.0,-418.541,0.0025,0.8,,500,2,1804.76645783,0.0025,-407.206951334,1804.76645783,1.0,400.0,100,1.0,5.4346e-20,500.0,-407.206951334,1.0,-404.908,1.0
44.0307,-396.559035265,3.09472e-05,335.006888549,-413.686,0.00764915,0.8,0.451197,500,1,1495.65281811,0.002,-396.559035265,1495.65281811,0.0148981,336.529615725,100,1.49251,1.94691e-06,500.0,-396.559035265,0.962808,-397.766,3.68233
41.7383,-408.603973803,0.01,500.0,-434.78,0.01,0.8,,500,2,1759.68032044,0.01,-408.603973803,1759.68032044,1.0,100.0,100,1.0,3.50449e-18,500.0,-408.603973803,1.0,-408.604,1.0
42.9279,-409.047098821,0.005,500.0,-427.335,0.005,0.8,,500,2,1963.05619866,0.005,-409.047098821,1963.05619866,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-409.047098821,1.0,-408.826,1.0
41.6339,-404.792610559,0.00333333,500.0,-422.596,0.00333333,0.8,,500,2,1518.88609601,0.00333333,-404.792610559,1518.88609601,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-404.792610559,1.0,-407.481,1.0
39.9125,-403.164663214,0.0025,500.0,-419.492,0.0025,0.8,,500,2,1169.60354334,0.0025,-403.164663214,1169.60354334,1.0,400.0,100,1.0,5.4346e-20,500.0,-403.164663214,1.0,-406.402,1.0
50.2914,-400.91340557,7.24154e-08,290.983946329,-414.753,0.0104138,0.8,0.800771,500,1,1519.01069493,0.002,-400.91340557,1519.01069493,3.73539e-05,285.571186954,100,1.71831,3.00953e-06,500.0,-400.91340557,1.03166,-399.406,5.37171
40.4277,-406.175151926,0.01,500.0,-435.571,0.01,0.8,,500,2,1650.90838015,0.01,-406.175151926,1650.90838015,1.0,100.0,100,1.0,3.50449e-18,500.0,-406.175151926,1.0,-406.175,1.0
40.0675,-403.499256305,0.005,500.0,-425.623,0.005,0.8,,500,2,1588.71561388,0.005,-403.499256305,1588.71561388,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-403.499256305,1.0,-404.837,1.0
39.5276,-401.983701841,0.00333333,500.0,-420.858,0.00333333,0.8,,500,2,1485.92102279,0.00333333,-401.983701841,1485.92102279,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-401.983701841,1.0,-403.886,1.0
40.3489,-406.301454058,0.0025,500.0,-419.188,0.0025,0.8,,500,2,1838.83386085,0.0025,-406.301454058,1838.83386085,1.0,400.0,100,1.0,5.4346e-20,500.0,-406.301454058,1.0,-404.49,1.0
24.9382,-396.800784964,,499.999046328,-374.976,0.884204,0.8,5.22357e-11,500,1,1575.0494422,0.002,-396.800784964,1575.0494422,,1.25967446286,100,1.0,0.00158689,500.0,-396.800784964,3.62862e-07,-361.83,0.000160422
50.6809,-422.668267939,0.01,500.0,-452.3,0.01,0.8,,500,2,2594.50103157,0.01,-422.668267939,2594.50103157,1.0,100.0,100,1.0,3.50449e-18,500.0,-422.668267939,1.0,-422.668,1.0
50.7257,-419.28940739,0.005,500.0,-442.633,0.005,0.8,,500,2,2597.91066642,0.005,-419.28940739,2597.91066642,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-419.28940739,1.0,-420.979,1.0
49.4275,-417.960570454,0.00333333,500.0,-437.654,0.00333333,0.8,,500,2,2198.95366168,0.00333333,-417.960570454,2198.95366168,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-417.960570454,1.0,-419.973,1.0
48.2756,-418.001303602,0.0025,500.0,-434.792,0.0025,0.8,,500,2,2010.09568901,0.0025,-418.001303602,2010.09568901,1.0,400.0,100,1.0,5.4346e-20,500.0,-418.001303602,1.0,-419.48,1.0
57.0037,-408.688358355,7.33634e-07,259.651990026,-422.944,0.0117467,0.8,0.945072,500,1,2185.80721626,0.002,-408.688358355,2185.80721626,0.000398201,277.721426381,100,1.92565,3.20788e-06,500.0,-408.688358355,1.08556,-403.939,6.37589
38.2659,-400.472690683,0.01,500.0,-424.928,0.01,0.8,,500,2,1479.06941433,0.01,-400.472690683,1479.06941433,1.0,100.0,100,1.0,3.50449e-18,500.0,-400.472690683,1.0,-400.473,1.0
42.9124,-410.019098288,0.005,500.0,-424.23,0.005,0.8,,500,2,2195.04736936,0.005,-410.019098288,2195.04736936,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-410.019098288,1.0,-405.246,1.0
43.6255,-403.136722594,0.00333333,500.0,-420.633,0.00333333,0.8,,500,2,2044.07910418,0.00333333,-403.136722594,2044.07910418,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-403.136722594,1.0,-404.543,1.0
45.3308,-411.932728749,0.0025,500.0,-420.325,0.0025,0.8,,500,2,2493.96802882,0.0025,-411.932728749,2493.96802882,1.0,400.0,100,1.0,5.4346e-20,500.0,-411.932728749,1.0,-406.39,1.0
53.5806,-408.143469844,3.14865e-08,298.635674223,-416.238,0.0111582,0.8,0.770245,500,1,1828.31390459,0.002,-408.143469844,1828.31390459,1.57475e-05,282.758568416,100,1.67428,3.07933e-06,500.0,-408.143469844,1.00027,-400.111,5.58059
38.8548,-409.709623017,0.01,500.0,-435.058,0.01,0.8,,500,2,1524.94694272,0.01,-409.709623017,1524.94694272,1.0,100.0,100,1.0,3.50449e-18,500.0,-409.709623017,1.0,-409.71,1.0
41.7868,-398.936748983,0.005,500.0,-423.379,0.005,0.8,,500,2,1943.98951995,0.005,-398.936748983,1943.98951995,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-398.936748983,1.0,-404.323,1.0
42.9097,-400.771668549,0.00333333,500.0,-419.136,0.00333333,0.8,,500,2,2043.48907996,0.00333333,-400.771668549,2043.48907996,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-400.771668549,1.0,-403.139,1.0
43.0505,-403.529323333,0.0025,500.0,-417.091,0.0025,0.8,,500,2,1908.6190738,0.0025,-403.529323333,1908.6190738,1.0,400.0,100,1.0,5.4346e-20,500.0,-403.529323333,1.0,-403.237,1.0
60.9143,-396.620016051,1.94224e-06,236.343369291,-411.319,0.0130078,0.8,1.10147,500,1,1356.3103024,0.002,-396.620016051,1356.3103024,0.000936788,229.219294274,100,2.11557,4.73474e-06,500.0,-396.620016051,0.964649,-393.296,6.274
36.9029,-395.882607328,0.01,500.0,-420.776,0.01,0.8,,500,2,1375.57879029,0.01,-395.882607328,1375.57879029,1.0,100.0,100,1.0,3.50449e-18,500.0,-395.882607328,1.0,-395.883,1.0
39.1907,-401.260006698,0.005,500.0,-416.381,0.005,0.8,,500,2,1712.65917481,0.005,-401.260006698,1712.65917481,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-401.260006698,1.0,-398.571,1.0
39.5743,-389.608265181,0.00333333,500.0,-410.761,0.00333333,0.8,,500,2,1588.88569191,0.00333333,-389.608265181,1588.88569191,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-389.608265181,1.0,-395.584,1.0
39.4165,-402.336367307,0.0025,500.0,-410.415,0.0025,0.8,,500,2,1497.04511456,0.0025,-402.336367307,1497.04511456,1.0,400.0,100,1.0,5.4346e-20,500.0,-402.336367307,1.0,-397.272,1.0
51.5698,-390.3875888,2.79678e-06,289.865925648,-404.045,0.0114864,0.8,0.6943,500,1,1547.797757,0.002,-390.3875888,1547.797757,0.00133011,283.145002276,100,1.72494,3.06966e-06,500.0,-390.3875888,0.951171,-388.605,5.46278
48.2507,-405.732047339,0.01,500.0,-432.722,0.01,0.8,,500,2,2351.64485718,0.01,-405.732047339,2351.64485718,1.0,100.0,100,1.0,3.50449e-18,500.0,-405.732047339,1.0,-405.732,1.0
46.246,-405.379914502,0.005,500.0,-424.641,0.005,0.8,,500,2,1968.89130027,0.005,-405.379914502,1968.89130027,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-405.379914502,1.0,-405.556,1.0
43.9991,-391.474764024,0.00333333,500.0,-416.445,0.00333333,0.8,,500,2,1412.31080672,0.00333333,-391.474764024,1412.31080672,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-391.474764024,1.0,-400.862,1.0
43.4004,-397.223108539,0.0025,500.0,-413.448,0.0025,0.8,,500,2,1734.02146709,0.0025,-397.223108539,1734.02146709,1.0,400.0,100,1.0,5.4346e-20,500.0,-397.223108539,1.0,-399.952,1.0
64.9911,-400.246254595,4.55226e-08,217.721019612,-407.901,0.0165533,0.8,1.21324,500,1,1720.34042762,0.002,-400.246254595,1720.34042762,2.22781e-05,220.857326437,100,2.29652,5.06575e-06,500.0,-400.246254595,0.97877,-389.61,8.10095
39.9647,-394.728233565,0.01,500.0,-421.06,0.01,0.8,,500,2,1613.31402391,0.01,-394.728233565,1613.31402391,1.0,100.0,100,1.0,3.50449e-18,500.0,-394.728233565,1.0,-394.728,1.0
43.0428,-400.373233432,0.005,500.0,-416.17,0.005,0.8,,500,2,2113.39320214,0.005,-400.373233432,2113.39320214,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-400.373233432,1.0,-397.551,1.0
41.6267,-390.4026271,0.00333333,500.0,-410.371,0.00333333,0.8,,500,2,1473.65212891,0.00333333,-390.4026271,1473.65212891,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-390.4026271,1.0,-395.168,1.0
40.685,-382.592209619,0.0025,500.0,-405.19,0.0025,0.8,,500,2,1317.27679141,0.0025,-382.592209619,1317.27679141,1.0,400.0,100,1.0,5.4346e-20,500.0,-382.592209619,1.0,-392.024,1.0
42.6149,-392.921724776,5.51895e-05,393.790799201,-404.107,0.00622438,0.8,0.253363,500,1,1698.23925005,0.002,-392.921724776,1698.23925005,0.0266992,393.668823118,100,1.26971,1.08258e-06,500.0,-392.921724776,0.967547,-389.105,3.01119
39.3406,-391.485444034,0.01,500.0,-417.18,0.01,0.8,,500,2,1563.31451696,0.01,-391.485444034,1563.31451696,1.0,100.0,100,1.0,3.50449e-18,500.0,-391.485444034,1.0,-391.485,1.0
37.4002,-382.897951474,0.005,500.0,-405.361,0.005,0.8,,500,2,1225.2456834,0.005,-382.897951474,1225.2456834,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-382.897951474,1.0,-387.192,1.0
38.1023,-394.053126376,0.00333333,500.0,-404.714,0.00333333,0.8,,500,2,1541.8430697,0.00333333,-394.053126376,1541.8430697,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-394.053126376,1.0,-389.479,1.0
38.1672,-394.169192359,0.0025,500.0,-403.846,0.0025,0.8,,500,2,1469.788102,0.0025,-394.169192359,1469.788102,1.0,400.0,100,1.0,5.4346e-20,500.0,-394.169192359,1.0,-390.651,1.0
45.8971,-396.075341451,3.03473e-05,326.514775902,-402.226,0.0114275,0.8,0.585152,500,1,1264.38030305,0.002,-396.075341451,1264.38030305,0.0150421,313.628401286,100,1.53132,2.38174e-06,500.0,-396.075341451,0.991328,-387.622,5.66421
41.2075,-391.983837391,0.01,500.0,-418.863,0.01,0.8,,500,2,1715.20593334,0.01,-391.983837391,1715.20593334,1.0,100.0,100,1.0,3.50449e-18,500.0,-391.983837391,1.0,-391.984,1.0
42.3447,-395.865377645,0.005,500.0,-412.931,0.005,0.8,,500,2,1899.56232042,0.005,-395.865377645,1899.56232042,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-395.865377645,1.0,-393.925,1.0
40.026,-390.333085916,0.00333333,500.0,-408.246,0.00333333,0.8,,500,2,1223.72184515,0.00333333,-390.333085916,1223.72184515,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-390.333085916,1.0,-392.727,1.0
41.2467,-398.733289174,0.0025,500.0,-408.948,0.0025,0.8,,500,2,1991.79002133,0.0025,-398.733289174,1991.79002133,1.0,400.0,100,1.0,5.4346e-20,500.0,-398.733289174,1.0,-394.229,1.0
42.5956,-397.117158294,0.000527137,446.397780987,-407.087,0.00622564,0.8,0.101254,500,1,1814.55108768,0.002,-397.117158294,1814.55108768,0.259724,452.871866134,100,1.12008,4.17094e-07,500.0,-397.117158294,0.985414,-393.154,3.06742
44.0206,-398.298368521,0.01,500.0,-425.968,0.01,0.8,,500,2,1957.38755633,0.01,-398.298368521,1957.38755633,1.0,100.0,100,1.0,3.50449e-18,500.0,-398.298368521,1.0,-398.298,1.0
43.1172,-395.773797948,0.005,500.0,-416.601,0.005,0.8,,500,2,1795.14296244,0.005,-395.773797948,1795.14296244,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-395.773797948,1.0,-397.036,1.0
42.2768,-395.599695825,0.00333333,500.0,-412.532,0.00333333,0.8,,500,2,1658.99815779,0.00333333,-395.599695825,1658.99815779,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-395.599695825,1.0,-396.557,1.0
41.5596,-388.946369054,0.0025,500.0,-408.489,0.0025,0.8,,500,2,1518.57037046,0.0025,-388.946369054,1518.57037046,1.0,400.0,100,1.0,5.4346e-20,500.0,-388.946369054,1.0,-394.655,1.0
47.7989,-391.741419002,1.20053e-05,333.277023081,-404.371,0.0104445,0.8,0.539721,500,1,1878.56311385,0.002,-391.741419002,1878.56311385,0.00584639,318.914862672,100,1.50025,2.27582e-06,500.0,-391.741419002,0.973971,-389.215,5.08631
40.381,-399.669711205,0.01,500.0,-427.12,0.01,0.8,,500,2,1647.09525422,0.01,-399.669711205,1647.09525422,1.0,100.0,100,1.0,3.50449e-18,500.0,-399.669711205,1.0,-399.67,1.0
41.1289,-398.231379152,0.005,500.0,-418.361,0.005,0.8,,500,2,1769.21265066,0.005,-398.231379152,1769.21265066,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-398.231379152,1.0,-398.951,1.0
41.5577,-390.638382793,0.00333333,500.0,-412.028,0.00333333,0.8,,500,2,1769.58449338,0.00333333,-390.638382793,1769.58449338,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-390.638382793,1.0,-396.18,1.0
41.2927,-397.051780792,0.0025,500.0,-410.123,0.0025,0.8,,500,2,1655.21683008,0.0025,-397.051780792,1655.21683008,1.0,400.0,100,1.0,5.4346e-20,500.0,-397.051780792,1.0,-396.398,1.0
43.8667,-399.911007899,4.87384e-05,368.436471232,-407.914,0.0132283,0.8,0.435722,500,1,1747.31466204,0.002,-399.911007899,1747.31466204,0.0255042,357.907289198,100,1.35709,1.59122e-06,500.0,-399.911007899,1.04657,-393.613,6.92218
41.1985,-397.311753225,0.01,500.0,-425.509,0.01,0.8,,500,2,1714.46473793,0.01,-397.311753225,1714.46473793,1.0,100.0,100,1.0,3.50449e-18,500.0,-397.311753225,1.0,-397.312,1.0
38.7105,-390.807061216,0.005,500.0,-413.998,0.005,0.8,,500,2,1291.44214013,0.005,-390.807061216,1291.44214013,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-390.807061216,1.0,-394.059,1.0
40.3649,-389.377662655,0.00333333,500.0,-408.821,0.00333333,0.8,,500,2,1895.31297862,0.00333333,-389.377662655,1895.31297862,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-389.377662655,1.0,-392.499,1.0
41.0452,-396.543790532,0.0025,500.0,-407.646,0.0025,0.8,,500,2,1857.16595394,0.0025,-396.543790532,1857.16595394,1.0,400.0,100,1.0,5.4346e-20,500.0,-396.543790532,1.0,-393.51,1.0
56.4891,-401.548624288,5.28161e-11,229.559845154,-404.579,0.0106265,0.8,1.17785,500,1,2687.01387455,0.002,-401.548624288,2687.01387455,2.52557e-08,218.798335727,100,2.17808,5.15115e-06,500.0,-401.548624288,0.956363,-385.144,5.08142
42.7311,-399.753580016,0.01,500.0,-428.086,0.01,0.8,,500,2,1844.38836319,0.01,-399.753580016,1844.38836319,1.0,100.0,100,1.0,3.50449e-18,500.0,-399.753580016,1.0,-399.754,1.0
40.5906,-389.775765607,0.005,500.0,-414.799,0.005,0.8,,500,2,1433.81422147,0.005,-389.775765607,1433.81422147,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-389.775765607,1.0,-394.765,1.0
39.7825,-394.598672097,0.00333333,500.0,-411.067,0.00333333,0.8,,500,2,1467.39971461,0.00333333,-394.598672097,1467.39971461,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-394.598672097,1.0,-394.709,1.0
41.7816,-401.473187544,0.0025,500.0,-410.567,0.0025,0.8,,500,2,2222.77526908,0.0025,-401.473187544,2222.77526908,1.0,400.0,100,1.0,5.4346e-20,500.0,-401.473187544,1.0,-396.4,1.0
46.4648,-388.721155749,1.13033e-05,341.465467798,-407.129,0.00681478,0.8,0.43491,500,1,1944.19975864,0.002,-388.721155749,1944.19975864,0.00556326,345.317075676,100,1.46428,1.79537e-06,500.0,-388.721155749,0.984358,-390.305,3.35409
38.313,-392.528547326,0.01,500.0,-417.255,0.01,0.8,,500,2,1482.71022941,0.01,-392.528547326,1482.71022941,1.0,100.0,100,1.0,3.50449e-18,500.0,-392.528547326,1.0,-392.529,1.0
39.1917,-396.453430614,0.005,500.0,-412.566,0.005,0.8,,500,2,1612.51439373,0.005,-396.453430614,1612.51439373,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-396.453430614,1.0,-394.491,1.0
39.3012,-392.079453143,0.00333333,500.0,-408.95,0.00333333,0.8,,500,2,1573.63251116,0.00333333,-392.079453143,1573.63251116,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-392.079453143,1.0,-393.687,1.0
39.0572,-392.883345,0.0025,500.0,-406.811,0.0025,0.8,,500,2,1482.45920277,0.0025,-392.883345,1482.45920277,1.0,400.0,100,1.0,5.4346e-20,500.0,-392.883345,1.0,-393.486,1.0
47.2328,-389.968409446,1.04053e-07,260.594407928,-401.975,0.0107041,0.8,0.920705,500,1,1852.756088,0.002,-389.968409446,1852.756088,5.01717e-05,251.501485311,100,1.91869,3.96016e-06,500.0,-389.968409446,0.964348,-385.466,5.16124
44.5779,-405.57285553,0.01,500.0,-432.75,0.01,0.8,,500,2,2007.25752934,0.01,-405.57285553,2007.25752934,1.0,100.0,100,1.0,3.50449e-18,500.0,-405.57285553,1.0,-405.573,1.0
43.3871,-385.555759397,0.005,500.0,-414.781,0.005,0.8,,500,2,1593.28789991,0.005,-385.555759397,1593.28789991,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-385.555759397,1.0,-395.564,1.0
41.2486,-395.258046859,0.00333333,500.0,-411.153,0.00333333,0.8,,500,2,1352.92702758,0.00333333,-395.258046859,1352.92702758,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-395.258046859,1.0,-395.462,1.0
41.3174,-397.055677112,0.0025,500.0,-409.449,0.0025,0.8,,500,2,1739.64652506,0.0025,-397.055677112,1739.64652506,1.0,400.0,100,1.0,5.4346e-20,500.0,-397.055677112,1.0,-395.861,1.0
47.8573,-395.584894571,2.61178e-05,338.190539221,-405.595,0.00904361,0.8,0.411665,500,1,1893.07990139,0.002,-395.584894571,1893.07990139,0.0123384,342.41283269,100,1.47846,1.8446e-06,500.0,-395.584894571,0.944824,-390.816,4.27231
43.6559,-400.875834745,0.01,500.0,-428.158,0.01,0.8,,500,2,1925.08459288,0.01,-400.875834745,1925.08459288,1.0,100.0,100,1.0,3.50449e-18,500.0,-400.875834745,1.0,-400.876,1.0
43.5384,-397.845699632,0.005,500.0,-420.191,0.005,0.8,,500,2,1899.76564718,0.005,-397.845699632,1899.76564718,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-397.845699632,1.0,-399.361,1.0
41.5772,-390.634286376,0.00333333,500.0,-413.46,0.00333333,0.8,,500,2,1357.61233911,0.00333333,-390.634286376,1357.61233911,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-390.634286376,1.0,-396.452,1.0
40.7388,-391.134294565,0.0025,500.0,-409.852,0.0025,0.8,,500,2,1445.85534145,0.0025,-391.134294565,1445.85534145,1.0,400.0,100,1.0,5.4346e-20,500.0,-391.134294565,1.0,-395.122,1.0
52.9565,-395.581422459,0.000115816,349.690066495,-406.519,0.0162302,0.8,0.575609,500,1,1787.32647,0.002,-395.581422459,1787.32647,0.0587276,320.813046283,100,1.42984,2.23864e-06,500.0,-395.581422459,1.01415,-390.766,8.22993
43.4351,-398.643521638,0.01,500.0,-425.272,0.01,0.8,,500,2,1905.66835233,0.01,-398.643521638,1905.66835233,1.0,100.0,100,1.0,3.50449e-18,500.0,-398.643521638,1.0,-398.643,1.0
39.8636,-390.41226133,0.005,500.0,-413.357,0.005,0.8,,500,2,1270.43462312,0.005,-390.41226133,1270.43462312,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-390.41226133,1.0,-394.528,1.0
40.0874,-396.369287387,0.00333333,500.0,-410.516,0.00333333,0.8,,500,2,1657.09398878,0.00333333,-396.369287387,1657.09398878,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-396.369287387,1.0,-395.142,1.0
39.8787,-395.784077352,0.0025,500.0,-408.617,0.0025,0.8,,500,2,1555.50217161,0.0025,-395.784077352,1555.50217161,1.0,400.0,100,1.0,5.4346e-20,500.0,-395.784077352,1.0,-395.302,1.0
76.5546,-391.327025543,1.49329e-05,243.990724138,-404.205,0.0506116,0.8,2.51557,500,1,1301.95204627,0.002,-391.327025543,1301.95204627,0.00794901,155.522773999,100,2.04926,8.87761e-06,500.0,-391.327025543,1.06463,-387.157,26.9414
33.9444,-384.215685193,0.01,500.0,-407.655,0.01,0.8,,500,2,1163.85929575,0.01,-384.215685193,1163.85929575,1.0,100.0,100,1.0,3.50449e-18,500.0,-384.215685193,1.0,-384.216,1.0
35.0876,-394.243973033,0.005,500.0,-407.257,0.005,0.8,,500,2,1272.49889203,0.005,-394.243973033,1272.49889203,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-394.243973033,1.0,-389.23,1.0
37.8522,-403.507845324,0.00333333,500.0,-408.708,0.00333333,0.8,,500,2,1717.36492291,0.00333333,-403.507845324,1717.36492291,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-403.507845324,1.0,-393.989,1.0
39.9392,-400.872552035,0.0025,500.0,-408.457,0.0025,0.8,,500,2,2067.3262472,0.0025,-400.872552035,2067.3262472,1.0,400.0,100,1.0,5.4346e-20,500.0,-400.872552035,1.0,-395.71,1.0
123.12,-394.653121471,9.15225e-06,189.859812678,-403.086,0.12569,0.8,11.5526,500,1,2089.95968328,0.002,-394.653121471,2089.95968328,0.00529074,51.9464570546,100,2.63352,3.45703e-05,500.0,-394.653121471,1.15616,-383.489,72.659
38.0229,-392.989105773,0.01,500.0,-418.592,0.01,0.8,,500,2,1460.34494938,0.01,-392.989105773,1460.34494938,1.0,100.0,100,1.0,3.50449e-18,500.0,-392.989105773,1.0,-392.989,1.0
39.1983,-395.626765854,0.005,500.0,-412.426,0.005,0.8,,500,2,1640.19051179,0.005,-395.626765854,1640.19051179,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-395.626765854,1.0,-394.308,1.0
41.0639,-400.740062301,0.00333333,500.0,-412.852,0.00333333,0.8,,500,2,1977.92459433,0.00333333,-400.740062301,1977.92459433,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-400.740062301,1.0,-396.452,1.0
