Delta,MinVanillaIw,VarNormIw,MaxVanillaIw,ESSRenyi,AvgVanillaIw,MaxNormIw,VarRet,ESSClassic,AvgEpLen,J,IterType,AvgRet,AvgDiscRet,Bound,eRenyi2,VanillaAvgRet,VarJ,VarVanillaIw,EpsThisIter,AvgNormIw,BatchSize,VarDiscRet,MinNormIw
0.2,0.905831,3.14907e-07,1.18133,99.6582544627,0.995728,0.011864,1387.6132155,99.6892185393,98.64,-68.8008,1,-69.088012981,-69.088012981,-152.339,1.00343,-69.088012981,35.731,0.00312222,100,0.01,100,1387.6132155,0.00909718
0.2,0.85248,8.70481e-07,1.39513,99.0462588542,1.0032,0.0139069,3783.83712593,99.145563141,106.83,-74.9175,1,-75.7400959119,-75.7400959119,-158.746,1.00963,-75.7400959119,57.739,0.00876057,100,0.01,100,3783.83712593,0.00849762
0.2,0.45977,4.59372e-06,2.27716,96.5742013836,1.01634,0.0224056,8327.18143003,95.6500262749,121.13,-85.1673,1,-88.5988136169,-88.5988136169,-170.062,1.03547,-88.5988136169,79.7243,0.0474504,100,0.01,100,8327.18143003,0.00452379
0.2,0.627948,8.99055e-07,1.24448,98.9465573977,1.00934,0.0123296,6102.57072444,99.1177947343,111.75,-80.0234,1,-80.8079093473,-80.8079093473,-163.895,1.01065,-80.8079093473,74.8885,0.0091593,100,0.01,100,6102.57072444,0.00622137
0.2,0.793428,1.88744e-05,3.98768,94.7014388879,1.06772,0.0373477,9378.86716223,84.2562220501,126.35,-87.937,1,-93.1315899973,-93.1315899973,-173.668,1.05595,-93.1315899973,82.6332,0.215171,100,0.01,100,9378.86716223,0.00743107
0.2,0.472346,2.61073e-06,1.26647,97.842626154,0.978763,0.0129395,6035.08187834,97.4805234661,117.63,-82.8044,1,-84.5806354438,-84.5806354438,-167.147,1.02205,-84.5806354438,70.0906,0.0250102,100,0.01,100,6035.08187834,0.00482595
0.2,0.583885,2.2373e-06,1.43973,97.0380439529,1.00193,0.0143696,6098.52450332,97.8330860655,114.72,-80.6339,1,-83.1140916751,-83.1140916751,-165.326,1.03052,-83.1140916751,68.2266,0.0224595,100,0.01,100,6098.52450332,0.0058276
0.2,0.946334,2.44007e-07,1.20507,99.6980039738,0.995589,0.012104,2568.02725242,99.7590037478,102.06,-71.4843,1,-71.7491907527,-71.7491907527,-155.038,1.00303,-71.7491907527,48.4586,0.00241859,100,0.01,100,2568.02725242,0.00950526
0.2,0.917255,4.22092e-07,1.21608,99.548078783,0.992301,0.0122551,2576.48050221,99.5838322428,101.18,-71.0305,1,-71.4293888095,-71.4293888095,-154.646,1.00454,-71.4293888095,47.7606,0.00415618,100,0.01,100,2576.48050221,0.00924372
0.2,0.417299,2.34319e-06,1.43143,98.069464577,1.00252,0.0142783,7211.51666411,97.7328451942,117.15,-83.7365,1,-85.2099686982,-85.2099686982,-167.981,1.01969,-85.2099686982,79.2009,0.0235504,100,0.01,100,7211.51666411,0.00416248
0.2,0.890162,2.5762e-07,1.20711,99.708621841,1.00068,0.0120629,1386.05383562,99.7456092836,98.59,-68.5979,1,-68.8488864601,-68.8488864601,-152.147,1.00292,-68.8488864601,35.329,0.00257971,100,0.01,100,1386.05383562,0.00889557
0.2,0.879391,4.54953e-07,1.24804,99.3381489344,0.994548,0.0125488,5008.6508814,99.5516156054,107.77,-76.8415,1,-77.4225525291,-77.4225525291,-160.547,1.00666,-77.4225525291,67.2027,0.00450006,100,0.01,100,5008.6508814,0.00884212
0.2,0.254558,5.536e-06,1.30605,94.7922614531,0.997148,0.0130979,6082.77730585,94.8041012266,114.25,-78.1651,1,-82.4387645051,-82.4387645051,-163.854,1.05494,-82.4387645051,64.3654,0.0550447,100,0.01,100,6082.77730585,0.00255286
0.2,0.532475,3.97813e-06,1.62345,96.0818556245,0.998244,0.016263,6088.57989793,96.2108469821,113.34,-79.0718,1,-82.3320402277,-82.3320402277,-164.184,1.04078,-82.3320402277,66.8687,0.0396417,100,0.01,100,6088.57989793,0.00533411
0.2,0.893484,2.00021e-06,2.08678,98.7025694577,1.00529,0.020758,6111.81108109,98.058250441,112.1,-79.8079,1,-80.9160773322,-80.9160773322,-163.782,1.01314,-80.9160773322,73.6106,0.0202143,100,0.01,100,6111.81108109,0.00888783
0.2,0.478636,1.75852e-06,1.26351,98.803827723,0.994384,0.0127065,4987.86322118,98.2888603556,109.61,-78.0637,1,-78.9925090609,-78.9925090609,-161.993,1.01211,-78.9925090609,66.6296,0.0173882,100,0.01,100,4987.86322118,0.0048134
0.2,0.903535,2.04949e-07,1.18745,99.5746424511,1.00214,0.0118492,6076.52014314,99.7975066103,113.34,-81.6547,1,-82.0305476949,-82.0305476949,-165.261,1.00427,-82.0305476949,75.9302,0.00205828,100,0.01,100,6076.52014314,0.00901605
0.2,0.508808,2.21946e-06,1.24219,98.187582512,0.982218,0.0126468,2577.78743223,97.8499626407,99.98,-68.6276,1,-70.1413244374,-70.1413244374,-152.821,1.01846,-70.1413244374,40.029,0.0214123,100,0.01,100,2577.78743223,0.00518019
0.2,0.314804,3.61143e-06,1.37692,95.5185376566,1.01439,0.0135739,4997.64001175,96.5481048024,108.58,-73.8844,1,-77.6454023898,-77.6454023898,-159.247,1.04692,-77.6454023898,55.8673,0.037161,100,0.01,100,4997.64001175,0.00310339
0.2,0.757134,1.51179e-06,1.44812,98.1511640682,0.994546,0.0145607,8251.38002679,98.5253693021,122.78,-88.4445,1,-90.036619027,-90.036619027,-172.654,1.01884,-90.036619027,84.1202,0.0149535,100,0.01,100,8251.38002679,0.00761286
0.2,0.976633,7.06918e-08,1.17264,99.9378947919,0.996096,0.0117723,2574.20167514,99.9300613883,101.75,-71.4739,1,-71.5294075945,-71.5294075945,-154.927,1.00062,-71.5294075945,49.7259,0.000701409,100,0.01,100,2574.20167514,0.00980461
0.2,0.775439,7.20498e-07,1.13973,99.3804337331,0.995862,0.0114446,1350.69078319,99.2917694151,97.38,-67.1075,1,-67.6156008439,-67.6156008439,-150.778,1.00623,-67.6156008439,31.3855,0.00714547,100,0.01,100,1350.69078319,0.00778662
0.2,0.912238,2.78497e-07,1.15958,99.782784768,1.00515,0.0115364,2592.11691931,99.7250179888,99.26,-69.8643,1,-70.0526008332,-70.0526008332,-153.377,1.00218,-70.0526008332,48.9677,0.00281374,100,0.01,100,2592.11691931,0.00907563
0.2,0.233496,6.37883e-06,1.34914,94.9742151467,0.992962,0.013587,7220.29014428,94.0600551229,117.22,-80.6621,1,-85.3057210368,-85.3057210368,-166.268,1.05292,-85.3057210368,72.4867,0.0628936,100,0.01,100,7220.29014428,0.00235151
0.2,0.738572,1.0058e-06,1.34015,99.0502936638,1.01262,0.0132345,6080.96200226,99.0140701922,112.97,-80.6713,1,-81.4989005972,-81.4989005972,-164.498,1.00959,-81.4989005972,75.2567,0.0103134,100,0.01,100,6080.96200226,0.00729369
0.2,0.874866,2.6244e-06,1.91005,98.3050176105,1.00582,0.01899,3755.84463932,97.4676354087,106.45,-74.3224,1,-75.8393954851,-75.8393954851,-158.466,1.01724,-75.8393954851,54.4323,0.0265501,100,0.01,100,3755.84463932,0.00869807
0.2,0.788357,2.50478e-06,1.53963,97.672607637,0.992952,0.0155056,8386.57961935,97.5802649527,118.28,-84.8496,1,-86.9651161444,-86.9651161444,-169.266,1.02383,-86.9651161444,84.3316,0.0246959,100,0.01,100,8386.57961935,0.00793953
0.2,0.5362,2.47665e-06,1.3711,97.4131868479,1.00096,0.0136978,3813.00850559,97.6067551696,104.85,-72.3617,1,-74.5374204159,-74.5374204159,-156.89,1.02656,-74.5374204159,50.0007,0.0248142,100,0.01,100,3813.00850559,0.00535684
0.2,0.437232,2.13144e-06,1.14898,98.496822921,0.983324,0.0116846,1390.40595373,97.9334563657,100.01,-68.4465,1,-69.8700149494,-69.8700149494,-152.504,1.01526,-69.8700149494,25.1752,0.0206094,100,0.01,100,1390.40595373,0.00444648
0.2,0.481263,3.29704e-06,1.35548,96.4868029814,1.00263,0.0135192,3807.0962658,96.8390934624,104.94,-71.8712,1,-74.7268555337,-74.7268555337,-156.803,1.03641,-74.7268555337,45.6147,0.0331444,100,0.01,100,3807.0962658,0.00479999
0.2,0.930705,4.97848e-07,1.37335,99.4925512309,1.00131,0.0137156,2566.19061998,99.5095502183,105.27,-73.7714,1,-74.2509459631,-74.2509459631,-157.412,1.0051,-74.2509459631,47.4058,0.00499151,100,0.01,100,2566.19061998,0.0092949
0.2,0.452038,3.47151e-06,1.22924,96.8245734683,0.999101,0.0123035,2602.69876783,96.6773420437,99.69,-67.6769,1,-70.6242909342,-70.6242909342,-152.461,1.0328,-70.6242909342,32.4535,0.0346527,100,0.01,100,2602.69876783,0.00452445
0.2,0.821395,5.67418e-07,1.27734,99.3457370705,1.00863,0.0126641,1371.81024673,99.4413939229,95.38,-65.8911,1,-66.4433907433,-66.4433907433,-149.593,1.00659,-66.4433907433,32.8476,0.00577256,100,0.01,100,1371.81024673,0.00814365
0.2,0.653174,9.38741e-07,1.13728,98.730705625,1.01508,0.0112038,1359.38302529,99.0792384231,98.19,-67.311,1,-68.4530342153,-68.4530342153,-151.263,1.01286,-68.4530342153,26.5383,0.00967266,100,0.01,100,1359.38302529,0.00643471
0.2,0.873861,7.94429e-07,1.32342,99.0258910091,0.99412,0.0133125,3789.15118976,99.2196511064,105.05,-74.1522,1,-75.0395404613,-75.0395404613,-157.99,1.00984,-75.0395404613,56.8616,0.00785114,100,0.01,100,3789.15118976,0.0087903
0.2,0.416553,1.85621e-06,1.17783,98.5483267089,0.987669,0.0119254,2572.91630369,98.1954974099,101.74,-70.469,1,-71.6751130731,-71.6751130731,-154.507,1.01473,-71.6751130731,42.505,0.0181072,100,0.01,100,2572.91630369,0.00421754
0.2,0.457178,3.39758e-06,1.31562,96.6221332501,0.995234,0.0132192,3788.18704061,96.7458637501,104.75,-71.517,1,-74.6014939111,-74.6014939111,-156.391,1.03496,-74.6014939111,48.1867,0.0336527,100,0.01,100,3788.18704061,0.00459367
0.2,0.463299,1.88862e-06,1.18722,97.8966010005,1.01377,0.011711,3782.92698968,98.1646183852,104.89,-72.969,1,-74.7216355972,-74.7216355972,-157.288,1.02149,-74.7216355972,53.553,0.0194097,100,0.01,100,3782.92698968,0.00457008
0.2,0.5356,2.60656e-06,1.25873,98.2398447764,0.979836,0.0128463,3794.58443871,97.4844275627,109.79,-76.6113,1,-78.115177494,-78.115177494,-160.784,1.01792,-78.115177494,54.1663,0.025025,100,0.01,100,3794.58443871,0.00546622
0.2,0.0187728,2.07475e-05,1.46482,87.2524723382,0.917091,0.0159724,6027.06959157,82.959967366,115.37,-71.6569,1,-83.0900854389,-83.0900854389,-160.971,1.1461,-83.0900854389,34.1485,0.174499,100,0.01,100,6027.06959157,0.000204699
0.2,0.578622,3.735e-06,1.48919,97.0121655402,0.995599,0.0149578,7150.29216686,96.4341813937,120.65,-85.3916,1,-87.8788682766,-87.8788682766,-170.095,1.0308,-87.8788682766,75.653,0.0370219,100,0.01,100,7150.29216686,0.0058118
0.2,0.768725,9.77958e-07,1.27045,98.5749617768,1.00317,0.0126644,10484.2037513,99.0410668182,128.94,-94.5933,1,-95.7832876748,-95.7832876748,-178.623,1.01446,-95.7832876748,99.3091,0.00984162,100,0.01,100,10484.2037513,0.00766298
0.2,0.918981,1.04819e-06,1.52096,99.1558533588,1.00756,0.0150955,3748.18062974,98.9729660335,106.69,-74.8812,1,-75.6490977897,-75.6490977897,-158.664,1.00851,-75.6490977897,56.9068,0.010641,100,0.01,100,3748.18062974,0.00912085
0.2,0.811225,6.37251e-06,2.18844,94.4582433166,1.04458,0.0209504,12468.5279901,94.0656304056,137.35,-96.7824,1,-102.580909993,-102.580909993,-182.624,1.05867,-102.580909993,97.6733,0.0695331,100,0.01,100,12468.5279901,0.00776606
0.2,0.900112,9.63331e-07,1.32501,98.7590438679,0.988755,0.0134008,4928.7142782,99.0552864227,110.73,-78.1822,1,-79.3154876514,-79.3154876514,-162.132,1.01257,-79.3154876514,65.4029,0.00941788,100,0.01,100,4928.7142782,0.00910349
0.2,0.862679,3.53356e-07,1.23691,99.6452917983,1.00375,0.0123229,3803.05580575,99.6514052139,104.49,-74.1292,1,-74.4378020218,-74.4378020218,-157.705,1.00356,-74.4378020218,59.6014,0.00356009,100,0.01,100,3803.05580575,0.00859458
0.2,0.878449,4.63439e-07,1.20695,99.5378612183,1.00636,0.0119933,1376.1336665,99.5432946821,95.44,-66.3868,1,-66.7820185687,-66.7820185687,-149.994,1.00464,-66.7820185687,33.6972,0.00469351,100,0.01,100,1376.1336665,0.008729
0.2,0.948779,2.69778e-07,1.21393,99.728797278,0.999307,0.0121477,2578.14406783,99.7336286005,102.95,-72.3005,1,-72.5272209112,-72.5272209112,-155.836,1.00272,-72.5272209112,49.2746,0.00269404,100,0.01,100,2578.14406783,0.00949437
0.2,0.922989,1.79623e-06,1.79021,99.2398198717,1.0048,0.0178167,3781.28746621,98.2528146607,105.77,-74.5548,1,-75.2132174878,-75.2132174878,-158.301,1.00766,-75.2132174878,57.0609,0.018135,100,0.01,100,3781.28746621,0.00918582
0.2,0.461915,2.0163e-06,1.32496,98.0093784485,1.00491,0.0131849,3726.0781992,98.0429269868,107.62,-74.5341,1,-76.2131285042,-76.2131285042,-158.798,1.02031,-76.2131285042,51.5031,0.0203614,100,0.01,100,3726.0781992,0.00459659
0.2,0.271267,7.23456e-06,1.43668,93.5322894929,1.00432,0.0143051,6073.28627813,93.3164926985,114.34,-76.282,1,-82.3048056148,-82.3048056148,-162.546,1.06915,-82.3048056148,57.3681,0.0729719,100,0.01,100,6073.28627813,0.002701
0.2,0.924497,4.37779e-07,1.26287,99.3349493237,0.991151,0.0127415,3781.39890825,99.5684667271,105.39,-74.0024,1,-74.5683745965,-74.5683745965,-157.708,1.0067,-74.5683745965,59.0215,0.00430065,100,0.01,100,3781.39890825,0.00932751
0.2,0.927897,6.67119e-07,1.34663,99.4779328684,1.00235,0.0134346,2637.30877336,99.3438755375,101.19,-71.0137,1,-71.4801574108,-71.4801574108,-154.658,1.00525,-71.4801574108,47.9797,0.00670263,100,0.01,100,2637.30877336,0.00925718
0.2,0.531671,3.03779e-06,1.22386,97.1951476395,0.998854,0.0122526,2574.87328171,97.0804082804,100.78,-68.3837,1,-70.8298595585,-70.8298595585,-153.007,1.02886,-70.8298595585,34.5441,0.0303083,100,0.01,100,2574.87328171,0.00532281
0.2,0.714817,1.12993e-06,1.22309,99.1143449463,0.991656,0.0123338,4955.49539362,98.8937548395,110.05,-77.8986,1,-78.7132755843,-78.7132755843,-161.696,1.00894,-78.7132755843,67.2147,0.0111115,100,0.01,100,4955.49539362,0.00720831
0.2,0.849826,1.22407e-06,1.37415,99.0924390554,1.00031,0.0137373,3748.96368576,98.802693,106.04,-74.2999,1,-75.0654293212,-75.0654293212,-158.103,1.00916,-75.0654293212,57.2014,0.0122483,100,0.01,100,3748.96368576,0.00849562
0.2,0.648581,1.45221e-06,1.21895,98.8407205565,0.988308,0.0123337,4975.98455678,98.5826838006,108.65,-76.6479,1,-77.6437485199,-77.6437485199,-160.563,1.01173,-77.6437485199,65.7987,0.0141845,100,0.01,100,4975.98455678,0.00656254
0.2,0.905489,5.0821e-07,1.25383,99.4638141229,0.996379,0.0125839,4880.67509704,99.4993925138,112.24,-79.4524,1,-79.9164854866,-79.9164854866,-163.103,1.00539,-79.9164854866,67.5124,0.00504536,100,0.01,100,4880.67509704,0.0090878
0.2,0.917291,5.41397e-07,1.24073,99.3307148617,0.995072,0.0124688,3782.13434632,99.4668613242,107.25,-75.7807,1,-76.3669729471,-76.3669729471,-159.488,1.00674,-76.3669729471,58.1819,0.00536075,100,0.01,100,3782.13434632,0.00921834
0.2,0.727726,1.91088e-06,1.35564,98.4206900306,1.0051,0.0134877,3772.06184226,98.1433462367,104.82,-73.1268,1,-74.4679371966,-74.4679371966,-157.222,1.01605,-74.4679371966,54.164,0.0193041,100,0.01,100,3772.06184226,0.00724035
0.2,0.823762,4.02824e-07,1.31038,99.5795360604,0.99946,0.0131109,3773.24992153,99.6027901644,106.47,-75.3768,1,-75.7257925341,-75.7257925341,-158.981,1.00422,-75.7257925341,59.9565,0.00402389,100,0.01,100,3773.24992153,0.00824207
0.2,0.541405,2.47916e-06,1.37824,97.453203083,0.991856,0.0138956,6136.83714855,97.604424251,112.02,-78.6785,1,-80.9909745009,-80.9909745009,-163.19,1.02613,-80.9909745009,69.972,0.0243895,100,0.01,100,6136.83714855,0.0054585
0.2,0.724233,4.69118e-07,1.07096,99.307384747,1.01081,0.0105951,4954.59908857,99.5377041067,109.62,-78.4346,1,-78.9529761522,-78.9529761522,-162.153,1.00697,-78.9529761522,67.9079,0.00479311,100,0.01,100,4954.59908857,0.00716491
0.2,0.672778,1.16962e-06,1.24189,98.9853906831,1.01365,0.0122516,7286.18634648,98.8553194575,114.17,-82.2065,1,-83.0349420799,-83.0349420799,-166.061,1.01025,-83.0349420799,82.2788,0.0120178,100,0.01,100,7286.18634648,0.00663716
0.2,0.864397,2.1227e-06,1.60446,97.478977535,0.999192,0.0160576,12433.746987,97.941796436,138.18,-100.966,1,-103.285173525,-103.285173525,-185.466,1.02586,-103.285173525,105.78,0.0211927,100,0.01,100,12433.746987,0.00865096
0.2,0.90925,2.15528e-06,1.74536,98.8797272117,1.00998,0.0172811,3819.45067845,97.9108908887,103.9,-72.8093,1,-73.8227128667,-73.8227128667,-156.703,1.01133,-73.8227128667,56.2545,0.0219853,100,0.01,100,3819.45067845,0.00900264
0.2,0.482152,2.00065e-06,1.60609,98.2351509735,1.00753,0.0159408,3794.23467844,98.0578049392,106.57,-73.7949,1,-75.4673831104,-75.4673831104,-157.969,1.01797,-75.4673831104,54.5492,0.0203089,100,0.01,100,3794.23467844,0.00478549
0.2,0.619671,2.22729e-06,1.23028,97.8578865372,1.0087,0.0121968,7135.61093782,97.8425340725,119.28,-84.9293,1,-86.7690000981,-86.7690000981,-169.265,1.02189,-86.7690000981,78.5984,0.0226621,100,0.01,100,7135.61093782,0.00614328
0.2,0.820656,3.3206e-06,1.71474,97.5015130352,1.01293,0.0169284,6089.82118817,96.8172287408,112.53,-78.694,1,-80.9875079787,-80.9875079787,-163.184,1.02563,-80.9875079787,69.4132,0.0340705,100,0.01,100,6089.82118817,0.00810178
0.2,0.78882,1.31425e-06,1.47622,98.3396365941,1.00465,0.0146939,6088.3375929,98.7156002267,112.69,-79.9885,1,-81.5006193814,-81.5006193814,-164.118,1.01688,-81.5006193814,72.3883,0.0132649,100,0.01,100,6088.3375929,0.00785172
0.2,0.585401,3.9326e-06,2.08286,95.5462805486,1.03698,0.0200858,8318.68883915,96.2526456302,121.07,-84.5374,1,-88.631864526,-88.631864526,-169.888,1.04661,-88.631864526,78.3929,0.0422885,100,0.01,100,8318.68883915,0.00564523
0.2,0.568163,1.59638e-06,1.13242,98.5775913228,1.00221,0.0112992,1396.73663408,98.4441519051,97.67,-66.8124,1,-68.2185796809,-68.2185796809,-150.84,1.01443,-68.2185796809,23.5991,0.0160344,100,0.01,100,1396.73663408,0.00566911
0.2,0.182712,7.42577e-06,1.34903,95.7531947379,0.94239,0.014315,6132.91048216,93.151936711,112.58,-77.6493,1,-81.3584556754,-81.3584556754,-162.907,1.04435,-81.3584556754,67.7788,0.0659482,100,0.01,100,6132.91048216,0.00193881
0.2,0.317247,5.80615e-06,2.01538,95.5363021316,0.997125,0.0202119,6054.17561017,94.5643502819,115.29,-79.4716,1,-83.2840726504,-83.2840726504,-164.826,1.04672,-83.2840726504,65.5536,0.0577282,100,0.01,100,6054.17561017,0.00318161
0.2,0.900346,1.20184e-06,1.64291,99.2262615892,0.996355,0.0164892,6066.89586181,98.8241416363,114.95,-81.9993,1,-82.6561329195,-82.6561329195,-165.752,1.0078,-82.6561329195,74.7899,0.011931,100,0.01,100,6066.89586181,0.00903639
0.2,0.667713,1.19191e-06,1.213,99.082080743,0.99623,0.0121759,4950.74901845,98.833798671,109.39,-77.5126,1,-78.257084526,-78.257084526,-161.327,1.00926,-78.257084526,66.1181,0.0118294,100,0.01,100,4950.74901845,0.0067024
0.2,0.0994262,7.51147e-06,1.64701,92.9420359833,1.01365,0.0162483,7239.40591012,93.0783570812,116.27,-78.7594,1,-84.5134365205,-84.5134365205,-165.296,1.07594,-84.5134365205,67.3519,0.0771789,100,0.01,100,7239.40591012,0.000980875
0.2,0.585402,1.8987e-06,1.7312,98.068535913,1.01886,0.0169916,3770.36713059,98.1549583353,102.91,-71.6347,1,-73.384837275,-73.384837275,-155.879,1.0197,-73.384837275,53.0038,0.0197098,100,0.01,100,3770.36713059,0.00574568
0.2,0.642617,2.2387e-06,1.50346,97.7281255676,1.0258,0.0146565,3796.56425225,97.8317450632,105.9,-72.8309,1,-74.8765974706,-74.8765974706,-157.223,1.02325,-74.8765974706,50.8904,0.023557,100,0.01,100,3796.56425225,0.00626455
0.2,0.784737,1.51019e-06,1.49297,98.6055055922,1.02652,0.014544,3801.39287839,98.5269595483,103.87,-72.729,1,-73.9730697396,-73.9730697396,-156.744,1.01414,-73.9730697396,55.1567,0.0159134,100,0.01,100,3801.39287839,0.00764466
0.2,0.705518,1.49786e-06,1.24334,98.1042964416,0.989798,0.0125616,4927.87803718,98.5387633548,111.05,-77.9588,1,-79.5830700153,-79.5830700153,-162.19,1.01932,-79.5830700153,63.186,0.0146746,100,0.01,100,4927.87803718,0.00712789
0.2,0.636963,3.36607e-06,1.84447,97.5418173835,1.00362,0.0183783,6115.34626624,96.7750545802,111.63,-78.5787,1,-80.8337138186,-80.8337138186,-163.052,1.0252,-80.8337138186,69.7982,0.0339045,100,0.01,100,6115.34626624,0.00634669
0.2,0.868491,4.01475e-06,2.15037,97.6132906432,1.01042,0.021282,8328.53049252,96.177342977,120.92,-86.6702,1,-88.6734318024,-88.6734318024,-171.112,1.02445,-88.6734318024,85.6459,0.0409883,100,0.01,100,8328.53049252,0.00859538
0.2,0.309173,2.42215e-06,1.26158,97.435386367,1.00588,0.012542,6131.33312762,97.658222604,110.96,-78.2521,1,-80.3855328852,-80.3855328852,-162.771,1.02632,-80.3855328852,70.787,0.0245073,100,0.01,100,6131.33312762,0.00307365
0.2,0.414993,2.78292e-06,1.39809,97.6770999782,1.02856,0.0135927,5018.24229245,97.318798241,106.7,-74.3119,1,-76.400657859,-76.400657859,-158.725,1.02378,-76.400657859,62.4268,0.0294417,100,0.01,100,5018.24229245,0.00403468
0.2,0.37143,7.57189e-06,1.44889,93.5717895033,0.980853,0.0147717,11445.0014654,93.0265799212,133.28,-93.4995,1,-99.3442345163,-99.3442345163,-179.75,1.0687,-99.3442345163,91.7826,0.072847,100,0.01,100,11445.0014654,0.0037868
0.2,0.705231,8.49911e-07,1.13378,99.0351969758,1.00074,0.0113295,2598.81876462,99.1656527532,101.99,-71.4191,1,-72.2170692432,-72.2170692432,-155.247,1.00974,-72.2170692432,44.8424,0.00851168,100,0.01,100,2598.81876462,0.0070471
0.2,0.767636,2.41944e-06,1.55699,97.3697449047,1.00178,0.0155422,7238.65346252,97.6607894013,116.88,-82.6315,1,-85.0113664524,-85.0113664524,-167.179,1.02701,-85.0113664524,77.5975,0.0242806,100,0.01,100,7238.65346252,0.00766272
0.2,0.475096,1.53922e-06,1.12816,98.1493955322,1.00145,0.0112652,2569.78354492,98.4990609136,100.16,-69.0227,1,-70.5106339134,-70.5106339134,-153.234,1.01885,-70.5106339134,40.3163,0.0154369,100,0.01,100,2569.78354492,0.00474407
0.2,0.817422,2.25311e-06,1.71025,98.3116421941,1.01365,0.0168722,6069.13314863,97.8181045038,114.95,-80.9798,1,-82.5339090718,-82.5339090718,-165.12,1.01717,-82.5339090718,70.626,0.0231502,100,0.01,100,6069.13314863,0.00806417
0.2,0.838651,6.91539e-07,1.34546,99.3797273179,0.998124,0.0134799,11386.4169734,99.3200341888,134.05,-99.5228,1,-100.055945182,-100.055945182,-183.211,1.00624,-100.055945182,104.502,0.00688946,100,0.01,100,11386.4169734,0.00840227
0.2,0.464593,1.88278e-06,1.17355,98.3860832018,0.983211,0.0119358,8375.73478002,98.1701641677,119.0,-85.8473,1,-87.5571432796,-87.5571432796,-169.957,1.0164,-87.5571432796,87.7603,0.018201,100,0.01,100,8375.73478002,0.00472527
0.2,0.876641,1.88698e-06,1.74878,97.8802892277,0.995044,0.0175749,10416.2849043,98.1661336938,129.57,-93.994,1,-95.9476318771,-95.9476318771,-178.321,1.02166,-95.9476318771,95.8356,0.0186833,100,0.01,100,10416.2849043,0.00881008
0.2,0.781042,9.61666e-07,1.26147,98.871219552,1.00602,0.0125393,4956.81651239,99.0569202005,108.41,-76.9213,1,-77.8967907856,-77.8967907856,-160.824,1.01142,-77.8967907856,64.7046,0.00973271,100,0.01,100,4956.81651239,0.00776371
0.2,0.601925,1.64453e-06,1.28199,98.2304116081,0.980098,0.0130802,7266.59673993,98.3980153007,115.16,-82.6227,1,-84.1480038823,-84.1480038823,-166.799,1.01801,-84.1480038823,80.791,0.0157972,100,0.01,100,7266.59673993,0.00614148
0.2,0.614446,1.62568e-06,1.29487,98.0242785314,0.996556,0.0129934,4909.47224386,98.4160487377,111.11,-78.4267,1,-80.0610847306,-80.0610847306,-162.684,1.02016,-80.0610847306,63.1235,0.016145,100,0.01,100,4909.47224386,0.0061657
0.2,0.631728,2.07676e-06,1.28281,97.96788596,0.976687,0.0131343,3776.26266103,97.9854225558,107.39,-75.1385,1,-76.8107621744,-76.8107621744,-159.427,1.02074,-76.8107621744,50.8775,0.0198105,100,0.01,100,3776.26266103,0.00646807
0.2,0.425049,1.9864e-06,1.1591,98.1200173019,0.997451,0.0116206,3787.1574216,98.0713538787,103.78,-72.1036,1,-73.7504602386,-73.7504602386,-156.326,1.01916,-73.7504602386,53.9968,0.0197629,100,0.01,100,3787.1574216,0.00426136
0.2,0.332195,4.18605e-06,1.48139,96.5224297128,0.967927,0.0153048,7206.65755148,96.0207102108,117.36,-81.9195,1,-85.2729957943,-85.2729957943,-166.838,1.03603,-85.2729957943,75.5901,0.0392184,100,0.01,100,7206.65755148,0.00343202
0.2,0.554753,4.78562e-06,1.80363,95.8992221157,1.01105,0.0178392,8314.05740812,95.4765330876,121.65,-85.228,1,-88.9920392299,-88.9920392299,-170.422,1.04276,-88.9920392299,78.3699,0.0489193,100,0.01,100,8314.05740812,0.00548692
0.2,0.94231,5.32986e-08,1.06293,99.9335135294,0.996407,0.0106676,1345.67426859,99.9472571598,98.08,-68.2755,1,-68.3332951578,-68.3332951578,-151.726,1.00067,-68.3332951578,35.6709,0.000529163,100,0.01,100,1345.67426859,0.00945707
0.2,0.561575,3.64288e-06,1.59237,97.5390500004,1.00283,0.0158787,6047.6560923,96.5191166814,115.03,-80.7877,1,-82.902907721,-82.902907721,-165.259,1.02523,-82.902907721,69.3533,0.0366352,100,0.01,100,6047.6560923,0.0055999
0.2,0.287988,5.79396e-06,1.34406,95.056782339,0.989635,0.0135814,8374.28205668,94.575182795,118.96,-83.7974,1,-87.4337367599,-87.4337367599,-169.368,1.052,-87.4337367599,83.5528,0.0567447,100,0.01,100,8374.28205668,0.00291004
0.2,0.727792,6.4237e-07,1.10736,99.2537928872,1.01202,0.0109421,1360.12563504,99.368075174,98.64,-68.0462,1,-68.6744586308,-68.6744586308,-151.786,1.00752,-68.6744586308,32.1124,0.00657903,100,0.01,100,1360.12563504,0.00719149
0.2,0.530219,2.7513e-06,1.22551,97.2651436754,1.01644,0.0120568,3748.64827482,97.3484235987,106.62,-73.1552,1,-75.5744378477,-75.5744378477,-157.742,1.02812,-75.5744378477,49.3871,0.0284253,100,0.01,100,3748.64827482,0.00521642
