VarDiscRet,ESSClassic,AvgVanillaIw,AvgRet,AvgNormIw,Bound,BatchSize,ESSRenyi,AvgDiscRet,VarVanillaIw,MinNormIw,J,eRenyi2,VanillaAvgRet,VarNormIw,MinVanillaIw,MaxNormIw,MaxVanillaIw,VarJ,VarRet,AvgEpLen
12414.200999294342,1.3355648806569076,2.6657047,-1.0587086762825493e-14,0.01,463.62354,100,4.961845534582243,-1.0587086762825493e-14,530.25464,7.8870177e-10,822.5102,20.153791,79.74702847706696,0.0074620903,2.102446e-07,0.8643419,230.40802,1145.7931,12414.200999294342,8.98
258560.44046288417,1.334370461031911,1.7602957,1.3642420526593923e-14,0.01,1381.0793,100,2.099498399411182,1.3642420526593923e-14,231.43317,1.848819e-36,4169.449,47.630424,199.42609799468,0.00746886,3.254468e-34,0.86429954,152.14227,5797.809,258560.44046288417,20.94
1675000.9510936635,3.4211173191639346,1.002024,-1.546140993013978e-13,0.009999999,2337.1116,100,5.666411998326517,-1.546140993013978e-13,28.630917,3.052373e-16,3817.525,17.647852,812.814717713089,0.0028515374,3.0585513e-14,0.38561746,38.639797,2283.6987,1675000.9510936635,82.24
4297886.771081535,20.56987486952217,1.3322113,1.8644641386345028e-13,0.01,1858.0796,100,18.745040343160433,1.8644641386345028e-13,6.9225254,1.2072744e-30,2321.6162,5.3347445,2615.4266241017317,0.0003900483,1.6083446e-28,0.07330283,9.765486,244.4907,4297886.771081535,262.17
997606.0775852593,47.74092196723387,0.94461745,-2.091837814077735e-13,0.01,238.408,100,46.27877331962798,-2.091837814077735e-13,0.9866152,7.0033616e-07,272.51352,2.1608179,4724.323888660359,0.00011056963,6.615498e-05,0.04349736,4.1088367,14.753665,997606.0775852593,472.53
0.006196561932692075,2.966738479367381,1.5350837,3.2741809263825415e-13,0.010000002,0.038358938,100,11.42217752687966,3.2741809263825415e-13,77.85209,7.704369e-11,0.058048747,8.754898,4999.920837996896,0.003303743,1.1826851e-08,0.569153,87.36974,0.10171558,0.006196561932692075,500.0
249994.53319382644,63.09498702615951,0.93247515,-2.3646862246096135e-13,0.01,44.60613,100,64.16138248120426,-2.3646862246096135e-13,0.5137239,7.518593e-06,49.8653,1.5585699,4949.945858784467,5.9082016e-05,0.0007010901,0.022716584,2.118265,1.4291035,249994.53319382644,495.01
0.0017593926459228857,1.115357069951837,0.2564063,1.9099388737231492e-13,0.01,0.0363328,100,99.95339897353821,1.9099388737231492e-13,5.8875837,,0.039745465,1.0004662,4999.959415251603,0.008955292,,0.94631475,24.264107,0.0062560705,0.0017593926459228857,500.0
0.0019098667330555233,8.370573688218606,0.8197766,6.548361852765083e-13,0.009999999,0.0155083565,100,9.903853164979719,6.548361852765083e-13,7.4308014,5.52358e-40,0.027402643,10.09708,4999.955471425146,0.0011057185,4.5281037e-38,0.19582973,16.053663,0.032412797,0.0019098667330555233,500.0
0.001070853051637125,3.2581998796150913,1.1400722,-5.184119800105691e-13,0.01,0.016781177,100,6.644205367545881,-5.184119800105691e-13,38.982162,2.5879647e-23,0.029115004,15.050709,4999.962105625975,0.0029991711,2.9504666e-21,0.48461804,55.249954,0.0472767,0.001070853051637125,500.0
