AvgEpLen,MinVanillaIw,eRenyi2,ESSClassic,AvgDiscRet,VarVanillaIw,AvgNormIw,VarDiscRet,Bound,ESSRenyi,MaxVanillaIw,BatchSize,VarJ,AvgVanillaIw,MaxNormIw,VarNormIw,VarRet,J,MinNormIw,AvgRet
200.0,,6474.4473,1.0000043412376418,-1.1596057447604835e-13,342074.3,0.01,3680974.5780205172,80491.375,0.015445333925404467,5848.713,100,0.00055312715,58.487255,0.99999785,0.009999959,3680974.578020517,1438.3076,,-1439.2221432774563
200.0,0.5888676,nan,49.8909548374285,5.684341886080802e-16,1.0660026,0.01,65.51233200925677,-0.860579,nan,8.696013,100,9.466318,1.0250608,0.08483413,0.000101451646,65.51233200925677,1.2020016,0.0057447096,-9.446819349147365
200.0,,inf,,-1.1191048088221578e-15,inf,0.01,62.9171336542491,3.0554972e+33,,3.374431e+34,100,,3.374431e+32,1.0,0.0100000035,62.9171336542491,9.054852,,-9.170087348980504
200.0,1.0,nan,100.0,-3.1974423109204507e-16,,0.009999998,68.52562394299919,-1.4749932,nan,1.0,100,8.2365265,1.0,0.01,3.5044917e-18,68.52562394299919,5.2154064e-08,0.01,-9.078669442230252
200.0,1.0,nan,100.0,3.730349362740526e-16,,0.009999998,60.517037084809175,-1.405319,nan,1.0,100,7.7402754,1.0,0.01,3.5044917e-18,60.517037084809175,1.4156103e-07,0.01,-9.027729560874343
200.0,1.0,nan,100.0,-1.5099033134902129e-15,,0.009999998,69.40198130468184,-1.4621141,nan,1.0,100,8.289026,1.0,0.01,3.5044917e-18,69.40198130468184,5.9604645e-08,0.01,-9.427167782260309
200.0,1.0,nan,100.0,1.4210854715202005e-15,,0.009999998,64.02592145812358,-1.4570266,nan,1.0,100,7.961511,1.0,0.01,3.5044917e-18,64.02592145812358,1.4901161e-08,0.01,-9.761357899184201
200.0,1.0,nan,100.0,1.0658141036401502e-16,,0.009999998,74.19409153236961,-1.4790685,nan,1.0,100,8.570423,1.0,0.01,3.5044917e-18,74.19409153236961,1.2665987e-07,0.01,-9.06124033454776
200.0,1.0,nan,100.0,1.2434497875801754e-16,,0.009999998,65.54609108220839,-1.4172955,nan,1.0,100,8.055472,1.0,0.01,3.5044917e-18,65.54609108220839,8.940697e-08,0.01,-9.838293984283986
200.0,1.0,nan,100.0,2.2737367544323206e-15,,0.009999998,67.9632434101794,-1.4445385,nan,1.0,100,8.202659,1.0,0.01,3.5044917e-18,67.96324341017939,1.4901161e-07,0.01,-9.537895378721007
200.0,1.0,nan,100.0,-1.794120407794253e-15,,0.009999998,56.49659927231394,-1.5152278,nan,1.0,100,7.4787455,1.0,0.01,3.5044917e-18,56.49659927231394,8.940697e-08,0.01,-8.58448636770952
200.0,1.0,nan,100.0,-1.9539925233402755e-16,,0.009999998,67.26476242963138,-1.4213622,nan,1.0,100,8.1603985,1.0,0.01,3.5044917e-18,67.26476242963138,-1.4901161e-08,0.01,-9.773989294888485
200.0,1.0,nan,100.0,-3.375077994860476e-16,,0.009999998,62.62795876788732,-1.4631312,nan,1.0,100,7.874114,1.0,0.01,3.5044917e-18,62.62795876788732,,0.01,-9.232187875670423
200.0,1.0,nan,100.0,-1.2523315717771765e-15,,0.009999998,64.74587455858466,-1.5659058,nan,1.0,100,8.006148,1.0,0.01,3.5044917e-18,64.74587455858466,-3.7252903e-08,0.01,-7.667869879587138
200.0,1.0,nan,100.0,-3.552713678800501e-16,,0.009999998,70.97511388878449,-1.4594029,nan,1.0,100,8.382443,1.0,0.01,3.5044917e-18,70.97511388878449,,0.01,-9.554556547416716
200.0,1.0,nan,100.0,2.1316282072803005e-15,,0.009999998,68.92820022416834,-1.4504005,nan,1.0,100,8.260685,1.0,0.01,3.5044917e-18,68.92820022416832,-8.940697e-08,0.01,-9.590274086402221
200.0,1.0,nan,100.0,-2.6645352591003756e-16,,0.009999998,63.70836828982287,-1.4725711,nan,1.0,100,7.9417434,1.0,0.01,3.5044917e-18,63.70836828982287,4.656613e-08,0.01,-8.787905006255171
200.0,1.0,nan,100.0,-1.2967404927621828e-15,,0.009999998,65.51160933793541,-1.421262,nan,1.0,100,8.053352,1.0,0.01,3.5044917e-18,65.51160933793543,2.9802322e-08,0.01,-8.811575749904723
200.0,1.0,nan,100.0,-1.874056465567264e-15,,0.009999998,80.86729661900979,-1.4536097,nan,1.0,100,8.947549,1.0,0.01,3.5044917e-18,80.86729661900979,8.195639e-08,0.01,-9.280581775415579
200.0,1.0,nan,100.0,-1.0480505352461477e-15,,0.009999998,63.90661988450653,-1.4284317,nan,1.0,100,7.95409,1.0,0.01,3.5044917e-18,63.90661988450652,5.9604645e-08,0.01,-10.064141624406465
200.0,1.0,nan,100.0,-2.842170943040401e-16,,0.009999998,56.02786195257509,-1.5141945,nan,1.0,100,7.447656,1.0,0.01,3.5044917e-18,56.02786195257509,1.2665987e-07,0.01,-8.707562923885613
200.0,1.0,nan,100.0,-2.1316282072803005e-16,,0.009999998,59.64361370360524,-1.4101797,nan,1.0,100,7.684216,1.0,0.01,3.5044917e-18,59.64361370360524,3.3527613e-08,0.01,-9.485748172094329
200.0,1.0,nan,100.0,1.4210854715202004e-16,,0.009999998,77.34816848317118,-1.4087708,nan,1.0,100,8.750696,1.0,0.01,3.5044917e-18,77.34816848317118,-1.0430813e-07,0.01,-10.096850787525819
200.0,1.0,nan,100.0,8.171241461241152e-16,,0.009999998,57.10238736163122,-1.5195303,nan,1.0,100,7.5187345,1.0,0.01,3.5044917e-18,57.10238736163122,1.4901161e-07,0.01,-8.948785227794044
200.0,1.0,nan,100.0,3.907985046680551e-16,,0.009999998,69.6149929286002,-1.480405,nan,1.0,100,8.301737,1.0,0.01,3.5044917e-18,69.6149929286002,-2.9802322e-08,0.01,-8.891467635461012
200.0,1.0,nan,100.0,-1.616484723854228e-15,,0.009999998,74.05794046346664,-1.4107829,nan,1.0,100,8.562555,1.0,0.01,3.5044917e-18,74.05794046346664,2.9802322e-08,0.01,-9.827097025591259
200.0,1.0,nan,100.0,-7.105427357601002e-17,,0.009999998,59.81314113940056,-1.460599,nan,1.0,100,7.6951284,1.0,0.01,3.5044917e-18,59.81314113940056,-5.2154064e-08,0.01,-9.398372057734093
200.0,1.0,nan,100.0,-7.993605777301127e-16,,0.009999998,72.20275932410414,-1.4250823,nan,1.0,100,8.454628,1.0,0.01,3.5044917e-18,72.20275932410414,-8.195639e-08,0.01,-9.935077441742898
200.0,1.0,nan,100.0,1.0658141036401502e-15,,0.009999998,68.66485786140146,-1.4385378,nan,1.0,100,8.24489,1.0,0.01,3.5044917e-18,68.66485786140146,3.7252903e-08,0.01,-9.736722213385022
200.0,1.0,nan,100.0,-1.6342482922482305e-15,,0.009999998,70.04165073820101,-1.508054,nan,1.0,100,8.327138,1.0,0.01,3.5044917e-18,70.04165073820101,-2.9802322e-08,0.01,-9.15107881007273
200.0,1.0,nan,100.0,-3.1974423109204507e-16,,0.009999998,70.54143442520773,-1.3571141,nan,1.0,100,8.356794,1.0,0.01,3.5044917e-18,70.54143442520773,-2.9802322e-08,0.01,-10.505146607235346
200.0,1.0,nan,100.0,1.3500311979441904e-15,,0.009999998,68.7211878186969,-1.4649876,nan,1.0,100,8.248271,1.0,0.01,3.5044917e-18,68.72118781869692,-4.4703484e-08,0.01,-9.477008620984908
200.0,1.0,nan,100.0,-2.2382096176443156e-15,,0.009999998,67.00805608253255,-1.5302761,nan,1.0,100,8.144813,1.0,0.01,3.5044917e-18,67.00805608253255,-5.2154064e-08,0.01,-8.794653218512655
200.0,1.0,nan,100.0,1.652011860642233e-15,,0.009999998,61.26400264760495,-1.3006085,nan,1.0,100,7.7878985,1.0,0.01,3.5044917e-18,61.26400264760496,,0.01,-10.109638658487953
200.0,1.0,nan,100.0,-9.414691248821328e-16,,0.009999998,64.33181890364325,-1.4164053,nan,1.0,100,7.9805074,1.0,0.01,3.5044917e-18,64.33181890364325,-4.4703484e-08,0.01,-9.575278511845454
200.0,1.0,nan,100.0,5.684341886080802e-16,,0.009999998,61.48369135701636,-1.4402461,nan,1.0,100,7.8018494,1.0,0.01,3.5044917e-18,61.48369135701636,3.259629e-08,0.01,-8.04464723716341
200.0,1.0,nan,100.0,-2.220446049250313e-16,,0.009999998,56.41398167242605,-1.5509852,nan,1.0,100,7.4732757,1.0,0.01,3.5044917e-18,56.41398167242605,5.9604645e-08,0.01,-8.606713500456188
200.0,1.0,nan,100.0,8.348877145181177e-16,,0.009999998,71.28732727227927,-1.4983788,nan,1.0,100,8.40086,1.0,0.01,3.5044917e-18,71.28732727227927,5.9604645e-08,0.01,-9.028035149075002
200.0,1.0,nan,100.0,1.2168044349891717e-15,,0.009999998,66.93152265844525,-1.483398,nan,1.0,100,8.140161,1.0,0.01,3.5044917e-18,66.93152265844525,2.9802322e-08,0.01,-9.056423814957322
200.0,1.0,nan,100.0,-1.7763568394002506e-16,,0.009999998,70.76852200607121,-1.5678544,nan,1.0,100,8.370235,1.0,0.01,3.5044917e-18,70.76852200607121,5.9604645e-08,0.01,-8.118469396303224
200.0,1.0,nan,100.0,4.618527782440651e-16,,0.009999998,59.172310148650034,-1.4838612,nan,1.0,100,7.6537957,1.0,0.01,3.5044917e-18,59.172310148650034,1.1920929e-07,0.01,-9.290857473434516
200.0,1.0,nan,100.0,-4.440892098500626e-16,,0.009999998,69.7671255142707,-1.4634696,nan,1.0,100,8.310803,1.0,0.01,3.5044917e-18,69.76712551427069,2.9802322e-08,0.01,-9.521303320894269
200.0,1.0,nan,100.0,1.7763568394002506e-16,,0.009999998,53.882495561306854,-1.5709019,nan,1.0,100,7.3036747,1.0,0.01,3.5044917e-18,53.882495561306854,,0.01,-8.134584024418324
200.0,1.0,nan,100.0,-1.971756091734278e-15,,0.009999998,59.790198914822234,-1.4801329,nan,1.0,100,7.693653,1.0,0.01,3.5044917e-18,59.79019891482222,2.9802322e-08,0.01,-8.55224465527215
200.0,1.0,nan,100.0,2.3980817331903383e-16,,0.009999998,58.14975030025406,-1.4906666,nan,1.0,100,7.5873747,1.0,0.01,3.5044917e-18,58.14975030025406,-1.4901161e-08,0.01,-8.800886016369875
200.0,1.0,nan,100.0,6.838973831690964e-16,,0.009999998,68.00189243746813,-1.5259036,nan,1.0,100,8.20499,1.0,0.01,3.5044917e-18,68.00189243746813,,0.01,-8.845810791063627
200.0,1.0,nan,100.0,8.171241461241152e-16,,0.009999998,51.63694203262302,-1.5599681,nan,1.0,100,7.149865,1.0,0.01,3.5044917e-18,51.63694203262303,-3.7252903e-08,0.01,-7.732803530500775
200.0,1.0,nan,100.0,9.059419880941278e-16,,0.009999998,55.77475241227469,-1.3631034,nan,1.0,100,7.4308143,1.0,0.01,3.5044917e-18,55.77475241227468,-1.4901161e-08,0.01,-9.025264620440769
200.0,1.0,nan,100.0,7.105427357601002e-16,,0.009999998,70.6992574711951,-1.4243395,nan,1.0,100,8.3661375,1.0,0.01,3.5044917e-18,70.6992574711951,1.4901161e-08,0.01,-9.932763525986005
200.0,1.0,nan,100.0,6.572520305780927e-16,,0.009999998,59.31326124326625,-1.4441454,nan,1.0,100,7.6629057,1.0,0.01,3.5044917e-18,59.31326124326625,1.1175871e-07,0.01,-9.086313948189575
200.0,1.0,nan,100.0,-2.3092638912203257e-16,,0.009999998,66.79781702196252,-1.4639685,nan,1.0,100,8.132026,1.0,0.01,3.5044917e-18,66.79781702196252,-4.8428774e-08,0.01,-9.416704171674578
200.0,1.0,nan,100.0,-9.414691248821328e-16,,0.009999998,57.28901868179462,-1.5414177,nan,1.0,100,7.5310116,1.0,0.01,3.5044917e-18,57.28901868179462,7.450581e-09,0.01,-8.035632856184833
200.0,1.0,nan,100.0,6.750155989720952e-16,,0.009999998,65.75066510776041,-1.515404,nan,1.0,100,8.068033,1.0,0.01,3.5044917e-18,65.75066510776041,4.4703484e-08,0.01,-8.35727400784067
200.0,1.0,nan,100.0,-9.769962616701378e-17,,0.009999998,72.44126230748283,-1.4769554,nan,1.0,100,8.46858,1.0,0.01,3.5044917e-18,72.44126230748283,2.9802322e-08,0.01,-9.469296355791151
200.0,1.0,nan,100.0,3.019806626980426e-16,,0.009999998,61.55263817350375,-1.4499896,nan,1.0,100,7.8062224,1.0,0.01,3.5044917e-18,61.55263817350375,7.4505806e-08,0.01,-9.210633163269053
200.0,1.0,nan,100.0,-1.9539925233402755e-16,,0.009999998,73.868127685523,-1.3963249,nan,1.0,100,8.551576,1.0,0.01,3.5044917e-18,73.868127685523,5.9604645e-08,0.01,-9.267105806297621
200.0,1.0,nan,100.0,8.881784197001252e-16,,0.009999998,64.10418556993602,-1.3793337,nan,1.0,100,7.9663754,1.0,0.01,3.5044917e-18,64.10418556993602,,0.01,-8.95221882188601
200.0,1.0,nan,100.0,9.947598300641404e-16,,0.009999998,66.22292030320999,-1.3829088,nan,1.0,100,8.096955,1.0,0.01,3.5044917e-18,66.22292030320999,5.9604645e-08,0.01,-9.672277907254184
200.0,1.0,nan,100.0,2.1316282072803005e-16,,0.009999998,66.87141118517611,-1.5392823,nan,1.0,100,8.136504,1.0,0.01,3.5044917e-18,66.87141118517611,-4.4703484e-08,0.01,-8.320595636429964
200.0,1.0,nan,100.0,1.865174681370263e-16,,0.009999998,56.62764979137219,-1.5403315,nan,1.0,100,7.4874144,1.0,0.01,3.5044917e-18,56.62764979137219,-2.9802322e-08,0.01,-7.925230803047609
200.0,1.0,nan,100.0,9.14823772291129e-16,,0.009999998,69.92233769979013,-1.4143841,nan,1.0,100,8.320043,1.0,0.01,3.5044917e-18,69.92233769979013,-1.0430813e-07,0.01,-10.01206667699819
200.0,1.0,nan,100.0,-9.85878045867139e-16,,0.009999998,71.79571161385778,-1.585837,nan,1.0,100,8.430762,1.0,0.01,3.5044917e-18,71.79571161385778,-5.9604645e-08,0.01,-7.771818709644245
200.0,1.0,nan,100.0,-3.9968028886505636e-16,,0.009999998,80.28669284674191,-1.343727,nan,1.0,100,8.91537,1.0,0.01,3.5044917e-18,80.28669284674191,4.4703484e-08,0.01,-10.677046301141347
200.0,1.0,nan,100.0,1.7763568394002506e-16,,0.009999998,62.25852269774252,-1.3934882,nan,1.0,100,7.850856,1.0,0.01,3.5044917e-18,62.25852269774252,2.9802322e-08,0.01,-9.82062114401035
200.0,1.0,nan,100.0,2.255973186038318e-15,,0.009999998,71.08435561769772,-1.4700731,nan,1.0,100,8.388892,1.0,0.01,3.5044917e-18,71.08435561769772,-8.940697e-08,0.01,-9.08893825665711
200.0,1.0,nan,100.0,-3.1974423109204507e-16,,0.009999998,66.75786548285159,-1.5347546,nan,1.0,100,8.129593,1.0,0.01,3.5044917e-18,66.75786548285159,-2.9802322e-08,0.01,-8.771079263847586
200.0,1.0,nan,100.0,-1.5543122344752192e-15,,0.009999998,60.868343817237985,-1.6110641,nan,1.0,100,7.7627096,1.0,0.01,3.5044917e-18,60.868343817237985,-4.4703484e-08,0.01,-7.254819803515942
200.0,1.0,nan,100.0,-1.1191048088221578e-15,,0.009999998,72.57971933407826,-1.5049498,nan,1.0,100,8.476669,1.0,0.01,3.5044917e-18,72.57971933407826,5.9604645e-08,0.01,-9.089318346637988
200.0,1.0,nan,100.0,7.638334409421077e-16,,0.009999998,71.50566479750333,-1.3554993,nan,1.0,100,8.413715,1.0,0.01,3.5044917e-18,71.50566479750333,-8.940697e-08,0.01,-10.943507119556937
200.0,1.0,nan,100.0,-1.0658141036401502e-16,,0.009999998,68.78638370755934,-1.405036,nan,1.0,100,8.252183,1.0,0.01,3.5044917e-18,68.78638370755934,-1.4901161e-07,0.01,-9.610348906510248
200.0,1.0,nan,100.0,-1.5987211554602254e-16,,0.009999998,57.01955769048207,-1.5216119,nan,1.0,100,7.513279,1.0,0.01,3.5044917e-18,57.01955769048207,2.9802322e-08,0.01,-8.468056034092713
200.0,1.0,nan,100.0,-7.904787935331115e-16,,0.009999998,67.36131807580492,-1.4939952,nan,1.0,100,8.166254,1.0,0.01,3.5044917e-18,67.36131807580492,8.195639e-08,0.01,-9.31887638754935
200.0,1.0,nan,100.0,-9.769962616701378e-16,,0.009999998,66.77486445661181,-1.4751924,nan,1.0,100,8.130629,1.0,0.01,3.5044917e-18,66.7748644566118,5.9604645e-08,0.01,-9.027849692183795
200.0,1.0,nan,100.0,-1.758593271006248e-15,,0.009999998,73.23644795928968,-1.3859341,nan,1.0,100,8.514933,1.0,0.01,3.5044917e-18,73.23644795928968,-6.7055225e-08,0.01,-10.453748476157605
200.0,1.0,nan,100.0,4.618527782440651e-16,,0.009999998,51.90845694460145,-1.5401038,nan,1.0,100,7.168638,1.0,0.01,3.5044917e-18,51.90845694460145,3.3527613e-08,0.01,-8.344498015361488
200.0,1.0,nan,100.0,-3.907985046680551e-16,,0.009999998,64.39057141724228,-1.470563,nan,1.0,100,7.984151,1.0,0.01,3.5044917e-18,64.39057141724228,5.9604645e-08,0.01,-9.490607232916666
200.0,1.0,nan,100.0,7.993605777301127e-16,,0.009999998,64.96748826075256,-1.4677986,nan,1.0,100,8.019838,1.0,0.01,3.5044917e-18,64.96748826075256,-1.1920929e-07,0.01,-9.395770221832738
200.0,1.0,nan,100.0,-1.0480505352461477e-15,,0.009999998,64.04005483846339,-1.5559742,nan,1.0,100,7.96239,1.0,0.01,3.5044917e-18,64.04005483846339,-3.7252903e-08,0.01,-8.544477730201345
200.0,1.0,nan,100.0,-7.283063041541026e-16,,0.009999998,49.01054320812492,-1.4307963,nan,1.0,100,6.965661,1.0,0.01,3.5044917e-18,49.01054320812492,-8.940697e-08,0.01,-8.170331264774207
200.0,1.0,nan,100.0,5.684341886080802e-16,,0.009999998,64.88770430542245,-1.497415,nan,1.0,100,8.014913,1.0,0.01,3.5044917e-18,64.88770430542245,8.195639e-08,0.01,-9.188927105489169
200.0,1.0,nan,100.0,-1.2434497875801752e-15,,0.009999998,67.3910540648043,-1.5785383,nan,1.0,100,8.1680565,1.0,0.01,3.5044917e-18,67.3910540648043,,0.01,-8.045958316682977
200.0,1.0,nan,100.0,-1.0658141036401502e-15,,0.009999998,67.1018538115384,-1.4753052,nan,1.0,100,8.150512,1.0,0.01,3.5044917e-18,67.1018538115384,8.195639e-08,0.01,-9.531915107939822
200.0,1.0,nan,100.0,-1.1901590823981679e-15,,0.009999998,61.917840997312624,-1.4980191,nan,1.0,100,7.829346,1.0,0.01,3.5044917e-18,61.917840997312624,2.9802322e-08,0.01,-9.206938920454975
200.0,1.0,nan,100.0,-5.684341886080802e-16,,0.009999998,68.17118054730662,-1.4902593,nan,1.0,100,8.215198,1.0,0.01,3.5044917e-18,68.17118054730662,-1.4901161e-08,0.01,-9.178403948895772
200.0,1.0,nan,100.0,-4.263256414560601e-16,,0.009999998,66.75158288419073,-1.5918152,nan,1.0,100,8.12921,1.0,0.01,3.5044917e-18,66.75158288419073,-1.4901161e-08,0.01,-8.14912665291002
