MaxVanillaIw,MinVanillaIw,AvgDiscRet,VarVanillaIw,VarRet,ESSRenyi,MaxNormIw,MinNormIw,J,AvgRet,VarNormIw,eRenyi2,ESSClassic,VarDiscRet,VanillaAvgRet,AvgVanillaIw,AvgNormIw,BatchSize,VarJ,AvgEpLen,Bound
47.315468,0.00078480865,116.23211570150396,25.308924,20225.951056314894,15.81446430707126,0.34040964,5.646281e-06,431.61136,116.23211570150396,0.0013099996,6.323325,7.158711821126659,20225.951056314894,116.23211570150396,1.3899568,0.01,100,1215.9817,12.63,266.59546
53.903248,1.2587178e-25,299.28242416798435,48.937763,489530.5964629833,5.41870169772647,0.49625388,1.1588237e-27,4514.535,299.28242416798435,0.0041478407,18.454605,2.3773515152205835,489530.5964629833,299.28242416798435,1.0862031,0.01,100,2857.34,30.93,2706.7947
24.152098,3.4400232e-21,1489.064326736226,11.350632,2930514.7450752053,9.525044054109957,0.24410577,3.4768388e-23,4604.134,1489.064326736226,0.0011594885,10.498639,8.013503849444197,2930514.7450752053,1489.064326736226,0.9894112,0.009999999,100,1693.6973,149.8,3240.64
2.7975926,0.004700195,4566.950563899556,0.52136487,1286128.6304773856,66.56302588755378,0.02619728,4.4013672e-05,4896.386,4566.950563899556,4.5717792e-05,1.5023355,68.84179713205279,1286128.6304773856,4566.950563899556,1.0678943,0.009999999,100,343.3709,456.89,4380.5996
2.1418831,0.0057091936,4764.140497245576,0.28362113,762256.1617272686,78.60132759901312,0.021907007,5.8393172e-05,4949.841,4764.140497245576,2.9669705e-05,1.2722431,77.29586774107126,762256.1617272686,4764.140497245576,0.97771597,0.01,100,193.08308,476.51,4475.193
1.3555177,0.20982806,4945.668419105925,0.052299943,153328.16374031556,94.99401517665137,0.013216168,0.0020458035,4975.79,4945.668419105925,4.971665e-06,1.0526979,95.30892914700999,153328.16374031556,4945.668419105925,1.0256512,0.010000002,100,146.29025,494.62,4544.034
1.2863078,0.18381818,4947.473278044085,0.056275472,236668.05205179952,95.42478812522992,0.012821568,0.0018322498,4987.368,4947.473278044085,5.5912856e-06,1.0479457,94.75496379214891,236668.05205179952,4947.473278044085,1.0032375,0.01,100,93.5171,494.79,4556.588
1.1571674,0.2015418,4976.692476756816,0.022812793,53824.64819370449,97.8493597676981,0.011443646,0.0019931195,4995.269,4976.692476756816,2.231079e-06,1.0219791,97.83898371345974,53824.64819370449,4976.692476756816,1.0111878,0.009999999,100,46.384663,497.69,4569.8594
1.1451429,0.19384472,4977.781879228898,0.030691715,48838.81769666461,97.97928287820497,0.01163908,0.001970212,4995.5283,4977.781879228898,3.1705824e-06,1.0206239,96.95665921550153,48838.81769666461,4977.781879228898,0.9838775,0.01,100,43.679424,497.8,4570.4004
1.0009351,0.9976353,4999.8595616611365,3.309212e-07,0.04896882491873323,99.99997615814777,0.010010433,0.009977432,4999.8604,4999.8595616611365,3.309917e-11,1.0000002,99.99996947912929,0.04896882491873323,4999.8595616611365,0.9998919,0.01,100,0.21980841,500.0,4579.05
1.0007488,0.9983164,4999.84317400475,2.305721e-07,0.04255091601139741,99.99998807907247,0.010007784,0.0099834595,4999.8433,4999.84317400475,2.305819e-11,1.0000001,99.99995422229341,0.04255091601139741,4999.84317400475,0.9999704,0.010000002,100,0.20502697,500.0,4579.0327
1.3061498,0.12845784,4941.2347607916645,0.06320025,172691.8851489741,94.905683282141,0.013394242,0.0013173033,4989.0254,4941.2347607916645,6.646134e-06,1.0536777,93.82653443954462,172691.8851489741,4941.2347607916645,0.9751577,0.01,100,78.66604,494.16,4557.0684
1.0001462,0.9997217,4999.882467924995,9.4173345e-09,0.01305898944309406,100.0,0.010001599,0.009997354,4999.8833,4999.882467924995,9.417421e-13,1.0,99.99998092625447,0.01305898944309406,4999.882467924995,0.9999863,0.010000002,100,0.113672875,500.0,4579.0728
